,GTT FP Equity_DX_SI_QTY,GTT FP Equity_DX_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GTT FP Equity_DX_SI_MV,GTT FP Equity_DX_DSS,GTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY,GTT FP Equity_DX_BROKER_SI_QTY,GTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GTT FP Equity_DX_BROKER_SI_MV_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GTT FP Equity_DX_BROKER_SI_MV_INC_x,GTT FP Equity_DX_SUPPLY_SI_MV_NEW,GTT FP Equity_DX_BROKER_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_NEW,GTT FP Equity_DX_SUPPLY_SI_MV_DEC,GTT FP Equity_DX_BROKER_SI_QTY_INC,GTT FP Equity_DX_SUPPLY_SI_QTY_DEC,GTT FP Equity_DX_BROKER_SI_MV_NEW_y,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GTT FP Equity_DX_BROKER_SI_MV_INC_y,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GTT FP Equity_DX_BROKER_SI_MV_ADD,GTT FP Equity_DX_SUPPLY_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_DEC,GTT FP Equity_DX_SUPPLY_SI_MV,GTT FP Equity_DX_BROKER_SI_MV_DEC,GTT FP Equity_DX_SUPPLY_SI_MV_RMV,GTT FP Equity_DX_BROKER_SI_MV_RMV,GTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GTT FP Equity_DX_UTILIZATION_QUANTITY,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GTT FP Equity_DX_ACTIVE_UTILIZATION_MV,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GTT FP Equity_DX_BROKER_SI_CON_RATIO,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GTT FP Equity_DX_DEMAND_SUPPLY_RATIO,GTT FP Equity_PX_LAST
2019-04-11,86277.0,7674339.15,0.39,1.61,0.23,7.66,0.0,889144.2,83397.0,9996.0,7418163.15,,,,,,,,,,,,,,,,,,7.41,,,,1.62,1.62,5063837.0,450428301.15,,449.54,1.62,34.88,0.4136,53.52,0.0168,88.95
2019-04-12,86277.0,7544923.65,0.39,1.73,0.23,7.61,0.0,874150.2,83397.0,9996.0,7293067.65,,,,,,,,,,,,,,,,,,7.35,,,,1.62,1.62,5067227.0,443129001.15,,448.58,1.61,34.51,0.415,53.88,0.0168,87.45
2019-04-15,85277.0,7525695.25,0.39,1.77,0.23,7.49,0.0,793897.0,83397.0,8996.0,7359785.25,,,,,,,,,,,,,,,,,1000.0,7.32,0.09,,,1.61,1.61,5084584.0,448714538.0,,446.6,1.61,35.41,0.4224,54.04,0.0165,88.25
2019-04-16,85277.0,7461737.5,0.39,1.79,0.23,7.51,0.0,787150.0,83397.0,8996.0,7297237.5,,,,,,,,,,,,,,,,,,7.34,,,,1.61,1.61,5092518.0,445595325.0,,449.04,1.61,35.0,0.4239,54.45,0.0165,87.5
2019-04-17,85277.0,7060935.6,0.39,1.81,0.23,7.31,0.0,744868.8,83397.0,8996.0,6905271.6,,,,,,,,,,,,,,,,,,7.13,,,,1.61,1.61,5083158.0,420885482.4,,439.62,1.6,34.03,0.4271,55.34,0.0165,82.8
2019-04-18,85777.0,7046580.55,0.39,1.74,0.23,7.12,0.0,780096.4,83397.0,9496.0,6851063.55,,,,0.04,,,,,500.0,,,,0.04,,,,,6.93,,,,1.62,1.62,5072978.0,416745142.7,,420.96,1.62,34.91,0.419,54.04,0.0166,82.15
2019-04-19,85777.0,7046580.55,0.39,1.71,0.23,7.07,0.0,780096.4,83397.0,9496.0,6851063.55,,,,,,,,,,,,,,,,,,6.88,,,,1.62,1.62,5075057.0,416915932.55,,417.93,1.62,35.18,0.4179,53.75,0.0166,
2019-04-22,85777.0,7046580.55,0.39,1.71,0.23,7.04,0.0,780096.4,83397.0,9496.0,6851063.55,,,,,,,,,,,,,,,,,,6.85,,,,1.62,1.62,5065961.0,416168696.15,,416.63,1.62,35.04,0.418,53.86,0.0167,
2019-04-23,85777.0,7136646.4,0.39,1.71,0.23,7.07,0.0,790067.2,83397.0,9496.0,6938630.4,,,,,,,,,,,,,,,,,,6.88,,,,1.62,1.62,5063525.0,421285280.0,,417.98,1.62,35.33,0.4171,53.58,0.0167,83.2
2019-04-24,85777.0,7303911.55,0.39,1.65,0.23,7.18,0.0,808584.4,83397.0,9496.0,7101254.55,,,,,,,,,,,,,,,,,,7.03,,,,1.62,1.62,5061916.0,431022147.4,,424.76,1.63,35.61,0.4211,53.83,0.0167,85.15
2019-04-25,85777.0,7363955.45,0.39,1.64,0.23,7.31,0.0,815231.6,83397.0,9496.0,7159632.45,,,,,,,,,,,,,,,,,,7.15,,,,1.61,1.61,5096554.0,437539160.9,,436.21,1.61,35.29,0.4228,54.21,0.0166,85.85
2019-04-26,87464.0,7246392.4,0.4,1.68,0.24,7.36,0.0,926511.55,85084.0,11183.0,7049209.4,,,,,,1687.0,,,,,,,,,0.14,1687.0,,7.19,,,,1.63,1.63,5126946.0,424767476.1,,435.36,1.62,33.81,0.4093,53.87,0.0168,82.85
2019-04-29,87464.0,7237646.0,0.4,1.66,0.24,7.24,0.0,925393.25,85084.0,11183.0,7040701.0,,,,,,,,,,,,,,,,,,7.04,,,,1.63,1.63,5140465.0,425373478.75,,426.01,1.62,34.34,0.4022,52.81,0.0167,82.75
2019-04-30,87464.0,7053971.6,0.4,1.68,0.24,7.15,0.0,901908.95,85084.0,11183.0,6862024.6,,,,,,,,,,,,,,,,,,6.95,,,,1.63,1.63,5133591.0,414024114.15,,422.33,1.62,33.88,0.4042,53.29,0.0168,80.65
2019-05-01,87464.0,7053971.6,0.4,1.67,0.24,7.14,0.0,901908.95,85084.0,11183.0,6862024.6,,,,,,,,,,,,,,,,,,6.95,,,,1.63,1.63,5134042.0,414060487.3,,415.95,1.64,33.92,0.4064,53.5,0.0168,
2019-05-02,87464.0,7067091.2,0.4,1.67,0.24,7.08,0.0,903586.4,85084.0,11183.0,6874787.2,,,,,,,,,,,,,,,,,,6.89,,,,1.64,1.64,5109305.0,412831844.0,,413.97,1.64,34.3,0.4036,52.98,0.0168,80.8
2019-05-03,87464.0,7027732.4,0.4,1.64,0.24,7.04,0.0,898554.05,83673.0,11183.0,6723125.55,,,,,,,,0.11,,1411.0,,,,,,,,6.74,,,,1.61,1.61,5108931.0,410502605.85,,413.01,1.61,34.26,0.4032,52.96,0.0168,80.35
2019-05-06,87464.0,6962134.4,0.4,1.63,0.24,7.0,0.0,890166.8,83673.0,11183.0,6660370.8,,,,,,,,,,,,,,,,,,6.69,,,,1.61,1.61,5118578.0,407438808.8,,411.2,1.6,34.17,0.4031,53.01,0.0168,79.6
2019-05-07,87464.0,6918402.4,0.4,1.63,0.24,6.94,0.0,884575.3,83673.0,11183.0,6618534.3,,,,,,,,,,,,,,,,,,6.64,,,,1.61,1.61,5120223.0,405009639.3,,407.81,1.6,34.21,0.4029,52.96,0.0168,79.1
2019-05-08,87464.0,6756594.0,0.4,1.63,0.24,6.86,0.0,863886.75,83673.0,11183.0,6463739.25,,,,,,,,,,,,,,,,,,6.55,,,,1.61,1.61,5105990.0,394437727.5,,402.61,1.6,33.83,0.4041,53.31,0.0169,77.25
2019-05-09,88333.0,6757474.5,0.4,1.66,0.24,6.79,0.0,921978.0,84266.0,12052.0,6446349.0,,,869.0,,,869.0,,0.02,,276.0,,,,869.0,0.07,,,6.47,,,,1.63,1.63,5093407.0,389645635.5,,393.4,1.62,33.82,0.3948,52.45,0.0171,76.5
2019-05-10,87464.0,6752220.8,0.4,1.67,0.24,6.72,0.0,863327.6,83397.0,11183.0,6438248.4,,,,,,,,0.07,,869.0,,,,,,,869.0,6.4,0.07,,,1.62,1.62,5066414.0,391127160.8,,389.24,1.62,34.51,0.4015,52.63,0.017,77.2
2019-05-13,87464.0,6787206.4,0.4,1.7,0.24,6.78,0.0,867800.8,83397.0,11183.0,6471607.2,,,,,,,,,,,,,,,,,,6.46,,,,1.62,1.62,5069452.0,393389475.2,,393.18,1.62,34.39,0.402,52.76,0.017,77.6
2019-05-14,87464.0,7036478.8,0.4,1.73,0.24,6.9,0.0,899672.35,83397.0,11183.0,6709288.65,,,,,,,,,,,,,,,,,,6.58,,,,1.61,1.61,5080749.0,408746257.05,,398.82,1.62,35.03,0.4003,52.19,0.0169,80.45
2019-05-15,87464.0,7010239.6,0.4,1.72,0.24,7.03,0.0,896317.45,83397.0,11183.0,6684269.55,,,,,,,,,,,,,,,,,,6.7,,,,1.61,1.61,5083515.0,407443727.25,,409.56,1.61,34.26,0.4031,52.95,0.0169,80.15
2019-05-16,87464.0,7049598.4,0.4,1.73,0.24,7.04,0.0,901349.8,83397.0,11183.0,6721798.2,,,,,,,,,,,,,,,,,,6.71,,,,1.61,1.61,5094701.0,410632900.6,,410.19,1.61,34.41,0.4027,52.82,0.0169,80.6
2019-05-17,87464.0,7040852.0,0.4,1.73,0.24,7.05,0.0,900231.5,83397.0,11183.0,6713458.5,,,,,,,,,,,,,,,,,,6.72,,,,1.61,1.61,5102233.0,410729756.5,,412.19,1.61,34.29,0.4032,52.94,0.0169,80.5
2019-05-20,117464.0,9379500.4,0.53,2.34,0.32,9.43,0.0,892962.55,113397.0,11183.0,9054750.45,,,,,,,,,,,,,,,,30000.0,,9.1,,,,2.18,2.18,5081996.0,405797380.6,,409.47,2.17,25.63,0.2887,39.42,0.0226,79.85
2019-05-21,147464.0,12040435.6,0.67,3.09,0.4,11.96,0.0,3362591.95,113397.0,41183.0,9258865.05,,,,,,30000.0,,,,,,,,,2.52,,,9.12,,,,2.19,2.19,5057774.0,412967247.1,,406.78,2.19,30.87,0.3082,41.11,0.0285,81.65
2019-05-22,144464.0,11708807.2,0.66,3.16,0.39,11.91,0.0,3094732.15,110397.0,38183.0,8947676.85,,,,,,,,0.25,,3000.0,,,,,,,3000.0,9.0,0.24,,,2.13,2.13,5062177.0,410289445.85,,413.73,2.13,31.76,0.3219,42.24,0.0279,81.05
2019-05-23,140027.0,11069134.35,0.64,3.16,0.38,11.4,0.0,2667621.3,108627.0,33746.0,8586964.35,,,,,,,,0.14,,1770.0,,,,,,,4437.0,8.73,0.36,,,2.1,2.1,5068766.0,400685952.3,,409.05,2.09,32.79,0.3424,43.72,0.027,79.05
2019-05-24,139727.0,10942020.99,0.64,3.14,0.38,11.16,0.0,2619156.17,108627.0,33446.0,8506580.08,,,,,,,,,,,,,,,,,300.0,8.6,0.03,,,2.09,2.09,5090922.0,398670088.02,,403.83,2.09,32.55,0.3417,43.47,0.0269,80.1
2019-05-27,143727.0,11433482.85,0.65,3.18,0.39,11.57,0.0,2660629.3,112627.0,33446.0,8959477.85,,,,,,,,,,,,,,,,4000.0,,9.01,,,,2.19,2.19,5029481.0,400095213.55,,402.97,2.19,32.93,0.3421,43.38,0.028,79.55
2019-05-28,2393328.0,193739901.6,10.9,53.04,6.45,194.63,2.0,145665153.7,870391.0,1799446.0,70458151.45,,,,5.57,,1700000.0,,,66000.0,,,,5.57,,138.91,757764.0,,69.4,,,,16.9,16.9,4278753.0,346365055.35,,343.18,16.82,4.14,0.8576,92.49,0.4648,80.95
2019-05-29,2393328.0,190867908.0,10.9,49.2,6.45,197.02,2.0,143505818.5,941228.0,1799446.0,75062933.0,,,46.0,,,,,0.0,,997.0,,,,46.0,,71788.0,,76.29,,,,97.26,17.94,26484.0,2112099.0,,2.13,97.29,4.17,0.8576,92.48,0.4562,79.75
2019-05-30,2358844.0,191891959.4,10.74,47.86,6.36,191.86,2.0,141015832.1,942744.0,1733446.0,76692224.4,,,,,,,,0.06,,677.0,,,,,,2193.0,66000.0,75.26,5.68,,,97.27,17.83,26484.0,2154473.4,,2.14,97.24,2.56,0.8837,93.94,0.446,81.35
2019-05-31,147343.0,12008454.5,0.67,3.01,0.4,12.04,0.0,2725849.0,116243.0,33446.0,9473804.5,,,,,,,,65.93,,826501.0,,,,,,,1700000.0,9.4,139.12,,,81.44,2.2,26484.0,2158446.0,,2.19,81.1,31.97,0.3252,42.25,0.0279,81.5
2019-06-03,117343.0,9610391.7,0.53,2.35,0.32,9.54,0.0,282227.4,116243.0,3446.0,9520301.7,,,,,,,,,,,,,,,,,30000.0,9.45,2.55,,,2.19,2.19,5192481.0,425264193.9,,422.25,2.19,26.69,0.3075,40.52,0.0221,81.9
2019-06-04,111243.0,9311039.1,0.51,2.36,0.3,9.15,0.0,288430.2,110143.0,3446.0,9218969.1,,,,,,,,0.5,,6100.0,,,,,,,,9.06,,,,2.06,2.06,5228643.0,437637419.1,,429.5,2.07,27.48,0.3182,41.2,0.0208,83.7
2019-06-05,81243.0,6844722.75,0.37,1.7,0.22,6.82,0.0,290325.5,80143.0,3446.0,6752047.75,,,,,,,,2.46,,30000.0,,,,,,,,6.73,,,,1.5,1.5,5251232.0,442416296.0,,440.39,1.51,37.1,0.4615,56.79,0.0152,84.25
2019-06-06,79727.0,6657204.5,0.36,1.71,0.22,6.69,0.0,287741.0,78627.0,3446.0,6565354.5,,,,,,,,0.13,,1516.0,,,,,,,,6.59,,,,1.48,1.48,5251801.0,438525383.5,,441.35,1.47,37.51,0.4799,58.15,0.015,83.5
2019-06-07,79727.0,6705040.7,0.36,1.72,0.22,6.66,0.0,289808.6,78627.0,3446.0,6612530.7,,,,,,,,,,,,,,,,,,6.57,,,,1.55,1.55,4990504.0,419701386.4,,416.61,1.55,37.94,0.4784,57.74,0.0157,84.1
2019-06-10,79727.0,6864494.7,0.36,1.7,0.22,6.77,0.0,296700.6,78627.0,3446.0,6769784.7,,,,,,,,,,,,,,,,,,6.69,,,,1.55,1.55,4992548.0,429858382.8,,421.05,1.56,38.19,0.478,57.54,0.0157,86.1
2019-06-11,79727.0,6808685.8,0.36,1.73,0.22,6.84,0.0,294288.4,78627.0,3446.0,6714745.8,,,,,,,,,,,,,,,,,,6.74,,,,1.55,1.55,4991167.0,426245661.8,,428.59,1.55,37.51,0.4799,58.15,0.0157,85.4
2019-06-12,79727.0,6728958.8,0.36,1.7,0.22,6.79,0.0,290842.4,78627.0,3446.0,6636118.8,,,,,,,,,,,,,,,,,,6.69,,,,1.55,1.55,5004619.0,422389843.6,,426.97,1.54,37.34,0.4805,58.31,0.0157,84.4
2019-06-13,79727.0,6752876.9,0.36,1.71,0.22,6.74,0.0,93170.0,78627.0,1100.0,6659706.9,,,,,,,,,,,,,,,,,2346.0,6.65,0.2,,,1.56,1.56,4950023.0,419266948.1,,418.89,1.56,37.59,0.4798,58.09,0.0159,84.7
2019-06-14,79271.0,6662727.55,0.36,1.72,0.21,6.72,0.0,251309.5,78171.0,2990.0,6570272.55,,,,,,1890.0,,,,,,,,,0.16,1890.0,,6.62,,,,1.56,1.56,4942930.0,415453266.5,,418.99,1.56,37.57,0.4855,58.61,0.0158,84.05
2019-06-17,79271.0,6773706.95,0.36,1.72,0.21,6.71,0.0,255495.5,78171.0,2990.0,6679711.95,,,,,,,,,,,,,,,,,,6.62,,,,1.56,1.56,4942209.0,422311759.05,,416.72,1.56,38.25,0.4829,57.95,0.0158,85.45
2019-06-18,79271.0,6849014.4,0.36,1.72,0.21,6.82,0.0,258336.0,78171.0,2990.0,6753974.4,,,,,,,,,,,,,,,,,,6.72,,,,1.56,1.56,4940500.0,426859200.0,,423.5,1.56,38.07,0.4836,58.13,0.0158,86.4
2019-06-19,78047.0,6649604.4,0.36,1.69,0.21,6.69,0.0,150463.2,76947.0,1766.0,6555884.4,,,,,,,,0.1,,1224.0,,,,,,,1224.0,6.6,0.11,,,1.53,1.53,4942123.0,421068879.6,,425.25,1.53,38.24,0.5002,59.47,0.0156,85.2
2019-06-20,78047.0,6743260.8,0.36,1.7,0.21,6.66,0.0,152582.4,76281.0,1766.0,6590678.4,,,,,,,,0.06,,666.0,,,,,,,,6.51,,,,1.51,1.51,4969856.0,429395558.4,,423.33,1.51,38.97,0.4973,58.75,0.0155,86.4
2019-06-21,77381.0,6708932.7,0.35,1.69,0.21,6.67,0.0,95370.0,76281.0,1100.0,6613562.7,,,,,,,,,,,,,,,,,666.0,6.57,0.06,,,100.0,1.51,0.0,0.0,,0.0,100.0,39.07,0.5069,59.5,0.0153,86.7
2019-06-24,77381.0,6794051.8,0.35,1.49,0.21,6.71,0.0,96580.0,76281.0,1100.0,6697471.8,,,,,,,,,,,,,,,,,,6.62,,,,100.0,1.51,0.0,0.0,,0.0,100.0,39.29,0.5061,59.29,0.0153,87.8
2019-06-25,77381.0,6677980.3,0.35,1.5,0.21,6.75,0.0,94930.0,76281.0,1100.0,6583050.3,,,,,,,,,,,,,,,,,,6.66,,,,100.0,1.51,0.0,0.0,,0.0,100.0,38.38,0.5098,60.19,0.0153,86.3
2019-06-26,77381.0,6701194.6,0.35,1.5,0.21,6.69,0.0,95260.0,76281.0,1100.0,6605934.6,,,,,,,,,,,,,,,,,,6.6,,,,100.0,1.49,0.0,0.0,,0.0,100.0,38.88,0.5078,59.7,0.0151,86.6
2019-06-27,77381.0,6825004.2,0.35,1.52,0.21,6.75,0.0,97020.0,76281.0,1100.0,6727984.2,,,,,,,,,,,,,,,,,,6.65,,,,100.0,1.49,0.0,0.0,,0.0,100.0,39.25,0.5063,59.34,0.0151,88.2
2019-06-28,77381.0,6821135.15,0.35,1.51,0.21,6.82,0.0,96965.0,76281.0,1100.0,6724170.15,,,,,,,,,,,,,,,,,,6.73,,,,100.0,1.49,0.0,0.0,,0.0,100.0,38.81,0.508,59.77,0.0151,88.15
2019-07-01,77381.0,6898516.15,0.35,1.49,0.21,6.89,0.0,98065.0,76281.0,1100.0,6800451.15,,,,,,,,,,,,,,,,,,6.79,,,,100.0,1.48,0.0,0.0,,0.0,100.0,38.88,0.5079,59.71,0.0151,89.15
2019-07-02,77381.0,6987504.3,0.35,1.47,0.21,6.95,0.0,99330.0,76281.0,1100.0,6888174.3,,,,,,,,,,,,,,,,,,6.85,,,,100.0,1.48,0.0,0.0,,0.0,100.0,39.04,0.5072,59.54,0.0151,90.3
2019-07-03,81981.0,7509459.6,0.37,1.54,0.22,7.45,0.0,311440.0,78581.0,3400.0,7198019.6,,,,0.21,,,,,2300.0,,,,0.21,,,2300.0,,7.14,,,,1.53,1.53,5046421.0,462252163.6,,457.15,1.54,38.0,0.4798,57.75,0.016,91.6
2019-07-04,85941.0,7807739.85,0.39,1.58,0.23,7.79,0.0,488773.0,80561.0,5380.0,7318966.85,,,1980.0,0.19,,,,,1980.0,,,,0.19,1980.0,,,,7.3,,,,1.57,1.57,5043253.0,458179535.05,,460.53,1.56,36.88,0.4591,56.45,0.0168,90.85
2019-07-05,86441.0,7801300.25,0.39,1.61,0.23,7.86,0.0,530670.0,81061.0,5880.0,7315755.25,,,,0.04,,,,,500.0,,,,0.04,,,500.0,,7.37,,,,1.58,1.58,5048090.0,455590122.5,,458.91,1.58,36.3,0.4566,56.54,0.0169,90.25
2019-07-08,86441.0,7637062.35,0.39,1.62,0.23,7.75,0.0,519498.0,81061.0,5880.0,7161739.35,,,,,,,,,,,,,,,,,,7.26,,,,1.6,1.6,4982674.0,440219247.9,,448.3,1.59,36.05,0.457,56.73,0.0171,88.35
2019-07-09,86441.0,7589519.8,0.39,1.58,0.23,7.62,0.0,516264.0,81061.0,5880.0,7117155.8,,,,,,,,,,,,,,,,,,7.15,,,,1.6,1.6,4989632.0,438089689.6,,440.66,1.6,36.41,0.4559,56.41,0.017,87.8
2019-07-10,86441.0,7701893.1,0.39,1.66,0.23,7.61,0.0,523908.0,81061.0,5880.0,7222535.1,,,,,,,,,,,,,,,,,,7.14,,,,1.59,1.59,5014956.0,446832579.6,,440.73,1.59,36.99,0.4541,55.87,0.017,89.1
2019-07-11,86441.0,7650028.5,0.39,1.66,0.23,7.68,0.0,520380.0,81061.0,5880.0,7173898.5,,,,,,,,,,,,,,,,,,7.2,,,,1.59,1.59,5014598.0,443791923.0,,446.18,1.59,36.41,0.4559,56.4,0.017,88.5
2019-07-12,86858.0,7817220.0,0.4,1.64,0.23,7.73,0.0,530730.0,83578.0,5897.0,7522020.0,,,2617.0,,,2617.0,,0.01,,100.0,,,,2617.0,0.23,,2600.0,7.44,0.23,,,1.64,1.64,5022234.0,452001060.0,,445.59,1.64,36.75,0.4466,55.54,0.017,90.0
2019-07-15,82741.0,7405319.5,0.38,1.57,0.22,7.43,0.0,293560.0,79461.0,3280.0,7111759.5,,,,,,,,0.34,,4117.0,,,,,,,2617.0,7.13,0.23,,,1.56,1.56,5022956.0,449554562.0,,451.54,1.56,37.64,0.4824,58.23,0.0162,89.5
2019-07-16,89831.0,8066823.8,0.41,1.69,0.24,8.07,0.0,653744.0,82551.0,7280.0,7413079.8,,,,0.36,,,,0.21,4000.0,2300.0,,,0.36,,,5390.0,,7.42,,,,1.62,1.62,5024366.0,451188066.8,,450.79,1.62,33.76,0.3933,52.03,0.0176,89.8
2019-07-17,91729.0,8177640.35,0.42,1.77,0.25,8.22,0.0,818218.7,83449.0,9178.0,7439478.35,,,,0.09,,898.0,,,1000.0,,,,0.09,,0.08,898.0,,7.47,,,,1.64,1.64,5008487.0,446506616.05,,449.19,1.64,32.88,0.3784,50.99,0.018,89.15
2019-07-18,109474.0,9792449.3,0.5,2.1,0.3,9.76,0.0,2408262.35,101194.0,26923.0,9051803.3,,,,0.21,,15487.0,,,2258.0,,,,0.21,,1.38,17745.0,,9.01,,,,2.0,2.0,4970644.0,444624105.8,,442.5,2.0,27.75,0.2849,42.37,0.0216,89.45
2019-07-19,107514.0,9536491.8,0.49,2.04,0.29,9.6,0.0,2301144.1,100214.0,25943.0,8888981.8,,,,,,,,0.09,,980.0,,,,,,,980.0,8.93,0.09,,,1.97,1.97,4985204.0,442187594.8,,445.24,1.97,27.71,0.2896,43.02,0.0211,88.7
2019-07-22,106616.0,9520808.8,0.49,2.04,0.29,9.48,0.0,2236518.5,99316.0,25045.0,8868918.8,,,,,,,,0.08,,898.0,,,,,,,898.0,8.84,0.09,,,1.94,1.94,5013382.0,447695012.6,,445.37,1.95,28.25,0.2942,43.24,0.0209,89.3
2019-07-23,101461.0,9050321.2,0.46,1.94,0.27,9.08,0.0,2076576.0,94161.0,23280.0,8399161.2,,,,,,,,0.46,,5155.0,,,,,,,1765.0,8.43,0.16,,,1.84,1.84,5036198.0,449228861.6,,450.76,1.84,29.46,0.3242,45.69,0.0198,89.2
2019-07-24,78724.0,7069415.2,0.36,1.53,0.21,7.05,0.0,228361.4,77424.0,2543.0,6952675.2,,,750.0,0.07,,,,1.56,750.0,17487.0,,,0.07,750.0,,,21487.0,6.93,1.92,,,1.51,1.51,5054177.0,453865094.6,,451.5,1.51,38.24,0.4891,58.51,0.0153,89.8
2019-07-25,78231.0,6974293.65,0.36,1.51,0.21,7.01,0.0,182757.5,76931.0,2050.0,6858398.65,,,,,,,,0.04,,493.0,,,,,,,493.0,6.89,0.04,,,1.5,1.5,5052709.0,450449007.35,,453.17,1.5,38.17,0.4963,59.18,0.0153,89.15
2019-07-26,80231.0,7385263.55,0.37,1.57,0.22,7.25,0.0,188702.5,78931.0,2050.0,7265598.55,,,,,,,,,,,,,,,,2000.0,,7.14,,,,1.54,1.54,5056891.0,465486816.55,,453.99,1.55,38.08,0.4699,56.92,0.0156,92.05
2019-07-29,77481.0,6686610.3,0.35,1.48,0.21,6.95,0.0,112190.0,76181.0,1300.0,6574420.3,,,,,,,,0.25,,2750.0,,,,,,,750.0,6.83,0.07,,,1.48,1.48,5060684.0,436737029.2,,460.51,1.46,37.26,0.5121,61.07,0.0151,86.3
2019-07-30,77481.0,6415426.8,0.35,1.42,0.21,6.57,0.0,107640.0,76181.0,1300.0,6307786.8,,,,,,,,,,,,,,,,,,6.46,,,,1.48,1.48,5058420.0,418837176.0,,433.17,1.47,37.82,0.5098,60.55,0.0151,82.8
2019-07-31,82571.0,6783207.65,0.38,1.48,0.22,6.84,0.0,353245.0,78271.0,4300.0,6429962.65,,,3034.0,,,3000.0,,0.26,,3034.0,,,,3034.0,0.25,2090.0,,6.48,,,,1.52,1.52,5064952.0,416085806.8,,419.79,1.52,36.02,0.448,56.21,0.0161,82.15
2019-08-01,96255.0,7998790.5,0.44,1.69,0.26,7.98,0.0,1668149.4,79967.0,20074.0,6645257.7,,,1154.0,,,15774.0,,0.04,,500.0,,,,1154.0,1.32,1042.0,,6.61,,,,1.56,1.56,5042249.0,419010891.9,,415.77,1.57,31.25,0.3508,47.76,0.0188,83.1
2019-08-02,96255.0,7815906.0,0.44,1.67,0.26,7.94,0.0,1630008.8,79967.0,20074.0,6493320.4,,,,,,,,,,,,,,,,,,6.57,,,,1.54,1.54,5097281.0,413899217.2,,420.87,1.54,30.69,0.3513,48.1,0.0186,81.2
2019-08-05,92801.0,7465840.45,0.42,1.79,0.25,7.49,0.0,1337079.0,78630.0,16620.0,6325783.5,,,,,,,,0.11,,1337.0,,,,,,,3454.0,6.33,0.31,,,1.54,1.54,5043394.0,405741047.3,,407.46,1.53,32.22,0.3695,49.62,0.0181,80.45
2019-08-06,90309.0,7278905.4,0.41,1.71,0.24,7.28,0.0,1138716.8,80904.0,14128.0,6520862.4,,,,,,100.0,,0.01,,72.0,,,,,0.01,2346.0,2592.0,6.51,0.22,,,1.58,1.58,5045810.0,406692286.0,,405.89,1.58,33.22,0.3835,50.98,0.0176,80.6
2019-08-07,89815.0,7230107.5,0.41,1.69,0.24,7.24,0.0,1097537.0,80561.0,13634.0,6485160.5,,,,0.08,,,,0.03,1000.0,343.0,,,0.08,,,,1494.0,6.49,0.12,,,1.57,1.57,5049026.0,406446593.0,,406.68,1.57,33.35,0.3849,51.33,0.0175,80.5
2019-08-08,87710.0,7380796.5,0.4,1.61,0.24,7.19,0.0,454410.0,85310.0,5400.0,7178836.5,,,1352.0,,,,,0.1,,1234.0,,,,1352.0,,4631.0,8234.0,7.0,0.67,,,1.67,1.67,5022403.0,422635212.45,,407.89,1.69,35.13,0.3989,51.89,0.0172,84.15
2019-08-09,87710.0,7192220.0,0.4,1.59,0.24,7.33,0.0,945378.0,86035.0,11529.0,7054870.0,,,,,,6129.0,,,,,,,,,0.54,725.0,,7.17,,,,1.69,1.69,5006225.0,410510450.0,,418.9,1.68,33.55,0.4001,52.97,0.0172,82.0
2019-08-12,83700.0,6947100.0,0.38,1.51,0.23,6.91,0.0,624077.0,81300.0,7519.0,6747900.0,,,,,,,,0.4,,4735.0,,,,,,,4010.0,6.7,0.35,,,1.6,1.6,5007394.0,415613702.0,,411.69,1.6,36.06,0.4325,54.78,0.0164,83.0
2019-08-13,83700.0,6947100.0,0.38,1.52,0.23,6.98,0.0,624077.0,81300.0,7519.0,6747900.0,,,,,,,,,,,,,,,,,,6.76,,,,1.6,1.6,5005453.0,415452599.0,,416.12,1.6,35.67,0.4335,55.12,0.0165,83.0
2019-08-14,83290.0,6829780.0,0.38,1.53,0.22,6.91,0.0,582938.0,80890.0,7109.0,6632980.0,,,,,,,,0.03,,410.0,,,,,,,410.0,6.7,0.04,,,1.6,1.6,4989304.0,409122928.0,,413.97,1.59,35.58,0.4388,55.67,0.0164,82.0
