,ALDNX FP Equity_DX_SI_QTY,ALDNX FP Equity_DX_SHORT_INTEREST_VALUE,ALDNX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDNX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDNX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDNX FP Equity_DX_SI_MV,ALDNX FP Equity_DX_DSS,ALDNX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDNX FP Equity_DX_SUPPLY_SI_QTY,ALDNX FP Equity_DX_BROKER_SI_QTY,ALDNX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDNX FP Equity_DX_BROKER_SI_MV_NEW_x,ALDNX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDNX FP Equity_DX_BROKER_SI_MV_INC_x,ALDNX FP Equity_DX_BROKER_SI_QTY_ADD,ALDNX FP Equity_DX_BROKER_SI_QTY_NEW,ALDNX FP Equity_DX_SUPPLY_SI_MV_DEC,ALDNX FP Equity_DX_BROKER_SI_QTY_INC,ALDNX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDNX FP Equity_DX_BROKER_SI_MV_NEW_y,ALDNX FP Equity_DX_BROKER_SI_MV_INC_y,ALDNX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDNX FP Equity_DX_BROKER_SI_MV_ADD,ALDNX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDNX FP Equity_DX_BROKER_SI_QTY_DEC,ALDNX FP Equity_DX_SUPPLY_SI_MV,ALDNX FP Equity_DX_BROKER_SI_MV_DEC,ALDNX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDNX FP Equity_DX_UTILIZATION_QUANTITY,ALDNX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDNX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDNX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDNX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDNX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDNX FP Equity_DX_BROKER_SI_CON_RATIO,ALDNX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDNX FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,15.37,0.0,,0.0,,0.0
2007-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,15.13,0.0,,0.0,,0.0
2007-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,15.06,0.0,,0.0,,0.0
2007-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,15.14,0.0,,0.0,,0.0
2007-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,15.06,0.0,,0.0,,0.0
2007-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,15.16,0.0,,0.0,,0.0
2007-06-14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
2007-06-15,3000.0,58708.29,0.13,0.59,0.13,0.14,0.0,29354.14,1500.0,1500.0,29354.14,,1500.0,,1500.0,,,,,,,1500.0,0.07,,,0.07,,0.45,0.45,333172.0,6519985.8,14.99,0.45,,1.0,100.0,0.009
2007-06-18,3000.0,58377.72,0.13,0.59,0.13,0.13,0.0,29188.86,1500.0,1500.0,29188.86,,,,,,,,,,,,,,,0.07,,0.45,0.45,333172.0,6483274.17,14.79,0.45,,1.0,100.0,0.009
2007-06-19,3000.0,59157.85,0.13,0.59,0.13,0.13,0.0,29578.93,1500.0,1500.0,29578.93,,,,,,,,,,,,,,,0.07,,0.45,0.45,333172.0,6569913.62,14.71,0.45,,1.0,100.0,0.009
2007-06-20,3000.0,58840.51,0.13,0.59,0.13,0.13,0.0,29420.26,1500.0,1500.0,29420.26,,,,,,,,,,,,,,,0.07,,0.45,0.45,333172.0,6534670.45,14.91,0.45,,1.0,100.0,0.009
2007-06-21,2991.0,58663.99,0.13,0.61,0.13,0.13,0.0,29420.26,1491.0,1500.0,29243.73,,,,,,0.0,,9.0,,,,,,,0.07,,0.45,0.45,331072.0,6493482.09,14.83,0.45,,1.0,100.0,0.009
2007-06-22,2991.0,58663.99,0.13,0.63,0.13,0.13,0.0,29420.26,1491.0,1500.0,29243.73,,,,,,,,,,,,,,,0.07,,0.45,0.45,331072.0,6493482.09,14.79,0.45,,1.0,100.0,0.009
2007-06-25,1500.0,29420.26,0.06,0.32,0.06,0.07,0.0,29420.26,0.0,1500.0,0.0,,,,,,0.07,,1491.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0045
2007-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1500.0,0.0,0.07,0.0,0.0,0.0,0.0,14.89,0.0,,0.0,,0.0
2007-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,14.73,0.0,,0.0,,0.0
2007-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,14.73,0.0,,0.0,,0.0
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,14.64,0.0,,0.0,,0.0
2007-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,14.61,0.0,,0.0,,0.0
2007-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,14.49,0.0,,0.0,,0.0
2007-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,14.12,0.0,,0.0,,0.0
2007-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,14.1,0.0,,0.0,,0.0
2007-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6121567.74,14.06,0.0,,0.0,,0.0
2007-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6033063.15,13.89,0.0,,0.0,,0.0
2007-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5926857.63,13.69,0.0,,0.0,,0.0
2007-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6062564.68,13.45,0.0,,0.0,,0.0
2007-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6089116.06,13.76,0.0,,0.0,,0.0
2007-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6325128.31,13.82,0.0,,0.0,,0.0
2007-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6269075.4,14.35,0.0,,0.0,,0.0
2007-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6210072.33,14.22,0.0,,0.0,,0.0
2007-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6195321.57,14.09,0.0,,0.0,,0.0
2007-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6195321.57,14.06,0.0,,0.0,,0.0
2007-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6121567.74,14.06,0.0,,0.0,,0.0
2007-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6099441.59,13.89,0.0,,0.0,,0.0
2007-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6269075.4,13.84,0.0,,0.0,,0.0
2007-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6269075.4,14.22,0.0,,0.0,,0.0
2007-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6342829.23,14.22,0.0,,0.0,,0.0
2007-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6269075.4,14.39,0.0,,0.0,,0.0
2007-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6379706.14,14.22,0.0,,0.0,,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6362005.22,14.47,0.0,,0.0,,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6121567.74,14.43,0.0,,0.0,,0.0
2007-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5977010.24,13.89,0.0,,0.0,,0.0
2007-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5900306.26,13.56,0.0,,0.0,,0.0
2007-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6193846.49,13.39,0.0,,0.0,,0.0
2007-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6003561.62,14.05,0.0,,0.0,,0.0
2007-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5804426.28,13.62,0.0,,0.0,,0.0
2007-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5743948.14,13.17,0.0,,0.0,,0.0
2007-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5782300.13,13.03,0.0,,0.0,,0.0
2007-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5754273.68,13.12,0.0,,0.0,,0.0
2007-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6171720.34,13.06,0.0,,0.0,,0.0
2007-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6047813.91,14.0,0.0,,0.0,,0.0
2007-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5892930.87,13.72,0.0,,0.0,,0.0
2007-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5857529.04,13.37,0.0,,0.0,,0.0
2007-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5900306.26,13.29,0.0,,0.0,,0.0
2007-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5900306.26,13.39,0.0,,0.0,,0.0
2007-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5900306.26,13.39,0.0,,0.0,,0.0
2007-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6090591.13,13.39,0.0,,0.0,,0.0
2007-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6118617.59,13.82,0.0,,0.0,,0.0
2007-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6246949.25,13.88,0.0,,0.0,,0.0
2007-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6320703.08,14.17,0.0,,0.0,,0.0
2007-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6298576.93,14.34,0.0,,0.0,,0.0
2007-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6328078.46,14.29,0.0,,0.0,,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6409207.67,14.36,0.0,,0.0,,0.0
2007-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6564090.71,14.54,0.0,,0.0,,0.0
2007-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6564090.71,14.89,0.0,,0.0,,0.0
2007-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6505087.65,14.89,0.0,,0.0,,0.0
2007-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6475586.12,14.76,0.0,,0.0,,0.0
2007-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6342829.23,14.69,0.0,,0.0,,0.0
2007-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6193846.49,14.39,0.0,,0.0,,0.0
2007-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6121567.74,14.05,0.0,,0.0,,0.0
2007-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6120092.66,13.89,0.0,,0.0,,0.0
2007-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6106816.97,13.89,0.0,,0.0,,0.0
2007-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6047813.91,13.78,0.0,,0.0,,0.0
2007-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,6047813.91,13.7,0.0,,0.0,,0.0
2007-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5929807.79,13.71,0.0,,0.0,,0.0
2007-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5900306.26,13.45,0.0,,0.0,,0.0
2007-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5853103.81,13.39,0.0,,0.0,,0.0
2007-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5878180.11,13.28,0.0,,0.0,,0.0
2007-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5900306.26,13.34,0.0,,0.0,,0.0
2007-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5693795.54,13.39,0.0,,0.0,,0.0
2007-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5885555.49,12.92,0.0,,0.0,,0.0
2007-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5833927.81,13.35,0.0,,0.0,,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5900306.26,13.37,0.0,,0.0,,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5833927.81,13.38,0.0,,0.0,,0.0
2007-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5885555.49,13.44,0.0,,0.0,,0.0
2007-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5885555.49,13.44,0.0,,0.0,,0.0
2007-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5841303.19,13.45,0.0,,0.0,,0.0
2007-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5807376.43,13.47,0.0,,0.0,,0.0
2007-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5957834.24,13.51,0.0,,0.0,,0.0
2007-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5857529.04,13.47,0.0,,0.0,,0.0
2007-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5797050.9,13.46,0.0,,0.0,,0.0
2007-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5863429.34,13.34,0.0,,0.0,,0.0
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5457783.29,12.38,0.0,,0.0,,0.0
2007-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5236521.8,12.26,0.0,,0.0,,0.0
2007-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5457783.29,11.88,0.0,,0.0,,0.0
2007-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5310275.63,12.38,0.0,,0.0,,0.0
2007-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5420906.37,12.05,0.0,,0.0,,0.0
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5457783.29,12.3,0.0,,0.0,,0.0
2007-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,334672.0,5266023.33,12.18,0.0,,0.0,,0.0
