,AASI FP Equity_DX_SI_QTY,AASI FP Equity_DX_SHORT_INTEREST_VALUE,AASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AASI FP Equity_DX_SI_MV,AASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AASI FP Equity_DX_SUPPLY_SI_QTY,AASI FP Equity_DX_BROKER_SI_QTY,AASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AASI FP Equity_DX_BROKER_SI_MV_NEW_x,AASI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AASI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AASI FP Equity_DX_BROKER_SI_MV_INC_x,AASI FP Equity_DX_SUPPLY_SI_MV_NEW,AASI FP Equity_DX_BROKER_SI_QTY_ADD,AASI FP Equity_DX_BROKER_SI_QTY_NEW,AASI FP Equity_DX_SUPPLY_SI_MV_DEC,AASI FP Equity_DX_BROKER_SI_QTY_INC,AASI FP Equity_DX_SUPPLY_SI_QTY_DEC,AASI FP Equity_DX_BROKER_SI_MV_NEW_y,AASI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AASI FP Equity_DX_BROKER_SI_MV_INC_y,AASI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AASI FP Equity_DX_BROKER_SI_MV_ADD,AASI FP Equity_DX_SUPPLY_SI_QTY_ADD,AASI FP Equity_DX_BROKER_SI_QTY_DEC,AASI FP Equity_DX_SUPPLY_SI_MV,AASI FP Equity_DX_BROKER_SI_MV_DEC,AASI FP Equity_DX_SUPPLY_SI_MV_RMV,AASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AASI FP Equity_DX_UTILIZATION_QUANTITY,AASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AASI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AASI FP Equity_DX_ACTIVE_UTILIZATION_MV,AASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AASI FP Equity_DX_BROKER_SI_CON_RATIO,AASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AASI FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-11-29,12000.0,185760.0,8.83,0.83,0.19,185760.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-11-30,12000.0,191280.0,8.74,0.83,0.19,191280.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-01,12000.0,192240.0,8.74,0.83,0.19,192240.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-02,12000.0,194400.0,8.78,0.83,0.19,194400.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-05,12000.0,194640.0,8.78,0.83,0.19,194640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-06,12000.0,191640.0,8.68,0.83,0.19,191640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-07,12000.0,192360.0,8.68,0.83,0.19,192360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-08,12000.0,189600.0,8.68,0.83,0.19,189600.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-09,12000.0,190080.0,8.68,0.83,0.19,190080.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-12,12000.0,185280.0,8.68,0.83,0.19,185280.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-13,12000.0,188640.0,8.68,0.83,0.19,188640.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-14,12000.0,185520.0,8.68,0.83,0.19,185520.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-15,12000.0,186480.0,8.55,0.83,0.19,186480.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-16,18400.0,288328.0,13.1,1.27,0.29,288328.0,0.0,18400.0,0.0,,,,0.1,,,,,6400.0,,,,0.1,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-19,18400.0,281152.0,13.1,1.27,0.28,281152.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-20,18400.0,286488.0,32.24,1.27,0.29,286488.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-21,18400.0,288880.0,245.33,1.27,0.29,288880.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-22,18400.0,293112.0,44.26,1.27,0.29,293112.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-23,18400.0,295504.0,24.33,1.27,0.3,295504.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-26,18400.0,295504.0,24.33,1.27,0.3,295504.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-27,18400.0,291456.0,24.33,1.27,0.29,291456.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-28,18400.0,291456.0,24.33,1.27,0.29,291456.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-29,18400.0,293848.0,24.33,1.27,0.29,293848.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2011-12-30,18400.0,293480.0,24.33,1.27,0.29,293480.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-02,18400.0,297712.0,24.33,1.27,0.3,297712.0,0.0,18400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-03,12000.0,194880.0,15.86,0.83,0.19,194880.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,6400.0,0.0,0.1,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-04,12000.0,194880.0,15.86,0.83,0.19,194880.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-05,12000.0,196680.0,16.14,0.83,0.2,196680.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-06,12000.0,196560.0,16.14,0.83,0.2,196560.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-09,12000.0,196320.0,16.14,0.83,0.2,196320.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-10,12000.0,201480.0,15.97,0.83,0.2,201480.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-11,12000.0,201720.0,15.97,0.83,0.2,201720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-12,12000.0,200040.0,16.26,0.83,0.2,200040.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-13,12000.0,202440.0,16.26,0.83,0.2,202440.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-16,12000.0,201840.0,16.26,0.83,0.2,201840.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-17,12000.0,205320.0,16.26,0.83,0.21,205320.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-18,12000.0,205440.0,16.52,0.83,0.21,205440.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-19,12000.0,207720.0,16.52,0.83,0.21,207720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-20,12000.0,206880.0,16.44,0.83,0.21,206880.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-23,12000.0,208800.0,16.44,0.83,0.21,208800.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-24,12000.0,209520.0,16.44,0.83,0.21,209520.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-25,12000.0,209040.0,16.44,0.83,0.21,209040.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-26,12000.0,209280.0,16.44,0.83,0.21,209280.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-27,12000.0,208560.0,17.22,0.83,0.21,208560.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-30,12000.0,204840.0,17.21,0.83,0.2,204840.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-01-31,12000.0,207840.0,8.95,0.83,0.21,207840.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-01,12000.0,210480.0,8.95,0.83,0.21,210480.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-02,12000.0,213600.0,8.95,0.83,0.21,213600.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-03,12000.0,216000.0,11.99,0.83,0.22,216000.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-06,12000.0,213720.0,17.1,0.83,0.21,213720.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-07,12000.0,211680.0,9.94,0.83,0.21,211680.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-08,12000.0,213600.0,6.46,0.83,0.21,213600.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-09,48000.0,853440.1,22.08,3.3,0.85,853440.1,0.0,48000.0,0.0,,,,0.64,,,,,36000.0,,,,0.64,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-10,48000.0,842399.9,17.22,3.3,0.84,842399.9,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-13,62700.0,1111671.0,22.16,4.32,1.11,1111671.0,0.0,62700.0,0.0,,,,0.27,,,,,14700.0,,,,0.27,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-14,62700.0,1112298.0,22.16,4.32,1.11,1112298.0,0.0,62700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-15,62700.0,1136751.0,22.16,4.32,1.14,1136751.0,0.0,62700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-16,62700.0,1131735.0,21.6,4.32,1.13,1131735.0,0.0,62700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-17,62700.0,1134243.0,21.6,4.32,1.13,1134243.0,0.0,62700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-20,62700.0,1128600.0,21.6,4.32,1.13,1128600.0,0.0,62700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-21,62700.0,1127346.0,21.65,4.32,1.13,1127346.0,0.0,62700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-22,62700.0,1124211.0,21.65,4.32,1.12,1124211.0,0.0,62700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-02-23,71700.0,1273392.0,24.76,5.82,1.28,1273392.0,0.0,71700.0,0.0,,,,,,9000.0,,,,,,,,,0.16,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.66,0.7789,87.34,
2012-02-24,71700.0,1266222.0,14.84,5.82,1.27,1266222.0,0.0,71700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.61,0.7795,87.39,
2012-02-27,71700.0,1253316.0,14.02,5.82,1.25,1253316.0,0.0,71700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.67,0.7788,87.33,
2012-02-28,45000.0,793349.9,8.8,3.65,0.79,793349.9,0.0,45000.0,0.0,,,,,,,,,,,,,,,,,26700.0,0.0,0.46,,0.0,0.0,0.0,0.0,,0.0,0.0,19.86,0.6816,80.14,
2012-02-29,42400.0,759808.0,8.29,3.44,0.76,759808.0,0.0,42400.0,0.0,,,,,,,,,,,,,,,,,2600.0,0.0,0.04,,0.0,0.0,0.0,0.0,,0.0,0.0,20.95,0.6687,79.05,
2012-05-09,25000.0,430000.0,7.46,2.03,0.43,430000.0,0.0,25000.0,0.0,,,,,,25000.0,,,,,,,,,0.43,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-10,25000.0,430750.0,7.46,2.03,0.43,430750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-11,25000.0,428750.0,7.46,2.03,0.43,428750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-14,25000.0,422250.0,7.46,2.03,0.42,422250.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-15,25000.0,424750.0,7.46,2.03,0.42,424750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-16,25000.0,415500.0,10.08,2.03,0.41,415500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-17,25000.0,414500.0,10.08,2.03,0.41,414500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-18,25000.0,409500.0,10.08,2.03,0.41,409500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-21,25000.0,410500.0,10.05,2.03,0.41,410500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-22,25000.0,415500.0,10.05,2.03,0.41,415500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-23,25000.0,408250.0,10.07,2.03,0.41,408250.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.7314
2012-05-24,25000.0,411750.0,10.08,2.03,0.41,411750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.7314
2012-05-25,25000.0,411000.0,9.74,2.03,0.41,411000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.7314
2012-05-28,25000.0,416750.0,9.88,2.03,0.42,416750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.7314
2012-05-29,25000.0,422750.0,9.88,2.03,0.42,422750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-30,25000.0,418500.0,9.88,2.03,0.42,418500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-05-31,25000.0,421750.0,9.89,2.03,0.42,421750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-01,25000.0,412750.0,9.89,2.03,0.42,412750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-04,25000.0,405750.0,9.89,2.03,0.42,405750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-05,25000.0,408000.0,9.9,2.03,0.41,408000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-06,25000.0,418000.0,9.9,2.03,0.42,418000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-07,25000.0,424500.0,9.9,2.03,0.42,424500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-08,25000.0,418500.0,9.9,2.03,0.42,418500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-11,25000.0,420000.0,9.9,2.03,0.42,420000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-12,25000.0,424750.0,9.9,2.03,0.43,424750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-13,25000.0,422750.0,9.9,2.03,0.42,422750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-14,25000.0,420000.0,9.9,2.03,0.42,420000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-15,25000.0,423000.0,19.0,2.03,0.42,423000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2012-06-18,65000.0,1112800.0,49.39,5.27,1.1,1112800.0,0.0,65000.0,0.0,,,,,,40000.0,,,,,,,,,0.67,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.91,0.5246,61.09,
2012-06-19,65000.0,1121250.0,49.39,5.27,1.1,1121250.0,0.0,65000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.09,0.5238,60.91,
2012-06-20,65000.0,1114750.0,49.39,5.27,1.1,1114750.0,0.0,65000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.95,0.5244,61.05,
