,ELIS FP Equity_DX_SI_QTY,ELIS FP Equity_DX_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ELIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ELIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ELIS FP Equity_DX_SI_MV,ELIS FP Equity_DX_DSS,ELIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY,ELIS FP Equity_DX_BROKER_SI_QTY,ELIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ELIS FP Equity_DX_BROKER_SI_MV_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ELIS FP Equity_DX_BROKER_SI_MV_INC_x,ELIS FP Equity_DX_SUPPLY_SI_MV_NEW,ELIS FP Equity_DX_BROKER_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_NEW,ELIS FP Equity_DX_SUPPLY_SI_MV_DEC,ELIS FP Equity_DX_BROKER_SI_QTY_INC,ELIS FP Equity_DX_SUPPLY_SI_QTY_DEC,ELIS FP Equity_DX_BROKER_SI_MV_NEW_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ELIS FP Equity_DX_BROKER_SI_MV_INC_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ELIS FP Equity_DX_BROKER_SI_MV_ADD,ELIS FP Equity_DX_SUPPLY_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV,ELIS FP Equity_DX_BROKER_SI_MV_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV_RMV,ELIS FP Equity_DX_BROKER_SI_MV_RMV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ELIS FP Equity_DX_UTILIZATION_QUANTITY,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ELIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_MV,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ELIS FP Equity_DX_BROKER_SI_CON_RATIO,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ELIS FP Equity_DX_DEMAND_SUPPLY_RATIO,ELIS FP Equity_PX_LAST
2020-09-11,403383.0,4610667.69,0.21,0.94,0.18,4.69,0.0,4479977.07,304022.0,391949.0,3474971.46,,,61463.0,1.05,,,,,96232.0,,,,1.05,61463.0,,34769.0,48808.0,3.58,0.53,,,0.75,0.75,40410328.0,461890049.04,,474.48,0.75,22.19,0.3225,50.37,0.0099,11.43
2020-09-14,431340.0,4934529.6,0.22,1.04,0.19,4.95,0.0,4611498.32,315176.0,403103.0,3605613.44,,,24933.0,0.29,,,,0.16,24933.0,13779.0,,,0.29,24933.0,,,13779.0,3.59,0.17,,,0.77,0.77,40401608.0,462194395.52,,461.24,0.77,20.11,0.3459,53.6,0.0106,11.44
2020-09-15,576622.0,6585023.24,0.3,1.4,0.26,6.61,0.0,6454446.96,357699.0,565188.0,4084922.58,,,56134.0,2.16,,,,0.16,189415.0,13611.0,,,2.16,56134.0,,,27330.0,4.1,0.31,,,0.88,0.88,40344228.0,460731083.76,,461.75,0.88,11.35,0.4602,65.68,0.0142,11.42
2020-09-16,548351.0,6136047.69,0.28,1.33,0.25,6.24,0.0,4159625.13,317878.0,371727.0,3557054.82,,,,0.25,,,,2.39,21874.0,208587.0,,,0.25,,,168766.0,215335.0,3.63,2.5,,,0.78,0.78,40381000.0,451863390.0,,459.94,0.78,16.17,0.4133,61.0,0.0135,11.19
2020-09-17,458171.0,5081116.39,0.24,1.13,0.21,5.12,0.0,3325281.05,289765.0,299845.0,3213493.85,,,,,,,,0.34,,28113.0,,,,,,,71882.0,3.23,0.86,,,0.71,0.71,40357684.0,447566715.56,,450.42,0.71,17.08,0.4634,65.23,0.0113,11.09
2020-09-18,404123.0,4441311.77,0.21,0.99,0.18,4.47,0.0,2701309.03,243197.0,245797.0,2672735.03,,,,,,,,0.52,,46568.0,,,,,,,54048.0,2.69,0.61,,,0.61,0.61,39302228.0,431931485.72,,434.65,0.62,8.66,0.567,74.17,0.0102,10.99
2020-09-21,47496.0,471160.32,0.02,0.09,0.02,0.49,0.0,357735.04,33462.0,36062.0,331943.04,,,,,,,,2.32,,209735.0,,,,,,,209735.0,0.35,2.32,,,0.09,0.09,39088336.0,387756293.12,,423.0,0.08,23.2,0.3705,53.43,0.0012,9.92
2020-09-22,47496.0,473060.16,0.02,0.09,0.02,0.47,0.0,359177.52,33462.0,36062.0,333281.52,,,,,,,,,,,,,,,,,,0.33,,,,0.09,0.09,38159448.0,380068102.08,,379.33,0.09,23.77,0.3825,54.73,0.0012,9.96
2020-09-23,47496.0,458336.4,0.02,0.09,0.02,0.46,0.0,347998.3,33462.0,36062.0,322908.3,,,,,,,,,,,,,,,,,,0.33,,,,0.09,0.09,39221376.0,378486278.4,,389.01,0.08,23.58,0.3785,54.31,0.0012,9.65
2020-09-24,47496.0,460236.24,0.02,0.09,0.02,0.46,0.0,349440.78,33462.0,36062.0,324246.78,,,,,,,,,,,,,,,,,,0.32,,,,0.09,0.09,39176736.0,379622571.84,,378.39,0.09,23.77,0.3827,54.75,0.0012,9.69
2020-09-25,33838.0,333135.11,0.02,0.06,0.02,0.33,0.0,220567.38,33462.0,22404.0,329433.39,,,,,,,,,,,,,,,,,13658.0,0.33,0.13,,,0.09,0.09,39210440.0,386026781.8,,381.08,0.09,29.32,0.2889,37.32,0.0009,9.845
2020-09-28,49685.0,516724.0,0.03,0.09,0.02,0.51,0.0,397810.4,19804.0,38251.0,205961.6,,,,,,15847.0,,0.13,,13658.0,,,,,0.16,,,0.2,,,,0.05,0.05,39243772.0,408135228.8,,389.33,0.05,22.7,0.2649,39.97,0.0013,10.4
2020-09-29,57885.0,606634.8,0.03,0.1,0.03,0.6,0.0,391438.48,44751.0,37351.0,468990.48,,,,,,9100.0,,,,,,,,,0.09,24947.0,10000.0,0.46,0.1,,,0.11,0.11,39235180.0,411184686.4,,407.08,0.11,18.97,0.2251,36.75,0.0015,10.48
2020-09-30,149651.0,1617727.31,0.08,0.26,0.07,1.61,0.0,1353595.77,135617.0,125217.0,1466019.77,,,,1.05,,,,0.2,96966.0,19100.0,,,1.05,,,109966.0,9100.0,1.42,0.09,,,0.35,0.35,39042404.0,422048387.24,,411.82,0.34,9.04,0.5608,73.76,0.0038,10.81
2020-10-01,122968.0,1339121.52,0.06,0.21,0.06,1.34,0.0,996042.96,135617.0,91464.0,1476869.13,,,,,,,,,,,,,,,,,33753.0,1.46,0.36,,,0.35,0.35,39088344.0,425672066.16,,422.78,0.35,12.5,0.4097,60.98,0.0031,10.89
2020-10-02,240355.0,2566991.4,0.12,0.41,0.11,2.58,0.0,2306036.28,226321.0,215921.0,2417108.28,,,18166.0,1.05,,24895.0,,,99562.0,,,,1.05,18166.0,0.27,72538.0,,2.47,,,,0.58,0.58,38981088.0,416318019.84,,423.22,0.58,10.91,0.5487,72.82,0.0061,10.68
2020-10-05,388505.0,4199739.05,0.2,0.64,0.18,4.2,0.0,3935607.51,374471.0,364071.0,4048031.51,,,44437.0,1.89,,,,0.27,173045.0,24895.0,,,1.89,44437.0,,128608.0,24895.0,3.99,0.27,,,0.96,0.96,38806912.0,419502718.72,,414.38,0.95,3.39,0.8166,90.24,0.0099,10.81
2020-10-06,388305.0,4481039.7,0.2,0.64,0.18,4.47,0.0,4201379.34,374271.0,364071.0,4319087.34,,,,,,,,0.0,,200.0,,,,,,,,4.1,,,,0.95,0.95,38914800.0,449076792.0,,427.25,0.95,3.22,0.8224,90.57,0.0099,11.54
2020-10-07,381406.0,4317515.92,0.2,0.63,0.17,4.32,0.0,4043187.04,367372.0,357172.0,4158651.04,,,8799.0,,,,,0.08,,15698.0,,,,8799.0,,,6899.0,4.24,0.17,,,0.94,0.94,38825676.0,439506652.32,,446.9,0.94,3.56,0.8114,89.94,0.0097,11.32
2020-10-08,378932.0,4376664.6,0.2,0.62,0.17,4.37,0.0,4039011.9,359898.0,349698.0,4156821.9,,,25352.0,0.06,,,,0.43,5000.0,37826.0,,,0.06,25352.0,,5000.0,12474.0,4.08,0.07,,,0.92,0.92,38835192.0,448546467.6,,441.33,0.92,3.46,0.7664,87.36,0.0097,11.55
2020-10-09,415990.0,4796364.7,0.21,0.67,0.19,4.79,0.0,4459296.68,396956.0,386756.0,4576902.68,,,37058.0,0.42,,,,,37058.0,,,,0.42,37058.0,,,,4.55,,,,1.01,1.01,38753928.0,446832789.84,,445.93,1.01,3.21,0.7844,88.41,0.0106,11.53
2020-10-12,421990.0,4831785.5,0.22,0.69,0.19,4.83,0.0,4497056.2,396956.0,392756.0,4545146.2,,,,0.07,,,,,6000.0,,,,0.07,,,,,4.58,,,,1.01,1.01,38750860.0,443697347.0,,446.22,1.01,3.64,0.7623,87.11,0.0108,11.45
2020-10-13,460508.0,5199135.32,0.24,0.76,0.21,5.22,0.0,4252818.81,400655.0,376689.0,4523394.95,,,3699.0,,,3699.0,,,,,,,,3699.0,0.04,,19766.0,4.61,0.28,,,1.02,1.02,38749408.0,437480816.32,,443.7,1.03,4.23,0.7404,85.81,0.0118,11.29
2020-10-14,405923.0,4416442.24,0.21,0.68,0.18,4.43,0.0,4098376.32,380889.0,376689.0,4144072.32,,,,,,,,0.24,,19766.0,,,,,,,,4.29,,,,0.97,0.97,38778456.0,421909601.28,,435.15,0.98,3.77,0.7349,85.49,0.0104,10.88
2020-10-15,358408.0,3727443.2,0.18,0.6,0.16,3.74,0.0,3423409.6,333374.0,329174.0,3467089.6,,,,,,,,0.57,,47515.0,,,,,,,47515.0,3.63,0.66,,,0.85,0.85,38842192.0,403958796.8,,419.98,0.86,4.29,0.7016,83.45,0.0091,10.4
2020-10-16,626179.0,6675068.14,0.32,1.04,0.28,6.59,0.0,3379475.84,321224.0,317024.0,3424247.84,,,,,,,,0.15,,12150.0,,,,,,,12150.0,3.34,0.05,,,0.82,0.82,38856040.0,414205386.4,,406.29,0.82,2.46,0.8257,90.78,0.016,10.66
2020-10-19,402013.0,4337720.27,0.21,0.65,0.18,4.32,0.0,2211313.39,209141.0,204941.0,2256631.39,,,,,,,,1.16,,112083.0,,,,,,,112083.0,2.22,1.16,,,0.53,0.53,38967500.0,420459325.0,,416.46,0.53,3.86,0.7346,85.47,0.0103,10.79
2020-10-20,66337.0,719756.45,0.03,0.11,0.03,0.72,0.0,402567.55,38268.0,37103.0,415207.8,,,,,,,,1.81,,170873.0,,,,,,,167838.0,0.41,1.82,,,0.1,0.1,39158308.0,424867641.8,,423.27,0.1,22.84,0.1917,26.53,0.0017,10.85
2020-10-21,66337.0,709142.53,0.03,0.11,0.03,0.71,0.0,396631.07,38268.0,37103.0,409084.92,,,,,,,,,,,,,,,,,,0.41,,,,0.1,0.1,39228432.0,419351938.08,,423.88,0.1,23.13,0.1912,26.29,0.0017,10.69
2020-10-22,66337.0,715112.86,0.03,0.11,0.03,0.71,0.0,399970.34,38268.0,37103.0,412529.04,,,,,,,,,,,,,,,,,,0.41,,,,0.1,0.1,39219712.0,422788495.36,,420.82,0.1,22.8,0.1916,26.53,0.0017,10.78
2020-10-23,66337.0,756905.17,0.03,0.11,0.03,0.73,0.0,423345.23,38268.0,37103.0,436637.88,,,,,,,,,,,,,,,,,,0.42,,,,0.1,0.1,39202996.0,447306184.36,,426.71,0.1,22.2,0.1935,27.12,0.0017,11.41
2020-10-26,80137.0,885513.85,0.04,0.13,0.04,0.9,0.0,486233.15,45168.0,44003.0,499106.4,,,,,,6900.0,,,,,,,,,0.07,6900.0,,0.51,,,,0.12,0.12,39230248.0,433494240.4,,445.38,0.12,19.47,0.1617,21.02,0.002,11.05
2020-10-27,77102.0,784127.34,0.04,0.13,0.03,0.83,0.0,416644.56,45168.0,40968.0,459358.56,,,,,,,,,,,,,,,,,3035.0,0.49,0.03,,,0.12,0.12,39194880.0,398611929.6,,427.07,0.12,21.11,0.1725,21.17,0.002,10.17
2020-10-28,152821.0,1473958.55,0.08,0.25,0.07,1.5,0.0,1133538.27,121726.0,117526.0,1174047.27,,,77397.0,,,77397.0,,0.01,,839.0,,,,77397.0,0.75,,839.0,1.24,0.01,,,0.31,0.31,39201600.0,378099432.0,,396.48,0.31,10.33,0.322,53.33,0.0039,9.645
2020-10-29,218556.0,2052240.84,0.11,0.34,0.1,2.06,0.0,1777733.58,200592.0,189322.0,1883558.88,,,75452.0,0.78,,,,0.06,84927.0,6061.0,,,0.78,75452.0,,9475.0,13131.0,1.94,0.13,,,0.51,0.51,39063624.0,366807429.36,,376.64,0.51,7.17,0.6109,77.43,0.0056,9.39
2020-10-30,218556.0,2055519.18,0.11,0.34,0.1,2.06,0.0,1780573.41,200592.0,189322.0,1886567.76,,,,,,,,,,,,,,,,,,1.88,,,,0.51,0.51,39114784.0,367874543.52,,367.52,0.51,7.18,0.6147,77.7,0.0056,9.405
2020-11-02,229556.0,2277195.52,0.12,0.41,0.1,2.25,0.0,1987194.24,193522.0,200322.0,1919738.24,,,,0.1,,,,0.07,11000.0,7070.0,,,0.1,,,,,1.82,,,,0.49,0.49,39515944.0,391998164.48,,375.61,0.48,7.41,0.571,74.63,0.0058,9.92
2020-11-03,155329.0,1568822.9,0.08,0.28,0.07,1.56,0.0,1273559.5,108595.0,126095.0,1096809.5,,,,0.11,,,,0.76,10700.0,84927.0,,,0.11,,,,84927.0,1.07,0.83,,,0.28,0.28,38992700.0,393826270.0,,386.58,0.28,18.76,0.3416,53.43,0.004,10.1
2020-11-04,140007.0,1453272.66,0.07,0.26,0.06,1.43,0.0,1149823.74,93273.0,110773.0,968173.74,,,,,,10733.0,,0.24,,26055.0,,,,,0.11,10733.0,26055.0,0.95,0.25,,,0.24,0.24,39088928.0,405743072.64,,396.5,0.24,20.91,0.235,39.79,0.0036,10.38
2020-11-05,140007.0,1486874.34,0.07,0.26,0.06,1.47,0.0,1176409.26,93273.0,110773.0,990559.26,,,,,,,,,,,,,,,,,,0.97,,,,0.24,0.24,39124752.0,415504866.24,,406.0,0.24,20.97,0.2351,39.77,0.0036,10.62
2020-11-06,158278.0,1657170.66,0.08,0.3,0.07,1.67,0.0,1351090.68,111544.0,129044.0,1167865.68,,,18271.0,0.18,,,,,18271.0,,,,0.18,18271.0,,,,1.18,,,,0.28,0.28,39116056.0,409545106.32,,413.56,0.28,18.8,0.2779,46.58,0.004,10.47
2020-11-09,217992.0,2812096.8,0.11,0.42,0.1,2.51,0.0,2434978.2,111544.0,188758.0,1438917.6,,,,0.04,,55694.0,,,4020.0,,,,0.04,,0.59,,,1.2,,,,0.28,0.28,39117784.0,504619413.6,,418.74,0.29,24.62,0.2273,37.26,0.0056,12.9
2020-11-10,152142.0,1993060.2,0.08,0.27,0.07,1.98,0.0,1557432.8,101388.0,118888.0,1328182.8,,,,,,,,0.39,,42960.0,,,,,,32804.0,69870.0,1.31,0.76,,,0.26,0.26,39094964.0,512144028.4,,505.91,0.26,19.26,0.2248,39.61,0.0039,13.1
2020-11-11,186115.0,2341326.7,0.1,0.33,0.08,2.38,0.0,1670384.98,126014.0,132781.0,1585256.12,,,3230.0,0.16,,9347.0,,,15279.0,,,,0.16,3230.0,0.12,21396.0,10733.0,1.65,0.14,,,0.32,0.32,39146784.0,492466542.72,,509.97,0.32,16.15,0.2037,38.12,0.0047,12.58
2020-11-12,187431.0,2412236.97,0.1,0.33,0.08,2.38,0.0,1708891.47,115281.0,132781.0,1483666.47,,,,,,,,0.13,,10733.0,,,,,,,,1.45,,,,0.29,0.29,39056376.0,502655559.12,,492.62,0.29,15.47,0.2596,45.64,0.0048,12.87
2020-11-13,153880.0,1951198.4,0.08,0.27,0.07,1.96,0.0,1442705.04,96278.0,113778.0,1220805.04,,,,,,,,0.23,,19003.0,,,,,,,19003.0,1.24,0.25,,,0.25,0.25,38532960.0,488597932.8,,494.1,0.25,19.48,0.2613,44.2,0.004,12.68
2020-11-16,180748.0,2456365.32,0.09,0.32,0.08,2.38,0.0,1667343.51,105189.0,122689.0,1429518.51,,,,0.23,,,,0.25,12931.0,19114.0,,,0.23,,,28025.0,4020.0,1.34,0.05,,,0.27,0.27,38431216.0,522280225.44,,493.1,0.27,15.63,0.3828,58.53,0.0047,13.59
2020-11-17,189830.0,2517145.8,0.1,0.33,0.09,2.55,0.0,1404631.8,88430.0,105930.0,1172581.8,,,,,,,,0.19,,16759.0,,,,,,,16759.0,1.2,0.25,,,0.23,0.23,38306544.0,507944773.44,,517.62,0.23,15.61,0.3978,59.94,0.0049,13.26
2020-11-18,104658.0,1424395.38,0.05,0.18,0.05,1.4,0.0,840131.69,44229.0,61729.0,601956.69,,,,,,,,0.6,,44201.0,,,,,,,44201.0,0.59,0.58,,,0.11,0.11,38631532.0,525775150.52,,516.5,0.11,27.45,0.2106,29.07,0.0027,13.61
2020-11-19,78868.0,1044212.32,0.04,0.13,0.04,1.06,0.0,646562.16,31334.0,48834.0,414862.16,,,,,,,,0.17,,12895.0,,,,,,,12895.0,0.42,0.18,,,0.08,0.08,38668216.0,511967179.84,,523.18,0.08,21.53,0.261,40.87,0.002,13.24
2020-11-20,162172.0,2163374.48,0.08,0.27,0.07,2.15,0.0,1762720.92,114638.0,132138.0,1529270.92,,,,,,83304.0,,,,,,,,,1.1,83304.0,,1.52,,,,0.3,0.3,38733384.0,516703342.56,,514.39,0.29,18.23,0.3531,54.8,0.0042,13.34
2020-11-23,394314.0,5469135.18,0.2,0.65,0.18,5.3,0.0,3442658.83,230709.0,248209.0,3199933.83,,,,1.58,,,,,116071.0,,,,1.58,,,116071.0,,3.08,,,,0.59,0.59,38836380.0,538660590.6,,522.16,0.59,7.16,0.6815,82.05,0.0101,13.87
2020-11-24,305256.0,4343792.88,0.16,0.5,0.14,4.2,0.0,2353314.71,147877.0,165377.0,2104289.71,,,9742.0,,,3044.0,,1.19,,92574.0,,,,9742.0,0.04,,85876.0,2.04,1.14,,,0.38,0.38,38980816.0,554697011.68,,541.66,0.38,9.57,0.5785,75.09,0.0078,14.23
2020-11-25,314112.0,4366156.8,0.16,0.5,0.14,4.46,0.0,2870419.5,182499.0,206505.0,2536736.1,,,,,,66894.0,,0.42,,32272.0,,,,,0.93,66894.0,25766.0,2.59,0.27,,,0.47,0.47,39040628.0,542664729.2,,551.97,0.47,21.69,0.3593,54.66,0.008,13.9
2020-11-26,243848.0,3372417.84,0.13,0.38,0.11,3.44,0.0,1962407.85,124395.0,141895.0,1720382.85,,,,,,14444.0,,1.05,,72548.0,,,,,0.2,14444.0,79054.0,1.73,1.1,,,0.31,0.31,39555236.0,547048913.88,,548.98,0.31,11.85,0.4271,63.32,0.0061,13.83
2020-11-27,373094.0,5223316.0,0.19,0.6,0.17,5.22,0.0,2820846.0,205979.0,201489.0,2883706.0,,,78544.0,0.83,,,,,59594.0,,,,0.83,78544.0,,3040.0,,2.84,,,,0.52,0.52,39674732.0,555446248.0,,548.63,0.51,7.61,0.5461,72.97,0.0094,14.0
2020-11-30,193811.0,2649396.37,0.1,0.32,0.09,2.7,0.0,1811616.75,102875.0,132525.0,1406301.25,,,12862.0,,,29241.0,,1.69,,123210.0,,,,12862.0,0.4,7244.0,98205.0,1.44,1.41,,,0.26,0.26,39812640.0,544238788.8,,555.07,0.26,22.88,0.1634,24.18,0.0049,13.67
2020-12-01,241837.0,3363952.67,0.12,0.39,0.11,3.34,0.0,2200520.27,119768.0,158197.0,1665972.88,,,35245.0,0.49,,,,0.26,35245.0,18352.0,,,0.49,35245.0,,,9573.0,1.63,0.13,,,0.3,0.3,39817704.0,553864262.64,,543.99,0.3,12.07,0.2876,49.44,0.0061,13.91
2020-12-02,361530.0,4992729.3,0.19,0.58,0.16,5.02,0.0,3414674.41,211152.0,247261.0,2916009.12,,,69622.0,1.23,,,,0.01,89064.0,600.0,,,1.23,69622.0,,22362.0,,2.93,,,,0.53,0.53,39664744.0,547770114.64,,549.22,0.53,22.24,0.2809,45.49,0.0091,13.81
2020-12-03,416650.0,5791435.0,0.22,0.66,0.19,5.79,0.0,4203095.9,223684.0,302381.0,3109207.6,,,19776.0,0.96,,,,0.1,68550.0,7244.0,,,0.96,19776.0,,,13430.0,3.08,0.18,,,0.56,0.56,39803660.0,553270874.0,,549.09,0.56,24.2,0.3336,51.24,0.0104,13.9
2020-12-04,329591.0,4620865.82,0.17,0.53,0.15,4.61,0.0,3364996.28,189918.0,240014.0,2662650.36,,,4196.0,,,,,0.52,,37962.0,,,,4196.0,,,62367.0,2.64,0.87,,,0.47,0.47,40024184.0,561139059.68,,558.17,0.47,30.86,0.3102,44.82,0.0082,14.02
2020-12-07,223541.0,3104984.49,0.12,0.37,0.1,3.14,0.0,1860759.96,189918.0,133964.0,2637961.02,,,,,,,,,,,,,,,,,106050.0,2.64,1.48,,,0.47,0.47,40397392.0,561119774.88,,566.32,0.46,14.5,0.3648,57.39,0.0055,13.89
2020-12-08,264375.0,3643087.5,0.14,0.45,0.12,3.68,0.0,1133156.96,183967.0,82232.0,2535065.26,,,,,,,,0.09,,5951.0,,,,,,,51732.0,2.55,0.73,,,0.45,0.45,40726424.0,561210122.72,,566.1,0.45,32.87,0.3092,43.72,0.0065,13.78
2020-12-09,265269.0,3636837.99,0.14,0.47,0.12,3.69,0.0,1139657.46,190638.0,83126.0,2613646.98,,,,0.16,,,,0.01,11857.0,524.0,,,0.16,,,7195.0,10963.0,2.64,0.15,,,0.47,0.47,40559664.0,556072993.44,,560.19,0.47,37.24,0.3062,39.71,0.0065,13.71
2020-12-10,143191.0,1898712.66,0.07,0.27,0.06,1.96,0.0,1044874.74,72887.0,78799.0,966481.62,,,,,,,,1.73,,124286.0,,,,,,6535.0,4327.0,0.99,0.07,,,0.18,0.18,40996960.0,543619689.6,,557.27,0.18,10.93,0.4323,63.68,0.0035,13.26
2020-12-11,271113.0,3524469.0,0.14,0.52,0.12,3.67,0.0,1837251.0,138281.0,141327.0,1797653.0,,,70493.0,0.97,,,,0.08,69994.0,5099.0,,,0.97,70493.0,,,7466.0,1.83,0.1,,,0.34,0.34,41026416.0,533343408.0,,542.27,0.34,5.53,0.7243,84.75,0.0066,13.0
2020-12-14,200476.0,2592154.68,0.1,0.39,0.09,2.62,0.0,1281207.84,102688.0,99088.0,1327755.84,,,,,,,,0.47,,35593.0,,,,,,,42239.0,1.33,0.64,,,0.25,0.25,41105024.0,531487960.32,,533.17,0.25,7.61,0.6337,78.87,0.0049,12.93
2020-12-15,32368.0,430494.4,0.02,0.06,0.01,0.42,0.0,100202.2,26134.0,7534.0,347582.2,,,,,,,,0.99,,76554.0,,,,,,,91554.0,0.34,1.21,,,0.06,0.06,41101736.0,546653088.8,,533.79,0.06,19.15,0.3122,48.41,0.0008,13.3
2020-12-16,32368.0,423697.12,0.02,0.06,0.01,0.43,0.0,98620.06,26134.0,7534.0,342094.06,,,,,,,,,,,,,,,,,,0.35,,,,0.06,0.06,41113616.0,538177233.44,,544.19,0.06,18.64,0.3164,49.23,0.0008,13.09
2020-12-17,32368.0,429847.04,0.02,0.07,0.01,0.43,0.0,100051.52,26134.0,7534.0,347059.52,,,,,,,,,,,,,,,,,,0.34,,,,0.06,0.06,41140248.0,546342493.44,,538.46,0.06,18.99,0.3136,48.68,0.0008,13.28
2020-12-18,27368.0,357973.44,0.01,0.06,0.01,0.36,0.0,98544.72,21134.0,7534.0,276432.72,,,,,,,,0.07,,5000.0,,,,,,,,0.28,,,,0.05,0.05,41057776.0,537035710.08,,543.11,0.05,18.64,0.3163,49.21,0.0007,13.08
2020-12-21,27368.0,345110.48,0.01,0.06,0.01,0.35,0.0,95003.74,21134.0,7534.0,266499.74,,,,,,,,,,,,,,,,,,0.27,,,,0.05,0.05,41213128.0,519697544.08,,534.95,0.05,18.39,0.3184,49.6,0.0007,12.61
2020-12-22,27368.0,356878.72,0.01,0.06,0.01,0.35,0.0,98243.36,21134.0,7534.0,275587.36,,,,,,,,,,,,,,,,,,0.27,,,,0.05,0.05,41114952.0,536138974.08,,522.79,0.05,19.21,0.3115,48.3,0.0007,13.04
2020-12-23,14368.0,190232.32,0.01,0.03,0.01,0.19,0.0,99750.16,8134.0,7534.0,107694.16,,,,,,,,0.16,,13000.0,,,,,,,,0.11,,,,0.02,0.02,41072672.0,543802177.28,,537.03,0.02,37.0,0.2908,37.0,0.0004,13.24
2020-12-24,13768.0,184078.16,0.01,0.03,0.01,0.18,0.0,100729.58,7534.0,7534.0,100729.58,,,,,,,,0.01,,600.0,,,,,,,,0.1,,,,0.02,0.02,41338960.0,552701895.2,,547.84,0.02,38.56,0.3149,38.69,0.0003,13.37
2020-12-25,13768.0,184078.16,0.01,0.03,0.01,0.18,0.0,100729.58,7534.0,7534.0,100729.58,,,,,,,,,,,,,,,,,,0.1,,,,0.02,0.02,41293880.0,552099175.6,,547.71,0.02,38.58,0.3145,38.58,0.0003,
2020-12-28,107594.0,1428848.32,0.06,0.26,0.05,1.43,0.0,723056.16,54447.0,54447.0,723056.16,,,,,,46913.0,,,,,,,,,0.62,46913.0,,0.73,,,,0.13,0.13,41315108.0,548664634.24,,550.89,0.13,4.68,0.7763,87.84,0.0026,13.28
2020-12-29,110664.0,1487324.16,0.06,0.28,0.05,1.47,0.0,731767.68,57517.0,54447.0,773028.48,,,,,,,,,,,,,,,,3070.0,,0.76,,,,0.14,0.14,41311036.0,555220323.84,,549.16,0.14,4.61,0.7325,85.28,0.0027,13.44
2020-12-30,110664.0,1484004.24,0.06,0.3,0.05,1.48,0.0,730134.27,57517.0,54447.0,771302.97,,,,,,,,,,,,,,,,,,0.77,,,,0.14,0.14,41328680.0,554217598.8,,554.0,0.14,4.57,0.734,85.37,0.0027,13.41
2020-12-31,113666.0,1549267.58,0.06,0.33,0.05,1.53,0.0,742112.61,60519.0,54447.0,824873.97,,,3002.0,,,,,,,,,,,3002.0,,,,0.82,,,,0.15,0.15,41326576.0,563281230.88,,557.63,0.15,5.38,0.6983,83.14,0.0027,13.63
2021-01-01,113666.0,1549267.58,0.06,0.35,0.05,1.55,0.0,742112.61,60519.0,54447.0,824873.97,,,,,,,,,,,,,,,,,,0.82,,,,0.15,0.15,41363880.0,563789684.4,,560.74,0.15,5.38,0.6985,83.15,0.0027,
2021-01-04,66753.0,865786.41,0.03,0.2,0.03,0.9,0.0,97715.98,60519.0,7534.0,784931.43,,,,,,,,,,,,,,,,,46913.0,0.81,0.64,,,0.14,0.14,42422828.0,550224079.16,,574.51,0.14,9.26,0.5314,71.51,0.0016,12.97
2021-01-05,24303.0,313994.76,0.01,0.08,0.01,0.32,0.0,124316.24,15981.0,9622.0,206474.52,,,,,,2088.0,,0.64,,47252.0,,,,,0.03,2714.0,,0.21,,,,0.04,0.04,41536332.0,536649409.44,,537.93,0.04,21.17,0.2001,26.93,0.0006,12.92
2021-01-06,30597.0,408163.98,0.02,0.1,0.01,0.4,0.0,128357.48,22275.0,9622.0,297148.5,,,6294.0,,,,,,,,,,,6294.0,,,,0.29,,,,0.05,0.05,41803504.0,557658743.36,,542.61,0.05,17.16,0.2574,41.97,0.0007,13.34
2021-01-07,20270.0,268374.8,0.01,0.06,0.01,0.27,0.0,99750.16,14036.0,7534.0,185836.64,,,,,,,,0.1,,8239.0,,,,,,,2088.0,0.19,0.03,,,0.03,0.03,41423012.0,548440678.88,,551.93,0.03,25.56,0.251,33.59,0.0005,13.24
