,CI2 FP Equity_DX_SI_QTY,CI2 FP Equity_DX_SHORT_INTEREST_VALUE,CI2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CI2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CI2 FP Equity_DX_SI_MV,CI2 FP Equity_DX_DSS,CI2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CI2 FP Equity_DX_SUPPLY_SI_QTY,CI2 FP Equity_DX_BROKER_SI_QTY,CI2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CI2 FP Equity_DX_BROKER_SI_MV_NEW_x,CI2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CI2 FP Equity_DX_BROKER_SI_MV_INC_x,CI2 FP Equity_DX_BROKER_SI_QTY_ADD,CI2 FP Equity_DX_BROKER_SI_QTY_NEW,CI2 FP Equity_DX_SUPPLY_SI_MV_DEC,CI2 FP Equity_DX_BROKER_SI_QTY_INC,CI2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CI2 FP Equity_DX_BROKER_SI_MV_NEW_y,CI2 FP Equity_DX_BROKER_SI_MV_INC_y,CI2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CI2 FP Equity_DX_BROKER_SI_MV_ADD,CI2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CI2 FP Equity_DX_BROKER_SI_QTY_DEC,CI2 FP Equity_DX_SUPPLY_SI_MV,CI2 FP Equity_DX_BROKER_SI_MV_DEC,CI2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CI2 FP Equity_DX_UTILIZATION_QUANTITY,CI2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CI2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CI2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CI2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CI2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CI2 FP Equity_DX_BROKER_SI_CON_RATIO,CI2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CI2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CI2 FP Equity_PX_LAST
2009-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,109882.5,0.11,0.0,,0.0,,0.0,313.95
2009-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,111097.0,0.11,0.0,,0.0,,0.0,317.42
2009-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110680.5,0.11,0.0,,0.0,,0.0,316.23
2009-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110967.5,0.11,0.0,,0.0,,0.0,317.05
2009-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110061.0,0.11,0.0,,0.0,,0.0,314.46
2009-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110708.5,0.11,0.0,,0.0,,0.0,316.31
2009-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110911.5,0.11,0.0,,0.0,,0.0,316.89
2009-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,109630.5,0.11,0.0,,0.0,,0.0,313.23
2009-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110645.5,0.11,0.0,,0.0,,0.0,316.13
2009-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110463.5,0.11,0.0,,0.0,,0.0,315.61
2009-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,113137.5,0.11,0.0,,0.0,,0.0,323.25
2009-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,113137.5,0.11,0.0,,0.0,,0.0,
2009-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,113137.5,0.11,0.0,,0.0,,0.0,
2009-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115045.0,0.11,0.0,,0.0,,0.0,328.7
2009-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115594.5,0.12,0.0,,0.0,,0.0,330.27
2009-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115073.0,0.12,0.0,,0.0,,0.0,328.78
2009-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115073.0,0.12,0.0,,0.0,,0.0,
2010-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115073.0,0.12,0.0,,0.0,,0.0,
2010-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,116889.5,0.12,0.0,,0.0,,0.0,333.97
2010-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,117894.0,0.12,0.0,,0.0,,0.0,336.84
2010-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,119346.5,0.12,0.0,,0.0,,0.0,340.99
2010-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,119773.5,0.12,0.0,,0.0,,0.0,342.21
2010-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,118342.0,0.12,0.0,,0.0,,0.0,338.12
2010-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,117439.0,0.12,0.0,,0.0,,0.0,335.54
2010-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,116529.0,0.12,0.0,,0.0,,0.0,332.94
2010-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,117512.5,0.12,0.0,,0.0,,0.0,335.75
2010-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,118905.5,0.12,0.0,,0.0,,0.0,339.73
2010-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,117981.5,0.12,0.0,,0.0,,0.0,337.09
2010-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,119871.5,0.12,0.0,,0.0,,0.0,342.49
2010-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,119423.5,0.12,0.0,,0.0,,0.0,341.21
2010-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,117901.0,0.12,0.0,,0.0,,0.0,336.86
2010-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115125.5,0.12,0.0,,0.0,,0.0,328.93
2010-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,113480.5,0.12,0.0,,0.0,,0.0,324.23
2010-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,112591.5,0.11,0.0,,0.0,,0.0,321.69
2010-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,112364.0,0.11,0.0,,0.0,,0.0,321.04
2010-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,108906.0,0.11,0.0,,0.0,,0.0,311.16
2010-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,108899.0,0.11,0.0,,0.0,,0.0,311.14
2010-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,112388.5,0.11,0.0,,0.0,,0.0,321.11
2010-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,113053.5,0.11,0.0,,0.0,,0.0,323.01
2010-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,111933.5,0.11,0.0,,0.0,,0.0,319.81
2010-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,113389.5,0.11,0.0,,0.0,,0.0,323.97
2010-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110152.0,0.11,0.0,,0.0,,0.0,314.72
2010-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,108132.5,0.11,0.0,,0.0,,0.0,308.95
2010-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,109749.5,0.11,0.0,,0.0,,0.0,313.57
2010-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110488.0,0.11,0.0,,0.0,,0.0,315.68
2010-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,110173.0,0.11,0.0,,0.0,,0.0,314.78
2010-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,112966.0,0.11,0.0,,0.0,,0.0,322.76
2010-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,112416.5,0.11,0.0,,0.0,,0.0,321.19
2010-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,112945.0,0.11,0.0,,0.0,,0.0,322.7
2010-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,114471.0,0.11,0.0,,0.0,,0.0,327.06
2010-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115990.0,0.11,0.0,,0.0,,0.0,331.4
2010-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,116049.5,0.12,0.0,,0.0,,0.0,331.57
2010-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,116238.5,0.12,0.0,,0.0,,0.0,332.11
2010-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,114376.5,0.12,0.0,,0.0,,0.0,326.79
2010-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,113739.5,0.11,0.0,,0.0,,0.0,324.97
2010-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115325.0,0.11,0.0,,0.0,,0.0,329.5
2010-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,113540.0,0.12,0.0,,0.0,,0.0,324.4
2010-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,115612.0,0.11,0.0,,0.0,,0.0,330.32
2010-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,118856.5,0.12,0.0,,0.0,,0.0,339.59
2010-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,119966.0,0.12,0.0,,0.0,,0.0,342.76
2010-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,120778.0,0.12,0.0,,0.0,,0.0,345.08
2010-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,121306.5,0.12,0.0,,0.0,,0.0,346.59
2010-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,123287.5,0.12,0.0,,0.0,,0.0,352.25
2010-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,122930.5,0.12,0.0,,0.0,,0.0,351.23
2010-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,122913.0,0.12,0.0,,0.0,,0.0,351.18
2010-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,123662.0,0.12,0.0,,0.0,,0.0,353.32
2010-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,122804.5,0.12,0.0,,0.0,,0.0,350.87
2010-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,122430.0,0.12,0.0,,0.0,,0.0,349.8
2010-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,122160.5,0.12,0.0,,0.0,,0.0,349.03
2010-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,124292.0,0.12,0.0,,0.0,,0.0,355.12
2010-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,125300.0,0.12,0.0,,0.0,,0.0,358.0
2010-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,125891.5,0.13,0.0,,0.0,,0.0,359.69
2010-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,125429.5,0.13,0.0,,0.0,,0.0,358.37
2010-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,126007.0,0.13,0.0,,0.0,,0.0,360.02
2010-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,126269.5,0.13,0.0,,0.0,,0.0,360.77
2010-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,127834.0,0.13,0.0,,0.0,,0.0,365.24
2010-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,129269.0,0.13,0.0,,0.0,,0.0,369.34
2010-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,129167.5,0.13,0.0,,0.0,,0.0,369.05
2010-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,129769.5,0.13,0.0,,0.0,,0.0,370.77
2010-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,129171.0,0.13,0.0,,0.0,,0.0,369.06
2010-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,128180.5,0.13,0.0,,0.0,,0.0,366.23
2010-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,130588.5,0.13,0.0,,0.0,,0.0,373.11
2010-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,130588.5,0.13,0.0,,0.0,,0.0,
2010-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,130588.5,0.13,0.0,0.0,0.0,0.0,0.0,
2010-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,134946.0,0.13,0.0,0.0,0.0,0.0,0.0,385.56
2010-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,134071.0,0.13,0.0,0.0,0.0,0.0,0.0,383.06
2010-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,132534.5,0.13,0.0,0.0,0.0,0.0,0.0,378.67
2010-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,133693.0,0.13,0.0,0.0,0.0,0.0,0.0,381.98
2010-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,131400.5,0.13,0.0,,0.0,,0.0,375.43
2010-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,131117.0,0.13,0.0,,0.0,,0.0,374.62
2010-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,131946.5,0.13,0.0,,0.0,,0.0,376.99
2010-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,131369.0,0.13,0.0,,0.0,,0.0,375.34
2010-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,128667.0,0.13,0.0,,0.0,,0.0,367.62
2010-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,129087.0,0.13,0.0,,0.0,,0.0,368.82
2010-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,130585.0,0.13,0.0,,0.0,,0.0,373.1
2010-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,130361.0,0.13,0.0,,0.0,,0.0,372.46
2010-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,131243.0,0.13,0.0,,0.0,,0.0,374.98
2010-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,132478.5,0.13,0.0,,0.0,,0.0,378.51
2010-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,133794.5,0.13,0.0,,0.0,,0.0,382.27
2010-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,132300.0,0.13,0.0,,0.0,,0.0,378.0
2010-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,131719.0,0.13,0.0,,0.0,,0.0,376.34
2010-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,132450.5,0.13,0.0,,0.0,,0.0,378.43
2010-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,131694.5,0.13,0.0,,0.0,,0.0,376.27
2010-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,132821.5,0.13,0.0,,0.0,,0.0,379.49
2010-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,128506.0,0.13,0.0,,0.0,,0.0,367.16
2010-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,130112.5,0.13,0.0,,0.0,,0.0,371.75
2010-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,128681.0,0.13,0.0,,0.0,,0.0,367.66
2010-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,126714.0,0.13,0.0,,0.0,,0.0,362.04
2010-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,133525.0,0.13,0.0,,0.0,,0.0,381.5
2010-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,132111.0,0.13,0.0,,0.0,,0.0,377.46
2010-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,134596.0,0.13,0.0,,0.0,,0.0,384.56
2010-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,135653.0,0.13,0.0,,0.0,,0.0,387.58
2010-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,132989.5,0.14,0.0,,0.0,,0.0,379.97
2010-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,131901.0,0.13,0.0,,0.0,,0.0,376.86
2010-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,133542.5,0.13,0.0,,0.0,,0.0,381.55
2010-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,126535.5,0.13,0.0,,0.0,,0.0,361.53
2010-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,350.0,123427.5,0.13,0.0,,0.0,,0.0,352.65
2010-05-21,5000.0,1753500.0,4.86,6.1,1.79,4.0,1753500.0,0.0,5000.0,0.0,,,,5000.0,,,,,,,,1.79,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.54,0.5,50.46,14.2857,350.7
2010-05-24,5000.0,1781500.0,4.35,6.1,1.76,4.0,1781500.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.5,50.3,14.2857,356.3
2010-05-25,5000.0,1725600.0,3.68,6.1,1.78,4.0,1725600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,14.2857,345.12
2010-05-26,5000.0,1788100.0,3.72,6.1,1.75,4.0,1788100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.29,0.5001,50.71,14.2857,357.62
2010-05-27,5000.0,1821650.0,3.94,6.1,1.78,4.0,1821650.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.5,50.18,14.2857,364.33
2010-05-28,5000.0,1836700.0,3.83,6.1,1.8,4.0,1836700.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.35,0.5001,50.65,14.2857,367.34
2010-05-31,5000.0,1864350.0,3.84,6.1,1.81,4.0,1864350.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.15,0.5001,50.85,14.2857,372.87
2010-06-01,5000.0,1822050.0,3.79,6.1,1.82,4.0,1822050.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.77,0.5003,51.23,14.2857,364.41
