,ALIKO FP Equity_DX_SI_QTY,ALIKO FP Equity_DX_SHORT_INTEREST_VALUE,ALIKO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALIKO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALIKO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALIKO FP Equity_DX_SI_MV,ALIKO FP Equity_DX_DSS,ALIKO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALIKO FP Equity_DX_SUPPLY_SI_QTY,ALIKO FP Equity_DX_BROKER_SI_QTY,ALIKO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALIKO FP Equity_DX_BROKER_SI_QTY_ADD,ALIKO FP Equity_DX_SUPPLY_SI_MV_DEC,ALIKO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALIKO FP Equity_DX_BROKER_SI_MV_ADD,ALIKO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALIKO FP Equity_DX_BROKER_SI_QTY_DEC,ALIKO FP Equity_DX_SUPPLY_SI_MV,ALIKO FP Equity_DX_BROKER_SI_MV_DEC,ALIKO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALIKO FP Equity_DX_UTILIZATION_QUANTITY,ALIKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALIKO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALIKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALIKO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALIKO FP Equity_DX_BROKER_SI_CON_RATIO,ALIKO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALIKO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALIKO FP Equity_PX_LAST
2025-07-16,5600.0,8512.0,0.04,6.64,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-17,5600.0,8512.0,0.04,6.66,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-18,5600.0,8512.0,0.04,6.78,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-21,5600.0,8512.0,0.04,6.92,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-22,5600.0,8512.0,0.04,7.06,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-23,5600.0,8512.0,0.04,7.19,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-24,5600.0,8512.0,0.04,8.84,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-25,5600.0,8512.0,0.04,9.0,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-28,5600.0,8512.0,0.04,9.37,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-29,5600.0,8512.0,0.04,9.43,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-30,5600.0,8512.0,0.04,10.08,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-31,5600.0,8512.0,0.04,10.09,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-01,5600.0,8512.0,0.04,12.99,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-04,5600.0,8512.0,0.04,18.23,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-05,5600.0,8512.0,0.04,19.32,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-06,5600.0,8512.0,0.04,59.18,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-07,5600.0,8512.0,0.04,79.17,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-08,5600.0,8512.0,0.04,79.77,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-11,5600.0,8512.0,0.04,330.06,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-12,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-13,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-14,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-15,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-18,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-19,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-20,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-21,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-22,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-25,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-26,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-27,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-28,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-08-29,5600.0,8512.0,0.04,,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
