,PTPXE FP Equity_DX_SI_QTY,PTPXE FP Equity_DX_SHORT_INTEREST_VALUE,PTPXE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PTPXE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PTPXE FP Equity_DX_SI_MV,PTPXE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PTPXE FP Equity_DX_SUPPLY_SI_QTY,PTPXE FP Equity_DX_BROKER_SI_QTY,PTPXE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PTPXE FP Equity_DX_BROKER_SI_QTY_ADD,PTPXE FP Equity_DX_BROKER_SI_MV_ADD,PTPXE FP Equity_DX_SUPPLY_SI_QTY_ADD,PTPXE FP Equity_DX_SUPPLY_SI_MV,PTPXE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PTPXE FP Equity_DX_UTILIZATION_QUANTITY,PTPXE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PTPXE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PTPXE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PTPXE FP Equity_DX_ACTIVE_UTILIZATION_MV,PTPXE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PTPXE FP Equity_DX_BROKER_SI_CON_RATIO,PTPXE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PTPXE FP Equity_DX_DEMAND_SUPPLY_RATIO,PTPXE FP Equity_PX_LAST
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,23.476
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,23.393
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,23.897
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,24.196
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,24.414
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,24.799
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,24.4
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,24.217
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,23.792
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,24.118
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,24.071
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,24.12
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,24.147
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,24.108
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,24.007
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,24.338
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,24.217
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,24.285
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,24.457
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,24.39
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,24.374
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,24.372
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,24.319
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,24.307
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,24.502
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,24.701
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,24.55
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,24.606
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,24.939
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,24.911
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,24.899
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,25.098
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,24.911
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,24.903
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,24.792
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,24.861
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,24.664
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,24.66
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,24.718
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,24.811
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,24.967
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,24.772
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,25.087
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,25.158
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,25.3
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,25.147
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,25.141
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,25.308
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,25.359
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,25.448
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,25.785
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,25.81
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,26.202
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,26.5
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,26.27
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,25.77
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,26.018
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,25.937
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,26.497
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,26.209
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,26.23
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,26.218
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,26.114
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,26.3
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,26.273
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,26.528
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,26.466
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,26.485
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,26.554
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,26.529
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,26.728
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,26.358
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,26.399
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,26.704
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,26.873
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,26.711
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,26.815
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,26.991
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,27.238
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,26.947
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,26.98
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,27.274
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,27.391
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,27.355
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,27.339
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,27.239
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,27.417
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,27.739
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,27.521
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,27.709
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,28.042
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,27.975
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,27.998
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,27.402
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,27.48
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,27.232
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,27.34
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,27.458
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,27.885
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,28.089
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,28.087
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,28.345
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,28.501
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,28.161
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,28.372
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,28.338
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,28.373
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,27.9
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,28.198
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,28.059
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,27.825
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,27.927
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,27.862
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,27.819
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,27.957
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,28.126
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,28.162
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,27.589
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,27.164
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,27.228
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,27.028
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,27.087
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,27.178
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,27.186
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,26.73
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,27.099
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,27.111
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,27.259
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,27.467
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,27.556
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,27.841
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,27.679
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,27.258
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,27.272
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,27.233
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,27.094
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,27.088
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,27.255
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,27.141
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,27.174
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,27.406
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,27.264
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,27.049
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,26.988
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,27.078
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,27.256
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,27.251
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,26.817
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,27.028
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,27.223
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,27.45
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,27.461
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,27.3
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,27.273
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,27.4
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,27.734
2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,27.433
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,27.447
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,26.969
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,27.222
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,26.84
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,26.857
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,26.828
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,26.911
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,26.806
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,27.023
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,27.303
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,27.292
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,27.386
2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,27.649
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,27.398
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,27.625
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,27.708
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,27.934
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,27.799
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,27.745
2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,27.821
2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,28.265
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,28.239
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,28.29
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,28.213
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,28.376
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,28.302
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,28.088
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,27.88
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,27.955
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,28.087
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,27.753
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,27.177
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,27.408
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,27.562
2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,27.701
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,28.486
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,27.453
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,25.628
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,24.976
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,25.014
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,25.964
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,26.134
2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,25.944
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,26.201
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,26.779
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,26.604
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,27.241
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,27.304
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,27.551
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,27.42
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,27.608
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,27.642
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,27.808
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,27.684
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,27.922
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,28.024
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,28.199
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,28.248
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,28.073
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,28.125
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,27.664
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,27.716
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,26.908
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,27.535
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,27.326
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,27.237
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,27.593
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,27.666
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,27.501
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,27.533
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,27.328
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,27.875
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,27.835
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,28.114
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,27.834
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,27.75
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,28.382
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,28.213
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,28.085
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,28.244
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,28.151
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,28.105
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,28.368
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,28.279
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,28.361
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,28.3
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,28.234
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,28.256
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,28.387
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,28.093
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,28.104
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,28.21
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,28.073
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,27.712
2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,27.362
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,26.893
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,27.028
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,27.096
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,27.28
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,27.503
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,27.47
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,27.142
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,27.377
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,27.38
2024-11-05,,,,,,,,,,,,,,,,,,,,,,,,27.487
2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,27.879
2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,28.058
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,28.111
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,28.426
2024-11-12,,,,,,,,,,,,,,,,,,,,,,,,28.048
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,27.907
2024-11-14,,,,,,,,,,,,,,,,,,,,,,,,27.984
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,27.848
2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,27.99
2024-11-19,,,,,,,,,,,,,,,,,,,,,,,,27.915
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,27.729
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,28.094
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,28.447
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,28.357
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,28.223
2024-11-27,,,,,,,,,,,,,,,,,,,,,,,,28.058
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,28.412
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,28.607
2024-12-02,,,,,,,,,,,,,,,,,,,,,,,,29.286
2024-12-03,,,,,,,,,,,,,,,,,,,,,,,,29.581
2024-12-04,,,,,,,,,,,,,,,,,,,,,,,,29.35
2024-12-05,,,,,,,,,,,,,,,,,,,,,,,,29.314
2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,29.27
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,29.167
2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,29.05
2024-12-11,,,,,,,,,,,,,,,,,,,,,,,,29.451
2024-12-12,,,,,,,,,,,,,,,,,,,,,,,,29.28
2024-12-13,,,,,,,,,,,,,,,,,,,,,,,,28.859
2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,28.695
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,28.668
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,28.706
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,28.377
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,28.357
2024-12-23,,,,,,,,,,,,,,,,,,,,,,,,28.108
2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,28.2
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,28.574
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,28.557
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,28.703
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,29.09
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,28.848
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,28.833
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,28.765
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,,28.716
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,,28.477
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,,28.208
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,,28.189
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,28.0
2025-01-15,,,,,,,,,,,,,,,,,,,,,,,,28.38
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,,28.323
2025-01-17,,,,,,,,,,,,,,,,,,,,,,,,28.47
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,28.428
2025-01-21,2000.0,57070.0,0.34,0.08,0.06,28535.0,1000.0,1000.0,28535.0,1000.0,0.03,1000.0,0.03,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,28.535
2025-01-22,2000.0,57104.0,0.33,0.08,0.06,28552.0,1000.0,1000.0,28552.0,,,,0.03,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,28.552
2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,28.648
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,,28.744
2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,28.541
2025-01-28,,,,,,,,,,,,,,,,,,,,,,,,28.873
2025-01-29,,,,,,,,,,,,,,,,,,,,,,,,28.991
2025-01-30,,,,,,,,,,,,,,,,,,,,,,,,29.32
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,29.306
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,29.252
2025-02-04,,,,,,,,,,,,,,,,,,,,,,,,29.112
2025-02-05,,,,,,,,,,,,,,,,,,,,,,,,29.185
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,,29.613
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,,29.47
2025-02-10,,,,,,,,,,,,,,,,,,,,,,,,29.57
2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,29.478
2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,28.884
2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,29.256
2025-02-14,,,,,,,,,,,,,,,,,,,,,,,,29.15
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,,29.519
2025-02-18,,,,,,,,,,,,,,,,,,,,,,,,29.615
2025-02-19,,,,,,,,,,,,,,,,,,,,,,,,29.45
2025-02-20,,,,,,,,,,,,,,,,,,,,,,,,29.323
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,29.37
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,29.139
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,,29.203
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,,29.469
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,,29.625
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,29.157
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,,29.544
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,,28.81
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,,28.711
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,28.787
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,28.516
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,28.298
2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,27.788
2025-03-12,,,,,,,,,,,,,,,,,,,,,,,,28.378
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,28.434
2025-03-14,,,,,,,,,,,,,,,,,,,,,,,,28.753
2025-03-17,,,,,,,,,,,,,,,,,,,,,,,,28.898
2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,28.787
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,29.098
2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,29.186
2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,29.295
2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,29.257
2025-03-25,,,,,,,,,,,,,,,,,,,,,,,,29.4
2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,29.2
2025-03-27,,,,,,,,,,,,,,,,,,,,,,,,29.146
2025-03-28,,,,,,,,,,,,,,,,,,,,,,,,28.494
2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,28.233
2025-04-01,,,,,,,,,,,,,,,,,,,,,,,,28.233
2025-04-02,,,,,,,,,,,,,,,,,,,,,,,,27.843
2025-04-03,,,,,,,,,,,,,,,,,,,,,,,,26.576
2025-04-04,,,,,,,,,,,,,,,,,,,,,,,,25.302
2025-04-07,,,,,,,,,,,,,,,,,,,,,,,,25.127
2025-04-08,,,,,,,,,,,,,,,,,,,,,,,,26.121
2025-04-09,,,,,,,,,,,,,,,,,,,,,,,,25.02
2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,25.715
2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,25.57
2025-04-14,,,,,,,,,,,,,,,,,,,,,,,,26.385
2025-04-15,,,,,,,,,,,,,,,,,,,,,,,,26.869
2025-04-16,,,,,,,,,,,,,,,,,,,,,,,,26.629
2025-04-17,,,,,,,,,,,,,,,,,,,,,,,,26.912
2025-04-22,,,,,,,,,,,,,,,,,,,,,,,,27.329
2025-04-23,,,,,,,,,,,,,,,,,,,,,,,,27.543
2025-04-24,,,,,,,,,,,,,,,,,,,,,,,,27.616
2025-04-25,,,,,,,,,,,,,,,,,,,,,,,,27.662
2025-04-28,,,,,,,,,,,,,,,,,,,,,,,,27.958
2025-04-29,,,,,,,,,,,,,,,,,,,,,,,,28.052
2025-04-30,,,,,,,,,,,,,,,,,,,,,,,,28.023
2025-05-02,,,,,,,,,,,,,,,,,,,,,,,,28.169
2025-05-05,,,,,,,,,,,,,,,,,,,,,,,,28.484
