,MLCMB FP Equity_DX_SI_QTY,MLCMB FP Equity_DX_SHORT_INTEREST_VALUE,MLCMB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCMB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCMB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCMB FP Equity_DX_SI_MV,MLCMB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCMB FP Equity_DX_SUPPLY_SI_QTY,MLCMB FP Equity_DX_BROKER_SI_QTY,MLCMB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCMB FP Equity_DX_SUPPLY_SI_MV,MLCMB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCMB FP Equity_DX_UTILIZATION_QUANTITY,MLCMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCMB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCMB FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCMB FP Equity_DX_BROKER_SI_CON_RATIO,MLCMB FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCMB FP Equity_PX_LAST
1992-12-24,,,,,,,,,,,,,,,,,,,,25.9316
1992-12-30,,,,,,,,,,,,,,,,,,,,25.9163
1992-12-31,,,,,,,,,,,,,,,,,,,,26.6786
1993-01-07,,,,,,,,,,,,,,,,,,,,26.2212
1993-01-11,,,,,,,,,,,,,,,,,,,,26.2212
1993-01-12,,,,,,,,,,,,,,,,,,,,25.9163
1993-01-13,,,,,,,,,,,,,,,,,,,,26.2212
1993-01-19,,,,,,,,,,,,,,,,,,,,26.6786
1993-01-27,,,,,,,,,,,,,,,,,,,,26.6786
1993-01-28,,,,,,,,,,,,,,,,,,,,26.6786
1993-01-29,,,,,,,,,,,,,,,,,,,,26.6786
1993-02-10,,,,,,,,,,,,,,,,,,,,28.2031
1993-02-15,,,,,,,,,,,,,,,,,,,,28.3555
1993-03-02,,,,,,,,,,,,,,,,,,,,29.4227
1993-03-03,,,,,,,,,,,,,,,,,,,,29.2702
1993-03-09,,,,,,,,,,,,,,,,,,,,29.2702
1993-03-11,,,,,,,,,,,,,,,,,,,,29.2702
1993-03-12,,,,,,,,,,,,,,,,,,,,29.2702
1993-03-15,,,,,,,,,,,,,,,,,,,,29.3464
1993-03-16,,,,,,,,,,,,,,,,,,,,29.3464
1993-03-19,,,,,,,,,,,,,,,,,,,,28.2031
1993-03-23,,,,,,,,,,,,,,,,,,,,26.0688
1993-04-02,,,,,,,,,,,,,,,,,,,,28.7366
1993-04-05,,,,,,,,,,,,,,,,,,,,30.6423
1993-04-19,,,,,,,,,,,,,,,,,,,,30.4898
1993-04-21,,,,,,,,,,,,,,,,,,,,30.4898
1993-05-04,,,,,,,,,,,,,,,,,,,,33.3863
1993-05-07,,,,,,,,,,,,,,,,,,,,36.5878
1993-05-10,,,,,,,,,,,,,,,,,,,,36.5878
1993-05-11,,,,,,,,,,,,,,,,,,,,36.4353
1993-05-12,,,,,,,,,,,,,,,,,,,,36.4353
1993-05-13,,,,,,,,,,,,,,,,,,,,36.2829
1993-05-25,,,,,,,,,,,,,,,,,,,,35.8255
1993-06-07,,,,,,,,,,,,,,,,,,,,35.8255
1993-06-11,,,,,,,,,,,,,,,,,,,,33.5388
1993-06-18,,,,,,,,,,,,,,,,,,,,35.2157
1993-06-23,,,,,,,,,,,,,,,,,,,,35.0633
1993-07-02,,,,,,,,,,,,,,,,,,,,36.2829
1993-07-21,,,,,,,,,,,,,,,,,,,,35.8255
1993-07-22,,,,,,,,,,,,,,,,,,,,35.8255
1993-07-29,,,,,,,,,,,,,,,,,,,,36.4353
1993-08-03,,,,,,,,,,,,,,,,,,,,39.9416
1993-08-05,,,,,,,,,,,,,,,,,,,,39.9416
1993-08-10,,,,,,,,,,,,,,,,,,,,43.9358
1993-08-11,,,,,,,,,,,,,,,,,,,,39.5453
1993-08-12,,,,,,,,,,,,,,,,,,,,36.5878
1993-08-19,,,,,,,,,,,,,,,,,,,,39.4843
1993-08-23,,,,,,,,,,,,,,,,,,,,39.6367
1993-08-30,,,,,,,,,,,,,,,,,,,,40.399
1993-08-31,,,,,,,,,,,,,,,,,,,,42.5333
1993-09-02,,,,,,,,,,,,,,,,,,,,41.9235
1993-09-03,,,,,,,,,,,,,,,,,,,,41.771
1993-09-06,,,,,,,,,,,,,,,,,,,,41.9235
1993-09-08,,,,,,,,,,,,,,,,,,,,41.9235
1993-09-09,,,,,,,,,,,,,,,,,,,,41.9235
1993-09-16,,,,,,,,,,,,,,,,,,,,41.9235
1993-09-17,,,,,,,,,,,,,,,,,,,,44.82
1993-09-20,,,,,,,,,,,,,,,,,,,,44.82
1993-09-21,,,,,,,,,,,,,,,,,,,,49.302
1993-09-22,,,,,,,,,,,,,,,,,,,,50.3082
1993-09-24,,,,,,,,,,,,,,,,,,,,50.3082
1993-09-28,,,,,,,,,,,,,,,,,,,,50.3082
1993-10-01,,,,,,,,,,,,,,,,,,,,45.2774
1993-10-05,,,,,,,,,,,,,,,,,,,,49.6984
1993-10-11,,,,,,,,,,,,,,,,,,,,44.9725
1993-10-20,,,,,,,,,,,,,,,,,,,,42.6857
1993-10-21,,,,,,,,,,,,,,,,,,,,45.5823
1993-10-28,,,,,,,,,,,,,,,,,,,,44.2102
1993-11-18,,,,,,,,,,,,,,,,,,,,48.0214
1993-11-26,,,,,,,,,,,,,,,,,,,,47.2592
1993-12-07,,,,,,,,,,,,,,,,,,,,51.9851
1993-12-08,,,,,,,,,,,,,,,,,,,,49.6984
1993-12-09,,,,,,,,,,,,,,,,,,,,49.8508
1993-12-10,,,,,,,,,,,,,,,,,,,,49.5459
1993-12-21,,,,,,,,,,,,,,,,,,,,47.2592
1994-01-10,,,,,,,,,,,,,,,,,,,,49.8508
1994-01-14,,,,,,,,,,,,,,,,,,,,50.918
1994-01-17,,,,,,,,,,,,,,,,,,,,50.6131
1994-01-26,,,,,,,,,,,,,,,,,,,,50.0033
1994-02-07,,,,,,,,,,,,,,,,,,,,55.0036
1994-02-08,,,,,,,,,,,,,,,,,,,,60.3698
1994-02-10,,,,,,,,,,,,,,,,,,,,54.3328
1994-02-11,,,,,,,,,,,,,,,,,,,,53.3572
1994-02-14,,,,,,,,,,,,,,,,,,,,57.1684
1994-02-16,,,,,,,,,,,,,,,,,,,,56.4061
1994-02-23,,,,,,,,,,,,,,,,,,,,56.4061
1994-02-25,,,,,,,,,,,,,,,,,,,,53.3572
1994-02-28,,,,,,,,,,,,,,,,,,,,57.9306
1994-03-01,,,,,,,,,,,,,,,,,,,,56.4061
1994-03-02,,,,,,,,,,,,,,,,,,,,58.388
1994-03-07,,,,,,,,,,,,,,,,,,,,60.2174
1994-03-08,,,,,,,,,,,,,,,,,,,,66.2391
1994-03-09,,,,,,,,,,,,,,,,,,,,66.9251
1994-03-10,,,,,,,,,,,,,,,,,,,,60.2326
1994-03-11,,,,,,,,,,,,,,,,,,,,61.7419
1994-03-14,,,,,,,,,,,,,,,,,,,,61.7419
1994-03-23,,,,,,,,,,,,,,,,,,,,61.4979
1994-04-06,,,,,,,,,,,,,,,,,,,,55.3542
1994-04-07,,,,,,,,,,,,,,,,,,,,56.4061
1994-04-18,,,,,,,,,,,,,,,,,,,,60.8272
1994-04-20,,,,,,,,,,,,,,,,,,,,55.6439
1994-04-21,,,,,,,,,,,,,,,,,,,,55.6439
1994-04-22,,,,,,,,,,,,,,,,,,,,60.9796
1994-04-27,,,,,,,,,,,,,,,,,,,,64.6841
1994-04-29,,,,,,,,,,,,,,,,,,,,64.6384
1994-05-03,,,,,,,,,,,,,,,,,,,,64.0286
1994-05-04,,,,,,,,,,,,,,,,,,,,64.0286
1994-05-06,,,,,,,,,,,,,,,,,,,,64.0286
1994-05-09,,,,,,,,,,,,,,,,,,,,57.6257
1994-05-10,,,,,,,,,,,,,,,,,,,,63.3883
1994-05-11,,,,,,,,,,,,,,,,,,,,62.3974
1994-05-13,,,,,,,,,,,,,,,,,,,,57.9306
1994-05-26,,,,,,,,,,,,,,,,,,,,63.7237
1994-05-27,,,,,,,,,,,,,,,,,,,,68.6021
1994-05-30,,,,,,,,,,,,,,,,,,,,74.7
1994-05-31,,,,,,,,,,,,,,,,,,,,71.4986
1994-06-01,,,,,,,,,,,,,,,,,,,,71.651
1994-06-02,,,,,,,,,,,,,,,,,,,,76.2245
1994-06-03,,,,,,,,,,,,,,,,,,,,76.8343
1994-06-06,,,,,,,,,,,,,,,,,,,,76.9868
1994-06-07,,,,,,,,,,,,,,,,,,,,78.2063
1994-06-08,,,,,,,,,,,,,,,,,,,,76.9868
1994-06-09,,,,,,,,,,,,,,,,,,,,78.6637
1994-06-10,,,,,,,,,,,,,,,,,,,,76.9868
1994-06-13,,,,,,,,,,,,,,,,,,,,76.2245
1994-06-14,,,,,,,,,,,,,,,,,,,,78.3588
1994-06-15,,,,,,,,,,,,,,,,,,,,78.5112
1994-06-16,,,,,,,,,,,,,,,,,,,,78.5112
1994-06-17,,,,,,,,,,,,,,,,,,,,82.3225
1994-06-20,,,,,,,,,,,,,,,,,,,,76.9868
1994-06-21,,,,,,,,,,,,,,,,,,,,76.2245
1994-06-22,,,,,,,,,,,,,,,,,,,,76.2245
1994-06-23,,,,,,,,,,,,,,,,,,,,76.2245
1994-06-24,,,,,,,,,,,,,,,,,,,,76.9868
1994-06-27,,,,,,,,,,,,,,,,,,,,76.9868
1994-06-28,,,,,,,,,,,,,,,,,,,,76.9868
1994-06-29,,,,,,,,,,,,,,,,,,,,76.9868
1994-06-30,,,,,,,,,,,,,,,,,,,,76.9868
1994-07-01,,,,,,,,,,,,,,,,,,,,77.749
1994-07-04,,,,,,,,,,,,,,,,,,,,77.749
1994-07-05,,,,,,,,,,,,,,,,,,,,77.749
1994-07-12,,,,,,,,,,,,,,,,,,,,76.2245
1994-07-21,,,,,,,,,,,,,,,,,,,,77.4441
1994-07-28,,,,,,,,,,,,,,,,,,,,77.749
1994-08-04,,,,,,,,,,,,,,,,,,,,77.749
1994-08-08,,,,,,,,,,,,,,,,,,,,82.3225
1994-08-09,,,,,,,,,,,,,,,,,,,,83.847
1994-08-10,,,,,,,,,,,,,,,,,,,,79.2735
1994-08-11,,,,,,,,,,,,,,,,,,,,79.2735
1994-08-12,,,,,,,,,,,,,,,,,,,,77.749
1994-08-16,,,,,,,,,,,,,,,,,,,,77.749
1994-08-17,,,,,,,,,,,,,,,,,,,,77.749
1994-08-18,,,,,,,,,,,,,,,,,,,,77.749
1994-08-19,,,,,,,,,,,,,,,,,,,,77.749
1994-09-06,,,,,,,,,,,,,,,,,,,,69.9741
1994-09-07,,,,,,,,,,,,,,,,,,,,76.0721
1994-09-08,,,,,,,,,,,,,,,,,,,,76.2245
1994-09-09,,,,,,,,,,,,,,,,,,,,68.6021
1994-09-12,,,,,,,,,,,,,,,,,,,,68.6021
1994-09-13,,,,,,,,,,,,,,,,,,,,72.4133
1994-09-15,,,,,,,,,,,,,,,,,,,,74.3951
1994-09-22,,,,,,,,,,,,,,,,,,,,66.9556
1994-09-26,,,,,,,,,,,,,,,,,,,,71.9559
1994-09-27,,,,,,,,,,,,,,,,,,,,74.2427
1994-10-03,,,,,,,,,,,,,,,,,,,,74.7
1994-10-19,,,,,,,,,,,,,,,,,,,,73.1755
1994-10-21,,,,,,,,,,,,,,,,,,,,65.858
1994-10-24,,,,,,,,,,,,,,,,,,,,62.6565
1994-10-26,,,,,,,,,,,,,,,,,,,,68.907
1994-10-27,,,,,,,,,,,,,,,,,,,,68.907
1994-11-04,,,,,,,,,,,,,,,,,,,,63.2663
1994-11-07,,,,,,,,,,,,,,,,,,,,62.1992
1994-11-14,,,,,,,,,,,,,,,,,,,,62.5041
1994-11-17,,,,,,,,,,,,,,,,,,,,60.9796
1994-11-22,,,,,,,,,,,,,,,,,,,,60.8272
1994-11-24,,,,,,,,,,,,,,,,,,,,60.2174
1994-11-25,,,,,,,,,,,,,,,,,,,,58.6929
1994-11-28,,,,,,,,,,,,,,,,,,,,59.5923
1994-11-29,,,,,,,,,,,,,,,,,,,,59.6076
1994-11-30,,,,,,,,,,,,,,,,,,,,59.4551
1994-12-01,,,,,,,,,,,,,,,,,,,,59.4551
1994-12-02,,,,,,,,,,,,,,,,,,,,60.9796
1994-12-05,,,,,,,,,,,,,,,,,,,,60.2174
1994-12-06,,,,,,,,,,,,,,,,,,,,60.2174
1994-12-12,,,,,,,,,,,,,,,,,,,,54.8816
1994-12-13,,,,,,,,,,,,,,,,,,,,54.8816
1994-12-14,,,,,,,,,,,,,,,,,,,,57.9306
1994-12-15,,,,,,,,,,,,,,,,,,,,59.4551
1994-12-16,,,,,,,,,,,,,,,,,,,,57.9306
1994-12-20,,,,,,,,,,,,,,,,,,,,57.7782
1994-12-21,,,,,,,,,,,,,,,,,,,,57.7782
1994-12-23,,,,,,,,,,,,,,,,,,,,57.7782
1994-12-27,,,,,,,,,,,,,,,,,,,,52.0004
1994-12-28,,,,,,,,,,,,,,,,,,,,46.8018
1995-01-04,,,,,,,,,,,,,,,,,,,,51.482
1995-01-05,,,,,,,,,,,,,,,,,,,,56.6196
1995-01-09,,,,,,,,,,,,,,,,,,,,53.3572
1995-01-10,,,,,,,,,,,,,,,,,,,,57.9306
1995-01-11,,,,,,,,,,,,,,,,,,,,57.4733
1995-01-12,,,,,,,,,,,,,,,,,,,,57.1684
1995-01-16,,,,,,,,,,,,,,,,,,,,56.8635
1995-01-17,,,,,,,,,,,,,,,,,,,,51.8327
1995-01-18,,,,,,,,,,,,,,,,,,,,55.1713
1995-01-19,,,,,,,,,,,,,,,,,,,,54.8816
1995-01-27,,,,,,,,,,,,,,,,,,,,54.1194
1995-02-01,,,,,,,,,,,,,,,,,,,,53.3572
1995-02-03,,,,,,,,,,,,,,,,,,,,56.711
1995-02-07,,,,,,,,,,,,,,,,,,,,56.5586
1995-02-08,,,,,,,,,,,,,,,,,,,,56.711
1995-02-09,,,,,,,,,,,,,,,,,,,,56.711
1995-02-16,,,,,,,,,,,,,,,,,,,,53.3572
1995-02-17,,,,,,,,,,,,,,,,,,,,57.0007
1995-02-27,,,,,,,,,,,,,,,,,,,,51.3143
1995-02-28,,,,,,,,,,,,,,,,,,,,56.4061
1995-03-02,,,,,,,,,,,,,,,,,,,,56.4061
1995-03-07,,,,,,,,,,,,,,,,,,,,62.0468
1995-04-05,,,,,,,,,,,,,,,,,,,,61.7419
1995-05-02,,,,,,,,,,,,,,,,,,,,61.7266
1995-05-03,,,,,,,,,,,,,,,,,,,,55.6439
1995-05-04,,,,,,,,,,,,,,,,,,,,50.3082
1995-05-12,,,,,,,,,,,,,,,,,,,,55.339
1995-05-19,,,,,,,,,,,,,,,,,,,,60.2174
1995-05-23,,,,,,,,,,,,,,,,,,,,60.2021
1995-06-02,,,,,,,,,,,,,,,,,,,,60.2021
1995-06-06,,,,,,,,,,,,,,,,,,,,60.9644
1995-06-15,,,,,,,,,,,,,,,,,,,,57.1684
1995-06-16,,,,,,,,,,,,,,,,,,,,56.4061
1995-06-19,,,,,,,,,,,,,,,,,,,,56.4061
1995-06-21,,,,,,,,,,,,,,,,,,,,56.4061
1995-07-04,,,,,,,,,,,,,,,,,,,,56.4061
1995-07-19,,,,,,,,,,,,,,,,,,,,56.4061
1995-07-21,,,,,,,,,,,,,,,,,,,,61.5894
1995-07-24,,,,,,,,,,,,,,,,,,,,61.5894
1995-07-31,,,,,,,,,,,,,,,,,,,,57.1684
1995-08-23,,,,,,,,,,,,,,,,,,,,60.9796
1995-08-25,,,,,,,,,,,,,,,,,,,,65.4006
1995-08-29,,,,,,,,,,,,,,,,,,,,64.7908
1995-08-31,,,,,,,,,,,,,,,,,,,,70.4314
1995-09-04,,,,,,,,,,,,,,,,,,,,63.2663
1995-09-05,,,,,,,,,,,,,,,,,,,,64.0286
1995-09-06,,,,,,,,,,,,,,,,,,,,64.0286
1995-09-07,,,,,,,,,,,,,,,,,,,,61.7419
1995-09-14,,,,,,,,,,,,,,,,,,,,61.7419
1995-09-22,,,,,,,,,,,,,,,,,,,,59.4551
1995-09-25,,,,,,,,,,,,,,,,,,,,62.5041
1995-09-26,,,,,,,,,,,,,,,,,,,,62.5041
1995-09-28,,,,,,,,,,,,,,,,,,,,59.4704
1995-10-02,,,,,,,,,,,,,,,,,,,,64.7908
1995-10-04,,,,,,,,,,,,,,,,,,,,63.2663
1995-10-09,,,,,,,,,,,,,,,,,,,,60.9796
1995-10-18,,,,,,,,,,,,,,,,,,,,60.9796
1995-10-19,,,,,,,,,,,,,,,,,,,,60.9796
1995-10-20,,,,,,,,,,,,,,,,,,,,60.2174
1995-10-25,,,,,,,,,,,,,,,,,,,,59.4551
1995-11-06,,,,,,,,,,,,,,,,,,,,64.0286
1995-11-09,,,,,,,,,,,,,,,,,,,,60.9796
1995-11-10,,,,,,,,,,,,,,,,,,,,60.9796
1995-11-14,,,,,,,,,,,,,,,,,,,,60.2174
1995-11-15,,,,,,,,,,,,,,,,,,,,60.3698
1995-11-20,,,,,,,,,,,,,,,,,,,,60.2174
1995-11-21,,,,,,,,,,,,,,,,,,,,57.9306
1995-12-04,,,,,,,,,,,,,,,,,,,,60.9949
1995-12-05,,,,,,,,,,,,,,,,,,,,54.8969
1995-12-08,,,,,,,,,,,,,,,,,,,,59.4551
1995-12-11,,,,,,,,,,,,,,,,,,,,60.9796
1995-12-19,,,,,,,,,,,,,,,,,,,,60.9796
1995-12-21,,,,,,,,,,,,,,,,,,,,60.9796
1995-12-27,,,,,,,,,,,,,,,,,,,,60.9796
1995-12-29,,,,,,,,,,,,,,,,,,,,60.9796
1996-01-15,,,,,,,,,,,,,,,,,,,,59.4551
1996-01-16,,,,,,,,,,,,,,,,,,,,60.9796
1996-01-17,,,,,,,,,,,,,,,,,,,,59.4551
1996-01-18,,,,,,,,,,,,,,,,,,,,60.9796
1996-01-19,,,,,,,,,,,,,,,,,,,,64.0286
1996-01-22,,,,,,,,,,,,,,,,,,,,59.4551
1996-01-23,,,,,,,,,,,,,,,,,,,,59.4551
1996-01-25,,,,,,,,,,,,,,,,,,,,57.9459
1996-02-05,,,,,,,,,,,,,,,,,,,,60.9796
1996-02-06,,,,,,,,,,,,,,,,,,,,60.9796
1996-02-09,,,,,,,,,,,,,,,,,,,,62.5041
1996-02-13,,,,,,,,,,,,,,,,,,,,63.2663
1996-02-14,,,,,,,,,,,,,,,,,,,,62.5803
1996-02-16,,,,,,,,,,,,,,,,,,,,62.5803
1996-02-22,,,,,,,,,,,,,,,,,,,,67.0623
1996-02-23,,,,,,,,,,,,,,,,,,,,67.0623
1996-03-01,,,,,,,,,,,,,,,,,,,,65.4006
1996-03-06,,,,,,,,,,,,,,,,,,,,64.7908
1996-03-11,,,,,,,,,,,,,,,,,,,,64.4859
1996-03-21,,,,,,,,,,,,,,,,,,,,62.6565
1996-03-25,,,,,,,,,,,,,,,,,,,,62.6718
1996-04-09,,,,,,,,,,,,,,,,,,,,62.5041
1996-04-10,,,,,,,,,,,,,,,,,,,,62.809
1996-04-18,,,,,,,,,,,,,,,,,,,,62.809
1996-04-22,,,,,,,,,,,,,,,,,,,,63.2816
1996-04-26,,,,,,,,,,,,,,,,,,,,62.809
1996-04-29,,,,,,,,,,,,,,,,,,,,62.809
1996-05-09,,,,,,,,,,,,,,,,,,,,62.809
1996-05-14,,,,,,,,,,,,,,,,,,,,63.8761
1996-05-15,,,,,,,,,,,,,,,,,,,,63.7237
1996-05-17,,,,,,,,,,,,,,,,,,,,63.7237
1996-05-20,,,,,,,,,,,,,,,,,,,,63.7237
1996-05-21,,,,,,,,,,,,,,,,,,,,57.3513
1996-05-22,,,,,,,,,,,,,,,,,,,,63.0834
1996-05-29,,,,,,,,,,,,,,,,,,,,65.5378
1996-05-30,,,,,,,,,,,,,,,,,,,,65.5531
1996-06-03,,,,,,,,,,,,,,,,,,,,60.9796
1996-06-05,,,,,,,,,,,,,,,,,,,,60.9796
1996-06-06,,,,,,,,,,,,,,,,,,,,61.1321
1996-06-07,,,,,,,,,,,,,,,,,,,,63.7237
1996-06-14,,,,,,,,,,,,,,,,,,,,62.9614
1996-06-17,,,,,,,,,,,,,,,,,,,,63.1139
1996-06-18,,,,,,,,,,,,,,,,,,,,62.809
1996-06-27,,,,,,,,,,,,,,,,,,,,60.9796
1996-07-02,,,,,,,,,,,,,,,,,,,,63.4188
1996-07-03,,,,,,,,,,,,,,,,,,,,62.3516
1996-07-04,,,,,,,,,,,,,,,,,,,,63.1139
1996-07-05,,,,,,,,,,,,,,,,,,,,62.3516
1996-07-10,,,,,,,,,,,,,,,,,,,,63.2663
1996-07-11,,,,,,,,,,,,,,,,,,,,62.0468
1996-07-12,,,,,,,,,,,,,,,,,,,,62.5041
1996-07-19,,,,,,,,,,,,,,,,,,,,63.2663
1996-07-31,,,,,,,,,,,,,,,,,,,,64.0286
1996-08-01,,,,,,,,,,,,,,,,,,,,61.7419
1996-08-23,,,,,,,,,,,,,,,,,,,,64.7908
1996-08-28,,,,,,,,,,,,,,,,,,,,65.858
1996-08-29,,,,,,,,,,,,,,,,,,,,61.8943
1996-08-30,,,,,,,,,,,,,,,,,,,,64.0286
1996-09-03,,,,,,,,,,,,,,,,,,,,64.0286
1996-09-04,,,,,,,,,,,,,,,,,,,,64.0286
1996-09-05,,,,,,,,,,,,,,,,,,,,64.3335
1996-09-06,,,,,,,,,,,,,,,,,,,,64.7908
1996-09-19,,,,,,,,,,,,,,,,,,,,64.7756
1996-09-20,,,,,,,,,,,,,,,,,,,,64.0286
1996-09-23,,,,,,,,,,,,,,,,,,,,64.181
1996-09-24,,,,,,,,,,,,,,,,,,,,64.0286
1996-09-27,,,,,,,,,,,,,,,,,,,,64.0286
1996-09-30,,,,,,,,,,,,,,,,,,,,64.0286
1996-10-04,,,,,,,,,,,,,,,,,,,,64.0133
1996-10-14,,,,,,,,,,,,,,,,,,,,61.1321
1996-10-15,,,,,,,,,,,,,,,,,,,,61.1321
1996-10-17,,,,,,,,,,,,,,,,,,,,64.0286
1996-10-21,,,,,,,,,,,,,,,,,,,,64.0286
1996-10-28,,,,,,,,,,,,,,,,,,,,61.437
1996-10-29,,,,,,,,,,,,,,,,,,,,61.7419
1996-10-31,,,,,,,,,,,,,,,,,,,,61.7419
1996-11-21,,,,,,,,,,,,,,,,,,,,61.7419
1996-11-25,,,,,,,,,,,,,,,,,,,,63.9981
1996-11-26,,,,,,,,,,,,,,,,,,,,61.7419
1996-12-10,,,,,,,,,,,,,,,,,,,,61.7419
1996-12-23,,,,,,,,,,,,,,,,,,,,60.9644
1996-12-26,,,,,,,,,,,,,,,,,,,,60.9796
1996-12-27,,,,,,,,,,,,,,,,,,,,60.9796
1996-12-30,,,,,,,,,,,,,,,,,,,,61.7419
1997-01-08,,,,,,,,,,,,,,,,,,,,62.5041
1997-01-10,,,,,,,,,,,,,,,,,,,,61.1473
1997-01-30,,,,,,,,,,,,,,,,,,,,62.0468
1997-02-03,,,,,,,,,,,,,,,,,,,,68.2362
1997-02-05,,,,,,,,,,,,,,,,,,,,67.0776
1997-02-06,,,,,,,,,,,,,,,,,,,,69.3643
1997-02-07,,,,,,,,,,,,,,,,,,,,69.3795
1997-02-10,,,,,,,,,,,,,,,,,,,,70.8888
1997-02-11,,,,,,,,,,,,,,,,,,,,68.6021
1997-02-13,,,,,,,,,,,,,,,,,,,,70.8888
1997-02-14,,,,,,,,,,,,,,,,,,,,68.6021
1997-02-17,,,,,,,,,,,,,,,,,,,,70.7363
1997-02-18,,,,,,,,,,,,,,,,,,,,70.6601
1997-02-19,,,,,,,,,,,,,,,,,,,,73.0231
1997-02-25,,,,,,,,,,,,,,,,,,,,72.4133
1997-02-26,,,,,,,,,,,,,,,,,,,,70.8888
1997-02-28,,,,,,,,,,,,,,,,,,,,70.8888
1997-03-05,,,,,,,,,,,,,,,,,,,,68.6021
1997-03-07,,,,,,,,,,,,,,,,,,,,68.6021
