,CDA FP Equity_DX_SI_QTY,CDA FP Equity_DX_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CDA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CDA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CDA FP Equity_DX_SI_MV,CDA FP Equity_DX_DSS,CDA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY,CDA FP Equity_DX_BROKER_SI_QTY,CDA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CDA FP Equity_DX_BROKER_SI_MV_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CDA FP Equity_DX_BROKER_SI_MV_INC_x,CDA FP Equity_DX_SUPPLY_SI_MV_NEW,CDA FP Equity_DX_BROKER_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_NEW,CDA FP Equity_DX_SUPPLY_SI_MV_DEC,CDA FP Equity_DX_BROKER_SI_QTY_INC,CDA FP Equity_DX_SUPPLY_SI_QTY_DEC,CDA FP Equity_DX_BROKER_SI_MV_NEW_y,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CDA FP Equity_DX_BROKER_SI_MV_INC_y,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CDA FP Equity_DX_BROKER_SI_MV_ADD,CDA FP Equity_DX_SUPPLY_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_DEC,CDA FP Equity_DX_SUPPLY_SI_MV,CDA FP Equity_DX_BROKER_SI_MV_DEC,CDA FP Equity_DX_SUPPLY_SI_MV_RMV,CDA FP Equity_DX_BROKER_SI_MV_RMV,CDA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CDA FP Equity_DX_UTILIZATION_QUANTITY,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CDA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CDA FP Equity_DX_ACTIVE_UTILIZATION_MV,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CDA FP Equity_DX_BROKER_SI_CON_RATIO,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CDA FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-04-15,9100.0,150552.86,0.07,0.32,0.04,0.16,0.0,113410.97,3459.0,6855.0,57226.63,,,9.0,0.0,,,,,9.0,,,,0.0,9.0,,1100.0,,0.06,,,,6.03,0.71,53900.0,891736.15,,0.94,6.03,24.63,0.4634,62.05,0.0186
2015-04-16,9696.0,159581.13,0.08,0.36,0.04,0.17,0.0,115686.44,4055.0,7029.0,66739.01,,,596.0,,,174.0,,,,,,,,596.0,0.0,,,0.07,,,,0.83,0.83,483879.0,7963898.11,,8.36,0.82,23.14,0.4139,58.11,0.0199
2015-04-17,9696.0,157177.24,0.08,0.37,0.04,0.17,0.0,113943.77,4055.0,7029.0,65733.67,,,,,,,,,,,,,,,,,,0.07,,,,0.83,0.83,482794.0,7826343.67,,8.29,0.83,23.13,0.414,58.13,0.0199
2015-04-20,10057.0,163988.23,0.08,0.38,0.04,0.17,0.0,120500.45,4416.0,7390.0,72006.77,,,361.0,0.01,,,,,361.0,,,,0.01,361.0,,,,0.08,,,,0.9,0.9,484301.0,7896953.95,,8.28,0.9,22.31,0.396,56.04,0.0206
2015-04-21,4631.0,76174.92,0.04,0.18,0.02,0.08,0.0,32305.67,4631.0,1964.0,76174.92,,,215.0,0.0,,,,,215.0,,,,0.0,215.0,,,5641.0,0.08,0.1,,,0.94,0.94,489251.0,8047647.6,,8.37,0.94,42.66,0.4232,48.27,0.0094
2015-04-22,5631.0,92140.58,0.04,0.22,0.02,0.1,0.0,32137.12,5631.0,1964.0,92140.58,,,100.0,,,,,0.02,,1100.0,,,,100.0,,2000.0,,0.1,,,,1.14,1.14,488251.0,7989296.78,,8.4,1.15,35.1,0.4587,57.44,0.0114
2015-04-23,9194.0,149039.56,0.07,0.37,0.04,0.16,0.0,84813.46,5913.0,5232.0,95852.83,,,495.0,,,3281.0,,0.0,,213.0,,,,495.0,0.06,,13.0,0.1,0.0,,,1.19,1.19,489430.0,7933916.71,,8.38,1.19,33.1,0.2915,35.51,0.0186
2015-04-24,9193.0,149023.35,0.07,0.38,0.04,0.16,0.0,84797.25,5912.0,5231.0,95836.62,,,,,,,,0.0,,1.0,,,,,,,1.0,0.1,0.0,,,1.2,1.2,487341.0,7900052.93,,8.27,1.19,33.05,0.2917,35.62,0.0186
2015-04-27,5758.0,93340.2,0.05,0.24,0.02,0.1,0.0,29114.1,5758.0,1796.0,93340.2,,,,,,,,0.0,,154.0,,,,,,,3435.0,0.1,0.06,,,1.17,1.17,487495.0,7902549.35,,8.28,1.17,31.33,0.4019,52.77,0.0117
2015-04-28,6280.0,101802.09,0.05,0.26,0.03,0.11,0.0,37575.99,6280.0,2318.0,101802.09,,,522.0,0.01,,,,,522.0,,,,0.01,522.0,,,,0.11,,,,1.27,1.27,487560.0,7903603.03,,8.27,1.26,37.04,0.3926,48.39,0.0127
2015-04-29,6280.0,101802.09,0.05,0.26,0.03,0.11,0.0,37575.99,6280.0,2318.0,101802.09,,,,,,,,,,,,,,,,,,0.11,,,,1.26,1.26,490255.0,7947290.39,,8.31,1.25,37.04,0.3926,48.39,0.0126
2015-04-30,7387.0,120028.9,0.06,0.31,0.03,0.13,0.0,55651.68,7387.0,3425.0,120028.9,,,1107.0,0.02,,,,,1107.0,,,,0.02,1107.0,,,,0.12,,,,1.48,1.48,492087.0,7995757.46,,8.36,1.47,41.13,0.4006,46.48,0.0148
2015-05-01,7387.0,120028.9,0.06,0.3,0.03,0.13,0.0,55651.68,7387.0,3425.0,120028.9,,,,,,,,,,,,,,,,,,0.13,,,,1.48,1.48,491921.0,7993060.18,,8.38,1.48,41.13,0.4006,46.48,0.0148
2015-05-04,7352.0,118618.93,0.06,0.3,0.03,0.13,0.0,54695.07,7352.0,3390.0,118618.93,,,,,,,,0.0,,35.0,,,,,,,35.0,0.13,0.0,,,2.06,2.06,349437.0,5637900.1,,8.39,1.48,41.36,0.3999,46.18,0.0206
2015-05-05,7687.0,122191.39,0.06,0.32,0.03,0.13,0.0,59212.04,7687.0,3725.0,122191.39,,,335.0,0.0,,,,,335.0,,,,0.0,335.0,,,,0.13,,,,1.52,1.52,498916.0,7930693.41,,8.43,1.52,39.56,0.4062,48.52,0.0152
2015-05-06,7335.0,117295.49,0.06,0.3,0.03,0.12,0.0,52499.13,7245.0,3283.0,115856.28,,,,,,,,0.01,,442.0,,,,,,,442.0,0.12,0.01,,,1.43,1.43,499639.0,7989829.7,,8.34,1.41,41.52,0.3994,45.98,0.0145
2015-05-07,10091.0,160693.68,0.08,0.43,0.04,0.17,0.0,97600.99,6810.0,6129.0,108445.54,,,,,,3281.0,,0.01,,435.0,,,,,0.06,,435.0,0.12,0.01,,,1.34,1.34,499984.0,7961973.12,,8.38,1.35,30.17,0.2847,32.52,0.0199
2015-05-08,10483.0,169435.11,0.08,0.45,0.04,0.18,0.0,105397.92,7202.0,6521.0,116404.82,,,392.0,0.01,,,,,392.0,,,,0.01,392.0,,,,0.12,,,,1.42,1.42,500393.0,8087774.94,,8.39,1.42,30.78,0.2857,31.57,0.0207
2015-05-11,6923.0,112555.53,0.06,0.3,0.03,0.12,0.0,48140.54,6923.0,2961.0,112555.53,,,,,,,,0.0,,279.0,,,,,,,3560.0,0.12,0.06,,,1.36,1.36,501671.0,8156268.41,,8.52,1.37,42.78,0.3939,43.98,0.0136
2015-05-12,6751.0,109372.87,0.05,0.37,0.03,0.11,0.0,45184.56,6751.0,2789.0,109372.87,,,,,,,,0.0,,172.0,,,,,,,172.0,0.11,0.0,,,1.33,1.33,501843.0,8130352.57,,8.53,1.32,41.32,0.3926,45.1,0.0133
2015-05-13,6431.0,104188.56,0.05,0.37,0.03,0.11,0.0,40000.24,6431.0,2469.0,104188.56,,,,,,,,0.01,,320.0,,,,,,,320.0,0.11,0.01,,,1.24,1.24,513201.0,8314363.39,,8.71,1.23,38.39,0.3919,47.35,0.0124
2015-05-14,9712.0,157251.39,0.08,0.61,0.04,0.16,0.0,93100.85,6431.0,5750.0,104127.23,,,,,,3281.0,,,,,,,,,0.06,,,0.11,,,,1.24,1.24,513201.0,8309469.71,,8.71,1.23,31.34,0.286,33.79,0.0187
2015-05-15,9702.0,157089.47,0.08,0.64,0.04,0.16,0.0,92938.94,6421.0,5740.0,103965.32,,,,,,,,0.0,,10.0,,,,,,,10.0,0.11,0.0,,,1.24,1.24,513211.0,8309631.63,,8.7,1.23,31.4,0.286,33.78,0.0187
2015-05-18,9094.0,147331.79,0.07,0.66,0.04,0.16,0.0,83143.47,5813.0,5132.0,94176.34,,,,,,,,0.01,,608.0,,,,,,,608.0,0.1,0.01,,,1.12,1.12,513819.0,8324375.61,,8.75,1.13,33.48,0.2939,36.08,0.0175
2015-05-19,5328.0,86369.67,0.04,0.41,0.02,0.09,0.0,22143.58,5328.0,1366.0,86369.67,,,,,,,,0.01,,485.0,,,,,,,3766.0,0.09,0.06,,,1.03,1.03,514304.0,8337137.28,,8.77,1.04,25.65,0.4219,57.14,0.0103
2015-05-20,5328.0,86420.48,0.04,0.41,0.02,0.09,0.0,22156.6,5328.0,1366.0,86420.48,,,,,,,,,,,,,,,,,,0.09,,,,1.02,1.02,514940.0,8352357.44,,8.76,1.03,25.65,0.4219,57.14,0.0102
2015-05-21,5084.0,82414.3,0.04,0.41,0.02,0.09,0.0,18188.21,5084.0,1122.0,82414.3,,,,,,,,0.0,,244.0,,,,,,,244.0,0.09,0.0,,,0.98,0.98,514185.0,8335208.23,,8.74,0.98,22.07,0.4399,59.89,0.0098
2015-05-22,5034.0,82083.8,0.04,0.42,0.02,0.09,0.0,17479.9,5034.0,1072.0,82083.8,,,,,,,,0.0,,50.0,,,,,,,50.0,0.09,0.0,,,0.97,0.97,514624.0,8391397.15,,8.78,0.98,21.31,0.4443,60.48,0.0097
2015-05-25,5034.0,82803.83,0.04,0.4,0.02,0.09,0.0,17633.24,5034.0,1072.0,82803.83,,,,,,,,,,,,,,,,,,0.09,,,,0.97,0.97,514624.0,8465005.9,,8.82,0.97,21.29,0.4444,60.49,0.0097
2015-05-26,4997.0,81051.64,0.04,0.4,0.02,0.09,0.0,16787.76,4997.0,1035.0,81051.64,,,,,,,,0.0,,37.0,,,,,,,37.0,0.09,0.0,,,0.96,0.96,514661.0,8347832.04,,8.86,0.98,20.64,0.4484,60.99,0.0096
2015-05-27,4997.0,81909.33,0.04,0.31,0.02,0.08,0.0,16965.41,4997.0,1035.0,81909.33,,,,,,,,,,,,,,,,,,0.08,,,,0.96,0.96,516115.0,8460002.42,,8.82,0.95,20.71,0.4479,60.94,0.0096
2015-05-28,3987.0,65391.73,0.03,0.23,0.02,0.07,0.0,410.03,3962.0,25.0,64981.7,,,,,,25.0,,0.02,,1035.0,,,,,0.0,,1035.0,0.07,0.02,,,100.0,0.76,0.0,0.0,,0.0,100.0,23.0,0.6362,76.37,0.0077
2015-05-29,3987.0,65391.73,0.03,0.23,0.02,0.07,0.0,410.03,3962.0,25.0,64981.7,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.76,0.0,0.0,,0.0,100.0,23.0,0.6362,76.37,0.0077
2015-06-01,3987.0,65315.69,0.03,0.23,0.02,0.07,0.0,409.55,3962.0,25.0,64906.14,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.76,0.0,0.0,,0.0,100.0,23.0,0.6363,76.38,0.0077
2015-06-02,3987.0,65391.73,0.03,0.23,0.02,0.07,0.0,410.03,3962.0,25.0,64981.7,,,,,,,,,,,,,,,,,,0.07,,,,100.0,0.76,0.0,0.0,,0.0,100.0,23.0,0.636,76.36,0.0076
2015-06-03,4159.0,68212.74,0.03,0.24,0.02,0.07,0.0,410.03,4134.0,25.0,67802.71,,,,,,,,0.01,,828.0,,,,,,1000.0,,0.07,,,,4.01,0.8,99000.0,1623722.36,,1.7,3.97,24.28,0.592,72.98,0.008
2015-06-04,4159.0,68212.74,0.03,0.25,0.02,0.07,0.0,410.03,4134.0,25.0,67802.71,,,,,,,,,,,,,,,,,,0.07,,,,4.01,0.8,99000.0,1623722.36,,1.7,4.01,18.86,0.6343,77.3,0.008
2015-06-05,9159.0,150218.92,0.07,0.54,0.04,0.16,0.0,98817.45,7408.0,6025.0,121500.36,,,,,,6000.0,,,,,,,,,0.1,3274.0,,0.13,,,,6.96,1.43,99000.0,1623722.36,,1.7,7.03,39.71,0.4981,58.32,0.0177
2015-06-08,9159.0,149345.55,0.07,0.52,0.04,0.16,0.0,98242.93,7408.0,6025.0,120793.96,,,,,,,,,,,,,,,,,,0.13,,,,6.96,1.43,99000.0,1614282.11,,1.7,6.87,39.67,0.4983,58.36,0.0177
2015-06-09,9070.0,147980.82,0.07,0.52,0.04,0.15,0.0,98300.38,7319.0,6025.0,119412.53,,,,,,,,0.0,,89.0,,,,,,,,0.12,,,,6.88,1.41,99000.0,1615226.14,,1.7,6.83,40.36,0.5156,59.39,0.0175
2015-06-10,4070.0,66364.93,0.03,0.24,0.02,0.07,0.0,16713.53,4045.0,1025.0,65957.28,,,,,,,,0.06,,3274.0,,,,,,,5000.0,0.07,0.08,,,3.93,0.78,99000.0,1614282.11,,1.69,3.91,19.77,0.6749,79.74,0.0078
2015-06-11,4070.0,66753.03,0.03,0.24,0.02,0.07,0.0,16811.27,4045.0,1025.0,66343.0,,,,,,,,,,,,,,,,,,0.07,,,,3.93,0.78,99000.0,1623722.36,,1.69,3.93,19.53,0.6779,79.98,0.0078
2015-06-12,2070.0,33990.04,0.02,0.12,0.01,0.04,0.0,16830.81,2045.0,1025.0,33579.53,,,,,,,,0.03,,2000.0,,,,,,,,0.04,,,,2.02,0.39,99000.0,1625610.41,,1.7,2.02,32.18,0.5527,67.01,0.004
2015-06-15,2070.0,33950.56,0.02,0.13,0.01,0.04,0.0,16811.27,2045.0,1025.0,33540.53,,,,,,,,,,,,,,,,,,0.04,,,,2.02,0.39,99000.0,1623722.36,,1.7,2.02,32.15,0.553,67.05,0.004
2015-06-16,1025.0,16762.4,0.01,0.06,0.0,0.02,0.0,16762.4,1000.0,1025.0,16353.56,,,,,,,,0.02,,1045.0,,,,,,,,0.02,,,,1.0,0.19,99000.0,1619002.24,,1.7,1.0,2.43,0.9525,97.57,0.002
2015-06-17,1025.0,16811.27,0.01,0.06,0.0,0.02,0.0,16811.27,1000.0,1025.0,16401.24,,,,,,,,,,,,,,,,,,0.02,,,,1.0,0.19,99000.0,1623722.36,,1.7,1.0,2.45,0.9523,97.55,0.002
2015-06-18,1035.0,16975.28,0.01,0.06,0.0,0.02,0.0,16975.28,1000.0,1035.0,16401.24,,,,0.0,,,,,10.0,,,,0.0,,,,,0.02,,,,1.0,0.19,99000.0,1623722.36,,1.7,1.0,3.38,0.9347,96.62,0.002
2015-06-19,4316.0,70581.96,0.03,0.27,0.02,0.07,0.0,70581.96,1000.0,4316.0,16353.56,,,,,,3281.0,,,,,,,,,0.06,,,0.02,,,,1.0,0.19,99000.0,1619002.24,,1.7,1.0,23.09,0.6325,76.1,0.0081
2015-06-22,1035.0,16925.93,0.01,0.06,0.0,0.02,0.0,16925.93,1000.0,1035.0,16353.56,,,,,,,,,,,,,,,,,3281.0,0.02,0.06,,,1.0,0.19,99000.0,1619002.24,,1.7,1.0,3.38,0.9347,96.62,0.002
2015-06-23,1035.0,16965.41,0.01,0.07,0.0,0.02,0.0,573.71,1000.0,35.0,16391.7,,,,,,,,,,,,,,,,,1000.0,0.02,0.02,,,1.0,0.19,99000.0,1622778.33,,1.71,1.0,3.36,0.9351,96.64,0.002
2015-06-24,1035.0,16965.41,0.01,0.07,0.0,0.02,0.0,573.71,1000.0,35.0,16391.7,,,,,,,,,,,,,,,,,,0.02,,,,1.0,0.19,99000.0,1622778.33,,1.71,1.0,3.37,0.9348,96.63,0.002
2015-06-25,1035.0,16925.93,0.01,0.07,0.0,0.02,0.0,572.37,1000.0,35.0,16353.56,,,,,,,,,,,,,,,,,,0.02,,,,1.0,0.19,99000.0,1619002.24,,1.71,1.0,3.36,0.9351,96.64,0.002
2015-06-26,1035.0,16876.59,0.01,0.06,0.0,0.02,0.0,570.71,1000.0,35.0,16305.88,,,,,,,,,,,,,,,,,,0.02,,,,1.0,0.19,99000.0,1614282.11,,1.72,1.0,3.34,0.9355,96.66,0.002
2015-06-29,1035.0,16679.2,0.01,0.06,0.0,0.02,0.0,564.03,1000.0,35.0,16115.17,,,,,,,,,,,,,,,,,,0.02,,,,1.0,0.19,99000.0,1595401.62,,1.7,1.0,3.32,0.9358,96.68,0.002
2015-06-30,35.0,560.69,0.0,0.0,0.0,0.0,0.0,560.69,0.0,35.0,0.0,,,,,,,,0.02,,1000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.32,1.0,100.0,0.0001
2015-07-01,35.0,562.36,0.0,0.0,0.0,0.0,0.0,562.36,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-02,35.0,561.69,0.0,0.0,0.0,0.0,0.0,561.69,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-03,35.0,564.03,0.0,0.0,0.0,0.0,0.0,564.03,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-06,35.0,562.36,0.0,0.0,0.0,0.0,0.0,562.36,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-07,35.0,561.03,0.0,0.0,0.0,0.0,0.0,561.03,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-08,3227.0,51542.08,0.03,0.27,0.01,0.05,0.0,559.02,3192.0,35.0,50983.05,,,,,,,,,,,,,,,,3192.0,,0.05,,,,2.27,0.6,137462.0,2195561.46,,2.31,2.27,1.08,0.9786,98.92,0.006
2015-07-09,3227.0,52003.65,0.03,0.31,0.01,0.06,0.0,52003.65,3192.0,3227.0,51439.62,,,,,,3192.0,,,,,,,,,0.06,,,0.05,,,,2.27,0.6,137462.0,2215223.21,,2.3,2.27,1.04,0.9794,98.96,0.006
2015-07-10,3227.0,52311.36,0.03,0.32,0.01,0.06,0.0,52311.36,3192.0,3227.0,51743.99,,,,,,,,,,,,,,,,,,0.05,,,,2.27,0.6,137462.0,2228331.04,,2.32,2.27,1.05,0.9791,98.95,0.006
2015-07-13,3227.0,52588.3,0.03,0.35,0.01,0.06,0.0,52588.3,3192.0,3227.0,52017.93,,,,,,,,,,,,,,,,,,0.05,,,,2.26,0.6,138215.0,2252399.23,,2.35,2.26,1.03,0.9797,98.97,0.006
2015-07-14,3227.0,51726.7,0.03,0.35,0.01,0.06,0.0,51726.7,3192.0,3227.0,51165.68,,,,,,,,,,,,,,,,,,0.05,,,,2.26,0.6,138215.0,2215496.26,,2.36,2.26,1.01,0.9799,98.99,0.006
2015-07-15,35.0,570.37,0.0,0.0,0.0,0.0,0.0,570.37,0.0,35.0,0.0,,,,,,,,0.05,,3192.0,,,,,,,3192.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-16,35.0,572.37,0.0,0.0,0.0,0.0,0.0,572.37,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-17,35.0,572.37,0.0,0.0,0.0,0.0,0.0,572.37,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-20,35.0,575.04,0.0,0.0,0.0,0.0,0.0,575.04,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-21,35.0,578.05,0.0,0.0,0.0,0.0,0.0,578.05,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,35.0,0.0,0.0,,,0.0,0.0,547179.0,9057894.78,,9.47,0.0,,0.0,100.0,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,548799.0,9131810.11,,9.51,0.0,,0.0,,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,547684.0,9191594.38,,9.58,0.0,,0.0,,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,547684.0,9191594.38,,9.62,0.0,,0.0,,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,547684.0,9269931.83,,9.66,0.0,,0.0,,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,545174.0,9305426.78,,9.7,0.0,,0.0,,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,545759.0,9497556.91,,9.82,0.0,,0.0,,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,549673.0,9565670.19,,10.02,0.0,,0.0,,0.0
2015-08-03,30.0,524.93,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,524.93,,,,,,,,,,,,,,,,30.0,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-04,30.0,525.51,0.0,0.0,0.0,0.0,0.0,525.51,30.0,30.0,525.51,,,,,,30.0,,,,,,,,,0.0,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-05,30.0,532.09,0.0,0.0,0.0,0.0,0.0,532.09,30.0,30.0,532.09,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-06,30.0,527.22,0.0,0.0,0.0,0.0,0.0,527.22,30.0,30.0,527.22,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-07,30.0,522.93,0.0,0.0,0.0,0.0,0.0,522.93,30.0,30.0,522.93,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-10,30.0,526.37,0.0,0.0,0.0,0.0,0.0,526.37,30.0,30.0,526.37,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-11,30.0,524.93,0.0,0.0,0.0,0.0,0.0,524.93,30.0,30.0,524.93,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-12,30.0,519.21,0.0,0.0,0.0,0.0,0.0,519.21,30.0,30.0,519.21,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-13,30.0,514.92,0.0,0.0,0.0,0.0,0.0,514.92,30.0,30.0,514.92,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2015-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,30.0,,,,,,,30.0,0.0,0.0,,,0.0,0.0,552995.0,9544384.11,,9.97,0.0,,0.0,,0.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,552995.0,9544384.11,,10.02,0.0,,0.0,,0.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,552995.0,9623481.21,,10.04,0.0,,0.0,,0.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,552995.0,9649846.91,,10.08,0.0,,0.0,,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,552995.0,9570749.81,,10.07,0.0,,0.0,,0.0
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,553671.0,9561331.07,,9.99,0.0,,0.0,,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,553674.0,9212928.29,,9.9,0.0,,0.0,,0.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,553674.0,9133734.06,,9.65,0.0,,0.0,,0.0
2015-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,553674.0,9160132.14,,9.6,0.0,,0.0,,0.0
2015-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,554586.0,9386752.97,,9.69,0.0,,0.0,,0.0
2015-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,554586.0,9386752.97,,9.82,0.0,,0.0,,0.0
2015-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,557970.0,9444029.52,,9.91,0.0,,0.0,,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,558012.0,9338320.79,,9.86,0.0,,0.0,,0.0
2015-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,558623.0,9401813.93,,9.82,0.0,,0.0,,0.0
