,SWP FP Equity_DX_SI_QTY,SWP FP Equity_DX_SHORT_INTEREST_VALUE,SWP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SWP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SWP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SWP FP Equity_DX_SI_MV,SWP FP Equity_DX_DSS,SWP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SWP FP Equity_DX_SUPPLY_SI_QTY,SWP FP Equity_DX_BROKER_SI_QTY,SWP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SWP FP Equity_DX_BROKER_SI_MV_NEW_x,SWP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SWP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SWP FP Equity_DX_BROKER_SI_MV_INC_x,SWP FP Equity_DX_SUPPLY_SI_MV_NEW,SWP FP Equity_DX_BROKER_SI_QTY_ADD,SWP FP Equity_DX_BROKER_SI_QTY_NEW,SWP FP Equity_DX_SUPPLY_SI_MV_DEC,SWP FP Equity_DX_BROKER_SI_QTY_INC,SWP FP Equity_DX_SUPPLY_SI_QTY_DEC,SWP FP Equity_DX_BROKER_SI_MV_NEW_y,SWP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SWP FP Equity_DX_BROKER_SI_MV_INC_y,SWP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SWP FP Equity_DX_BROKER_SI_MV_ADD,SWP FP Equity_DX_SUPPLY_SI_QTY_ADD,SWP FP Equity_DX_BROKER_SI_QTY_DEC,SWP FP Equity_DX_SUPPLY_SI_MV,SWP FP Equity_DX_BROKER_SI_MV_DEC,SWP FP Equity_DX_SUPPLY_SI_MV_RMV,SWP FP Equity_DX_BROKER_SI_MV_RMV,SWP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SWP FP Equity_DX_UTILIZATION_QUANTITY,SWP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SWP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SWP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SWP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SWP FP Equity_DX_ACTIVE_UTILIZATION_MV,SWP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SWP FP Equity_DX_BROKER_SI_CON_RATIO,SWP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SWP FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-04-15,204488.0,2021421.3,3.4,25.74,2.2,2.65,1.0,2021421.3,7403.0,204488.0,73180.73,,,,,,,,,,,,,,,,,15.0,0.09,0.0,,,3.87,3.87,183660.0,1815530.68,,2.35,3.86,36.41,0.344,44.21,1.0703
2013-04-16,204488.0,1996153.54,3.4,26.0,2.2,2.65,1.0,1996153.54,7403.0,204488.0,72265.97,,,,,,,,,,,,,,,,,,0.09,,,,3.88,3.88,183516.0,1791430.85,,2.35,3.87,36.37,0.3438,44.2,1.0711
2013-04-17,204315.0,1972374.17,3.4,26.01,2.2,2.65,1.0,1972374.17,7230.0,204315.0,69795.49,,,,,,,,0.0,,173.0,,,,,,,173.0,0.09,0.0,,,3.79,3.79,183674.0,1773114.33,,2.33,3.78,36.44,0.3451,44.32,1.0703
2013-04-18,210315.0,2030295.74,3.5,37.17,2.26,2.65,1.0,2030295.74,7230.0,210315.0,69795.49,,,,0.01,,,,,6000.0,,,,0.01,,,,,0.09,,,,3.87,3.87,179720.0,1734944.01,,2.25,3.85,36.41,0.347,44.61,1.125
2013-04-19,210315.0,2030295.74,3.5,37.2,2.26,2.65,1.0,2030295.74,7230.0,210315.0,69795.49,,,,,,,,,,,,,,,,,,0.09,,,,3.87,3.87,179711.0,1734857.13,,2.25,3.85,36.4,0.3469,44.61,1.125
2013-04-22,210313.0,1997792.01,3.5,35.19,2.26,2.65,1.0,1997792.01,7230.0,210313.0,68678.76,,,,,,,,,,,,,,,,,2.0,0.09,0.0,,,3.85,3.85,180701.0,1716503.56,,2.26,3.84,36.39,0.3472,44.64,1.1191
2013-04-23,210291.0,2030064.05,3.5,37.63,2.26,2.64,1.0,2030064.05,7230.0,210291.0,69795.49,,,,,,,,,,,,,,,,,22.0,0.09,0.0,,,3.86,3.86,180002.0,1737666.33,,2.23,3.84,36.5,0.3483,44.72,1.1232
2013-04-24,208532.0,1985705.44,3.47,38.81,2.24,2.62,1.0,1985705.44,5471.0,208532.0,52096.53,,,,,,,,0.02,,1759.0,,,,,,,1759.0,0.07,0.02,,,2.92,2.92,182079.0,1733811.89,,2.28,2.91,36.7,0.3527,45.02,1.1119
2013-04-25,208532.0,1982484.51,3.47,39.81,2.24,2.62,1.0,1982484.51,5471.0,208532.0,52012.03,,,,,,,,,,,,,,,,,,0.07,,,,2.91,2.91,182281.0,1732919.93,,2.26,2.9,36.79,0.3541,45.14,1.1107
2013-04-26,208539.0,1972887.93,3.47,42.35,2.24,2.62,1.0,1972887.93,5471.0,208539.0,51758.52,,,,0.0,,,,,7.0,,,,0.0,,,,,0.07,,,,2.92,2.92,181875.0,1720632.56,,2.25,2.91,36.8,0.3543,45.16,1.1131
2013-04-29,208336.0,1946833.15,3.47,42.57,2.24,2.61,1.0,1946833.15,5471.0,208336.0,51124.74,,,,,,,,,,,,,,,,,203.0,0.07,0.0,,,2.91,2.91,182391.0,1704385.44,,2.24,2.91,36.85,0.3556,45.27,1.109
2013-04-30,113837.0,1064649.43,1.89,23.53,1.23,1.42,1.0,1064649.43,5471.0,113837.0,51166.99,,,,,,,,,,,,,,,,,94499.0,0.07,1.18,,,2.91,2.91,182391.0,1705794.03,,2.22,2.9,21.25,0.5052,67.57,0.606
2013-05-01,237243.0,2218792.0,3.95,49.04,2.55,2.94,1.0,2218792.0,5471.0,237243.0,51166.99,,,,,,123406.0,,,,,,,,,1.52,,,0.07,,,,2.91,2.91,182235.0,1704335.05,,2.22,2.9,32.68,0.3846,51.62,1.2639
2013-05-02,237233.0,2200377.27,3.95,49.04,2.55,2.94,1.0,2200377.27,5471.0,237233.0,50744.48,,,,,,,,,,,,,,,,,10.0,0.07,0.0,,,2.91,2.91,182404.0,1691828.77,,2.22,2.91,32.65,0.3844,51.61,1.2627
2013-05-03,237225.0,2213127.48,3.95,49.05,2.55,2.94,1.0,2213127.48,5471.0,237225.0,51040.24,,,,,,,,,,,,,,,,,8.0,0.07,0.0,,,2.91,2.91,182646.0,1703947.23,,2.21,2.89,32.72,0.3855,51.69,1.2611
2013-05-06,237185.0,2225576.56,3.95,49.92,2.55,2.94,1.0,2225576.56,5471.0,237185.0,51336.0,,,,,,,,,,,,,,,,,40.0,0.07,0.0,,,2.91,2.91,182646.0,1713821.1,,2.22,2.89,32.7,0.3849,51.64,1.2608
2013-05-07,168585.0,1572768.88,2.8,35.18,1.81,2.07,1.0,1572768.88,5471.0,168585.0,51040.24,,,,,,,,,,,,,,,,,68600.0,0.07,0.87,,,2.91,2.91,182565.0,1703191.56,,2.23,2.9,14.67,0.563,73.35,0.8966
2013-05-08,168585.0,1610051.36,2.8,33.04,1.81,2.06,1.0,1610051.36,5471.0,168585.0,52250.15,,,,,,,,,,,,,,,,,,0.07,,,,2.91,2.91,182565.0,1743565.72,,2.2,2.91,14.64,0.5669,73.63,0.8966
2013-05-09,168585.0,1608670.53,2.8,31.74,1.81,2.05,1.0,1608670.53,5471.0,168585.0,52205.34,,,,,,,,,,,,,,,,,,0.06,,,,2.91,2.91,182565.0,1742070.38,,2.15,2.89,14.22,0.5725,74.09,0.8966
2013-05-10,166863.0,1599072.51,2.78,31.63,1.8,2.03,1.0,1599072.51,5471.0,166863.0,52429.39,,,,,,,,,,,,,,,,,1722.0,0.06,0.02,,,2.9,2.9,183216.0,1755785.7,,2.15,2.88,14.35,0.5845,74.87,0.8843
2013-05-13,166963.0,1600030.83,2.78,31.41,1.8,2.03,1.0,1600030.83,5471.0,166963.0,52429.39,,,,0.0,,,,,100.0,,,,0.0,,,,,0.06,,,,2.9,2.9,183216.0,1755785.7,,2.16,2.88,14.39,0.5829,74.75,0.8849
2013-05-14,166963.0,1597295.73,2.78,31.33,1.8,2.03,1.0,1597295.73,5471.0,166963.0,52339.77,,,,,,,,,,,,,,,,,,0.06,,,,2.9,2.9,183478.0,1755290.85,,2.16,2.88,14.39,0.583,74.76,0.8836
2013-05-15,167184.0,1580238.98,2.78,31.13,1.8,2.03,1.0,1580238.98,4292.0,167184.0,40568.39,,,,0.0,,,,0.01,400.0,1179.0,,,0.0,,,,179.0,0.05,0.0,,,2.27,2.27,184657.0,1745395.43,,2.17,2.26,14.37,0.5831,74.78,0.8848
2013-05-16,142284.0,1357701.32,2.37,33.94,1.53,1.74,1.0,1357701.32,5292.0,142284.0,50497.28,,,,0.0,,,,,100.0,,,,0.0,,,1000.0,25000.0,0.06,0.29,,,2.82,2.82,182580.0,1742213.51,,2.11,2.81,4.95,0.7659,87.26,0.7573
2013-05-17,142284.0,1367024.59,2.37,34.02,1.53,1.74,1.0,1367024.59,5292.0,142284.0,50844.05,,,,,,,,,,,,,,,,,,0.06,,,,2.82,2.82,182562.0,1754004.27,,2.13,2.81,4.98,0.7643,87.16,0.7574
2013-05-20,140982.0,1344122.64,2.35,29.04,1.52,1.73,1.0,1344122.64,3954.0,140982.0,37697.44,,,,0.0,,,,0.02,36.0,1338.0,,,0.0,,,,1338.0,0.05,0.02,,,2.09,2.09,185106.0,1764800.94,,2.17,2.1,4.99,0.7789,88.02,0.7457
2013-05-21,141107.0,1351093.23,2.35,26.72,1.52,1.73,1.0,1351093.23,3954.0,141107.0,37859.37,,,,0.0,,,,,125.0,,,,0.0,,,,,0.05,,,,2.09,2.09,185106.0,1772381.7,,2.15,2.09,5.01,0.7775,87.94,0.7464
2013-05-22,140922.0,1347013.36,2.34,26.29,1.52,1.73,1.0,1347013.36,3954.0,140922.0,37794.6,,,,,,,,,,,,,,,,,185.0,0.05,0.0,,,2.09,2.09,185676.0,1774797.78,,2.17,2.09,5.0,0.7792,88.04,0.7431
2013-05-23,140826.0,1326486.8,2.34,25.8,1.52,1.72,1.0,1326486.8,3954.0,140826.0,37244.04,,,,,,,,,,,,,,,,,96.0,0.05,0.0,,,1.7,1.7,228248.0,2149943.62,,2.66,1.71,4.94,0.7824,88.22,0.6065
2013-05-24,140813.0,1326364.35,2.34,24.85,1.52,1.72,1.0,1326364.35,3954.0,140813.0,37244.04,,,,,,,,,,,,,,,,,13.0,0.05,0.0,,,1.7,1.7,228623.0,2153475.87,,2.63,1.7,4.94,0.7831,88.26,0.6054
2013-05-27,140813.0,1314830.75,2.34,24.91,1.52,1.72,1.0,1314830.75,3954.0,140813.0,36920.18,,,,,,,,,,,,,,,,,,0.05,,,,1.7,1.7,228623.0,2134749.99,,2.63,1.7,4.91,0.7842,88.33,0.6054
2013-05-28,140813.0,1327517.71,2.34,24.7,1.52,1.72,1.0,1327517.71,3954.0,140813.0,37276.42,,,,,,,,,,,,,,,,,,0.05,,,,2.03,2.03,190624.0,1797112.03,,2.18,2.03,4.95,0.7833,88.28,0.7237
2013-05-29,150813.0,1432910.34,2.51,23.93,1.62,1.84,1.0,1432910.34,3954.0,150813.0,37567.9,,,,0.11,,,,,10000.0,,,,0.11,,,,,0.05,,,,2.03,2.03,190624.0,1811164.17,,2.19,2.03,4.68,0.7948,88.94,0.7751
2013-05-30,150770.0,1448555.69,2.51,24.02,1.62,1.84,1.0,1448555.69,3954.0,150770.0,37988.92,,,,,,,,,,,,,,,,,43.0,0.05,0.0,,,2.02,2.02,192068.0,1845335.24,,2.23,2.02,4.72,0.7935,88.87,0.7691
2013-05-31,17364.0,166401.75,0.29,2.8,0.19,0.21,0.0,166401.75,3954.0,17364.0,37891.76,,,,,,,,,,,,,,,,,133406.0,0.05,1.63,,,2.02,2.02,191816.0,1838200.76,,2.25,2.02,28.5,0.2975,42.19,0.0887
2013-06-03,118008.0,1124121.91,1.96,19.09,1.27,1.36,1.0,1124121.91,2635.0,118008.0,25100.51,,,,,,101963.0,,0.02,,1319.0,,,,,1.17,,1319.0,0.03,0.02,,,1.35,1.35,193095.0,1839386.49,,2.25,1.35,6.36,0.7489,86.18,0.6029
2013-06-04,118008.0,1122188.77,1.96,19.73,1.27,1.36,1.0,1122188.77,2635.0,118008.0,25057.35,,,,,,,,,,,,,,,,,,0.03,,,,1.35,1.35,192615.0,1831658.79,,2.24,1.35,6.31,0.7498,86.23,0.6044
2013-06-05,118113.0,1142535.88,1.96,19.48,1.27,1.37,1.0,1142535.88,2635.0,118113.0,25489.0,,,,0.0,,,,,105.0,,,,0.0,,,,,0.03,,,,1.34,1.34,193750.0,1874191.04,,2.25,1.34,6.38,0.747,86.07,0.6014
2013-06-06,118097.0,1157857.91,1.96,17.07,1.27,1.37,1.0,1157857.91,2635.0,118097.0,25834.32,,,,,,,,,,,,,,,,,16.0,0.03,0.0,,,1.32,1.32,196400.0,1925563.67,,2.32,1.32,6.48,0.7437,85.86,0.5933
2013-06-07,118297.0,1162725.58,1.97,17.33,1.27,1.37,1.0,1162725.58,2635.0,118297.0,25899.07,,,,0.0,,,,,200.0,,,,0.0,,,,,0.03,,,,1.32,1.32,196400.0,1930389.64,,2.35,1.32,6.57,0.7399,85.63,0.5944
2013-06-10,130940.0,1308441.82,2.18,19.06,1.41,1.53,1.0,1308441.82,2635.0,130940.0,26330.72,,,,0.13,,1800.0,,,10843.0,,,,0.13,,0.02,,,0.03,,,,1.44,1.44,180796.0,1806636.99,,2.17,1.43,6.0,0.7344,85.36,0.7138
2013-06-11,130940.0,1298789.38,2.18,18.64,1.41,1.53,1.0,1298789.38,2635.0,130940.0,26136.47,,,,,,,,,,,,,,,,,,0.03,,,,1.31,1.31,198413.0,1968051.76,,2.4,1.31,5.95,0.7345,85.37,0.6513
2013-06-12,130140.0,1279128.86,2.17,18.76,1.4,1.51,1.0,1279128.86,1635.0,130140.0,16070.2,,,,,,200.0,,0.01,,1000.0,,,,,0.0,,1000.0,0.02,0.01,,,0.82,0.82,197448.0,1940690.3,,2.39,0.82,5.94,0.7453,86.0,0.6537
2013-06-13,130140.0,1279128.86,2.17,18.69,1.4,1.51,1.0,1279128.86,1635.0,130140.0,16070.2,,,,,,,,,,,,,,,,,,0.02,,,,0.82,0.82,197508.0,1941280.03,,2.37,0.82,5.95,0.7456,86.02,0.6535
2013-06-14,128383.0,1292354.48,2.14,18.41,1.38,1.5,1.0,1292354.48,1635.0,128383.0,16458.56,,,,,,,,,,,,,,,,,1757.0,0.02,0.02,,,0.82,0.82,197536.0,1988476.15,,2.38,0.82,6.16,0.7646,87.11,0.6446
2013-06-17,128383.0,1294457.58,2.14,17.88,1.38,1.5,1.0,1294457.58,1635.0,128383.0,16485.35,,,,,,,,,,,,,,,,,,0.02,,,,0.82,0.82,198028.0,1996672.81,,2.43,0.82,6.17,0.7633,87.04,0.643
2013-06-18,128383.0,1280787.43,2.14,18.04,1.38,1.49,1.0,1280787.43,1635.0,128383.0,16311.25,,,,,,,,,,,,,,,,,,0.02,,,,0.82,0.82,198873.0,1984016.88,,2.44,0.82,6.15,0.7635,87.05,0.6403
2013-06-19,128383.0,1284993.63,2.14,18.32,1.38,1.48,1.0,1284993.63,1635.0,128383.0,16364.82,,,,,,,,,,,,,,,,,,0.02,,,,0.82,0.82,198617.0,1987970.21,,2.42,0.82,6.18,0.7628,87.0,0.6411
2013-06-20,128383.0,1277632.78,2.14,18.92,1.38,1.49,1.0,1277632.78,1635.0,128383.0,16271.08,,,,,,,,,,,,,,,,,,0.02,,,,0.82,0.82,198077.0,1971208.56,,2.42,0.82,6.11,0.7648,87.13,0.6428
2013-06-21,128383.0,1284993.63,2.14,18.49,1.38,1.49,1.0,1284993.63,1635.0,128383.0,16364.82,,,,,,,,,,,,,,,,,,0.02,,,,0.82,0.82,198077.0,1982565.32,,2.41,0.82,6.13,0.7645,87.11,0.6428
2013-06-24,128383.0,1260807.99,2.14,18.16,1.38,1.49,1.0,1260807.99,1635.0,128383.0,16056.81,,,,,,,,,,,,,,,,,,0.02,,,,0.81,0.81,199065.0,1954953.09,,2.42,0.82,6.02,0.7674,87.28,0.6397
2013-06-25,129331.0,1281770.45,2.15,18.23,1.39,1.5,1.0,1276289.79,2188.0,128778.0,21684.78,,,,0.01,,,,,500.0,,,,0.01,,,553.0,105.0,0.03,0.0,,,1.08,1.08,200144.0,1983582.17,,2.41,1.08,6.03,0.7548,86.56,0.6392
2013-06-26,129331.0,1278592.51,2.15,18.26,1.39,1.5,1.0,1273125.44,2188.0,128778.0,21631.01,,,,,,,,,,,,,,,,,,0.03,,,,1.09,1.09,198650.0,1963894.21,,2.4,1.09,6.02,0.7546,86.55,0.644
2013-06-27,129331.0,1269058.68,2.15,18.35,1.39,1.5,1.0,1263632.37,2188.0,128778.0,21469.72,,,,,,,,,,,,,,,,,,0.03,,,,0.96,0.96,224818.0,2206023.56,,2.71,0.96,5.98,0.756,86.63,0.5697
2013-06-28,130678.0,1270502.28,2.17,18.39,1.41,1.52,1.0,1270502.28,1635.0,130678.0,15896.11,,,,,,1900.0,,0.01,,553.0,,,,,0.02,,,0.02,,,,0.72,0.72,226303.0,2200205.67,,2.71,0.72,5.87,0.7418,85.81,0.5733
2013-07-01,112696.0,1105827.97,1.87,17.57,1.21,1.36,1.0,1105827.97,1635.0,112696.0,16043.42,,,,,,,,,,,,,,,,,17982.0,0.02,0.16,,,0.72,0.72,225077.0,2208565.0,,2.68,0.72,6.61,0.7143,84.11,0.4971
2013-07-02,112696.0,1091058.98,1.87,18.97,1.21,1.36,1.0,1091058.98,1635.0,112696.0,15829.15,,,,,,,,,,,,,,,,,,0.02,,,,0.73,0.73,223599.0,2164759.14,,2.68,0.73,6.53,0.7154,84.18,0.5004
2013-07-03,112696.0,1082751.42,1.87,19.2,1.21,1.36,1.0,1082751.42,1635.0,112696.0,15708.62,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,223907.0,2151235.38,,2.65,0.72,6.49,0.7174,84.3,0.4997
2013-07-04,112696.0,1086443.67,1.87,19.62,1.21,1.36,1.0,1086443.67,1635.0,112696.0,15762.19,,,,,,,,,,,,,,,,,,0.02,,,,0.73,0.73,221545.0,2135800.41,,2.61,0.73,6.51,0.7171,84.28,0.505
2013-07-05,112696.0,1093828.16,1.87,20.1,1.21,1.36,1.0,1093828.16,1635.0,112696.0,15869.32,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,224079.0,2174912.34,,2.65,0.72,6.55,0.7162,84.22,0.4993
2013-07-08,112696.0,1096597.35,1.87,17.19,1.21,1.36,1.0,1096597.35,1635.0,112696.0,15909.5,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,226359.0,2202604.17,,2.69,0.72,6.56,0.7156,84.19,0.4943
2013-07-09,112696.0,1093828.16,1.87,18.07,1.21,1.36,1.0,1093828.16,1635.0,112696.0,15869.32,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,6.54,0.7157,84.19,0.496
2013-07-10,112696.0,1097520.41,1.87,17.65,1.21,1.36,1.0,1097520.41,1635.0,112696.0,15922.89,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,6.57,0.7158,84.19,0.4952
2013-07-11,112696.0,1098443.47,1.87,17.66,1.21,1.36,1.0,1098443.47,1635.0,112696.0,15936.28,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,225939.0,2202218.53,,2.68,0.72,6.57,0.7153,84.17,0.4952
2013-07-12,112696.0,1107674.09,1.87,18.14,1.21,1.36,1.0,1107674.09,1635.0,112696.0,16070.2,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,225939.0,2220724.57,,2.69,0.72,6.62,0.7138,84.07,0.4952
2013-07-15,128396.0,1261987.31,2.14,20.65,1.38,1.55,1.0,1261987.31,1635.0,128396.0,16070.2,,,,0.19,,,,,15700.0,,,,0.19,,,,,0.02,,,,0.72,0.72,225543.0,2216832.34,,2.71,0.72,6.36,0.7359,85.43,0.5652
2013-07-16,123396.0,1206778.76,2.05,20.19,1.33,1.49,1.0,1206778.76,1635.0,123396.0,15989.85,,,,,,,,,,,,,,,,,5000.0,0.02,0.06,,,0.72,0.72,226106.0,2211254.16,,2.71,0.72,6.59,0.7955,88.91,0.5418
2013-07-17,123396.0,1212842.98,2.05,20.58,1.33,1.49,1.0,1212842.98,1635.0,123396.0,16070.2,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,225826.0,2219613.91,,2.7,0.72,6.62,0.7947,88.87,0.5425
2013-07-18,123396.0,1212842.98,2.05,24.87,1.33,1.49,1.0,1212842.98,1635.0,123396.0,16070.2,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,226526.0,2226494.12,,2.72,0.72,6.62,0.7948,88.88,0.5408
2013-07-19,123396.0,1221939.3,2.05,25.02,1.33,1.49,1.0,1221939.3,1635.0,123396.0,16190.73,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,223974.0,2217921.43,,2.69,0.72,6.66,0.7942,88.83,0.5469
2013-07-22,123396.0,1219917.89,2.05,24.24,1.33,1.49,1.0,1219917.89,1635.0,123396.0,16163.94,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,224358.0,2218048.71,,2.71,0.72,6.68,0.7935,88.79,0.546
2013-07-23,123396.0,1236089.13,2.05,25.17,1.33,1.49,1.0,1236089.13,1635.0,123396.0,16378.21,,,,,,,,,,,,,,,,,,0.02,,,,0.72,0.72,226526.0,2269168.59,,2.74,0.72,6.73,0.7927,88.75,0.5408
2013-07-24,123196.0,1251239.78,2.05,23.78,1.33,1.49,1.0,1251239.78,1635.0,123196.0,16605.87,,,,,,,,,,,,,,,,,200.0,0.02,0.0,,,0.72,0.72,223906.0,2274100.56,,2.74,0.72,6.8,0.7934,88.78,0.5462
2013-07-25,120196.0,1207971.89,2.0,23.01,1.29,1.45,1.0,1207971.89,1635.0,120196.0,16431.78,,,,,,,,,,,,,,,,,3000.0,0.02,0.04,,,100.0,0.72,0.0,0.0,,0.0,100.0,5.07,0.832,91.05,0.5292
2013-07-26,120196.0,1229630.71,2.0,21.72,1.29,1.45,1.0,1229630.71,1635.0,120196.0,16726.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,5.16,0.8311,90.99,0.5294
2013-07-29,120196.0,1228646.22,2.0,21.74,1.29,1.45,1.0,1228646.22,1635.0,120196.0,16713.01,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,5.15,0.83,90.93,0.5294
2013-07-30,10472.0,104986.46,0.17,1.89,0.11,0.13,0.0,104986.46,1635.0,10472.0,16391.6,,,,,,,,,,,,,,,,,109724.0,0.02,1.32,,,100.0,0.72,0.0,0.0,,0.0,100.0,18.2,0.3851,56.35,0.0461
2013-07-31,121472.0,1219800.77,2.02,22.54,1.31,1.52,1.0,1219800.77,1635.0,121472.0,16418.39,,,,,,111000.0,,,,,,,,,1.39,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,4.85,0.8395,91.47,0.5358
2013-08-01,121472.0,1243679.41,2.02,22.34,1.31,1.52,1.0,1243679.41,1635.0,121472.0,16739.79,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,4.94,0.8377,91.36,0.5355
2013-08-02,121472.0,1282482.21,2.02,22.2,1.31,1.52,1.0,1282482.21,1635.0,121472.0,17262.07,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,5.09,0.8344,91.18,0.5353
2013-08-05,121472.0,1276512.55,2.02,6.89,1.31,1.52,1.0,1276512.55,1635.0,121472.0,17181.72,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,5.06,0.8327,91.08,0.5353
2013-08-06,121472.0,1273527.72,2.02,6.26,1.31,1.52,1.0,1273527.72,1635.0,121472.0,17141.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,5.05,0.8332,91.11,0.5342
2013-08-07,121472.0,1274522.66,2.02,6.26,1.31,1.52,1.0,1274522.66,1635.0,121472.0,17154.94,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.72,0.0,0.0,,0.0,100.0,5.05,0.8333,91.12,0.5342
2013-08-08,121472.0,1273527.72,2.02,6.28,1.31,1.52,1.0,1273527.72,1635.0,121472.0,17141.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.64,0.0,0.0,,0.0,100.0,5.05,0.8334,91.12,0.475
2013-08-09,121472.0,1271537.83,2.02,6.28,1.31,1.52,1.0,1271537.83,1635.0,121472.0,17114.76,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.64,0.0,0.0,,0.0,100.0,5.04,0.8334,91.12,0.475
2013-08-12,121472.0,1290441.76,2.02,6.27,1.31,1.52,1.0,1290441.76,1635.0,121472.0,17369.21,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.64,0.0,0.0,,0.0,100.0,5.11,0.8323,91.06,0.4748
2013-08-13,121472.0,1296411.42,2.02,6.28,1.31,1.52,1.0,1296411.42,1635.0,121472.0,17449.56,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.65,0.0,0.0,,0.0,100.0,5.13,0.831,90.98,0.485
2013-08-14,121473.0,1306371.61,2.03,6.28,1.31,1.52,1.0,1306371.61,1635.0,121473.0,17583.48,,,,0.0,,,,,1.0,,,,0.0,,,,,0.02,,,,0.65,0.65,248836.0,2676086.74,,3.24,0.65,5.17,0.8302,90.94,0.485
2013-08-15,119573.0,1302587.83,2.0,6.15,1.29,1.5,1.0,1302587.83,1635.0,119573.0,17811.14,,,,,,,,,,,,,,,,,1900.0,0.02,0.02,,,0.65,0.65,248836.0,2710735.24,,3.27,0.65,5.32,0.8563,92.37,0.4774
2013-08-16,119473.0,1307369.88,2.0,6.04,1.29,1.5,1.0,1307369.88,1635.0,119473.0,17891.49,,,,,,,,,,,,,,,,,100.0,0.02,0.0,,,0.65,0.65,249625.0,2731598.0,,3.32,0.65,5.34,0.8567,92.39,0.4755
2013-08-19,119079.0,1297206.36,1.99,6.32,1.28,1.5,1.0,1297206.36,1635.0,119079.0,17811.14,,,,,,,,,,,,,,,,,394.0,0.02,0.01,,,0.66,0.66,247951.0,2701094.35,,3.31,0.66,5.34,0.863,92.73,0.4771
2013-08-20,119078.0,1306948.82,1.99,6.33,1.28,1.5,1.0,1306948.82,1635.0,119078.0,17945.06,,,,,,,,,,,,,,,,,1.0,0.02,0.0,,,0.66,0.66,247861.0,2720415.53,,3.3,0.66,5.38,0.8626,92.71,0.4773
2013-08-21,119078.0,1305973.48,1.99,6.39,1.28,1.5,1.0,1305973.48,1635.0,119078.0,17931.66,,,,,,,,,,,,,,,,,,0.02,,,,0.66,0.66,247861.0,2718385.37,,3.32,0.66,5.37,0.8622,92.68,0.4773
2013-08-22,119078.0,1292318.79,1.99,6.41,1.28,1.49,1.0,1292318.79,1635.0,119078.0,17744.18,,,,,,,,,,,,,,,,,,0.02,,,,0.66,0.66,247468.0,2685698.0,,3.31,0.66,5.32,0.8632,92.74,0.478
2013-08-23,119548.0,1319940.81,2.0,6.44,1.29,1.5,1.0,1319940.81,2105.0,119548.0,23241.5,,,,,,470.0,,,,,,,,,0.01,470.0,,0.03,,,,100.0,0.85,0.0,0.0,,0.0,100.0,5.38,0.8547,92.28,0.48
