,SWP FP Equity_DX_SI_QTY,SWP FP Equity_DX_SHORT_INTEREST_VALUE,SWP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SWP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SWP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SWP FP Equity_DX_SI_MV,SWP FP Equity_DX_DSS,SWP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SWP FP Equity_DX_SUPPLY_SI_QTY,SWP FP Equity_DX_BROKER_SI_QTY,SWP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SWP FP Equity_DX_BROKER_SI_MV_NEW_x,SWP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SWP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SWP FP Equity_DX_BROKER_SI_MV_INC_x,SWP FP Equity_DX_SUPPLY_SI_MV_NEW,SWP FP Equity_DX_BROKER_SI_QTY_ADD,SWP FP Equity_DX_BROKER_SI_QTY_NEW,SWP FP Equity_DX_SUPPLY_SI_MV_DEC,SWP FP Equity_DX_BROKER_SI_QTY_INC,SWP FP Equity_DX_SUPPLY_SI_QTY_DEC,SWP FP Equity_DX_BROKER_SI_MV_NEW_y,SWP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SWP FP Equity_DX_BROKER_SI_MV_INC_y,SWP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SWP FP Equity_DX_BROKER_SI_MV_ADD,SWP FP Equity_DX_SUPPLY_SI_QTY_ADD,SWP FP Equity_DX_BROKER_SI_QTY_DEC,SWP FP Equity_DX_SUPPLY_SI_MV,SWP FP Equity_DX_BROKER_SI_MV_DEC,SWP FP Equity_DX_SUPPLY_SI_MV_RMV,SWP FP Equity_DX_BROKER_SI_MV_RMV,SWP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SWP FP Equity_DX_UTILIZATION_QUANTITY,SWP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SWP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SWP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SWP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SWP FP Equity_DX_ACTIVE_UTILIZATION_MV,SWP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SWP FP Equity_DX_BROKER_SI_CON_RATIO,SWP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SWP FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,444511.0,7730443.66,,13.51,0.0,,0.0,,0.0
2006-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,443414.0,7898010.37,,13.71,0.0,,0.0,,0.0
2006-04-12,156.0,2782.1,0.0,0.02,0.0,0.0,0.0,0.0,156.0,0.0,2782.1,,,,,,,,,,,,,,,,156.0,,0.0,,,,0.03,0.03,447224.0,7975781.21,,13.81,0.03,,0.0,,0.0003
2006-04-19,159.0,2773.08,0.0,0.02,0.0,0.0,0.0,0.0,159.0,0.0,2773.08,,,3.0,,,,,,,,,,,3.0,,,,0.0,,,,0.04,0.04,447230.0,7800022.36,,13.64,0.04,,0.0,,0.0004
2006-04-26,18524.0,323174.87,0.35,1.64,0.25,0.59,0.0,261694.18,18524.0,15000.0,323174.87,,,,,,15000.0,,0.0,,159.0,,,,,0.48,18524.0,,0.59,,,,100.0,4.07,0.0,0.0,,0.0,100.0,19.02,0.6919,80.98,0.0407
2006-05-03,18524.0,326366.1,0.35,1.91,0.25,0.58,0.0,264278.31,18524.0,15000.0,326366.1,,,,,,,,,,,,,,,,,,0.58,,,,100.0,3.99,0.0,0.0,,0.0,100.0,19.15,0.6904,80.85,0.0399
2006-05-10,3524.0,63447.37,0.07,0.52,0.05,0.11,0.0,0.0,3524.0,0.0,63447.37,,,,,,,,0.47,,15000.0,,,,,,,15000.0,0.11,0.47,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074
2006-05-17,3524.0,62481.87,0.07,0.53,0.05,0.11,0.0,0.0,3524.0,0.0,62481.87,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071
2006-05-24,3524.0,55546.01,0.07,0.43,0.05,0.1,0.0,0.0,3524.0,0.0,55546.01,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007
2006-05-31,3524.0,55171.63,0.07,0.45,0.05,0.1,0.0,0.0,3524.0,0.0,55171.63,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007
2006-06-07,3524.0,53595.3,0.05,0.48,0.05,0.09,0.0,0.0,3524.0,0.0,53595.3,,,,,,,,,,,,,,,,,,0.09,,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007
2006-06-14,3524.0,53102.69,0.05,0.54,0.05,0.1,0.0,0.0,3524.0,0.0,53102.69,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007
2006-06-21,3524.0,53654.41,0.05,0.55,0.05,0.1,0.0,0.0,3524.0,0.0,53654.41,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074
2006-06-28,3524.0,56058.31,0.05,0.5,0.05,0.1,0.0,0.0,3524.0,0.0,56058.31,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073
2006-07-03,3524.0,56767.66,0.05,0.5,0.05,0.1,0.0,0.0,3524.0,0.0,56767.66,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074
2006-07-04,3524.0,57142.04,0.05,0.48,0.05,0.1,0.0,0.0,3524.0,0.0,57142.04,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074
2006-07-05,3524.0,57240.56,0.05,0.51,0.05,0.1,0.0,0.0,3524.0,0.0,57240.56,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072
2006-07-06,3524.0,58521.33,0.05,0.49,0.05,0.1,0.0,0.0,3524.0,0.0,58521.33,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072
2006-07-07,3524.0,58659.26,0.05,0.48,0.05,0.1,0.0,0.0,3524.0,0.0,58659.26,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072
2006-07-10,3524.0,58304.59,0.05,0.48,0.05,0.1,0.0,0.0,3524.0,0.0,58304.59,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072
2006-07-11,3524.0,57536.13,0.05,0.49,0.05,0.1,0.0,0.0,3524.0,0.0,57536.13,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072
2006-07-12,3524.0,57142.04,0.05,0.46,0.05,0.1,0.0,0.0,3524.0,0.0,57142.04,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0069
2006-07-13,3524.0,57536.13,0.05,0.44,0.05,0.1,0.0,0.0,3524.0,0.0,57536.13,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0069
2006-07-14,3524.0,57142.04,0.05,0.43,0.05,0.1,0.0,0.0,3524.0,0.0,57142.04,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0069
2006-07-17,3524.0,55171.63,0.05,0.45,0.05,0.1,0.0,0.0,3524.0,0.0,55171.63,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0069
2006-07-18,3524.0,55171.63,0.05,0.43,0.05,0.1,0.0,0.0,3524.0,0.0,55171.63,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0069
2006-07-19,3524.0,55743.05,0.05,0.43,0.05,0.1,0.0,0.0,3524.0,0.0,55743.05,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0068
2006-07-20,3524.0,57477.01,0.05,0.43,0.05,0.1,0.0,0.0,3524.0,0.0,57477.01,,,,,,,,,,,,,,,,,,0.1,,,,100.0,0.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0068
2006-07-21,3524.0,58757.78,0.05,0.42,0.05,0.11,0.0,0.0,3524.0,0.0,58757.78,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0068
2006-07-24,3524.0,59703.58,0.05,0.43,0.05,0.11,0.0,0.0,3524.0,0.0,59703.58,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0068
2006-07-25,3524.0,59112.46,0.05,0.43,0.05,0.11,0.0,0.0,3524.0,0.0,59112.46,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0068
2006-07-26,3524.0,59802.1,0.05,0.45,0.05,0.11,0.0,0.0,3524.0,0.0,59802.1,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-07-27,3524.0,61319.32,0.05,0.44,0.05,0.11,0.0,0.0,3524.0,0.0,61319.32,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-07-28,3524.0,61201.1,0.05,0.41,0.05,0.11,0.0,0.0,3524.0,0.0,61201.1,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-07-31,3524.0,60885.83,0.05,0.41,0.05,0.11,0.0,0.0,3524.0,0.0,60885.83,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-01,3524.0,60097.67,0.05,0.41,0.05,0.11,0.0,0.0,3524.0,0.0,60097.67,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-02,3524.0,61674.0,0.05,0.4,0.05,0.11,0.0,0.0,3524.0,0.0,61674.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-03,3524.0,61831.63,0.05,0.4,0.05,0.11,0.0,0.0,3524.0,0.0,61831.63,,,,,,,,,,,,,,,,,,0.11,,,,100.0,8.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0883
2006-08-04,3524.0,61279.91,0.05,0.42,0.05,0.11,0.0,0.0,3524.0,0.0,61279.91,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-07,3524.0,60373.52,0.05,0.42,0.05,0.11,0.0,0.0,3524.0,0.0,60373.52,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-08,3524.0,60275.0,0.05,0.44,0.05,0.11,0.0,0.0,3524.0,0.0,60275.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-09,3524.0,60669.09,0.05,0.44,0.05,0.11,0.0,0.0,3524.0,0.0,60669.09,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-10,3524.0,60097.67,0.05,0.44,0.05,0.11,0.0,0.0,3524.0,0.0,60097.67,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-11,3524.0,60097.67,0.05,0.44,0.05,0.11,0.0,0.0,3524.0,0.0,60097.67,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-14,3524.0,60590.27,0.05,0.46,0.05,0.11,0.0,0.0,3524.0,0.0,60590.27,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-15,3524.0,60590.27,0.05,0.5,0.05,0.11,0.0,0.0,3524.0,0.0,60590.27,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2006-08-16,3524.0,59506.54,0.05,0.55,0.05,0.11,0.0,0.0,3524.0,0.0,59506.54,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0054
2006-08-17,3524.0,58895.71,0.05,0.59,0.05,0.11,0.0,0.0,3524.0,0.0,58895.71,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0054
2006-08-18,3524.0,59486.84,0.05,0.6,0.05,0.11,0.0,0.0,3524.0,0.0,59486.84,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0054
2006-08-21,3524.0,59112.46,0.05,0.61,0.05,0.11,0.0,0.0,3524.0,0.0,59112.46,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0054
2006-08-22,3524.0,59112.46,0.05,0.61,0.05,0.11,0.0,0.0,3524.0,0.0,59112.46,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0054
2006-08-23,3524.0,58718.37,0.05,0.67,0.05,0.11,0.0,0.0,3524.0,0.0,58718.37,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2006-08-24,3524.0,59112.46,0.05,0.72,0.05,0.11,0.0,0.0,3524.0,0.0,59112.46,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2006-08-25,3524.0,59033.64,0.05,0.76,0.05,0.11,0.0,0.0,3524.0,0.0,59033.64,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2006-08-28,3524.0,60097.67,0.05,0.78,0.05,0.11,0.0,0.0,3524.0,0.0,60097.67,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2006-08-29,3524.0,59506.54,0.05,0.83,0.05,0.11,0.0,0.0,3524.0,0.0,59506.54,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2006-08-30,3524.0,60452.34,0.05,0.85,0.05,0.11,0.0,0.0,3524.0,0.0,60452.34,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0053
2006-08-31,3524.0,60491.75,0.05,0.88,0.05,0.11,0.0,0.0,3524.0,0.0,60491.75,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0053
2006-09-01,3524.0,60491.75,0.05,0.93,0.05,0.11,0.0,0.0,3524.0,0.0,60491.75,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0053
2006-09-04,3524.0,59703.58,0.05,0.91,0.05,0.11,0.0,0.0,3524.0,0.0,59703.58,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0053
2006-09-05,3524.0,60097.67,0.05,0.92,0.05,0.11,0.0,0.0,3524.0,0.0,60097.67,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0053
2006-09-06,3524.0,60728.2,0.05,0.92,0.05,0.11,0.0,0.0,3524.0,0.0,60728.2,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0053
2006-09-07,3524.0,60688.79,0.05,0.92,0.05,0.11,0.0,0.0,3524.0,0.0,60688.79,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0053
2006-09-08,3524.0,61082.87,0.05,1.13,0.05,0.11,0.0,0.0,3524.0,0.0,61082.87,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0053
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.11,,3524.0,,,,,,,,0.0,,,,0.0,0.0,665194.0,11422206.37,,20.47,0.0,,0.0,,0.0
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,665194.0,11492874.53,,20.58,0.0,,0.0,,0.0
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,665194.0,11511471.42,,20.54,0.0,,0.0,,0.0
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,665194.0,11567262.07,,20.6,0.0,,0.0,,0.0
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,665194.0,11716037.15,,20.64,0.0,,0.0,,0.0
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,665194.0,11716037.15,,20.58,0.0,,0.0,,0.0
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,665194.0,11745792.16,,20.65,0.0,,0.0,,0.0
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669581.0,11883158.97,,21.22,0.0,,0.0,,0.0
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669587.0,12055486.69,,21.19,0.0,,0.0,,0.0
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669600.0,12115624.95,,21.21,0.0,,0.0,,0.0
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669602.0,12044524.68,,21.27,0.0,,0.0,,0.0
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669596.0,11887169.17,,21.28,0.0,,0.0,,0.0
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669587.0,11980607.89,,21.19,0.0,,0.0,,0.0
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669601.0,11980858.39,,21.06,0.0,,0.0,,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669600.0,12164297.11,,21.06,0.0,,0.0,,0.0
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669613.0,12164533.28,,21.13,0.0,,0.0,,0.0
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,669612.0,12112098.0,,21.14,0.0,,0.0,,0.0
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,670610.0,12133899.71,,21.79,0.0,,0.0,,0.0
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,670611.0,12298903.09,,21.76,0.0,,0.0,,0.0
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,670621.0,12411578.13,,21.83,0.0,,0.0,,0.0
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,680631.0,12596839.1,,22.14,0.0,,0.0,,0.0
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,680633.0,12596876.12,,22.09,0.0,,0.0,,0.0
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,684967.0,12650278.46,,22.56,0.0,,0.0,,0.0
