,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_y,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity
2021-02-08,350553.0,6727112.07,0.24,1.39,0.22,6.86,0.0,5158617.42,265728.0,268818.0,5099320.32,,,,,,,,0.27,,18876.0,,,,,,,36003.0,5.19,0.55,,,1.46,1.46,17943460.0,344334997.4,,348.91,1.47,5.19,0.828,90.81,0.0193
2021-02-09,430511.0,8050555.7,0.29,1.64,0.27,8.25,0.0,6146633.9,325607.0,328697.0,6088850.9,,,7000.0,1.06,,,,,59879.0,,,,1.06,7000.0,,52879.0,,6.21,,,,1.79,1.79,17890976.0,334561251.2,,341.11,1.79,4.19,0.859,92.56,0.0236
2021-02-10,339692.0,6260523.56,0.23,1.25,0.21,6.38,0.0,4679118.98,256553.0,253886.0,4728271.79,,,,,,,,1.37,,69054.0,,,,,,,74811.0,4.79,1.53,,,1.41,1.41,17991628.0,331585704.04,,335.55,1.41,5.37,0.8227,90.5,0.0186
2021-02-11,283668.0,5256368.04,0.19,1.03,0.18,5.26,0.0,3666382.86,200529.0,197862.0,3715802.37,,,,,,,,1.06,,56024.0,,,,,,,56024.0,3.7,1.1,,,1.11,1.11,17940620.0,332439688.6,,330.87,1.11,6.57,0.7884,88.48,0.0156
2021-02-12,236504.0,4351673.6,0.16,0.86,0.15,4.41,0.0,2772843.2,153365.0,150698.0,2821916.0,,,,,,,,0.87,,47164.0,,,,,,,47164.0,2.84,0.86,,,0.85,0.85,17947200.0,330228480.0,,332.39,0.85,7.79,0.7517,86.25,0.0131
2021-02-15,207611.0,3865716.82,0.14,0.74,0.13,3.86,0.0,2520626.64,138039.0,135372.0,2570286.18,,,,,,,,0.29,,15326.0,,,,,,,15326.0,2.55,0.29,,,0.76,0.76,17971804.0,334634990.48,,331.16,0.76,9.03,0.7193,84.2,0.0115
2021-02-16,195137.0,3610034.5,0.13,0.69,0.12,3.66,0.0,2388997.5,131802.0,129135.0,2438337.0,,,,,,,,0.11,,6237.0,,,,,,,6237.0,2.45,0.11,,,0.73,0.73,17986490.0,332750065.0,,334.96,0.73,9.49,0.7046,83.25,0.0108
2021-02-17,160781.0,2919782.96,0.11,0.59,0.1,3.02,0.0,2033139.12,114624.0,111957.0,2081571.84,,,,,,,,0.32,,17178.0,,,,,,,17178.0,2.12,0.31,,,0.63,0.63,18208998.0,330675403.68,,337.2,0.62,11.34,0.6541,79.86,0.0088
2021-02-18,161222.0,2905220.44,0.11,0.6,0.1,2.94,0.0,2061361.86,117060.0,114393.0,2109421.2,,,4431.0,0.0,,,,0.05,2436.0,1995.0,,,0.0,4431.0,,,,2.11,,,,0.64,0.64,18196774.0,327905867.48,,329.53,0.64,11.53,0.6517,79.67,0.0088
2021-02-19,120679.0,2189117.06,0.08,0.45,0.08,2.2,0.0,1667174.84,94573.0,91906.0,1715554.22,,,,,,,,0.41,,22487.0,,,,,,,22487.0,1.71,0.42,,,0.53,0.53,17700472.0,321086562.08,,318.69,0.53,15.73,0.5564,72.47,0.0068
2021-02-22,75191.0,1349678.45,0.05,0.28,0.05,1.38,0.0,1241457.9,71829.0,69162.0,1289330.55,,,,,,,,0.41,,22744.0,,,,,,,22744.0,1.29,0.41,,,0.39,0.39,18231316.0,327252122.2,,329.9,0.39,25.41,0.3863,55.16,0.0041
2021-02-23,36827.0,671356.21,0.02,0.14,0.02,0.69,0.0,561447.54,33465.0,30798.0,610066.95,,,,,,,,0.69,,38364.0,,,,,,,38364.0,0.6,0.69,,,0.18,0.18,18255220.0,332792660.6,,328.37,0.18,26.6,0.3803,54.86,0.002
2021-02-24,35391.0,661457.79,0.02,0.13,0.02,0.68,0.0,548775.78,32029.0,29362.0,598622.01,,,,,,,,0.03,,1436.0,,,,,,,1436.0,0.58,0.03,,,0.18,0.18,18223236.0,340592280.84,,333.12,0.17,27.66,0.4138,57.43,0.0019
2021-02-25,35391.0,655441.32,0.02,0.13,0.02,0.68,0.0,543784.24,32029.0,29362.0,593177.08,,,,,,,,,,,,,,,,,,0.6,,,,0.18,0.18,18109280.0,335383865.6,,335.42,0.18,28.23,0.4076,56.58,0.002
2021-02-26,35391.0,658980.42,0.02,0.13,0.02,0.69,0.0,546720.44,32029.0,29362.0,596379.98,,,,,,,,,,,,,,,,,,0.6,,,,0.18,0.18,18086704.0,336774428.48,,336.99,0.18,28.01,0.4104,56.95,0.002
2021-03-01,81421.0,1534785.85,0.05,0.3,0.05,1.55,0.0,553473.7,52059.0,29362.0,981312.15,,,20030.0,,,,,,,,,,,20030.0,,,,0.97,,,,0.29,0.29,18145924.0,342050667.4,,339.25,0.29,34.54,0.4718,59.26,0.0045
2021-03-02,35391.0,674906.37,0.02,0.13,0.02,0.69,0.0,559933.34,32029.0,29362.0,610793.03,,,,,,,,0.37,,20030.0,,,,,,,,0.6,,,,0.18,0.18,18179612.0,346685200.84,,342.14,0.18,27.84,0.4115,57.13,0.0019
2021-03-03,39891.0,765508.29,0.03,0.15,0.02,0.79,0.0,563456.78,36529.0,29362.0,700991.51,,,,,,,,,,,,,,,,4500.0,,0.7,,,,0.2,0.2,18196708.0,349194826.52,,345.76,0.2,24.57,0.3313,50.02,0.0022
2021-03-04,101073.0,1944644.52,0.07,0.38,0.06,1.98,0.0,1196785.72,64870.0,62203.0,1248098.8,,,1246.0,,,32841.0,,0.09,,4500.0,,,,1246.0,0.64,31595.0,,1.25,,,,0.36,0.36,18190302.0,349981410.48,,348.2,0.36,18.7,0.4951,67.14,0.0055
2021-03-05,109713.0,2063701.53,0.07,0.41,0.07,2.14,0.0,1251297.63,69190.0,66523.0,1301463.9,,,4320.0,0.08,,,,,4320.0,,,,0.08,4320.0,,,,1.34,,,,0.38,0.38,18223904.0,342791634.24,,348.49,0.38,16.82,0.5274,70.08,0.006
2021-03-08,109713.0,2103198.21,0.07,0.41,0.07,2.11,0.0,1275245.91,69190.0,66523.0,1326372.3,,,,,,,,,,,,,,,,,,1.31,,,,0.38,0.38,18239030.0,349642205.1,,344.49,0.38,17.42,0.5225,69.59,0.006
2021-03-09,109713.0,2122946.55,0.07,0.41,0.07,2.13,0.0,1287220.05,69190.0,66523.0,1338826.5,,,,,,,,,,,,,,,,,,1.32,,,,0.38,0.38,18246586.0,353071439.1,,348.58,0.38,17.38,0.5226,69.61,0.006
2021-03-10,89197.0,1751829.08,0.06,0.33,0.06,1.75,0.0,1105044.6,58932.0,56265.0,1157424.48,,,,,,,,0.19,,10258.0,,,,,,,10258.0,1.14,0.19,,,0.32,0.32,18250436.0,358438563.04,,351.91,0.32,21.54,0.4473,62.36,0.0049
2021-03-11,92008.0,1805196.96,0.06,0.34,0.06,1.83,0.0,1174100.04,62509.0,59842.0,1226426.58,,,4343.0,0.08,,,,0.01,3577.0,766.0,,,0.08,4343.0,,,,1.22,,,,0.34,0.34,18369072.0,360401192.64,,359.62,0.34,20.63,0.4599,63.72,0.005
2021-03-12,92008.0,1884323.84,0.06,0.34,0.06,1.85,0.0,1225564.16,62509.0,59842.0,1280184.32,,,,,,,,,,,,,,,,,,1.23,,,,0.34,0.34,18346172.0,375729602.56,,365.11,0.34,21.24,0.4564,63.25,0.005
2021-03-15,99599.0,1972060.2,0.07,0.34,0.06,2.06,0.0,1335173.4,70100.0,67433.0,1387980.0,,,7591.0,0.18,,,,,7591.0,,,,0.18,7591.0,,,,1.44,,,,0.38,0.38,18327288.0,362880302.4,,370.64,0.39,18.46,0.4933,67.04,0.0054
2021-03-16,35391.0,700033.98,0.02,0.12,0.02,0.73,0.0,580780.36,32029.0,29362.0,633533.62,,,,,,,,0.79,,38071.0,,,,,,,38071.0,0.64,0.78,,,0.17,0.17,18654808.0,368992102.24,,369.32,0.17,28.11,0.4091,56.78,0.0019
2021-03-17,35391.0,709943.46,0.03,0.11,0.02,0.73,0.0,589001.72,32029.0,29362.0,642501.74,,,,,,,,,,,,,,,,,,0.63,,,,0.17,0.17,18708616.0,375294836.96,,370.69,0.17,27.79,0.4119,57.19,0.0019
2021-03-18,35391.0,712066.92,0.03,0.11,0.02,0.74,0.0,590763.44,32029.0,29362.0,644423.48,,,,,,,,,,,,,,,,,,0.65,,,,0.17,0.17,18795844.0,378172381.28,,377.35,0.17,28.2,0.4087,56.71,0.0019
2021-03-19,71891.0,1459387.3,0.05,0.22,0.04,1.47,0.0,596048.6,42529.0,29362.0,863338.7,,,10500.0,,,,,,,,,,,10500.0,,,,0.86,,,,0.22,0.22,18935276.0,384386102.8,,381.63,0.22,26.35,0.5141,66.56,0.0038
2021-03-22,71891.0,1442133.46,0.05,0.22,0.04,1.48,0.0,589001.72,42529.0,29362.0,853131.74,,,,,,,,,,,,,,,,,,0.86,,,,0.22,0.22,18970460.0,380547427.6,,383.16,0.22,26.41,0.5133,66.47,0.0038
2021-03-23,71891.0,1427755.26,0.05,0.22,0.04,1.47,0.0,583129.32,42529.0,29362.0,844625.94,,,,,,,,,,,,,,,,,,0.86,,,,0.22,0.22,19075648.0,378842369.28,,382.09,0.22,26.42,0.5138,66.5,0.0038
2021-03-24,75891.0,1523891.28,0.05,0.24,0.05,1.55,0.0,800428.96,72529.0,39862.0,1456382.32,,,,0.23,,,,,10500.0,,,,0.23,,,30000.0,,1.44,,,,0.37,0.37,19571588.0,392997487.04,,390.78,0.37,40.35,0.3453,40.74,0.0039
2021-03-25,75891.0,1517820.0,0.05,0.23,0.05,1.56,0.0,797240.0,72529.0,39862.0,1450580.0,,,,,,,,,,,,,,,,,,1.46,,,,0.37,0.37,19645456.0,392909120.0,,394.55,0.37,40.01,0.3447,40.96,0.0038
2021-03-26,75891.0,1531480.38,0.05,0.22,0.05,1.56,0.0,804415.16,72529.0,39862.0,1463635.22,,,,,,,,,,,,,,,,,,1.45,,,,0.37,0.37,19663640.0,396812255.2,,394.63,0.37,40.3,0.3456,40.83,0.0038
2021-03-29,75891.0,1554247.68,0.05,0.22,0.05,1.58,0.0,816373.76,72529.0,39862.0,1485393.92,,,,,,,,,,,,,,,,,,1.45,,,,0.36,0.36,19957952.0,408738856.96,,403.07,0.36,40.48,0.3452,40.58,0.0038
2021-03-30,75891.0,1570943.7,0.05,0.22,0.05,1.6,0.0,825143.4,72529.0,39862.0,1501350.3,,,,,,,,,,,,,,,,,,1.49,,,,0.35,0.35,20449680.0,423308376.0,,420.67,0.35,40.34,0.3454,40.75,0.0037
2021-03-31,45891.0,937094.22,0.03,0.13,0.03,0.98,0.0,813982.04,42529.0,39862.0,868442.18,,,,,,,,0.61,,30000.0,,,,,,,,0.88,,,,0.21,0.21,20521708.0,419053277.36,,422.94,0.21,21.05,0.5058,67.61,0.0022
2021-04-01,45891.0,945354.6,0.03,0.13,0.03,0.98,0.0,821157.2,42529.0,39862.0,876097.4,,,,,,,,,,,,,,,,,,0.87,,,,0.21,0.21,20604732.0,424457479.2,,420.96,0.21,20.72,0.5106,68.08,0.0022
2021-04-02,45891.0,945354.6,0.03,0.12,0.03,0.98,0.0,821157.2,42529.0,39862.0,876097.4,,,,,,,,,,,,,,,,,,0.88,,,,0.21,0.21,20634900.0,425078940.0,,424.63,0.21,20.92,0.5081,67.83,0.0022
2021-04-05,45891.0,945354.6,0.03,0.12,0.03,0.98,0.0,821157.2,42529.0,39862.0,876097.4,,,,,,,,,,,,,,,,,,0.87,,,,0.21,0.21,20636488.0,425111652.8,,424.12,0.21,20.89,0.508,67.83,0.0022
2021-04-06,45891.0,960957.54,0.03,0.12,0.03,0.99,0.0,834710.28,42529.0,39862.0,890557.26,,,,,,,,,,,,,,,,,,0.87,,,,0.21,0.21,20653544.0,432485211.36,,424.78,0.2,20.61,0.5125,68.26,0.0022
2021-04-07,45891.0,954532.8,0.03,0.12,0.03,1.0,0.0,829129.6,42529.0,39862.0,884603.2,,,,,,,,,,,,,,,,,,0.89,,,,0.2,0.2,20751352.0,431628121.6,,433.22,0.2,20.95,0.5077,67.79,0.0022
2021-04-08,45891.0,952697.16,0.03,0.12,0.03,0.99,0.0,827535.12,42529.0,39862.0,882902.04,,,,,,,,,,,,,,,,,,0.88,,,,0.21,0.21,19834412.0,411762393.12,,412.03,0.21,20.87,0.5084,67.87,0.0023
2021-04-09,45891.0,966464.46,0.03,0.12,0.03,1.0,0.0,839493.72,42529.0,39862.0,895660.74,,,,,,,,,,,,,,,,,,0.88,,,,0.23,0.23,18236176.0,384053866.56,,379.23,0.23,20.71,0.5115,68.15,0.0025
2021-04-12,45891.0,951779.34,0.03,0.12,0.03,1.0,0.0,826737.88,42529.0,39862.0,882051.46,,,,,,,,,,,,,,,,,,0.89,,,,0.23,0.23,18282024.0,379169177.76,,383.58,0.23,21.09,0.5052,67.56,0.0025
2021-04-13,45891.0,951779.34,0.03,0.12,0.03,0.99,0.0,826737.88,42529.0,39862.0,882051.46,,,,,,,,,,,,,,,,,,0.88,,,,0.21,0.21,19931184.0,413372756.16,,413.91,0.21,20.85,0.5088,67.91,0.0023
2021-04-14,50591.0,1052292.8,0.04,0.13,0.03,1.09,0.0,829129.6,47229.0,39862.0,982363.2,,,,,,,,,,,,,,,,4700.0,,0.98,,,,0.24,0.24,19969520.0,415366016.0,,413.32,0.24,18.8,0.4239,61.28,0.0025
2021-04-15,50591.0,1072529.2,0.04,0.13,0.03,1.1,0.0,845074.4,47229.0,39862.0,1001254.8,,,,,,,,,,,,,,,,,,0.98,,,,0.24,0.24,19977300.0,423518760.0,,416.48,0.24,18.62,0.4279,61.68,0.0025
2021-04-16,85516.0,1828332.08,0.06,0.22,0.05,1.87,0.0,1598946.06,82154.0,74787.0,1756452.52,,,,,,34925.0,,,,,,,,,0.75,34925.0,,1.75,,,,0.41,0.41,19939984.0,426316857.92,,422.91,0.41,35.49,0.3204,42.24,0.0043
2021-04-19,109421.0,2319725.2,0.08,0.28,0.07,2.37,0.0,1468672.4,76644.0,69277.0,1624852.8,,,,,,,,0.12,,5510.0,,,,,,,5510.0,1.63,0.13,,,0.42,0.42,18222302.0,386312802.4,,388.05,0.42,27.4,0.3889,55.14,0.006
2021-04-20,80006.0,1662524.68,0.06,0.2,0.05,1.71,0.0,1439576.06,76644.0,69277.0,1592662.32,,,,,,,,,,,,,,,,,,1.62,,,,0.42,0.42,18297528.0,380222631.84,,386.52,0.42,37.78,0.305,37.82,0.0044
2021-04-21,50591.0,1045210.06,0.04,0.13,0.03,1.09,0.0,823548.92,41259.0,39862.0,852410.94,,,,,,,,0.75,,35385.0,,,,,,,29415.0,0.86,0.61,,,0.2,0.2,20112444.0,415523093.04,,417.73,0.2,18.92,0.4215,61.04,0.0025
2021-04-22,50591.0,1043186.42,0.04,0.13,0.03,1.08,0.0,821954.44,47229.0,39862.0,973861.98,,,,,,,,,,,,,,,,5970.0,,0.98,,,,0.23,0.23,20231880.0,417181365.6,,418.18,0.23,18.89,0.4226,61.14,0.0025
2021-04-23,50591.0,1053304.62,0.04,0.13,0.03,1.08,0.0,829926.84,47229.0,39862.0,983307.78,,,,,,,,,,,,,,,,,,0.97,,,,0.23,0.23,20623108.0,429373108.56,,424.69,0.23,18.66,0.4258,61.48,0.0024
2021-04-26,50591.0,1064434.64,0.04,0.13,0.03,1.1,0.0,838696.48,47229.0,39862.0,993698.16,,,,,,,,,,,,,,,,,,0.98,,,,0.23,0.23,20273072.0,426545434.88,,422.17,0.23,18.75,0.4255,61.43,0.0025
2021-04-27,50591.0,1061399.18,0.04,0.13,0.03,1.1,0.0,836304.76,47229.0,39862.0,990864.42,,,,,,,,,,,,,,,,,,0.99,,,,0.23,0.23,20300628.0,425907175.44,,426.78,0.23,18.87,0.4226,61.14,0.0025
2021-04-28,50591.0,1063422.82,0.04,0.14,0.03,1.1,0.0,837899.24,47229.0,39862.0,992753.58,,,,,,,,,,,,,,,,,,0.99,,,,0.23,0.23,20373636.0,428253828.72,,426.89,0.23,18.8,0.4236,61.25,0.0025
2021-04-29,50591.0,1082647.4,0.04,0.14,0.03,1.11,0.0,853046.8,47229.0,39862.0,1010700.6,,,,,,,,,,,,,,,,,,0.99,,,,0.23,0.23,20468364.0,438022989.6,,430.81,0.23,18.65,0.4273,61.63,0.0025
2021-04-30,45891.0,964628.82,0.03,0.13,0.03,1.02,0.0,837899.24,42529.0,39862.0,893959.58,,,,,,,,0.1,,4700.0,,,,,,,,0.92,,,,0.21,0.21,20486168.0,430619251.36,,438.72,0.21,21.22,0.504,67.43,0.0022
2021-05-03,59082.0,1257264.96,0.04,0.18,0.04,1.29,0.0,1128967.84,56053.0,53053.0,1192807.84,,,11462.0,,,13524.0,,,,,,,,11462.0,0.29,2062.0,333.0,1.17,0.01,,,0.27,0.27,20580364.0,437950145.92,,433.1,0.27,24.21,0.3569,52.09,0.0029
2021-05-04,59164.0,1234161.04,0.04,0.18,0.04,1.29,0.0,1108396.1,56053.0,53135.0,1169265.58,,,,0.0,,,,,82.0,,,,0.0,,,,,1.2,,,,0.27,0.27,20693932.0,431675421.52,,440.14,0.27,24.4,0.3504,51.24,0.0029
2021-05-05,72664.0,1527397.28,0.05,0.22,0.05,1.57,0.0,1400667.7,57553.0,66635.0,1209764.06,,,1500.0,0.28,,,,,13500.0,,,,0.28,1500.0,,,,1.2,,,,0.28,0.28,20696760.0,435045895.2,,433.17,0.28,29.75,0.3127,41.78,0.0035
2021-05-06,85304.0,1787971.84,0.06,0.27,0.05,1.83,0.0,1661604.0,70193.0,79275.0,1471245.28,,,4621.0,,,12640.0,,,,,,,,4621.0,0.26,8019.0,,1.47,,,,0.34,0.34,20672284.0,433291072.64,,433.31,0.34,25.24,0.2477,35.42,0.0041
2021-05-07,72664.0,1540476.8,0.05,0.23,0.05,1.57,0.0,1412662.0,69553.0,66635.0,1474523.6,,,12000.0,,,,,0.27,,12640.0,,,,12000.0,,,12640.0,1.45,0.26,,,0.34,0.34,20651616.0,437814259.2,,432.06,0.33,29.55,0.314,42.21,0.0035
2021-05-10,65343.0,1369589.28,0.05,0.2,0.04,1.42,0.0,1243221.44,62232.0,59314.0,1304382.72,,,,,,,,0.15,,7321.0,,,,,,,7321.0,1.32,0.16,,,0.3,0.3,20676048.0,433369966.08,,437.76,0.3,33.72,0.3472,46.51,0.0032
2021-05-11,42837.0,880728.72,0.03,0.14,0.03,0.9,0.0,756772.48,39726.0,36808.0,816766.56,,,,,,,,0.48,,22506.0,,,,,,,22506.0,0.83,0.51,,,0.19,0.19,21106818.0,433956178.08,,441.44,0.19,20.04,0.3613,54.65,0.002
2021-05-12,42837.0,873018.06,0.03,0.14,0.03,0.89,0.0,750147.04,39726.0,36808.0,809615.88,,,,,,,,,,,,,,,,,,0.82,,,,0.18,0.18,21595894.0,440124319.72,,445.07,0.18,20.04,0.3616,54.66,0.002
2021-05-13,42837.0,861023.7,0.03,0.15,0.03,0.88,0.0,739840.8,39726.0,36808.0,798492.6,,,,,,,,,,,,,,,,,,0.81,,,,0.18,0.18,22643528.0,455134912.8,,460.64,0.18,20.02,0.3612,54.63,0.0019
2021-05-14,42837.0,878158.5,0.03,0.15,0.03,0.87,0.0,754564.0,39726.0,36808.0,814383.0,,,,,,,,,,,,,,,,,,0.79,,,,0.18,0.18,22597496.0,463248668.0,,454.42,0.17,19.89,0.3589,54.36,0.0019
2021-05-17,42837.0,855883.26,0.03,0.15,0.03,0.88,0.0,735423.84,39726.0,36808.0,793725.48,,,,,,,,,,,,,,,,,,0.81,,,,0.18,0.18,22514782.0,449845344.36,,457.9,0.18,20.04,0.3621,54.74,0.0019
2021-05-18,42837.0,856740.0,0.03,0.15,0.03,0.86,0.0,736160.0,39726.0,36808.0,794520.0,,,,,,,,,,,,,,,,,,0.79,,,,0.17,0.17,22702694.0,454053880.0,,452.34,0.17,19.94,0.36,54.5,0.0019
2021-05-19,42837.0,844317.27,0.03,0.16,0.03,0.86,0.0,725485.68,39726.0,36808.0,782999.46,,,,,,,,,,,,,,,,,,0.8,,,,0.18,0.18,22483852.0,443156722.92,,449.54,0.18,19.93,0.362,54.74,0.0019
2021-05-20,30170.0,594047.3,0.02,0.11,0.02,0.59,0.0,475336.29,27059.0,24141.0,532791.71,,,,,,,,0.26,,12667.0,,,,,,,12667.0,0.53,0.26,,,0.12,0.12,22301912.0,439124647.28,,439.31,0.12,6.19,0.6826,81.96,0.0014
2021-05-21,18170.0,351898.35,0.01,0.07,0.01,0.36,0.0,235134.72,15059.0,12141.0,291647.62,,,,,,,,0.23,,12000.0,,,,,,,12000.0,0.3,0.23,,,0.07,0.07,22156416.0,429103259.04,,437.27,0.07,11.56,0.4771,66.27,0.0008
2021-05-24,28570.0,562257.59,0.02,0.11,0.02,0.59,0.0,443606.87,25459.0,22541.0,501033.11,,,,,,10400.0,,,,,,,,,0.23,10400.0,,0.5,,,,0.11,0.11,22309240.0,439045837.49,,442.29,0.11,35.98,0.3489,45.62,0.0013
2021-05-25,27468.0,536999.4,0.02,0.11,0.02,0.56,0.0,429904.5,24908.0,21990.0,486951.4,,,,,,600.0,,0.03,,1529.0,,,,,0.01,978.0,1151.0,0.5,0.02,,,0.11,0.11,22282456.0,435622014.8,,445.94,0.11,37.56,0.3574,45.52,0.0012
2021-05-26,587468.0,11367505.8,0.41,2.23,0.37,11.81,0.0,5940256.5,309908.0,306990.0,5996719.8,,,,,,285000.0,,,,,,,,,5.88,285000.0,,6.06,,,,1.39,1.39,21999808.0,425696284.8,,430.41,1.39,1.86,0.888,94.19,0.0263
2021-05-27,577468.0,11329922.16,0.4,2.15,0.36,11.47,0.0,5826943.8,299908.0,296990.0,5884194.96,,,,,,,,0.2,,10000.0,,,,,,,10000.0,5.8,0.21,,,1.37,1.37,21538752.0,422590314.24,,418.01,1.37,1.94,0.9192,95.84,0.0264
2021-05-28,600910.0,11831917.9,0.42,2.21,0.38,12.1,0.0,6321120.08,323350.0,321032.0,6366761.5,,,10600.0,0.23,,13442.0,,0.01,10600.0,600.0,,,0.23,10600.0,0.26,13442.0,,6.34,,,,1.45,1.45,21942074.0,432039437.06,,430.95,1.45,3.7,0.8478,91.96,0.027
2021-05-31,597368.0,11732307.52,0.42,2.22,0.37,12.05,0.0,6235503.6,320408.0,317490.0,6292813.12,,,7903.0,0.22,,,,0.26,10500.0,13442.0,,,0.22,7903.0,,2597.0,14042.0,6.31,0.28,,,1.44,1.44,21927582.0,430657710.48,,430.97,1.44,5.55,0.8571,92.4,0.0269
2021-06-01,597368.0,11869702.16,0.42,2.21,0.37,12.07,0.0,6308526.3,320408.0,317490.0,6366506.96,,,,,,,,,,,,,,,,,,6.29,,,,1.44,1.44,21934416.0,435836845.92,,431.55,1.44,5.65,0.8554,92.3,0.0268
2021-06-02,590568.0,11716869.12,0.41,2.22,0.37,12.07,0.0,6164089.6,320408.0,310690.0,6356894.72,,,,,,,,,,,,,,,,,6800.0,6.36,0.13,,,1.44,1.44,21939296.0,435275632.64,,436.3,1.44,5.62,0.8763,93.44,0.0265
2021-06-03,827731.0,16480124.21,0.58,3.04,0.52,16.8,0.0,10907753.23,557571.0,547853.0,11101238.61,,,,,,237163.0,,,,,,,,,4.72,237163.0,,11.06,,,,2.47,2.47,22007556.0,438170439.96,,438.26,2.46,28.19,0.5311,67.08,0.0367
2021-06-04,849621.0,17009412.42,0.59,3.11,0.53,17.24,0.0,11406254.86,550771.0,569743.0,11026435.42,,,,0.44,,,,0.13,21890.0,6800.0,,,0.44,,,,,10.96,,,,2.47,2.47,21724484.0,434924169.68,,432.39,2.47,30.06,0.5185,65.31,0.0381
2021-06-07,967139.0,19497522.24,0.68,3.56,0.6,19.67,0.0,12814784.64,602378.0,635654.0,12143940.48,,,13309.0,1.34,,,,,65911.0,,,,1.34,13309.0,,38298.0,,12.06,,,,2.68,2.68,21915658.0,441819665.28,,438.7,2.67,38.41,0.4795,57.51,0.043
2021-06-08,429217.0,8798948.5,0.3,1.6,0.27,8.68,0.0,7556812.5,331485.0,368625.0,6795442.5,,,4107.0,0.17,,,,5.51,7971.0,275000.0,,,0.17,4107.0,,,275000.0,6.68,5.77,,,1.46,1.46,22300088.0,457151804.0,,450.64,1.46,8.11,0.8268,90.56,0.019
2021-06-09,429217.0,8850454.54,0.3,1.56,0.27,8.68,0.0,7601047.5,342132.0,368625.0,7054761.84,,,10647.0,,,,,,,,,,,10647.0,,,,7.01,,,,1.5,1.5,22419462.0,462289306.44,,459.49,1.5,8.16,0.8256,90.49,0.0189
2021-06-10,339696.0,6848271.36,0.24,1.18,0.21,6.98,0.0,6362072.64,309640.0,315579.0,6242342.4,,,3983.0,,,,,0.75,,36475.0,,,,3983.0,,,53046.0,6.39,0.95,,,1.34,1.34,22730282.0,458242485.12,,467.3,1.35,9.94,0.7907,88.36,0.0147
2021-06-11,355168.0,7174393.6,0.25,1.27,0.22,7.22,0.0,6586230.2,320112.0,326051.0,6466262.4,,,13310.0,0.05,,5000.0,,0.15,5472.0,7216.0,,,0.05,13310.0,0.1,4378.0,,6.46,,,,1.35,1.35,23433558.0,473357871.6,,473.67,1.35,9.74,0.7701,87.2,0.015
2021-06-14,368575.0,7423100.5,0.26,1.37,0.23,7.46,0.0,6836684.12,333519.0,339458.0,6717072.66,,,,0.29,,,,0.64,14626.0,31500.0,,,0.29,,,44907.0,1219.0,6.74,0.05,,,1.4,1.4,23410376.0,471484972.64,,472.46,1.41,8.78,0.7871,88.27,0.0155
2021-06-15,396945.0,7891266.6,0.28,1.48,0.25,8.02,0.0,7312420.64,361889.0,367828.0,7194353.32,,,18070.0,0.55,,,,,28370.0,,,,0.55,18070.0,,10300.0,,7.29,,,,1.52,1.52,23449548.0,466177014.24,,471.43,1.52,10.87,0.7582,86.38,0.0167
2021-06-16,395963.0,7840067.4,0.28,1.4,0.25,7.96,0.0,7299646.2,364163.0,368669.0,7210427.4,,,4097.0,0.0,,,,0.04,841.0,1823.0,,,0.0,4097.0,,,,7.26,,,,1.53,1.53,23369244.0,462711031.2,,466.82,1.53,10.95,0.7571,86.31,0.0167
2021-06-17,432133.0,8668587.98,0.3,1.54,0.27,8.72,0.0,8121070.34,385917.0,404839.0,7741495.02,,,21754.0,0.77,,,,,36170.0,,,,0.77,21754.0,,,,7.67,,,,1.63,1.63,23359312.0,468587798.72,,467.3,1.61,15.41,0.698,82.1,0.0182
2021-06-18,420518.0,8338871.94,0.29,1.5,0.26,8.48,0.0,7896781.92,395333.0,398224.0,7839453.39,,,14416.0,,,,,0.1,,5000.0,,,,14416.0,,,6615.0,7.94,0.13,,,1.67,1.67,23301656.0,462071838.48,,468.22,1.67,15.49,0.7153,83.14,0.0177
2021-06-21,438401.0,8732947.92,0.31,1.46,0.27,8.78,0.0,8288851.44,414268.0,416107.0,8252218.56,,,18935.0,0.31,,,,,17883.0,,,,0.31,18935.0,,,,8.21,,,,1.74,1.74,23368108.0,465492711.36,,462.61,1.74,17.45,0.6908,81.26,0.0184
