,ORA FP Equity_DX_SI_QTY,ORA FP Equity_DX_SHORT_INTEREST_VALUE,ORA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ORA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ORA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ORA FP Equity_DX_SI_MV,ORA FP Equity_DX_DSS,ORA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ORA FP Equity_DX_SUPPLY_SI_QTY,ORA FP Equity_DX_BROKER_SI_QTY,ORA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ORA FP Equity_DX_BROKER_SI_MV_NEW_x,ORA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ORA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ORA FP Equity_DX_BROKER_SI_MV_INC_x,ORA FP Equity_DX_SUPPLY_SI_MV_NEW,ORA FP Equity_DX_BROKER_SI_QTY_ADD,ORA FP Equity_DX_BROKER_SI_QTY_NEW,ORA FP Equity_DX_SUPPLY_SI_MV_DEC,ORA FP Equity_DX_BROKER_SI_QTY_INC,ORA FP Equity_DX_SUPPLY_SI_QTY_DEC,ORA FP Equity_DX_BROKER_SI_MV_NEW_y,ORA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ORA FP Equity_DX_BROKER_SI_MV_INC_y,ORA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ORA FP Equity_DX_BROKER_SI_MV_ADD,ORA FP Equity_DX_SUPPLY_SI_QTY_ADD,ORA FP Equity_DX_BROKER_SI_QTY_DEC,ORA FP Equity_DX_SUPPLY_SI_MV,ORA FP Equity_DX_BROKER_SI_MV_DEC,ORA FP Equity_DX_SUPPLY_SI_MV_RMV,ORA FP Equity_DX_BROKER_SI_MV_RMV,ORA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ORA FP Equity_DX_UTILIZATION_QUANTITY,ORA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ORA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ORA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ORA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ORA FP Equity_DX_ACTIVE_UTILIZATION_MV,ORA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ORA FP Equity_DX_BROKER_SI_CON_RATIO,ORA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ORA FP Equity_DX_DEMAND_SUPPLY_RATIO,ORA FP Equity_PX_LAST
2015-09-21,34656436.0,443412651.95,1.7,3.7,1.31,504.41,1.0,356440611.43,8621437.0,27858838.0,110307195.0,,,,,,,,16.05,,1137827.0,,,,,,,,121.81,,,,1.93,1.93,438930304.0,5615904939.45,,6173.23,1.94,10.44,0.4123,61.71,0.0774,14.135
2015-09-22,35799340.0,442319453.79,1.76,3.85,1.35,518.22,1.0,355798666.2,9926441.0,28796738.0,122646338.2,,1100240.0,580.0,,15.51,937900.0,,4.18,,294943.0,,1100240.0,,580.0,12.85,499127.0,,138.51,,,,2.21,2.21,439914016.0,5435366329.93,,6184.19,2.19,9.76,0.3876,59.89,0.0796,13.65
2015-09-23,28125340.0,349157972.05,1.38,2.97,1.06,389.78,1.0,262225180.71,9926441.0,21122738.0,123230368.39,,,,,,390000.0,,,,,,,,,5.35,,8064000.0,135.04,128.03,,,2.19,2.19,442392288.0,5492015176.61,,6036.68,2.19,12.77,0.2621,46.14,0.0622,13.715
2015-09-24,18939424.0,231863512.01,0.93,2.02,0.71,263.22,0.0,145962617.73,9940523.0,11922738.0,121695600.35,,,14082.0,,,,,,,,,,,14082.0,,,9200000.0,135.27,126.59,,,2.19,2.19,443102848.0,5424630786.96,,6049.08,2.19,19.66,0.1705,24.25,0.0418,13.525
2015-09-25,23019224.0,294520047.0,1.13,2.42,0.87,321.29,0.0,201164971.27,10220323.0,15722738.0,130764182.59,,,154.0,37.16,,1200000.0,,0.0,2600000.0,7000.0,,,37.16,154.0,16.23,286646.0,,140.64,,,,2.26,2.26,441203264.0,5644986383.99,,6028.88,2.28,16.55,0.1424,19.39,0.051,14.135
2015-09-28,23222366.0,288290709.33,1.14,2.4,0.88,326.25,0.0,195187660.49,10423466.0,15722738.0,129400613.48,,,7100.0,,,,,0.02,,1290.0,,,,7100.0,,197333.0,,145.25,,,,2.31,2.31,439960096.0,5461821080.24,,6167.22,2.3,16.49,0.141,19.0,0.0516,13.715
2015-09-29,21558204.0,261972220.26,1.06,2.22,0.81,298.33,0.0,174090777.6,10155773.0,14326269.0,123411505.02,,,160787.0,,,,,6.71,,428524.0,,,,160787.0,,44.0,1396469.0,137.92,19.83,,,2.25,2.25,440683392.0,5355121726.85,,6011.97,2.24,17.11,0.1357,17.54,0.0478,13.425
2015-09-30,19296636.0,236149301.59,0.95,1.94,0.73,264.17,0.0,150847008.54,9894206.0,12326269.0,121083790.81,,,,,,,,4.12,,299319.0,,,,,,37752.0,2000000.0,133.37,28.64,,,2.2,2.2,440287008.0,5388165555.77,,5929.18,2.2,19.16,0.1501,20.18,0.0429,13.52
2015-10-01,16461531.0,196611079.62,0.81,1.64,0.62,225.06,0.0,139727050.26,7686531.0,11698838.0,91805383.01,,,67312.0,,,,,30.79,,2275064.0,,,,67312.0,,77.0,627431.0,103.24,8.86,,,1.7,1.7,444410112.0,5307887335.26,,5976.84,1.7,20.0,0.1612,20.78,0.0364,13.195
2015-10-02,16240059.0,193892391.56,0.8,1.6,0.61,219.23,0.0,151634629.6,6463268.0,12700629.0,77165882.82,,,30321.0,0.95,,899999.0,,16.93,101792.0,1253584.0,,,0.95,30321.0,12.2,,,85.26,,,,1.43,1.43,446419232.0,5329863181.59,,5894.68,1.43,20.04,0.1567,21.35,0.0359,13.19
2015-10-05,15392691.0,189766709.9,0.76,1.51,0.58,209.26,0.0,156577987.5,5615900.0,12700629.0,69234863.88,,,,,,,,11.14,,849180.0,,,,,,1812.0,,74.61,,,,1.23,1.23,449607680.0,5542927495.9,,5988.53,1.23,21.42,0.1604,23.01,0.0338,13.62
2015-10-06,12713111.0,159723814.81,0.62,1.33,0.48,175.8,0.0,126901353.72,5536320.0,10100629.0,69556708.06,,,,,,,,1.06,,79580.0,,,,,,,2600000.0,75.44,36.37,,,1.21,1.21,450665024.0,5662023782.68,,6147.38,1.21,23.64,0.1643,26.25,0.0279,13.88
2015-10-07,12675359.0,157872712.79,0.62,1.36,0.48,178.0,0.0,125804223.86,5498568.0,10100629.0,68485148.75,,,,,,,,0.51,,37752.0,,,,,,,,76.53,,,,1.2,1.2,451343776.0,5621526484.37,,6257.19,1.21,24.06,0.1664,26.41,0.0277,13.76
2015-10-08,13016632.0,160709432.09,0.64,1.43,0.49,180.72,0.0,129356934.4,5463228.0,10477242.0,67451570.37,,,80000.0,,,,,1.7,,115340.0,,,,80000.0,,,,74.92,,,,1.2,1.2,450321312.0,5559877724.91,,6179.97,1.2,24.02,0.1654,26.64,0.0286,13.64
2015-10-09,12114097.0,154007247.71,0.59,1.36,0.46,168.32,0.0,121723829.08,5463228.0,9574707.0,69454347.93,,,,,,,,,,,,,,,,,902535.0,74.61,12.08,,,1.2,1.2,450248832.0,5724040628.22,,6208.93,1.19,25.54,0.1834,28.45,0.0266,14.045
2015-10-12,12276097.0,154955572.6,0.6,1.36,0.46,174.5,0.0,120857158.89,5625228.0,9574707.0,71004687.05,,,162000.0,,,,,,,,,,,162000.0,,,,78.9,,,,1.23,1.23,450114784.0,5681593595.21,,6300.73,1.24,25.52,0.1808,28.21,0.0269,13.945
2015-10-13,11844800.0,148332140.81,0.58,1.3,0.45,166.82,0.0,119715977.04,5208931.0,9559707.0,65231315.56,,,,,,,,5.81,,416297.0,,,,,,,15000.0,72.21,0.25,,,1.15,1.15,449442336.0,5628355385.4,,6248.14,1.14,26.3,0.1901,29.33,0.0261,13.835
2015-10-14,11412139.0,140951259.83,0.56,1.27,0.43,159.95,0.0,118071883.39,4776270.0,9559707.0,58991681.91,,,,,,,,7.13,,508081.0,,,,,,75420.0,,66.17,,,,1.05,1.05,449621088.0,5553267340.86,,6187.91,1.06,28.74,0.2095,31.6,0.0251,13.645
2015-10-15,10603908.0,134376200.13,0.52,1.18,0.4,147.92,0.0,106192930.01,5147839.0,8379907.0,65235104.24,,,72.0,,,20200.0,,,,,,,,72.0,0.28,371497.0,1200000.0,70.95,16.62,,,1.14,1.14,446901120.0,5663277570.94,,6143.38,1.14,30.89,0.2304,33.99,0.0235,14.0
2015-10-16,9638795.0,122931195.75,0.47,1.08,0.36,137.36,0.0,94938048.65,5118726.0,7443907.0,65283171.59,,,930.0,,,,,0.42,,30043.0,,,,930.0,,,936000.0,71.75,12.78,,,1.13,1.13,446896800.0,5699629258.93,,6263.1,1.13,34.22,0.2744,37.85,0.0213,14.09
2015-10-19,9711846.0,125489177.66,0.48,1.11,0.37,139.58,0.0,96019181.79,5204577.0,7431107.0,67249633.88,,,67740.0,0.95,,,,0.0,67200.0,69.0,,,0.95,67740.0,,18180.0,80000.0,73.75,1.09,,,1.15,1.15,447006848.0,5775886661.01,,6319.57,1.15,34.34,0.2746,37.82,0.0215,14.275
2015-10-20,9714612.0,125876651.41,0.48,1.11,0.37,140.62,0.0,96288237.29,5207343.0,7431107.0,67473914.51,,240.0,1560.0,,0.0,,,0.26,,18180.0,,240.0,,1560.0,,19386.0,,74.18,,0.0,,1.15,1.15,446665248.0,5787645015.37,240.0,6374.91,1.15,34.08,0.2739,37.96,0.0215,14.315
2015-10-21,9688172.0,126191761.79,0.48,1.1,0.37,140.83,0.0,97044157.57,5187403.0,7450411.0,67567702.52,,,800.0,0.28,,,,0.32,19304.0,22799.0,,,0.28,800.0,,2059.0,,74.25,,,,1.15,1.15,445956224.0,5808732708.92,,6386.13,1.15,34.16,0.2742,37.94,0.0215,14.39
2015-10-22,9725930.0,136235461.24,0.48,1.1,0.37,144.8,0.0,104918743.03,5274361.0,7490211.0,73880338.8,,,87500.0,1.96,,,,0.01,100000.0,542.0,,,1.96,87500.0,,,60200.0,77.94,0.68,,,1.17,1.17,445535392.0,6240813950.72,,6551.1,1.18,34.5,0.2744,37.56,0.0216,15.475
2015-10-23,10811327.0,155891755.71,0.53,1.15,0.41,170.67,0.0,111103740.64,6144758.0,7705211.0,88603102.38,,,80000.0,3.64,,,,0.8,215000.0,105000.0,,,3.64,80000.0,,895397.0,,96.0,,,,1.37,1.37,442864992.0,6385802699.97,,6960.89,1.36,31.12,0.2339,34.26,0.0241,15.93
2015-10-26,11211081.0,162670717.39,0.55,1.17,0.42,180.45,0.0,109472887.31,6720976.0,7544747.0,97520122.05,,,573218.0,0.87,,16000.0,,,50000.0,,,,0.87,573218.0,0.27,3000.0,226464.0,106.97,3.58,,,1.5,1.5,441546944.0,6406764712.56,,7034.31,1.5,30.7,0.2363,34.09,0.025,16.03
2015-10-27,12208583.0,173000238.27,0.6,1.27,0.46,196.61,0.0,121082296.53,6769459.0,8544747.0,95925794.17,,,57481.0,,,1000000.0,,0.03,,9270.0,,,,57481.0,16.03,272.0,,107.89,,,,1.51,1.51,440998560.0,6249116376.3,,7028.19,1.51,27.96,0.2049,31.1,0.0273,15.655
2015-10-28,12002017.0,171757012.21,0.59,1.22,0.45,191.06,0.0,122281131.14,6562893.0,8544747.0,93919454.8,,,5555.0,,,,,3.91,,244179.0,,,,5555.0,,32058.0,,103.89,,,,1.45,1.45,447484192.0,6403802613.1,,7044.8,1.45,28.66,0.2081,31.48,0.0264,15.81
2015-10-29,11540569.0,166824759.45,0.57,1.18,0.44,185.27,0.0,123414558.21,6108645.0,8537547.0,88303551.82,,,12083.0,,,,,11.24,,710238.0,,,,12083.0,,243907.0,7200.0,96.91,0.11,,,1.35,1.35,447060160.0,6462480632.74,,7092.35,1.35,29.84,0.2197,32.82,0.0255,15.97
2015-10-30,11919881.0,173009222.02,0.58,1.21,0.45,192.57,0.0,129427691.34,6108276.0,8917228.0,88657603.09,,,,0.94,,322200.0,,0.01,57481.0,369.0,,,0.94,,5.15,,,97.86,,,,1.35,1.35,446836544.0,6485538139.75,,7135.21,1.35,28.78,0.2059,31.74,0.0263,16.035
2015-11-02,12553994.0,180735705.8,0.62,1.33,0.47,202.91,0.0,126590320.31,6866589.0,8793028.0,98856014.22,,,2220.0,3.19,,,,3.88,198000.0,243907.0,,,3.19,2220.0,,1000000.0,322200.0,109.82,5.15,,,1.51,1.51,447749216.0,6446097598.45,,7169.84,1.51,29.77,0.219,32.95,0.0276,15.905
2015-11-03,12564997.0,181007846.47,0.62,1.32,0.47,202.16,0.0,126669911.84,6877592.0,8793028.0,99076674.42,,,11003.0,,,,,,,,,,,11003.0,,,,109.81,,,,1.5,1.5,453089152.0,6527076103.83,,7216.77,1.5,29.79,0.2182,32.81,0.0273,15.915
2015-11-04,12658874.0,183334175.19,0.62,1.36,0.48,203.97,0.0,127346439.8,6971469.0,8793028.0,100965419.12,,,100000.0,,,,,0.1,,6123.0,,,,100000.0,,,,111.46,,,,1.51,1.51,454168416.0,6577567005.07,,7249.15,1.51,29.81,0.2183,32.8,0.0275,16.0
2015-11-05,12253542.0,178184836.47,0.6,1.3,0.46,197.31,0.0,127863784.71,6477137.0,8793028.0,94187264.15,,,,,,,,7.89,,494332.0,,,,,,,,103.04,,,,1.4,1.4,456924064.0,6644359616.41,,7307.67,1.39,30.44,0.2319,34.18,0.0264,16.065
2015-11-06,14424113.0,214513707.36,0.71,1.53,0.54,234.51,0.0,130768875.37,8647708.0,8793028.0,128607693.47,,,2174504.0,,,,,0.06,,3933.0,,,,2174504.0,,,,139.84,,,,1.87,1.87,454622336.0,6761089763.03,,7350.92,1.87,25.14,0.1882,27.92,0.0311,16.43
2015-11-09,17123844.0,249626312.36,0.84,1.82,0.65,282.43,0.0,128182150.81,11347438.0,8793028.0,165419581.18,,,211607.0,,,,,,,,,,,211607.0,,2488123.0,,186.1,,,,2.44,2.44,453920704.0,6617121216.57,,7419.98,2.45,24.91,0.1856,27.55,0.0368,16.105
2015-11-10,16824428.0,249754041.8,0.83,1.79,0.64,273.57,0.0,129045628.09,12914518.0,8693028.0,191712494.98,,,1320352.0,,,,,25.9,,1519767.0,,,,1320352.0,,1766495.0,100000.0,208.61,1.42,,,2.76,2.76,454487584.0,6746744142.05,,7354.49,2.76,24.94,0.1862,27.56,0.036,16.4
2015-11-11,16231081.0,243590496.44,0.8,1.76,0.61,268.38,0.0,156972933.6,9711425.0,10459523.0,145745735.41,,,200068.0,29.08,,,,53.85,1766495.0,3404703.0,,,29.08,200068.0,,1542.0,,159.68,,,,2.08,2.08,458243456.0,6877160611.6,,7517.1,2.08,21.85,0.1621,24.15,0.0347,16.58
2015-11-12,16389796.0,241373434.59,0.8,1.8,0.62,270.81,0.0,148982898.74,10213391.0,10116272.0,150413175.64,,,501966.0,,,500000.0,,,,,,,,501966.0,7.1,,843251.0,168.07,13.6,,,2.21,2.21,452918208.0,6670151565.73,,7456.83,2.2,22.48,0.158,25.05,0.0354,16.27
2015-11-13,16388317.0,240980799.47,0.8,1.82,0.62,267.8,0.0,148753976.03,10961912.0,10116272.0,161188627.09,,,750000.0,,,,,0.02,,1479.0,,,,750000.0,,,,178.81,,,,2.38,2.38,450211712.0,6620104937.48,,7350.46,2.37,22.5,0.1575,24.86,0.0355,16.245
2015-11-16,16509212.0,244477003.03,0.81,1.88,0.62,269.88,0.0,150325318.71,10990326.0,10151272.0,162750467.0,,,75000.0,0.65,,,,0.95,35000.0,58228.0,,,0.65,75000.0,,11642.0,,179.28,,,,2.38,2.38,451587648.0,6687344907.05,,7357.1,2.38,22.51,0.1573,24.82,0.0357,16.36
2015-11-17,32393296.0,494064231.81,1.59,3.74,1.22,531.91,1.0,375299310.04,23218188.0,24606480.0,354125008.4,,,,237.03,,,,12.18,14455208.0,764745.0,,,237.03,,,12992606.0,,381.21,,,,5.02,5.02,439395264.0,6701679371.18,,7250.93,4.99,10.39,0.419,62.94,0.07,16.85
2015-11-18,30242388.0,460574111.61,1.48,3.47,1.14,508.64,1.0,363728323.94,24566758.0,23883264.0,374137543.01,,,966473.0,,,,,0.4,,23000.0,,,,966473.0,,405098.0,723215.0,412.55,11.24,,,5.31,5.31,437992256.0,6670369224.77,,7375.87,5.3,11.23,0.4181,62.82,0.0654,16.825
2015-11-19,36779636.0,560465541.84,1.8,4.25,1.39,623.77,1.0,463096444.79,24361192.0,30389948.0,371227400.79,,,29270.0,,,7100000.0,,4.26,,251732.0,,,,29270.0,125.43,16896.0,593316.0,408.24,10.41,,,5.27,5.27,437996992.0,6674405952.42,,7356.52,5.26,21.4,0.3036,49.33,0.0795,16.835
2015-11-20,64745564.0,969334996.92,3.18,7.56,2.44,1097.2,1.0,872298140.33,40877964.0,58264104.0,612002408.51,,,10138310.0,472.31,,,,0.23,27874154.0,13801.0,,,472.31,10138310.0,,6392264.0,,684.28,,,,8.65,8.65,431466176.0,6459674432.46,,7254.14,8.62,27.34,0.2208,28.25,0.1371,16.54
2015-11-23,101110680.0,1495469129.94,4.96,11.75,3.82,1641.15,1.0,1280575610.27,63790408.0,86581440.0,943486740.97,,,5505627.0,424.86,,111574.0,,7.13,28205764.0,420183.0,,,424.86,5505627.0,1.88,17827000.0,,1046.94,,,,13.4,13.4,412263936.0,6097555566.59,,6821.34,13.31,18.5,0.205,34.71,0.2124,16.34
2015-11-24,125785592.0,1839927132.34,6.17,14.49,4.75,2005.46,1.0,1495173759.7,75538392.0,102216720.0,1104936859.33,,,2171456.0,232.09,,,,3.7,15655283.0,220166.0,,,232.09,2171456.0,,9796690.0,20000.0,1225.67,6.63,,,15.89,15.89,399910656.0,5849687987.2,,6526.81,15.81,16.94,0.1648,27.7,0.2646,16.16
2015-11-25,125046024.0,1857971909.38,6.13,14.34,4.72,1991.93,1.0,1526196309.8,73783168.0,102716720.0,1096292782.0,,,90327.0,,,500000.0,,30.56,,1845570.0,,,,90327.0,8.34,16.0,,1195.03,,,,15.52,15.52,401525088.0,5965982048.46,,6534.96,15.46,17.04,0.1642,27.92,0.2631,16.415
2015-11-26,133062616.0,2006593604.38,6.53,15.38,5.02,2131.19,2.0,1548795604.76,81811680.0,102704800.0,1233725886.25,,,7952120.0,,,,,3.29,,237841.0,,,,7952120.0,,314235.0,11921.0,1343.15,1.06,,,17.33,17.33,390192032.0,5884123275.39,,6426.34,17.29,15.89,0.1508,25.97,0.2819,16.66
2015-11-27,120912032.0,1818984123.6,5.93,14.15,4.56,1954.56,1.0,1531237014.36,70984616.0,101784824.0,1067882884.68,,,,34.73,,,,180.65,1590000.0,11041282.0,,,34.73,,,214221.0,2509980.0,1177.5,29.15,,,15.76,15.76,379295968.0,5706076827.32,,6322.51,15.7,17.39,0.1772,29.92,0.2685,16.62
2015-11-30,132726896.0,1965488949.77,6.51,15.73,5.01,2148.61,2.0,1584392624.49,78521696.0,106991960.0,1162790138.67,,,1864862.0,110.02,,790000.0,,5.05,6559369.0,290052.0,,,110.02,1864862.0,11.96,5962271.0,2142232.0,1296.21,35.18,,,16.94,16.94,384908320.0,5699922716.74,,6385.56,16.87,17.51,0.1576,25.87,0.2864,16.36
2015-12-01,233507216.0,3396601147.3,11.46,27.42,8.82,3708.72,2.0,2532806914.46,123839768.0,174123680.0,1801376014.31,,,18162748.0,726.36,,22135750.0,,8.65,47577912.0,516361.0,,,726.36,18162748.0,354.88,27671684.0,2581939.0,2009.16,58.1,,,27.04,27.04,334152064.0,4860583340.41,,5436.97,26.98,14.53,0.1028,18.05,0.5099,16.07
2015-12-02,262738400.0,3849148121.9,12.89,30.65,9.92,4155.7,2.0,2989034401.47,147710992.0,204028032.0,2163983214.64,,,16803106.0,480.49,,,,44.16,30355900.0,2671226.0,,,480.49,16803106.0,,9739337.0,451553.0,2374.15,6.99,,,32.47,32.47,307188736.0,4500350714.79,,4951.34,32.41,13.39,0.1064,20.82,0.5776,16.185
2015-12-03,276369344.0,3927515334.07,13.56,32.41,10.43,4328.02,3.0,2912692190.1,164049568.0,204958800.0,2331326566.62,,,7254868.0,53.8,,,,6.09,3941914.0,292179.0,,,53.8,7254868.0,,9375894.0,3011141.0,2594.48,57.67,,,36.36,36.36,287166048.0,4080948489.51,,4584.3,36.14,11.55,0.0969,19.83,0.6125,15.7
2015-12-04,291194368.0,4072300559.79,14.29,35.61,10.99,4537.58,3.0,2941570429.87,189965520.0,210340256.0,2656633432.68,,,21114178.0,141.59,,,,6.54,8685213.0,401203.0,,,141.59,21114178.0,,5202968.0,3303765.0,2973.02,53.05,,,42.23,42.23,259841904.0,3633842022.37,,4087.15,42.11,11.31,0.096,19.95,0.6474,15.45
2015-12-07,313197824.0,4450382437.19,15.37,39.32,11.82,4856.58,3.0,3205139728.49,197062816.0,225563264.0,2800162798.54,,,5076455.0,215.41,,1500000.0,,17.12,13731103.0,961588.0,,,215.41,5076455.0,23.67,2982439.0,8092.0,3059.39,2.06,,,43.87,43.87,252137504.0,3582746218.43,,3920.36,43.83,10.54,0.0915,18.59,0.6972,15.495
2015-12-08,319471744.0,4510234910.89,15.67,40.29,12.06,4935.67,3.0,3130394668.71,198094560.0,221734048.0,2796657347.48,,,231626.0,55.27,,265000.0,,7.51,3490154.0,401759.0,,,55.27,231626.0,4.08,1201882.0,7584367.0,3062.54,127.4,,,43.97,43.97,252407904.0,3563441718.35,,3898.48,44.0,10.75,0.0904,18.25,0.7091,15.395
2015-12-09,318654240.0,4430022370.21,15.63,40.6,12.03,4883.96,3.0,3066301762.29,198854528.0,220560976.0,2764532514.79,,,135680.0,30.86,,,,6.45,2301446.0,364295.0,,,30.86,135680.0,,1063881.0,3474513.0,3034.32,56.36,1.17,,44.01,44.01,253034400.0,3517756589.18,75306.0,3872.21,43.93,10.61,0.089,17.43,0.7052,15.16
2015-12-10,313786208.0,4350835450.53,15.39,39.97,11.85,4807.14,3.0,3048769999.85,193472944.0,219880064.0,2682619318.55,,,208706.0,6.79,,,,87.38,383028.0,5744956.0,,,6.79,208706.0,,165236.0,1063935.0,2949.25,21.68,0.16,,42.88,42.88,257707152.0,3573265440.58,10569.0,3933.38,42.85,10.81,0.0908,17.67,0.6955,15.12
2015-12-11,291594688.0,3988318952.38,14.31,37.4,11.01,4432.26,3.0,2861821651.21,177952288.0,209234016.0,2433962318.44,,,23223.0,,,,,246.24,,15566395.0,,,,23223.0,,22523.0,10646063.0,2681.09,174.52,,,39.43,39.43,273365760.0,3738990751.23,,4117.05,39.44,11.7,0.0947,19.18,0.6461,14.915
2015-12-14,262407456.0,3548198959.15,12.87,33.08,9.91,3954.19,2.0,2582840421.74,156233888.0,191014256.0,2112550181.45,,,95147.0,,,,,340.18,,22272308.0,,,,95147.0,,458757.0,18219752.0,2327.75,290.99,,,34.57,34.57,295646400.0,3997646502.68,,4403.54,34.58,11.96,0.0987,20.38,0.5807,14.745
2015-12-15,204846560.0,2874134729.23,10.05,25.59,7.73,3084.3,2.0,1990632568.07,118376864.0,141877216.0,1660906856.14,,,11872585.0,74.96,,,,745.37,4867172.0,49755672.0,,,74.96,11872585.0,,26055.0,54004208.0,1766.22,817.44,,,25.5,25.5,345773248.0,4851430751.47,,5166.35,25.48,13.44,0.1042,18.45,0.4413,15.3
2015-12-16,170168400.0,2386016360.79,8.35,20.97,6.42,2594.58,2.0,1521097278.17,95703872.0,108483200.0,1341911920.09,,,1166193.0,22.05,,8100000.0,,394.45,266421.0,26856948.0,,,22.05,1166193.0,124.01,3017763.0,41760444.0,1464.54,644.74,,,20.42,20.42,372981984.0,5229767195.94,,5705.27,20.43,15.2,0.1328,22.87,0.3631,15.29
2015-12-17,138300352.0,1984836070.46,6.78,17.36,5.22,2115.45,2.0,1244797149.6,76983904.0,86735568.0,1104844834.41,,,2900982.0,66.55,,,,376.29,3953640.0,24621942.0,,,66.55,2900982.0,,3001000.0,25701266.0,1187.66,395.54,,,16.44,16.44,391147936.0,5613612120.51,,6032.24,16.45,17.19,0.1825,33.33,0.2954,15.65
2015-12-18,141274896.0,1993193734.27,6.93,17.83,5.33,2181.46,2.0,1237900308.9,79340608.0,87740712.0,1119386438.9,,,2330000.0,23.73,,,,0.0,1012743.0,22832.0,,,23.73,2330000.0,,49529.0,7600.0,1232.12,0.12,,,16.85,16.85,391639360.0,5525490660.75,,6099.61,16.81,16.69,0.1888,34.77,0.3,15.385
2015-12-21,111081504.0,1534100246.03,5.45,13.66,4.19,1681.47,1.0,997565644.71,54320352.0,72231976.0,750195688.45,,,35000.0,0.0,,,,391.31,35001.0,25055256.0,,,0.0,35000.0,,,15543737.0,832.23,257.49,,,11.9,11.9,402141792.0,5553812289.44,,6155.48,11.91,17.45,0.154,24.99,0.2434,15.06
2015-12-22,61671216.0,854543140.61,3.03,7.63,2.33,914.24,1.0,551434198.85,35968924.0,39796256.0,498401025.19,,,,0.62,,4001000.0,,396.8,40100.0,25807484.0,,,0.62,,60.26,7456058.0,36476824.0,541.76,562.06,,,8.14,8.14,405979168.0,5625423588.94,,6120.27,8.13,16.67,0.1619,31.95,0.1395,15.11
2015-12-23,53930584.0,764100745.42,2.65,6.72,2.04,810.04,1.0,532026210.59,27144104.0,37550656.0,384583821.68,,,,94.43,,2964440.0,,136.97,6248310.0,9124819.0,,,94.43,,45.57,300000.0,11458352.0,412.01,164.98,,,6.16,6.16,413436608.0,5857663628.39,,6292.21,6.15,16.79,0.1311,24.93,0.1224,15.45
2015-12-24,35312624.0,497240881.15,1.73,4.44,1.33,544.97,1.0,379382202.23,20044652.0,26942638.0,282250914.66,,,2749489.0,9.74,,6700.0,,147.98,547546.0,9848941.0,,,9.74,2749489.0,0.1,,11162262.0,309.11,156.75,,,4.5,4.5,425723392.0,5994657167.53,,6550.08,4.51,18.7,0.1563,27.41,0.0792,15.355
2015-12-25,35112624.0,494424659.5,1.72,4.56,1.33,542.58,1.0,379382202.23,19844652.0,26942638.0,279434693.01,,,,,,,,3.08,,200000.0,,,,,,,,305.2,,,,4.45,4.45,425947968.0,5997819446.49,,6545.29,4.46,18.8,0.1577,27.59,0.0788,
2015-12-28,27537932.0,386880735.58,1.35,3.57,1.04,423.37,1.0,250903833.13,16566553.0,17859180.0,232743700.97,,,,0.3,,,,51.18,19400.0,3297861.0,,,0.3,,,19762.0,9102859.0,254.34,141.27,,,3.72,3.72,428991168.0,6026902043.04,,6582.58,3.72,23.85,0.2144,35.14,0.0618,15.32
2015-12-29,20336752.0,291679131.21,1.0,2.66,0.77,312.98,0.0,167711837.38,10885721.0,11693377.0,156128060.36,,,,0.23,,690000.0,,87.26,15000.0,5680832.0,,,0.23,,11.15,,6870802.0,167.71,106.87,,,2.43,2.43,436504512.0,6260550201.38,,6728.1,2.43,16.24,0.2718,47.66,0.0455,15.64
2015-12-30,18838480.0,269153683.78,0.92,2.49,0.71,291.24,0.0,163666973.2,8722695.0,11455303.0,124624995.85,,,340981.0,8.52,,,,38.34,520347.0,2504007.0,,,8.52,340981.0,,,758421.0,136.27,12.21,,,1.95,1.95,438915904.0,6270985367.86,,6850.82,1.95,20.33,0.3195,51.42,0.0421,15.58
2015-12-31,19730156.0,280174590.09,0.97,2.7,0.74,305.98,0.0,159710749.94,10118695.0,11246980.0,143688738.39,,,11858.0,7.68,,,,,491677.0,,,,7.68,11858.0,,1384142.0,700000.0,157.52,10.08,,,2.27,2.27,436559840.0,6199290782.15,,6800.24,2.26,23.17,0.3008,48.27,0.0442,15.485
2016-01-01,19730156.0,280174590.09,0.97,2.75,0.74,305.63,0.0,159710749.94,10118695.0,11246980.0,143688738.39,,,,,,,,,,,,,,,,,,157.2,,,,2.26,2.26,437067808.0,6206504091.88,,6784.51,2.26,23.17,0.3009,48.27,0.0441,
