,MTB FP Equity_DX_SI_QTY,MTB FP Equity_DX_SHORT_INTEREST_VALUE,MTB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTB FP Equity_DX_SI_MV,MTB FP Equity_DX_DSS,MTB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTB FP Equity_DX_SUPPLY_SI_QTY,MTB FP Equity_DX_BROKER_SI_QTY,MTB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTB FP Equity_DX_BROKER_SI_MV_NEW_x,MTB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTB FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTB FP Equity_DX_BROKER_SI_MV_INC_x,MTB FP Equity_DX_SUPPLY_SI_MV_NEW,MTB FP Equity_DX_BROKER_SI_QTY_ADD,MTB FP Equity_DX_BROKER_SI_QTY_NEW,MTB FP Equity_DX_SUPPLY_SI_MV_DEC,MTB FP Equity_DX_BROKER_SI_QTY_INC,MTB FP Equity_DX_SUPPLY_SI_QTY_DEC,MTB FP Equity_DX_BROKER_SI_MV_NEW_y,MTB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTB FP Equity_DX_BROKER_SI_MV_INC_y,MTB FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTB FP Equity_DX_BROKER_SI_MV_ADD,MTB FP Equity_DX_SUPPLY_SI_QTY_ADD,MTB FP Equity_DX_BROKER_SI_QTY_DEC,MTB FP Equity_DX_SUPPLY_SI_MV,MTB FP Equity_DX_BROKER_SI_MV_DEC,MTB FP Equity_DX_SUPPLY_SI_MV_RMV,MTB FP Equity_DX_BROKER_SI_MV_RMV,MTB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTB FP Equity_DX_UTILIZATION_QUANTITY,MTB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTB FP Equity_DX_ACTIVE_UTILIZATION_MV,MTB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTB FP Equity_DX_BROKER_SI_CON_RATIO,MTB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTB FP Equity_DX_DEMAND_SUPPLY_RATIO,MTB FP Equity_PX_LAST
2010-01-12,46408.0,5919805.0,4.37,0.53,5.91,0.0,5919805.0,13400.0,46408.0,1709304.0,,,,0.0,,,,,19.0,,,,0.0,,,,,1.71,,,,100.0,79.74,0.0,0.0,,0.0,100.0,39.16,0.5235,60.84,2.7617,127.56
2010-01-13,36609.0,4669112.0,3.27,0.42,4.66,0.0,4669112.0,13400.0,36609.0,1709036.0,,,,0.0,,,,,1.0,,,,0.0,,,,9800.0,1.72,1.25,,,100.0,79.74,0.0,0.0,,0.0,100.0,49.63,0.5,50.37,2.1786,127.54
2010-01-14,36609.0,4665085.0,3.13,0.42,4.66,0.0,4665085.0,3600.0,36609.0,458748.0,,,,,,,,1.26,,9800.0,,,,,,,,0.46,,,,22.09,21.42,12698.0,1618106.0,,1.62,22.09,49.64,0.5,50.36,2.1786,127.43
2010-01-15,36609.0,4672407.0,2.89,0.42,4.66,0.0,4672407.0,0.0,36609.0,0.0,,,,,,,,0.46,,3600.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.66,0.5,50.34,2.1786,127.63
2010-01-18,26609.0,3394510.0,1.68,0.3,3.39,0.0,3394510.0,0.0,26609.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,1.27,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.67,0.5672,68.33,1.5835,127.57
2010-01-19,26579.0,3384570.0,1.68,0.3,3.39,0.0,3384570.0,0.0,26579.0,0.0,,,,,,,,,,,,,,,,,30.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.89,0.5656,68.11,1.5817,127.34
2010-01-20,26579.0,3384038.0,1.5,0.3,3.4,0.0,3384038.0,0.0,26579.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.08,0.5642,67.92,1.5817,127.32
2010-01-21,18179.0,2318004.0,1.04,0.21,2.31,0.0,2318004.0,0.0,18179.0,0.0,,,,,,,,,,,,,,,,,8400.0,0.0,1.09,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0818,127.51
2010-01-22,18179.0,2316187.0,1.06,0.21,2.31,0.0,2316187.0,0.0,18179.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0818,127.41
2010-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,18179.0,0.0,2.31,,,0.0,0.0,16804.0,2145535.0,,2.14,0.0,,0.0,,0.0,127.68
2010-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16804.0,2145535.0,,2.15,0.0,,0.0,,0.0,127.68
2010-01-27,31564.0,4020307.0,1.86,0.36,4.02,0.0,2326286.0,13300.0,18264.0,1694021.0,,,,,,18264.0,,,,,,,,,2.33,13300.0,,1.7,,,,100.0,79.15,0.0,0.0,,0.0,100.0,,1.0,100.0,1.8784,127.37
2010-01-28,49864.0,6348685.0,2.88,0.57,6.35,0.0,4655329.0,13300.0,36564.0,1693356.0,,,,,,18300.0,,,,,,,,,2.33,,,1.69,,,,100.0,79.15,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,2.9674,127.32
2010-01-29,49864.0,6346690.0,2.88,0.57,6.35,0.0,4653866.0,13300.0,36564.0,1692824.0,,,,,,,,,,,,,,,,,,1.69,,,,100.0,79.15,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,2.9674,127.28
2010-02-01,49864.0,6355666.0,2.87,0.57,6.35,0.0,4660448.0,13300.0,36564.0,1695218.0,,,,,,,,,,,,,,,,,,1.69,,,,100.0,38.21,0.0,0.0,,0.0,100.0,49.94,0.5,50.06,1.4327,127.46
2010-02-02,64242.0,8184431.0,3.7,0.73,8.18,1.0,6490011.0,13300.0,50942.0,1694420.0,,,,,,14378.0,,,,,,,,,1.83,,,1.7,,,,100.0,79.15,0.0,0.0,,0.0,100.0,35.82,0.3373,35.96,3.823,127.4
2010-02-03,40978.0,5213221.0,2.4,0.47,5.22,0.0,5047835.0,1300.0,39678.0,165386.0,,,,,,,,1.53,,12000.0,,,,,,,11264.0,0.17,1.43,,,7.98,7.74,14998.0,1908046.0,,1.91,7.98,36.22,0.3751,46.13,2.4386,127.22
2010-02-04,30978.0,3947527.0,1.82,0.35,3.94,0.0,3654438.0,2300.0,28678.0,293089.0,,,1000.0,,,,,,,,,,,1000.0,,,11000.0,0.29,1.4,,,14.11,13.69,13998.0,1783765.0,,1.78,14.11,25.44,0.3757,50.13,1.8435,127.43
2010-02-05,16600.0,2116334.0,0.95,0.19,2.12,0.0,1823107.0,2300.0,14300.0,293227.0,,,,,,,,,,,,,,,,,14378.0,0.29,1.83,,,14.11,13.69,13998.0,1784605.0,,1.78,14.11,48.96,0.5002,51.04,0.9879,127.49
2010-02-08,14300.0,1822535.0,0.87,0.16,1.82,0.0,1822535.0,0.0,14300.0,0.0,,,,,,,,0.29,,2300.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.95,0.5002,51.05,0.851,127.45
2010-02-09,2180.0,278342.4,0.13,0.02,0.28,0.0,150662.4,1000.0,1180.0,127680.0,,,,,,1180.0,,,,,,,,,0.15,1000.0,14300.0,0.13,1.82,,,6.14,5.95,15298.0,1953249.0,,1.95,6.14,45.89,0.5034,54.11,0.1297,127.68
2010-02-10,16029.0,2049147.0,0.98,0.18,2.05,0.0,2049147.0,1000.0,16029.0,127840.0,,,,1.77,,1000.0,,,13849.0,,,,1.77,,0.13,,,0.13,,,,6.14,5.95,15298.0,1955696.0,,1.95,6.14,6.23,0.8832,93.77,0.9539,127.84
2010-02-11,16029.0,2050750.0,1.01,0.18,2.05,0.0,2050750.0,1000.0,16029.0,127940.0,,,,,,,,,,,,,,,,,,0.13,,,,6.14,5.9,15298.0,1957226.0,,1.96,6.14,6.23,0.8832,93.77,0.9454,127.94
2010-02-12,16029.0,2054918.0,1.03,0.18,2.05,0.0,2054918.0,1000.0,16029.0,128200.0,,,,,,,,,,,,,,,,,,0.13,,,,6.14,5.9,15298.0,1961204.0,,1.96,6.14,6.24,0.883,93.76,0.9454,128.2
2010-02-15,1000.0,128100.0,0.06,0.01,0.13,0.0,128100.0,1000.0,1000.0,128100.0,,,,,,,,,,,,,,,,,15029.0,0.13,1.92,,,6.14,5.9,15298.0,1959674.0,,1.96,6.14,,1.0,100.0,0.059,128.1
2010-02-16,2100.0,269031.0,0.13,0.02,0.27,0.0,269031.0,1000.0,2100.0,128110.0,,,,0.14,,,,,1100.0,,,,0.14,,,,,0.13,,,,6.14,5.9,15298.0,1959827.0,,1.96,6.14,,1.0,100.0,0.1239,128.11
2010-02-17,4263.0,546388.7,0.26,0.05,0.55,0.0,546388.7,1000.0,4263.0,128170.0,,,,,,2163.0,,,,,,,,,0.28,,,0.13,,,,6.14,5.9,15298.0,1960745.0,,1.96,6.14,49.24,0.5001,50.76,0.2514,128.17
2010-02-18,4263.0,545706.6,0.26,0.05,0.55,0.0,545706.6,1000.0,4263.0,128010.0,,,,,,,,,,,,,,,,,,0.13,,,,6.14,5.9,15298.0,1958297.0,,1.96,6.14,49.25,0.5001,50.75,0.2514,128.01
2010-02-19,3688.0,472174.6,0.23,0.04,0.47,0.0,472174.6,1000.0,3688.0,128030.0,,,,,,,,,,,,,,,,,575.0,0.13,0.07,,,6.14,5.9,15298.0,1958603.0,,1.96,6.14,43.07,0.5096,56.93,0.2175,128.03
2010-02-22,9748.0,1248329.0,0.56,0.11,1.25,0.0,1248329.0,0.0,9748.0,0.0,,,,0.26,,4000.0,,0.13,2060.0,1000.0,,,0.26,,0.51,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.41,0.3548,41.04,0.5771,128.06
2010-02-23,25748.0,3308618.0,1.49,0.29,3.3,0.0,3308618.0,0.0,25748.0,0.0,,,,2.05,,,,,16000.0,,,,2.05,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.54,0.6131,76.31,1.5244,128.5
2010-02-24,21733.0,2792908.0,1.31,0.25,2.79,0.0,2792908.0,0.0,21733.0,0.0,,,,,,,,,,,,,,,,,4015.0,0.0,0.51,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.41,0.6889,80.93,1.2867,128.51
2010-02-25,22588.0,2902106.0,1.41,0.26,2.9,0.0,2902106.0,11000.0,22588.0,1413280.0,,,,0.11,,,,,855.0,,,,0.11,,,11000.0,,1.41,,,,67.49,65.12,5298.0,680687.0,,0.68,67.49,17.71,0.6397,77.87,1.3373,128.48
2010-02-26,32690.0,4201646.0,2.15,0.37,4.2,0.0,4201646.0,11000.0,32690.0,1413830.0,,,,1.41,,,,,11000.0,,,,1.41,,,,898.0,1.41,0.12,,,67.49,65.12,5298.0,680951.9,,0.68,67.49,45.88,0.4722,51.06,1.9354,128.53
2010-03-01,31690.0,4081672.0,2.63,0.36,4.07,0.0,4081672.0,11000.0,31690.0,1416800.0,,,,,,,,,,,,,,,,,1000.0,1.41,0.13,,,67.49,65.12,5298.0,682382.4,,0.68,67.49,47.34,0.5014,52.66,1.8761,128.8
2010-03-02,31690.0,4081672.0,2.61,0.36,4.08,0.0,4081672.0,11000.0,31690.0,1416800.0,,,,,,,,,,,,,,,,,,1.41,,,,67.49,65.12,5298.0,682382.4,,0.68,67.49,47.39,0.5014,52.61,1.8761,128.8
2010-03-03,15000.0,1932000.0,1.45,0.17,1.93,0.0,1932000.0,11000.0,15000.0,1416800.0,,,,,,,,,,,,,,,,,16690.0,1.42,2.14,,,67.49,65.12,5298.0,682382.4,,0.68,67.49,,1.0,100.0,0.888,128.8
2010-03-04,15000.0,1933500.0,1.18,0.17,1.93,0.0,1933500.0,11000.0,15000.0,1417900.0,,,,,,,,,,,,,,,,,,1.42,,,,67.49,65.12,5298.0,682912.2,,0.68,67.49,,1.0,100.0,0.888,128.9
2010-03-05,15000.0,1933200.0,1.16,0.17,1.93,0.0,1933200.0,0.0,15000.0,0.0,,,,,,,,1.42,,11000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.888,128.88
2010-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,15000.0,0.0,1.93,,,0.0,0.0,16891.0,2176574.0,,2.18,0.0,,0.0,,0.0,128.86
2010-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16891.0,2175561.0,,2.18,0.0,,0.0,,0.0,128.8
2010-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16891.0,2176574.0,,2.18,0.0,,0.0,,0.0,128.86
2010-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16891.0,2172858.0,,2.18,0.0,,0.0,,0.0,128.64
2010-03-12,8750.0,1126038.0,0.62,0.1,1.13,0.0,1126038.0,0.0,8750.0,0.0,,,,,,8750.0,,,,,,,,,1.13,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.518,128.69
2010-03-15,8750.0,1127175.0,0.62,0.1,1.13,0.0,1127175.0,0.0,8750.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.518,128.82
2010-03-16,8750.0,1129100.0,0.62,0.1,1.13,0.0,1129100.0,0.0,8750.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.518,129.04
2010-03-17,66885.0,8640873.0,4.65,0.76,8.61,1.0,8640873.0,0.0,66885.0,0.0,,,,,,58135.0,,,,,,,,,7.48,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.08,0.7198,83.77,3.9598,129.19
2010-03-18,58935.0,7602615.0,4.1,0.67,7.6,0.0,7602615.0,0.0,58935.0,0.0,,,,,,,,,,,,,,,,,7950.0,0.0,1.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.57,0.9054,95.07,3.4891,129.0
2010-03-19,58935.0,7596721.0,4.57,0.67,7.6,0.0,7596721.0,0.0,58935.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.56,0.9055,95.08,3.4891,128.9
2010-03-22,73935.0,9536876.0,5.68,0.84,9.52,1.0,8246976.0,10000.0,63935.0,1289900.0,,,,0.64,,,,,5000.0,,,,0.64,,,10000.0,,1.29,,,,61.36,59.2,6298.0,812379.1,,0.81,61.34,11.11,0.7805,87.63,4.3772,128.99
2010-03-23,73135.0,9449042.0,5.63,0.84,9.42,1.0,8157042.0,10000.0,63135.0,1292000.0,,,,,,,,,,,,,,,,,800.0,1.29,0.1,,,61.36,59.2,6298.0,813701.6,,0.81,61.36,11.26,0.8002,88.74,4.3298,129.2
2010-03-24,60468.0,7805814.0,4.65,0.69,7.79,0.0,6514914.0,10000.0,50468.0,1290900.0,,,,,,,,,,,,,,,,,12667.0,1.29,1.63,,,61.36,59.2,6298.0,813008.8,,0.81,61.36,14.11,0.7576,85.89,3.5799,129.09
2010-03-25,60468.0,7803396.0,4.68,0.69,7.81,0.0,6512896.0,10000.0,50468.0,1290500.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,812756.9,,0.81,61.36,14.07,0.7582,85.93,3.5799,129.05
2010-03-26,56468.0,7290584.0,4.43,0.65,7.28,0.0,5999484.0,10000.0,46468.0,1291100.0,,,,,,,,,,,,,,,,,4000.0,1.29,0.52,,,61.36,59.2,6298.0,813134.8,,0.81,61.36,15.24,0.7417,84.76,3.3431,129.11
2010-03-29,56468.0,7294536.0,4.46,0.65,7.29,0.0,6002736.0,10000.0,46468.0,1291800.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,813575.6,,0.81,61.36,15.29,0.7409,84.71,3.3431,129.18
2010-03-30,36468.0,4714948.0,2.96,0.42,4.71,0.0,3422048.0,10000.0,26468.0,1292900.0,,,,,,,,,,,,,,,,,20000.0,1.29,2.58,,,61.36,59.2,6298.0,814268.4,,0.81,61.36,26.86,0.6071,73.14,2.159,129.29
2010-03-31,36468.0,4709842.0,2.57,0.42,4.71,0.0,3418342.0,10000.0,26468.0,1291500.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,813386.7,,0.81,61.36,26.85,0.6072,73.15,2.159,129.15
2010-04-01,36468.0,4716042.0,2.58,0.42,4.71,0.0,3422842.0,10000.0,26468.0,1293200.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,814457.4,,0.81,61.36,26.83,0.6074,73.17,2.159,129.32
2010-04-02,36468.0,4716042.0,2.44,0.42,4.71,0.0,3422842.0,10000.0,26468.0,1293200.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,814457.4,,0.81,61.36,26.81,0.6075,73.19,2.159,
2010-04-05,36468.0,4716042.0,2.44,0.42,4.71,0.0,3422842.0,10000.0,26468.0,1293200.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,814457.4,,0.81,61.36,26.81,0.6075,73.19,2.159,
2010-04-06,36468.0,4700725.0,2.44,0.42,4.71,0.0,3411725.0,10000.0,26468.0,1289000.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,811812.2,,0.81,61.35,26.81,0.6075,73.19,2.159,128.9
2010-04-07,38868.0,5013972.0,2.96,0.44,5.02,0.0,3723972.0,10000.0,28868.0,1290000.0,,,,,,2400.0,,,,,,,,,0.31,,,1.29,,,,61.36,59.2,6298.0,812442.0,,0.82,61.25,24.55,0.5149,67.14,2.3011,129.0
2010-04-08,38868.0,5012418.0,2.86,0.44,5.01,0.0,3722818.0,10000.0,28868.0,1289600.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,812190.1,,0.81,61.36,24.6,0.5144,67.08,2.3011,128.96
2010-04-09,38868.0,5009697.0,2.79,0.44,5.01,0.0,3720797.0,10000.0,28868.0,1288900.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,811749.2,,0.81,61.36,24.6,0.5143,67.08,2.3011,128.89
2010-04-12,38868.0,5015916.0,2.8,0.44,5.01,0.0,3725416.0,10000.0,28868.0,1290500.0,,,,,,,,,,,,,,,,,,1.29,,,,61.36,59.2,6298.0,812756.9,,0.81,61.36,24.59,0.5144,67.09,2.3011,129.05
2010-04-13,48868.0,6311791.0,3.52,0.56,6.3,0.0,5020191.0,10000.0,38868.0,1291600.0,1.29,,,,,,10000.0,,,,1.29,,,,,,,1.29,,,,61.36,59.2,6298.0,813449.7,,0.81,61.36,25.74,0.3498,49.8,2.8931,129.16
2010-04-14,14500.0,1870645.0,1.06,0.17,1.87,0.0,1870645.0,0.0,14500.0,0.0,,,,,,,,1.29,,10000.0,,,,,,,24368.0,0.0,3.14,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.49,0.5117,68.95,0.8584,129.01
2010-04-15,14500.0,1871370.0,1.07,0.17,1.88,0.0,1871370.0,0.0,14500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.4,0.5138,69.14,0.8584,129.06
2010-04-16,14500.0,1873980.0,1.09,0.17,1.87,0.0,1873980.0,0.0,14500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.48,0.5117,68.95,0.8584,129.24
2010-04-19,4500.0,580860.0,0.41,0.05,0.58,0.0,580860.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,1.29,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.56,0.3758,46.66,0.2664,129.08
2010-04-20,4500.0,580275.0,0.39,0.05,0.58,0.0,580275.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.59,0.3758,46.64,0.2664,128.95
2010-04-21,4500.0,580545.0,0.4,0.05,0.58,0.0,580545.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.61,0.3758,46.62,0.2664,129.01
2010-04-22,4500.0,577980.0,0.4,0.05,0.58,0.0,577980.0,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.51,0.3763,46.77,0.2664,128.44
2010-04-23,4500.0,577934.9,0.42,0.05,0.58,0.0,577934.9,0.0,4500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.64,0.3758,46.61,0.2664,128.43
2010-04-26,2400.0,307080.0,0.22,0.03,0.31,0.0,307080.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,2100.0,0.0,0.27,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.25,0.5561,66.75,0.1421,127.95
2010-04-27,2400.0,306120.0,0.24,0.03,0.31,0.0,306120.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.17,0.5567,66.83,0.1421,127.55
2010-04-28,2400.0,306048.0,0.23,0.03,0.31,0.0,306048.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.17,0.5566,66.83,0.1421,127.52
2010-04-29,2400.0,307608.0,0.21,0.03,0.31,0.0,307608.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.18,0.5566,66.82,0.1421,128.17
2010-04-30,1600.0,205184.0,0.14,0.02,0.21,0.0,205184.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,800.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0968,128.24
2010-05-03,1600.0,205424.0,0.14,0.02,0.21,0.0,205424.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0968,128.39
2010-05-04,1600.0,204672.0,0.13,0.02,0.21,0.0,204672.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0968,127.92
2010-05-05,1600.0,204512.0,0.13,0.02,0.21,0.0,204512.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0968,127.82
2010-05-06,7100.0,905463.0,0.56,0.08,0.91,0.0,905463.0,0.0,7100.0,0.0,,,,,,5500.0,,,,,,,,,0.7,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.64,0.6497,77.36,0.4295,127.53
2010-05-07,7100.0,904682.0,0.56,0.08,0.91,0.0,904682.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.68,0.6493,77.32,0.4295,127.42
2010-05-10,16100.0,2085916.0,0.63,0.17,2.05,0.0,2085916.0,0.0,16100.0,0.0,,,,1.15,,,,,9000.0,,,,1.15,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.8201,90.0,0.9739,129.56
2010-05-11,7100.0,922289.9,0.25,0.08,0.92,0.0,922289.9,9000.0,7100.0,1169100.0,,,,,,,,,,,,,,,,9000.0,9000.0,1.15,1.14,,,55.22,54.44,7298.0,948010.1,,0.96,54.31,22.36,0.6527,77.64,0.4295,129.9
2010-05-12,16100.0,2090746.0,0.55,0.17,2.09,0.0,2090746.0,9000.0,16100.0,1168740.0,,,,1.17,,,,,9000.0,,,,1.17,,,,,1.17,,,,55.22,54.44,7298.0,947718.3,,0.95,55.22,9.83,0.8228,90.17,0.9739,129.86
2010-05-13,16350.0,2126972.0,0.54,0.18,2.12,0.0,2126972.0,9000.0,16350.0,1170810.0,,,,0.03,,,,,250.0,,,,0.03,,,,,1.17,,,,55.22,54.44,7298.0,949396.8,,0.95,55.22,11.21,0.8009,88.79,0.9891,130.09
2010-05-14,16350.0,2130242.0,0.59,0.18,2.12,0.0,2130242.0,9000.0,16350.0,1172610.0,,,,,,,,,,,,,,,,,,1.17,,,,55.22,54.44,7298.0,950856.4,,0.95,55.22,11.19,0.8012,88.81,0.9891,130.29
2010-05-17,10850.0,1408981.0,0.37,0.12,1.42,,1408981.0,9000.0,10850.0,1168740.0,,,,,,,,,,,,,,,,,5500.0,1.18,0.71,,,55.22,54.44,7298.0,947718.3,,0.96,55.22,16.86,0.7197,83.14,0.6563,129.86
2010-05-18,10850.0,1412779.0,0.37,0.12,1.39,,1412779.0,9000.0,10850.0,1171890.0,,,,,,,,,,,,,,,,,,1.15,,,,55.22,54.44,7298.0,950272.6,,0.94,55.22,16.9,0.7191,83.1,0.6563,130.21
2010-05-19,11650.0,1520441.0,0.4,0.13,1.53,,1520441.0,9000.0,11650.0,1174590.0,,,,,,800.0,,,,,,,,,0.1,,,1.18,,,,55.22,54.44,7298.0,952461.9,,0.96,55.22,15.84,0.6272,77.29,0.7047,130.51
2010-05-20,11650.0,1519626.0,0.39,0.13,1.52,0.0,1519626.0,9000.0,11650.0,1173960.0,,,,,,,,,,,,,,,,,,1.17,,,,55.22,54.44,7298.0,951951.1,,0.95,55.22,15.81,0.6276,77.32,0.7047,130.44
2010-05-21,11650.0,1517646.0,0.38,0.13,1.52,0.0,1517646.0,9000.0,11650.0,1172430.0,,,,,,,,,,,,,,,,,,1.17,,,,55.22,54.44,7298.0,950710.5,,0.95,55.22,15.84,0.6272,77.29,0.7047,130.27
2010-05-24,11400.0,1487358.0,0.36,0.12,1.48,0.0,1487358.0,9000.0,11400.0,1174230.0,,,,,,,,,,,,,,,,,250.0,1.17,0.03,,,55.22,54.44,7298.0,952170.1,,0.95,55.22,14.0,0.6483,78.98,0.6896,130.47
2010-05-25,11400.0,1488840.0,0.36,0.12,1.49,0.0,1488840.0,0.0,11400.0,0.0,,,,,,,,1.17,,9000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.98,0.6485,78.99,0.6896,130.6
2010-05-26,11400.0,1484280.0,0.35,0.12,1.49,0.0,1484280.0,0.0,11400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.99,0.6484,78.99,0.6896,130.2
2010-05-27,2400.0,311784.0,0.07,0.03,0.31,0.0,311784.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,9000.0,0.0,1.17,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.4,0.5551,66.6,0.1452,129.91
