,ALHRS FP Equity_DX_SI_QTY,ALHRS FP Equity_DX_SHORT_INTEREST_VALUE,ALHRS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHRS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHRS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHRS FP Equity_DX_SI_MV,ALHRS FP Equity_DX_DSS,ALHRS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHRS FP Equity_DX_SUPPLY_SI_QTY,ALHRS FP Equity_DX_BROKER_SI_QTY,ALHRS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHRS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHRS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHRS FP Equity_DX_BROKER_SI_MV_INC_x,ALHRS FP Equity_DX_SUPPLY_SI_MV_NEW,ALHRS FP Equity_DX_BROKER_SI_QTY_ADD,ALHRS FP Equity_DX_SUPPLY_SI_MV_DEC,ALHRS FP Equity_DX_BROKER_SI_QTY_INC,ALHRS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHRS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHRS FP Equity_DX_BROKER_SI_MV_INC_y,ALHRS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHRS FP Equity_DX_BROKER_SI_MV_ADD,ALHRS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHRS FP Equity_DX_BROKER_SI_QTY_DEC,ALHRS FP Equity_DX_SUPPLY_SI_MV,ALHRS FP Equity_DX_BROKER_SI_MV_DEC,ALHRS FP Equity_DX_SUPPLY_SI_MV_RMV,ALHRS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHRS FP Equity_DX_UTILIZATION_QUANTITY,ALHRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHRS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHRS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHRS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHRS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHRS FP Equity_DX_BROKER_SI_CON_RATIO,ALHRS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHRS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHRS FP Equity_PX_LAST
2022-01-25,124240.0,2956912.0,3.23,6.29,0.82,3.06,0.0,1938248.2,98752.0,81439.0,2350297.6,,,,,,,,,,,,,,4104.0,2.43,0.12,,100.0,65.51,0.0,0.0,,0.0,100.0,19.84,0.2358,40.09,0.8242,23.8
2022-01-26,120940.0,2914654.0,3.15,5.89,0.8,2.89,0.0,1962679.9,91952.0,81439.0,2216043.2,,200.0,,,,0.2,,7000.0,,,200.0,,,,2.2,,,100.0,62.77,0.0,0.0,,0.0,100.0,20.21,0.2521,42.14,0.8256,24.1
2022-01-27,119840.0,2906120.0,3.12,5.9,0.79,2.9,0.0,1919120.75,93152.0,79139.0,2258936.0,,,0.03,,,,1200.0,,,0.03,,,1200.0,3500.0,2.25,0.08,,100.0,65.33,0.0,0.0,,0.0,100.0,17.02,0.2542,43.14,0.8404,24.25
2022-01-28,136051.0,3224408.7,3.54,6.66,0.9,3.28,0.0,2279703.0,102203.0,96190.0,2422211.1,,10650.0,0.18,,9000.0,0.04,8051.0,1599.0,,0.18,10650.0,0.22,,,2.46,,,76.98,74.03,30563.0,724343.1,,0.72,77.23,22.64,0.2281,37.9,0.9855,23.7
2022-01-31,136039.0,3196916.5,3.54,6.61,0.9,3.21,0.0,2260183.0,103191.0,96178.0,2424988.5,,988.0,0.01,,,,988.0,,,0.01,988.0,,,1000.0,2.43,0.03,,77.15,74.75,30563.0,718230.5,,0.72,77.25,21.64,0.2315,38.92,0.9854,23.5
2022-02-01,139539.0,3558244.5,3.63,6.73,0.92,3.33,0.0,2541789.0,103191.0,99678.0,2631370.5,,,0.08,,,,3500.0,,,0.08,,,,,2.48,,,77.15,74.75,30563.0,779356.5,,0.78,76.12,23.57,0.2358,38.72,1.0108,25.5
2022-02-02,139538.0,3362865.8,3.63,6.67,0.92,3.48,0.0,2402239.8,103190.0,99678.0,2486879.0,,,,,,0.0,,1.0,,,,,,,2.59,,,77.15,74.75,30563.0,736568.3,,0.74,77.86,23.34,0.2289,37.67,1.0108,24.1
2022-02-03,138939.0,3334536.0,3.61,6.46,0.92,3.34,0.0,2377872.0,101591.0,99078.0,2438184.0,,1.0,,,,0.07,,1600.0,,,1.0,,,600.0,2.44,0.01,,76.87,73.59,30563.0,733512.0,,0.73,76.9,23.71,0.2313,37.9,1.0064,24.0
2022-02-04,139693.0,3331678.05,3.63,6.84,0.92,3.35,0.0,2354758.2,99245.0,98732.0,2366993.25,,1100.0,0.04,,1500.0,0.08,1600.0,3446.0,,0.04,1100.0,0.04,,3446.0,2.37,0.08,,76.46,71.89,30563.0,728927.55,,0.73,76.53,25.12,0.2329,38.07,1.0119,23.85
2022-02-07,126556.0,3068983.0,3.29,6.27,0.83,3.01,0.0,2148428.75,90333.0,88595.0,2190575.25,,,,,,0.2,,8912.0,,,,,,10137.0,2.14,0.24,,72.73,65.44,33875.0,821468.75,,0.82,72.29,25.9,0.2489,39.5,0.9167,24.25
2022-02-08,126122.0,3033234.1,3.28,6.39,0.83,3.06,0.0,2243071.35,90799.0,93267.0,2183715.95,,7000.0,0.13,,,0.13,5112.0,6534.0,,0.13,7000.0,,,440.0,2.2,0.01,,77.16,70.86,26875.0,646343.75,,0.65,77.26,25.94,0.2684,42.13,0.9843,24.05
2022-02-09,125206.0,3186492.7,3.26,6.43,0.83,3.05,0.0,2357738.9,91308.0,92642.0,2323788.6,,800.0,0.05,,,0.01,2150.0,291.0,,0.05,800.0,,,2775.0,2.24,0.04,,77.26,70.82,26875.0,683968.75,,0.68,76.62,25.63,0.2631,41.23,0.9711,25.45
2022-02-10,115985.0,2899625.0,3.02,6.01,0.77,2.92,0.0,2078250.0,86087.0,83130.0,2152175.0,,2191.0,,,,0.18,,7412.0,,,2191.0,,,9512.0,2.13,0.2,,76.21,65.8,26875.0,671875.0,,0.67,75.95,22.77,0.277,44.62,0.8865,25.0
2022-02-11,121055.0,2947689.25,3.15,7.37,0.8,3.02,0.0,2120032.75,87222.0,87065.0,2123855.7,,1135.0,0.08,,600.0,,3335.0,,,0.08,1135.0,0.02,,,2.16,,,76.45,75.01,26875.0,654406.25,,0.66,76.71,21.78,0.2634,42.76,1.041,24.35
2022-02-14,120738.0,2776974.0,3.14,7.46,0.8,2.92,0.0,1981404.0,86005.0,86148.0,1978115.0,,,0.02,,,0.03,900.0,1217.0,,0.02,,,,1817.0,2.05,0.05,,76.19,73.96,26875.0,618125.0,,0.62,76.85,22.07,0.2585,42.57,1.0383,23.0
2022-02-15,120738.0,2831306.1,3.14,7.44,0.8,2.79,0.0,2020170.6,86005.0,86148.0,2016817.25,,,,,,,,,,,,,,,1.99,,,76.19,73.96,26875.0,630218.75,,0.63,75.95,21.73,0.2618,43.17,1.0383,23.45
2022-02-16,120166.0,2865959.1,3.13,7.56,0.79,2.82,0.0,2031781.5,85851.0,85190.0,2047546.35,,195.0,,,,0.01,,349.0,,,195.0,,,958.0,2.03,0.02,,76.16,74.05,26875.0,640968.75,,0.64,75.97,21.57,0.2639,43.59,1.0365,23.85
2022-02-17,120666.0,2793417.9,3.14,7.82,0.8,2.87,0.0,1972148.5,86351.0,85190.0,1999025.65,,500.0,,,,,,,,,500.0,,,,2.04,,,76.26,74.16,26875.0,622156.25,,0.62,76.6,21.99,0.2588,42.8,1.0363,23.15
2022-02-18,120666.0,2793417.9,3.14,8.41,0.8,2.8,0.0,1972148.5,86351.0,85190.0,1999025.65,,,,,,,,,,,,,,,2.01,,,76.26,74.16,26875.0,622156.25,,0.62,76.31,21.76,0.26,43.07,1.0363,23.15
2022-02-21,120066.0,2755514.7,3.12,8.73,0.79,2.78,0.0,1955110.5,85751.0,85190.0,1967985.45,,,,,,0.01,,600.0,,,,,,,1.98,,,76.14,73.64,26875.0,616781.25,,0.62,76.22,21.97,0.263,43.3,1.0311,22.95
2022-02-22,129466.0,2874145.2,3.37,9.82,0.85,2.95,0.0,2099898.0,95751.0,94590.0,2125672.2,,10000.0,,,10000.0,,,,,,10000.0,0.23,,600.0,2.16,0.02,,100.0,83.64,0.0,0.0,,0.0,100.0,20.07,0.2326,39.01,1.1309,22.2
2022-02-23,130566.0,2859395.4,3.4,10.04,0.86,2.9,0.0,2095611.0,95751.0,95690.0,2096946.9,,,0.03,,,,1100.0,,,0.03,,,,,2.12,,,100.0,83.64,0.0,0.0,,0.0,100.0,19.54,0.229,38.92,1.1405,21.9
2022-02-24,135450.0,2776725.0,3.52,10.74,0.89,2.95,0.0,2061767.0,95751.0,100574.0,1962895.5,,,0.11,,,,4904.0,,,0.11,,,,20.0,2.04,0.0,,100.0,83.64,0.0,0.0,,0.0,100.0,19.04,0.2134,36.53,1.1832,20.5
2022-02-25,131346.0,2810804.4,3.42,9.85,0.87,2.73,0.0,2064458.0,95751.0,96470.0,2049071.4,,,,,,,,,,,,,,4104.0,2.02,0.1,,100.0,83.64,0.0,0.0,,0.0,100.0,19.41,0.2273,38.89,1.1473,21.4
2022-02-28,129246.0,2908035.0,3.36,9.5,0.85,2.8,0.0,2145825.0,94451.0,95370.0,2125147.5,,,,,,0.03,,1300.0,,,,,,1100.0,2.07,0.01,,100.0,83.45,0.0,0.0,,0.0,100.0,18.95,0.2339,39.92,1.1419,22.5
2022-03-01,128446.0,2890035.0,3.34,9.32,0.85,2.9,0.0,2127825.0,93651.0,94570.0,2107147.5,,,,,,0.01,,800.0,,,,,,800.0,2.11,0.02,,100.0,83.33,0.0,0.0,,0.0,100.0,19.28,0.2334,39.82,1.143,22.5
2022-03-02,127612.0,2775561.0,3.32,9.1,0.84,2.86,0.0,2056897.5,92817.0,94570.0,2018769.75,,,,,,0.02,,834.0,,,,,,,2.05,,,100.0,82.59,0.0,0.0,,0.0,100.0,19.5,0.231,39.35,1.1355,21.75
2022-03-03,129450.0,2724922.5,3.37,9.37,0.85,2.81,0.0,2067699.4,90997.0,98228.0,1915486.85,,,0.07,,,0.05,3658.0,1820.0,,0.07,,,,,1.95,,,100.0,80.97,0.0,0.0,,0.0,100.0,18.83,0.2253,38.08,1.1519,21.05
2022-03-04,128707.0,2651364.2,3.35,9.29,0.85,2.72,0.0,2023496.8,90254.0,98228.0,1859232.4,,,,,,0.02,,743.0,,,,,,,1.89,,,100.0,80.31,0.0,0.0,,0.0,100.0,18.72,0.2262,38.32,1.1453,20.6
2022-03-07,129650.0,2502245.0,3.37,9.54,0.86,2.65,0.0,1918053.3,90044.0,99381.0,1737849.2,,,0.06,,,0.01,3353.0,210.0,,0.06,,,,2200.0,1.8,0.05,,100.0,80.12,0.0,0.0,,0.0,100.0,17.69,0.2218,37.38,1.1537,19.3
2022-03-08,129650.0,2722650.0,3.37,9.64,0.86,2.55,0.0,2087001.0,90044.0,99381.0,1890924.0,,,,,,,,,,,,,,,1.81,,,100.0,80.12,0.0,0.0,,0.0,100.0,17.16,0.2277,38.69,1.1537,21.0
2022-03-09,130850.0,2996465.0,3.4,9.85,0.86,2.77,0.0,2268954.9,89744.0,99081.0,2055137.6,,1500.0,,,1500.0,0.0,,1800.0,,,1500.0,0.03,,1800.0,1.95,0.02,,100.0,79.86,0.0,0.0,,0.0,100.0,17.24,0.2261,39.06,1.1643,22.9
2022-03-10,129850.0,2882670.0,3.38,9.41,0.86,2.95,0.0,2177398.2,88144.0,98081.0,1956796.8,,,0.05,,,0.06,600.0,1600.0,,0.05,,,,1600.0,2.0,0.02,,100.0,78.43,0.0,0.0,,0.0,100.0,18.28,0.2238,38.53,1.1554,22.2
2022-03-11,129850.0,3038490.0,3.38,9.31,0.86,2.94,0.0,2295095.4,88144.0,98081.0,2062569.6,,,,,,,,,,,,,,,2.02,,,100.0,78.09,0.0,0.0,,0.0,100.0,17.96,0.2264,39.14,1.1503,23.4
2022-03-14,131800.0,3044580.0,3.43,9.16,0.87,3.07,0.0,2326886.1,87444.0,100731.0,2019956.4,,2300.0,0.08,,,0.03,2650.0,3000.0,,0.08,2300.0,,,,2.04,,,100.0,75.92,0.0,0.0,,0.0,100.0,17.45,0.2373,41.08,1.1443,23.1
2022-03-15,136654.0,3122543.9,3.55,9.12,0.9,3.16,0.0,2344021.55,88646.0,102583.0,2025561.1,,3002.0,0.08,,,0.05,3652.0,1800.0,,0.08,3002.0,,,1800.0,2.04,0.04,,100.0,76.96,0.0,0.0,,0.0,100.0,19.59,0.2338,40.25,1.1864,22.85
2022-03-16,136754.0,3275258.3,3.56,8.95,0.9,3.15,0.0,2447282.85,88246.0,102183.0,2113491.7,,500.0,0.01,,,0.0,500.0,900.0,,0.01,500.0,,,900.0,2.05,0.02,,100.0,76.62,0.0,0.0,,0.0,100.0,19.47,0.2364,40.86,1.1873,23.95
2022-03-17,136754.0,3200043.6,3.56,8.97,0.9,3.25,0.0,2391082.2,88246.0,102183.0,2064956.4,,,,,,,,,,,,,,,2.09,,,100.0,76.62,0.0,0.0,,0.0,100.0,19.77,0.2338,40.33,1.1873,23.4
2022-03-18,137204.0,3251734.8,3.57,8.75,0.9,3.23,0.0,2432402.1,88246.0,102633.0,2091430.2,,,0.01,,,,450.0,,,0.01,,,,,2.08,,,100.0,76.62,0.0,0.0,,0.0,100.0,19.47,0.2332,40.43,1.1912,23.7
2022-03-21,142204.0,3348904.2,3.7,9.08,0.94,3.36,0.0,2475882.15,90746.0,105133.0,2137068.3,,2500.0,0.06,,,,2500.0,,,0.06,2500.0,,,,2.15,,,100.0,78.79,0.0,0.0,,0.0,100.0,21.35,0.2311,39.37,1.2346,23.55
2022-03-22,139904.0,3203801.6,3.64,8.88,0.92,3.28,0.0,2418995.7,88246.0,105633.0,2020833.4,,300.0,0.05,,1000.0,0.07,2300.0,2800.0,,0.05,300.0,0.02,,2800.0,2.05,0.07,,100.0,76.62,0.0,0.0,,0.0,100.0,21.36,0.225,38.96,1.2146,22.9
2022-03-23,138804.0,3164731.2,3.61,8.73,0.92,3.2,0.0,2383352.4,88246.0,104533.0,2012008.8,,,,,,,,,,,,,,1100.0,2.02,0.04,,100.0,76.62,0.0,0.0,,0.0,100.0,20.77,0.229,39.86,1.2051,22.8
2022-03-24,140304.0,3205946.4,3.65,8.89,0.93,3.23,0.0,2422854.05,87746.0,106033.0,2004996.1,,,0.04,,,0.01,2000.0,500.0,,0.04,,,,500.0,2.01,0.01,,100.0,76.18,0.0,0.0,,0.0,100.0,22.17,0.2309,39.51,1.2181,22.85
2022-03-25,144558.0,3317606.1,3.76,9.25,0.95,3.32,0.0,2528791.65,87846.0,110187.0,2016065.7,,100.0,0.09,,100.0,,4104.0,,,0.09,100.0,0.0,,50.0,2.02,0.0,,100.0,76.27,0.0,0.0,,0.0,100.0,21.48,0.2192,37.81,1.2551,22.95
2022-03-28,139654.0,3232990.1,3.63,8.85,0.92,3.22,0.0,2437301.45,86396.0,105283.0,2000067.4,,200.0,,,,0.04,,1650.0,,,200.0,,,4904.0,1.99,0.11,,100.0,75.57,0.0,0.0,,0.0,100.0,22.46,0.2318,39.49,1.2215,23.15
2022-03-29,137254.0,3239194.4,3.57,8.84,0.91,3.18,0.0,2428038.8,84796.0,102883.0,2001185.6,,,0.01,,,0.02,200.0,1600.0,,0.01,,,,2600.0,1.98,0.06,,100.0,74.17,0.0,0.0,,0.0,100.0,22.99,0.2408,40.36,1.2005,23.6
2022-03-30,137802.0,3293467.8,3.58,8.71,0.91,3.26,0.0,2498290.9,83696.0,104531.0,2000334.4,,,0.06,,,0.02,1648.0,1100.0,,0.06,,,,,1.98,,,100.0,73.2,0.0,0.0,,0.0,100.0,22.59,0.2464,41.35,1.2053,23.9
2022-03-31,136702.0,3267177.8,3.56,8.57,0.9,3.28,0.0,2472000.9,83696.0,103431.0,2000334.4,,,,,,,,,,,,,,1100.0,2.01,0.02,,100.0,73.2,0.0,0.0,,0.0,100.0,22.78,0.2505,41.76,1.1957,23.9
2022-04-01,137202.0,3237967.2,3.57,8.58,0.9,3.28,0.0,2452771.6,83696.0,103931.0,1975225.6,,,0.04,,,,1500.0,,,0.04,,,,1000.0,1.99,0.03,,100.0,71.04,0.0,0.0,,0.0,100.0,22.77,0.2407,40.48,1.1645,23.6
2022-04-04,138402.0,3210926.4,3.6,8.67,0.91,3.27,0.0,2425119.2,84296.0,104531.0,1955667.2,,600.0,0.01,,,,600.0,,,0.01,600.0,,,,1.98,,,100.0,71.55,0.0,0.0,,0.0,100.0,22.64,0.2378,40.22,1.1747,23.2
2022-04-05,137602.0,3222638.84,3.58,8.61,0.91,3.23,0.0,2452800.02,83496.0,104731.0,1955476.32,,,0.0,,,0.02,200.0,800.0,,0.0,,,,,1.95,,,100.0,71.35,0.0,0.0,,0.0,100.0,22.57,0.2368,40.08,1.1759,23.42
2022-04-06,151402.0,3482246.0,3.94,9.54,1.0,3.54,0.0,2740013.0,97896.0,119131.0,2251608.0,,15000.0,0.35,,,0.01,15000.0,600.0,,0.35,15000.0,,,600.0,2.27,0.01,,100.0,83.67,0.0,0.0,,0.0,100.0,22.31,0.2227,35.04,1.294,23.0
2022-04-07,149902.0,3426759.72,3.9,9.49,0.99,3.46,0.0,2689044.66,97896.0,117631.0,2237902.56,,,,,,,,,,,,,,1500.0,2.25,0.04,,100.0,83.67,0.0,0.0,,0.0,100.0,22.5,0.2276,35.56,1.2812,22.86
2022-04-08,156452.0,3592137.92,4.07,10.44,1.03,3.59,1.0,2782315.76,100896.0,121181.0,2316572.16,,,0.08,,,,3550.0,,,0.08,,,3000.0,,2.31,,,100.0,84.08,0.0,0.0,,0.0,100.0,23.96,0.2256,33.83,1.3037,22.96
2022-04-11,157952.0,3594987.52,4.11,10.86,1.04,3.63,1.0,2769459.56,101896.0,121681.0,2319152.96,,1000.0,0.01,,,,500.0,,,0.01,1000.0,,,,2.33,,,100.0,87.09,0.0,0.0,,0.0,100.0,23.93,0.2239,33.6,1.35,22.76
2022-04-12,157952.0,3553920.0,4.11,11.3,1.04,3.61,1.0,2737822.5,101896.0,121681.0,2292660.0,,,,,,,,,,,,,,,2.31,,,100.0,87.09,0.0,0.0,,0.0,100.0,23.82,0.2241,33.68,1.35,22.5
2022-04-13,157752.0,3508404.48,4.1,11.29,1.04,3.55,1.0,2703961.44,101796.0,121581.0,2263943.04,,,,,,0.02,,100.0,,,,,,100.0,2.27,0.0,,100.0,87.0,0.0,0.0,,0.0,100.0,23.96,0.2238,33.53,1.3483,22.24
2022-04-14,157752.0,3492629.28,4.1,11.39,1.04,3.53,1.0,2691803.34,101796.0,121581.0,2253763.44,,,,,,,,,,,,,,,2.26,,,100.0,87.0,0.0,0.0,,0.0,100.0,23.87,0.2237,33.59,1.3483,22.14
2022-04-15,157752.0,3492629.28,4.1,11.6,1.04,3.52,1.0,2691803.34,101796.0,121581.0,2253763.44,,,,,,,,,,,,,,,2.26,,,100.0,87.0,0.0,0.0,,0.0,100.0,23.77,0.2238,33.65,1.3483,
2022-04-18,157752.0,3492629.28,4.1,11.6,1.04,3.51,1.0,2691803.34,101796.0,121581.0,2253763.44,,,,,,,,,,,,,,,2.26,,,100.0,87.0,0.0,0.0,,0.0,100.0,23.85,0.2239,33.65,1.3483,
2022-04-19,157852.0,3551670.0,4.11,11.61,1.04,3.52,1.0,2737822.5,101896.0,121681.0,2292660.0,,100.0,0.01,,,,100.0,,,0.01,100.0,,,,2.28,,,100.0,87.01,0.0,0.0,,0.0,100.0,23.85,0.2245,33.81,1.348,22.5
2022-04-20,157852.0,3684265.68,4.11,11.78,1.04,3.57,1.0,2840034.54,101896.0,121681.0,2378252.64,,,,,,,,,,,,,,,2.33,,,100.0,87.09,0.0,0.0,,0.0,100.0,23.8,0.2246,33.89,1.3491,23.34
2022-04-21,158852.0,3707605.68,4.13,12.2,1.05,3.72,1.0,2851704.54,102396.0,122181.0,2389922.64,,500.0,0.04,,,,500.0,,,0.04,500.0,,,,2.39,,,100.0,87.14,0.0,0.0,,0.0,100.0,23.67,0.2267,34.29,1.3519,23.34
2022-04-22,160252.0,3679385.92,4.17,12.5,1.06,3.74,1.0,2837419.76,102396.0,123581.0,2351012.16,,,0.02,,,,1400.0,,,0.02,,,,,2.37,,,100.0,87.14,0.0,0.0,,0.0,100.0,23.5,0.2286,34.78,1.3638,22.96
2022-04-25,161652.0,3588674.4,4.2,13.2,1.07,3.71,1.0,2743498.2,103796.0,123581.0,2304271.2,,1400.0,,,,,,,,,1400.0,,,,2.35,,,100.0,87.99,0.0,0.0,,0.0,100.0,23.34,0.2303,35.27,1.3703,22.2
2022-04-26,163925.0,3530944.5,4.26,13.78,1.08,3.64,1.0,2710895.16,104069.0,125854.0,2241646.26,,273.0,0.02,,,,2273.0,,,0.02,273.0,,,,2.28,,,100.0,89.1,0.0,0.0,,0.0,100.0,22.87,0.2344,36.39,1.4034,21.54
2022-04-27,163925.0,3491602.5,4.26,14.52,1.08,3.55,1.0,2680690.2,104069.0,125854.0,2216669.7,,,,,,,,,,,,,,,2.23,,,100.0,89.98,0.0,0.0,,0.0,100.0,22.78,0.2344,36.47,1.4174,21.3
2022-04-28,163925.0,3458817.5,4.26,15.77,1.08,3.51,1.0,2655519.4,104069.0,125854.0,2195855.9,,,,,,,,,,,,,,,2.21,,,100.0,90.93,0.0,0.0,,0.0,100.0,22.79,0.2344,36.51,1.4323,21.1
2022-04-29,163725.0,3454597.5,4.26,16.6,1.08,3.49,1.0,2655519.4,103869.0,125854.0,2191635.9,,,,,,0.02,,200.0,,,,,,,2.19,,,100.0,94.51,0.0,0.0,,0.0,100.0,22.67,0.2357,36.89,1.4897,21.1
2022-05-02,165025.0,3455623.5,4.29,17.74,1.09,3.52,1.0,2646899.76,104619.0,126404.0,2190721.86,,750.0,0.02,,,,750.0,,,0.02,750.0,,,200.0,2.2,0.0,,100.0,95.57,0.0,0.0,,0.0,100.0,23.1,0.236,36.67,1.5075,20.94
2022-05-03,160025.0,3360525.0,4.16,18.52,1.06,3.39,1.0,2601984.0,102119.0,123904.0,2144499.0,,,,,,0.06,,2500.0,,,,,,2500.0,2.14,0.05,,100.0,93.87,0.0,0.0,,0.0,100.0,23.47,0.2446,37.47,1.4711,21.0
2022-05-04,160025.0,3216502.5,4.16,18.93,1.06,3.36,1.0,2490470.4,102119.0,123904.0,2052591.9,,,,,,,,,,,,,,,2.09,,,100.0,94.53,0.0,0.0,,0.0,100.0,23.79,0.2428,36.93,1.4813,20.1
2022-05-05,160025.0,3176496.25,4.16,19.19,1.06,3.28,1.0,2459494.4,102119.0,123904.0,2027062.15,,,,,,,,,,,,,,,2.05,,,100.0,94.53,0.0,0.0,,0.0,100.0,23.36,0.2451,37.66,1.4813,19.85
2022-05-06,160025.0,3136490.0,4.16,19.24,1.06,3.2,1.0,2428518.4,102119.0,123904.0,2001532.4,,,,,,,,,,,,,,,2.02,,,100.0,94.53,0.0,0.0,,0.0,100.0,23.64,0.2419,36.92,1.4813,19.6
2022-05-09,160025.0,3184497.5,4.16,19.56,1.06,3.18,1.0,2465689.6,102119.0,123904.0,2032168.1,,,,,,,,,,,,,,,2.01,,,100.0,94.53,0.0,0.0,,0.0,100.0,23.53,0.2423,37.07,1.4813,19.9
2022-05-10,157025.0,3101243.75,4.08,17.74,1.04,3.15,1.0,2417479.0,100619.0,122404.0,1987225.25,,,,,,0.03,,1500.0,,,,,,1500.0,2.0,0.03,,100.0,94.45,0.0,0.0,,0.0,100.0,24.17,0.2505,37.71,1.474,19.75
2022-05-11,155357.0,3018586.51,4.04,17.7,1.02,3.1,1.0,2345900.48,100619.0,120736.0,1955027.17,,,,,,,,,,,,,,1668.0,1.98,0.04,,100.0,94.45,0.0,0.0,,0.0,100.0,24.47,0.2473,36.9,1.4584,19.43
2022-05-12,152357.0,2878023.73,3.96,17.29,1.0,3.0,1.0,2252368.04,97451.0,119236.0,1840849.39,,,,,,0.09,,3168.0,,,,,,1500.0,1.88,0.03,,100.0,94.28,0.0,0.0,,0.0,100.0,24.93,0.2569,37.61,1.4741,18.89
2022-05-13,155031.0,3066513.18,4.03,18.48,1.02,3.0,1.0,2398067.86,97792.0,121237.0,1934325.76,,1777.0,,,3160.0,0.0,,1436.0,,,1777.0,0.06,,1159.0,1.9,0.02,,100.0,95.95,0.0,0.0,,0.0,100.0,24.55,0.2539,37.83,1.5211,19.78
2022-05-16,155031.0,3116123.1,4.03,18.67,1.02,3.1,1.0,2436863.7,97792.0,121237.0,1965619.2,,,,,,,,,,,,,,,1.95,,,100.0,95.95,0.0,0.0,,0.0,100.0,24.79,0.2532,37.51,1.5211,20.1
2022-05-17,155031.0,3147129.3,4.03,18.7,1.02,3.13,1.0,2461111.1,97792.0,121237.0,1985177.6,,,,,,,,,,,,,,,1.97,,,100.0,95.95,0.0,0.0,,0.0,100.0,24.89,0.2531,37.46,1.5211,20.3
2022-05-18,156531.0,3199493.64,4.07,17.78,1.03,3.22,1.0,2508744.28,97792.0,122737.0,1998868.48,,,0.03,,,,1600.0,,,0.03,,,,100.0,2.0,0.0,,100.0,95.95,0.0,0.0,,0.0,100.0,24.46,0.2531,37.08,1.5358,20.44
2022-05-19,153662.0,3217682.28,4.0,17.75,1.01,3.17,1.0,2510035.92,94923.0,119868.0,1987687.62,,,,,,0.04,,2869.0,,,,,,2869.0,1.96,0.06,,100.0,95.83,0.0,0.0,,0.0,100.0,25.04,0.2556,38.11,1.5513,20.94
2022-05-20,151873.0,3326018.7,3.95,17.34,1.0,3.24,1.0,2585930.1,93134.0,118079.0,2039634.6,,,,,,0.0,,1789.0,,,,,,1789.0,1.99,0.0,,100.0,94.17,0.0,0.0,,0.0,100.0,25.22,0.2573,38.69,1.5356,21.9
2022-05-23,151873.0,3341206.0,3.95,17.32,1.0,3.33,1.0,2597738.0,93134.0,118079.0,2048948.0,,,,,,,,,,,,,,,2.04,,,100.0,95.32,0.0,0.0,,0.0,100.0,25.58,0.2571,38.39,1.5545,22.0
2022-05-24,151873.0,3189333.0,3.95,17.39,1.0,3.33,1.0,2479659.0,93134.0,118079.0,1955814.0,,,,,,,,,,,,,,,2.01,,,100.0,95.32,0.0,0.0,,0.0,100.0,25.77,0.2547,37.82,1.5545,21.0
2022-05-25,151873.0,3067834.6,3.95,17.34,1.0,3.2,1.0,2385195.8,93134.0,118079.0,1881306.8,,,,,,,,,,,,,,,1.93,,,100.0,95.32,0.0,0.0,,0.0,100.0,25.63,0.2539,37.8,1.5545,20.2
2022-05-26,151873.0,3104284.12,3.95,17.27,1.0,3.1,1.0,2413534.76,93134.0,118079.0,1903658.96,,,,,,,,,,,,,,,1.89,,,100.0,95.32,0.0,0.0,,0.0,100.0,25.46,0.2556,38.27,1.5545,20.44
2022-05-27,151873.0,3189333.0,3.95,18.02,1.0,3.15,1.0,2479659.0,93134.0,118079.0,1955814.0,,,,,,,,,,,,,,,1.93,,,100.0,94.17,0.0,0.0,,0.0,100.0,25.32,0.2567,38.5,1.5356,21.0
2022-05-30,145920.0,3169382.4,3.79,17.14,0.96,3.07,0.0,2446236.72,92361.0,112626.0,2006080.92,,,,,,0.0,,773.0,,,,,,5453.0,1.96,0.1,,100.0,93.86,0.0,0.0,,0.0,100.0,26.86,0.2466,35.65,1.4829,21.72
2022-05-31,145920.0,3035136.0,3.79,17.11,0.96,3.17,0.0,2342620.8,87681.0,112626.0,1823764.8,,,,,,0.13,,4680.0,,,,,,,1.87,,,100.0,89.1,0.0,0.0,,0.0,100.0,26.95,0.2436,34.74,1.4829,20.8
