,EMSR FP Equity_DX_SI_QTY,EMSR FP Equity_DX_SHORT_INTEREST_VALUE,EMSR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMSR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMSR FP Equity_DX_SI_MV,EMSR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMSR FP Equity_DX_SUPPLY_SI_QTY,EMSR FP Equity_DX_BROKER_SI_QTY,EMSR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMSR FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMSR FP Equity_DX_BROKER_SI_MV_INC_x,EMSR FP Equity_DX_BROKER_SI_QTY_ADD,EMSR FP Equity_DX_SUPPLY_SI_MV_DEC,EMSR FP Equity_DX_BROKER_SI_QTY_INC,EMSR FP Equity_DX_SUPPLY_SI_QTY_DEC,EMSR FP Equity_DX_BROKER_SI_MV_INC_y,EMSR FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMSR FP Equity_DX_BROKER_SI_MV_ADD,EMSR FP Equity_DX_SUPPLY_SI_QTY_ADD,EMSR FP Equity_DX_BROKER_SI_QTY_DEC,EMSR FP Equity_DX_SUPPLY_SI_MV,EMSR FP Equity_DX_BROKER_SI_MV_DEC,EMSR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMSR FP Equity_DX_UTILIZATION_QUANTITY,EMSR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMSR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMSR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMSR FP Equity_DX_ACTIVE_UTILIZATION_MV,EMSR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMSR FP Equity_DX_BROKER_SI_CON_RATIO,EMSR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMSR FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-01-08,13600.0,1753856.0,2.95,0.81,1.54,876928.0,6800.0,6800.0,876928.0,4700.0,0.45,,,4700.0,,0.45,4700.0,,,,0.88,,8.61,8.61,72200.0,9310912.0,9.33,8.61,42.79,0.5104,57.21,0.1722
2020-01-09,17800.0,2307058.0,3.86,1.05,2.01,1153529.0,8900.0,8900.0,1153529.0,2100.0,0.21,,,2100.0,,0.21,2100.0,,,,1.15,,11.27,11.27,70100.0,9085661.0,9.04,11.27,42.93,0.51,57.07,0.2253
2020-01-10,17800.0,2312576.0,3.95,1.05,2.02,1156288.0,8900.0,8900.0,1156288.0,,,,,,,,,,,,1.15,,11.27,11.27,70100.0,9107392.0,9.09,11.27,42.83,0.5103,57.17,0.2253
2020-01-13,17800.0,2328062.0,3.95,1.05,2.02,1164031.0,8900.0,8900.0,1164031.0,,,,,,,,,,,,1.16,,11.27,11.27,70100.0,9168379.0,9.11,11.27,42.79,0.5104,57.21,0.2253
2020-01-14,17800.0,2331266.0,3.95,1.05,2.03,1165633.0,8900.0,8900.0,1165633.0,,,,,,,,,,,,1.16,,11.27,11.27,70100.0,9180997.0,9.17,11.27,42.57,0.511,57.43,0.2253
2020-01-15,13600.0,1784456.0,3.0,0.8,1.55,892228.0,6800.0,6800.0,892228.0,,,,0.27,,2100.0,,,,,2100.0,0.89,0.2,8.61,8.61,72200.0,9473362.0,9.46,8.61,42.61,0.5109,57.39,0.1722
2020-01-16,13600.0,1792752.0,2.89,0.8,1.55,896376.0,6800.0,6800.0,896376.0,,,,,,,,,,,,0.89,,8.61,8.61,72200.0,9517404.0,9.47,8.61,42.48,0.5113,57.52,0.1722
2020-01-17,28000.0,3691520.0,5.95,1.65,3.2,2795008.0,14000.0,21200.0,1845760.0,7200.0,0.69,7200.0,,7200.0,,0.69,7200.0,0.95,,,1.85,,17.72,17.72,65000.0,8569600.0,8.57,17.72,29.68,0.3455,42.29,0.3544
2020-01-20,28000.0,3687880.0,5.41,1.65,3.2,2792252.0,14000.0,21200.0,1843940.0,,,,,,,,,,,,1.85,,17.72,17.72,65000.0,8561150.0,8.57,17.72,29.63,0.3458,42.39,0.3544
2020-01-21,19100.0,2489685.0,3.73,1.12,2.25,1877040.0,11900.0,14400.0,1551165.0,,,,0.28,,2100.0,,,,,6800.0,1.57,0.66,15.06,15.06,67100.0,8746485.0,8.84,15.06,30.95,0.3442,41.59,0.2418
2020-01-22,14400.0,1881792.0,2.8,0.85,1.64,1881792.0,7200.0,14400.0,940896.0,,,,0.63,,4700.0,,,,,,0.94,,9.11,9.11,71800.0,9382824.0,9.36,9.11,42.59,0.511,57.41,0.1823
2020-01-23,14400.0,1863360.0,2.76,0.85,1.63,1863360.0,7200.0,14400.0,931680.0,,,,,,,,,,,,0.94,,9.11,9.11,71800.0,9290920.0,9.38,9.11,42.74,0.5106,57.26,0.1823
2020-01-24,14400.0,1877760.0,2.73,0.85,1.64,1877760.0,7200.0,14400.0,938880.0,,,,,,,,,,,,0.93,,9.11,9.11,71800.0,9362720.0,9.29,9.11,42.66,0.5108,57.34,0.1823
2020-01-27,14400.0,1819872.0,2.62,0.85,1.61,1819872.0,7200.0,14400.0,909936.0,,,,,,,,,,,,0.93,,9.23,9.23,70800.0,8947704.0,9.16,9.23,43.38,0.5088,56.62,0.1846
2020-01-28,14400.0,1822752.0,2.57,0.85,1.61,911376.0,7200.0,7200.0,911376.0,,,,,,,,,,,7200.0,0.91,0.91,9.41,9.41,69300.0,8771994.0,8.76,9.41,43.44,0.5086,56.56,0.1882
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.91,,7200.0,,,,,7200.0,0.0,0.7,0.0,0.0,76500.0,9698670.0,9.68,0.0,,0.0,,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76500.0,9517365.0,9.7,0.0,,0.0,,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,306425.0,0.31,0.0,,0.0,,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2500.0,311950.0,0.31,0.0,,0.0,,0.0
2020-02-04,5000.0,623900.0,0.36,0.32,0.55,623900.0,2500.0,5000.0,311950.0,,,5000.0,,,,,,0.55,2500.0,,0.31,,100.0,100.0,0.0,0.0,0.0,100.0,43.69,0.508,56.31,2.0
2020-02-05,5000.0,642050.0,0.36,0.33,0.56,642050.0,2500.0,5000.0,321025.0,,,,,,,,,,,,0.31,,100.0,100.0,0.0,0.0,0.0,100.0,42.94,0.51,57.06,2.0
2020-02-06,5000.0,643350.0,0.32,0.29,0.56,643350.0,2500.0,5000.0,321675.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,42.94,0.51,57.06,2.0
2020-02-07,5000.0,636000.0,0.22,0.29,0.56,636000.0,2500.0,5000.0,318000.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,43.23,0.5092,56.77,2.0
2020-02-10,5000.0,637800.0,0.17,0.29,0.56,637800.0,2500.0,5000.0,318900.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,43.15,0.5094,56.85,2.0
2020-02-11,5000.0,642600.0,0.17,0.29,0.56,642600.0,2500.0,5000.0,321300.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,43.03,0.5097,56.97,2.0
2020-02-12,5000.0,649700.0,0.17,0.28,0.57,649700.0,2500.0,5000.0,324850.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,42.69,0.5107,57.31,2.0
2020-02-13,5000.0,645450.0,0.16,0.28,0.56,645450.0,2500.0,5000.0,322725.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,42.85,0.5102,57.15,2.0
2020-02-14,5000.0,642150.0,0.16,0.28,0.56,642150.0,2500.0,5000.0,321075.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,43.06,0.5096,56.94,2.0
2020-02-17,5000.0,644300.0,0.16,0.28,0.56,644300.0,2500.0,5000.0,322150.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,42.92,0.51,57.08,2.0
2020-02-18,5000.0,637550.0,0.18,0.28,0.56,637550.0,2500.0,5000.0,318775.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,43.18,0.5093,56.82,2.0
2020-02-19,5000.0,642900.0,0.18,0.28,0.56,642900.0,2500.0,5000.0,321450.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,43.0,0.5098,57.0,2.0
2020-02-20,5000.0,626650.0,0.18,0.28,0.55,626650.0,2500.0,5000.0,313325.0,,,,,,,,,,,,0.32,,100.0,100.0,0.0,0.0,0.0,100.0,43.62,0.5081,56.38,2.0
2020-02-21,5000.0,631950.0,0.18,0.28,0.56,631950.0,2500.0,5000.0,315975.0,,,,,,,,,,,,0.31,,100.0,100.0,0.0,0.0,0.0,100.0,43.57,0.5083,56.43,2.0
2020-02-24,5000.0,605800.0,0.18,0.28,0.56,302900.0,2500.0,2500.0,302900.0,,,,,,,,,,,2500.0,0.32,0.32,100.0,100.0,0.0,0.0,0.0,100.0,43.52,0.5084,56.48,2.0
2020-02-25,5000.0,608050.0,0.18,0.28,0.55,304025.0,2500.0,2500.0,304025.0,,,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,44.53,0.506,55.47,2.0
2020-02-26,5000.0,609650.0,0.18,0.28,0.55,304825.0,2500.0,2500.0,304825.0,,,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,44.37,0.5063,55.63,2.0
2020-02-27,5000.0,592850.0,0.18,0.28,0.55,296425.0,2500.0,2500.0,296425.0,,,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,44.58,0.5059,55.42,2.0
2020-08-05,1600.0,200080.0,0.82,0.11,0.2,200080.0,0.0,1600.0,0.0,,,1600.0,,,,,,0.2,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-08-06,1600.0,199184.0,1.42,0.11,0.2,199184.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-08-07,1600.0,198160.0,1.41,0.11,0.2,198160.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-08-10,1600.0,197824.0,1.43,0.11,0.2,197824.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-08-11,1600.0,199648.0,1.47,0.11,0.2,199648.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-08-12,1600.0,199664.0,1.53,0.11,0.2,199664.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-08-13,1600.0,199152.0,1.55,0.11,0.2,199152.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-08-14,1600.0,199024.0,1.59,0.11,0.2,199024.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-08-17,1600.0,198912.0,1.59,0.11,0.2,198912.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1331280.0,1.3,0.0,,0.0,,0.0
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1336230.0,1.3,0.0,,0.0,,0.0
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1342170.0,1.34,0.0,,0.0,,0.0
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1346040.0,1.34,0.0,,0.0,,0.0
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1339920.0,1.35,0.0,,0.0,,0.0
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1345230.0,1.34,0.0,,0.0,,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1344690.0,1.35,0.0,,0.0,,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1341090.0,1.34,0.0,,0.0,,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1348470.0,1.34,0.0,,0.0,,0.0
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1359900.0,1.35,0.0,,0.0,,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1371330.0,1.36,0.0,,0.0,,0.0
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1367640.0,1.37,0.0,,0.0,,0.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1350720.0,1.37,0.0,,0.0,,0.0
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1341720.0,1.35,0.0,,0.0,,0.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1358010.0,1.34,0.0,,0.0,,0.0
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1357020.0,1.36,0.0,,0.0,,0.0
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1357020.0,1.36,0.0,,0.0,,0.0
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1360260.0,1.36,0.0,,0.0,,0.0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1368540.0,1.36,0.0,,0.0,,0.0
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1391400.0,1.37,0.0,,0.0,,0.0
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1394640.0,1.39,0.0,,0.0,,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1394640.0,1.39,0.0,,0.0,,0.0
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1402650.0,1.4,0.0,,0.0,,0.0
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1408320.0,1.4,0.0,,0.0,,0.0
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1413990.0,1.41,0.0,,0.0,,0.0
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1422270.0,1.41,0.0,,0.0,,0.0
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1460610.0,1.42,0.0,,0.0,,0.0
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9000.0,1452870.0,1.46,0.0,,0.0,,0.0
2021-01-12,3800.0,614308.0,0.2,0.22,0.37,614308.0,3800.0,3800.0,614308.0,,,3800.0,,,,,,0.37,3800.0,,0.61,,42.22,42.22,5200.0,840632.0,0.84,42.22,,1.0,100.0,0.4222
2021-01-13,5500.0,890450.0,0.29,0.32,0.53,890450.0,5500.0,5500.0,890450.0,1700.0,0.16,,,1700.0,,0.16,1700.0,,,,0.89,,100.0,61.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.6111
2021-01-14,5500.0,907775.0,0.29,0.32,0.53,907775.0,5500.0,5500.0,907775.0,,,,,,,,,,,,0.91,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2021-01-15,5500.0,885610.0,0.28,0.32,0.53,885610.0,5500.0,5500.0,885610.0,,,,,,,,,,,,0.91,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2021-01-18,5500.0,886930.0,0.27,0.32,0.53,886930.0,1700.0,5500.0,274142.0,,,,0.63,,3800.0,,,,,,0.27,,28.33,28.33,4300.0,693418.0,0.69,28.33,,1.0,100.0,0.9167
2021-01-19,1700.0,277066.0,0.09,0.1,0.17,277066.0,1700.0,1700.0,277066.0,,,,,,,,,,,3800.0,0.27,0.37,28.33,28.33,4300.0,700814.0,0.69,28.33,,1.0,100.0,0.2833
2021-01-20,4300.0,708425.0,0.22,0.25,0.42,708425.0,4300.0,4300.0,708425.0,2600.0,0.25,,,2600.0,,0.25,2600.0,,,,0.7,,100.0,71.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.7167
2021-01-21,4300.0,710790.0,0.44,0.25,0.42,710790.0,4300.0,4300.0,710790.0,,,,,,,,,,,,0.71,,100.0,71.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.7167
2021-01-22,4300.0,708941.0,0.43,0.25,0.42,708941.0,4300.0,4300.0,708941.0,,,,,,,,,,,,0.71,,100.0,71.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.7167
2021-01-25,4300.0,709285.0,0.44,0.25,0.42,709285.0,4300.0,4300.0,709285.0,,,,,,,,,,,,0.71,,100.0,71.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.7167
2021-01-26,4300.0,706017.0,0.45,0.25,0.42,706017.0,4300.0,4300.0,706017.0,,,,,,,,,,,,0.71,,100.0,71.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.7167
2021-01-27,800.0,128800.0,0.08,0.05,0.08,128800.0,800.0,800.0,128800.0,,,,0.58,,3500.0,,,,,3500.0,0.13,0.34,13.33,13.33,5200.0,837200.0,0.85,13.33,,1.0,100.0,0.1333
2021-01-28,800.0,129144.0,0.08,0.05,0.08,129144.0,800.0,800.0,129144.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,839436.0,0.84,13.33,,1.0,100.0,0.1333
2021-01-29,800.0,126032.0,0.08,0.05,0.08,126032.0,800.0,800.0,126032.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,819208.0,0.84,13.33,,1.0,100.0,0.1333
2021-02-01,800.0,128584.0,0.08,0.05,0.08,128584.0,800.0,800.0,128584.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,835796.0,0.82,13.33,,1.0,100.0,0.1333
2021-02-02,800.0,130992.0,0.07,0.05,0.08,130992.0,800.0,800.0,130992.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,851448.0,0.84,13.33,,1.0,100.0,0.1333
2021-02-03,800.0,132400.0,0.07,0.05,0.08,132400.0,800.0,800.0,132400.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,860600.0,0.85,13.33,,1.0,100.0,0.1333
2021-02-04,800.0,131152.0,0.07,0.05,0.08,131152.0,800.0,800.0,131152.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,852488.0,0.86,13.33,,1.0,100.0,0.1333
2021-02-05,800.0,132648.0,0.09,0.05,0.08,132648.0,800.0,800.0,132648.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,862212.0,0.85,13.33,,1.0,100.0,0.1333
2021-02-08,800.0,133112.0,0.09,0.05,0.08,133112.0,800.0,800.0,133112.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,865228.0,0.86,13.33,,1.0,100.0,0.1333
2021-02-09,800.0,134064.0,0.1,0.05,0.08,134064.0,800.0,800.0,134064.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,871416.0,0.87,13.33,,1.0,100.0,0.1333
2021-02-10,800.0,135160.0,0.1,0.05,0.08,135160.0,800.0,800.0,135160.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,878540.0,0.87,13.33,,1.0,100.0,0.1333
2021-02-11,800.0,136344.0,0.1,0.05,0.08,136344.0,0.0,800.0,0.0,,,,0.13,,800.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1333
2021-02-12,800.0,136432.0,0.1,0.05,0.08,136432.0,800.0,800.0,136432.0,,,,,,,,,,800.0,,0.14,,13.33,13.33,5200.0,886808.0,0.89,13.33,,1.0,100.0,0.1333
2021-02-15,800.0,137712.0,0.1,0.05,0.08,137712.0,800.0,800.0,137712.0,,,,,,,,,,,,0.14,,13.33,13.33,5200.0,895128.0,0.89,13.33,,1.0,100.0,0.1333
2021-02-16,800.0,136256.0,0.1,0.05,0.08,136256.0,800.0,800.0,136256.0,,,,,,,,,,,,0.14,,13.33,13.33,5200.0,885664.0,0.9,13.33,,1.0,100.0,0.1333
2021-02-17,800.0,134664.0,0.1,0.05,0.08,134664.0,800.0,800.0,134664.0,,,,,,,,,,,,0.14,,13.33,13.33,5200.0,875316.0,0.89,13.33,,1.0,100.0,0.1333
2021-02-18,800.0,132440.0,0.1,0.05,0.08,132440.0,800.0,800.0,132440.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,860860.0,0.88,13.33,,1.0,100.0,0.1333
2021-02-19,800.0,134400.0,0.1,0.05,0.08,134400.0,800.0,800.0,134400.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,873600.0,0.86,13.33,,1.0,100.0,0.1333
2021-02-22,800.0,130208.0,0.1,0.05,0.08,130208.0,800.0,800.0,130208.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,846352.0,0.87,13.33,,1.0,100.0,0.1333
2021-02-23,800.0,129296.0,0.1,0.05,0.08,129296.0,800.0,800.0,129296.0,,,,,,,,,,,,0.13,,13.33,13.33,5200.0,840424.0,0.85,13.33,,1.0,100.0,0.1333
2021-02-24,1600.0,258000.0,0.21,0.09,0.16,258000.0,1600.0,1600.0,258000.0,800.0,0.08,,,800.0,,0.08,800.0,,,,0.26,,26.67,26.67,4400.0,709500.0,0.71,26.67,,1.0,100.0,0.2667
2021-02-25,1600.0,256240.0,0.22,0.09,0.16,256240.0,800.0,1600.0,128120.0,,,,0.13,,800.0,,,,,,0.13,,13.33,13.33,5200.0,832780.0,0.84,13.33,,1.0,100.0,0.2667
2021-02-26,1600.0,247824.0,0.24,0.09,0.16,247824.0,1600.0,1600.0,247824.0,800.0,,,,,,,800.0,,,,0.26,,26.67,26.67,4400.0,681516.0,0.7,26.67,,1.0,100.0,0.2667
2021-03-01,1600.0,254320.0,0.22,0.09,0.15,254320.0,1600.0,1600.0,254320.0,,,,,,,,,,,,0.25,,100.0,26.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.2667
2021-03-02,5600.0,877744.0,0.75,0.32,0.55,877744.0,5600.0,5600.0,877744.0,4000.0,0.39,,,4000.0,,0.39,4000.0,,,,0.89,,100.0,93.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.9333
2021-03-03,5600.0,885304.0,0.75,0.31,0.54,885304.0,5600.0,5600.0,885304.0,,,,,,,,,,,,0.88,,100.0,93.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.9333
2021-03-04,5600.0,878024.0,0.75,0.31,0.54,878024.0,4000.0,5600.0,627160.0,,,,0.25,,1600.0,,,,,,0.63,,100.0,66.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9333
2021-03-05,4000.0,613640.0,0.55,0.22,0.39,613640.0,4000.0,4000.0,613640.0,,,,,,,,,,,1600.0,0.63,0.15,100.0,66.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.6667
2021-03-08,4000.0,611320.0,0.51,0.22,0.39,611320.0,4000.0,4000.0,611320.0,,,,,,,,,,,,0.61,,100.0,66.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.6667
