,ALRGR FP Equity_DX_SI_QTY,ALRGR FP Equity_DX_SHORT_INTEREST_VALUE,ALRGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALRGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALRGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALRGR FP Equity_DX_SI_MV,ALRGR FP Equity_DX_DSS,ALRGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALRGR FP Equity_DX_SUPPLY_SI_QTY,ALRGR FP Equity_DX_BROKER_SI_QTY,ALRGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALRGR FP Equity_DX_BROKER_SI_MV_NEW_x,ALRGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALRGR FP Equity_DX_BROKER_SI_QTY_ADD,ALRGR FP Equity_DX_BROKER_SI_QTY_NEW,ALRGR FP Equity_DX_SUPPLY_SI_MV_DEC,ALRGR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALRGR FP Equity_DX_BROKER_SI_MV_NEW_y,ALRGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALRGR FP Equity_DX_BROKER_SI_MV_ADD,ALRGR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALRGR FP Equity_DX_BROKER_SI_QTY_DEC,ALRGR FP Equity_DX_SUPPLY_SI_MV,ALRGR FP Equity_DX_BROKER_SI_MV_DEC,ALRGR FP Equity_DX_SUPPLY_SI_MV_RMV,ALRGR FP Equity_DX_BROKER_SI_MV_RMV,ALRGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALRGR FP Equity_DX_UTILIZATION_QUANTITY,ALRGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALRGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALRGR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALRGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALRGR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALRGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALRGR FP Equity_DX_BROKER_SI_CON_RATIO,ALRGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALRGR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALRGR FP Equity_PX_LAST
1989-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9854
1989-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6929
1989-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3698
1989-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1687
1989-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1989-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1989-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1989-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7908
1989-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8547
1989-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.437
1989-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2845
1989-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8969
1989-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6439
1989-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1684
1989-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5495
1989-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4704
1989-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8486
1989-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4188
1989-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4188
1989-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5894
1989-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7419
1989-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.437
1989-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2479
1989-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1989-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.76
1989-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1989-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1989-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1321
1990-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2663
1990-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1990-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2845
1990-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4126
1990-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.809
1990-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4859
1990-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1990-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4859
1990-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7908
1990-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1139
1990-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1139
1990-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1990-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1990-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1990-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1990-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1990-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1990-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1990-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1990-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1990-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1990-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1990-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1990-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1990-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1990-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1807
1990-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0831
1990-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3208
1990-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1684
1990-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6929
1990-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9978
1990-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9978
1990-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1502
1990-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9978
1990-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9978
1990-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0831
1990-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8272
1990-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8301
1990-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0831
1990-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6929
1990-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6929
1990-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3698
1990-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2845
1990-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5894
1990-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7571
1990-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9923
1990-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3153
1990-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.181
1990-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7908
1990-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4006
1990-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9923
1990-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.977
1990-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5839
1990-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4042
1990-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2245
1990-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0539
1990-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4623
1990-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4804
1990-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1755
1990-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.651
1990-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0776
1990-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7607
1990-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4133
1990-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7
1990-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9225
1990-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9378
1990-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1755
1990-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9378
1990-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.328
1990-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9378
1990-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4623
1990-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7
1990-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7
1990-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8706
1990-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.145
1990-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0565
1990-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6021
1990-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5168
1990-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8216
1990-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3643
1990-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1265
1990-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5168
1990-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.907
1990-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8888
1990-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1755
1990-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0412
1990-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8615
1990-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0721
1990-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.121
1990-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.798
1990-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5602
1990-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.847
1990-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5602
1990-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5784
1990-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6455
1990-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5784
1990-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5602
1990-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.121
1990-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5965
1990-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9868
1990-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9868
1990-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6819
1990-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9378
1990-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9378
1990-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0049
1990-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5294
1990-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6147
1990-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.749
1990-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.798
1990-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3225
1990-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0847
1990-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.798
1990-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5112
1990-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9014
1990-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.798
1990-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0847
1990-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0357
1990-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9868
1990-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4623
1990-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4623
1990-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4623
1990-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2245
1990-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.749
1990-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.749
1990-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.749
1990-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0357
1990-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.749
1990-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.749
1990-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.749
1990-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2245
1990-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5112
1990-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2245
1990-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7
1990-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3098
1990-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1755
1990-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.279
1990-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.651
1990-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1755
1990-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1755
1990-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5168
1990-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7727
1990-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1990-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.809
1990-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3244
1990-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6874
1990-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.23
1990-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0776
1990-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7727
1990-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1990-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8272
1990-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1990-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9796
1990-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1990-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7908
1990-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3153
1990-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3153
1990-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0104
1990-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4006
1990-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0286
1990-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1077
1990-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7419
1990-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8272
1990-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4551
1990-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2174
1990-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7419
1990-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7419
1990-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2115
1990-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0957
1990-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5349
1990-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7419
1990-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5041
1990-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6565
1990-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.809
1990-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8943
1990-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7419
1990-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2115
1990-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7727
1990-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0776
1990-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7727
1990-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5531
1990-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7055
1990-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2972
1990-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8398
1990-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5531
1990-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0957
1990-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9433
