,MFA8 FP Equity_DX_SI_QTY,MFA8 FP Equity_DX_SHORT_INTEREST_VALUE,MFA8 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MFA8 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MFA8 FP Equity_DX_SI_MV,MFA8 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MFA8 FP Equity_DX_SUPPLY_SI_QTY,MFA8 FP Equity_DX_BROKER_SI_QTY,MFA8 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MFA8 FP Equity_DX_SUPPLY_SI_MV,MFA8 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MFA8 FP Equity_DX_UTILIZATION_QUANTITY,MFA8 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MFA8 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MFA8 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MFA8 FP Equity_DX_ACTIVE_UTILIZATION_MV,MFA8 FP Equity_DX_BROKER_SI_CON_RATIO,MFA8 FP Equity_DX_DEMAND_SUPPLY_RATIO,MFA8 FP Equity_PX_LAST
2025-04-28,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799999.0,79447900.69,79.45,0.0,0.0,0.0,99.31
2025-04-29,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599999.0,59609900.65,59.61,0.0,0.0,0.0,99.35
2025-04-30,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799999.0,79783900.27,79.78,0.0,0.0,0.0,99.73
2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799999.0,79783900.27,79.78,0.0,0.0,0.0,
2025-05-02,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100787800.21,100.79,0.0,0.0,0.0,99.79
2025-05-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101020099.98,101.02,0.0,0.0,0.0,100.02
2025-05-06,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100979700.02,100.98,0.0,0.0,0.0,99.98
2025-05-07,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100939300.06,100.94,0.0,0.0,0.0,99.94
2025-05-08,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100747400.25,100.75,0.0,0.0,0.0,99.75
2025-05-09,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100818100.18,100.82,0.0,0.0,0.0,99.82
2025-05-12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100696900.3,100.7,0.0,0.0,0.0,99.7
2025-05-13,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100767600.23,100.77,0.0,0.0,0.0,99.77
2025-05-14,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100757500.24,100.76,0.0,0.0,0.0,99.76
2025-05-15,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100929200.07,100.93,0.0,0.0,0.0,99.93
2025-05-16,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101030199.97,101.03,0.0,0.0,0.0,100.03
2025-05-19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101030199.97,101.03,0.0,0.0,0.0,100.03
2025-05-20,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101282699.72,101.28,0.0,0.0,0.0,100.28
2025-05-21,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101040299.96,101.04,0.0,0.0,0.0,100.04
2025-05-22,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100808000.19,100.81,0.0,0.0,0.0,99.81
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101050399.95,101.72,0.0,0.0,0.0,100.05
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101080699.92,101.08,0.0,0.0,0.0,100.08
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100939300.06,100.94,0.0,0.0,0.0,99.94
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100949400.05,100.95,0.0,0.0,0.0,99.95
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100878700.12,100.88,0.0,0.0,0.0,99.88
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101090799.91,101.09,0.0,0.0,0.0,100.09
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101383699.62,101.38,0.0,0.0,0.0,100.38
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101151399.85,101.15,0.0,0.0,0.0,100.15
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101343299.66,101.34,0.0,0.0,0.0,100.34
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101413999.59,101.41,0.0,0.0,0.0,100.41
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100828200.17,100.83,0.0,0.0,0.0,99.83
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100898900.1,100.9,0.0,0.0,0.0,99.9
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100898900.1,100.9,0.0,0.0,0.0,99.9
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101060499.94,101.06,0.0,0.0,0.0,100.06
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.55,0.0,0.0,0.0,100.49
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.64,0.0,0.0,0.0,100.49
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101494799.51,101.49,0.0,0.0,0.0,100.49
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102636098.38,102.64,0.0,0.0,0.0,101.62
2025-07-04,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102656298.36,102.66,0.0,0.0,0.0,101.64
2025-07-07,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102434098.58,102.43,0.0,0.0,0.0,101.42
2025-07-08,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102625998.39,102.63,0.0,0.0,0.0,101.61
2025-07-09,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102454298.56,102.45,0.0,0.0,0.0,101.44
2025-07-10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102464398.55,102.46,0.0,0.0,0.0,101.45
2025-07-11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102545198.47,102.55,0.0,0.0,0.0,101.53
2025-07-14,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102514898.5,102.51,0.0,0.0,0.0,101.5
2025-07-15,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102060398.95,102.06,0.0,0.0,0.0,101.05
2025-07-16,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102464398.55,102.46,0.0,0.0,0.0,101.45
2025-07-17,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101999799.01,102.0,0.0,0.0,0.0,100.99
2025-07-18,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102605798.41,102.61,0.0,0.0,0.0,101.59
2025-07-21,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102858298.16,102.86,0.0,0.0,0.0,101.84
2025-07-22,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102726998.29,102.73,0.0,0.0,0.0,101.71
2025-07-23,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102888598.13,102.89,0.0,0.0,0.0,101.87
2025-07-24,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,103322897.7,103.32,0.0,0.0,0.0,102.3
2025-07-25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,103201697.82,103.2,0.0,0.0,0.0,102.18
2025-07-28,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102706798.31,102.71,0.0,0.0,0.0,101.69
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102221998.79,102.22,0.0,0.0,0.0,101.21
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101535199.47,101.54,0.0,0.0,0.0,100.53
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101434199.57,101.43,0.0,0.0,0.0,100.43
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,100646400.35,100.65,0.0,0.0,0.0,99.65
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101302899.7,101.3,0.0,0.0,0.0,100.3
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101353399.65,101.35,0.0,0.0,0.0,100.35
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101545299.46,101.55,0.0,0.0,0.0,100.54
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101868499.14,101.87,0.0,0.0,0.0,100.86
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102030098.98,102.03,0.0,0.0,0.0,101.02
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,101939199.07,101.94,0.0,0.0,0.0,100.93
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102696698.32,102.7,0.0,0.0,0.0,101.68
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,103282497.74,103.28,0.0,0.0,0.0,102.26
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102747198.27,102.75,0.0,0.0,0.0,101.73
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102777498.24,102.78,0.0,0.0,0.0,101.76
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102848198.17,102.85,0.0,0.0,0.0,101.83
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102676498.34,102.68,0.0,0.0,0.0,101.66
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102110898.9,102.68,0.0,0.0,0.0,101.1
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102161398.85,102.16,0.0,0.0,0.0,101.15
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,103413797.61,103.41,0.0,0.0,0.0,102.39
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,103262297.76,103.26,0.0,0.0,0.0,102.24
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102868398.15,102.87,0.0,0.0,0.0,101.85
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102706798.31,102.71,0.0,0.0,0.0,101.69
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102848198.17,102.85,0.0,0.0,0.0,101.83
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009999.0,102363398.65,102.36,0.0,0.0,0.0,101.35
