,MLMGL FP Equity_DX_SI_QTY,MLMGL FP Equity_DX_SHORT_INTEREST_VALUE,MLMGL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMGL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMGL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMGL FP Equity_DX_SI_MV,MLMGL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMGL FP Equity_DX_SUPPLY_SI_QTY,MLMGL FP Equity_DX_BROKER_SI_QTY,MLMGL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMGL FP Equity_DX_SUPPLY_SI_MV,MLMGL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMGL FP Equity_DX_UTILIZATION_QUANTITY,MLMGL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMGL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMGL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMGL FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMGL FP Equity_DX_BROKER_SI_CON_RATIO,MLMGL FP Equity_DX_DEMAND_SUPPLY_RATIO,MLMGL FP Equity_PX_LAST
2024-03-11,,,,,,,,,,,,,,,,,,,,4.34
2024-03-12,,,,,,,,,,,,,,,,,,,,4.34
2024-03-13,,,,,,,,,,,,,,,,,,,,4.34
2024-03-14,,,,,,,,,,,,,,,,,,,,4.34
2024-03-15,,,,,,,,,,,,,,,,,,,,4.34
2024-03-18,,,,,,,,,,,,,,,,,,,,4.34
2024-03-19,,,,,,,,,,,,,,,,,,,,4.34
2024-03-20,,,,,,,,,,,,,,,,,,,,4.34
2024-03-21,,,,,,,,,,,,,,,,,,,,4.34
2024-03-22,,,,,,,,,,,,,,,,,,,,4.34
2024-03-25,,,,,,,,,,,,,,,,,,,,4.34
2024-03-26,,,,,,,,,,,,,,,,,,,,4.34
2024-03-27,,,,,,,,,,,,,,,,,,,,4.34
2024-03-28,,,,,,,,,,,,,,,,,,,,4.34
2024-04-02,,,,,,,,,,,,,,,,,,,,4.34
2024-04-03,,,,,,,,,,,,,,,,,,,,4.34
2024-04-04,,,,,,,,,,,,,,,,,,,,4.34
2024-04-05,,,,,,,,,,,,,,,,,,,,4.34
2024-04-08,,,,,,,,,,,,,,,,,,,,4.34
2024-04-09,,,,,,,,,,,,,,,,,,,,4.34
2024-04-10,,,,,,,,,,,,,,,,,,,,4.34
2024-04-11,,,,,,,,,,,,,,,,,,,,4.34
2024-04-12,,,,,,,,,,,,,,,,,,,,4.34
2024-04-15,,,,,,,,,,,,,,,,,,,,4.3
2024-04-16,,,,,,,,,,,,,,,,,,,,3.9
2024-04-17,,,,,,,,,,,,,,,,,,,,3.9
2024-04-18,,,,,,,,,,,,,,,,,,,,3.9
2024-04-19,,,,,,,,,,,,,,,,,,,,3.9
2024-04-22,,,,,,,,,,,,,,,,,,,,3.9
2024-04-23,,,,,,,,,,,,,,,,,,,,3.9
2024-04-24,,,,,,,,,,,,,,,,,,,,4.3
2024-04-25,,,,,,,,,,,,,,,,,,,,4.4
2024-04-26,,,,,,,,,,,,,,,,,,,,4.4
2024-04-29,,,,,,,,,,,,,,,,,,,,4.4
2024-04-30,,,,,,,,,,,,,,,,,,,,4.4
2024-05-02,,,,,,,,,,,,,,,,,,,,4.4
2024-05-03,,,,,,,,,,,,,,,,,,,,4.4
2024-05-06,,,,,,,,,,,,,,,,,,,,4.4
2024-05-07,,,,,,,,,,,,,,,,,,,,4.4
2024-05-08,,,,,,,,,,,,,,,,,,,,4.4
2024-05-09,,,,,,,,,,,,,,,,,,,,4.4
2024-05-10,,,,,,,,,,,,,,,,,,,,4.4
2024-05-13,,,,,,,,,,,,,,,,,,,,4.4
2024-05-14,,,,,,,,,,,,,,,,,,,,4.4
2024-05-15,,,,,,,,,,,,,,,,,,,,4.4
2024-05-16,,,,,,,,,,,,,,,,,,,,4.4
2024-05-17,,,,,,,,,,,,,,,,,,,,4.4
2024-05-20,,,,,,,,,,,,,,,,,,,,4.4
2024-05-21,,,,,,,,,,,,,,,,,,,,4.4
2024-05-22,,,,,,,,,,,,,,,,,,,,4.4
2024-05-23,,,,,,,,,,,,,,,,,,,,4.4
2024-05-24,,,,,,,,,,,,,,,,,,,,4.4
2024-05-27,,,,,,,,,,,,,,,,,,,,4.4
2024-05-28,,,,,,,,,,,,,,,,,,,,4.4
2024-05-29,,,,,,,,,,,,,,,,,,,,4.4
2024-05-30,,,,,,,,,,,,,,,,,,,,4.4
2024-05-31,,,,,,,,,,,,,,,,,,,,4.4
2024-06-03,,,,,,,,,,,,,,,,,,,,4.4
2024-06-04,,,,,,,,,,,,,,,,,,,,4.4
2024-06-05,,,,,,,,,,,,,,,,,,,,4.4
2024-06-06,,,,,,,,,,,,,,,,,,,,4.4
2024-06-07,,,,,,,,,,,,,,,,,,,,4.4
2024-06-10,,,,,,,,,,,,,,,,,,,,4.4
2024-06-11,,,,,,,,,,,,,,,,,,,,4.4
2024-06-12,,,,,,,,,,,,,,,,,,,,4.4
2024-06-13,,,,,,,,,,,,,,,,,,,,4.4
2024-06-14,,,,,,,,,,,,,,,,,,,,4.4
2024-06-17,,,,,,,,,,,,,,,,,,,,4.4
2024-06-18,,,,,,,,,,,,,,,,,,,,4.4
2024-06-19,,,,,,,,,,,,,,,,,,,,4.4
2024-06-20,,,,,,,,,,,,,,,,,,,,4.4
2024-06-21,,,,,,,,,,,,,,,,,,,,4.4
2024-06-24,,,,,,,,,,,,,,,,,,,,4.4
2024-06-25,,,,,,,,,,,,,,,,,,,,4.4
2024-06-26,,,,,,,,,,,,,,,,,,,,4.2
2024-06-27,,,,,,,,,,,,,,,,,,,,4.2
2024-06-28,,,,,,,,,,,,,,,,,,,,4.2
2024-07-01,,,,,,,,,,,,,,,,,,,,4.2
2024-07-02,,,,,,,,,,,,,,,,,,,,4.2
2024-07-03,,,,,,,,,,,,,,,,,,,,4.2
2024-07-04,,,,,,,,,,,,,,,,,,,,4.2
2024-07-05,,,,,,,,,,,,,,,,,,,,4.2
2024-07-08,,,,,,,,,,,,,,,,,,,,4.2
2024-07-09,,,,,,,,,,,,,,,,,,,,4.2
2024-07-10,,,,,,,,,,,,,,,,,,,,4.2
2024-07-11,,,,,,,,,,,,,,,,,,,,4.2
2024-07-12,,,,,,,,,,,,,,,,,,,,4.2
2024-07-15,,,,,,,,,,,,,,,,,,,,4.2
2024-07-16,,,,,,,,,,,,,,,,,,,,4.2
2024-07-17,,,,,,,,,,,,,,,,,,,,4.2
2024-07-18,,,,,,,,,,,,,,,,,,,,4.2
2024-07-19,,,,,,,,,,,,,,,,,,,,4.2
2024-07-22,,,,,,,,,,,,,,,,,,,,4.2
2024-07-23,,,,,,,,,,,,,,,,,,,,4.2
2024-07-24,,,,,,,,,,,,,,,,,,,,4.2
2024-07-25,,,,,,,,,,,,,,,,,,,,4.2
2024-07-26,,,,,,,,,,,,,,,,,,,,4.2
2024-07-29,,,,,,,,,,,,,,,,,,,,4.2
2024-07-30,,,,,,,,,,,,,,,,,,,,4.2
2024-07-31,,,,,,,,,,,,,,,,,,,,4.2
2024-08-01,,,,,,,,,,,,,,,,,,,,4.2
2024-08-02,,,,,,,,,,,,,,,,,,,,4.2
2024-08-05,,,,,,,,,,,,,,,,,,,,4.2
2024-08-06,,,,,,,,,,,,,,,,,,,,4.2
2024-08-07,,,,,,,,,,,,,,,,,,,,4.2
2024-08-08,,,,,,,,,,,,,,,,,,,,4.2
2024-08-09,,,,,,,,,,,,,,,,,,,,4.2
2024-08-12,,,,,,,,,,,,,,,,,,,,4.2
2024-08-13,,,,,,,,,,,,,,,,,,,,4.2
2024-08-14,,,,,,,,,,,,,,,,,,,,4.2
2024-08-15,,,,,,,,,,,,,,,,,,,,4.2
2024-08-16,,,,,,,,,,,,,,,,,,,,4.2
2024-08-19,,,,,,,,,,,,,,,,,,,,4.2
2024-08-20,,,,,,,,,,,,,,,,,,,,4.2
2024-08-21,,,,,,,,,,,,,,,,,,,,4.2
2024-08-22,,,,,,,,,,,,,,,,,,,,4.2
2024-08-23,,,,,,,,,,,,,,,,,,,,3.26
2024-08-26,,,,,,,,,,,,,,,,,,,,3.26
2024-08-27,,,,,,,,,,,,,,,,,,,,3.26
2024-08-28,,,,,,,,,,,,,,,,,,,,3.26
2024-08-29,,,,,,,,,,,,,,,,,,,,3.26
2024-08-30,,,,,,,,,,,,,,,,,,,,3.26
2024-09-02,,,,,,,,,,,,,,,,,,,,3.28
2024-09-03,,,,,,,,,,,,,,,,,,,,3.28
2024-09-04,,,,,,,,,,,,,,,,,,,,3.28
2024-09-05,,,,,,,,,,,,,,,,,,,,3.28
2024-09-06,,,,,,,,,,,,,,,,,,,,3.28
2024-09-09,,,,,,,,,,,,,,,,,,,,3.28
2024-09-10,,,,,,,,,,,,,,,,,,,,3.52
2024-09-11,,,,,,,,,,,,,,,,,,,,3.52
2024-09-12,,,,,,,,,,,,,,,,,,,,3.52
2024-09-13,,,,,,,,,,,,,,,,,,,,3.56
2024-09-16,,,,,,,,,,,,,,,,,,,,3.56
2024-09-17,,,,,,,,,,,,,,,,,,,,3.56
2024-09-18,,,,,,,,,,,,,,,,,,,,3.56
2024-09-19,,,,,,,,,,,,,,,,,,,,3.56
2024-09-20,,,,,,,,,,,,,,,,,,,,3.56
2024-09-23,,,,,,,,,,,,,,,,,,,,3.56
2024-09-24,,,,,,,,,,,,,,,,,,,,3.56
2024-09-25,,,,,,,,,,,,,,,,,,,,3.56
2024-09-26,,,,,,,,,,,,,,,,,,,,3.56
2024-09-27,,,,,,,,,,,,,,,,,,,,4.28
2024-09-30,,,,,,,,,,,,,,,,,,,,4.28
2024-10-01,,,,,,,,,,,,,,,,,,,,4.28
2024-10-02,,,,,,,,,,,,,,,,,,,,4.28
2024-10-03,,,,,,,,,,,,,,,,,,,,4.28
2024-10-04,,,,,,,,,,,,,,,,,,,,4.28
2024-10-07,,,,,,,,,,,,,,,,,,,,4.28
2024-10-08,,,,,,,,,,,,,,,,,,,,4.28
2024-10-09,,,,,,,,,,,,,,,,,,,,4.28
2024-10-10,,,,,,,,,,,,,,,,,,,,4.28
2024-10-11,,,,,,,,,,,,,,,,,,,,4.28
2024-10-14,,,,,,,,,,,,,,,,,,,,4.28
2024-10-15,,,,,,,,,,,,,,,,,,,,4.28
2024-10-16,,,,,,,,,,,,,,,,,,,,4.28
2024-10-17,,,,,,,,,,,,,,,,,,,,4.28
2024-10-18,,,,,,,,,,,,,,,,,,,,4.28
2024-10-21,,,,,,,,,,,,,,,,,,,,3.38
2024-10-22,,,,,,,,,,,,,,,,,,,,3.38
2024-10-23,,,,,,,,,,,,,,,,,,,,3.38
2024-10-24,,,,,,,,,,,,,,,,,,,,3.38
2024-10-25,,,,,,,,,,,,,,,,,,,,4.48
2024-10-28,,,,,,,,,,,,,,,,,,,,4.5
2024-10-29,,,,,,,,,,,,,,,,,,,,4.5
2024-10-30,,,,,,,,,,,,,,,,,,,,4.5
2024-10-31,,,,,,,,,,,,,,,,,,,,4.5
2024-11-01,,,,,,,,,,,,,,,,,,,,4.5
2024-11-04,,,,,,,,,,,,,,,,,,,,4.5
2024-11-05,,,,,,,,,,,,,,,,,,,,4.5
2024-11-06,,,,,,,,,,,,,,,,,,,,4.5
2024-11-07,,,,,,,,,,,,,,,,,,,,4.5
2024-11-08,,,,,,,,,,,,,,,,,,,,4.5
2024-11-11,,,,,,,,,,,,,,,,,,,,4.5
2024-11-12,,,,,,,,,,,,,,,,,,,,4.5
2024-11-13,,,,,,,,,,,,,,,,,,,,3.84
2024-11-14,,,,,,,,,,,,,,,,,,,,3.84
2024-11-15,,,,,,,,,,,,,,,,,,,,3.84
2024-11-18,,,,,,,,,,,,,,,,,,,,3.84
2024-11-19,,,,,,,,,,,,,,,,,,,,3.84
2024-11-20,,,,,,,,,,,,,,,,,,,,3.84
2024-11-21,,,,,,,,,,,,,,,,,,,,3.84
2024-11-22,,,,,,,,,,,,,,,,,,,,3.84
2024-11-25,,,,,,,,,,,,,,,,,,,,3.9
2024-11-26,,,,,,,,,,,,,,,,,,,,3.9
2024-11-27,,,,,,,,,,,,,,,,,,,,3.9
2024-11-28,,,,,,,,,,,,,,,,,,,,3.9
2024-11-29,,,,,,,,,,,,,,,,,,,,3.9
2024-12-02,,,,,,,,,,,,,,,,,,,,3.88
2024-12-03,,,,,,,,,,,,,,,,,,,,3.88
2024-12-04,,,,,,,,,,,,,,,,,,,,3.88
2024-12-05,,,,,,,,,,,,,,,,,,,,3.88
2024-12-06,,,,,,,,,,,,,,,,,,,,3.84
2024-12-09,,,,,,,,,,,,,,,,,,,,3.82
2024-12-10,,,,,,,,,,,,,,,,,,,,3.82
2024-12-11,,,,,,,,,,,,,,,,,,,,3.82
2024-12-12,,,,,,,,,,,,,,,,,,,,3.82
2024-12-13,,,,,,,,,,,,,,,,,,,,3.82
2024-12-16,,,,,,,,,,,,,,,,,,,,3.82
2024-12-17,,,,,,,,,,,,,,,,,,,,3.82
2024-12-18,,,,,,,,,,,,,,,,,,,,3.38
2024-12-19,,,,,,,,,,,,,,,,,,,,3.38
2024-12-20,,,,,,,,,,,,,,,,,,,,3.38
2024-12-23,,,,,,,,,,,,,,,,,,,,3.38
2024-12-24,,,,,,,,,,,,,,,,,,,,3.38
2024-12-27,,,,,,,,,,,,,,,,,,,,3.38
2024-12-30,,,,,,,,,,,,,,,,,,,,3.38
2024-12-31,,,,,,,,,,,,,,,,,,,,3.38
2025-01-02,,,,,,,,,,,,,,,,,,,,3.38
2025-01-03,,,,,,,,,,,,,,,,,,,,3.38
2025-01-06,,,,,,,,,,,,,,,,,,,,3.38
2025-01-07,,,,,,,,,,,,,,,,,,,,3.38
2025-01-08,,,,,,,,,,,,,,,,,,,,3.36
2025-01-09,,,,,,,,,,,,,,,,,,,,3.36
2025-01-10,,,,,,,,,,,,,,,,,,,,3.36
2025-01-13,,,,,,,,,,,,,,,,,,,,3.36
2025-01-14,,,,,,,,,,,,,,,,,,,,3.36
2025-01-15,,,,,,,,,,,,,,,,,,,,3.36
2025-01-16,,,,,,,,,,,,,,,,,,,,3.36
2025-01-17,,,,,,,,,,,,,,,,,,,,3.36
2025-01-20,,,,,,,,,,,,,,,,,,,,2.6
2025-01-21,,,,,,,,,,,,,,,,,,,,2.6
2025-01-22,,,,,,,,,,,,,,,,,,,,2.6
2025-01-23,,,,,,,,,,,,,,,,,,,,2.6
2025-01-24,,,,,,,,,,,,,,,,,,,,2.6
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1560.0,0.0,0.0,0.0,0.0,2.6
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1560.0,0.0,0.0,0.0,0.0,2.6
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1560.0,0.0,0.0,0.0,0.0,2.6
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1560.0,0.0,0.0,0.0,0.0,2.6
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1560.0,0.0,0.0,0.0,0.0,2.6
2025-02-03,,,,,,,,,,,,,,,,,,,,2.6
2025-02-04,,,,,,,,,,,,,,,,,,,,2.6
2025-02-05,,,,,,,,,,,,,,,,,,,,2.6
2025-02-06,,,,,,,,,,,,,,,,,,,,2.6
2025-02-07,,,,,,,,,,,,,,,,,,,,2.6
2025-02-10,,,,,,,,,,,,,,,,,,,,2.6
2025-02-11,,,,,,,,,,,,,,,,,,,,2.6
2025-02-12,,,,,,,,,,,,,,,,,,,,2.2
2025-02-13,,,,,,,,,,,,,,,,,,,,2.2
2025-02-14,,,,,,,,,,,,,,,,,,,,2.2
2025-02-17,,,,,,,,,,,,,,,,,,,,2.2
2025-02-18,,,,,,,,,,,,,,,,,,,,2.2
2025-02-19,,,,,,,,,,,,,,,,,,,,2.2
2025-02-20,,,,,,,,,,,,,,,,,,,,2.2
2025-02-21,,,,,,,,,,,,,,,,,,,,2.2
2025-02-24,,,,,,,,,,,,,,,,,,,,2.2
2025-02-25,,,,,,,,,,,,,,,,,,,,2.2
2025-02-26,,,,,,,,,,,,,,,,,,,,2.22
2025-02-27,,,,,,,,,,,,,,,,,,,,2.22
2025-02-28,,,,,,,,,,,,,,,,,,,,2.22
2025-03-03,,,,,,,,,,,,,,,,,,,,2.22
2025-03-04,,,,,,,,,,,,,,,,,,,,1.96
2025-03-05,,,,,,,,,,,,,,,,,,,,2.0
2025-03-06,,,,,,,,,,,,,,,,,,,,2.0
2025-03-07,,,,,,,,,,,,,,,,,,,,2.0
2025-03-10,,,,,,,,,,,,,,,,,,,,2.0
2025-03-11,,,,,,,,,,,,,,,,,,,,2.0
2025-03-12,,,,,,,,,,,,,,,,,,,,2.0
2025-03-13,,,,,,,,,,,,,,,,,,,,2.0
2025-03-14,,,,,,,,,,,,,,,,,,,,2.0
2025-03-17,,,,,,,,,,,,,,,,,,,,2.0
2025-03-18,,,,,,,,,,,,,,,,,,,,2.0
2025-03-19,,,,,,,,,,,,,,,,,,,,2.0
2025-03-20,,,,,,,,,,,,,,,,,,,,2.0
2025-03-21,,,,,,,,,,,,,,,,,,,,2.0
2025-03-24,,,,,,,,,,,,,,,,,,,,2.0
2025-03-25,,,,,,,,,,,,,,,,,,,,2.0
2025-03-26,,,,,,,,,,,,,,,,,,,,2.0
2025-03-27,,,,,,,,,,,,,,,,,,,,2.0
2025-03-28,,,,,,,,,,,,,,,,,,,,2.0
2025-03-31,,,,,,,,,,,,,,,,,,,,2.0
2025-04-01,,,,,,,,,,,,,,,,,,,,2.0
2025-04-02,,,,,,,,,,,,,,,,,,,,2.0
2025-04-03,,,,,,,,,,,,,,,,,,,,2.0
2025-04-04,,,,,,,,,,,,,,,,,,,,2.0
2025-04-07,,,,,,,,,,,,,,,,,,,,2.0
2025-04-08,,,,,,,,,,,,,,,,,,,,2.0
2025-04-09,,,,,,,,,,,,,,,,,,,,2.02
2025-04-10,,,,,,,,,,,,,,,,,,,,2.02
2025-04-11,,,,,,,,,,,,,,,,,,,,2.02
2025-04-14,,,,,,,,,,,,,,,,,,,,2.02
2025-04-15,,,,,,,,,,,,,,,,,,,,2.02
2025-04-16,,,,,,,,,,,,,,,,,,,,2.02
2025-04-17,,,,,,,,,,,,,,,,,,,,2.02
2025-04-22,,,,,,,,,,,,,,,,,,,,2.0
2025-04-23,,,,,,,,,,,,,,,,,,,,2.0
2025-04-24,,,,,,,,,,,,,,,,,,,,2.0
2025-04-25,,,,,,,,,,,,,,,,,,,,2.0
2025-04-28,,,,,,,,,,,,,,,,,,,,2.0
2025-04-29,,,,,,,,,,,,,,,,,,,,2.0
2025-04-30,,,,,,,,,,,,,,,,,,,,2.02
2025-05-02,,,,,,,,,,,,,,,,,,,,2.02
2025-05-05,,,,,,,,,,,,,,,,,,,,2.02
2025-05-06,,,,,,,,,,,,,,,,,,,,2.04
2025-05-07,,,,,,,,,,,,,,,,,,,,2.04
2025-05-08,,,,,,,,,,,,,,,,,,,,2.04
2025-05-09,,,,,,,,,,,,,,,,,,,,2.04
2025-05-12,,,,,,,,,,,,,,,,,,,,2.02
2025-05-13,,,,,,,,,,,,,,,,,,,,2.02
2025-05-14,,,,,,,,,,,,,,,,,,,,2.02
2025-05-15,,,,,,,,,,,,,,,,,,,,2.02
2025-05-16,,,,,,,,,,,,,,,,,,,,2.02
2025-05-19,,,,,,,,,,,,,,,,,,,,2.02
2025-05-20,,,,,,,,,,,,,,,,,,,,2.02
2025-05-21,,,,,,,,,,,,,,,,,,,,2.02
2025-05-22,,,,,,,,,,,,,,,,,,,,2.02
2025-05-23,,,,,,,,,,,,,,,,,,,,2.02
2025-05-26,,,,,,,,,,,,,,,,,,,,2.04
2025-05-27,,,,,,,,,,,,,,,,,,,,2.04
2025-05-28,,,,,,,,,,,,,,,,,,,,2.04
2025-05-29,,,,,,,,,,,,,,,,,,,,2.04
2025-05-30,,,,,,,,,,,,,,,,,,,,2.04
2025-06-02,,,,,,,,,,,,,,,,,,,,2.04
2025-06-03,,,,,,,,,,,,,,,,,,,,2.04
2025-06-04,,,,,,,,,,,,,,,,,,,,2.04
2025-06-05,,,,,,,,,,,,,,,,,,,,2.04
2025-06-06,,,,,,,,,,,,,,,,,,,,2.04
2025-06-09,,,,,,,,,,,,,,,,,,,,2.04
2025-06-10,,,,,,,,,,,,,,,,,,,,2.04
2025-06-11,,,,,,,,,,,,,,,,,,,,2.04
2025-06-12,,,,,,,,,,,,,,,,,,,,2.04
2025-06-13,,,,,,,,,,,,,,,,,,,,2.04
2025-06-16,,,,,,,,,,,,,,,,,,,,2.02
2025-06-17,,,,,,,,,,,,,,,,,,,,2.02
2025-06-18,,,,,,,,,,,,,,,,,,,,2.02
2025-06-19,,,,,,,,,,,,,,,,,,,,2.02
2025-06-20,,,,,,,,,,,,,,,,,,,,2.02
2025-06-23,,,,,,,,,,,,,,,,,,,,2.02
2025-06-24,,,,,,,,,,,,,,,,,,,,2.02
2025-06-25,,,,,,,,,,,,,,,,,,,,2.02
2025-06-26,,,,,,,,,,,,,,,,,,,,2.02
2025-06-27,,,,,,,,,,,,,,,,,,,,2.02
2025-06-30,,,,,,,,,,,,,,,,,,,,2.02
2025-07-01,,,,,,,,,,,,,,,,,,,,2.02
2025-07-02,,,,,,,,,,,,,,,,,,,,2.02
2025-07-03,,,,,,,,,,,,,,,,,,,,2.02
2025-07-04,,,,,,,,,,,,,,,,,,,,2.02
2025-07-07,,,,,,,,,,,,,,,,,,,,2.02
2025-07-08,,,,,,,,,,,,,,,,,,,,2.02
2025-07-09,,,,,,,,,,,,,,,,,,,,2.02
2025-07-10,,,,,,,,,,,,,,,,,,,,2.02
2025-07-11,,,,,,,,,,,,,,,,,,,,2.02
2025-07-14,,,,,,,,,,,,,,,,,,,,2.08
2025-07-15,,,,,,,,,,,,,,,,,,,,2.1
2025-07-16,,,,,,,,,,,,,,,,,,,,2.22
2025-07-17,,,,,,,,,,,,,,,,,,,,2.22
2025-07-18,,,,,,,,,,,,,,,,,,,,2.22
2025-07-21,,,,,,,,,,,,,,,,,,,,2.22
2025-07-22,,,,,,,,,,,,,,,,,,,,2.22
2025-07-23,,,,,,,,,,,,,,,,,,,,2.22
2025-07-24,,,,,,,,,,,,,,,,,,,,2.22
2025-07-25,,,,,,,,,,,,,,,,,,,,2.22
2025-07-28,,,,,,,,,,,,,,,,,,,,2.22
2025-07-29,,,,,,,,,,,,,,,,,,,,2.22
2025-07-30,,,,,,,,,,,,,,,,,,,,2.22
2025-07-31,,,,,,,,,,,,,,,,,,,,2.22
2025-08-01,,,,,,,,,,,,,,,,,,,,2.22
2025-08-04,,,,,,,,,,,,,,,,,,,,2.22
2025-08-05,,,,,,,,,,,,,,,,,,,,2.22
2025-08-06,,,,,,,,,,,,,,,,,,,,2.44
2025-08-07,,,,,,,,,,,,,,,,,,,,2.44
2025-08-08,,,,,,,,,,,,,,,,,,,,2.44
2025-08-11,,,,,,,,,,,,,,,,,,,,2.44
2025-08-12,,,,,,,,,,,,,,,,,,,,2.44
2025-08-13,,,,,,,,,,,,,,,,,,,,2.44
2025-08-14,,,,,,,,,,,,,,,,,,,,2.44
2025-08-15,,,,,,,,,,,,,,,,,,,,2.44
2025-08-18,,,,,,,,,,,,,,,,,,,,2.44
2025-08-19,,,,,,,,,,,,,,,,,,,,2.44
2025-08-20,,,,,,,,,,,,,,,,,,,,2.44
2025-08-21,,,,,,,,,,,,,,,,,,,,2.44
2025-08-22,,,,,,,,,,,,,,,,,,,,2.44
2025-08-25,,,,,,,,,,,,,,,,,,,,2.44
2025-08-26,,,,,,,,,,,,,,,,,,,,2.44
2025-08-27,,,,,,,,,,,,,,,,,,,,2.44
2025-08-28,,,,,,,,,,,,,,,,,,,,2.44
2025-08-29,,,,,,,,,,,,,,,,,,,,2.44
