,ALAGO FP Equity_DX_SI_QTY,ALAGO FP Equity_DX_SHORT_INTEREST_VALUE,ALAGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAGO FP Equity_DX_SI_MV,ALAGO FP Equity_DX_DSS,ALAGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAGO FP Equity_DX_SUPPLY_SI_QTY,ALAGO FP Equity_DX_BROKER_SI_QTY,ALAGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAGO FP Equity_DX_BROKER_SI_MV_NEW_x,ALAGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAGO FP Equity_DX_BROKER_SI_MV_INC_x,ALAGO FP Equity_DX_BROKER_SI_QTY_ADD,ALAGO FP Equity_DX_BROKER_SI_QTY_NEW,ALAGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALAGO FP Equity_DX_BROKER_SI_QTY_INC,ALAGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAGO FP Equity_DX_BROKER_SI_MV_NEW_y,ALAGO FP Equity_DX_BROKER_SI_MV_INC_y,ALAGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAGO FP Equity_DX_BROKER_SI_MV_ADD,ALAGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAGO FP Equity_DX_BROKER_SI_QTY_DEC,ALAGO FP Equity_DX_SUPPLY_SI_MV,ALAGO FP Equity_DX_BROKER_SI_MV_DEC,ALAGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAGO FP Equity_DX_UTILIZATION_QUANTITY,ALAGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAGO FP Equity_DX_BROKER_SI_CON_RATIO,ALAGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAGO FP Equity_PX_LAST
2024-01-03,209690.0,248482.65,4.07,50.59,4.07,0.24,1.0,124241.33,104845.0,104845.0,124241.33,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.185
2024-01-04,209690.0,246385.75,4.07,43.59,4.07,0.25,1.0,123192.88,104845.0,104845.0,123192.88,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.175
2024-01-05,209690.0,265257.85,4.07,45.17,4.07,0.26,1.0,132628.92,104845.0,104845.0,132628.92,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.265
2024-01-08,209690.0,253724.9,4.07,43.08,4.07,0.26,1.0,126862.45,104845.0,104845.0,126862.45,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.21
2024-01-09,209690.0,253724.9,4.07,41.29,4.07,0.25,1.0,126862.45,104845.0,104845.0,126862.45,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.21
2024-01-10,209690.0,244288.85,4.07,40.5,4.07,0.25,1.0,122144.43,104845.0,104845.0,122144.43,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.165
2024-01-11,209690.0,222271.4,4.07,37.49,4.07,0.23,1.0,111135.7,104845.0,104845.0,111135.7,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.06
2024-01-12,209690.0,228562.1,4.07,36.93,4.07,0.23,1.0,114281.05,104845.0,104845.0,114281.05,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.09
2024-01-15,209690.0,222271.4,4.07,36.28,4.07,0.23,1.0,111135.7,104845.0,104845.0,111135.7,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.06
2024-01-16,209690.0,227513.65,4.07,35.83,4.07,0.22,1.0,113756.83,104845.0,104845.0,113756.83,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.085
2024-01-17,209690.0,224368.3,4.07,35.59,4.07,0.23,1.0,112184.15,104845.0,104845.0,112184.15,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.07
2024-01-18,209718.0,257953.14,4.07,35.51,4.07,0.24,1.0,128976.57,104859.0,104859.0,128976.57,,14.0,,14.0,,,,,,,14.0,0.0,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,0.01,0.9998,99.99,1.4461,1.23
2024-01-19,209718.0,239078.52,4.07,32.75,4.07,0.25,1.0,119539.26,104859.0,104859.0,119539.26,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,0.01,0.9997,99.99,1.4461,1.14
2024-01-22,209718.0,251661.6,4.07,30.82,4.07,0.25,1.0,125830.8,104859.0,104859.0,125830.8,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,0.01,0.9997,99.99,1.4461,1.2
2024-01-23,210516.0,262092.42,4.09,28.47,4.09,0.26,1.0,131046.21,105258.0,105258.0,131046.21,,399.0,0.0,,,,399.0,,,0.0,399.0,,,,0.13,,100.0,72.38,0.0,0.0,0.0,100.0,0.39,0.9923,99.61,1.4476,1.245
2024-01-24,210516.0,269460.48,4.09,27.97,4.09,0.27,1.0,134730.24,105258.0,105258.0,134730.24,,,,,,,,,,,,,,,0.13,,100.0,72.38,0.0,0.0,0.0,100.0,0.39,0.9923,99.61,1.4476,1.28
2024-01-25,210516.0,256829.52,4.09,27.95,4.09,0.26,1.0,128414.76,105258.0,105258.0,128414.76,,,,,,,,,,,,,,,0.13,,100.0,72.38,0.0,0.0,0.0,100.0,0.4,0.992,99.6,1.4476,1.22
2024-01-26,210516.0,255776.94,4.09,28.2,4.09,0.26,1.0,127888.47,105258.0,105258.0,127888.47,,,,,,,,,,,,,,,0.13,,100.0,72.38,0.0,0.0,0.0,100.0,0.39,0.9922,99.61,1.4476,1.215
2024-01-29,210516.0,284196.6,4.09,28.6,4.09,0.27,1.0,142098.3,105258.0,105258.0,142098.3,,,,,,,,,,,,,,,0.13,,100.0,72.38,0.0,0.0,0.0,100.0,0.37,0.9926,99.63,1.4476,1.35
2024-01-30,210516.0,294722.4,4.09,24.22,4.09,0.29,1.0,147361.2,105258.0,105258.0,147361.2,,,,,,,,,,,,,,,0.14,,100.0,72.38,0.0,0.0,0.0,100.0,0.38,0.9923,99.62,1.4476,1.4
2024-01-31,210488.0,271529.52,4.09,24.14,4.09,0.28,1.0,135764.76,105244.0,105244.0,135764.76,,,,,,0.0,,14.0,,,,,,14.0,0.15,0.0,100.0,72.38,0.0,0.0,0.0,100.0,0.39,0.9921,99.61,1.4475,1.29
2024-02-01,209690.0,251628.0,4.07,22.2,4.07,0.26,1.0,125814.0,104845.0,104845.0,125814.0,,,,,,0.01,,399.0,,,,,,399.0,0.14,0.0,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.2
2024-02-02,209690.0,235901.25,4.07,18.0,4.07,0.24,1.0,117950.63,104845.0,104845.0,117950.63,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.125
2024-02-05,209690.0,209690.0,4.07,17.1,4.07,0.22,1.0,104845.0,104845.0,104845.0,104845.0,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.0
2024-02-06,211050.0,192477.6,4.1,16.69,4.1,0.2,1.0,96238.8,105525.0,105525.0,96238.8,,680.0,,680.0,,,,,,,680.0,0.0,,,0.11,,100.0,73.44,0.0,0.0,0.0,100.0,0.67,0.9866,99.33,1.4688,0.912
2024-02-07,211050.0,200497.5,4.1,16.08,4.1,0.2,1.0,100248.75,105525.0,105525.0,100248.75,,,,,,,,,,,,,,,0.1,,100.0,73.44,0.0,0.0,0.0,100.0,0.63,0.9875,99.37,1.4688,0.95
2024-02-08,211050.0,189945.0,4.1,16.02,4.1,0.2,1.0,94972.5,105525.0,105525.0,94972.5,,,,,,,,,,,,,,,0.1,,100.0,73.44,0.0,0.0,0.0,100.0,0.66,0.9869,99.34,1.4688,0.9
2024-02-09,211050.0,185724.0,4.1,16.0,4.1,0.19,1.0,92862.0,105525.0,105525.0,92862.0,,,,,,,,,,,,,,,0.1,,100.0,73.44,0.0,0.0,0.0,100.0,0.64,0.9872,99.36,1.4688,0.88
2024-02-12,211050.0,180236.7,4.1,16.32,4.1,0.18,1.0,90118.35,105525.0,105525.0,90118.35,,,,,,,,,,,,,,,0.09,,100.0,73.44,0.0,0.0,0.0,100.0,0.65,0.987,99.35,1.4688,0.854
2024-02-13,211050.0,168840.0,4.1,17.57,4.1,0.17,1.0,84420.0,105525.0,105525.0,84420.0,,,,,,,,,,,,,,,0.09,,100.0,73.44,0.0,0.0,0.0,100.0,0.67,0.9868,99.33,1.4688,0.8
2024-02-14,209690.0,167752.0,4.07,17.67,4.07,0.17,1.0,83876.0,104845.0,104845.0,83876.0,,,,,,0.01,,680.0,,,,,,680.0,0.08,0.0,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.8
2024-02-15,209690.0,167752.0,4.07,19.11,4.07,0.17,1.0,83876.0,104845.0,104845.0,83876.0,,,,,,,,,,,,,,,0.08,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.8
2024-02-16,209690.0,167752.0,4.07,18.97,4.07,0.17,1.0,83876.0,104845.0,104845.0,83876.0,,,,,,,,,,,,,,,0.08,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.8
2024-02-19,209690.0,157267.5,4.07,19.15,4.07,0.17,1.0,78633.75,104845.0,104845.0,78633.75,,,,,,,,,,,,,,,0.08,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.75
2024-02-20,209690.0,163977.58,4.07,19.46,4.07,0.16,1.0,81988.79,104845.0,104845.0,81988.79,,,,,,,,,,,,,,,0.08,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.782
2024-02-21,209690.0,163558.2,4.07,19.6,4.07,0.16,1.0,81779.1,104845.0,104845.0,81779.1,,,,,,,,,,,,,,,0.08,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.78
2024-02-22,209690.0,195850.46,4.07,20.02,4.07,0.18,1.0,97925.23,104845.0,104845.0,97925.23,,,,,,,,,,,,,,,0.08,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.934
2024-02-23,209690.0,192495.42,4.07,18.47,4.07,0.19,1.0,96247.71,104845.0,104845.0,96247.71,,,,,,,,,,,,,,,0.1,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.918
2024-02-26,209690.0,178236.5,4.07,18.64,4.07,0.19,1.0,89118.25,104845.0,104845.0,89118.25,,,,,,,,,,,,,,,0.1,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.85
2024-02-27,209690.0,172784.56,4.07,18.37,4.07,0.18,1.0,86392.28,104845.0,104845.0,86392.28,,,,,,,,,,,,,,,0.09,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.824
2024-02-28,209690.0,181172.16,4.07,18.4,4.07,0.18,1.0,90586.08,104845.0,104845.0,90586.08,,,,,,,,,,,,,,,0.09,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.864
2024-02-29,209690.0,172784.56,4.07,18.36,4.07,0.18,1.0,86392.28,104845.0,104845.0,86392.28,,,,,,,,,,,,,,,0.09,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.824
2024-03-01,209690.0,172365.18,4.07,19.2,4.07,0.17,1.0,86182.59,104845.0,104845.0,86182.59,,,,,,,,,,,,,,,0.09,,100.0,73.31,0.0,0.0,0.0,100.0,,1.0,100.0,1.4663,0.822
2024-03-04,209690.0,167752.0,4.07,20.21,4.07,0.17,1.0,83876.0,104845.0,104845.0,83876.0,,,,,,,,,,,,,,,0.09,,100.0,73.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4712,0.8
2024-03-05,209690.0,171945.8,4.07,21.15,4.07,0.17,1.0,85972.9,104845.0,104845.0,85972.9,,,,,,,,,,,,,,,0.08,,100.0,73.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4712,0.82
2024-03-06,209690.0,170687.66,4.07,21.1,4.07,0.17,1.0,85343.83,104845.0,104845.0,85343.83,,,,,,,,,,,,,,,0.09,,100.0,73.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4712,0.814
2024-03-07,209690.0,171107.04,4.07,21.17,4.07,0.17,1.0,85553.52,104845.0,104845.0,85553.52,,,,,,,,,,,,,,,0.09,,100.0,73.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.4712,0.816
2024-03-08,293566.0,236614.2,5.7,29.39,5.7,0.24,2.0,118307.1,146783.0,146783.0,118307.1,,41938.0,0.03,,,,41938.0,,,0.03,41938.0,,,,0.12,,100.0,79.57,0.0,0.0,0.0,100.0,,1.0,100.0,1.5914,0.806
2024-03-11,293566.0,234852.8,5.7,29.37,5.7,0.24,2.0,117426.4,146783.0,146783.0,117426.4,,,,,,,,,,,,,,,0.12,,100.0,79.57,0.0,0.0,0.0,100.0,,1.0,100.0,1.5914,0.8
2024-03-12,293566.0,227807.22,5.7,34.15,5.7,0.23,2.0,113903.61,146783.0,146783.0,113903.61,,,,,,,,,,,,,,,0.12,,100.0,79.57,0.0,0.0,0.0,100.0,,1.0,100.0,1.5914,0.776
2024-03-13,293566.0,207844.73,5.7,33.58,5.7,0.22,2.0,103922.36,146783.0,146783.0,103922.36,,,,,,,,,,,,,,,0.11,,100.0,79.57,0.0,0.0,0.0,100.0,,1.0,100.0,1.5914,0.708
2024-03-14,293566.0,206083.33,5.7,33.39,5.7,0.21,2.0,103041.67,146783.0,146783.0,103041.67,,,,,,,,,,,,,,,0.1,,100.0,79.57,0.0,0.0,0.0,100.0,,1.0,100.0,1.5914,0.702
2024-03-15,293566.0,193166.43,5.7,44.65,5.7,0.2,2.0,96583.21,146783.0,146783.0,96583.21,,,,,,,,,,,,,,,0.1,,100.0,79.57,0.0,0.0,0.0,100.0,,1.0,100.0,1.5914,0.658
2024-03-18,293566.0,187882.24,5.7,50.74,5.7,0.19,2.0,93941.12,146783.0,146783.0,93941.12,,,,,,,,,,,,,,,0.1,,100.0,79.57,0.0,0.0,0.0,100.0,,1.0,100.0,1.5914,0.64
2024-03-19,293566.0,184946.58,5.7,53.04,5.7,0.19,2.0,92473.29,146783.0,146783.0,92473.29,,,,,,,,,,,,,,,0.09,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.63
2024-03-20,293566.0,183772.32,5.7,57.56,5.7,0.19,2.0,91886.16,146783.0,146783.0,91886.16,,,,,,,,,,,,,,,0.09,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.626
2024-03-21,293566.0,209018.99,5.7,60.05,5.7,0.2,2.0,104509.5,146783.0,146783.0,104509.5,,,,,,,,,,,,,,,0.09,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.712
2024-03-22,293566.0,221935.9,5.7,49.47,5.7,0.22,2.0,110967.95,146783.0,146783.0,110967.95,,,,,,,,,,,,,,,0.1,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.756
2024-03-25,293566.0,222523.03,5.7,45.25,5.7,0.22,2.0,111261.51,146783.0,146783.0,111261.51,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.758
2024-03-26,293566.0,207844.73,5.7,45.55,5.7,0.22,2.0,103922.36,146783.0,146783.0,103922.36,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.708
2024-03-27,293566.0,228981.48,5.7,44.92,5.7,0.22,2.0,114490.74,146783.0,146783.0,114490.74,,,,,,,,,,,,,,,0.1,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.78
2024-03-28,293566.0,224871.56,5.7,43.55,5.7,0.23,2.0,112435.78,146783.0,146783.0,112435.78,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.766
2024-03-29,293566.0,224871.56,5.7,43.98,5.7,0.23,2.0,112435.78,146783.0,146783.0,112435.78,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,
2024-04-01,293566.0,224871.56,5.7,43.98,5.7,0.23,2.0,112435.78,146783.0,146783.0,112435.78,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,
2024-04-02,293566.0,224284.42,5.7,43.98,5.7,0.22,2.0,112142.21,146783.0,146783.0,112142.21,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.764
2024-04-03,293566.0,223403.73,5.7,44.91,5.7,0.22,2.0,111701.86,146783.0,146783.0,111701.86,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.761
2024-04-04,293566.0,223697.29,5.7,45.06,5.7,0.22,2.0,111848.65,146783.0,146783.0,111848.65,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.762
2024-04-05,293566.0,223110.16,5.7,45.58,5.7,0.22,2.0,111555.08,146783.0,146783.0,111555.08,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.76
2024-04-08,293566.0,219587.37,5.7,47.25,5.7,0.22,2.0,109793.68,146783.0,146783.0,109793.68,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.748
2024-04-09,293566.0,218119.54,5.7,56.16,5.7,0.22,2.0,109059.77,146783.0,146783.0,109059.77,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.743
2024-04-10,293566.0,217825.97,5.7,57.09,5.7,0.22,2.0,108912.99,146783.0,146783.0,108912.99,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.742
2024-04-11,293566.0,214303.18,5.7,59.84,5.7,0.22,2.0,107151.59,146783.0,146783.0,107151.59,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.73
2024-04-12,293566.0,213716.05,5.7,59.45,5.7,0.21,2.0,106858.02,146783.0,146783.0,106858.02,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.728
2024-04-15,293566.0,212835.35,5.7,59.56,5.7,0.21,2.0,106417.68,146783.0,146783.0,106417.68,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.725
2024-04-16,293566.0,211367.52,5.7,59.8,5.7,0.21,2.0,105683.76,146783.0,146783.0,105683.76,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.72
2024-04-17,293566.0,212248.22,5.7,59.88,5.7,0.21,2.0,106124.11,146783.0,146783.0,106124.11,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.723
2024-04-18,293566.0,214009.61,5.7,61.16,5.7,0.21,2.0,107004.81,146783.0,146783.0,107004.81,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.729
2024-04-19,293566.0,208431.86,5.7,62.34,5.7,0.21,2.0,104215.93,146783.0,146783.0,104215.93,,,,,,,,,,,,,,,0.11,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.71
2024-04-22,293566.0,108619.42,5.7,61.22,5.7,0.16,2.0,54309.71,146783.0,146783.0,54309.71,,,,,,,,,,,,,,,0.1,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.37
2024-04-23,293566.0,96876.78,5.7,43.32,5.7,0.1,2.0,48438.39,146783.0,146783.0,48438.39,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.33
2024-04-24,293566.0,102748.1,5.7,38.25,5.7,0.1,2.0,51374.05,146783.0,146783.0,51374.05,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.35
2024-04-25,293566.0,104949.85,5.7,36.89,5.7,0.1,2.0,52474.92,146783.0,146783.0,52474.92,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.3575
2024-04-26,293566.0,120362.06,5.7,38.06,5.7,0.11,2.0,60181.03,146783.0,146783.0,60181.03,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.41
2024-04-29,293566.0,122417.02,5.7,40.84,5.7,0.12,2.0,61208.51,146783.0,146783.0,61208.51,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.417
2024-04-30,293566.0,108032.29,5.7,40.38,5.7,0.12,2.0,54016.14,146783.0,146783.0,54016.14,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.368
2024-05-01,293566.0,108032.29,5.7,40.62,5.7,0.12,2.0,54016.14,146783.0,146783.0,54016.14,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,
2024-05-02,293566.0,117426.4,5.7,40.62,5.7,0.11,2.0,58713.2,146783.0,146783.0,58713.2,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.4
2024-05-03,293566.0,118013.53,5.7,41.06,5.7,0.12,2.0,59006.77,146783.0,146783.0,59006.77,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.402
2024-05-06,293566.0,121536.32,5.7,40.77,5.7,0.12,2.0,60768.16,146783.0,146783.0,60768.16,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.414
2024-05-07,293566.0,123297.72,5.7,39.69,5.7,0.12,2.0,61648.86,146783.0,146783.0,61648.86,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.42
2024-05-08,293566.0,123297.72,5.7,45.72,5.7,0.12,2.0,61648.86,146783.0,146783.0,61648.86,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.42
2024-05-09,293566.0,114490.74,5.7,50.49,5.7,0.12,2.0,57245.37,146783.0,146783.0,57245.37,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.39
2024-05-10,293566.0,107445.16,5.7,49.18,5.7,0.11,2.0,53722.58,146783.0,146783.0,53722.58,,,,,,,,,,,,,,,0.06,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.366
2024-05-13,293566.0,104362.71,5.7,50.23,5.7,0.11,2.0,52181.36,146783.0,146783.0,52181.36,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.3555
2024-05-14,293566.0,104949.85,5.7,50.58,5.7,0.1,2.0,52474.92,146783.0,146783.0,52474.92,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.3575
2024-05-15,293566.0,94234.69,5.7,48.21,5.7,0.1,2.0,47117.34,146783.0,146783.0,47117.34,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.321
2024-05-16,293566.0,88363.37,5.7,40.5,5.7,0.09,2.0,44181.68,146783.0,146783.0,44181.68,,,,,,,,,,,,,,,0.05,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.301
2024-05-17,293566.0,91005.46,5.7,38.57,5.7,0.09,2.0,45502.73,146783.0,146783.0,45502.73,,,,,,,,,,,,,,,0.04,,100.0,79.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.5945,0.31
2024-05-20,293566.0,88950.5,5.7,38.26,5.7,0.09,2.0,44475.25,146783.0,146783.0,44475.25,,,,,,,,,,,,,,,0.05,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.303
2024-05-21,293566.0,90418.33,5.7,37.49,5.7,0.09,2.0,45209.16,146783.0,146783.0,45209.16,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.308
2024-05-22,293566.0,93941.12,5.7,37.48,5.7,0.09,2.0,46970.56,146783.0,146783.0,46970.56,,,,,,,,,,,,,,,0.05,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.32
2024-05-23,293566.0,88950.5,5.7,35.31,5.7,0.09,2.0,44475.25,146783.0,146783.0,44475.25,,,,,,,,,,,,,,,0.05,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.303
2024-05-24,293566.0,85280.92,5.7,34.77,5.7,0.09,2.0,42640.46,146783.0,146783.0,42640.46,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.2905
2024-05-27,293566.0,77794.99,5.7,33.45,5.7,0.09,2.0,38897.5,146783.0,146783.0,38897.5,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.265
2024-05-28,293566.0,67520.18,5.7,32.88,5.7,0.07,2.0,33760.09,146783.0,146783.0,33760.09,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.23
2024-05-29,293566.0,76620.73,5.7,30.21,5.7,0.07,2.0,38310.36,146783.0,146783.0,38310.36,,,,,,,,,,,,,,,0.03,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.261
2024-05-30,293566.0,83079.18,5.7,25.86,5.7,0.08,2.0,41539.59,146783.0,146783.0,41539.59,,,,,,,,,,,,,,,0.04,,100.0,79.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.599,0.283
