,AF FP Equity_DX_SI_QTY,AF FP Equity_DX_SHORT_INTEREST_VALUE,AF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AF FP Equity_DX_SI_MV,AF FP Equity_DX_DSS,AF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AF FP Equity_DX_SUPPLY_SI_QTY,AF FP Equity_DX_BROKER_SI_QTY,AF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AF FP Equity_DX_BROKER_SI_MV_NEW_x,AF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AF FP Equity_DX_SUPPLY_SI_QTY_INC_x,AF FP Equity_DX_BROKER_SI_MV_INC_x,AF FP Equity_DX_SUPPLY_SI_MV_NEW,AF FP Equity_DX_BROKER_SI_QTY_ADD,AF FP Equity_DX_BROKER_SI_QTY_NEW,AF FP Equity_DX_SUPPLY_SI_MV_DEC,AF FP Equity_DX_BROKER_SI_QTY_INC,AF FP Equity_DX_SUPPLY_SI_QTY_DEC,AF FP Equity_DX_BROKER_SI_MV_NEW_y,AF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AF FP Equity_DX_BROKER_SI_MV_INC_y,AF FP Equity_DX_SUPPLY_SI_QTY_INC_y,AF FP Equity_DX_BROKER_SI_MV_ADD,AF FP Equity_DX_SUPPLY_SI_QTY_ADD,AF FP Equity_DX_BROKER_SI_QTY_DEC,AF FP Equity_DX_SUPPLY_SI_MV,AF FP Equity_DX_BROKER_SI_MV_DEC,AF FP Equity_DX_SUPPLY_SI_MV_RMV,AF FP Equity_DX_BROKER_SI_MV_RMV,AF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AF FP Equity_DX_UTILIZATION_QUANTITY,AF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AF FP Equity_DX_ACTIVE_UTILIZATION_MV,AF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AF FP Equity_DX_BROKER_SI_CON_RATIO,AF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AF FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-08-28,11719043.0,230287066.99,4.35,6.31,4.35,235.62,1.0,102348873.05,7732304.0,5208416.0,151944967.62,,,,0.42,,,,6.25,9649.0,328517.0,,,0.42,,,4587.0,39609.0,156.81,0.86,,,20.68,20.68,29657480.0,582789403.83,,599.95,20.72,17.5,0.1244,20.88,0.3134
2006-08-29,11438302.0,226822521.52,4.25,6.26,4.25,231.8,1.0,98884373.73,7630311.0,4986583.0,151309729.45,,,31002.0,1.5,,,,2.67,58168.0,132994.0,,,1.5,31002.0,,,280000.0,156.36,5.62,,,20.39,20.39,29800608.0,590948643.37,,606.23,20.5,18.28,0.1203,18.53,0.3056
2006-08-30,11542625.0,225621380.59,4.29,6.39,4.28,234.99,1.0,98033768.96,7682428.0,5015336.0,150166882.46,,,23519.0,2.0,,,,0.68,73753.0,34163.0,,,2.0,23519.0,,62760.0,45000.0,157.97,0.84,,,20.11,20.11,30516088.0,596491864.25,,627.93,20.1,17.88,0.1183,18.21,0.3022
2006-08-31,11334245.0,227969905.92,4.21,6.24,4.21,232.74,1.0,98539420.59,7646494.0,4899199.0,153796791.74,,,61830.0,,,,,2.19,,127764.0,,,,61830.0,,30000.0,116137.0,158.85,2.0,,,20.11,20.11,30369702.0,610837167.18,,636.69,19.97,18.26,0.1215,18.28,0.2981
2006-09-01,9777875.0,199897656.24,4.46,5.18,3.63,204.19,1.0,94412759.6,6305067.0,4618144.0,128900002.89,,,2701.0,1.81,,,,27.15,82000.0,1359128.0,,,1.81,2701.0,,15000.0,363055.0,134.35,7.06,,,16.62,16.62,31627568.0,646590053.15,,674.15,16.62,17.76,0.1169,18.25,0.2578
2006-09-04,9937256.0,202499166.02,4.53,5.21,3.69,209.3,1.0,98446864.6,6252654.0,4831090.0,127415175.82,,,1915.0,7.91,,,,0.7,366370.0,54329.0,,,7.91,1915.0,,,153424.0,134.8,3.07,,,16.45,16.45,31755310.0,647102559.47,,679.41,16.56,18.08,0.1256,20.99,0.2615
2006-09-05,9707839.0,199290880.24,4.43,5.04,3.6,204.7,1.0,97226781.01,6034867.0,4736102.0,123888947.54,,,,,,,,4.78,,217787.0,,,,,,,94988.0,130.3,2.0,,,15.91,15.91,31896542.0,654799686.31,,684.13,16.0,18.44,0.1299,21.38,0.2559
2006-09-06,9618317.0,198088869.06,4.39,5.06,3.57,203.85,1.0,94463610.5,6096244.0,4586734.0,125551910.95,,,12763.0,,,,,0.9,,51286.0,,,,12763.0,,99900.0,149369.0,132.33,2.82,,,15.68,15.68,32782628.0,675156964.09,,712.36,15.67,18.63,0.1274,20.28,0.2474
2006-09-07,9934171.0,201592034.27,4.53,5.36,3.69,210.92,1.0,99762332.91,6085990.0,4916147.0,123501709.87,,,18321.0,7.58,,,,0.55,354320.0,28575.0,,,7.58,18321.0,,,24907.0,132.49,0.47,,,15.55,15.55,33039874.0,670471185.94,,714.76,15.64,19.59,0.1324,19.86,0.2539
2006-09-08,10212524.0,209265745.29,4.66,5.41,3.79,216.0,1.0,98302109.5,6520624.0,4797310.0,133614691.25,,,85869.0,,,,,0.21,,8927.0,,,,85869.0,,357692.0,118837.0,140.89,2.64,,,16.52,16.52,32950112.0,675183700.44,,709.47,16.57,18.2,0.1291,18.99,0.2587
2006-09-11,11876292.0,244816070.67,5.42,6.22,4.41,252.39,1.0,101781840.26,7933882.0,4937547.0,163547832.64,,,1444273.0,4.55,,,,1.63,200237.0,75015.0,,,4.55,1444273.0,,44000.0,60000.0,171.8,1.51,,,20.0,20.0,31733718.0,654154019.49,,689.33,19.95,17.91,0.1471,24.28,0.2994
2006-09-12,12981380.0,270538150.52,5.92,6.8,4.82,278.76,1.0,101039925.68,9126843.0,4848254.0,190207761.06,,,,,,,,2.39,,118446.0,,,,,,1311407.0,89293.0,199.56,1.45,,,22.97,22.97,30613280.0,637995355.85,,670.6,22.93,17.89,0.1509,24.9,0.3267
2006-09-13,11954624.0,253203972.61,5.45,6.23,4.44,258.36,1.0,104631683.57,8006451.0,4940019.0,169580005.17,,,12409.0,2.88,,,,28.56,118585.0,1328603.0,,,2.88,12409.0,,195801.0,26820.0,176.84,0.57,,,19.73,19.73,32580534.0,690069435.76,,724.34,19.62,18.34,0.1504,24.87,0.2945
2006-09-14,12109121.0,257734081.36,5.53,6.3,4.5,264.41,1.0,108442005.07,8251405.0,5094931.0,175625323.06,,,2975.0,5.21,,,,1.67,214912.0,79425.0,,,5.21,2975.0,,321405.0,60000.0,184.45,1.37,,,20.18,20.18,32638380.0,694684848.41,,731.36,20.14,19.72,0.1534,24.61,0.2961
2006-09-15,11654213.0,251133073.53,5.32,6.03,4.33,256.84,1.0,106083080.08,8028154.0,4922947.0,172996236.53,,,1843.0,0.22,,,,4.82,6149.0,225094.0,,,0.22,1843.0,,,178133.0,181.07,2.99,,,19.55,19.55,33028774.0,711726954.83,,746.72,19.52,19.06,0.1587,25.6,0.2839
2006-09-18,11512826.0,250912943.91,5.25,5.93,4.27,255.37,1.0,104812691.42,8002949.0,4809199.0,174417948.6,,,4340.0,0.5,,,,0.6,11252.0,29545.0,,,0.5,4340.0,,,125000.0,181.63,2.51,,,19.34,19.34,33372796.0,727333713.78,,760.81,19.27,18.2,0.1588,25.86,0.2783
2006-09-19,11700394.0,248482187.9,5.34,5.94,4.34,261.47,1.0,103040712.95,8104768.0,4851925.0,172121595.65,,,347337.0,1.94,,,,5.68,69725.0,245519.0,,,1.94,347337.0,,,27000.0,185.63,0.39,,,19.57,19.57,33315820.0,707530690.44,,754.48,19.75,17.64,0.1544,25.62,0.2825
2006-09-20,13246514.0,288572218.22,6.04,6.58,4.92,293.17,1.0,107813769.35,9535349.0,4949044.0,207725354.19,,,47622.0,4.22,,,,0.72,181000.0,23973.0,,,4.22,47622.0,,1406932.0,83881.0,214.5,2.2,,,21.94,21.94,33934848.0,739262749.6,,774.29,21.69,19.01,0.1506,24.74,0.3047
2006-09-21,12540016.0,275312777.82,5.72,6.18,4.66,281.84,1.0,120747353.92,8361159.0,5499831.0,183567063.24,,,67894.0,13.39,,,,29.19,550787.0,1335083.0,,,13.39,67894.0,,93000.0,,191.97,,,,19.51,19.51,34501208.0,757465015.4,,795.52,19.44,22.11,0.1538,23.58,0.2926
2006-09-22,12818210.0,280089002.86,5.85,6.53,4.76,290.12,1.0,126167605.72,8491744.0,5774032.0,185551969.38,,,132740.0,6.8,,,,0.0,274202.0,2155.0,,,6.8,132740.0,,,,196.53,,,,19.77,19.77,34467056.0,753135059.14,,795.24,19.82,21.67,0.1498,23.21,0.2984
2006-09-25,12956504.0,281275642.39,5.91,6.57,4.81,292.82,1.0,128343670.78,8606737.0,5911942.0,186845577.98,,,117411.0,3.36,,,,0.08,144020.0,2417.0,,,3.36,117411.0,,,6110.0,198.68,0.19,,,19.98,19.98,34472336.0,748367650.18,,792.79,20.04,21.45,0.1476,22.94,0.3008
2006-09-26,13942198.0,309388686.61,6.36,7.0,5.18,316.42,2.0,130936949.36,9598457.0,5900503.0,212997549.22,,,,3.92,,,,0.09,151244.0,8280.0,,,3.92,,,1000000.0,162683.0,221.68,3.26,,,22.17,22.17,33700112.0,747832830.25,,781.55,22.1,18.84,0.16,28.59,0.322
2006-09-27,14123304.0,311940561.52,6.44,7.04,5.24,323.55,2.0,131406821.04,9685461.0,5949526.0,213922191.5,,,58040.0,1.43,,,,4.35,49023.0,195559.0,,,1.43,58040.0,,224523.0,,226.66,,,,21.84,21.84,34662640.0,765591633.89,,810.15,21.86,18.7,0.1611,28.75,0.3185
2006-09-28,13881156.0,308689506.83,6.33,6.88,5.15,317.69,2.0,129074861.76,9571576.0,5804241.0,212852955.12,,,186172.0,2.53,,,,7.24,100000.0,305357.0,,,2.53,186172.0,,5300.0,245285.0,223.52,5.62,,,21.77,21.77,34389132.0,764746408.54,,804.13,21.75,18.42,0.1637,29.19,0.3158
2006-09-29,13916995.0,312509081.17,6.35,6.98,5.17,320.85,2.0,131354033.95,9700843.0,5849601.0,217834491.75,,,140196.0,2.8,,,,0.03,105000.0,10929.0,,,2.8,140196.0,,,59640.0,228.48,1.08,,,21.99,21.99,34420152.0,772911830.13,,810.44,21.99,18.32,0.1638,29.16,0.3154
2006-10-02,15182581.0,339924510.84,6.93,7.59,5.64,351.12,2.0,130791216.1,10977684.0,5841733.0,245780599.75,,,4800.0,0.4,,,,0.0,12132.0,52.0,,,0.4,4800.0,,1272094.0,20000.0,258.93,0.36,,,24.58,24.58,33676096.0,753977894.79,,794.8,24.57,18.17,0.1638,29.18,0.34
2006-10-03,14001636.0,314806360.9,6.39,6.88,5.2,324.28,2.0,133309120.63,9706897.0,5929187.0,218245419.34,,,,2.44,,,,29.87,100196.0,1291087.0,,,2.44,,,20300.0,12742.0,229.7,0.21,,,22.13,22.13,34149268.0,767796476.53,,806.85,22.16,17.99,0.1614,28.97,0.3193
2006-10-04,14715253.0,339049321.94,6.71,7.16,5.46,344.16,2.0,146366170.21,9990232.0,6352513.0,230181661.55,,,48022.0,15.45,,,,7.47,641947.0,329988.0,,,15.45,48022.0,,565300.0,218621.0,238.37,4.52,,,22.51,22.51,34399576.0,792589357.31,,830.3,22.3,16.76,0.1603,27.11,0.3315
2006-10-05,15316053.0,357664879.66,6.99,7.26,5.69,362.78,2.0,161783459.83,10024929.0,6927949.0,234105028.52,,,131264.0,18.13,,,,1.95,750000.0,96567.0,,,18.13,131264.0,,,174564.0,242.71,3.37,,,22.44,22.44,34647884.0,809107363.45,,841.95,22.38,16.18,0.157,26.3,0.3429
2006-10-06,15273905.0,356103707.69,6.97,7.1,5.67,367.74,2.0,161423695.99,9976086.0,6923742.0,232587620.05,,,,0.28,,,,0.0,1379.0,48843.0,,,0.28,,,,5586.0,246.66,0.0,,,22.24,22.24,34876480.0,813128262.82,,857.03,22.35,16.07,0.158,26.4,0.3405
2006-10-09,15578552.0,360705591.5,7.11,7.23,5.78,373.31,2.0,166635239.27,10069841.0,7196827.0,233156968.26,,,63755.0,7.11,,,,,307422.0,,,,7.11,63755.0,,30000.0,34337.0,247.44,0.85,,,22.29,22.29,35112216.0,812987795.1,,858.8,22.37,15.72,0.1561,25.79,0.3448
2006-10-10,15852422.0,373932643.27,7.23,7.47,5.88,381.24,2.0,170017848.81,10326394.0,7207701.0,243582703.25,,,112263.0,2.42,,20000.0,,0.54,75000.0,26450.0,,,2.42,112263.0,0.49,170740.0,84127.0,254.04,1.71,,,22.83,22.83,34900160.0,823237551.93,,859.34,22.82,15.02,0.1499,25.22,0.3505
2006-10-11,16025864.0,379688492.35,7.31,7.57,5.95,389.55,2.0,175017481.37,10394488.0,7387125.0,246268624.11,,,86705.0,5.18,,,,0.72,179424.0,33841.0,,,5.18,86705.0,,15229.0,,259.2,,,,22.55,22.55,35693144.0,845650258.4,,891.6,22.52,14.82,0.1495,25.05,0.3477
2006-10-12,16202705.0,388621265.85,7.39,7.68,6.01,395.83,2.0,184352040.67,10262318.0,7686151.0,246141308.61,,,11291.0,8.21,,,,1.95,310000.0,88358.0,,,8.21,11291.0,,20897.0,10974.0,257.01,0.0,1.77,,22.52,22.52,35308792.0,846880039.02,76000.0,888.76,22.43,15.3,0.1491,24.22,0.3555
2006-10-13,16107188.0,384657210.27,7.35,7.82,5.98,396.38,2.0,183447299.31,10147773.0,7681697.0,242339882.83,,,27965.0,0.69,,,,2.53,11659.0,142510.0,,,0.69,27965.0,,,16112.0,256.99,0.36,,,22.17,22.17,35632396.0,850940464.63,,898.53,22.24,15.3,0.1513,24.59,0.3518
2006-10-16,16150405.0,388739412.04,7.37,7.93,6.0,396.89,2.0,183827586.21,10234501.0,7637224.0,246343909.1,,,88839.0,,,,,0.08,,2112.0,,,,88839.0,,,44474.0,258.21,1.1,,,22.32,22.32,35624040.0,857468798.1,,900.42,22.29,15.22,0.1498,24.37,0.3522
2006-10-17,16452996.0,385613375.69,7.51,8.05,6.11,403.17,2.0,185988784.84,10278293.0,7935598.0,240895169.49,,,18400.0,5.68,,,,,298374.0,,,,5.68,18400.0,,25392.0,,259.52,,,,22.37,22.37,35672376.0,836063251.24,,893.74,22.5,15.32,0.1504,24.13,0.3581
2006-10-18,17390706.0,415144800.79,7.94,8.22,6.46,423.48,2.0,200257292.14,10849649.0,8388918.0,258998994.79,,76000.0,15064.0,11.12,1.89,120000.0,,7.46,433320.0,294601.0,,76000.0,11.12,15064.0,2.98,774893.0,100000.0,269.24,1.97,,,23.23,23.23,35852284.0,855853080.32,,899.21,23.04,16.07,0.1431,22.9,0.3724
2006-10-19,17680020.0,428896178.56,8.07,8.32,6.56,435.6,2.0,194748895.53,11499401.0,8027967.0,278961740.13,,,674028.0,0.56,,,,1.2,32705.0,64276.0,,,0.56,674028.0,,40000.0,393656.0,289.32,8.96,,,24.76,24.76,34950060.0,847846731.77,,887.53,24.58,16.81,0.1431,22.54,0.3806
2006-10-20,18201982.0,443620907.18,8.31,8.53,6.76,454.66,2.0,206414219.19,11578386.0,8469276.0,282189824.22,,,122907.0,11.92,,,,0.53,441310.0,44438.0,,,11.92,122907.0,,516.0,,296.37,,,,24.76,24.76,35192152.0,857707385.7,,900.72,24.76,16.36,0.1419,22.09,0.3892
2006-10-23,19173382.0,477072809.67,8.75,8.99,7.12,484.23,2.0,227910082.85,11853195.0,9159623.0,294931642.32,,,258957.0,19.02,,,,0.09,692511.0,24950.0,,,19.02,258957.0,,40803.0,2164.0,306.26,0.0,,,25.61,25.61,34437460.0,856874170.66,,892.29,25.55,15.41,0.1381,20.91,0.4142
2006-10-24,19903180.0,506132405.93,9.08,9.29,7.39,510.79,2.0,251337846.24,11856621.0,9883624.0,301510618.55,,,23669.0,20.96,,,,0.04,737001.0,20243.0,,,20.96,23669.0,,,13000.0,311.86,0.32,,,25.58,25.58,34493208.0,877152814.44,,908.64,25.55,16.3,0.1346,20.12,0.4294
2006-10-25,20182664.0,518385344.23,9.21,9.24,7.49,525.89,2.0,262121393.88,12234831.0,10205358.0,314247766.28,,,630494.0,7.96,,75000.0,,7.2,246734.0,283776.0,,,7.96,630494.0,1.98,31493.0,,327.41,,,,26.51,26.51,33918384.0,871182969.98,,914.59,26.36,16.0,0.1306,18.82,0.4373
2006-10-26,20914020.0,537762458.78,9.54,9.46,7.76,549.2,2.0,275488265.11,12421011.0,10713963.0,319381611.76,,,2187.0,15.28,,,,0.86,508605.0,46008.0,,,15.28,2187.0,,230000.0,,334.75,,,,26.96,26.96,33652932.0,865318262.94,,911.88,26.85,17.58,0.1329,19.22,0.4539
2006-10-27,21439482.0,557347195.34,9.78,9.78,7.96,566.15,2.0,292551306.22,12400219.0,11253575.0,322359807.07,,,,2.99,,468486.0,,0.16,105000.0,20791.0,,,2.99,,12.75,,33874.0,335.27,0.27,,,26.72,26.72,34004892.0,884001357.13,,926.93,26.56,17.22,0.1284,18.69,0.462
2006-10-30,21978284.0,568656050.35,10.03,10.11,8.16,585.3,2.0,308340302.02,12273189.0,11917205.0,317550868.94,,,2099.0,19.45,,,,3.2,687202.0,129129.0,,,19.45,2099.0,,,23571.0,335.54,0.0,,,26.32,26.32,34356788.0,888931791.35,,938.45,26.34,16.77,0.1302,18.31,0.4713
2006-10-31,21910694.0,577459181.07,10.0,10.15,8.13,584.59,2.0,311887394.92,12326525.0,11834030.0,324867164.5,,,138205.0,,,,,3.1,,117869.0,,,,138205.0,,33000.0,83175.0,336.47,2.05,,,26.45,26.45,34277300.0,903382685.51,,944.13,26.27,16.87,0.1294,18.22,0.4701
2006-11-01,22555144.0,598916449.0,10.29,10.35,8.37,609.33,2.0,317936252.28,12891157.0,11973453.0,342304441.68,,,367490.0,17.51,,,,,603074.0,,,,17.51,367490.0,,197142.0,463652.0,357.53,12.55,,,27.38,27.36,34188204.0,907814099.41,,955.88,27.22,16.46,0.128,17.98,0.4787
2006-11-02,22486938.0,597105345.72,10.26,10.38,8.35,609.8,2.0,316708342.0,12866856.0,11927210.0,341659166.77,,,4992.0,1.18,,,,0.55,30892.0,29409.0,,,1.18,4992.0,,116.0,77134.0,358.74,1.73,,,28.12,28.1,32885364.0,873219228.0,,923.93,27.97,16.44,0.1289,18.07,0.4911
2006-11-03,23176296.0,621756856.37,10.57,10.72,8.6,633.93,2.0,424076488.83,13800220.0,15807662.0,370222291.1,108.5,,2830.0,2.94,,,3845000.0,4.02,84240.0,181968.0,108.5,,2.94,2830.0,,1112502.0,48788.0,387.4,0.17,,,29.65,29.63,32740688.0,878343426.68,,926.23,29.49,16.31,0.1311,17.44,0.4976
2006-11-06,23209660.0,629226915.45,10.59,10.8,8.62,639.66,2.0,429835025.07,13781744.0,15854892.0,373630818.66,,,2600.0,9.67,,,,0.14,316268.0,21076.0,,,9.67,2600.0,,,269038.0,389.91,6.7,,,29.46,29.44,32992616.0,894448346.01,,941.0,29.3,16.33,0.1327,17.37,0.4958
2006-11-07,23442328.0,653907848.02,10.7,11.07,8.7,655.17,2.0,450252601.82,13762888.0,16141371.0,383906430.91,,,,7.08,,100000.0,,0.66,196762.0,65058.0,,,7.08,,2.87,46202.0,10283.0,394.64,0.0,,,29.3,29.28,33209548.0,926357828.73,,965.8,29.01,16.74,0.1316,17.09,0.4987
2006-11-08,23606946.0,669199819.27,10.77,11.21,8.76,674.57,2.0,461730477.25,14009150.0,16288179.0,397125517.55,,200000.0,57905.0,7.86,6.23,,,0.24,146808.0,11643.0,,200000.0,7.86,57905.0,,,,413.11,,,,28.63,28.61,34915640.0,989773941.01,,1045.01,28.33,16.79,0.1313,17.21,0.4821
2006-11-09,23841350.0,701284459.28,10.88,11.13,8.85,693.92,2.0,487647393.11,14291620.0,16578397.0,420382696.61,,,48867.0,9.88,,,,0.0,297449.0,69092.0,,,9.88,48867.0,,302695.0,7231.0,429.25,0.0,,,29.44,29.42,34254588.0,1007585989.19,,1048.67,29.04,16.87,0.1295,16.89,0.4907
2006-11-10,24789690.0,748140536.91,11.31,11.31,9.2,743.8,2.0,538170262.63,14217411.0,17832310.0,429074405.49,,,7995.0,43.49,,,,0.46,1261886.0,82205.0,,,43.49,7995.0,,,7973.0,441.06,0.0,,,29.38,29.36,34165940.0,1031111106.91,,1072.88,29.13,16.18,0.1253,16.35,0.512
2006-11-13,26107772.0,788412663.37,11.91,11.56,9.69,797.15,2.0,549688597.63,15522805.0,18202580.0,468763708.87,,,1073796.0,14.28,,,,1.25,370269.0,70401.0,,,14.28,1073796.0,,302000.0,,487.85,,,,32.01,31.99,32967512.0,995565762.58,,1045.23,31.82,15.71,0.1267,18.66,0.538
2006-11-14,23941966.0,712609059.07,10.92,10.18,8.89,733.16,2.0,477117206.23,15805402.0,16030001.0,470432238.0,,,97895.0,4.54,,17000.0,,6.23,137000.0,220266.0,,,4.54,97895.0,0.57,404968.0,2326579.0,499.76,69.24,,,32.43,32.4,32934454.0,980261615.78,,1033.32,32.6,17.04,0.1289,20.31,0.4908
2006-11-15,25295786.0,752904179.21,11.54,10.45,9.39,773.08,2.0,493254571.13,17146674.0,16572178.0,510353879.27,,,799387.0,31.9,,,,0.46,1006348.0,20982.0,,,31.9,799387.0,,562867.0,464170.0,537.05,14.44,,,34.79,34.76,32138966.0,956584698.22,,1014.05,34.62,16.38,0.1232,19.58,0.5129
2006-11-16,25829542.0,776351979.36,11.79,10.48,9.59,791.97,2.0,498397232.68,17861144.0,16581876.0,536847865.83,,,206590.0,3.2,,,,9.64,96977.0,322476.0,,,3.2,206590.0,,830357.0,87280.0,560.62,2.29,,,36.45,36.42,31145528.0,936133219.52,,989.69,36.16,16.5,0.1244,19.65,0.5267
2006-11-17,25126234.0,745010457.05,11.46,10.28,9.33,771.75,2.0,482287720.7,17394572.0,16265643.0,515761257.18,,,412257.0,8.65,,,,38.1,270070.0,1232861.0,,,8.65,412257.0,,354032.0,586303.0,548.65,18.0,,,35.45,35.42,31671724.0,939088825.36,,1000.85,35.41,16.57,0.1194,19.77,0.5117
2006-11-20,24560904.0,734046179.21,11.21,9.95,9.12,749.89,2.0,486644064.42,16772777.0,16282924.0,501284190.17,,,150976.0,9.84,,,,25.88,317083.0,802403.0,,,9.84,150976.0,,29631.0,299802.0,524.63,9.69,,,34.08,34.05,32442272.0,969594840.9,,1026.28,33.83,16.88,0.1175,17.54,0.4987
2006-11-21,24030698.0,709123254.82,10.96,9.74,8.92,733.08,2.0,484406675.06,15718941.0,16415525.0,463851137.58,,,100335.0,9.53,,,,41.38,329250.0,1300366.0,,,9.53,100335.0,,146195.0,196649.0,492.2,6.11,,,31.75,31.73,33782596.0,996892575.98,,1063.18,31.64,16.26,0.1122,17.37,0.4851
2006-11-22,24556946.0,747841212.23,11.2,10.09,9.12,748.56,2.0,513369804.14,16277357.0,16857582.0,495700010.53,,,207698.0,13.69,,,,10.21,442057.0,319771.0,,,13.69,207698.0,,670489.0,,506.06,,,,33.34,33.31,32545756.0,991127219.98,,1035.53,32.83,16.52,0.1112,16.78,0.5026
2006-11-23,24689014.0,702671460.02,11.27,9.88,9.17,754.56,2.0,478906374.19,16462576.0,16826820.0,468539663.58,,,31276.0,6.63,,,,0.06,265500.0,15997.0,,,6.63,31276.0,,169940.0,296263.0,517.65,9.92,,,33.67,33.65,32429404.0,922969894.89,,1008.59,33.92,15.78,0.1132,17.31,0.5046
2006-11-24,25539758.0,719166977.6,11.65,9.38,9.48,751.59,2.0,478859588.55,16597285.0,17005728.0,467358355.15,,440775.0,49622.0,5.34,13.14,,,9.75,195909.0,271253.0,,440775.0,5.34,49622.0,,1814077.0,17000.0,495.05,0.57,58.4,,34.24,34.24,31875520.0,897573946.38,1898512.0,950.76,34.24,16.81,0.118,17.24,0.5269
2006-11-27,23916196.0,653124105.58,10.91,8.56,8.88,693.56,2.0,462116200.03,14885870.0,16921840.0,406516175.46,,,234333.0,0.12,,,,57.5,67947.0,1945748.0,,,0.12,234333.0,,,151835.0,439.25,5.36,,,31.37,31.37,32561462.0,889216485.14,,951.37,31.59,17.0,0.1192,17.45,0.5041
2006-11-28,27142592.0,730468510.87,12.38,9.73,10.08,773.09,3.0,465416921.95,17904900.0,17293862.0,481861335.87,,,1168940.0,16.92,,,,6.44,620531.0,191063.0,,,16.92,1168940.0,,2041153.0,248509.0,514.86,8.21,,,36.97,36.97,30529568.0,821619691.82,,873.25,37.09,16.07,0.117,18.58,0.5604
2006-11-29,24980844.0,700833865.64,11.4,9.11,9.27,714.44,2.0,480323351.04,15728251.0,17120866.0,441253744.19,,,3471.0,4.12,,,,67.41,156933.0,2367689.0,,,4.12,3471.0,,187569.0,329929.0,452.75,7.31,,,33.53,33.53,31180916.0,874775964.11,,909.64,33.23,16.19,0.1186,18.53,0.5325
2006-11-30,24694932.0,702606699.87,11.27,8.95,9.17,724.81,2.0,460932375.26,15413592.0,16200662.0,438539090.06,,,21803.0,13.48,,,,3.55,491391.0,346462.0,,,13.48,21803.0,,10000.0,319767.0,457.29,5.09,,31.36,33.71,33.71,30315068.0,862507735.75,,904.59,33.58,16.28,0.119,18.0,0.54
2006-12-01,29372574.0,846232176.81,13.4,10.58,10.9,870.7,3.0,600025085.32,16744936.0,20826768.0,482426349.21,111.82,,1140373.0,,,1190000.0,3760115.0,8.74,,351730.0,111.82,,,1140373.0,34.27,638728.0,324009.0,503.33,9.17,2.9,48.24,36.15,36.15,29569984.0,851919614.82,96028.0,895.09,35.99,13.68,0.1057,13.81,0.6342
2006-12-04,30031206.0,859252337.07,13.7,10.73,11.15,899.3,3.0,614959111.34,16806358.0,21493062.0,480863219.05,52.69,,103004.0,26.55,,,1734684.0,1.79,666295.0,68381.0,52.69,,26.55,103004.0,,26800.0,,510.3,,,,36.07,36.07,29791570.0,852395876.06,,902.41,36.12,13.53,0.1056,13.58,0.6445
2006-12-05,30167740.0,864013458.19,13.77,10.85,11.2,902.55,3.0,619524927.13,17123198.0,21631222.0,490413717.41,,,224231.0,5.64,,26100.0,,1.07,187684.0,32687.0,,,5.64,224231.0,0.79,125296.0,75625.0,517.84,1.65,,,36.53,36.53,29749962.0,852048166.31,,899.05,36.55,13.45,0.1059,14.18,0.6436
2006-12-06,30361898.0,862119891.38,13.85,11.17,11.27,907.36,3.0,611150388.19,17376358.0,21523324.0,493398135.77,,,61745.0,7.95,,,,1.51,283237.0,50231.0,,,7.95,61745.0,,241645.0,391135.0,525.82,11.13,,,36.46,36.46,30282982.0,859879087.68,,912.24,36.56,13.13,0.1023,13.4,0.6371
2006-12-07,29742234.0,845648070.27,13.57,11.11,11.04,885.39,3.0,601156594.53,17374190.0,21143240.0,493992826.7,,,8398.0,7.64,,,,0.47,241645.0,10565.0,,,7.64,8398.0,,,621728.0,522.21,19.19,,,36.45,36.45,30286986.0,861136768.18,,910.12,36.46,13.18,0.1049,13.62,0.624
2006-12-08,31265864.0,891921186.6,14.27,11.77,11.61,935.22,3.0,646733250.93,18395120.0,22670920.0,524757520.15,,,47784.0,46.8,,,,1.65,1540136.0,65009.0,,,46.8,47784.0,,1038155.0,12458.0,555.9,0.0,,,38.7,38.7,29133580.0,831093528.82,,878.95,38.74,12.72,0.0977,12.96,0.6578
2006-12-11,31140064.0,890978962.63,14.21,11.87,11.56,931.05,3.0,645030819.84,18549628.0,22544080.0,530741629.58,,,18201.0,,,108100.0,,0.82,,12693.0,,,,18201.0,2.72,149000.0,234938.0,559.83,7.06,,,38.66,38.66,29427144.0,841968925.77,,890.67,38.6,12.55,0.0966,13.04,0.6491
