,LCWLD FP Equity_DX_SI_QTY,LCWLD FP Equity_DX_SHORT_INTEREST_VALUE,LCWLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LCWLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LCWLD FP Equity_DX_SI_MV,LCWLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LCWLD FP Equity_DX_SUPPLY_SI_QTY,LCWLD FP Equity_DX_BROKER_SI_QTY,LCWLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LCWLD FP Equity_DX_SUPPLY_SI_MV,LCWLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LCWLD FP Equity_DX_UTILIZATION_QUANTITY,LCWLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LCWLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LCWLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LCWLD FP Equity_DX_ACTIVE_UTILIZATION_MV,LCWLD FP Equity_DX_BROKER_SI_CON_RATIO,LCWLD FP Equity_DX_DEMAND_SUPPLY_RATIO,LCWLD FP Equity_PX_LAST
2024-11-26,,,,,,,,,,,,,,,,,,,17.505
2024-11-27,,,,,,,,,,,,,,,,,,,17.3533
2024-11-28,,,,,,,,,,,,,,,,,,,17.494
2024-11-29,,,,,,,,,,,,,,,,,,,17.6193
2024-12-02,,,,,,,,,,,,,,,,,,,17.7775
2024-12-03,,,,,,,,,,,,,,,,,,,17.8627
2024-12-04,,,,,,,,,,,,,,,,,,,17.9595
2024-12-05,,,,,,,,,,,,,,,,,,,17.9603
2024-12-06,,,,,,,,,,,,,,,,,,,17.9137
2024-12-09,,,,,,,,,,,,,,,,,,,17.7401
2024-12-10,,,,,,,,,,,,,,,,,,,17.6891
2024-12-11,,,,,,,,,,,,,,,,,,,17.6023
2024-12-12,,,,,,,,,,,,,,,,,,,17.5065
2024-12-13,,,,,,,,,,,,,,,,,,,17.377
2024-12-16,,,,,,,,,,,,,,,,,,,17.3203
2024-12-17,,,,,,,,,,,,,,,,,,,17.1756
2024-12-18,,,,,,,,,,,,,,,,,,,17.2834
2024-12-19,,,,,,,,,,,,,,,,,,,17.0339
2024-12-20,,,,,,,,,,,,,,,,,,,17.1001
2024-12-23,,,,,,,,,,,,,,,,,,,17.1599
2024-12-24,,,,,,,,,,,,,,,,,,,17.1599
2024-12-27,,,,,,,,,,,,,,,,,,,16.9193
2024-12-30,,,,,,,,,,,,,,,,,,,17.1472
2024-12-31,,,,,,,,,,,,,,,,,,,17.2002
2025-01-02,,,,,,,,,,,,,,,,,,,17.4085
2025-01-03,,,,,,,,,,,,,,,,,,,17.3993
2025-01-06,,,,,,,,,,,,,,,,,,,17.6101
2025-01-07,,,,,,,,,,,,,,,,,,,17.4871
2025-01-08,,,,,,,,,,,,,,,,,,,17.407
2025-01-09,,,,,,,,,,,,,,,,,,,17.4231
2025-01-10,,,,,,,,,,,,,,,,,,,17.2481
2025-01-13,,,,,,,,,,,,,,,,,,,17.1719
2025-01-14,,,,,,,,,,,,,,,,,,,17.0926
2025-01-15,,,,,,,,,,,,,,,,,,,17.3438
2025-01-16,,,,,,,,,,,,,,,,,,,17.3693
2025-01-17,,,,,,,,,,,,,,,,,,,17.5074
2025-01-20,,,,,,,,,,,,,,,,,,,17.4171
2025-01-21,,,,,,,,,,,,,,,,,,,17.4666
2025-01-22,,,,,,,,,,,,,,,,,,,17.5738
2025-01-23,,,,,,,,,,,,,,,,,,,17.6171
2025-01-24,,,,,,,,,,,,,,,,,,,17.5978
2025-01-27,,,,,,,,,,,,,,,,,,,17.1947
2025-01-28,,,,,,,,,,,,,,,,,,,17.352
2025-01-29,,,,,,,,,,,,,,,,,,,17.4686
2025-01-30,,,,,,,,,,,,,,,,,,,17.6031
2025-01-31,,,,,,,,,,,,,,,,,,,17.7908
2025-02-03,,,,,,,,,,,,,,,,,,,17.5439
2025-02-04,,,,,,,,,,,,,,,,,,,17.5782
2025-02-05,,,,,,,,,,,,,,,,,,,17.5821
2025-02-06,,,,,,,,,,,,,,,,,,,17.8711
2025-02-07,,,,,,,,,,,,,,,,,,,17.8291
2025-02-10,,,,,,,,,,,,,,,,,,,17.9535
2025-02-11,,,,,,,,,,,,,,,,,,,17.9645
2025-02-12,,,,,,,,,,,,,,,,,,,17.819
2025-02-13,,,,,,,,,,,,,,,,,,,17.9825
2025-02-14,,,,,,,,,,,,,,,,,,,17.9105
2025-02-17,,,,,,,,,,,,,,,,,,,18.0216
2025-02-18,,,,,,,,,,,,,,,,,,,18.0772
2025-02-19,,,,,,,,,,,,,,,,,,,18.0343
2025-02-20,,,,,,,,,,,,,,,,,,,17.9597
2025-02-21,,,,,,,,,,,,,,,,,,,17.9701
2025-02-24,,,,,,,,,,,,,,,,,,,17.8122
2025-02-25,,,,,,,,,,,,,,,,,,,17.6928
2025-02-26,,,,,,,,,,,,,,,,,,,17.9751
2025-02-27,,,,,,,,,,,,,,,,,,,17.8473
2025-02-28,,,,,,,,,,,,,,,,,,,17.6926
2025-03-03,,,,,,,,,,,,,,,,,,,17.7262
2025-03-04,,,,,,,,,,,,,,,,,,,17.267
2025-03-05,,,,,,,,,,,,,,,,,,,17.2135
2025-03-06,,,,,,,,,,,,,,,,,,,17.1985
2025-03-07,,,,,,,,,,,,,,,,,,,17.0319
2025-03-10,,,,,,,,,,,,,,,,,,,16.9769
2025-03-11,,,,,,,,,,,,,,,,,,,16.6069
2025-03-12,,,,,,,,,,,,,,,,,,,16.6246
2025-03-13,,,,,,,,,,,,,,,,,,,16.5922
2025-03-14,,,,,,,,,,,,,,,,,,,16.754
2025-03-17,,,,,,,,,,,,,,,,,,,16.8356
2025-03-18,,,,,,,,,,,,,,,,,,,16.86
2025-03-19,,,,,,,,,,,,,,,,,,,16.9759
2025-03-20,,,,,,,,,,,,,,,,,,,17.0316
2025-03-21,,,,,,,,,,,,,,,,,,,16.9496
2025-03-24,,,,,,,,,,,,,,,,,,,17.071
2025-03-25,,,,,,,,,,,,,,,,,,,17.0607
2025-03-26,,,,,,,,,,,,,,,,,,,16.8985
2025-03-27,,,,,,,,,,,,,,,,,,,16.8508
2025-03-28,,,,,,,,,,,,,,,,,,,16.6382
2025-03-31,,,,,,,,,,,,,,,,,,,16.4614
2025-04-01,,,,,,,,,,,,,,,,,,,16.6267
2025-04-02,,,,,,,,,,,,,,,,,,,16.5472
2025-04-03,,,,,,,,,,,,,,,,,,,15.9933
2025-04-04,,,,,,,,,,,,,,,,,,,15.3213
2025-04-07,,,,,,,,,,,,,,,,,,,14.7279
2025-04-08,,,,,,,,,,,,,,,,,,,15.2664
2025-04-09,,,,,,,,,,,,,,,,,,,14.6892
2025-04-10,,,,,,,,,,,,,,,,,,,15.247
2025-04-11,,,,,,,,,,,,,,,,,,,15.2018
2025-04-14,,,,,,,,,,,,,,,,,,,15.5463
2025-04-15,,,,,,,,,,,,,,,,,,,15.7334
2025-04-16,,,,,,,,,,,,,,,,,,,15.5776
2025-04-17,,,,,,,,,,,,,,,,,,,15.4862
2025-04-22,,,,,,,,,,,,,,,,,,,15.4113
2025-04-23,,,,,,,,,,,,,,,,,,,15.7012
2025-04-24,,,,,,,,,,,,,,,,,,,15.8187
2025-04-25,,,,,,,,,,,,,,,,,,,15.8941
2025-04-28,,,,,,,,,,,,,,,,,,,15.9816
2025-04-29,,,,,,,,,,,,,,,,,,,16.0946
2025-04-30,,,,,,,,,,,,,,,,,,,16.1928
2025-05-02,,,,,,,,,,,,,,,,,,,16.4893
2025-05-05,,,,,,,,,,,,,,,,,,,16.5811
2025-05-06,,,,,,,,,,,,,,,,,,,16.4813
2025-05-07,,,,,,,,,,,,,,,,,,,16.4159
2025-05-08,,,,,,,,,,,,,,,,,,,16.5779
2025-05-09,,,,,,,,,,,,,,,,,,,16.5846
2025-05-12,,,,,,,,,,,,,,,,,,,16.9696
2025-05-13,,,,,,,,,,,,,,,,,,,16.9823
2025-05-14,,,,,,,,,,,,,,,,,,,16.823
2025-05-15,,,,,,,,,,,,,,,,,,,16.9644
2025-05-16,,,,,,,,,,,,,,,,,,,17.0229
2025-05-19,,,,,,,,,,,,,,,,,,,16.9897
2025-05-20,,,,,,,,,,,,,,,,,,,17.0761
2025-05-21,,,,,,,,,,,,,,,,,,,16.9501
2025-05-22,,,,,,,,,,,,,,,,,,,16.8157
2025-05-23,,,,,,,,,,,,,,,,,,,16.7146
2025-05-26,,,,,,,,,,,,,,,,,,,16.832
2025-05-27,,,,,,,,,,,,,,,,,,,16.9737
2025-05-28,,,,,,,,,,,,,,,,,,,16.9458
2025-05-29,,,,,,,,,,,,,,,,,,,16.8382
2025-05-30,,,,,,,,,,,,,,,,,,,16.9022
2025-06-02,,,,,,,,,,,,,,,,,,,16.8165
2025-06-03,,,,,,,,,,,,,,,,,,,16.9211
2025-06-04,,,,,,,,,,,,,,,,,,,16.9798
2025-06-05,,,,,,,,,,,,,,,,,,,16.9705
2025-06-06,,,,,,,,,,,,,,,,,,,17.0983
2025-06-09,,,,,,,,,,,,,,,,,,,17.0807
2025-06-10,,,,,,,,,,,,,,,,,,,17.0966
2025-06-11,,,,,,,,,,,,,,,,,,,17.0327
2025-06-12,,,,,,,,,,,,,,,,,,,16.9931
2025-06-13,,,,,,,,,,,,,,,,,,,16.9162
2025-06-16,,,,,,,,,,,,,,,,,,,16.9551
2025-06-17,,,,,,,,,,,,,,,,,,,16.9209
2025-06-18,,,,,,,,,,,,,,,,,,,16.8525
2025-06-19,,,,,,,,,,,,,,,,,,,16.6994
2025-06-20,,,,,,,,,,,,,,,,,,,16.7002
2025-06-23,,,,,,,,,,,,,,,,,,,16.7004
2025-06-24,,,,,,,,,,,,,,,,,,,16.8493
2025-06-25,,,,,,,,,,,,,,,,,,,16.7816
2025-06-26,,,,,,,,,,,,,,,,,,,16.7485
2025-06-27,,,,,,,,,,,,,,,,,,,16.8834
2025-06-30,,,,,,,,,,,,,,,,,,,16.8357
2025-07-01,,,,,,,,,,,,,,,,,,,16.8792
2025-07-02,,,,,,,,,,,,,,,,,,,16.8637
2025-07-03,,,,,,,,,,,,,,,,,,,17.0444
2025-07-04,,,,,,,,,,,,,,,,,,,16.9482
2025-07-07,,,,,,,,,,,,,,,,,,,16.9923
2025-07-08,,,,,,,,,,,,,,,,,,,17.0172
2025-07-09,,,,,,,,,,,,,,,,,,,17.0123
2025-07-10,,,,,,,,,,,,,,,,,,,17.106
2025-07-11,,,,,,,,,,,,,,,,,,,16.8764
2025-07-14,,,,,,,,,,,,,,,,,,,16.8716
2025-07-15,,,,,,,,,,,,,,,,,,,16.8857
2025-07-16,,,,,,,,,,,,,,,,,,,16.781
2025-07-17,,,,,,,,,,,,,,,,,,,17.0474
2025-07-18,,,,,,,,,,,,,,,,,,,17.0062
2025-07-21,,,,,,,,,,,,,,,,,,,16.9937
2025-07-22,,,,,,,,,,,,,,,,,,,16.9087
2025-07-23,,,,,,,,,,,,,,,,,,,17.1189
2025-07-24,,,,,,,,,,,,,,,,,,,17.1222
2025-07-25,,,,,,,,,,,,,,,,,,,17.1293
2025-07-28,,,,,,,,,,,,,,,,,,,17.1704
2025-07-29,,,,,,,,,,,,,,,,,,,17.3546
2025-07-30,,,,,,,,,,,,,,,,,,,17.3756
2025-07-31,,,,,,,,,,,,,,,,,,,17.3452
2025-08-01,,,,,,,,,,,,,,,,,,,16.8852
2025-08-04,,,,,,,,,,,,,,,,,,,17.0433
2025-08-05,,,,,,,,,,,,,,,,,,,17.0406
2025-08-06,,,,,,,,,,,,,,,,,,,16.9919
2025-08-07,,,,,,,,,,,,,,,,,,,17.0744
2025-08-08,,,,,,,,,,,,,,,,,,,17.0736
2025-08-11,,,,,,,,,,,,,,,,,,,17.097
2025-08-12,,,,,,,,,,,,,,,,,,,17.0044
2025-08-13,,,,,,,,,,,,,,,,,,,17.1078
2025-08-14,,,,,,,,,,,,,,,,,,,17.1287
2025-08-15,,,,,,,,,,,,,,,,,,,17.1315
2025-08-18,,,,,,,,,,,,,,,,,,,17.1503
2025-08-19,,,,,,,,,,,,,,,,,,,17.2734
2025-08-20,,,,,,,,,,,,,,,,,,,17.2552
2025-08-21,,,,,,,,,,,,,,,,,,,17.267
2025-08-22,,,,,,,,,,,,,,,,,,,17.2544
2025-08-25,,,,,,,,,,,,,,,,,,,17.2065
2025-08-26,,,,,,,,,,,,,,,,,,,17.1452
2025-08-27,,,,,,,,,,,,,,,,,,,17.2613
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1724.23,0.0,0.0,0.0,0.0,17.2423
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1708.43,0.0,0.0,0.0,0.0,17.0843
