,CSH FP Equity_DX_SI_QTY,CSH FP Equity_DX_SHORT_INTEREST_VALUE,CSH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CSH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CSH FP Equity_DX_SI_MV,CSH FP Equity_DX_DSS,CSH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CSH FP Equity_DX_SUPPLY_SI_QTY,CSH FP Equity_DX_BROKER_SI_QTY,CSH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CSH FP Equity_DX_BROKER_SI_MV_NEW_x,CSH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CSH FP Equity_DX_SUPPLY_SI_QTY_INC_x,CSH FP Equity_DX_BROKER_SI_MV_INC_x,CSH FP Equity_DX_SUPPLY_SI_MV_NEW,CSH FP Equity_DX_BROKER_SI_QTY_ADD,CSH FP Equity_DX_BROKER_SI_QTY_NEW,CSH FP Equity_DX_SUPPLY_SI_MV_DEC,CSH FP Equity_DX_BROKER_SI_QTY_INC,CSH FP Equity_DX_SUPPLY_SI_QTY_DEC,CSH FP Equity_DX_BROKER_SI_MV_NEW_y,CSH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CSH FP Equity_DX_BROKER_SI_MV_INC_y,CSH FP Equity_DX_SUPPLY_SI_QTY_INC_y,CSH FP Equity_DX_BROKER_SI_MV_ADD,CSH FP Equity_DX_SUPPLY_SI_QTY_ADD,CSH FP Equity_DX_BROKER_SI_QTY_DEC,CSH FP Equity_DX_SUPPLY_SI_MV,CSH FP Equity_DX_BROKER_SI_MV_DEC,CSH FP Equity_DX_SUPPLY_SI_MV_RMV,CSH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CSH FP Equity_DX_UTILIZATION_QUANTITY,CSH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CSH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CSH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CSH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CSH FP Equity_DX_ACTIVE_UTILIZATION_MV,CSH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CSH FP Equity_DX_BROKER_SI_CON_RATIO,CSH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CSH FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78044.67,,0.0,0.0,,0.0,,0.0
2021-02-15,50.0,5195.4,0.01,0.0,0.01,,5195.4,0.0,50.0,0.0,,,,,,50.0,,,,,,,,,0.01,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0666
2021-02-16,50.0,5195.25,0.01,0.0,0.01,,5195.25,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0666
2021-02-17,50.0,5195.7,0.01,0.0,0.01,,5195.7,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0666
2021-02-18,50.0,5195.45,0.01,0.0,0.01,,5195.45,0.0,50.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0666
2021-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,0.0,0.01,,0.0,0.0,751.0,78026.65,,0.0,0.0,,0.0,,0.0
2021-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78027.4,,0.0,0.0,,0.0,,0.0
2021-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78027.4,,0.0,0.0,,0.0,,0.0
2021-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78025.9,,0.0,0.0,,0.0,,0.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78019.89,,0.0,0.0,,0.0,,0.0
2021-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78020.64,,0.0,0.0,,0.0,,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78015.38,,0.0,0.0,,0.0,,0.0
2021-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78013.88,,0.0,0.0,,0.0,,0.0
2021-03-03,15000.0,1558320.0,1.67,0.34,1.56,,1558320.0,7500.0,15000.0,779160.0,,,,,,15000.0,,,,,,,,,1.56,7500.0,,0.78,,,50.0,47.62,7500.0,779160.0,,0.86,47.62,50.0,0.5,50.0,0.9523
2021-03-04,15000.0,1558080.0,1.66,0.36,1.56,,1558080.0,7500.0,15000.0,779040.0,,,,,,,,,,,,,,,,,,0.78,,,50.0,47.62,7500.0,779040.0,,0.86,47.62,50.0,0.5,50.0,0.9523
2021-03-05,15000.0,1558185.0,1.66,0.36,1.56,,1558185.0,7500.0,15000.0,779092.5,,,,,,,,,,,,,,,,,,0.78,,,50.0,47.62,7500.0,779092.5,,0.86,47.62,50.0,0.5,50.0,0.9523
2021-03-08,15000.0,1558065.0,1.67,0.35,1.56,,1558065.0,7500.0,15000.0,779032.5,,,,,,,,,,,,,,,,,,0.78,,,50.0,47.62,7500.0,779032.5,,0.86,47.62,50.0,0.5,50.0,0.9523
2021-03-09,15000.0,1558110.0,1.76,0.35,1.56,,1558110.0,7500.0,15000.0,779055.0,,,,,,,,,,,,,,,,,,0.78,,,50.0,47.62,7500.0,779055.0,,0.86,47.62,50.0,0.5,50.0,0.9523
2021-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.78,,7500.0,,,,,,,15000.0,0.0,1.56,,0.0,0.0,751.0,78007.12,,0.0,0.0,,0.0,100.0,0.0
2021-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78004.87,,0.0,0.0,,0.0,,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,78002.62,,0.0,0.0,,0.0,,0.0
2021-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,751.0,77990.6,,0.0,0.0,,0.0,,0.0
2021-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191612.48,,0.0,0.0,,0.0,,0.0
2021-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191610.63,,0.0,0.0,,0.0,,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191614.32,,0.0,0.0,,0.0,,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191594.03,,0.0,0.0,,0.0,,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191603.25,,0.0,0.0,,0.0,,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191588.49,,0.0,0.0,,0.0,,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191584.8,,0.0,0.0,,0.0,,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191575.58,,0.0,0.0,,0.0,,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191581.11,,0.0,0.0,,0.0,,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191570.04,,0.0,0.0,,0.0,,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191566.35,,0.0,0.0,,0.0,,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191551.59,,0.0,0.0,,0.0,,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191544.21,,0.0,0.0,,0.0,,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191544.21,,0.0,0.0,,0.0,,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191544.21,,0.0,0.0,,0.0,,0.0
2021-04-06,1500.0,155724.0,0.27,0.04,0.16,,155724.0,0.0,1500.0,0.0,,,,,,1500.0,,,,,,,,,0.16,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.813
2021-04-07,1500.0,155725.5,0.25,0.04,0.16,,155725.5,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.813
2021-04-08,1500.0,155718.0,0.3,0.04,0.16,,155718.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.813
2021-04-09,1500.0,155706.0,0.28,0.04,0.16,,155706.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.813
2021-04-12,1500.0,155709.0,0.28,0.04,0.16,,155709.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.813
2021-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1500.0,0.0,0.16,,0.0,0.0,1845.0,191520.23,,0.0,0.0,,0.0,,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191507.31,,0.0,0.0,,0.0,,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191498.09,,0.0,0.0,,0.0,,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191503.62,,0.0,0.0,,0.0,,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191498.09,,0.0,0.0,,0.0,,0.0
2021-04-20,900.0,93405.6,0.17,0.02,0.09,,93405.6,900.0,900.0,93405.6,,,,,,900.0,,,,,,,,,0.09,900.0,,0.09,,,100.0,24.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2469
2021-04-21,900.0,93406.5,0.15,0.02,0.09,,93406.5,900.0,900.0,93406.5,,,,,,,,,,,,,,,,,,0.09,,,100.0,24.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2469
2021-04-22,900.0,93402.0,0.15,0.02,0.09,,93402.0,900.0,900.0,93402.0,,,,,,,,,,,,,,,,,,0.09,,,100.0,24.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2469
2021-04-23,900.0,93403.8,0.15,0.02,0.09,,93403.8,900.0,900.0,93403.8,,,,,,,,,,,,,,,,,,0.09,,,100.0,24.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2469
2021-04-26,900.0,93397.5,0.16,0.02,0.09,,93397.5,900.0,900.0,93397.5,,,,,,,,,,,,,,,,,,0.09,,,100.0,24.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2469
2021-04-27,900.0,93397.5,0.16,0.02,0.09,,93397.5,900.0,900.0,93397.5,,,,,,,,,,,,,,,,,,0.09,,,100.0,24.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2469
2021-04-28,900.0,93393.0,0.17,0.02,0.09,,93393.0,0.0,900.0,0.0,,,,,,,,0.09,,900.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2469
2021-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,900.0,0.0,0.09,,0.0,0.0,1845.0,191455.65,,0.0,0.0,,0.0,,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191455.65,,0.0,0.0,,0.0,,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191439.05,,0.0,0.0,,0.0,,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191429.82,,0.0,0.0,,0.0,,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191426.13,,0.0,0.0,,0.0,,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191435.36,,0.0,0.0,,0.0,,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191416.91,,0.0,0.0,,0.0,,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1845.0,191422.44,,0.0,0.0,,0.0,,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70854.42,,0.0,0.0,,0.0,,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70859.88,,0.0,0.0,,0.0,,0.0
2021-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70853.05,,0.0,0.0,,0.0,,0.0
2021-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70851.69,,0.0,0.0,,0.0,,0.0
2021-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70847.59,,0.0,0.0,,0.0,,0.0
2021-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70849.64,,0.0,0.0,,0.0,,0.0
2021-05-19,900.0,93356.1,0.28,0.02,0.09,,93356.1,900.0,900.0,93356.1,,,,,,900.0,,,,,,,,,0.09,900.0,,0.09,,,100.0,36.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3625
2021-05-20,900.0,93355.2,0.26,0.02,0.09,,93355.2,900.0,900.0,93355.2,,,,,,,,,,,,,,,,,,0.09,,,100.0,36.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3625
2021-05-21,900.0,93350.7,0.25,0.02,0.09,,93350.7,900.0,900.0,93350.7,,,,,,,,,,,,,,,,,,0.09,,,100.0,36.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3625
2021-05-24,900.0,93352.5,0.26,0.02,0.09,,93352.5,900.0,900.0,93352.5,,,,,,,,,,,,,,,,,,0.09,,,100.0,36.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3625
2021-05-25,2200.0,228175.2,0.63,0.05,0.23,,228175.2,900.0,2200.0,93344.4,,,,0.14,,,,,1300.0,,,,0.14,,,,,0.09,,,100.0,36.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.886
2021-05-26,1300.0,134836.0,0.44,0.03,0.13,,134836.0,0.0,1300.0,0.0,,,,,,,,0.09,,900.0,,,,,,,900.0,0.0,0.09,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.9034
2021-05-27,1300.0,134829.5,0.44,0.03,0.13,,134829.5,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.9034
2021-05-28,1300.0,134819.1,0.45,0.03,0.13,,134819.1,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.9034
2021-05-31,1300.0,134815.2,0.42,0.03,0.13,,134815.2,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.9034
2021-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1300.0,0.0,0.13,,0.0,0.0,683.0,70829.83,,0.0,0.0,,0.0,,0.0
2021-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70829.15,,0.0,0.0,,0.0,,0.0
2021-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70827.78,,0.0,0.0,,0.0,,0.0
2021-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70820.95,,0.0,0.0,,0.0,,0.0
2021-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70818.9,,0.0,0.0,,0.0,,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70820.27,,0.0,0.0,,0.0,,0.0
2021-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70822.32,,0.0,0.0,,0.0,,0.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70816.17,,0.0,0.0,,0.0,,0.0
2021-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70812.07,,0.0,0.0,,0.0,,0.0
2021-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70812.07,,0.0,0.0,,0.0,,0.0
2021-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70807.29,,0.0,0.0,,0.0,,0.0
2021-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70807.98,,0.0,0.0,,0.0,,0.0
2021-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70808.66,,0.0,0.0,,0.0,,0.0
2021-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70805.24,,0.0,0.0,,0.0,,0.0
2021-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70802.51,,0.0,0.0,,0.0,,0.0
2021-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70803.2,,0.0,0.0,,0.0,,0.0
2021-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70796.37,,0.0,0.0,,0.0,,0.0
2021-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70799.78,,0.0,0.0,,0.0,,0.0
2021-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70793.63,,0.0,0.0,,0.0,,0.0
2021-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70796.37,,0.0,0.0,,0.0,,0.0
2021-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70795.0,,0.0,0.0,,0.0,,0.0
2021-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70792.27,,0.0,0.0,,0.0,,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70788.85,,0.0,0.0,,0.0,,0.0
2021-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70785.44,,0.0,0.0,,0.0,,0.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70782.71,,0.0,0.0,,0.0,,0.0
2021-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70779.29,,0.0,0.0,,0.0,,0.0
2021-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70784.07,,0.0,0.0,,0.0,,0.0
2021-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70779.97,,0.0,0.0,,0.0,,0.0
2021-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70776.56,,0.0,0.0,,0.0,,0.0
2021-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70772.46,,0.0,0.0,,0.0,,0.0
2021-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70775.19,,0.0,0.0,,0.0,,0.0
2021-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70771.09,,0.0,0.0,,0.0,,0.0
2021-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70766.31,,0.0,0.0,,0.0,,0.0
2021-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70767.0,,0.0,0.0,,0.0,,0.0
2021-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70764.95,,0.0,0.0,,0.0,,0.0
2021-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70759.48,,0.0,0.0,,0.0,,0.0
2021-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70764.95,,0.0,0.0,,0.0,,0.0
2021-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70758.12,,0.0,0.0,,0.0,,0.0
2021-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70756.75,,0.0,0.0,,0.0,,0.0
2021-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70758.12,,0.0,0.0,,0.0,,0.0
2021-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70754.02,,0.0,0.0,,0.0,,0.0
2021-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70751.97,,0.0,0.0,,0.0,,0.0
2021-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,683.0,70751.97,,0.0,0.0,,0.0,,0.0
