,GNFT FP Equity_DX_SI_QTY,GNFT FP Equity_DX_SHORT_INTEREST_VALUE,GNFT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GNFT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GNFT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GNFT FP Equity_DX_SI_MV,GNFT FP Equity_DX_DSS,GNFT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GNFT FP Equity_DX_SUPPLY_SI_QTY,GNFT FP Equity_DX_BROKER_SI_QTY,GNFT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GNFT FP Equity_DX_BROKER_SI_MV_NEW_x,GNFT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GNFT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GNFT FP Equity_DX_BROKER_SI_MV_INC_x,GNFT FP Equity_DX_SUPPLY_SI_MV_NEW,GNFT FP Equity_DX_BROKER_SI_QTY_ADD,GNFT FP Equity_DX_BROKER_SI_QTY_NEW,GNFT FP Equity_DX_SUPPLY_SI_MV_DEC,GNFT FP Equity_DX_BROKER_SI_QTY_INC,GNFT FP Equity_DX_SUPPLY_SI_QTY_DEC,GNFT FP Equity_DX_BROKER_SI_MV_NEW_y,GNFT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GNFT FP Equity_DX_BROKER_SI_MV_INC_y,GNFT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GNFT FP Equity_DX_BROKER_SI_MV_ADD,GNFT FP Equity_DX_SUPPLY_SI_QTY_ADD,GNFT FP Equity_DX_BROKER_SI_QTY_DEC,GNFT FP Equity_DX_SUPPLY_SI_MV,GNFT FP Equity_DX_BROKER_SI_MV_DEC,GNFT FP Equity_DX_SUPPLY_SI_MV_RMV,GNFT FP Equity_DX_BROKER_SI_MV_RMV,GNFT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GNFT FP Equity_DX_UTILIZATION_QUANTITY,GNFT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GNFT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GNFT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GNFT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GNFT FP Equity_DX_ACTIVE_UTILIZATION_MV,GNFT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GNFT FP Equity_DX_BROKER_SI_CON_RATIO,GNFT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GNFT FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3822.0,,0.0,0.0,,0.0,,0.0
2012-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3733.8,,0.0,0.0,,0.0,,0.0
2012-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3792.6,,0.0,0.0,,0.0,,0.0
2012-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3733.8,,0.0,0.0,,0.0,,0.0
2012-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3895.5,,0.0,0.0,,0.0,,0.0
2012-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3924.9,,0.0,0.0,,0.0,,0.0
2012-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,4042.5,,0.0,0.0,,0.0,,0.0
2012-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3969.0,,0.0,0.0,,0.0,,0.0
2012-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3895.5,,0.0,0.0,,0.0,,0.0
2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3748.5,,0.0,0.0,,0.0,,0.0
2012-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3822.0,,0.0,0.0,,0.0,,0.0
2012-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3822.0,,0.0,0.0,,0.0,,0.0
2012-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3733.8,,0.0,0.0,,0.0,,0.0
2012-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3645.6,,0.0,0.0,,0.0,,0.0
2012-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3748.5,,0.0,0.0,,0.0,,0.0
2012-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3733.8,,0.0,0.0,,0.0,,0.0
2012-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3630.9,,0.0,0.0,,0.0,,0.0
2012-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3557.4,,0.0,0.0,,0.0,,0.0
2012-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3513.3,,0.0,0.0,,0.0,,0.0
2012-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3513.3,,0.0,0.0,,0.0,,0.0
2012-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3513.3,,0.0,0.0,,0.0,,0.0
2012-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3322.2,,0.0,0.0,,0.0,,0.0
2012-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3248.7,,0.0,0.0,,0.0,,0.0
2012-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3395.7,,0.0,0.0,,0.0,,0.0
2012-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3204.6,,0.0,0.0,,0.0,,0.0
2012-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3028.2,,0.0,0.0,,0.0,,0.0
2012-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1470.0,3116.4,,0.0,0.0,,0.0,,0.0
2012-04-18,3002.0,6184.12,0.05,0.03,0.02,0.01,0.0,6184.12,0.0,3002.0,0.0,,,,,,3002.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-19,3002.0,6214.14,0.05,0.03,0.02,0.01,0.0,6214.14,0.0,3002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-20,3002.0,7054.7,0.05,0.03,0.02,0.01,0.0,7054.7,0.0,3002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-23,3002.0,6724.48,0.05,0.02,0.02,0.01,0.0,6724.48,0.0,3002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-24,18002.0,39064.34,0.27,0.14,0.13,0.04,0.0,39064.34,0.0,18002.0,0.0,,,,0.03,,,,,15000.0,,,,0.03,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-25,18002.0,39064.34,0.27,0.14,0.13,0.04,0.0,39064.34,0.0,18002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-04-26,23002.0,48304.2,0.35,0.17,0.17,0.05,0.0,48304.2,0.0,23002.0,0.0,,,,0.01,,1000.0,,,4000.0,,,,0.01,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.19,0.9197,95.81,0.0
2012-04-27,23002.0,48304.2,0.35,0.17,0.17,0.05,0.0,48304.2,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.19,0.9197,95.81,0.0
2012-04-30,23002.0,47844.16,0.35,0.17,0.17,0.05,0.0,47844.16,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.15,0.9204,95.85,0.0
2012-05-01,23002.0,47844.16,0.35,0.17,0.17,0.05,0.0,47844.16,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.15,0.9204,95.85,0.0
2012-05-02,23002.0,47614.14,0.35,0.17,0.17,0.05,0.0,47614.14,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.14,0.9207,95.86,0.0
2012-05-03,23002.0,42783.72,0.35,0.18,0.17,0.05,0.0,42783.72,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.13,0.9208,95.87,0.0
2012-05-04,23002.0,39793.46,0.35,0.22,0.17,0.05,0.0,39793.46,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.15,0.9205,95.85,0.0
2012-05-07,23002.0,41403.6,0.35,0.2,0.17,0.05,0.0,41403.6,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.62,0.9303,96.38,0.0
2012-05-08,23002.0,40253.5,0.35,0.2,0.17,0.05,0.0,40253.5,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.52,0.9321,96.48,0.0
2012-05-09,23002.0,41403.6,0.35,0.21,0.17,0.05,0.0,41403.6,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.62,0.9303,96.38,0.0
2012-05-10,23002.0,40713.54,0.35,0.21,0.17,0.05,0.0,40713.54,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.56,0.9314,96.44,0.0
2012-05-11,23002.0,41173.58,0.35,0.21,0.17,0.05,0.0,41173.58,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.6,0.9307,96.4,0.0
2012-05-14,23002.0,39333.42,0.35,0.2,0.17,0.05,0.0,39333.42,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.44,0.9335,96.56,0.0
2012-05-15,23002.0,39333.42,0.35,0.2,0.17,0.05,0.0,39333.42,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.44,0.9335,96.56,0.0
2012-05-16,23002.0,37723.28,0.35,0.2,0.17,0.05,0.0,37723.28,0.0,23002.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.3,0.9361,96.7,0.0
2012-05-17,24502.0,40428.3,0.37,0.21,0.18,0.05,0.0,40428.3,0.0,24502.0,0.0,,,,0.0,,,,,1500.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.17,0.9387,96.83,0.0
2012-05-18,24502.0,38713.16,0.37,0.21,0.18,0.05,0.0,38713.16,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.04,0.9411,96.96,0.0
2012-05-21,24502.0,39203.2,0.37,0.21,0.18,0.05,0.0,39203.2,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.07,0.9404,96.93,0.0
2012-05-22,24502.0,40428.3,0.37,0.22,0.18,0.05,0.0,40428.3,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.17,0.9387,96.83,0.0
2012-05-23,24502.0,40428.3,0.37,0.23,0.18,0.05,0.0,40428.3,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.18,0.9385,96.82,0.0
2012-05-24,24502.0,41163.36,0.37,0.23,0.18,0.05,0.0,41163.36,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.22,0.9376,96.78,0.0
2012-05-25,24502.0,42388.46,0.37,0.23,0.18,0.05,0.0,42388.46,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.32,0.9359,96.68,0.0
2012-05-28,24502.0,43368.54,0.37,0.26,0.18,0.05,0.0,43368.54,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.31,0.9359,96.69,0.0
2012-05-29,24502.0,43123.52,0.37,0.27,0.18,0.05,0.0,43123.52,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.32,0.9359,96.68,0.0
2012-05-30,24502.0,42633.48,0.37,0.28,0.18,0.05,0.0,42633.48,0.0,24502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.32,0.9359,96.68,0.0
2012-05-31,23502.0,40658.46,0.36,0.27,0.17,0.05,0.0,40658.46,0.0,23502.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-06-01,23502.0,40423.44,0.36,0.27,0.17,0.05,0.0,40423.44,0.0,23502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2012-06-04,23502.0,39248.34,0.36,0.27,0.17,0.05,0.0,39248.34,0.0,23502.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
