,AFLT FP Equity_DX_SI_QTY,AFLT FP Equity_DX_SHORT_INTEREST_VALUE,AFLT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AFLT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AFLT FP Equity_DX_SI_MV,AFLT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AFLT FP Equity_DX_SUPPLY_SI_QTY,AFLT FP Equity_DX_BROKER_SI_QTY,AFLT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AFLT FP Equity_DX_BROKER_SI_MV_NEW_x,AFLT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AFLT FP Equity_DX_SUPPLY_SI_QTY_INC_x,AFLT FP Equity_DX_BROKER_SI_MV_INC_x,AFLT FP Equity_DX_SUPPLY_SI_MV_NEW,AFLT FP Equity_DX_BROKER_SI_QTY_ADD,AFLT FP Equity_DX_BROKER_SI_QTY_NEW,AFLT FP Equity_DX_SUPPLY_SI_MV_DEC,AFLT FP Equity_DX_BROKER_SI_QTY_INC,AFLT FP Equity_DX_SUPPLY_SI_QTY_DEC,AFLT FP Equity_DX_BROKER_SI_MV_NEW_y,AFLT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AFLT FP Equity_DX_BROKER_SI_MV_INC_y,AFLT FP Equity_DX_SUPPLY_SI_QTY_INC_y,AFLT FP Equity_DX_BROKER_SI_MV_ADD,AFLT FP Equity_DX_SUPPLY_SI_QTY_ADD,AFLT FP Equity_DX_BROKER_SI_QTY_DEC,AFLT FP Equity_DX_SUPPLY_SI_MV,AFLT FP Equity_DX_BROKER_SI_MV_DEC,AFLT FP Equity_DX_SUPPLY_SI_MV_RMV,AFLT FP Equity_DX_BROKER_SI_MV_RMV,AFLT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AFLT FP Equity_DX_UTILIZATION_QUANTITY,AFLT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AFLT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AFLT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AFLT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AFLT FP Equity_DX_ACTIVE_UTILIZATION_MV,AFLT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AFLT FP Equity_DX_BROKER_SI_CON_RATIO,AFLT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AFLT FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29674.0,2980456.56,,2.98,0.0,,0.0,,0.0
2016-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29674.0,2980753.3,,2.98,0.0,,0.0,,0.0
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29674.0,2981346.78,,2.98,0.0,,0.0,,0.0
2016-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29674.0,2983127.22,,2.98,0.0,,0.0,,0.0
2016-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2984256.0,,2.99,0.0,,0.0,,0.0
2016-05-11,5600.0,562688.0,0.06,0.39,0.56,0.0,5600.0,0.0,562688.0,,,,,,,,,,,,,,,,5600.0,,0.56,,,,18.86,18.86,24100.0,2421568.0,,2.42,18.86,,0.0,,0.1886
2016-05-12,34600.0,3478338.0,0.58,2.43,3.47,1558215.0,19100.0,15500.0,1920123.0,,,13500.0,,,15500.0,,,,,,,,13500.0,1.55,,,1.92,,,,64.31,64.31,10598.0,1065416.94,,1.06,64.31,,1.0,100.0,1.1651
2016-05-13,36400.0,3661112.0,0.6,2.56,3.65,1740034.0,19100.0,17300.0,1921078.0,,,,,,1800.0,,,,,,,,,0.18,,,1.92,,,,64.36,64.36,10576.0,1063734.08,,1.06,64.36,10.49,0.8123,89.51,1.2266
2016-05-16,36400.0,3660020.0,0.6,2.56,3.66,1739515.0,19100.0,17300.0,1920505.0,,,,,,,,,,,,,,,,,,1.92,,,,64.36,64.36,10576.0,1063416.8,,1.06,64.36,10.4,0.8136,89.6,1.2266
2016-05-17,36400.0,3660384.0,0.6,2.56,3.66,1739688.0,19100.0,17300.0,1920696.0,,,,,,,,,,,,,,,,,,1.92,,,,64.36,64.36,10576.0,1063522.56,,1.06,64.36,10.41,0.8135,89.59,1.2266
2016-05-18,34600.0,3480414.0,0.57,2.43,3.46,1740207.0,17300.0,17300.0,1740207.0,,,,,,,,0.18,,1800.0,,,,,,,,1.74,,,,58.32,58.32,12364.0,1243694.76,,1.24,58.32,10.52,0.8117,89.48,1.1664
2016-05-19,28800.0,2897856.0,0.47,2.02,2.88,1740726.0,11500.0,17300.0,1157130.0,,,,,,,,0.58,,5800.0,,,,,,,,1.16,,,,38.81,38.81,18128.0,1824039.36,,1.82,38.81,10.48,0.8124,89.52,0.9721
2016-05-20,27000.0,2717550.0,0.44,1.9,2.72,1741245.0,9700.0,17300.0,976305.0,,,,,,,,0.18,,1800.0,,,,,,,,0.98,,,,32.74,32.74,19928.0,2005753.2,,2.01,32.74,10.4,0.8136,89.6,0.9113
2016-05-23,19400.0,1952998.0,0.32,1.36,1.95,976499.0,9700.0,9700.0,976499.0,,,,,,,,,,,,,,,,,7600.0,0.98,0.76,,,32.74,32.74,19928.0,2006151.76,,2.01,32.74,,1.0,100.0,0.6548
2016-05-24,19400.0,1953386.0,0.32,1.36,1.95,976693.0,9700.0,9700.0,976693.0,,,,,,,,,,,,,,,,,,0.98,,,,32.84,31.12,19839.0,1997588.91,,2.0,32.84,,1.0,100.0,0.6224
2016-05-25,31400.0,3160410.0,0.51,2.2,3.16,1479555.0,16700.0,14700.0,1680855.0,,,7000.0,0.51,,,,,5000.0,,,,0.51,7000.0,,,,1.68,,,,59.45,56.19,11389.0,1146302.85,,1.15,59.45,,1.0,100.0,1.0566
2016-05-26,29400.0,2960580.0,0.48,2.59,2.96,1480290.0,14700.0,14700.0,1480290.0,,,,,,,,0.2,,2000.0,,,,,,,,1.48,,,,52.33,49.46,13389.0,1348272.3,,1.35,52.33,,1.0,100.0,0.9893
2016-05-27,23400.0,2355912.0,0.38,2.06,2.34,1479996.0,8700.0,14700.0,875916.0,,,,,,,,0.6,,6000.0,,,,,,,,0.88,,,,30.97,29.27,19389.0,1952084.52,,1.95,30.97,,1.0,100.0,0.7874
2016-05-30,23400.0,2355678.0,0.33,2.06,2.35,1479849.0,8700.0,14700.0,875829.0,,,,,,,,,,,,,,,,,,0.88,,,,30.97,29.27,19389.0,1951890.63,,1.95,30.97,,1.0,100.0,0.7874
2016-05-31,17400.0,1752006.0,0.25,1.2,1.75,876003.0,8700.0,8700.0,876003.0,,,,,,,,,,,,,,,,,6000.0,0.88,0.61,,,30.97,29.27,19389.0,1952278.41,,1.95,30.97,,1.0,100.0,0.5855
2016-06-01,17400.0,1751658.0,0.25,1.2,1.75,875829.0,8700.0,8700.0,875829.0,,,,,,,,,,,,,,,,,,0.88,,,,30.97,29.27,19389.0,1951890.63,,1.95,30.97,,1.0,100.0,0.5855
2016-06-02,17400.0,1752702.0,0.21,1.2,1.75,876351.0,8700.0,8700.0,876351.0,,,,,,,,,,,,,,,,,,0.88,,,,30.97,29.27,19389.0,1953053.97,,1.95,30.97,,1.0,100.0,0.5855
2016-06-03,15400.0,1551088.0,0.19,1.07,1.57,876264.0,6700.0,8700.0,674824.0,,,,,,,,0.2,,2000.0,,,,,,,,0.68,,,,23.86,22.55,21381.0,2153494.32,,2.16,23.86,,1.0,100.0,0.5183
2016-06-06,15400.0,1551088.0,0.19,1.07,1.55,876264.0,6700.0,8700.0,674824.0,,,,,,,,,,,,,,,,,,0.67,,,,23.86,22.55,21381.0,2153494.32,,2.14,23.86,,1.0,100.0,0.5183
2016-06-07,15400.0,1551396.0,0.19,1.07,1.55,876438.0,6700.0,8700.0,674958.0,,,,,,,,,,,,,,,,,,0.67,,,,23.86,22.55,21381.0,2153921.94,,2.15,23.86,,1.0,100.0,0.5183
2016-06-08,13400.0,1350452.0,0.25,0.93,1.35,675226.0,6700.0,6700.0,675226.0,,,,,,,,,,,,,,,,,2000.0,0.68,0.2,,,23.64,22.35,21647.0,2181584.66,,2.18,23.64,,1.0,100.0,0.447
2016-06-09,13400.0,1350586.0,0.25,0.93,1.34,675293.0,6700.0,6700.0,675293.0,,,,,,,,,,,,,,,,,,0.68,,,,23.56,22.28,21741.0,2191275.39,,2.19,23.56,,1.0,100.0,0.4456
2016-06-10,13400.0,1350720.0,0.56,0.93,1.34,675360.0,6700.0,6700.0,675360.0,,,,,,,,,,,,,,,,,,0.68,,,,23.56,22.28,21741.0,2191492.8,,2.19,23.56,,1.0,100.0,0.4456
2016-06-13,13400.0,1350720.0,0.56,0.93,1.35,675360.0,6700.0,6700.0,675360.0,,,,,,,,,,,,,,,,,,0.68,,,,23.56,22.28,21741.0,2191492.8,,2.19,23.56,,1.0,100.0,0.4456
2016-06-14,13400.0,1350720.0,0.56,0.93,1.34,675360.0,6700.0,6700.0,675360.0,,,,,,,,,,,,,,,,,,0.68,,,,23.61,22.33,21678.0,2185142.4,,2.19,23.61,,1.0,100.0,0.4465
2016-06-15,23400.0,2357082.0,0.96,1.62,2.36,1178541.0,11700.0,11700.0,1178541.0,,,5000.0,0.51,,,,,5000.0,,,,0.51,5000.0,,,,1.18,,,,37.58,35.71,19437.0,1957889.01,,1.96,37.6,,1.0,100.0,0.7141
2016-06-16,32900.0,3315004.0,1.35,2.28,3.31,2136112.0,11700.0,21200.0,1178892.0,,,,0.95,,,,,9500.0,,,,0.95,,,,,1.18,,,,37.54,35.68,19464.0,1961192.64,,1.96,37.54,,1.0,100.0,1.0032
2016-06-17,32900.0,3314675.0,1.35,2.28,3.32,2135900.0,11700.0,21200.0,1178775.0,,,,,,,,,,,,,,,,,,1.18,,,,38.3,36.36,18852.0,1899339.0,,1.9,38.3,,1.0,100.0,1.0223
2016-06-20,31200.0,3143400.0,1.25,2.16,3.14,2135900.0,10000.0,21200.0,1007500.0,,,,,,,,0.17,,1700.0,,,,,,,,1.01,,,,32.73,31.07,20552.0,2070614.0,,2.07,32.73,,1.0,100.0,0.9695
2016-06-21,31200.0,3144336.0,1.28,2.16,3.13,2136536.0,10000.0,21200.0,1007800.0,,,,,,,,,,,,,,,,,,1.01,,,,32.73,31.07,20552.0,2071230.56,,2.07,32.73,,1.0,100.0,0.9695
2016-06-22,31200.0,3144648.0,1.3,2.16,3.15,2136748.0,10000.0,21200.0,1007900.0,,,,,,,,,,,,,,,,,,1.01,,,,32.73,31.07,20552.0,2071436.08,,2.07,32.73,,1.0,100.0,0.9695
2016-06-23,24500.0,2469355.0,1.02,1.7,2.48,1965405.0,5000.0,19500.0,503950.0,,,,,,,,0.5,,5000.0,,,,,,,1700.0,0.5,0.16,,,16.37,15.54,25552.0,2575386.08,,2.58,16.37,,1.0,100.0,0.7613
2016-06-24,10000.0,1007200.0,0.43,0.69,0.99,503600.0,5000.0,5000.0,503600.0,,,,,,,,,,,,,,,,,14500.0,0.5,1.48,,,100.0,15.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3071
2016-06-27,10000.0,1006800.0,0.42,0.87,1.0,503400.0,5000.0,5000.0,503400.0,,,,,,,,,,,,,,,,,,0.5,,,,100.0,15.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3071
2016-06-28,10000.0,1006000.0,0.42,0.87,1.01,503000.0,5000.0,5000.0,503000.0,,,,,,,,,,,,,,,,,,0.5,,,,100.0,15.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3071
2016-06-29,7000.0,704340.0,0.21,0.48,0.71,503100.0,2000.0,5000.0,201240.0,,,,,,,,0.3,,3000.0,,,,,,,,0.2,,,,100.0,6.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2149
2016-06-30,4000.0,402600.0,0.12,0.23,0.4,201300.0,2000.0,2000.0,201300.0,,,,,,,,,,,,,,,,,3000.0,0.2,0.3,,,100.0,6.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1229
2016-07-01,6000.0,604200.0,0.14,0.34,0.6,402800.0,2000.0,4000.0,201400.0,0.2,,,,,,2000.0,,,,0.2,,,,,,,0.2,,,,100.0,6.13,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,0.1839
2016-07-04,6000.0,604080.0,0.11,0.34,0.6,402720.0,2000.0,4000.0,201360.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,6.13,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.1839
2016-07-05,6000.0,603900.0,0.11,0.34,0.6,402600.0,2000.0,4000.0,201300.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,6.13,0.0,0.0,,0.0,100.0,49.8,0.5,50.2,0.1839
2016-07-06,2000.0,201460.0,0.04,0.11,0.2,201460.0,0.0,2000.0,0.0,,,,,,,,0.2,,2000.0,,,,,,,2000.0,0.0,0.2,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.77,1.0,100.0,0.0613
2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.2,,,0.0,0.0,32631.0,3285941.7,,3.12,0.0,,0.0,,0.0
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,32596.0,3286328.72,,3.12,0.0,,0.0,,0.0
2016-07-11,7500.0,755700.0,0.16,0.49,0.76,503800.0,2500.0,5000.0,251900.0,,,,,,5000.0,,,,,,,,,0.5,2500.0,,0.25,,,,8.07,7.67,28466.0,2868234.16,,2.87,8.07,49.98,0.5,50.02,0.2301
2016-07-12,7500.0,756000.0,0.16,0.54,0.75,504000.0,2500.0,5000.0,252000.0,,,,,,,,,,,,,,,,,,0.25,,,,8.07,7.67,28466.0,2869372.8,,2.87,8.07,49.91,0.5,50.09,0.2301
2016-07-13,7500.0,756225.0,0.16,0.54,0.76,504150.0,2500.0,5000.0,252075.0,,,,,,,,,,,,,,,,,,0.25,,,,8.08,5.45,28427.0,2866294.41,,2.87,8.08,49.97,0.5,50.03,0.1636
2016-07-14,7500.0,756150.0,0.21,0.54,0.76,504100.0,2500.0,5000.0,252050.0,,,,,,,,,,,,,,,,,,0.25,,,,8.18,5.5,28047.0,2827698.54,,2.83,8.18,49.94,0.5,50.06,0.1649
2016-07-15,7500.0,756075.0,0.21,0.54,0.75,504050.0,2500.0,5000.0,252025.0,,,,,,,,,,,,,,,,,,0.25,,,,9.13,4.5,24871.0,2507245.51,,2.51,9.13,49.82,0.5,50.18,0.1349
2016-07-18,7500.0,756225.0,0.21,0.54,0.76,504150.0,2500.0,5000.0,252075.0,,,,,,,,,,,,,,,,,,0.25,,,,9.13,4.5,24871.0,2507742.93,,2.51,9.13,49.95,0.5,50.05,0.1349
2016-07-19,7500.0,756225.0,0.21,0.55,0.75,504150.0,2500.0,5000.0,252075.0,,,,,,,,,,,,,,,,,,0.25,,,,9.13,3.04,24871.0,2507742.93,,2.51,9.13,49.79,0.5,50.21,0.0912
2016-07-20,7500.0,756375.0,0.21,0.55,0.76,504250.0,2500.0,5000.0,252125.0,,,,,,,,,,,,,,,,,,0.25,,,,9.13,3.04,24871.0,2508240.35,,2.51,9.13,49.91,0.5,50.09,0.0912
2016-07-21,7500.0,756675.0,0.21,0.55,0.76,504450.0,2500.0,5000.0,252225.0,,,,,,,,,,,,,,,,,,0.25,,,,9.17,3.05,24749.0,2496926.61,,2.5,9.17,49.9,0.5,50.1,0.0914
2016-07-22,7500.0,756900.0,0.21,0.55,0.76,504600.0,2500.0,5000.0,252300.0,,,,,,,,,,,,,,,,,,0.25,,,,9.19,3.05,24718.0,2494540.56,,2.49,9.19,49.87,0.5,50.13,0.0914
2016-07-25,7500.0,756900.0,0.21,0.55,0.76,504600.0,2500.0,5000.0,252300.0,,,,,,,,,,,,,,,,,,0.25,,,,9.19,3.05,24718.0,2494540.56,,2.49,9.19,49.93,0.5,50.07,0.0914
2016-07-26,7500.0,756975.0,0.21,0.97,0.76,504650.0,2500.0,5000.0,252325.0,,,,,,,,,,,,,,,,,,0.25,,,,9.05,3.03,25122.0,2535563.46,,2.54,9.05,49.92,0.5,50.08,0.091
2016-07-27,7500.0,757350.0,0.21,0.97,0.76,504900.0,2500.0,5000.0,252450.0,,,,,,,,,,,,,,,,,,0.25,,,,9.05,3.03,25122.0,2536819.56,,2.54,9.05,49.97,0.5,50.03,0.091
2016-07-28,7500.0,757500.0,0.22,0.55,0.76,505000.0,2500.0,5000.0,252500.0,,,,,,,,,,,,,,,,,,0.25,,,,9.11,3.04,24945.0,2519445.0,,2.52,9.11,49.87,0.5,50.13,0.0912
2016-07-29,7500.0,757650.0,0.21,0.55,0.76,505100.0,2500.0,5000.0,252550.0,,,,,,,,,,,,,,,,,,0.25,,,,9.02,3.03,25215.0,2547219.3,,2.55,9.02,49.85,0.5,50.15,0.0909
2016-08-01,7500.0,757800.0,0.21,0.55,0.76,505200.0,2500.0,5000.0,252600.0,,,,,,,,,,,,,,,,,,0.25,,,,9.02,3.03,25215.0,2547723.6,,2.55,9.02,49.94,0.5,50.06,0.0909
2016-08-02,7500.0,758325.0,0.21,0.59,0.76,505550.0,2500.0,5000.0,252775.0,,,,,,,,,,,,,,,,,,0.25,,,,9.02,3.03,25215.0,2549488.65,,2.55,9.02,49.96,0.5,50.04,0.0909
2016-08-03,14900.0,1506390.0,0.41,1.18,1.5,879570.0,6200.0,8700.0,626820.0,,,3700.0,0.37,,,,,3700.0,,,,0.37,3700.0,,,,0.63,,,,22.37,7.51,21515.0,2175166.5,,2.18,22.37,28.58,0.5918,71.42,0.1805
2016-08-04,14900.0,1506539.0,0.41,1.18,1.51,879657.0,6200.0,8700.0,626882.0,,,,,,,,,,,,,,,,,,0.63,,,,22.37,7.51,21515.0,2175381.65,,2.18,22.37,28.69,0.5908,71.31,0.1805
2016-08-05,14900.0,1506837.0,0.41,1.43,1.51,879831.0,6200.0,8700.0,627006.0,,,,,,,,,,,,,,,,,,0.63,,,,22.33,7.51,21563.0,2180666.19,,2.18,22.33,28.58,0.5918,71.42,0.1804
2016-08-08,14900.0,1507135.0,0.41,1.43,1.51,880005.0,6200.0,8700.0,627130.0,,,,,,,,,,,,,,,,,,0.63,,,,22.33,7.51,21563.0,2181097.45,,2.18,22.33,28.64,0.5912,71.36,0.1804
2016-08-09,14900.0,1507433.0,0.41,1.43,1.51,880179.0,6200.0,8700.0,627254.0,,,,,,,,,,,,,,,,,,0.63,,,,22.33,7.51,21563.0,2181528.71,,2.18,22.33,28.73,0.5905,71.27,0.1804
2016-08-10,14900.0,1507880.0,0.57,1.43,1.51,880440.0,6200.0,8700.0,627440.0,,,,,,,,,,,,,,,,,,0.63,,,,22.33,7.51,21563.0,2182175.6,,2.18,22.33,28.83,0.5897,71.17,0.1804
2016-08-11,14900.0,1508029.0,0.57,1.43,1.51,880527.0,6200.0,8700.0,627502.0,,,,,,,,,,,,,,,,,,0.63,,,,22.61,7.36,21222.0,2147878.62,,2.15,22.61,28.66,0.5911,71.34,0.1769
2016-08-12,13200.0,1336236.0,0.83,1.26,1.34,880701.0,4500.0,8700.0,455535.0,,,,,,,,0.37,,3700.0,,,,,,2000.0,,0.46,,,,100.0,5.34,0.0,0.0,,0.0,100.0,23.31,0.4255,57.98,0.1567
2016-08-15,8200.0,830332.0,1.4,0.78,0.83,627812.0,2000.0,6200.0,202520.0,,,,,,,,0.25,,2500.0,,,,,,,2500.0,0.2,0.25,,,100.0,2.37,0.0,0.0,,0.0,100.0,30.45,0.3561,45.15,0.0973
2016-08-16,8200.0,830414.0,1.39,0.78,0.83,627874.0,2000.0,6200.0,202540.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.37,0.0,0.0,,0.0,100.0,30.58,0.3559,45.06,0.0973
2016-08-17,5700.0,577353.0,0.98,0.55,0.58,374773.0,2000.0,3700.0,202580.0,,,,,,,,,,,,,,,,,2500.0,0.2,0.25,,,100.0,2.39,0.0,0.0,,0.0,100.0,35.08,0.5445,64.92,0.068
2016-08-18,2000.0,202640.0,0.48,0.19,0.2,0.0,2000.0,0.0,202640.0,,,,,,,,,,,,,,,,,3700.0,0.2,0.37,,,100.0,2.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0239
2016-08-19,2000.0,202680.0,0.48,0.19,0.2,0.0,2000.0,0.0,202680.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0239
2016-08-22,2000.0,202700.0,0.63,0.19,0.2,0.0,2000.0,0.0,202700.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0239
2016-08-23,2000.0,202740.0,0.65,0.19,0.2,0.0,2000.0,0.0,202740.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0239
2016-08-24,2000.0,202860.0,0.68,0.19,0.2,0.0,2000.0,0.0,202860.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0239
2016-08-25,2000.0,202880.0,0.68,0.19,0.2,0.0,2000.0,0.0,202880.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0239
2016-08-26,2000.0,202940.0,0.7,0.19,0.2,0.0,2000.0,0.0,202940.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,2.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0239
2016-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.2,,2000.0,,,,,,,,0.0,,,,0.0,0.0,83638.0,8488420.62,,8.32,0.0,,0.0,,0.0
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,81452.0,8264119.92,,8.1,0.0,,0.0,,0.0
2016-08-31,6000.0,610140.0,2.03,0.58,0.61,406760.0,2000.0,4000.0,203380.0,,,,,,4000.0,,,,,,,,,0.41,2000.0,,0.2,,,,7.51,2.46,24622.0,2503811.18,,2.5,7.51,49.94,0.5,50.06,0.0737
2016-09-01,6000.0,610440.0,1.87,0.58,0.61,406960.0,2000.0,4000.0,203480.0,,,,,,,,,,,,,,,,,,0.2,,,,7.51,2.46,24622.0,2505042.28,,2.5,7.51,49.89,0.5,50.11,0.0737
2016-09-02,6000.0,610380.0,1.63,0.56,0.61,406920.0,2000.0,4000.0,203460.0,,,,,,,,,,,,,,,,,,0.2,,,,7.51,2.46,24622.0,2504796.06,,2.5,7.51,49.96,0.5,50.04,0.0737
2016-09-05,6000.0,610680.0,1.24,0.56,0.61,407120.0,2000.0,4000.0,203560.0,,,,,,,,,,,,,,,,,,0.2,,,,7.51,2.46,24622.0,2506027.16,,2.5,7.51,49.97,0.5,50.03,0.0737
2016-09-06,6000.0,610560.0,1.22,0.58,0.61,407040.0,2000.0,4000.0,203520.0,,,,,,,,,,,,,,,,,,0.2,,,,7.51,2.46,24622.0,2505534.72,,2.51,7.51,49.92,0.5,50.08,0.0737
2016-09-07,6000.0,610740.0,1.15,0.58,0.61,407160.0,2000.0,4000.0,203580.0,,,,,,,,,,,,,,,,,,0.2,,,,7.51,2.46,24622.0,2506273.38,,2.51,7.51,49.99,0.5,50.01,0.0737
2016-09-08,6000.0,610920.0,1.15,0.58,0.61,407280.0,2000.0,4000.0,203640.0,,,,,,,,,,,,,,,,,,0.2,,,,7.51,2.46,24622.0,2507012.04,,2.51,7.51,49.95,0.5,50.05,0.0737
2016-09-09,6000.0,611040.0,1.69,0.58,0.61,407360.0,2000.0,4000.0,203680.0,,,,,,,,,,,,,,,,,,0.2,,,,7.51,2.46,24622.0,2507504.48,,2.51,7.51,49.92,0.5,50.08,0.0737
2016-09-12,6000.0,610980.0,1.43,0.58,0.61,407320.0,2000.0,4000.0,203660.0,,,,,,,,,,,,,,,,,,0.2,,,,7.51,2.46,24622.0,2507258.26,,2.51,7.51,49.96,0.5,50.04,0.0737
2016-09-13,6000.0,610560.0,1.41,0.58,0.61,407040.0,2000.0,4000.0,203520.0,,,,,,,,,,,,,,,,,,0.2,,,,7.58,2.46,24373.0,2480196.48,,2.48,7.58,49.97,0.5,50.03,0.0739
2016-09-14,6000.0,610620.0,1.3,0.58,0.61,407080.0,2000.0,4000.0,203540.0,,,,,,,,,,,,,,,,,,0.2,,,,7.58,2.46,24373.0,2480440.21,,2.48,7.58,49.9,0.5,50.1,0.0739
2016-09-15,30000.0,3053100.0,7.16,2.91,3.05,2035400.0,10000.0,20000.0,1017700.0,,,8000.0,1.63,,,,,16000.0,,,,1.63,8000.0,,,,1.02,,,,37.67,12.29,16549.0,1684191.73,,1.68,37.67,49.95,0.5,50.05,0.3686
2016-09-16,30000.0,3053700.0,7.29,2.91,3.04,2035800.0,10000.0,20000.0,1017900.0,,,,,,,,,,,,,,,,,,1.02,,,,37.67,12.29,16549.0,1684522.71,,1.68,37.67,49.97,0.5,50.03,0.3686
2016-09-19,30000.0,3053100.0,6.89,2.91,3.05,2035400.0,10000.0,20000.0,1017700.0,,,,,,,,,,,,,,,,,,1.02,,,,37.67,12.29,16549.0,1684191.73,,1.68,37.67,49.92,0.5,50.08,0.3686
2016-09-20,30000.0,3053700.0,6.89,2.91,3.05,2035800.0,10000.0,20000.0,1017900.0,,,,,,,,,,,,,,,,,,1.02,,,,37.67,12.29,16549.0,1684522.71,,1.68,37.67,49.93,0.5,50.07,0.3686
2016-09-21,30000.0,3055500.0,6.54,2.91,3.06,2037000.0,10000.0,20000.0,1018500.0,,,,,,,,,,,,,,,,,,1.02,,,,37.4,12.26,16736.0,1704561.6,,1.7,37.4,49.89,0.5,50.11,0.3678
2016-09-22,30000.0,3055500.0,6.0,2.91,3.05,2037000.0,10000.0,20000.0,1018500.0,,,,,,,,,,,,,,,,,,1.02,,,,37.4,12.26,16736.0,1704561.6,,1.7,37.4,49.92,0.5,50.08,0.3678
2016-09-23,30000.0,3056100.0,5.68,2.91,3.06,2037400.0,10000.0,20000.0,1018700.0,,,,,,,,,,,,,,,,,,1.02,,,,37.4,12.26,16736.0,1704896.32,,1.7,37.4,49.95,0.5,50.05,0.3678
2016-09-26,42300.0,4308678.0,7.74,4.11,4.31,2872452.0,14100.0,28200.0,1436226.0,,,4100.0,0.84,,,,,8200.0,,,,0.84,4100.0,,,,1.44,,,,52.74,17.29,12636.0,1287102.96,,1.29,52.74,49.94,0.5,50.06,0.5186
2016-09-27,42300.0,4308255.0,7.57,4.32,4.3,2872170.0,14100.0,28200.0,1436085.0,,,,,,,,,,,,,,,,,,1.44,,,,50.72,17.06,13697.0,1395039.45,,1.4,50.72,49.95,0.5,50.05,0.5119
2016-09-28,42300.0,4308255.0,7.57,3.95,4.31,2872170.0,14100.0,28200.0,1436085.0,,,,,,,,,,,,,,,,,,1.44,,,,51.35,17.13,13361.0,1360817.85,,1.36,51.35,49.93,0.5,50.07,0.514
