,AL2SI FP Equity_DX_SI_QTY,AL2SI FP Equity_DX_SHORT_INTEREST_VALUE,AL2SI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AL2SI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AL2SI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AL2SI FP Equity_DX_SI_MV,AL2SI FP Equity_DX_DSS,AL2SI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AL2SI FP Equity_DX_SUPPLY_SI_QTY,AL2SI FP Equity_DX_BROKER_SI_QTY,AL2SI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AL2SI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AL2SI FP Equity_DX_BROKER_SI_MV_INC_x,AL2SI FP Equity_DX_BROKER_SI_QTY_ADD,AL2SI FP Equity_DX_SUPPLY_SI_MV_DEC,AL2SI FP Equity_DX_BROKER_SI_QTY_INC,AL2SI FP Equity_DX_SUPPLY_SI_QTY_DEC,AL2SI FP Equity_DX_BROKER_SI_MV_INC_y,AL2SI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AL2SI FP Equity_DX_BROKER_SI_MV_ADD,AL2SI FP Equity_DX_SUPPLY_SI_QTY_ADD,AL2SI FP Equity_DX_BROKER_SI_QTY_DEC,AL2SI FP Equity_DX_SUPPLY_SI_MV,AL2SI FP Equity_DX_BROKER_SI_MV_DEC,AL2SI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AL2SI FP Equity_DX_UTILIZATION_QUANTITY,AL2SI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AL2SI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AL2SI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AL2SI FP Equity_DX_ACTIVE_UTILIZATION_MV,AL2SI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AL2SI FP Equity_DX_BROKER_SI_CON_RATIO,AL2SI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AL2SI FP Equity_DX_DEMAND_SUPPLY_RATIO,AL2SI FP Equity_PX_LAST
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2633541.6,2.63,0.0,,0.0,,0.0,9.4
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2616731.76,2.63,0.0,,0.0,,0.0,9.34
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2650351.44,2.62,0.0,,0.0,,0.0,9.46
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2661558.0,2.65,0.0,,0.0,,0.0,9.5
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2650351.44,2.66,0.0,,0.0,,0.0,9.46
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2633541.6,2.65,0.0,,0.0,,0.0,9.4
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2644748.16,2.64,0.0,,0.0,,0.0,9.44
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2622335.04,2.64,0.0,,0.0,,0.0,9.36
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,280164.0,2605525.2,2.62,0.0,,0.0,,0.0,9.3
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,242349.0,2273233.62,2.26,0.0,,0.0,,0.0,9.38
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,242378.0,2302591.0,2.28,0.0,,0.0,,0.0,9.5
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,235650.0,2229249.0,2.24,0.0,,0.0,,0.0,9.46
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,234646.0,2224444.08,2.22,0.0,,0.0,,0.0,9.48
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,234646.0,2243215.76,2.23,0.0,,0.0,,0.0,9.56
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,234317.0,2226011.5,2.24,0.0,,0.0,,0.0,9.5
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,233986.0,2222867.0,2.22,0.0,,0.0,,0.0,9.5
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,233431.0,2226931.74,2.22,0.0,,0.0,,0.0,9.54
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,233431.0,2268949.32,2.24,0.0,,0.0,,0.0,9.72
2018-08-01,1000.0,10150.0,0.01,0.03,0.01,0.01,0.0,0.0,1000.0,0.0,10150.0,,,,,,,,,,1000.0,,0.01,,100.0,0.43,0.0,0.0,0.0,100.0,,0.0,,0.0043,10.15
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,1000.0,,,,,,0.0,,0.0,0.0,233840.0,2396860.0,2.38,0.0,,0.0,,0.0,10.25
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,233659.0,2383321.8,2.39,0.0,,0.0,,0.0,10.2
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,233659.0,2546883.1,2.42,0.0,,0.0,,0.0,10.9
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,233806.0,2525104.8,2.54,0.0,,0.0,,0.0,10.8
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,233806.0,2548485.4,2.53,0.0,,0.0,,0.0,10.9
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,234393.0,2554883.7,2.56,0.0,,0.0,,0.0,10.9
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,234552.0,2521434.0,2.55,0.0,,0.0,,0.0,10.75
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,234552.0,2533161.6,2.52,0.0,,0.0,,0.0,10.8
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231708.0,2502446.4,2.5,0.0,,0.0,,0.0,10.8
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231691.0,2409586.4,2.48,0.0,,0.0,,0.0,10.4
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231691.0,2444340.05,2.45,0.0,,0.0,,0.0,10.55
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231614.0,2443527.7,2.44,0.0,,0.0,,0.0,10.55
2018-08-20,12900.0,139320.0,0.14,1.12,0.07,0.14,0.0,0.0,12900.0,0.0,139320.0,,,,,,,,,,12900.0,,0.14,,14.11,5.57,78528.0,848102.4,0.83,14.11,,1.0,100.0,0.0557,10.8
2018-08-21,2900.0,31175.0,0.03,0.24,0.02,0.03,0.0,0.0,2900.0,0.0,31175.0,,,,0.1,,10000.0,,,,,,0.03,,3.17,1.25,88528.0,951676.0,0.96,3.17,,1.0,100.0,0.0125,10.75
2018-08-22,2900.0,31030.0,0.03,0.24,0.02,0.03,0.0,0.0,2900.0,0.0,31030.0,,,,,,,,,,,,0.03,,3.17,1.25,88528.0,947249.6,0.95,3.17,,1.0,100.0,0.0125,10.7
2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.03,,2900.0,,,,,,0.0,,0.0,0.0,231848.0,2434404.0,2.47,0.0,,0.0,,0.0,10.5
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231733.0,2444783.15,2.44,0.0,,0.0,,0.0,10.55
2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231733.0,2456369.8,2.45,0.0,,0.0,,0.0,10.6
2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231772.0,2491549.0,2.46,0.0,,0.0,,0.0,10.75
2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231772.0,2526314.8,2.5,0.0,,0.0,,0.0,10.9
2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231476.0,2488367.0,2.51,0.0,,0.0,,0.0,10.75
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231349.0,2475434.3,2.5,0.0,,0.0,,0.0,10.7
2018-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231318.0,2486668.5,2.49,0.0,,0.0,,0.0,10.75
2018-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231318.0,2498234.4,2.49,0.0,,0.0,,0.0,10.8
2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231196.0,2473797.2,2.49,0.0,,0.0,,0.0,10.7
2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,230739.0,2353537.8,2.44,0.0,,0.0,,0.0,10.2
2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,230629.0,2398541.6,2.36,0.0,,0.0,,0.0,10.4
2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,230629.0,2410073.05,2.4,0.0,,0.0,,0.0,10.45
2018-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231654.0,2455532.4,2.42,0.0,,0.0,,0.0,10.6
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231654.0,2432367.0,2.45,0.0,,0.0,,0.0,10.5
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,231763.0,2479864.1,2.44,0.0,,0.0,,0.0,10.7
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,230872.0,2493417.6,2.48,0.0,,0.0,,0.0,10.8
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,230872.0,2539592.0,2.5,0.0,,0.0,,0.0,11.0
2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,230872.0,2528048.4,2.54,0.0,,0.0,,0.0,10.95
2018-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,230834.0,2493007.2,2.52,0.0,,0.0,,0.0,10.8
2018-09-20,200.0,2140.0,0.0,0.02,0.0,0.0,0.0,0.0,200.0,0.0,2140.0,,,,,,,,,,200.0,,0.0,,0.22,0.09,91228.0,976139.6,0.99,0.22,,1.0,100.0,0.0009,10.7
2018-09-21,200.0,2160.0,0.0,0.02,0.0,0.0,0.0,0.0,200.0,0.0,2160.0,,,,,,,,,,,,0.0,,0.22,0.09,91228.0,985262.4,0.98,0.22,,1.0,100.0,0.0009,10.8
2018-09-24,200.0,2170.0,0.0,0.02,0.0,0.0,0.0,0.0,200.0,0.0,2170.0,,,,,,,,,,,,0.0,,0.22,0.09,91228.0,989823.8,0.99,0.22,,1.0,100.0,0.0009,10.85
2018-09-25,28000.0,294000.0,0.3,2.15,0.16,0.3,0.0,0.0,28000.0,0.0,294000.0,27800.0,,,,,,,27800.0,,,,0.3,,30.63,12.13,63428.0,665994.0,0.69,30.63,,1.0,100.0,0.1213,10.5
2018-09-26,28000.0,291200.0,0.3,2.1,0.16,0.29,0.0,0.0,28000.0,0.0,291200.0,,,,,,,,,,,,0.29,,30.63,12.41,63428.0,659651.2,0.67,30.63,,1.0,100.0,0.1241,10.4
2018-09-27,25000.0,260000.0,0.27,1.88,0.14,0.26,0.0,52000.0,25000.0,5000.0,260000.0,,,5000.0,0.09,,8000.0,,,0.05,5000.0,,0.26,,25.93,11.09,71428.0,742851.2,0.74,25.94,20.14,0.6783,79.86,0.1109,10.4
2018-09-28,25000.0,243500.0,0.27,1.74,0.14,0.26,0.0,48700.0,25000.0,5000.0,243500.0,,,,,,,,,,,,0.26,,25.93,11.29,71428.0,695708.72,0.74,25.68,20.19,0.6777,79.81,0.1129,9.74
2018-10-01,25000.0,237500.0,0.27,1.42,0.14,0.25,0.0,47500.0,25000.0,5000.0,237500.0,,,,,,,,,,,,0.24,,25.93,12.16,71428.0,678566.0,0.7,25.83,21.32,0.6645,78.68,0.1216,9.5
2018-10-02,25000.0,232500.0,0.27,1.44,0.14,0.24,0.0,46500.0,25000.0,5000.0,232500.0,,,,,,,,,,,,0.24,,25.93,12.16,71428.0,664280.4,0.68,25.85,21.78,0.6593,78.22,0.1216,9.3
2018-10-03,25000.0,230000.0,0.27,1.43,0.14,0.23,0.0,46000.0,25000.0,5000.0,230000.0,,,,,,,,,,,,0.23,,25.93,12.53,71428.0,657137.6,0.66,25.9,20.11,0.6786,79.89,0.1253,9.2
2018-10-04,26200.0,242088.0,0.28,1.45,0.15,0.24,0.0,46200.0,26200.0,5000.0,242088.0,1200.0,,,,,,,1200.0,,,,0.24,,27.17,13.11,70228.0,648906.72,0.65,27.19,19.31,0.6884,80.69,0.1311,9.24
2018-10-05,6200.0,55180.0,0.07,0.31,0.03,0.06,0.0,44500.0,6200.0,5000.0,55180.0,,,,0.18,,20000.0,,,,,,0.06,,6.43,3.09,90228.0,803029.2,0.83,6.47,19.21,0.6897,80.79,0.0309,8.9
2018-10-08,5000.0,45500.0,0.05,0.24,0.03,0.05,0.0,45500.0,5000.0,5000.0,45500.0,,,,0.01,,1200.0,,,,,,0.05,,100.0,2.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.0249,9.1
2018-10-09,5000.0,44500.0,0.05,0.23,0.03,0.05,0.0,44500.0,5000.0,5000.0,44500.0,,,,,,,,,,,,0.05,,100.0,2.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.0249,8.9
2018-10-10,10000.0,90800.0,0.11,0.46,0.06,0.09,0.0,45400.0,5000.0,5000.0,45400.0,,,,,,,,,,,,0.05,,100.0,2.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.05,9.08
2018-10-11,10000.0,91000.0,0.11,0.46,0.06,0.09,0.0,45500.0,5000.0,5000.0,45500.0,,,,,,,,,,,,0.05,,100.0,2.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.05,9.1
2018-10-12,10000.0,92600.0,0.11,0.47,0.06,0.09,0.0,46300.0,5000.0,5000.0,46300.0,,,,,,,,,,,,0.05,,100.0,2.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.05,9.26
2018-10-15,10000.0,90600.0,0.11,0.47,0.06,0.09,0.0,45300.0,5000.0,5000.0,45300.0,,,,,,,,,,,,0.05,,100.0,2.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.05,9.06
2018-10-16,10000.0,90000.0,0.11,0.46,0.06,0.09,0.0,45000.0,5000.0,5000.0,45000.0,,,,,,,,,,,,0.05,,100.0,2.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.05,9.0
2018-10-17,10000.0,89600.0,0.11,0.46,0.06,0.09,0.0,44800.0,5000.0,5000.0,44800.0,,,,,,,,,,,,0.05,,100.0,2.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.05,8.96
2018-10-18,10000.0,90000.0,0.11,0.45,0.06,0.09,0.0,45000.0,5000.0,5000.0,45000.0,,,,,,,,,,,,0.05,,100.0,2.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.05,9.0
2018-10-19,5000.0,44800.0,0.05,0.23,0.03,0.05,0.0,44800.0,5000.0,5000.0,44800.0,,,,,,,,,,,,0.04,,100.0,2.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.025,8.96
2018-10-22,7000.0,63000.0,0.08,0.3,0.04,0.06,0.0,45000.0,7000.0,5000.0,63000.0,,,,,,,,,,2000.0,,0.06,,7.26,3.5,89428.0,804852.0,0.8,7.28,28.23,0.5948,71.77,0.035,9.0
2018-10-23,7000.0,61600.0,0.08,0.36,0.04,0.06,0.0,44000.0,7000.0,5000.0,61600.0,,,,,,,,,,,,0.06,,7.26,3.5,89428.0,786966.4,0.8,7.15,28.52,0.5923,71.48,0.035,8.8
2018-10-24,7000.0,60900.0,0.08,0.36,0.04,0.06,0.0,43500.0,7000.0,5000.0,60900.0,,,,,,,,,,,,0.06,,7.26,3.5,89428.0,778023.6,0.79,7.21,27.92,0.5975,72.08,0.035,8.7
2018-10-25,7000.0,60200.0,0.08,0.35,0.04,0.06,0.0,43000.0,7000.0,5000.0,60200.0,,,,,,,,,,,,0.06,,7.26,3.5,89428.0,769080.8,0.78,7.21,27.67,0.5997,72.33,0.035,8.6
2018-10-26,7000.0,60060.0,0.08,0.35,0.04,0.06,0.0,42900.0,7000.0,5000.0,60060.0,,,,,,,,,,,,0.06,,7.26,3.5,89428.0,767292.24,0.77,7.23,27.5,0.6012,72.5,0.035,8.58
2018-10-29,7000.0,59640.0,0.08,0.35,0.04,0.06,0.0,42600.0,7000.0,5000.0,59640.0,,,,,,,,,,,,0.06,,7.26,3.5,89428.0,761926.56,0.77,7.23,27.38,0.6023,72.62,0.035,8.52
2018-10-30,7000.0,60900.0,0.08,0.36,0.04,0.06,0.0,43500.0,7000.0,5000.0,60900.0,,,,,,,,,,,,0.06,,7.26,3.52,89428.0,778023.6,0.76,7.37,27.2,0.604,72.8,0.0352,8.7
2018-10-31,10000.0,87800.0,0.11,0.52,0.06,0.09,0.0,43900.0,5000.0,5000.0,43900.0,,,,0.02,,2000.0,,,,,,0.04,,100.0,2.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.0503,8.78
2018-11-01,10000.0,90000.0,0.11,0.51,0.06,0.09,0.0,45000.0,5000.0,5000.0,45000.0,,,,,,,,,,,,0.04,,100.0,2.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.0503,9.0
2018-11-02,10000.0,90000.0,0.11,0.53,0.06,0.09,0.0,45000.0,5000.0,5000.0,45000.0,,,,,,,,,,,,0.05,,100.0,2.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0505,9.0
2018-11-05,10000.0,89600.0,0.11,0.52,0.06,0.09,0.0,44800.0,5000.0,5000.0,44800.0,,,,,,,,,,,,0.04,,100.0,2.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0505,8.96
2018-11-06,10000.0,90000.0,0.11,0.52,0.06,0.09,0.0,45000.0,5000.0,5000.0,45000.0,,,,,,,,,,,,0.05,,100.0,2.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0505,9.0
2018-11-07,10000.0,92600.0,0.11,0.53,0.06,0.09,0.0,46300.0,5000.0,5000.0,46300.0,,,,,,,,,,,,0.05,,100.0,2.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0506,9.26
2018-11-08,10000.0,93400.0,0.11,0.5,0.06,0.09,0.0,46700.0,5000.0,5000.0,46700.0,,,,,,,,,,,,0.05,,100.0,2.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.0506,9.34
2018-11-09,15000.0,138300.0,0.16,0.81,0.08,0.14,0.0,46100.0,10000.0,5000.0,92200.0,,,,,,,,,,5000.0,,0.09,,10.37,5.06,86428.0,796866.16,0.81,10.32,33.77,0.5527,66.23,0.0759,9.22
2018-11-12,10000.0,91400.0,0.11,0.66,0.06,0.09,0.0,45700.0,10000.0,5000.0,91400.0,,,,,,,,,,,,0.09,,10.37,5.06,86428.0,789951.92,0.8,10.34,49.9,0.5,50.1,0.0506,9.14
2018-11-13,10000.0,89800.0,0.11,0.69,0.06,0.09,0.0,44900.0,10000.0,5000.0,89800.0,,,,,,,,,,,,0.09,,10.37,5.06,86428.0,776123.44,0.79,10.28,49.95,0.5,50.05,0.0506,8.98
2018-11-14,10000.0,90000.0,0.11,0.7,0.06,0.09,0.0,45000.0,10000.0,5000.0,90000.0,,,,,,,,,,,,0.09,,10.37,5.07,86428.0,777852.0,0.78,10.38,49.66,0.5,50.34,0.0507,9.0
2018-11-15,10000.0,89200.0,0.11,0.74,0.06,0.09,0.0,44600.0,10000.0,5000.0,89200.0,,,,,,,,,,,,0.09,,10.37,5.07,86428.0,770937.76,0.78,10.32,49.75,0.5,50.25,0.0507,8.92
2018-11-16,10000.0,89000.0,0.11,0.86,0.06,0.09,0.0,44500.0,10000.0,5000.0,89000.0,,,,,,,,,,,,0.09,,10.37,5.07,86428.0,769209.2,0.77,10.35,49.74,0.5,50.26,0.0507,8.9
