,ALDUB FP Equity_DX_SI_QTY,ALDUB FP Equity_DX_SHORT_INTEREST_VALUE,ALDUB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDUB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDUB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDUB FP Equity_DX_SI_MV,ALDUB FP Equity_DX_DSS,ALDUB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDUB FP Equity_DX_SUPPLY_SI_QTY,ALDUB FP Equity_DX_BROKER_SI_QTY,ALDUB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDUB FP Equity_DX_BROKER_SI_QTY_ADD,ALDUB FP Equity_DX_SUPPLY_SI_MV_DEC,ALDUB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDUB FP Equity_DX_BROKER_SI_MV_ADD,ALDUB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDUB FP Equity_DX_BROKER_SI_QTY_DEC,ALDUB FP Equity_DX_SUPPLY_SI_MV,ALDUB FP Equity_DX_BROKER_SI_MV_DEC,ALDUB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDUB FP Equity_DX_UTILIZATION_QUANTITY,ALDUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDUB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDUB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDUB FP Equity_DX_BROKER_SI_CON_RATIO,ALDUB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDUB FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29397.55,0.03,0.0,0.0,,0.0
2014-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28797.6,0.03,0.0,0.0,,0.0
2014-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,30957.42,0.03,0.0,0.0,,0.0
2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28917.59,0.03,0.0,0.0,,0.0
2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28917.59,0.03,0.0,0.0,,0.0
2014-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29157.57,0.03,0.0,0.0,,0.0
2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28917.59,0.03,0.0,0.0,,0.0
2014-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29037.58,0.03,0.0,0.0,,0.0
2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29037.58,0.03,0.0,0.0,,0.0
2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28677.61,0.03,0.0,0.0,,0.0
2014-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28797.6,0.03,0.0,0.0,,0.0
2014-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28677.61,0.03,0.0,0.0,,0.0
2014-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,30597.45,0.03,0.0,0.0,,0.0
2014-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29757.52,0.03,0.0,0.0,,0.0
2014-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29757.52,0.03,0.0,0.0,,0.0
2014-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29757.52,0.03,0.0,0.0,,0.0
2014-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29757.52,0.03,0.0,0.0,,0.0
2014-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,29637.53,0.03,0.0,0.0,,0.0
2014-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28797.6,0.03,0.0,0.0,,0.0
2014-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28797.6,0.03,0.0,0.0,,0.0
2014-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28797.6,0.03,0.0,0.0,,0.0
2014-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28797.6,0.03,0.0,0.0,,0.0
2014-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28797.6,0.03,0.0,0.0,,0.0
2014-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28677.61,0.03,0.0,0.0,,0.0
2014-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28677.61,0.03,0.0,0.0,,0.0
2014-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27957.67,0.03,0.0,0.0,,0.0
2014-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27717.69,0.03,0.0,0.0,,0.0
2014-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27597.7,0.03,0.0,0.0,,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28317.64,0.03,0.0,0.0,,0.0
2014-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28317.64,0.03,0.0,0.0,,0.0
2014-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28317.64,0.03,0.0,0.0,,0.0
2014-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28317.64,0.03,0.0,0.0,,0.0
2014-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28317.64,0.03,0.0,0.0,,0.0
2014-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28317.64,0.03,0.0,0.0,,0.0
2014-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28317.64,0.03,0.0,0.0,,0.0
2014-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27237.73,0.03,0.0,0.0,,0.0
2014-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27237.73,0.03,0.0,0.0,,0.0
2014-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27117.74,0.03,0.0,0.0,,0.0
2014-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27117.74,0.03,0.0,0.0,,0.0
2014-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27117.74,0.03,0.0,0.0,,0.0
2014-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26757.77,0.03,0.0,0.0,,0.0
2014-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27117.74,0.03,0.0,0.0,,0.0
2014-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27117.74,0.03,0.0,0.0,,0.0
2014-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27357.72,0.03,0.0,0.0,,0.0
2014-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28077.66,0.03,0.0,0.0,,0.0
2014-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28077.66,0.03,0.0,0.0,,0.0
2014-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28077.66,0.03,0.0,0.0,,0.0
2014-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27597.7,0.03,0.0,0.0,,0.0
2014-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27597.7,0.03,0.0,0.0,,0.0
2014-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27597.7,0.03,0.0,0.0,,0.0
2014-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27597.7,0.03,0.0,0.0,,0.0
2014-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26757.77,0.03,0.0,0.0,,0.0
2014-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27237.73,0.03,0.0,0.0,,0.0
2014-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27237.73,0.03,0.0,0.0,,0.0
2014-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27117.74,0.03,0.0,0.0,,0.0
2014-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26517.79,0.03,0.0,0.0,,0.0
2014-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26877.76,0.03,0.0,0.0,,0.0
2014-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26877.76,0.03,0.0,0.0,,0.0
2014-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26877.76,0.03,0.0,0.0,,0.0
2014-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26877.76,0.03,0.0,0.0,,0.0
2014-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26877.76,0.03,0.0,0.0,,0.0
2014-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26397.8,0.03,0.0,0.0,,0.0
2014-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27117.74,0.03,0.0,0.0,,0.0
2014-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27237.73,0.03,0.0,0.0,,0.0
2014-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27237.73,0.03,0.0,0.0,,0.0
2014-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27237.73,0.03,0.0,0.0,,0.0
2014-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27477.71,0.03,0.0,0.0,,0.0
2014-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28557.62,0.03,0.0,0.0,,0.0
2014-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28557.62,0.03,0.0,0.0,,0.0
2014-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28437.63,0.03,0.0,0.0,,0.0
2014-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28917.59,0.03,0.0,0.0,,0.0
2014-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,28797.6,0.03,0.0,0.0,,0.0
2014-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27237.73,0.03,0.0,0.0,,0.0
2014-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,27117.74,0.03,0.0,0.0,,0.0
2014-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26397.8,0.03,0.0,0.0,,0.0
2014-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26397.8,0.03,0.0,0.0,,0.0
2014-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26157.82,0.03,0.0,0.0,,0.0
2014-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26157.82,0.03,0.0,0.0,,0.0
2014-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26037.83,0.03,0.0,0.0,,0.0
2014-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26157.82,0.03,0.0,0.0,,0.0
2014-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25197.9,0.03,0.0,0.0,,0.0
2014-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26157.82,0.03,0.0,0.0,,0.0
2014-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25317.89,0.03,0.0,0.0,,0.0
2014-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25317.89,0.03,0.0,0.0,,0.0
2014-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25317.89,0.03,0.0,0.0,,0.0
2014-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25437.88,0.03,0.0,0.0,,0.0
2014-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25317.89,0.03,0.0,0.0,,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25317.89,0.03,0.0,0.0,,0.0
2014-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25197.9,0.03,0.0,0.0,,0.0
2014-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25077.91,0.03,0.0,0.0,,0.0
2014-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25317.89,0.03,0.0,0.0,,0.0
2014-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25437.88,0.03,0.0,0.0,,0.0
2014-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25437.88,0.03,0.0,0.0,,0.0
2014-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25317.89,0.03,0.0,0.0,,0.0
2014-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26157.82,0.03,0.0,0.0,,0.0
2014-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26157.82,0.03,0.0,0.0,,0.0
2014-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26157.82,0.03,0.0,0.0,,0.0
2014-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26037.83,0.03,0.0,0.0,,0.0
2014-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26037.83,0.03,0.0,0.0,,0.0
2014-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26037.83,0.03,0.0,0.0,,0.0
2014-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26037.83,0.03,0.0,0.0,,0.0
2014-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26997.75,0.03,0.0,0.0,,0.0
2014-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26997.75,0.03,0.0,0.0,,0.0
2014-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26997.75,0.03,0.0,0.0,,0.0
2014-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25317.89,0.03,0.0,0.0,,0.0
2014-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25797.85,0.03,0.0,0.0,,0.0
2014-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26397.8,0.03,0.0,0.0,,0.0
2014-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,26397.8,0.03,0.0,0.0,,0.0
2014-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25797.85,0.03,0.0,0.0,,0.0
2014-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25797.85,0.03,0.0,0.0,,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,25197.9,0.03,0.0,0.0,,0.0
2014-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,24957.92,0.03,0.0,0.0,,0.0
2014-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,24957.92,0.03,0.0,0.0,,0.0
2014-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,24957.92,0.03,0.0,0.0,,0.0
2014-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,24117.99,0.03,0.0,0.0,,0.0
2014-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,24117.99,0.02,0.0,0.0,,0.0
2014-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,24117.99,0.02,0.0,0.0,,0.0
2014-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,24117.99,0.02,0.0,0.0,,0.0
2014-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23518.04,0.02,0.0,0.0,,0.0
2014-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23758.02,0.02,0.0,0.0,,0.0
2014-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23158.07,0.02,0.0,0.0,,0.0
2014-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23158.07,0.02,0.0,0.0,,0.0
2014-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23158.07,0.02,0.0,0.0,,0.0
2014-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23158.07,0.02,0.0,0.0,,0.0
2014-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23158.07,0.02,0.0,0.0,,0.0
2014-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23158.07,0.02,0.0,0.0,,0.0
2014-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23158.07,0.02,0.0,0.0,,0.0
2014-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23158.07,0.02,0.0,0.0,,0.0
2014-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11999.0,23038.08,0.02,0.0,0.0,,0.0
2014-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11803.0,22661.76,0.02,0.0,0.0,,0.0
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11803.0,22189.64,0.02,0.0,0.0,,0.0
