,ALERS FP Equity_DX_SI_QTY,ALERS FP Equity_DX_SHORT_INTEREST_VALUE,ALERS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALERS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALERS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALERS FP Equity_DX_SI_MV,ALERS FP Equity_DX_DSS,ALERS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALERS FP Equity_DX_SUPPLY_SI_QTY,ALERS FP Equity_DX_BROKER_SI_QTY,ALERS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALERS FP Equity_DX_BROKER_SI_MV_NEW_x,ALERS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALERS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALERS FP Equity_DX_BROKER_SI_MV_INC_x,ALERS FP Equity_DX_SUPPLY_SI_MV_NEW,ALERS FP Equity_DX_BROKER_SI_QTY_ADD,ALERS FP Equity_DX_BROKER_SI_QTY_NEW,ALERS FP Equity_DX_SUPPLY_SI_MV_DEC,ALERS FP Equity_DX_BROKER_SI_QTY_INC,ALERS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALERS FP Equity_DX_BROKER_SI_MV_NEW_y,ALERS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALERS FP Equity_DX_BROKER_SI_MV_INC_y,ALERS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALERS FP Equity_DX_BROKER_SI_MV_ADD,ALERS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALERS FP Equity_DX_BROKER_SI_QTY_DEC,ALERS FP Equity_DX_SUPPLY_SI_MV,ALERS FP Equity_DX_BROKER_SI_MV_DEC,ALERS FP Equity_DX_SUPPLY_SI_MV_RMV,ALERS FP Equity_DX_BROKER_SI_MV_RMV,ALERS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALERS FP Equity_DX_UTILIZATION_QUANTITY,ALERS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALERS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALERS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALERS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALERS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALERS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALERS FP Equity_DX_BROKER_SI_CON_RATIO,ALERS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALERS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALERS FP Equity_PX_LAST
2006-07-31,809.0,4166.35,0.0,0.02,0.0,0.0,0.0,2060.0,409.0,400.0,2106.35,,,,,,,,0.0,,25.0,,,,,,,,0.0,,,,0.61,0.61,66214.0,341002.1,,0.34,0.61,,1.0,100.0,0.0121,5.15
2006-08-01,819.0,4226.04,0.0,0.02,0.0,0.0,0.0,2064.0,419.0,400.0,2162.04,,,11.0,,,,,,,,,,,11.0,,,,0.0,,,,0.63,0.63,66181.0,341493.96,,0.34,0.63,,1.0,100.0,0.0123,5.16
2006-08-02,824.0,4210.64,0.0,0.02,0.0,0.0,0.0,2044.0,424.0,400.0,2166.64,,,5.0,,,,,,,,,,,5.0,,,,0.0,,,,0.6,0.6,70254.0,358997.94,,0.36,0.6,,1.0,100.0,0.0117,5.11
2006-08-03,822.0,4183.98,0.0,0.02,0.0,0.0,0.0,2036.0,422.0,400.0,2147.98,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,0.59,0.59,70792.0,360331.28,,0.36,0.59,,1.0,100.0,0.0115,5.09
2006-08-04,786.0,4346.58,0.0,0.02,0.0,0.0,0.0,2212.0,386.0,400.0,2134.58,,,,,,,,0.0,,36.0,,,,,,,,0.0,,,,0.59,0.59,65467.0,362032.51,,0.36,0.59,,1.0,100.0,0.0119,5.53
2006-08-07,830.0,4482.0,0.0,0.02,0.0,0.0,0.0,2160.0,430.0,400.0,2322.0,,,44.0,,,,,,,,,,,44.0,,,,0.0,,,,0.63,0.63,67466.0,364316.4,,0.36,0.63,,1.0,100.0,0.0122,5.4
2006-08-08,815.0,4449.9,0.0,0.02,0.0,0.0,0.0,2184.0,415.0,400.0,2265.9,,,,,,,,0.0,,15.0,,,,,,,,0.0,,,,0.62,0.62,66698.0,364171.08,,0.36,0.62,,1.0,100.0,0.0121,5.46
2006-08-09,817.0,4493.5,0.0,0.02,0.0,0.0,0.0,2200.0,417.0,400.0,2293.5,,,1.0,,,,,,,,,,,1.0,,,,0.0,,,,0.61,0.61,67880.0,373340.0,,0.37,0.61,,1.0,100.0,0.012,5.5
2006-08-10,821.0,4285.62,0.0,0.02,0.0,0.0,0.0,2088.0,421.0,400.0,2197.62,,,4.0,,,,,,,,,,,4.0,,,,0.0,,,,0.62,0.62,67907.0,354474.54,,0.37,0.62,,1.0,100.0,0.012,5.22
2006-08-11,400.0,2032.0,0.0,0.01,0.0,0.0,0.0,2032.0,0.0,400.0,0.0,,,,,,,,0.0,,421.0,,,,,,,,0.0,,,,0.0,0.0,73982.0,375828.56,,0.38,0.0,,1.0,100.0,0.0054,5.08
2006-08-14,400.0,2120.0,0.0,0.01,0.0,0.0,0.0,2120.0,0.0,400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,70756.0,375006.8,,0.38,0.0,,1.0,100.0,0.0057,5.3
2006-08-15,400.0,2216.0,0.0,0.01,0.0,0.0,0.0,2216.0,0.0,400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,68665.0,380404.1,,0.38,0.0,,1.0,100.0,0.0058,5.54
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,400.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.39,0.0,,0.0,,0.0,5.87
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.39,0.0,,0.0,,0.0,5.55
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.38,0.0,,0.0,,0.0,5.39
2006-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.38,0.0,,0.0,,0.0,5.22
2006-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.38,0.0,,0.0,,0.0,5.19
2006-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72244.0,378558.56,,0.26,0.0,,0.0,,0.0,5.24
2006-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72326.0,384774.32,,0.26,0.0,,0.0,,0.0,5.32
2006-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72430.0,394743.5,,0.26,0.0,,0.0,,0.0,5.45
2006-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,72605.0,421109.0,,0.26,0.0,,0.0,,0.0,5.8
2006-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,73098.0,407886.84,,0.26,0.0,,0.0,,0.0,5.58
2006-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69969.0,390427.02,,0.39,0.0,,0.0,,0.0,5.58
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69961.0,380587.84,,0.39,0.0,,0.0,,0.0,5.44
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69843.0,379945.92,,0.39,0.0,,0.0,,0.0,5.44
2006-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69853.0,384191.5,,0.39,0.0,,0.0,,0.0,5.5
2006-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69917.0,409014.45,,0.39,0.0,,0.0,,0.0,5.85
2006-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,70110.0,396822.6,,0.4,0.0,,0.0,,0.0,5.66
2006-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69937.0,388150.35,,0.4,0.0,,0.0,,0.0,5.55
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69847.0,380666.15,,0.4,0.0,,0.0,,0.0,5.45
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69770.0,378851.1,,0.4,0.0,,0.0,,0.0,5.43
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69724.0,387665.44,,0.4,0.0,,0.0,,0.0,5.56
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69928.0,365024.16,,0.39,0.0,,0.0,,0.0,5.22
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69613.0,361291.47,,0.39,0.0,,0.0,,0.0,5.19
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69578.0,352064.68,,0.39,0.0,,0.0,,0.0,5.06
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69480.0,355737.6,,0.39,0.0,,0.0,,0.0,5.12
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69518.0,366359.86,,0.39,0.0,,0.0,,0.0,5.27
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69969.0,348445.62,,0.37,0.0,,0.0,,0.0,4.98
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69706.0,348530.0,,0.37,0.0,,0.0,,0.0,5.0
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69722.0,343032.24,,0.37,0.0,,0.0,,0.0,4.92
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69633.0,351646.65,,0.37,0.0,,0.0,,0.0,5.05
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69749.0,364787.27,,0.37,0.0,,0.0,,0.0,5.23
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,70055.0,361483.8,,0.36,0.0,,0.0,,0.0,5.16
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,70021.0,362008.57,,0.36,0.0,,0.0,,0.0,5.17
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,70032.0,359264.16,,0.36,0.0,,0.0,,0.0,5.13
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69950.0,349750.0,,0.36,0.0,,0.0,,0.0,5.0
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,69849.0,346451.04,,0.36,0.0,,0.0,,0.0,4.96
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71457.0,361572.42,,0.36,0.0,,0.0,,0.0,5.06
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71566.0,359261.32,,0.36,0.0,,0.0,,0.0,5.02
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71513.0,357565.0,,0.36,0.0,,0.0,,0.0,5.0
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71500.0,361075.0,,0.36,0.0,,0.0,,0.0,5.05
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71562.0,356378.76,,0.36,0.0,,0.0,,0.0,4.98
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71474.0,356655.26,,0.36,0.0,,0.0,,0.0,4.99
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71486.0,355285.42,,0.36,0.0,,0.0,,0.0,4.97
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71458.0,353002.52,,0.36,0.0,,0.0,,0.0,4.94
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71420.0,357100.0,,0.36,0.0,,0.0,,0.0,5.0
2006-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71461.0,352302.73,,0.36,0.0,,0.0,,0.0,4.93
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71478.0,349527.42,,0.35,0.0,,0.0,,0.0,4.89
2006-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71446.0,350799.86,,0.35,0.0,,0.0,,0.0,4.91
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,71450.0,350105.0,,0.35,0.0,,0.0,,0.0,4.9
2006-10-23,2000.0,9700.0,0.01,0.04,0.01,0.01,0.0,9700.0,2000.0,2000.0,9700.0,,,,,,2000.0,,,,,,,,,0.01,2000.0,,0.01,,,,2.8,2.8,69502.0,337084.7,,0.34,2.76,,1.0,100.0,0.028,4.85
2006-10-24,2000.0,8980.0,0.01,0.04,0.01,0.01,0.0,8980.0,2000.0,2000.0,8980.0,,,,,,,,,,,,,,,,,,0.01,,,,2.8,2.8,69502.0,312063.98,,0.34,2.74,,1.0,100.0,0.028,4.49
2006-10-25,2000.0,9380.0,0.01,0.03,0.01,0.01,0.0,9380.0,2000.0,2000.0,9380.0,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,2.8,2.8,69502.0,325964.38,,0.32,2.76,,1.0,100.0,0.028,4.69
2006-10-26,3000.0,14160.0,0.01,0.05,0.01,0.01,0.0,14160.0,3000.0,3000.0,14160.0,,,1000.0,0.01,,,,,1000.0,,,,0.01,1000.0,,,,0.01,,,,100.0,4.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.042,4.72
2006-10-27,3000.0,14160.0,0.01,0.05,0.01,0.01,0.0,14160.0,3000.0,3000.0,14160.0,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,100.0,4.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.042,4.72
2006-10-30,3000.0,14310.0,0.01,0.05,0.01,0.01,0.0,14310.0,3000.0,3000.0,14310.0,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,4.2,4.2,68502.0,326754.54,,0.32,4.18,,1.0,100.0,0.042,4.77
2006-10-31,3000.0,14310.0,0.01,0.06,0.01,0.01,0.0,14310.0,3000.0,3000.0,14310.0,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,4.2,4.2,68502.0,326754.54,,0.33,4.19,,1.0,100.0,0.042,4.77
2006-11-01,3000.0,16050.0,0.01,0.06,0.01,0.01,0.0,16050.0,3000.0,3000.0,16050.0,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,4.2,4.2,68502.0,366485.7,,0.33,4.18,,1.0,100.0,0.042,5.35
2006-11-02,3000.0,15270.0,0.01,0.06,0.01,0.02,0.0,15270.0,3000.0,3000.0,15270.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,348675.18,,0.37,4.2,,1.0,100.0,0.042,5.09
2006-11-03,3000.0,15300.0,0.01,0.06,0.01,0.02,0.0,15300.0,3000.0,3000.0,15300.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,349360.2,,0.35,4.15,,1.0,100.0,0.042,5.1
2006-11-06,3000.0,15870.0,0.01,0.06,0.01,0.02,0.0,15870.0,3000.0,3000.0,15870.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,362375.58,,0.35,4.19,,1.0,100.0,0.042,5.29
2006-11-07,3000.0,16380.0,0.01,0.05,0.01,0.02,0.0,16380.0,3000.0,3000.0,16380.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,374020.92,,0.36,4.17,,1.0,100.0,0.042,5.46
2006-11-08,3000.0,15780.0,0.01,0.05,0.01,0.02,0.0,15780.0,3000.0,3000.0,15780.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,360320.52,,0.37,4.19,,1.0,100.0,0.042,5.26
2006-11-09,3000.0,17100.0,0.01,0.04,0.01,0.02,0.0,17100.0,3000.0,3000.0,17100.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,390461.4,,0.36,4.21,,1.0,100.0,0.042,5.7
2006-11-10,3000.0,17340.0,0.01,0.04,0.01,0.02,0.0,17340.0,3000.0,3000.0,17340.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,395941.56,,0.39,4.19,,1.0,100.0,0.042,5.78
2006-11-13,3000.0,17700.0,0.01,0.03,0.01,0.02,0.0,17700.0,3000.0,3000.0,17700.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,404161.8,,0.4,4.18,,1.0,100.0,0.042,5.9
2006-11-14,3000.0,16860.0,0.01,0.03,0.01,0.02,0.0,16860.0,3000.0,3000.0,16860.0,,,,,,,,,,,,,,,,,,0.02,,,,4.2,4.2,68502.0,384981.24,,0.4,4.22,,1.0,100.0,0.042,5.62
2006-11-15,3000.0,17160.0,0.01,0.03,0.01,0.02,0.0,17160.0,3000.0,3000.0,17160.0,,,,,,,,,,,,,,,,,,0.02,,,,4.08,4.08,70502.0,403271.44,,0.4,4.07,,1.0,100.0,0.0408,5.72
2006-11-16,3000.0,16890.0,0.01,0.03,0.01,0.02,0.0,16890.0,3000.0,3000.0,16890.0,,,,,,,,,,,,,,,,,,0.02,,,,4.08,4.08,70502.0,396926.26,,0.4,4.08,,1.0,100.0,0.0408,5.63
2006-11-17,3010.0,16795.8,0.01,0.03,0.01,0.02,0.0,16740.0,3010.0,3000.0,16795.8,,,10.0,,,,,,,,,,,10.0,,,,0.02,,,,4.1,4.1,70492.0,393345.36,,0.4,4.07,,1.0,100.0,0.041,5.58
2006-11-20,3510.0,19410.3,0.01,0.03,0.01,0.02,0.0,19355.0,3510.0,3500.0,19410.3,,,500.0,0.0,,,,,500.0,,,,0.0,500.0,,,,0.02,,,,100.0,4.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0478,5.53
2006-11-21,3510.0,18848.7,0.01,0.03,0.01,0.02,0.0,18795.0,3510.0,3500.0,18848.7,,,,,,,,0.0,,0.0,,,,,,,,0.02,,,,100.0,4.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0478,5.37
2006-11-22,3510.0,18181.8,0.01,0.03,0.01,0.02,0.0,18130.0,3406.0,3500.0,17643.08,,,,,,,,0.0,,104.0,,,,,,,,0.02,,,,100.0,4.65,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0479,5.18
2006-11-23,3510.0,20007.0,0.01,0.03,0.01,0.02,0.0,19950.0,3386.0,3500.0,19300.2,,,,,,,,0.0,,21.0,,,,,,,,0.02,,,,100.0,4.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0479,5.7
2006-11-24,3511.0,19626.49,0.01,0.02,0.01,0.02,0.0,19565.0,3736.0,3500.0,20884.24,,,350.0,,,,,,,,,,,350.0,,,,0.02,,,,100.0,5.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0475,5.59
2006-11-27,3510.0,18427.5,0.01,0.02,0.01,0.02,0.0,18375.0,3510.0,3500.0,18427.5,,,,,,,,0.0,,226.0,,,,,,,,0.02,,,,100.0,4.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0478,5.25
2006-11-28,3509.0,18352.07,0.01,0.02,0.01,0.02,0.0,18305.0,3290.0,3500.0,17206.7,,,,,,,,0.0,,220.0,,,,,,,,0.02,,,,100.0,4.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.048,5.23
2006-11-29,3510.0,18603.0,0.01,0.02,0.01,0.02,0.0,18550.0,3510.0,3500.0,18603.0,,,220.0,,,,,,,,,,,220.0,,,,0.02,,,,100.0,4.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0478,5.3
2006-11-30,3500.0,19110.0,0.01,0.02,0.01,0.02,0.0,19110.0,0.0,3500.0,0.0,,,,,,,,0.02,,3510.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0476,5.46
2006-12-01,7200.0,39960.0,0.03,0.04,0.03,0.04,0.0,39960.0,0.0,7200.0,0.0,,,,0.02,,,,,3700.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0979,5.55
2006-12-04,7200.0,39600.0,0.03,0.03,0.03,0.04,0.0,39600.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0979,5.5
2006-12-05,16210.0,92397.0,0.07,0.07,0.07,0.09,0.0,92340.0,6175.0,16200.0,35197.5,,,,0.05,,,,,9000.0,,,,0.05,,,6175.0,,0.03,,,,100.0,8.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2207,5.7
2006-12-06,16210.0,93045.4,0.07,0.07,0.07,0.09,0.0,92988.0,6408.0,16200.0,36781.92,,,233.0,,,,,,,,,,,233.0,,,,0.04,,,,100.0,8.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2199,5.74
2006-12-07,16210.0,91910.7,0.07,0.06,0.07,0.09,0.0,91854.0,6340.0,16200.0,35947.8,,,,,,,,0.0,,69.0,,,,,,,,0.04,,,,100.0,8.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2201,5.67
2006-12-08,16210.0,90776.0,0.07,0.06,0.07,0.09,0.0,90720.0,716.0,16200.0,4009.6,,,,,,,,0.03,,5623.0,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1777,5.6
2006-12-11,10710.0,60404.4,0.05,0.04,0.05,0.06,0.0,60348.0,716.0,10700.0,4038.24,,,,,,,,0.0,,0.0,,,,,,,5500.0,0.0,0.03,,,100.0,0.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1174,5.64
2006-12-12,10710.0,60939.9,0.05,0.04,0.05,0.06,0.0,60883.0,721.0,10700.0,4102.49,,,5.0,,,,,,,,,,,5.0,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1172,5.69
2006-12-13,10710.0,61582.5,0.05,0.04,0.05,0.06,0.0,61525.0,727.0,10700.0,4180.25,,,6.0,,,,,,,,,,,6.0,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1169,5.75
2006-12-14,10710.0,68008.5,0.05,0.04,0.05,0.06,0.0,67945.0,733.0,10700.0,4654.55,,,6.0,,,,,,,,,,,6.0,,,,0.0,,,,100.0,0.8,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1167,6.35
2006-12-15,10711.0,66193.98,0.05,0.03,0.05,0.06,0.0,66126.0,805.0,10700.0,4974.9,,,72.0,,,,,,,,,,,72.0,,,,0.0,,,,100.0,0.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1179,6.18
2006-12-18,10711.0,63623.34,0.05,0.03,0.05,0.06,0.0,63558.0,785.0,10700.0,4662.9,,,,,,,,0.0,,20.0,,,,,,,,0.0,,,,100.0,0.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1187,5.94
2006-12-19,10711.0,63623.34,0.05,0.03,0.05,0.06,0.0,63558.0,756.0,10700.0,4490.64,,,,,,,,0.0,,28.0,,,,,,,,0.0,,,,100.0,0.84,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1195,5.94
2006-12-20,10711.0,64266.0,0.05,0.03,0.05,0.06,0.0,64200.0,756.0,10700.0,4536.0,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,100.0,0.84,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1195,6.0
2006-12-21,10711.0,62552.24,0.05,0.03,0.05,0.06,0.0,62488.0,764.0,10700.0,4461.76,,,7.0,,,,,,,,,,,7.0,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1192,5.84
