,ALHGR FP Equity_DX_SI_QTY,ALHGR FP Equity_DX_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHGR FP Equity_DX_SI_MV,ALHGR FP Equity_DX_DSS,ALHGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY,ALHGR FP Equity_DX_BROKER_SI_QTY,ALHGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHGR FP Equity_DX_BROKER_SI_MV_INC_x,ALHGR FP Equity_DX_SUPPLY_SI_MV_NEW,ALHGR FP Equity_DX_BROKER_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_NEW,ALHGR FP Equity_DX_SUPPLY_SI_MV_DEC,ALHGR FP Equity_DX_BROKER_SI_QTY_INC,ALHGR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHGR FP Equity_DX_BROKER_SI_MV_INC_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHGR FP Equity_DX_BROKER_SI_MV_ADD,ALHGR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV,ALHGR FP Equity_DX_BROKER_SI_MV_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV_RMV,ALHGR FP Equity_DX_BROKER_SI_MV_RMV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHGR FP Equity_DX_BROKER_SI_CON_RATIO,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHGR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHGR FP Equity_PX_LAST
2023-03-27,50325.0,389515.5,0.9,7.93,0.34,0.4,0.0,286511.58,26154.0,37017.0,202431.96,,,100.0,,,,,,,,,,,100.0,,,1838.0,0.21,0.02,,,100.0,60.15,0.0,0.0,,0.0,100.0,17.79,0.1943,28.81,1.1574,7.74
2023-03-28,50325.0,369385.5,0.9,7.89,0.34,0.39,0.0,271704.78,26154.0,37017.0,191970.36,,,,,,,,,,,,,,,,,,0.2,,,,100.0,60.15,0.0,0.0,,0.0,100.0,17.41,0.1947,29.09,1.1574,7.34
2023-03-29,50175.0,366779.25,0.9,8.04,0.34,0.38,0.0,269497.77,26054.0,36867.0,190454.74,,,,,,,,0.01,,100.0,,,,,,,150.0,0.19,0.0,,,100.0,60.06,0.0,0.0,,0.0,100.0,17.99,0.1948,28.68,1.1566,7.31
2023-03-30,50175.0,369789.75,0.9,7.44,0.34,0.37,0.0,271709.79,26054.0,36867.0,192017.98,,,,,,,,,,,,,,,,,,0.19,,,,100.0,60.06,0.0,0.0,,0.0,100.0,18.16,0.1947,28.58,1.1566,7.37
2023-03-31,50975.0,367020.0,0.91,7.54,0.35,0.38,0.0,262562.4,27254.0,36467.0,196228.8,,,1200.0,,,,,,,,,,,1200.0,,,400.0,0.2,0.0,,,100.0,61.14,0.0,0.0,,0.0,100.0,20.05,0.1964,28.39,1.1435,7.2
2023-04-03,51975.0,405405.0,0.93,7.33,0.36,0.39,0.0,292242.6,27254.0,37467.0,212581.2,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.2,,,,100.0,61.14,0.0,0.0,,0.0,100.0,20.37,0.1925,26.89,1.1659,7.8
2023-04-04,53175.0,398280.75,0.95,6.69,0.36,0.42,0.0,289615.83,27254.0,38667.0,204132.46,,,,0.01,,,,,1200.0,,,,0.01,,,,,0.21,,,,100.0,61.14,0.0,0.0,,0.0,100.0,21.2,0.1935,27.31,1.1928,7.49
2023-04-05,51709.0,403847.29,0.93,6.49,0.35,0.4,0.0,290539.81,27254.0,37201.0,212853.74,,,,,,,,,,,,,,,,,1466.0,0.2,0.01,,,100.0,61.14,0.0,0.0,,0.0,100.0,22.25,0.1897,24.66,1.1599,7.81
2023-04-06,51709.0,412637.82,0.93,6.47,0.35,0.41,0.0,296863.98,27088.0,37201.0,216162.24,,,,,,,,0.0,,166.0,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,22.05,0.19,24.99,1.1599,7.98
2023-04-07,51709.0,412637.82,0.93,6.41,0.35,0.41,0.0,296863.98,27088.0,37201.0,216162.24,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.89,0.1898,25.06,1.1599,
2023-04-10,51709.0,412637.82,0.93,6.41,0.35,0.42,0.0,296863.98,27088.0,37201.0,216162.24,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.81,0.1892,24.9,1.1599,
2023-04-11,51709.0,398159.3,0.93,6.41,0.35,0.41,0.0,286447.7,27088.0,37201.0,208577.6,,,,,,,,,,,,,,,,,,0.22,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.47,0.1894,25.4,1.1599,7.7
2023-04-12,51709.0,392988.4,0.93,6.02,0.35,0.4,0.0,282727.6,27088.0,37201.0,205868.8,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.74,0.1895,25.21,1.1599,7.6
2023-04-13,51709.0,397125.12,0.93,6.19,0.35,0.4,0.0,285703.68,27088.0,37201.0,208035.84,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.95,0.1896,25.0,1.1599,7.68
2023-04-14,51709.0,397642.21,0.93,6.3,0.35,0.4,0.0,286075.69,27088.0,37201.0,208306.72,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.83,0.1894,25.03,1.1599,7.69
2023-04-17,51709.0,395573.85,0.93,6.34,0.35,0.4,0.0,284587.65,27088.0,37201.0,207223.2,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.78,0.1894,25.08,1.1599,7.65
2023-04-18,51709.0,397642.21,0.93,6.33,0.35,0.4,0.0,286075.69,27088.0,37201.0,208306.72,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.91,0.1895,25.04,1.1599,7.69
2023-04-19,51709.0,390402.95,0.93,6.52,0.35,0.4,0.0,280867.55,27088.0,37201.0,204514.4,,,,,,,,,,,,,,,,,,0.21,,,,100.0,60.76,0.0,0.0,,0.0,100.0,21.69,0.1894,25.2,1.1599,7.55
2023-04-20,51696.0,398059.2,0.93,6.59,0.35,0.4,0.0,286347.6,27088.0,37188.0,208577.6,,,,,,,,,,,,,,,,,13.0,0.2,0.0,,,100.0,60.76,0.0,0.0,,0.0,100.0,22.07,0.1897,24.9,1.1596,7.7
2023-04-21,43896.0,329220.0,0.79,5.71,0.3,0.34,0.0,219660.0,27188.0,29288.0,203910.0,,,100.0,,,100.0,,,,,,,,100.0,0.0,,8000.0,0.21,0.06,,,100.0,60.95,0.0,0.0,,0.0,100.0,25.91,0.2313,30.31,0.984,7.5
2023-04-24,35896.0,323064.0,0.64,4.65,0.25,0.28,0.0,191592.0,19188.0,21288.0,172692.0,,,,,,,,0.06,,8000.0,,,,,,,8000.0,0.14,0.06,,,100.0,52.41,0.0,0.0,,0.0,100.0,35.94,0.3029,36.18,0.9805,9.0
2023-04-25,35896.0,335986.56,0.64,4.53,0.25,0.33,0.0,199255.68,19188.0,21288.0,179599.68,,,,,,,,,,,,,,,,,,0.17,,,,100.0,52.41,0.0,0.0,,0.0,100.0,33.01,0.2991,37.83,0.9805,9.36
2023-04-26,35896.0,323064.0,0.64,4.54,0.25,0.33,0.0,191592.0,19188.0,21288.0,172692.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,52.41,0.0,0.0,,0.0,100.0,31.66,0.2983,38.63,0.9805,9.0
2023-04-27,37186.0,349176.54,0.67,4.76,0.25,0.34,0.0,205950.87,19833.0,21933.0,186231.87,,,645.0,,,645.0,,,,,,,,645.0,0.01,,,0.18,,,,100.0,53.24,0.0,0.0,,0.0,100.0,31.73,0.2774,36.32,0.9981,9.39
2023-04-28,36986.0,338791.76,0.66,4.84,0.25,0.35,0.0,199990.28,19733.0,21833.0,180754.28,,,,,,,,0.0,,100.0,,,,,,,100.0,0.19,0.0,,,100.0,53.9,0.0,0.0,,0.0,100.0,30.85,0.2807,37.26,1.0103,9.16
2023-05-01,36986.0,338791.76,0.66,4.93,0.25,0.34,0.0,199990.28,19733.0,21833.0,180754.28,,,,,,,,,,,,,,,,,,0.18,,,,100.0,53.9,0.0,0.0,,0.0,100.0,31.15,0.2808,37.07,1.0103,
2023-05-02,36986.0,332874.0,0.66,4.93,0.25,0.34,0.0,196497.0,19733.0,21833.0,177597.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,53.9,0.0,0.0,,0.0,100.0,30.97,0.28,37.09,1.0103,9.0
2023-05-03,36986.0,343969.8,0.66,4.98,0.25,0.34,0.0,203046.9,19733.0,21833.0,183516.9,,,,,,,,,,,,,,,,,,0.18,,,,100.0,53.9,0.0,0.0,,0.0,100.0,31.78,0.2809,36.66,1.0103,9.3
2023-05-04,35986.0,338268.4,0.64,4.88,0.25,0.34,0.0,195830.2,19733.0,20833.0,185490.2,,,,,,,,,,,,,,,,,1000.0,0.18,0.01,,,100.0,53.9,0.0,0.0,,0.0,100.0,32.38,0.2871,38.1,0.983,9.4
2023-05-05,35986.0,351223.36,0.64,4.92,0.25,0.34,0.0,203330.08,19733.0,20833.0,192594.08,,,,,,,,,,,,,,,,,,0.19,,,,100.0,53.72,0.0,0.0,,0.0,100.0,32.75,0.2876,37.9,0.9797,9.76
2023-05-08,35986.0,338988.12,0.64,4.97,0.25,0.35,0.0,196246.86,19733.0,20833.0,185884.86,,,,,,,,,,,,,,,,,,0.19,,,,100.0,53.72,0.0,0.0,,0.0,100.0,31.53,0.2863,38.59,0.9797,9.42
2023-05-09,35986.0,342946.58,0.64,5.08,0.25,0.34,0.0,198538.49,19733.0,20833.0,188055.49,,,,,,,,,,,,,,,,,,0.19,,,,100.0,53.72,0.0,0.0,,0.0,100.0,32.37,0.2871,38.11,0.9797,9.53
2023-05-10,35886.0,348094.2,0.64,4.92,0.25,0.34,0.0,201110.1,19733.0,20733.0,191410.1,,,,,,,,,,,,,,,,,100.0,0.19,0.0,,,100.0,53.72,0.0,0.0,,0.0,100.0,32.53,0.288,38.21,0.977,9.7
2023-05-11,35686.0,352934.54,0.64,4.96,0.24,0.35,0.0,204060.37,19633.0,20633.0,194170.37,,,,,,,,0.0,,100.0,,,,,,,100.0,0.19,0.0,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.63,0.2888,38.33,0.9716,9.89
2023-05-12,35686.0,349722.8,0.64,5.06,0.24,0.35,0.0,202203.4,19633.0,20633.0,192403.4,,,,,,,,,,,,,,,,,,0.19,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.14,0.2882,38.6,0.9716,9.8
2023-05-15,35686.0,359001.16,0.64,5.21,0.24,0.35,0.0,207567.98,19633.0,20633.0,197507.98,,,,,,,,,,,,,,,,,,0.19,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.71,0.2889,38.29,0.9716,10.06
2023-05-16,35686.0,356146.28,0.64,5.75,0.24,0.36,0.0,205917.34,19633.0,20633.0,195937.34,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.1,0.2883,38.63,0.9716,9.98
2023-05-17,35686.0,359001.16,0.64,5.7,0.24,0.36,0.0,207567.98,19633.0,20633.0,197507.98,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.36,0.2885,38.48,0.9716,10.06
2023-05-18,35686.0,355432.56,0.64,5.71,0.24,0.36,0.0,205504.68,19633.0,20633.0,195544.68,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.12,0.2886,38.67,0.9716,9.96
2023-05-19,35686.0,356860.0,0.64,6.67,0.24,0.36,0.0,206330.0,19633.0,20633.0,196330.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.33,0.2885,38.51,0.9716,10.0
2023-05-22,35686.0,356860.0,0.64,6.09,0.24,0.36,0.0,206330.0,19633.0,20633.0,196330.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.25,0.2884,38.55,0.9716,10.0
2023-05-23,35686.0,356860.0,0.64,5.7,0.24,0.36,0.0,206330.0,19633.0,20633.0,196330.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.16,0.2875,38.4,0.9716,10.0
2023-05-24,35686.0,353291.4,0.64,5.64,0.24,0.36,0.0,204266.7,19633.0,20633.0,194366.7,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.12,0.2882,38.6,0.9716,9.9
2023-05-25,36072.0,353144.88,0.65,6.23,0.25,0.36,0.0,203886.54,19826.0,20826.0,194096.54,,,193.0,0.0,,,,,193.0,,,,0.0,193.0,,,,0.2,,,,100.0,53.7,0.0,0.0,,0.0,100.0,31.75,0.2907,39.36,0.977,9.79
2023-05-26,36072.0,360359.28,0.65,6.08,0.25,0.36,0.0,208051.74,19826.0,20826.0,198061.74,,,,,,,,,,,,,,,,,,0.19,,,,100.0,53.7,0.0,0.0,,0.0,100.0,32.23,0.2909,39.03,0.977,9.99
2023-05-29,36072.0,358555.68,0.65,5.95,0.25,0.36,0.0,207010.44,19826.0,20826.0,197070.44,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.7,0.0,0.0,,0.0,100.0,31.83,0.2909,39.34,0.977,9.94
2023-05-30,36072.0,354587.76,0.65,6.04,0.25,0.36,0.0,204719.58,19826.0,20826.0,194889.58,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.7,0.0,0.0,,0.0,100.0,31.73,0.2908,39.38,0.977,9.83
2023-05-31,36072.0,357112.8,0.65,6.01,0.25,0.36,0.0,206177.4,19826.0,20826.0,196277.4,,4491.0,,,0.04,,,,,,,4491.0,,,,,,0.2,,0.04,,100.0,53.7,0.0,0.0,4491.0,0.0,100.0,32.04,0.291,39.19,0.977,9.9
2023-06-01,36072.0,374427.36,0.65,6.16,0.25,0.36,0.0,216173.88,19826.0,20826.0,205793.88,,,,,,,,,,,,,,,,,,0.2,,,,100.0,53.7,0.0,0.0,,0.0,100.0,32.64,0.2917,38.86,0.977,10.38
2023-06-02,35686.0,374703.0,0.64,5.97,0.24,0.37,0.0,216646.5,19633.0,20633.0,206146.5,,,,,,,,0.0,,193.0,,,,,,,193.0,0.2,0.0,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.37,0.2885,38.48,0.9716,10.5
2023-06-05,35686.0,374703.0,0.64,5.75,0.24,0.37,0.0,216646.5,19633.0,20633.0,206146.5,,,,,,,,,,,,,,,,,,0.21,,,,100.0,53.45,0.0,0.0,,0.0,100.0,32.13,0.2883,38.62,0.9716,10.5
2023-06-06,35100.0,362232.0,0.63,5.69,0.24,0.37,0.0,206885.04,19633.0,20047.0,202612.56,,,,,,,,,,,,,,,,,586.0,0.21,0.01,,,100.0,53.45,0.0,0.0,,0.0,100.0,30.58,0.2871,39.5,0.9556,10.32
2023-06-07,36272.0,377228.8,0.65,5.99,0.25,0.37,0.0,214583.2,19633.0,20633.0,204183.2,,,586.0,0.01,,,,0.01,586.0,586.0,,,0.01,586.0,,,,0.2,,,,100.0,52.61,0.0,0.0,,0.0,100.0,33.57,0.29,37.8,0.972,10.4
2023-06-08,36272.0,380130.56,0.65,5.86,0.25,0.38,0.0,216233.84,19633.0,20633.0,205753.84,,,,,,,,,,,,,,,,,,0.2,,,,100.0,52.61,0.0,0.0,,0.0,100.0,33.51,0.29,37.84,0.972,10.48
2023-06-09,36272.0,376503.36,0.65,5.93,0.25,0.38,0.0,214170.54,19633.0,20633.0,203790.54,,,,,,,,,,,,,,,,,,0.21,,,,100.0,52.61,0.0,0.0,,0.0,100.0,33.24,0.2895,37.98,0.972,10.38
2023-06-12,36272.0,369974.4,0.65,5.92,0.25,0.37,0.0,210456.6,19633.0,20633.0,200256.6,,,,,,,,,,,,,,,,,,0.2,,,,100.0,52.61,0.0,0.0,,0.0,100.0,33.14,0.2894,38.05,0.972,10.2
2023-06-13,36272.0,338417.76,0.65,5.91,0.25,0.36,0.0,192505.89,19633.0,20633.0,183175.89,,,,,,,,,,,,,,,,,,0.2,,,,100.0,52.61,0.0,0.0,,0.0,100.0,32.15,0.2883,38.61,0.972,9.33
2023-06-14,36272.0,348211.2,0.65,5.7,0.25,0.34,0.0,198076.8,19633.0,20633.0,188476.8,,,,,,,,,,,,,,,,,,0.18,,,,100.0,52.61,0.0,0.0,,0.0,100.0,34.17,0.2909,37.46,0.972,9.6
2023-06-15,36272.0,362357.28,0.65,5.64,0.25,0.35,0.0,206123.67,19633.0,20633.0,196133.67,,,,,,,,,,,,,,,,,,0.19,,,,100.0,52.61,0.0,0.0,,0.0,100.0,34.18,0.2909,37.46,0.972,9.99
2023-06-16,36272.0,371425.28,0.65,5.61,0.25,0.36,0.0,211281.92,19633.0,20633.0,201041.92,,,,,,,,,,,,,,,,,,0.2,,,,100.0,52.58,0.0,0.0,,0.0,100.0,33.94,0.2911,37.75,0.9715,10.24
2023-06-19,36272.0,366347.2,0.65,5.58,0.25,0.37,0.0,208393.3,19633.0,20633.0,198293.3,,,,,,,,,,,,,,,,,,0.2,,,,100.0,52.58,0.0,0.0,,0.0,100.0,33.36,0.2908,38.19,0.9715,10.1
2023-06-20,36272.0,362720.0,0.65,5.58,0.25,0.37,0.0,206330.0,19633.0,20633.0,196330.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,52.58,0.0,0.0,,0.0,100.0,33.29,0.2896,37.96,0.9715,10.0
2023-06-21,36272.0,391737.6,0.65,5.87,0.25,0.37,0.0,222836.4,19633.0,20633.0,212036.4,,,,,,,,,,,,,,,,,,0.2,,,,100.0,52.58,0.0,0.0,,0.0,100.0,34.61,0.2915,37.2,0.9715,10.8
2023-06-22,36272.0,389561.28,0.65,4.6,0.25,0.39,0.0,221598.42,19633.0,20633.0,210858.42,,,,,,,,,,,,,,,,,,0.21,,,,100.0,52.58,0.0,0.0,,0.0,100.0,33.36,0.2919,38.26,0.9715,10.74
2023-06-23,31083.0,321398.22,0.56,3.92,0.21,0.33,0.0,221906.74,20461.0,21461.0,211566.74,,,828.0,0.01,,,,,828.0,,,,0.01,828.0,,,,0.22,,,,100.0,53.9,0.0,0.0,,0.0,100.0,26.29,0.2743,39.4,0.8187,10.34
2023-06-26,31083.0,322019.88,0.56,3.98,0.21,0.32,0.0,222335.96,20461.0,21461.0,211975.96,,,,,,,,,,,,,,,,,,0.21,,,,100.0,53.9,0.0,0.0,,0.0,100.0,25.76,0.2753,39.94,0.8187,10.36
2023-06-27,37528.0,394044.0,0.68,4.89,0.26,0.39,0.0,223240.5,20261.0,21261.0,212740.5,,,,,,,,0.0,,200.0,,,,,,,200.0,0.21,0.0,,,100.0,53.37,0.0,0.0,,0.0,100.0,32.29,0.2975,40.17,0.9885,10.5
2023-06-28,47028.0,483447.84,0.85,6.26,0.32,0.49,0.0,316223.08,29761.0,30761.0,305943.08,,,9500.0,0.1,,,,,9500.0,,,,0.1,9500.0,,,,0.31,,,,100.0,62.7,0.0,0.0,,0.0,100.0,25.53,0.2432,31.44,0.9908,10.28
2023-06-29,40871.0,425058.4,0.74,5.63,0.28,0.42,0.0,322909.6,30049.0,31049.0,312509.6,,,288.0,0.0,,,,,288.0,,,,0.0,288.0,,,,0.31,,,,100.0,63.04,0.0,0.0,,0.0,100.0,29.33,0.2393,30.68,0.8575,10.4
2023-06-30,40871.0,423423.56,0.74,5.64,0.28,0.42,0.0,321667.64,30049.0,31049.0,311307.64,,,,,,,,,,,,,,,,,,0.31,,,,100.0,63.31,0.0,0.0,,0.0,100.0,29.07,0.2391,30.82,0.8611,10.36
2023-07-03,47428.0,485662.72,0.85,7.08,0.32,0.49,0.0,317040.64,29961.0,30961.0,306800.64,,,,,,,,0.0,,88.0,,,,,,,88.0,0.31,0.0,,,100.0,63.12,0.0,0.0,,0.0,100.0,26.13,0.243,31.04,0.9992,10.24
2023-07-04,47428.0,475228.56,0.85,7.54,0.32,0.49,0.0,310229.22,29961.0,30961.0,300209.22,,,,,,,,,,,,,,,,,,0.31,,,,100.0,63.12,0.0,0.0,,0.0,100.0,26.04,0.2433,30.98,0.9992,10.02
2023-07-05,40453.0,394012.22,0.73,6.25,0.28,0.4,0.0,298345.94,29631.0,30631.0,288605.94,,,70.0,,,,,0.01,,400.0,,,,70.0,,,330.0,0.3,0.0,,,100.0,62.87,0.0,0.0,,0.0,100.0,29.16,0.24,31.23,0.8583,9.74
2023-07-06,40453.0,396439.4,0.73,6.13,0.28,0.39,0.0,300183.8,29631.0,30631.0,290383.8,,,,,,,,,,,,,,,,,,0.29,,,,100.0,62.96,0.0,0.0,,0.0,100.0,29.73,0.241,31.04,0.8595,9.8
2023-07-07,46828.0,463597.2,0.84,7.25,0.32,0.46,0.0,303543.9,29661.0,30661.0,293643.9,,,100.0,0.0,,,,0.0,100.0,70.0,,,0.0,100.0,,,70.0,0.29,0.0,,,100.0,63.02,0.0,0.0,,0.0,100.0,26.42,0.2402,29.51,0.995,9.9
2023-07-10,46828.0,455636.44,0.84,7.45,0.32,0.46,0.0,298331.53,29661.0,30661.0,288601.53,,,,,,,,,,,,,,,,,,0.29,,,,100.0,63.02,0.0,0.0,,0.0,100.0,26.56,0.2401,29.66,0.995,9.73
2023-07-11,46828.0,457977.84,0.84,7.4,0.32,0.46,0.0,299864.58,29661.0,30661.0,290084.58,,,,,,,,,,,,,,,,,,0.29,,,,100.0,63.02,0.0,0.0,,0.0,100.0,26.45,0.2402,29.53,0.995,9.78
2023-07-12,46828.0,454231.6,0.84,7.53,0.32,0.46,0.0,297411.7,29661.0,30661.0,287711.7,,,,,,,,,,,,,,,,,,0.29,,,,100.0,63.02,0.0,0.0,,0.0,100.0,26.5,0.2402,29.61,0.995,9.7
2023-07-13,40653.0,402058.17,0.73,6.52,0.28,0.4,0.0,303929.59,29731.0,30731.0,294039.59,,,70.0,0.0,,,,,70.0,,,,0.0,70.0,,,,0.29,,,,100.0,63.17,0.0,0.0,,0.0,100.0,29.77,0.2406,30.89,0.8638,9.89
2023-07-14,33596.0,326217.16,0.61,5.44,0.23,0.33,0.0,225699.24,22244.0,23244.0,215989.24,,,430.0,0.0,,,,0.07,400.0,7917.0,,,0.0,430.0,,,7887.0,0.22,0.08,,,100.0,56.71,0.0,0.0,,0.0,100.0,21.88,0.2407,36.35,0.8566,9.71
2023-07-17,39144.0,387134.16,0.71,6.51,0.27,0.38,0.0,284149.59,27731.0,28731.0,274259.59,,,5487.0,0.05,,,,,5487.0,,,,0.05,5487.0,,,,0.27,,,,100.0,62.11,0.0,0.0,,0.0,100.0,31.06,0.2521,33.47,0.8767,9.89
2023-07-18,41329.0,409157.1,0.74,6.9,0.28,0.41,0.0,237758.4,23016.0,24016.0,227858.4,,,,,,,,0.04,,4715.0,,,,,,,4715.0,0.23,0.04,,,100.0,57.54,0.0,0.0,,0.0,100.0,28.94,0.2637,37.56,1.0332,9.9
2023-07-19,41329.0,390559.05,0.74,7.08,0.28,0.4,0.0,226951.2,23016.0,24016.0,217501.2,,,,,,,,,,,,,,,,,,0.23,,,,100.0,57.54,0.0,0.0,,0.0,100.0,28.38,0.2647,38.06,1.0332,9.45
2023-07-20,41329.0,392625.5,0.74,7.41,0.28,0.39,0.0,228152.0,23016.0,24016.0,218652.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,57.54,0.0,0.0,,0.0,100.0,29.14,0.2636,37.42,1.0332,9.5
2023-07-21,41329.0,393038.79,0.74,7.38,0.28,0.39,0.0,228392.16,23016.0,24016.0,218882.16,,,,,,,,,,,,,,,,,,0.22,,,,100.0,57.54,0.0,0.0,,0.0,100.0,29.06,0.2638,37.5,1.0332,9.51
2023-07-24,41329.0,393452.08,0.74,7.4,0.28,0.39,0.0,228632.32,23016.0,24016.0,219112.32,,,,,,,,,,,,,,,,,,0.22,,,,100.0,57.54,0.0,0.0,,0.0,100.0,29.08,0.2638,37.48,1.0332,9.52
2023-07-25,41329.0,392625.5,0.74,7.33,0.28,0.39,0.0,228152.0,23016.0,24016.0,218652.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,57.54,0.0,0.0,,0.0,100.0,29.03,0.2638,37.51,1.0332,9.5
2023-07-26,47141.0,448782.32,0.85,9.09,0.32,0.45,0.0,283429.44,28772.0,29772.0,273909.44,,,5756.0,0.05,,,,,5756.0,,,,0.05,5756.0,,,,0.27,,,,100.0,62.88,0.0,0.0,,0.0,100.0,25.11,0.2408,32.39,1.0302,9.52
2023-07-27,47141.0,457739.11,0.85,9.24,0.32,0.45,0.0,289086.12,28772.0,29772.0,279376.12,,,,,,,,,,,,,,,,,,0.27,,,,100.0,62.96,0.0,0.0,,0.0,100.0,25.37,0.2409,32.25,1.0315,9.71
2023-07-28,47141.0,446896.68,0.85,9.17,0.32,0.46,0.0,282238.56,28772.0,29772.0,272758.56,,,,,,,,,,,,,,,,,,0.28,,,,100.0,62.96,0.0,0.0,,0.0,100.0,24.77,0.2408,32.53,1.0315,9.48
2023-07-31,47141.0,434168.61,0.85,9.4,0.32,0.45,0.0,274200.12,28772.0,29772.0,264990.12,,,,,,,,,,,,,,,,,,0.27,,,,100.0,62.96,0.0,0.0,,0.0,100.0,24.78,0.2408,32.52,1.0315,9.21
2023-08-01,47141.0,424269.0,0.85,9.21,0.32,0.43,0.0,267948.0,28772.0,29772.0,258948.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,62.96,0.0,0.0,,0.0,100.0,24.95,0.2414,32.52,1.0315,9.0
2023-08-02,47141.0,423797.59,0.85,9.05,0.32,0.43,0.0,267650.28,28772.0,29772.0,258660.28,,,,,,,,,,,,,,,,,,0.26,,,,100.0,62.96,0.0,0.0,,0.0,100.0,25.26,0.2409,32.31,1.0315,8.99
2023-08-03,47141.0,419554.9,0.85,13.1,0.32,0.42,0.0,264970.8,28772.0,29772.0,256070.8,,,,,,,,,,,,,,,,,,0.26,,,,100.0,62.96,0.0,0.0,,0.0,100.0,25.14,0.2409,32.37,1.0315,8.9
2023-08-04,47141.0,421911.95,0.85,13.78,0.32,0.42,0.0,266459.4,28772.0,29772.0,257509.4,,,,,,,,,,,,,,,,,,0.26,,,,100.0,62.96,0.0,0.0,,0.0,100.0,25.38,0.2409,32.27,1.0315,8.95
