,AFRN FP Equity_DX_SI_QTY,AFRN FP Equity_DX_SHORT_INTEREST_VALUE,AFRN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AFRN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AFRN FP Equity_DX_SI_MV,AFRN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AFRN FP Equity_DX_SUPPLY_SI_QTY,AFRN FP Equity_DX_BROKER_SI_QTY,AFRN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AFRN FP Equity_DX_BROKER_SI_MV_NEW_x,AFRN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AFRN FP Equity_DX_SUPPLY_SI_QTY_INC_x,AFRN FP Equity_DX_BROKER_SI_MV_INC_x,AFRN FP Equity_DX_SUPPLY_SI_MV_NEW,AFRN FP Equity_DX_BROKER_SI_QTY_ADD,AFRN FP Equity_DX_BROKER_SI_QTY_NEW,AFRN FP Equity_DX_SUPPLY_SI_MV_DEC,AFRN FP Equity_DX_BROKER_SI_QTY_INC,AFRN FP Equity_DX_SUPPLY_SI_QTY_DEC,AFRN FP Equity_DX_BROKER_SI_MV_NEW_y,AFRN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AFRN FP Equity_DX_BROKER_SI_MV_INC_y,AFRN FP Equity_DX_SUPPLY_SI_QTY_INC_y,AFRN FP Equity_DX_BROKER_SI_MV_ADD,AFRN FP Equity_DX_SUPPLY_SI_QTY_ADD,AFRN FP Equity_DX_BROKER_SI_QTY_DEC,AFRN FP Equity_DX_SUPPLY_SI_MV,AFRN FP Equity_DX_BROKER_SI_MV_DEC,AFRN FP Equity_DX_SUPPLY_SI_MV_RMV,AFRN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AFRN FP Equity_DX_UTILIZATION_QUANTITY,AFRN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AFRN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AFRN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AFRN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AFRN FP Equity_DX_ACTIVE_UTILIZATION_MV,AFRN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AFRN FP Equity_DX_BROKER_SI_CON_RATIO,AFRN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AFRN FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.49,,0.0,0.0,,0.0,,0.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.63,,0.0,0.0,,0.0,,0.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.34,,0.0,0.0,,0.0,,0.0
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4358.91,,0.0,0.0,,0.0,,0.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.34,,0.0,0.0,,0.0,,0.0
2016-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.34,,0.0,0.0,,0.0,,0.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4357.62,,0.0,0.0,,0.0,,0.0
2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4358.48,,0.0,0.0,,0.0,,0.0
2016-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4358.91,,0.0,0.0,,0.0,,0.0
2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.34,,0.0,0.0,,0.0,,0.0
2016-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.34,,0.0,0.0,,0.0,,0.0
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.34,,0.0,0.0,,0.0,,0.0
2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.49,,0.0,0.0,,0.0,,0.0
2016-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.92,,0.0,0.0,,0.0,,0.0
2016-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.49,,0.0,0.0,,0.0,,0.0
2016-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4362.35,,0.0,0.0,,0.0,,0.0
2016-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4362.35,,0.0,0.0,,0.0,,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4362.35,,0.0,0.0,,0.0,,0.0
2016-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.92,,0.0,0.0,,0.0,,0.0
2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.92,,0.0,0.0,,0.0,,0.0
2016-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.49,,0.0,0.0,,0.0,,0.0
2016-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.49,,0.0,0.0,,0.0,,0.0
2016-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.63,,0.0,0.0,,0.0,,0.0
2016-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4363.64,,0.0,0.0,,0.0,,0.0
2016-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.49,,0.0,0.0,,0.0,,0.0
2016-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.49,,0.0,0.0,,0.0,,0.0
2016-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4363.21,,0.0,0.0,,0.0,,0.0
2016-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.92,,0.0,0.0,,0.0,,0.0
2016-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4363.21,,0.0,0.0,,0.0,,0.0
2016-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4364.07,,0.0,0.0,,0.0,,0.0
2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4363.21,,0.0,0.0,,0.0,,0.0
2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4363.21,,0.0,0.0,,0.0,,0.0
2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4364.93,,0.0,0.0,,0.0,,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4363.64,,0.0,0.0,,0.0,,0.0
2016-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.77,,0.0,0.0,,0.0,,0.0
2016-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.77,,0.0,0.0,,0.0,,0.0
2016-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.77,,0.0,0.0,,0.0,,0.0
2016-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4359.77,,0.0,0.0,,0.0,,0.0
2016-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.63,,0.0,0.0,,0.0,,0.0
2016-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.49,,0.0,0.0,,0.0,,0.0
2016-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4360.2,,0.0,0.0,,0.0,,0.0
2016-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4362.35,,0.0,0.0,,0.0,,0.0
2016-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4362.78,,0.0,0.0,,0.0,,0.0
2016-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4362.78,,0.0,0.0,,0.0,,0.0
2016-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4361.06,,0.0,0.0,,0.0,,0.0
2016-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4364.07,,0.0,0.0,,0.0,,0.0
2016-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4364.07,,0.0,0.0,,0.0,,0.0
2016-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4364.07,,0.0,0.0,,0.0,,0.0
2017-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4362.78,,0.0,0.0,,0.0,,0.0
2017-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4366.65,,0.0,0.0,,0.0,,0.0
2017-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4365.36,,0.0,0.0,,0.0,,0.0
2017-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4365.36,,0.0,0.0,,0.0,,0.0
2017-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4365.79,,0.0,0.0,,0.0,,0.0
2017-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4364.07,,0.0,0.0,,0.0,,0.0
2017-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4366.65,,0.0,0.0,,0.0,,0.0
2017-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,43.0,4365.36,,0.0,0.0,,0.0,,0.0
