,ERO FP Equity_DX_SI_QTY,ERO FP Equity_DX_SHORT_INTEREST_VALUE,ERO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ERO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ERO FP Equity_DX_SI_MV,ERO FP Equity_DX_DSS,ERO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ERO FP Equity_DX_SUPPLY_SI_QTY,ERO FP Equity_DX_BROKER_SI_QTY,ERO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ERO FP Equity_DX_BROKER_SI_MV_NEW_x,ERO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ERO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ERO FP Equity_DX_BROKER_SI_MV_INC_x,ERO FP Equity_DX_SUPPLY_SI_MV_NEW,ERO FP Equity_DX_BROKER_SI_QTY_ADD,ERO FP Equity_DX_BROKER_SI_QTY_NEW,ERO FP Equity_DX_SUPPLY_SI_MV_DEC,ERO FP Equity_DX_BROKER_SI_QTY_INC,ERO FP Equity_DX_SUPPLY_SI_QTY_DEC,ERO FP Equity_DX_BROKER_SI_MV_NEW_y,ERO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ERO FP Equity_DX_BROKER_SI_MV_INC_y,ERO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ERO FP Equity_DX_BROKER_SI_MV_ADD,ERO FP Equity_DX_SUPPLY_SI_QTY_ADD,ERO FP Equity_DX_BROKER_SI_QTY_DEC,ERO FP Equity_DX_SUPPLY_SI_MV,ERO FP Equity_DX_BROKER_SI_MV_DEC,ERO FP Equity_DX_SUPPLY_SI_MV_RMV,ERO FP Equity_DX_BROKER_SI_MV_RMV,ERO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ERO FP Equity_DX_UTILIZATION_QUANTITY,ERO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ERO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ERO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ERO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ERO FP Equity_DX_ACTIVE_UTILIZATION_MV,ERO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ERO FP Equity_DX_BROKER_SI_CON_RATIO,ERO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ERO FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-10-03,67674.0,8689341.6,1.29,,8.57,,5429008.8,27422.0,42282.0,3520984.8,,,4.0,,,,,0.01,,66.0,,,,4.0,,,87.0,3.47,0.01,,,4.44,4.44,590440.0,75812496.0,,75.78,4.38,35.31,0.4118,52.91,0.1095
2006-10-04,67607.0,8739556.89,1.28,,8.59,,5460106.26,27395.0,42238.0,3541351.65,,,18.0,,,,,0.01,,45.0,,,,18.0,,,44.0,3.48,0.01,,,4.78,4.78,545598.0,70529453.46,,70.18,4.72,35.31,0.4113,52.86,0.118
2006-10-05,67883.0,8815965.21,1.21,,8.61,,5503630.86,27544.0,42378.0,3577139.28,,,157.0,0.01,,,,0.0,140.0,7.0,,,0.01,157.0,,,,3.49,,,,5.03,5.03,520049.0,67538763.63,,67.19,4.94,35.18,0.412,53.01,0.124
2006-10-06,65339.0,8505177.63,1.22,,8.26,,5158376.76,27765.0,39628.0,3614170.05,,,221.0,0.0,,,,,162.0,,,,0.0,221.0,,,2912.0,3.51,0.38,,,5.07,5.07,520387.0,67738775.79,,67.52,4.94,37.72,0.471,57.1,0.1192
2006-10-09,65392.0,8516654.08,1.23,,8.27,,5167141.76,27776.0,39674.0,3617546.24,,,16.0,0.01,,,,0.0,46.0,5.0,,,0.01,16.0,,,,3.51,,,,5.01,5.01,526235.0,68536846.4,,68.31,4.89,37.66,0.4712,57.15,0.118
2006-10-10,60280.0,7896077.2,1.13,,7.63,,4524001.63,27801.0,34537.0,3641652.99,,,32.0,,,,,0.0,,8.0,,,,32.0,,,5136.0,3.52,0.66,,,5.02,5.02,526189.0,68925497.11,,68.42,4.89,43.26,0.4485,50.78,0.1088
2006-10-11,60535.0,7951272.25,1.13,,7.64,,4548125.1,27978.0,34626.0,3674910.3,,,177.0,0.01,,,,,89.0,,,,0.01,177.0,,,,3.53,,,,5.05,5.05,526394.0,69141851.9,,68.5,4.9,43.12,0.4486,50.9,0.1092
2006-10-12,55439.0,7308523.37,1.06,,7.03,,4570414.27,22845.0,34669.0,3011656.35,,,,0.01,,,,0.64,43.0,5134.0,,,0.01,,,,,2.9,,,,4.12,4.12,531690.0,70092692.7,,69.7,3.99,43.05,0.4487,50.96,0.1
2006-10-13,39057.0,5174271.36,0.87,,5.15,,2521889.28,22021.0,19036.0,2917342.08,,,,,,,,0.0,,824.0,,,,,,,15633.0,2.9,1.9,,,3.98,3.98,530603.0,70294285.44,,70.3,3.97,10.51,0.8119,89.49,0.0707
2006-10-16,39047.0,5183489.25,0.88,,5.18,,2527029.0,22011.0,19036.0,2921960.25,,,,,,,,0.0,,10.0,,,,,,,0.0,2.92,0.0,,,3.88,3.88,545697.0,72441276.75,,72.38,3.88,10.51,0.8119,89.49,0.0688
2006-10-17,39052.0,5128699.16,0.87,,5.18,,2499997.88,22016.0,19036.0,2891361.28,,,5.0,,,,,,,,,,,5.0,,,,2.92,,,,3.88,3.88,545261.0,71609127.13,,72.22,3.88,10.51,0.8119,89.49,0.0688
2006-10-18,38693.0,5121792.41,0.85,,5.14,,2496762.94,21811.0,18862.0,2887122.07,,,,,,,,0.03,,205.0,,,,,,,174.0,2.9,0.03,,,3.87,3.87,542419.0,71800003.03,,71.45,3.9,10.6,0.8104,89.4,0.0686
2006-10-19,39043.0,5175149.65,0.86,,5.17,,2523221.8,22007.0,19036.0,2917027.85,,,196.0,0.03,,,,,174.0,,,,0.03,196.0,,,,2.92,,,,3.91,3.91,540895.0,71695632.25,,71.64,3.91,10.51,0.8119,89.49,0.0694
2006-10-20,39099.0,5191956.21,0.86,,5.18,,2530844.61,22043.0,19059.0,2927089.97,,,36.0,0.0,,,,,23.0,,,,0.0,36.0,,,,2.92,,,,3.91,3.91,542397.0,72024897.63,,72.05,3.89,10.49,0.8122,89.51,0.0693
2006-10-23,23057.0,3085487.74,0.49,,3.06,,2553017.96,3979.0,19078.0,532469.78,,1000.0,,0.0,0.13,,,2.54,19.0,19064.0,,1000.0,0.0,,,,,0.53,,,,0.42,0.42,942814.0,126167369.48,,125.26,0.42,9.95,0.7359,85.06,0.0244
2006-10-24,20939.0,2806454.17,0.44,,2.81,,2278510.0,3939.0,17000.0,527944.17,,,,,,,,0.0,,40.0,,,,,,,2078.0,0.53,0.25,,,0.42,0.42,941633.0,126207070.99,,126.01,0.42,5.56,0.8951,94.44,0.0221
2006-10-25,24181.0,3243881.15,0.49,,3.06,,2683000.0,4181.0,20000.0,560881.15,,,242.0,,,20000.0,,,,,,,,242.0,2.52,,17000.0,0.54,2.27,,,0.45,0.45,925955.0,124216863.25,,123.74,0.43,5.05,0.9041,94.95,0.026
2006-10-26,24180.0,3238185.6,0.5,,3.06,,2678400.0,4180.0,20000.0,559785.6,,,,,,,,0.0,,1.0,,,,,,,,0.54,,,,0.45,0.45,925129.0,123893275.68,,123.49,0.43,5.05,0.9041,94.95,0.026
2006-10-27,41143.0,5479013.31,0.91,,5.24,,4927290.0,9143.0,37000.0,1217573.31,,,5000.0,1.52,,5000.0,,0.0,12000.0,38.0,,,1.52,5000.0,0.67,,,1.2,,,,0.97,0.97,929553.0,123788573.01,,123.6,0.96,13.85,0.7155,83.4,0.0438
2006-10-30,59116.0,7862428.0,1.39,,7.64,,7315000.0,9116.0,55000.0,1212428.0,,,,2.39,,,,0.0,18000.0,27.0,,,2.39,,,,,1.2,,,,0.97,0.97,928316.0,123466028.0,,123.33,0.96,42.38,0.4911,55.78,0.0631
2006-10-31,59118.0,7873335.24,1.39,,7.62,,7324900.0,9118.0,55000.0,1214335.24,,,2.0,,,,,,,,,,,2.0,,,,1.2,,,,0.97,0.97,929124.0,123740734.32,,123.34,0.96,42.35,0.4911,55.81,0.063
2006-11-01,35166.0,4712244.0,0.79,,4.43,,4288000.0,3166.0,32000.0,424244.0,,,48.0,,,,,,,,,,,48.0,,,23000.0,0.4,3.06,0.8,,0.56,0.56,557748.0,74738232.0,6000.0,73.77,0.54,,1.0,100.0,0.0627
2006-11-02,36155.0,4810061.2,0.81,,4.57,,4257280.0,4155.0,32000.0,552781.2,,1000.0,,,0.13,,,0.0,,12.0,,1000.0,,,,,,0.53,,,,0.42,0.42,989182.0,131600773.28,,131.3,0.4,3.19,0.9382,96.81,0.0364
2006-11-03,36157.0,4820089.67,0.83,,4.57,,4265920.0,4157.0,32000.0,554169.67,,,3.0,,,,,,,,,,,3.0,,,,0.53,,,,0.42,0.42,992926.0,132366965.06,,132.01,0.4,3.2,0.938,96.8,0.0363
2006-11-06,36149.0,4880115.0,0.83,,4.57,,4320000.0,4149.0,32000.0,560115.0,,,,,,,,0.0,,8.0,,,,,,,,0.53,,,,0.42,0.42,992520.0,133990200.0,,132.55,0.4,3.24,0.9373,96.76,0.0363
2006-11-07,36150.0,4894710.0,0.84,,4.55,,4332800.0,4150.0,32000.0,561910.0,,,1.0,,,,,,,,,,,1.0,,,,0.53,,,,0.43,0.43,959487.0,129914539.8,,128.68,0.41,3.25,0.9371,96.75,0.0375
2006-11-08,36216.0,4896765.36,0.94,,4.57,,4326720.0,4216.0,32000.0,570045.36,,,67.0,,,,,,,,,,,67.0,,,,0.54,,,,0.45,0.45,940892.0,127218007.32,,126.54,0.43,3.24,0.9372,96.76,0.0383
2006-11-09,36198.0,4902657.12,0.89,,4.57,,4334080.0,4198.0,32000.0,568577.12,,,,,,,,0.0,,19.0,,,,,,,,0.54,,,,0.44,0.44,940792.0,127420868.48,,126.54,0.42,3.25,0.9371,96.75,0.0383
2006-11-10,36198.0,4897227.42,0.94,,4.58,,4329280.0,4198.0,32000.0,567947.42,,,0.0,,,,,,,,,,,0.0,,,,0.54,,,,0.44,0.44,940882.0,127291925.78,,126.4,0.42,3.24,0.9374,96.76,0.0383
2006-11-13,36197.0,4892386.52,0.99,,4.57,,4325120.0,4197.0,32000.0,567266.52,,,,,,,,0.0,,1.0,,,,,,,,0.54,,,,0.45,0.45,919706.0,124307462.96,,123.8,0.43,3.24,0.9373,96.76,0.0392
2006-11-14,36187.0,4867875.24,1.02,,4.57,,4304640.0,4187.0,32000.0,563235.24,,,,,,,,0.0,,10.0,,,,,,,,0.54,,,,0.45,0.45,919484.0,123688987.68,,123.32,0.43,3.23,0.9375,96.77,0.0392
2006-11-15,36195.0,4896821.55,1.0,,4.58,,4329280.0,4195.0,32000.0,567541.55,,,9.0,,,,,,,,,,,9.0,,,,0.54,,,,0.46,0.46,916498.0,123993014.42,,123.17,0.44,3.25,0.9372,96.75,0.0393
2006-11-16,16190.0,2204106.6,0.52,,2.05,,1633680.0,4190.0,12000.0,570426.6,,,,,,,,0.0,,6.0,,,,,,,20000.0,0.54,2.53,,,0.46,0.46,914313.0,124474571.82,,123.45,0.44,8.26,0.8484,91.74,0.0176
2006-11-17,16194.0,2182465.38,0.52,,2.05,,1617240.0,4194.0,12000.0,565225.38,,,5.0,,,,,,,,,,,5.0,,,,0.54,,,,0.46,0.46,899763.0,121261059.51,,121.09,0.44,8.18,0.8497,91.82,0.0179
2006-11-20,11453.0,1549590.9,0.36,,1.46,,982413.3,4192.0,7261.0,567177.6,,,,,,,,0.0,,2.0,,,,,,,4739.0,0.54,0.6,,,0.46,0.46,899612.0,121717503.6,,121.4,0.44,12.87,0.7757,87.13,0.0127
2006-11-21,11447.0,1556219.65,0.36,,1.46,,987132.95,4186.0,7261.0,569086.7,,,,,,,,0.0,,7.0,,,,,,,,0.54,,,,0.45,0.45,925521.0,125824579.95,,125.18,0.43,12.92,0.775,87.08,0.0123
2006-11-22,11468.0,1552193.8,0.36,,1.46,,982776.35,4207.0,7261.0,569417.45,,,22.0,,,,,,,,,,,22.0,,,,0.54,,,,0.44,0.44,952436.0,128912212.6,,128.83,0.42,12.9,0.7753,87.1,0.012
2006-11-23,11471.0,1549732.1,0.36,,1.46,,980961.1,4210.0,7261.0,568771.0,,,2.0,,,,,,,,,,,2.0,,,,0.54,,,,0.44,0.44,955537.0,129093048.7,,128.6,0.42,12.86,0.7759,87.14,0.012
2006-11-24,11464.0,1537895.6,0.36,,1.46,,974063.15,4203.0,7261.0,563832.45,,,,,,,,0.0,,7.0,,,,,,,,0.54,,,,0.44,0.44,955583.0,128191459.45,,127.34,0.42,12.79,0.7769,87.21,0.0119
2006-11-27,112964.0,14994841.36,3.25,,1.46,,963825.14,105703.0,7261.0,14031016.22,,,101500.0,,,,,,,,,,,101500.0,,,,0.54,,,,3.32,3.32,3074816.0,408151075.84,,127.16,0.42,12.68,0.7786,87.32,0.0355
2006-11-28,11478.0,1510963.92,0.32,,1.46,,955838.04,4217.0,7261.0,555125.88,,,,,,,,0.0,,101486.0,,,,,,,,0.54,,,,0.44,0.44,951625.0,125271915.0,,125.83,0.43,12.59,0.78,87.41,0.012
2006-11-29,11373.0,1516134.63,0.32,,1.44,,967963.91,4112.0,7261.0,548170.72,,,,,,,,0.01,,105.0,,,,,,,,0.53,,,,0.44,0.44,928887.0,123829925.97,,122.62,0.43,12.71,0.7781,87.29,0.0122
2006-11-30,109857.0,14572531.05,2.91,,1.44,,963171.65,102596.0,7261.0,13609359.4,,,98484.0,,,,,,,,,,,98484.0,,,,0.53,,,,3.3,3.3,3007152.0,398898712.8,,123.11,0.43,12.67,0.7786,87.33,0.0353
2006-12-01,109933.0,14445196.2,2.9,,1.44,,954095.4,102672.0,7261.0,13491100.8,,,76.0,,,,,,,,,,,76.0,,,,0.53,,,,3.3,3.3,3012976.0,395905046.4,,121.76,0.43,12.55,0.7806,87.45,0.0353
2006-12-04,109881.0,14547145.59,2.87,,1.45,,961283.79,102620.0,7261.0,13585861.8,,,,,,,,0.0,,52.0,,,,,,,,0.53,,,,3.32,3.32,2989876.0,395829683.64,,119.17,0.44,12.64,0.7791,87.36,0.0355
2006-12-05,109759.0,14664899.99,2.68,,1.44,,970142.21,102498.0,7261.0,13694757.78,,,,,,,,0.0,,122.0,,,,,,,,0.53,,,,3.0,3.0,3311650.0,442469556.5,,121.0,0.44,12.74,0.7777,87.26,0.0321
2006-12-06,111221.0,14842442.45,2.65,,1.45,,968980.45,103960.0,7261.0,13873462.0,,,1462.0,,,,,,,,,,,1462.0,,,,0.53,,,,3.35,3.35,3000145.0,400369350.25,,120.23,0.44,12.72,0.778,87.28,0.0358
2006-12-07,141890.0,19043056.9,3.4,,1.57,,974498.81,134629.0,7261.0,18068558.09,,,,,,,,0.0,,94.0,,,,,,30763.0,,0.65,,,,4.34,4.34,2970428.0,398661141.88,,120.37,0.54,11.48,0.6364,78.28,0.0457
2006-12-08,363276.0,48671718.48,8.71,,4.86,,2701170.78,362867.0,20161.0,48616920.66,,,265524.0,,,12900.0,,0.0,,37285.0,,,,265524.0,1.73,,,2.34,,,,15.93,15.93,1914755.0,256538874.9,,117.74,1.95,32.95,0.4478,57.89,0.1595
2006-12-11,361881.0,48861172.62,8.39,,4.87,,2722138.22,361389.0,20161.0,48794742.78,,,,,,,,0.0,,1479.0,,,,,,,,2.34,,,,15.84,15.84,1920057.0,259246096.14,,119.19,1.93,32.79,0.4488,58.06,0.1586
2006-12-12,37078.0,5018878.08,0.87,,4.92,,2728992.96,18958.0,20161.0,2566154.88,,,,,,,,0.0,,342431.0,,,,,,,,2.52,,,,2.09,2.09,888610.0,120282249.6,,120.3,2.05,32.72,0.4488,58.09,0.0409
2006-12-13,38171.0,5193927.97,0.95,,5.07,,2892984.27,18949.0,21261.0,2578390.43,,,17.0,0.15,,,,0.01,1100.0,26.0,,,0.15,17.0,,,,2.52,,,,2.09,2.09,887627.0,120779405.89,,120.35,2.05,30.97,0.4118,55.26,0.0421
2006-12-14,38160.0,5235933.6,0.93,,5.09,,2917221.81,18939.0,21261.0,2598620.19,,,,,,,,0.0,,11.0,,,,,,,,2.53,,,,2.09,2.09,888403.0,121897775.63,,120.92,2.05,30.81,0.4127,55.43,0.0421
2006-12-15,38211.0,5266240.02,0.94,,5.12,,2930191.02,18999.0,21261.0,2618442.18,,,70.0,,,,,0.0,,9.0,,,,70.0,,,,2.55,,,,2.1,2.1,886328.0,122153724.96,,121.21,2.06,30.69,0.4126,55.48,0.0422
2006-12-18,25294.0,3477166.18,0.59,,3.39,,2922749.67,6094.0,21261.0,837742.18,,,,,,,,1.73,,12906.0,,,,,,,,0.82,,,,0.68,0.68,892262.0,122659257.14,,122.81,0.66,30.73,0.412,55.4,0.0282
2006-12-19,25316.0,3460444.04,0.57,,3.37,,2906166.09,6118.0,21261.0,836269.42,,,24.0,,,,,,,,,,,24.0,,,,0.82,,,,0.69,0.69,884658.0,120923902.02,,120.96,0.67,30.84,0.4115,55.28,0.0284
2006-12-20,18046.0,2480242.24,0.43,,2.36,,1576849.12,8667.0,11473.0,1191192.48,,,2549.0,,,,,,,,,,,2549.0,,,9788.0,1.14,1.34,,,1.01,1.01,847414.0,116468580.16,,115.79,0.97,18.67,0.3856,56.19,0.0211
2006-12-21,18052.0,2467708.4,0.46,,2.36,,1568359.1,8684.0,11473.0,1187102.8,,,23.0,,,,,0.0,,7.0,,,,23.0,,,,1.14,,,,1.01,1.01,847356.0,115833565.2,,115.91,0.98,18.56,0.3855,56.17,0.0211
2006-12-22,18052.0,2461390.2,0.45,,2.36,,1564343.55,8675.0,11473.0,1182836.25,,,10.0,,,,,0.01,,19.0,,,,10.0,,,,1.14,,,,1.01,1.01,847605.0,115570941.75,,115.5,0.98,18.54,0.386,56.24,0.0211
2006-12-25,10473.0,1427993.55,0.26,,1.95,,1291643.55,1000.0,9473.0,136350.0,,,,,,,,0.0,,4530.0,,,,,,,,0.73,,0.41,0.27,0.15,0.15,650693.0,88721990.55,3144.0,92.37,0.78,18.5,0.3868,56.35,0.0161
2006-12-26,18050.0,2461117.5,0.45,,2.35,,1564343.55,8669.0,11473.0,1182018.15,0.27,3147.0,4522.0,,0.41,,2000.0,,,,0.27,3147.0,,4522.0,,,,1.14,,,,0.98,0.98,872152.0,118917925.2,,118.65,0.95,18.55,0.3864,56.29,0.0205
2006-12-27,18054.0,2487119.04,0.45,,2.36,,1580520.48,8691.0,11473.0,1197272.16,,,39.0,,,,,0.0,,17.0,,,,39.0,,,,1.14,,,,0.99,0.99,872332.0,120172456.32,,119.04,0.95,18.69,0.3851,56.13,0.0205
2006-12-28,18040.0,2490782.8,0.45,,2.36,,1584077.11,8670.0,11473.0,1197066.9,,,,,,,,0.0,,21.0,,,,,,,,1.14,,,,1.01,1.01,850005.0,117360190.35,,116.63,0.97,18.69,0.3841,56.0,0.021
2006-12-29,22781.0,3128970.35,0.59,,2.98,,1575816.55,13419.0,11473.0,1843099.65,,,4763.0,,,,,0.0,,15.0,,,,4763.0,,,,1.76,,,,1.56,1.56,845421.0,116118574.35,,115.75,1.5,18.61,0.3846,56.06,0.0265
2007-01-01,10473.0,1438466.55,0.27,,2.57,,1301116.55,1000.0,9473.0,137350.0,,,,,,,,0.01,,9309.0,,,,,,,,1.35,,0.41,0.28,0.14,0.14,707889.0,97228554.15,3110.0,99.76,1.33,18.63,0.385,56.11,0.0148
2007-01-02,22740.0,3161087.4,0.58,,2.98,,1594861.73,13365.0,11473.0,1857868.65,0.27,3112.0,9253.0,,0.41,,2000.0,,,,0.27,3112.0,,9253.0,,,,1.76,,,,1.58,1.58,833201.0,115823271.01,,114.03,1.52,18.81,0.3841,55.98,0.0269
2007-01-03,306479.0,42615904.95,7.71,,3.0,,1595320.65,354869.0,11473.0,49344534.45,,,341504.0,,,,,,,,,,,341504.0,,,,1.78,,,,13.17,13.17,2339891.0,325361843.55,,114.32,1.54,18.8,0.3818,55.72,0.1137
2007-01-04,306135.0,42546642.3,7.69,,3.0,,1594517.54,354422.0,11473.0,49257569.56,,,11.0,,,,,0.01,,457.0,,,,11.0,,,,1.78,,,,13.18,13.18,2334453.0,324442277.94,,113.5,1.55,18.75,0.3826,55.81,0.1139
2007-01-05,306261.0,42355896.3,7.74,,3.0,,1586715.9,354579.0,11473.0,49038275.7,,,157.0,,,,,,,,,,,157.0,,,,1.78,,,,13.19,13.19,2333497.0,322722635.1,,113.02,1.55,18.68,0.3832,55.88,0.1139
2007-01-08,305426.0,41996075.0,7.76,,3.0,,1577537.5,353429.0,11473.0,48596487.5,,,234.0,,,,,0.0,,1383.0,,,,234.0,,,,1.78,,,,13.17,13.17,2330805.0,320485687.5,,112.66,1.55,18.62,0.3843,56.03,0.1138
2007-01-09,235603.0,32393056.47,6.11,,2.67,,1577422.77,283206.0,11473.0,38937992.94,,,153.0,,,,,0.33,,70377.0,,,,153.0,,,,1.45,,,,10.62,10.62,2382781.0,327608559.69,,110.25,1.3,18.64,0.3848,56.08,0.0884
2007-01-10,145422.0,19870462.08,3.8,,2.25,,1567670.72,193037.0,11473.0,26376575.68,,,43.0,,,,,0.42,,90211.0,,,,43.0,,,,1.03,,,,6.3,6.3,2870380.0,392208723.2,,112.08,0.91,18.55,0.3855,56.17,0.0475
2007-01-11,153627.0,21403313.64,4.53,,1.94,,1290242.52,208085.0,9261.0,28990402.2,,,15048.0,,,,,,,,,,,15048.0,,,2212.0,1.03,0.3,,,6.38,6.38,3055589.0,425704659.48,,112.53,0.9,20.58,0.5284,68.92,0.0471
2007-01-12,155799.0,21695010.75,4.71,,1.96,,1289594.25,211221.0,9261.0,29412524.25,,,3136.0,,,,,,,,,,,3136.0,,,,1.05,,,,6.37,6.37,3105852.0,432489891.0,,119.05,0.87,20.9,0.5258,68.65,0.047
2007-01-15,155514.0,21896371.2,4.94,,1.96,,1303948.8,210810.0,9261.0,29682048.0,,,,,,,,0.0,,411.0,,,,,,,,1.05,,,,6.36,6.36,3101375.0,436673600.0,,118.41,0.88,20.88,0.525,68.58,0.047
2007-01-16,157038.0,21935067.84,5.25,,1.97,,1293576.48,213012.0,9261.0,29753516.16,,,2201.0,,,,,,,,,,,2201.0,,,,1.05,,,,6.43,6.43,3100381.0,433061218.08,,116.83,0.89,21.07,0.5241,68.47,0.0474
2007-01-17,155759.0,21747071.58,5.23,,1.96,,1293020.82,211164.0,9261.0,29482717.68,,,,,,,,0.01,,1848.0,,,,,,,,1.05,,,,6.39,6.39,3095491.0,432192453.42,,117.33,0.88,20.94,0.5253,68.6,0.0471
2007-01-18,15094.0,2108631.8,0.52,,1.96,,1293761.7,7981.0,9261.0,1114945.7,,,,,,,,0.0,,203183.0,,,,,,,,1.05,,,,0.93,0.93,853839.0,119281308.3,,118.64,0.88,20.93,0.5253,68.59,0.0175
2007-01-19,15093.0,2121472.08,0.58,,1.96,,1301726.16,7979.0,9261.0,1121528.24,,,,,,,,0.0,,1.0,,,,,,,,1.05,,,,0.94,0.94,841817.0,118325797.52,,117.45,0.88,20.93,0.5247,68.54,0.0178
2007-01-22,15117.0,2120310.42,0.64,,1.97,,1298947.86,8015.0,9261.0,1124183.9,,,36.0,,,,,,,,,,,36.0,,,,1.05,,,,0.95,0.95,832172.0,116720444.72,,116.05,0.9,21.04,0.5241,68.47,0.018
2007-01-23,15112.0,2113413.2,0.61,,1.97,,1295150.85,8007.0,9261.0,1119778.95,,,,,,,,0.0,,8.0,,,,,,,,1.05,,,,0.95,0.95,832797.0,116466660.45,,115.92,0.9,21.01,0.5248,68.54,0.018
2007-01-24,15093.0,2139432.75,0.62,,1.97,,1312746.75,7979.0,9261.0,1131023.25,,,,,,,,0.01,,27.0,,,,,,,,1.05,,,,0.95,0.95,835304.0,118404342.0,,116.93,0.89,20.93,0.5238,68.47,0.0179
2007-01-25,15148.0,2133898.76,0.64,,1.97,,1304597.07,8058.0,9261.0,1135130.46,,,79.0,,,,,,,,,,,79.0,,,,1.06,,,,0.96,0.96,835179.0,117651665.73,,116.71,0.9,21.17,0.5226,68.31,0.018
2007-01-26,15125.0,2125213.75,0.63,,1.97,,1301263.11,8026.0,9261.0,1127733.26,,,,,,,,0.01,,32.0,,,,,,,,1.06,,,,0.98,0.98,811017.0,113955998.67,,113.14,0.92,21.07,0.5237,68.43,0.0185
2007-01-29,15116.0,2123798.0,0.61,,1.97,,1301170.5,8012.0,9261.0,1125686.0,,,,,,,,0.0,,14.0,,,,,,,,1.05,,,,1.0,1.0,793402.0,111472981.0,,110.68,0.94,21.03,0.524,68.47,0.0189
2007-01-30,15113.0,2133199.95,0.61,,1.97,,1307190.15,8008.0,9261.0,1130329.2,,,,,,,,0.0,,4.0,,,,,,,,1.06,,,,0.98,0.98,805469.0,113691949.35,,112.64,0.93,21.01,0.5236,68.43,0.0186
2007-01-31,15133.0,2125127.19,0.61,,1.98,,1300522.23,8037.0,9261.0,1128635.91,,,29.0,,,,,,,,,,,29.0,,,,1.06,,,,0.99,0.99,805806.0,113159336.58,,112.82,0.93,21.1,0.5234,68.4,0.0186
2007-02-01,15107.0,2148215.4,0.66,,1.97,,1316914.2,8000.0,9261.0,1137600.0,,,,,,,,0.01,,37.0,,,,,,,,1.05,,,,0.98,0.98,804916.0,114459055.2,,113.3,0.92,20.99,0.523,68.39,0.0186
2007-02-02,15154.0,2161566.56,0.61,,1.98,,1320989.04,8067.0,9261.0,1150676.88,,,67.0,,,,,,,,,,,67.0,,,,1.07,,,,0.99,0.99,804946.0,114817497.44,,113.81,0.93,21.19,0.5211,68.18,0.0186
2007-02-05,15165.0,2166926.85,0.6,,1.98,,1323304.29,8083.0,9261.0,1154979.87,,,16.0,,,,,,,,,,,16.0,,,,1.07,,,,1.02,1.02,783890.0,112010042.1,,110.99,0.95,21.24,0.5205,68.13,0.0191
2007-02-06,15170.0,2169310.0,0.52,,1.99,,1324323.0,8091.0,9261.0,1157013.0,,,8.0,,,,,,,,,,,8.0,,,,1.07,,,,1.02,1.02,782397.0,111882771.0,,111.16,0.96,21.26,0.5201,68.08,0.0192
2007-02-07,15172.0,2178699.2,0.52,,1.99,,1329879.6,8094.0,9261.0,1162298.4,,,3.0,,,,,,,,,,,3.0,,,,1.07,,,,0.94,0.94,851670.0,122299812.0,,121.1,0.88,21.27,0.5198,68.06,0.0176
2007-02-08,15192.0,2164860.0,0.53,,1.99,,1319692.5,8123.0,9261.0,1157527.5,,,29.0,,,,,,,,,,,29.0,,,,1.08,,,,0.94,0.94,853243.0,121587127.5,,121.32,0.88,21.36,0.5199,68.05,0.0176
2007-02-09,15168.0,2168417.28,0.51,,1.98,,1323952.56,8088.0,9261.0,1156260.48,,,,,,,,0.01,,35.0,,,,,,,,1.07,,,,0.95,0.95,843136.0,120534722.56,,119.7,0.89,21.09,0.5215,68.24,0.0178
2007-02-12,15176.0,2157723.68,0.51,,1.99,,1316728.98,8100.0,9261.0,1151658.0,,,12.0,,,,,,,,,,,12.0,,,,1.07,,,,0.86,0.86,937749.0,133329152.82,,132.95,0.8,21.29,0.5207,68.14,0.016
2007-02-13,15154.0,2156414.2,0.52,,1.98,,1317840.3,8068.0,9261.0,1148076.4,,,,,,,,0.0,,32.0,,,,,,,,1.07,,,,0.84,0.84,950131.0,135203641.3,,134.24,0.79,21.19,0.5213,68.2,0.0158
2007-02-14,15153.0,2172182.55,0.52,,1.98,,1327564.35,8067.0,9261.0,1156404.45,,,,,,,,0.0,,1.0,,,,,,,,1.07,,,,0.84,0.84,948483.0,135965038.05,,134.35,0.79,21.19,0.5205,68.13,0.0158
2007-02-15,15174.0,2173068.54,0.51,,1.99,,1326267.81,8097.0,9261.0,1159571.37,,,30.0,,,,,,,,,,,30.0,,,,1.08,,,,0.85,0.85,948959.0,135900418.39,,135.03,0.79,21.44,0.5186,67.92,0.0159
