,APX FP Equity_DX_SI_QTY,APX FP Equity_DX_SHORT_INTEREST_VALUE,APX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,APX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,APX FP Equity_DX_SI_MV,APX FP Equity_DX_DSS,APX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,APX FP Equity_DX_SUPPLY_SI_QTY,APX FP Equity_DX_BROKER_SI_QTY,APX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,APX FP Equity_DX_SUPPLY_SI_QTY_INC_x,APX FP Equity_DX_BROKER_SI_MV_INC_x,APX FP Equity_DX_BROKER_SI_QTY_ADD,APX FP Equity_DX_SUPPLY_SI_MV_DEC,APX FP Equity_DX_BROKER_SI_QTY_INC,APX FP Equity_DX_SUPPLY_SI_QTY_DEC,APX FP Equity_DX_BROKER_SI_MV_INC_y,APX FP Equity_DX_SUPPLY_SI_QTY_INC_y,APX FP Equity_DX_BROKER_SI_MV_ADD,APX FP Equity_DX_SUPPLY_SI_QTY_ADD,APX FP Equity_DX_BROKER_SI_QTY_DEC,APX FP Equity_DX_SUPPLY_SI_MV,APX FP Equity_DX_BROKER_SI_MV_DEC,APX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,APX FP Equity_DX_UTILIZATION_QUANTITY,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,APX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,APX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,APX FP Equity_DX_ACTIVE_UTILIZATION_MV,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,APX FP Equity_DX_BROKER_SI_CON_RATIO,APX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,APX FP Equity_DX_DEMAND_SUPPLY_RATIO,APX FP Equity_PX_LAST
2012-06-13,4700.0,287734.0,6.68,0.73,0.29,,287734.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,61.22
2012-06-14,4700.0,285337.0,10.54,0.73,0.29,,285337.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,60.71
2012-06-15,4700.0,287405.0,10.57,0.73,0.29,,287405.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,61.15
2012-06-18,4700.0,290742.0,10.57,0.73,0.29,,290742.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,61.86
2012-06-19,4700.0,293045.0,11.45,0.73,0.29,,293045.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,62.35
2012-06-20,4700.0,291588.0,11.45,0.73,0.29,,291588.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,62.04
2012-06-21,4700.0,288721.0,11.68,0.73,0.29,,288721.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,61.43
2012-06-22,4700.0,285995.0,11.83,0.73,0.29,,285995.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,60.85
2012-06-25,4700.0,281624.0,11.83,0.73,0.29,,281624.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,59.92
2012-06-26,4700.0,284068.0,11.77,0.73,0.28,,284068.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,60.44
2012-06-27,4700.0,288862.0,20.51,0.73,0.29,,288862.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,61.46
2012-06-28,4700.0,286230.0,20.56,1.05,0.29,,286230.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,60.9
2012-06-29,4700.0,291776.0,20.57,1.05,0.29,,291776.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,62.08
2012-07-02,4700.0,293609.0,20.33,1.05,0.29,,293609.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1858,62.47
2012-07-03,4700.0,299625.0,4.37,1.05,0.29,,299625.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,63.75
2012-07-04,4700.0,299860.0,4.39,1.05,0.3,,299860.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,63.8
2012-07-05,4700.0,304513.0,4.4,1.05,0.3,,304513.0,0.0,4700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,64.79
2012-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.91
2012-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.34
2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.65
2012-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.77
2012-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55
2012-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16
2012-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.67
2012-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.75
2012-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.32
2012-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.05
2012-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.89
2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.07
2012-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.83
2012-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.75
2012-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.73
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.04
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.31
2012-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4
2012-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.76
2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.08
2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7
2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.65
2012-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.75
2012-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.65
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.38
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.32
2012-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.06
2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9
2012-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.12
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.66
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.73
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.41
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79
2012-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89
2012-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.37
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.76
2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.67
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.18
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.64
2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.34
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.83
2012-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.74
2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.76
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2012-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.95
2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38
2012-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.01
2012-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.06
2012-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2012-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.54
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.54
2012-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.62
2012-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.82
2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.63
2012-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.86
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.55
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.96
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.31
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.98
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.51
2012-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.68
2012-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6
2012-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.37
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.24
2012-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.51
2012-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.93
2012-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.77
2012-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.97
2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.43
2012-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.57
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.85
2012-10-24,1500.0,98505.0,3.76,0.3,0.1,,98505.0,0.0,1500.0,0.0,,,1500.0,,,,,,0.1,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,65.67
2012-10-25,1500.0,99120.0,3.92,0.3,0.1,,99120.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,66.08
2012-10-26,1500.0,98490.0,3.92,0.3,0.1,,98490.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,65.66
2012-10-29,1500.0,98295.0,3.95,0.3,0.1,,98295.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,65.53
2012-10-30,1500.0,98460.0,3.96,0.3,0.1,,98460.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,65.64
2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.22
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.73
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.14
2012-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.64
2012-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.64
2012-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.74
2012-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.16
2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.15
2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.54
2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.88
2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38
2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.29
2012-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.41
2012-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.94
2012-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.08
2012-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.23
2012-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.65
2012-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.35
2012-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67
2012-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.63
2012-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.24
2012-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1
2012-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.88
2012-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.85
2012-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.81
2012-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.31
2012-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.69
2012-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2
2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.35
2012-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.06
2012-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.56
2012-12-14,2000.0,136940.0,1.59,0.36,0.14,,136940.0,0.0,2000.0,0.0,,,2000.0,,,,,,0.14,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,68.47
2012-12-17,2000.0,136400.0,1.67,0.36,0.14,,136400.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,68.2
2012-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.17
2012-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.26
2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.71
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.93
2012-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.37
2013-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.91
2013-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.14
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.09
2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.25
2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.84
2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.27
2013-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.08
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.02
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.34
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.13
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.26
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.46
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.65
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.73
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.29
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.23
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.83
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.71
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.35
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.07
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.66
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.27
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.22
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.35
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.12
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.08
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.92
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.84
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.46
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.02
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.83
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.78
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.94
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.34
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.96
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.18
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.68
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.34
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.57
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.87
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.16
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.05
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.23
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.93
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.63
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.45
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.34
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.53
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.33
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.22
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.96
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.04
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.49
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.31
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.82
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.57
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.06
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.27
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.32
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.47
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.48
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.56
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.54
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.31
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.29
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.34
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.61
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.56
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.86
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.29
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.62
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.35
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.81
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.05
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.14
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.83
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.15
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.26
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.75
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.81
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.04
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.29
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.62
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.96
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.64
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.66
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.01
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.95
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.91
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.96
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.47
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.14
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.63
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.96
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.03
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.16
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.13
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.18
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.36
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.34
2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.52
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.47
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.32
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.31
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.77
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.56
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.86
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.66
