,CNAA FP Equity_DX_SI_QTY,CNAA FP Equity_DX_SHORT_INTEREST_VALUE,CNAA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CNAA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CNAA FP Equity_DX_SI_MV,CNAA FP Equity_DX_DSS,CNAA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CNAA FP Equity_DX_SUPPLY_SI_QTY,CNAA FP Equity_DX_BROKER_SI_QTY,CNAA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CNAA FP Equity_DX_BROKER_SI_MV_NEW_x,CNAA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CNAA FP Equity_DX_BROKER_SI_MV_INC_x,CNAA FP Equity_DX_BROKER_SI_QTY_ADD,CNAA FP Equity_DX_BROKER_SI_QTY_NEW,CNAA FP Equity_DX_SUPPLY_SI_MV_DEC,CNAA FP Equity_DX_BROKER_SI_QTY_INC,CNAA FP Equity_DX_SUPPLY_SI_QTY_DEC,CNAA FP Equity_DX_BROKER_SI_MV_NEW_y,CNAA FP Equity_DX_BROKER_SI_MV_INC_y,CNAA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CNAA FP Equity_DX_BROKER_SI_MV_ADD,CNAA FP Equity_DX_SUPPLY_SI_QTY_ADD,CNAA FP Equity_DX_BROKER_SI_QTY_DEC,CNAA FP Equity_DX_SUPPLY_SI_MV,CNAA FP Equity_DX_BROKER_SI_MV_DEC,CNAA FP Equity_DX_SUPPLY_SI_MV_RMV,CNAA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CNAA FP Equity_DX_UTILIZATION_QUANTITY,CNAA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CNAA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CNAA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CNAA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CNAA FP Equity_DX_ACTIVE_UTILIZATION_MV,CNAA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CNAA FP Equity_DX_BROKER_SI_CON_RATIO,CNAA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CNAA FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-01-26,11670.0,1537872.6,1.75,2.06,1.53,,768936.3,5835.0,5835.0,768936.3,,,,,,0.74,,5665.0,,,,,,5665.0,0.77,0.74,,1.5,1.5,384078.0,50613798.84,,50.51,1.5,,1.0,100.0,0.0299
2015-01-27,5835.0,758199.9,0.87,1.03,0.76,,758199.9,5835.0,5835.0,758199.9,,,,,,,,,,,,,,,0.76,,,1.5,1.5,384078.0,49907095.32,,50.12,1.5,,1.0,100.0,0.015
2015-01-28,5835.0,737952.45,0.87,1.03,0.76,,737952.45,5835.0,5835.0,737952.45,,,,,,,,,,,,,,,0.74,,,1.5,1.5,384078.0,48574344.66,,48.52,1.5,,1.0,100.0,0.015
2015-01-29,11670.0,1495043.7,1.75,2.06,1.49,,747521.85,5835.0,5835.0,747521.85,,,,,,,,,,,,,,,0.75,,,1.5,1.5,384078.0,49204232.58,,49.35,1.5,,1.0,100.0,0.0299
2015-01-30,5835.0,727682.85,0.87,1.03,0.75,,727682.85,5835.0,5835.0,727682.85,,,,,,,,,,,,,,,0.73,,,1.5,1.5,384078.0,47898367.38,,47.88,1.5,,1.0,100.0,0.015
2015-02-02,11670.0,1453731.9,1.74,2.06,1.45,,726865.95,5835.0,5835.0,726865.95,,,,,,,,,,,,,,,0.73,,,1.5,1.5,384078.0,47844596.46,,47.89,1.5,,1.0,100.0,0.0299
2015-02-03,8420.0,1063446.0,1.25,1.49,1.05,,531723.0,4210.0,4210.0,531723.0,,,,,,0.19,,1625.0,,,,,,1625.0,0.53,0.2,,1.08,1.08,385703.0,48714288.9,,48.62,1.08,,1.0,100.0,0.0216
2015-02-04,8420.0,1096115.6,1.29,1.49,1.08,,548057.8,4210.0,4210.0,548057.8,,,,,,,,,,,,,,,0.55,,,1.08,1.08,385703.0,50210816.54,,50.25,1.08,,1.0,100.0,0.0216
2015-02-05,3935.0,483218.0,0.6,0.7,0.51,,483218.0,3935.0,3935.0,483218.0,,,,,,0.06,,275.0,,,,,,275.0,0.48,0.02,,1.01,1.01,385978.0,47398098.4,,47.31,1.01,,1.0,100.0,0.0101
2015-02-06,3935.0,476646.55,0.63,0.7,0.49,,476646.55,3935.0,3935.0,476646.55,,,,,,,,,,,,,,,0.48,,,1.01,1.01,385978.0,46753515.14,,46.85,1.01,,1.0,100.0,0.0101
2015-02-09,7686.0,942611.04,1.23,1.36,0.94,,471305.52,3843.0,3843.0,471305.52,,,,,,0.01,,92.0,,,,,,92.0,0.47,0.02,,0.99,0.99,386070.0,47347624.8,,47.37,0.99,,1.0,100.0,0.0197
2015-02-10,7686.0,956830.14,1.23,1.36,0.95,,478415.07,3843.0,3843.0,478415.07,,,,,,,,,,,,,,,0.47,,,0.99,0.99,386070.0,48061854.3,,47.58,0.99,,1.0,100.0,0.0197
2015-02-11,5686.0,713024.4,0.92,1.01,0.71,,356512.2,2843.0,2843.0,356512.2,,,,,,0.12,,1000.0,,,,,,1000.0,0.36,0.12,,0.73,0.73,387070.0,48538578.0,,48.58,0.73,,1.0,100.0,0.0146
2015-02-12,5686.0,718824.12,0.97,1.01,0.71,,359412.06,2843.0,2843.0,359412.06,,,,,,,,,,,,,,,0.36,,,0.73,0.73,387070.0,48933389.4,,48.87,0.73,,1.0,100.0,0.0146
2015-02-13,5686.0,728831.48,0.97,1.01,0.72,,364415.74,2843.0,2843.0,364415.74,,,,,,,,,,,,,,,0.36,,,0.73,0.73,387070.0,49614632.6,,49.59,0.73,,1.0,100.0,0.0146
2015-02-16,5686.0,737303.62,0.97,0.97,0.73,,368651.81,2843.0,2843.0,368651.81,,,,,,,,,,,,,,,0.37,,,0.73,0.73,387070.0,50191366.9,,50.41,0.73,,1.0,100.0,0.0146
2015-02-17,2843.0,368310.65,0.5,0.49,0.37,,368310.65,2843.0,2843.0,368310.65,,,,,,,,,,,,,,,0.37,,,0.73,0.73,387070.0,50144918.5,,50.06,0.73,,1.0,100.0,0.0073
2015-02-18,2843.0,369277.27,0.5,0.49,0.37,,369277.27,2843.0,2843.0,369277.27,,,,,,,,,,,,,,,0.37,,,0.73,0.73,387070.0,50276522.3,,50.36,0.73,,1.0,100.0,0.0073
2015-02-19,5686.0,737815.36,1.0,0.97,0.74,,368907.68,2843.0,2843.0,368907.68,,,,,,,,,,,,,,,0.37,,,0.73,0.73,387070.0,50226203.2,,50.3,0.73,,1.0,100.0,0.0146
2015-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.37,,2843.0,,,,,,2843.0,0.0,0.37,,0.0,0.0,389913.0,50571716.1,,50.46,0.0,,0.0,,0.0
2015-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,50743277.82,,50.84,0.0,,0.0,,0.0
2015-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,51215072.55,,51.22,0.0,,0.0,,0.0
2015-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,50216895.27,,50.19,0.0,,0.0,,0.0
2015-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,52174258.53,,52.26,0.0,,0.0,,0.0
2015-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,51846731.61,,51.95,0.0,,0.0,,0.0
2015-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,52509583.71,,52.59,0.0,,0.0,,0.0
2015-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,51183879.51,,51.11,0.0,,0.0,,0.0
2015-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,51725858.58,,51.7,0.0,,0.0,,0.0
2015-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,52092376.8,,52.15,0.0,,0.0,,0.0
2015-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,52256140.26,,52.28,0.0,,0.0,,0.0
2015-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,52965781.92,,52.9,0.0,,0.0,,0.0
2015-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,53328401.01,,53.27,0.0,,0.0,,0.0
2015-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,54611214.78,,54.84,0.0,,0.0,,0.0
2015-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,55675677.27,,55.72,0.0,,0.0,,0.0
2015-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,56077287.66,,56.23,0.0,,0.0,,0.0
2015-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,58097037.0,,58.03,0.0,,0.0,,0.0
2015-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,59161499.49,,59.21,0.0,,0.0,,0.0
2015-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,60417019.35,,60.36,0.0,,0.0,,0.0
2015-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,60518396.73,,60.45,0.0,,0.0,,0.0
2015-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,60799134.09,,60.5,0.0,,0.0,,0.0
2015-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,60647068.02,,60.62,0.0,,0.0,,0.0
2015-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,60588581.07,,60.51,0.0,,0.0,,0.0
2015-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,60163575.9,,60.27,0.0,,0.0,,0.0
2015-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,59964720.27,,60.25,0.0,,0.0,,0.0
2015-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,61446389.67,,61.38,0.0,,0.0,,0.0
2015-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,63832657.23,,63.89,0.0,,0.0,,0.0
2015-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,62249610.45,,62.32,0.0,,0.0,,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,63477836.4,,63.35,0.0,,0.0,,0.0
2015-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,62834479.95,,62.85,0.0,,0.0,,0.0
2015-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,62834479.95,,62.33,0.0,,0.0,,0.0
2015-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,62834479.95,,63.06,0.0,,0.0,,0.0
2015-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,65111571.87,,65.17,0.0,,0.0,,0.0
2015-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,65111571.87,,64.95,0.0,,0.0,,0.0
2015-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,64865926.68,,64.93,0.0,,0.0,,0.0
2015-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,67930642.86,,68.15,0.0,,0.0,,0.0
2015-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,68772854.94,,68.71,0.0,,0.0,,0.0
2015-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,67996928.07,,68.22,0.0,,0.0,,0.0
2015-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,67084531.65,,67.02,0.0,,0.0,,0.0
2015-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,69197860.11,,69.0,0.0,,0.0,,0.0
2015-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,66012270.9,,65.98,0.0,,0.0,,0.0
2015-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,68624688.0,,68.66,0.0,,0.0,,0.0
2015-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,389913.0,70617143.43,,70.54,0.0,,0.0,,0.0
