,DEC FP Equity_DX_SI_QTY,DEC FP Equity_DX_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DEC FP Equity_DX_SI_MV,DEC FP Equity_DX_DSS,DEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY,DEC FP Equity_DX_BROKER_SI_QTY,DEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DEC FP Equity_DX_BROKER_SI_MV_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,DEC FP Equity_DX_BROKER_SI_MV_INC_x,DEC FP Equity_DX_SUPPLY_SI_MV_NEW,DEC FP Equity_DX_BROKER_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_NEW,DEC FP Equity_DX_SUPPLY_SI_MV_DEC,DEC FP Equity_DX_BROKER_SI_QTY_INC,DEC FP Equity_DX_SUPPLY_SI_QTY_DEC,DEC FP Equity_DX_BROKER_SI_MV_NEW_y,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DEC FP Equity_DX_BROKER_SI_MV_INC_y,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,DEC FP Equity_DX_BROKER_SI_MV_ADD,DEC FP Equity_DX_SUPPLY_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_DEC,DEC FP Equity_DX_SUPPLY_SI_MV,DEC FP Equity_DX_BROKER_SI_MV_DEC,DEC FP Equity_DX_SUPPLY_SI_MV_RMV,DEC FP Equity_DX_BROKER_SI_MV_RMV,DEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DEC FP Equity_DX_UTILIZATION_QUANTITY,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DEC FP Equity_DX_ACTIVE_UTILIZATION_MV,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DEC FP Equity_DX_BROKER_SI_CON_RATIO,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-04-06,1831952.0,38931096.87,2.95,12.37,0.83,43.96,0.0,26149270.61,1173705.0,1230487.0,24942587.5,,,,0.67,,,,0.71,27601.0,23965.0,,,0.67,,,,12868.0,27.91,0.45,,,9.71,9.71,10912072.0,231894139.19,,259.0,9.73,16.68,0.1396,22.96,0.1516
2011-04-07,1898497.0,39640571.48,3.06,13.25,0.86,45.28,0.0,26070111.42,1218020.0,1248570.0,25432228.16,,,26372.0,0.68,,,,0.47,33583.0,17057.0,,,0.68,26372.0,,35000.0,15500.0,28.91,0.36,,,10.18,10.18,10743482.0,224323644.51,,253.67,10.23,16.94,0.1418,23.41,0.1587
2011-04-08,2040786.0,42620688.84,3.29,14.54,0.92,47.95,0.0,25553207.97,1319301.0,1223552.0,27552872.97,,,9152.0,0.22,,,,1.94,14525.0,77128.0,,,0.22,9152.0,,169257.0,39543.0,30.72,1.09,,,11.05,11.05,10624140.0,221879298.06,,247.03,11.06,20.15,0.1565,25.23,0.1709
2011-04-11,2059948.0,42661601.65,3.32,14.73,0.93,48.4,0.0,26320014.69,1184607.0,1270882.0,24533256.15,,,,2.22,,,,3.2,93611.0,136485.0,,,2.22,,,1791.0,46281.0,27.64,1.1,,,9.91,9.91,10770456.0,223056554.55,,250.63,9.93,24.09,0.1661,24.75,0.1723
2011-04-12,1932767.0,39673298.06,3.12,13.94,0.87,45.1,0.0,23575184.31,1179794.0,1148514.0,24217259.0,,,384.0,0.03,,768.0,,0.15,1500.0,5197.0,,,0.03,384.0,0.02,,124636.0,27.27,2.97,,,9.8,9.8,10853986.0,222796344.19,,250.24,9.83,20.17,0.1604,26.1,0.1606
2011-04-13,1931139.0,39570791.51,3.11,14.11,0.87,44.83,0.0,23463790.36,1159201.0,1145083.0,23753081.0,,,4946.0,,,24400.0,,0.62,,25539.0,,,,4946.0,0.56,,27831.0,26.65,0.71,,,9.72,9.72,10767364.0,220633064.69,,247.33,9.73,20.13,0.1592,26.33,0.1619
2011-04-14,1905820.0,39077550.94,3.07,14.03,0.86,44.12,0.0,23185551.53,1102742.0,1130764.0,22610979.36,,,,0.36,,,,1.31,16075.0,56459.0,,,0.36,,,,30394.0,25.32,0.78,,,9.2,9.2,10884875.0,223187004.71,,249.57,9.21,20.06,0.16,26.54,0.159
2011-04-15,1822914.0,37402075.91,2.94,13.28,0.82,42.24,0.0,21499678.24,1095347.0,1047858.0,22474045.2,,,3082.0,0.26,,,,0.49,10584.0,21061.0,,,0.26,3082.0,,10584.0,93490.0,25.14,2.14,,,9.6,9.6,10315965.0,211660290.06,,236.65,9.6,17.49,0.1563,27.77,0.1597
2011-04-18,1838135.0,37352686.68,2.96,13.12,0.83,42.57,0.0,20760086.11,1114594.0,1021609.0,22649631.53,,,16292.0,1.2,,,,0.81,50178.0,35223.0,,,1.2,16292.0,,38178.0,76427.0,25.62,1.79,,,9.76,9.76,10311128.0,209532125.52,,236.35,9.78,17.56,0.1579,28.31,0.1609
2011-04-19,1820962.0,36873419.89,2.94,13.07,0.82,41.68,0.0,20388308.31,1112171.0,1006859.0,22520814.97,,,,,,,,0.07,,2423.0,,,,,,,14750.0,25.19,0.37,,,9.72,9.72,10327009.0,209115917.34,,233.69,9.73,17.88,0.1583,28.34,0.1592
2011-04-20,1893798.0,39076653.28,3.05,13.64,0.85,43.48,0.0,21837657.29,1193292.0,1058333.0,24622403.1,,,89684.0,1.17,,,,2.25,51474.0,100000.0,,,1.17,89684.0,,91437.0,,27.07,,,,10.53,10.53,10135885.0,209143986.75,,230.42,10.51,17.42,0.1593,28.5,0.1672
2011-04-21,1848740.0,38254405.32,2.98,13.69,0.83,43.06,0.0,21310327.94,1176392.0,1029875.0,24342079.68,,,22547.0,,,,,0.86,,39447.0,,,,22547.0,,,28458.0,27.15,0.59,,,10.39,10.39,10150658.0,210038937.55,,234.31,10.39,17.67,0.1555,27.16,0.1632
2011-04-22,1887887.0,39064440.92,3.05,13.8,0.85,44.1,0.0,21310327.94,1215539.0,1029875.0,25152115.27,,,,,,,,,,,,,,,,39147.0,,28.14,,,,10.93,10.93,9903277.0,204920092.8,,229.25,10.93,17.25,0.1609,28.75,0.1698
2011-04-25,1870387.0,38702328.29,3.02,13.68,0.84,43.65,0.0,20948215.32,1215539.0,1012375.0,25152115.27,,,,,,,,,,,,,,,,,,28.1,,,0.41,10.97,10.97,9870006.0,204231644.28,,228.13,10.97,16.44,0.1606,28.98,0.1687
2011-04-26,1916122.0,39597269.87,3.09,14.01,0.86,44.74,0.0,21866179.31,1239374.0,1058110.0,25612057.45,0.4,,23551.0,0.58,,4400.0,17500.0,,23835.0,,0.4,,0.58,23551.0,0.1,284.0,,28.64,,,,11.21,11.21,9812627.0,202781054.38,,226.32,11.23,16.95,0.1572,28.19,0.1734
2011-04-27,1892322.0,40044778.16,3.05,13.91,0.85,44.37,0.0,22291538.58,1223460.0,1053390.0,25890511.39,,,1000.0,0.25,,,,0.6,10388.0,26504.0,,,0.25,1000.0,,9590.0,15108.0,28.33,0.4,,,10.81,10.81,10094133.0,213609162.05,,234.78,10.77,17.51,0.1551,28.05,0.1672
2011-04-28,1834004.0,38490801.14,2.96,13.54,0.83,43.53,0.0,21378508.26,1186680.0,1018640.0,24905214.98,,,,0.58,,,,0.7,20000.0,36780.0,,,0.58,,,,54750.0,27.98,1.2,,,9.82,9.82,10897718.0,228713730.38,,256.02,9.85,17.7,0.1568,27.92,0.1518
2011-04-29,1864025.0,39329261.09,3.01,13.76,0.84,44.27,0.0,22146929.82,1239650.0,1049662.0,26155506.77,,,18160.0,0.78,,,,0.06,34022.0,2052.0,,,0.78,18160.0,,36862.0,3000.0,29.15,0.07,,,10.27,10.27,10831040.0,228525261.19,,254.79,10.27,17.47,0.1547,27.36,0.1544
2011-05-02,1881388.0,39855464.23,3.03,14.29,0.85,44.86,0.0,22745468.28,1249822.0,1073706.0,26476322.81,,,16638.0,0.59,,,,0.15,24095.0,6749.0,,,0.59,16638.0,,283.0,51.0,29.53,0.0,,,10.35,10.35,10820892.0,229230586.17,,255.53,10.36,17.3,0.1529,26.78,0.1559
2011-05-03,1924078.0,40002610.89,3.1,15.09,0.87,45.75,0.0,23279099.6,1264392.0,1119697.0,26287386.06,,,,1.32,,,,0.21,54718.0,5430.0,,,1.32,,,20000.0,8727.0,29.83,0.17,,,10.46,10.46,10825463.0,225067166.76,,254.38,10.5,16.64,0.151,25.86,0.1591
2011-05-04,1930887.0,40075093.54,3.11,15.66,0.87,45.44,0.0,23380360.08,1270738.0,1126506.0,26373860.42,,,6346.0,0.08,,,,,6809.0,,,,0.08,6346.0,,,,29.56,,,,10.52,10.52,10811659.0,224393372.46,,251.25,10.53,16.75,0.151,25.76,0.1598
2011-05-05,1917514.0,39214426.01,3.09,15.71,0.87,45.05,0.0,22687225.49,1254059.0,1109364.0,25646333.68,,,1674.0,,,,,0.48,,20448.0,,,,1674.0,,2095.0,17142.0,29.14,0.32,,,10.38,10.38,10831114.0,221503425.06,,251.85,10.37,16.65,0.1508,25.99,0.1587
2011-05-06,1930154.0,39472922.35,3.11,16.07,0.87,45.02,0.0,22657981.05,1262239.0,1107934.0,25813620.07,,,11123.0,0.16,,,,0.14,6479.0,5998.0,,,0.16,11123.0,,3055.0,7909.0,29.04,0.33,,,10.44,10.44,10823607.0,221349901.96,,249.33,10.43,16.65,0.1532,26.65,0.1597
2011-05-09,1910715.0,39553890.92,3.08,15.43,0.86,44.38,0.0,22674446.54,1223753.0,1095326.0,25333025.95,,,110.0,0.29,,,,0.92,15425.0,38596.0,,,0.29,110.0,,,28033.0,28.04,0.75,,,10.12,10.12,10866205.0,224942331.69,,250.24,10.08,17.11,0.1545,26.49,0.158
2011-05-10,1922634.0,40247728.71,3.1,15.77,0.87,44.96,0.0,22601611.9,1250330.0,1079679.0,26173958.56,,,35440.0,0.24,,,,0.2,10887.0,8863.0,,,0.24,35440.0,,,26534.0,28.94,0.62,,,10.43,10.43,10731798.0,224655599.81,,248.65,10.43,17.0,0.1577,27.68,0.1605
2011-05-11,1981085.0,41728246.43,3.2,16.09,0.89,46.98,0.0,23710105.54,1241821.0,1125658.0,26156885.1,,,5555.0,1.95,,,,0.56,73355.0,27376.0,,,1.95,5555.0,,13312.0,27376.0,29.22,0.64,,,10.35,10.35,10760150.0,226644586.61,,253.47,10.34,16.35,0.1592,27.36,0.1651
2011-05-12,1942958.0,40351691.22,3.13,15.54,0.88,45.92,0.0,22958739.48,1271142.0,1105477.0,26399299.15,,,17903.0,0.24,,,,0.85,9819.0,35227.0,,,0.24,17903.0,,46645.0,30000.0,29.82,0.73,,,10.55,10.55,10782535.0,223933570.8,,252.69,10.55,16.8,0.1683,28.1,0.1612
2011-05-13,1968980.0,41173892.38,3.18,15.66,0.89,46.41,0.0,23887101.69,1301212.0,1142307.0,27210008.66,,,45727.0,0.79,,,,,36830.0,,,,0.79,45727.0,,,,30.34,,0.37,,10.67,10.67,10892161.0,227769030.04,15657.0,254.11,10.67,16.48,0.1654,27.65,0.1615
2011-05-16,1994847.0,41277673.28,4.11,15.6,0.9,46.93,0.0,24009184.37,1307274.0,1160304.0,27050309.65,,15657.0,,0.43,0.37,4400.0,,0.28,20254.0,13063.0,,15657.0,0.43,,0.1,3468.0,6657.0,30.54,0.15,,,10.7,10.7,10908057.0,225711151.24,,254.27,10.72,16.69,0.1656,27.46,0.1633
2011-05-17,2015570.0,41012420.36,4.15,16.13,0.91,46.9,0.0,24112980.26,1367276.0,1185041.0,27821062.06,,,64354.0,1.24,,,,0.11,51532.0,4352.0,,,1.24,64354.0,,,26795.0,31.5,0.65,,,11.12,11.12,10928710.0,222375233.04,,251.17,11.14,16.62,0.1651,26.98,0.1639
2011-05-18,2017001.0,40951336.88,4.15,16.43,0.91,46.9,0.0,24262162.79,1385593.0,1194999.0,28131808.42,,,56000.0,2.21,,,,1.02,70348.0,41016.0,,,2.21,56000.0,,3333.0,60390.0,31.47,1.57,,,11.31,11.31,10860254.0,220496628.48,,246.51,11.32,16.41,0.16,26.85,0.1647
2011-05-19,2728397.0,56004943.91,4.4,22.54,1.23,63.22,1.0,39034261.33,1389353.0,1901635.0,28518810.43,,,4760.0,16.82,,,,0.02,729484.0,1000.0,,,16.82,4760.0,,,22848.0,31.55,0.52,,,11.42,11.42,10776181.0,221199265.51,,245.24,11.4,19.71,0.2152,37.46,0.2243
2011-05-20,2453353.0,50490860.59,3.96,20.21,1.11,57.5,1.0,33460107.41,1419703.0,1625828.0,29217983.0,,,30453.0,,,,,0.0,,103.0,,,,30453.0,,,275807.0,32.67,6.27,,,11.67,11.67,10750653.0,221252189.1,,247.6,11.66,22.03,0.1836,30.05,0.2016
2011-05-23,2444641.0,48595155.28,3.94,20.15,1.1,56.64,1.0,32167560.85,1415781.0,1618230.0,28143231.48,,,2383.0,0.1,,,,0.19,4369.0,8055.0,,,0.1,2383.0,,1750.0,11967.0,32.41,0.2,,,11.63,11.63,10761425.0,213918165.87,,244.86,11.69,21.82,0.1805,29.49,0.2008
2011-05-24,2427964.0,47894475.17,3.92,19.49,1.1,54.91,1.0,31677970.25,1404825.0,1605884.0,27711842.55,,,,,,,,0.51,,10956.0,,,,,,,12346.0,31.14,0.72,,,11.57,11.57,10736852.0,211797164.81,,237.65,11.58,21.91,0.1837,30.12,0.2
2011-05-25,2554725.0,50155064.8,4.12,20.41,1.15,57.32,1.0,34200307.22,1487766.0,1742045.0,29208231.86,,,35669.0,3.14,,,,0.39,143469.0,16267.0,,,3.14,35669.0,,63539.0,7308.0,32.79,0.34,,,12.26,12.26,10651458.0,209112357.0,,234.8,12.25,20.59,0.1704,28.66,0.2105
2011-05-26,2556169.0,50000512.99,4.12,20.33,1.15,57.01,1.0,34016937.89,1509375.0,1739043.0,29524465.83,,,24611.0,,,,,0.08,,3002.0,,,,24611.0,,,3002.0,33.05,0.07,,,12.37,12.37,10694153.0,209185361.35,,234.24,12.36,20.56,0.1704,28.71,0.2095
2011-05-27,2583064.0,50792284.9,4.17,20.65,1.17,57.42,1.0,35350003.81,1473676.0,1797740.0,28977745.51,,,,1.24,,,,0.79,62594.0,35699.0,,,1.24,,,,3897.0,32.11,0.11,,,12.07,12.07,10737888.0,211145316.76,,234.38,12.05,19.61,0.1702,28.54,0.2115
2011-05-30,2580133.0,50815420.23,4.16,20.76,1.16,57.63,1.0,34916469.06,1472605.0,1772870.0,29002784.71,,,1572.0,0.46,,,,0.46,20752.0,23010.0,,,0.46,1572.0,,20367.0,45622.0,32.36,0.93,,,12.25,12.25,10545437.0,207691158.82,,231.83,12.25,20.37,0.1688,28.48,0.2147
2011-05-31,2550998.0,50960324.91,4.12,21.06,1.15,57.35,1.0,35033882.45,1458496.0,1753744.0,29135824.51,,,,,,,,0.31,,14109.0,,,,,,,19126.0,32.13,0.4,,,12.0,12.0,10699260.0,213735081.69,,236.24,11.97,20.21,0.1709,29.03,0.2098
2011-06-01,2524763.0,50402365.65,4.07,20.74,1.14,57.43,1.0,34486619.25,1450091.0,1727509.0,28948466.38,,,1295.0,,,,,0.16,,9700.0,,,,1295.0,,,26235.0,32.46,0.39,,,11.94,11.94,10691188.0,213430395.99,,238.74,11.97,20.5,0.1705,28.99,0.2079
2011-06-02,2564626.0,50808208.83,4.14,20.34,1.16,58.0,1.0,35306949.07,1435471.0,1782175.0,28438341.63,,,27383.0,1.23,,,,0.94,54766.0,42003.0,,,1.23,27383.0,,,100.0,31.9,0.0,,,11.83,11.83,10695976.0,211899661.87,,237.06,11.86,19.47,0.1656,28.47,0.2114
2011-06-03,2677007.0,52890946.15,4.32,21.22,1.21,60.04,1.0,34673905.68,1573752.0,1754975.0,31093393.59,,,139581.0,,,,,0.03,,1300.0,,,,139581.0,,,27200.0,34.67,0.64,,,12.94,12.94,10585383.0,209140626.92,,232.7,12.97,23.47,0.172,27.43,0.2202
2011-06-06,2644534.0,52237534.62,4.27,21.51,1.19,59.52,1.0,35153759.43,1540586.0,1779665.0,30431227.02,,,32662.0,0.71,,,,1.37,32855.0,65828.0,,,0.71,32662.0,,,8165.0,34.06,0.15,,,12.69,12.69,10594963.0,209282522.55,,233.61,12.72,21.62,0.1683,27.78,0.2179
2011-06-07,2565740.0,50623744.59,4.14,21.57,1.16,57.63,1.0,34512141.12,1479471.0,1749163.0,29190939.86,,,,,,,,1.4,,61115.0,,,,,,,30502.0,32.62,0.74,,,12.04,12.04,10805477.0,213199197.06,,237.88,12.06,20.81,0.1702,28.7,0.2089
2011-06-08,2621300.0,51098683.86,4.23,22.39,1.18,58.79,1.0,35191618.54,1455351.0,1805287.0,28370091.43,,,4245.0,1.43,,,,0.57,64110.0,28365.0,,,1.43,4245.0,,,7986.0,32.15,0.14,,,11.96,11.96,10709921.0,208775366.18,,235.56,12.01,20.24,0.1673,27.77,0.2155
2011-06-09,2704984.0,52971925.98,4.36,23.28,1.22,60.34,1.0,34931147.92,1529193.0,1783741.0,29946313.32,,,34943.0,0.07,,,,2.09,4004.0,90686.0,,,0.07,34943.0,,129585.0,25550.0,33.61,0.69,,,12.58,12.58,10622754.0,208026272.46,,232.74,12.62,23.46,0.173,27.19,0.2226
2011-06-10,2586223.0,49917580.09,4.17,22.69,1.17,57.67,1.0,34060676.64,1422370.0,1764679.0,27453652.83,,,1131.0,0.05,,4600.0,,2.45,1224.0,107954.0,,,0.05,1131.0,0.1,,24886.0,31.13,0.39,,,11.7,11.7,10732259.0,207147024.13,,234.36,11.73,21.51,0.1689,27.86,0.2128
2011-06-13,2606230.0,50571811.14,4.2,23.16,1.18,57.41,1.0,34276279.45,1437005.0,1766436.0,27883934.06,,,24913.0,0.04,,,,0.2,2385.0,9275.0,,,0.04,24913.0,,,628.0,31.0,0.16,0.02,,11.88,11.88,10663889.0,206924247.12,1003.0,230.31,11.86,21.33,0.1702,28.36,0.2154
2011-06-14,2605456.0,51081119.48,4.2,22.99,1.18,57.68,1.0,34625878.94,1409148.0,1766136.0,27626971.0,,,,,,3000.0,,0.6,,27857.0,,,,,0.07,,3300.0,30.62,0.05,,,11.65,11.65,10691482.0,209611242.5,,232.63,11.63,21.42,0.1708,28.51,0.2153
2011-06-15,2561292.0,49470740.92,4.13,22.94,1.16,57.44,1.0,33542186.49,1371511.0,1736609.0,26490406.15,,,,,,,,0.78,,37637.0,,,,,,,29527.0,30.22,0.64,,,11.1,11.1,10986106.0,212194003.5,,241.12,11.14,21.81,0.1745,28.77,0.2073
2011-06-16,2607908.0,49624706.22,4.21,23.28,1.18,57.09,1.0,33808233.04,1408194.0,1776711.0,26795889.1,,,43935.0,0.74,,,,0.17,42754.0,7252.0,,,0.74,43935.0,,,2652.0,30.33,0.09,,,11.42,11.42,10927662.0,207937556.23,,234.87,11.44,21.65,0.1728,28.32,0.2114
2011-06-17,2607956.0,49683934.07,4.21,23.06,1.18,56.43,1.0,33723805.91,1427631.0,1770194.0,27197669.16,,,19991.0,0.04,,,,0.04,5087.0,1937.0,,,0.04,19991.0,,1383.0,11604.0,30.28,0.42,,,11.58,11.58,10899902.0,207653047.94,,231.18,11.58,21.62,0.1748,28.76,0.2116
2011-06-20,2603436.0,49644394.68,4.2,23.41,1.17,56.47,1.0,33667907.54,1421044.0,1765602.0,27097600.71,,,72.0,,,,,0.11,,6659.0,,,,72.0,,,4592.0,30.28,0.06,,,11.53,11.53,10906156.0,207967283.59,,232.37,11.53,21.76,0.1751,28.77,0.2112
2011-06-21,2526727.0,48475436.8,4.07,23.12,1.14,54.84,1.0,32591617.73,1406152.0,1698801.0,26977125.9,,,,0.08,,,,0.31,3004.0,14892.0,,,0.08,,,,69805.0,29.93,1.56,,,11.43,11.43,10896035.0,209041204.67,,232.32,11.41,22.32,0.1825,29.73,0.2054
2011-06-22,2517804.0,48292988.68,4.06,23.49,1.14,54.94,1.0,32505476.07,1393458.0,1694706.0,26727359.01,,,608.0,0.08,,4700.0,,0.25,3757.0,13302.0,,,0.08,608.0,0.1,,12552.0,29.85,0.2,,,11.33,11.33,10909679.0,209254177.21,,233.62,11.33,22.33,0.1819,29.68,0.2046
2011-06-23,2509764.0,46589895.53,4.05,23.34,1.13,54.78,1.0,31210145.84,1388438.0,1681268.0,25774208.8,,,3926.0,,,,,0.19,,11418.0,,,,3926.0,,2472.0,13438.0,29.64,0.27,,,11.28,11.28,10915192.0,202623694.87,,231.9,11.33,22.39,0.1826,29.85,0.204
2011-06-24,2546247.0,47563206.3,4.11,23.15,1.15,54.06,1.0,30972916.24,1355867.0,1658103.0,25327229.38,,,1000.0,,,,,0.9,,33571.0,,,,1000.0,,,23165.0,28.15,0.78,,,11.04,11.04,10930829.0,204184933.65,,227.21,11.02,22.13,0.1779,29.32,0.2072
2011-06-27,2464553.0,46136378.76,3.97,22.68,1.11,52.27,1.0,30770870.78,1285423.0,1643745.0,24063090.71,,,2904.0,,,,,1.56,,75328.0,,,,2904.0,,1980.0,14358.0,26.72,0.47,,,10.48,10.48,10978090.0,205509606.93,,228.66,10.46,22.87,0.1856,30.39,0.201
2011-06-28,2343655.0,44564912.16,3.78,20.97,1.06,50.12,1.0,28802526.61,1290675.0,1514716.0,24542357.13,,,16047.0,0.09,,,,0.17,3759.0,10885.0,,,0.09,16047.0,,90.0,132788.0,26.92,2.77,,,10.56,10.56,10934060.0,207912608.08,,229.46,10.5,24.34,0.2058,32.35,0.1917
2011-06-29,2329148.0,45309832.87,3.76,20.37,1.05,50.68,1.0,29410126.83,1279059.0,1511825.0,24882038.21,,,4061.0,,,,,0.32,,15677.0,,,,4061.0,,,2891.0,27.01,0.05,,,10.45,10.45,10957738.0,213165190.63,,234.01,10.35,24.08,0.2066,32.68,0.1903
2011-06-30,2268582.0,44851927.81,3.66,19.46,1.02,49.73,1.0,28594349.05,1223716.0,1446284.0,24193977.42,,,5644.0,,,,,1.25,,62370.0,,,,5644.0,,1383.0,65541.0,26.24,1.69,,,10.04,10.04,10969403.0,216875066.22,,238.37,9.92,25.14,0.2218,34.02,0.1861
2011-07-01,2305114.0,46295798.72,3.72,19.25,1.04,51.54,1.0,29442450.9,1250159.0,1465969.0,25108133.23,,,45169.0,0.7,,,,0.19,25809.0,18726.0,,,0.7,45169.0,,,6124.0,27.68,0.03,,,10.34,10.34,10845870.0,217827931.49,,241.05,10.3,24.87,0.2177,33.57,0.1906
2011-07-04,2346009.0,47400401.26,3.78,19.28,1.06,52.98,1.0,29809666.64,1317615.0,1475383.0,26622011.98,,,35975.0,0.33,,,,0.07,14885.0,3519.0,,,0.33,35975.0,,35000.0,5471.0,29.57,0.03,,,10.94,10.94,10721143.0,216617446.99,,240.65,10.94,24.83,0.2161,33.32,0.1949
2011-07-05,2394570.0,49045496.23,3.86,20.15,1.08,54.93,1.0,31242819.01,1319954.0,1525382.0,27035250.14,,,72.0,1.53,,,,0.0,62981.0,1510.0,,,1.53,72.0,,3777.0,12982.0,29.97,0.2,,,10.87,10.87,10828029.0,221779298.77,,246.37,10.84,24.2,0.2129,32.5,0.1971
2011-07-06,2404080.0,49412298.15,3.88,19.83,1.08,55.68,1.0,31830758.4,1317295.0,1548677.0,27075044.63,,,6238.0,0.87,,,,0.46,31591.0,22081.0,,,0.87,6238.0,,13184.0,8296.0,30.22,0.09,,,10.86,10.86,10811257.0,222209350.03,,248.17,10.86,23.99,0.2086,31.98,0.1982
2011-07-07,2423996.0,49062826.72,3.91,19.54,1.09,55.77,1.0,31750522.31,1335331.0,1568665.0,27027731.67,,,1510.0,0.6,,,,0.0,26875.0,72.0,,,0.6,1510.0,,16598.0,6887.0,30.44,0.1,,,11.08,11.08,10717671.0,216930735.5,,244.06,11.09,23.69,0.2042,31.43,0.2011
2011-07-08,2542588.0,50485316.21,4.1,19.61,1.15,57.87,1.0,31489674.62,1522249.0,1585912.0,30225589.88,,,86018.0,0.39,,,,0.16,17412.0,6460.0,,,0.39,86018.0,,107360.0,165.0,34.38,0.01,,,12.62,12.62,10535842.0,209198389.57,,237.06,12.67,23.49,0.2007,30.92,0.2109
2011-07-11,2648120.0,50828055.14,4.27,19.6,1.19,59.17,1.0,32325696.42,1551571.0,1684155.0,29780877.13,,,30990.0,2.25,,,,0.13,103774.0,4516.0,,,2.25,30990.0,,2848.0,5531.0,34.38,0.16,,,12.72,12.72,10647160.0,204361749.29,,234.17,12.8,22.48,0.1942,29.2,0.2171
2011-07-12,2617697.0,50349473.73,4.22,18.74,1.18,57.27,1.0,32053900.04,1545719.0,1666500.0,29730766.47,,,18754.0,2.38,,,,0.75,119791.0,24606.0,,,2.38,18754.0,,,137446.0,33.2,3.36,,,12.68,12.68,10640203.0,204656467.68,,229.42,12.64,22.58,0.2081,30.22,0.2148
2011-07-13,2602818.0,50144766.55,4.2,18.27,1.17,56.37,1.0,31792906.87,1553586.0,1650245.0,29930716.36,,,81677.0,0.0,,,,1.59,600.0,73810.0,,,0.0,81677.0,,,16855.0,33.31,0.42,,,12.72,12.72,10662871.0,205426263.8,,229.34,12.68,22.86,0.2105,30.83,0.2131
2011-07-14,2541215.0,47855600.4,4.1,18.12,1.15,54.87,1.0,30898637.59,1499799.0,1640771.0,28243883.98,,,6216.0,0.16,,,,1.28,6213.0,60003.0,,,0.16,6216.0,,,15687.0,32.21,0.26,,,12.34,12.34,10651142.0,200579956.98,,227.45,12.4,22.79,0.2105,30.53,0.2091
2011-07-15,2628970.0,49120206.47,4.24,18.59,1.19,56.09,1.0,31508571.11,1510591.0,1686375.0,28224187.35,,,43606.0,1.84,,,,0.86,80000.0,32814.0,,,1.84,43606.0,,,34396.0,31.74,0.82,,,12.45,12.45,10622280.0,198468824.97,,222.88,12.47,26.1,0.2178,29.92,0.2167
2011-07-18,2497090.0,45048071.85,4.03,17.43,1.13,52.2,1.0,29823436.72,1461073.0,1653163.0,26358089.41,,,6000.0,0.0,,,,1.22,5300.0,55518.0,,,0.0,6000.0,,,38512.0,30.31,0.87,,,12.07,12.07,10648243.0,192096726.9,,219.58,12.13,23.88,0.2203,31.13,0.2062
2011-07-19,2482799.0,45078941.84,4.0,16.82,1.12,51.04,1.0,29676164.96,1443434.0,1634465.0,26207710.47,,,4407.0,,,,,0.4,,22046.0,,,,4407.0,,,18698.0,29.1,0.72,,,11.9,11.9,10690802.0,194107554.25,,215.73,11.89,24.02,0.226,32.06,0.2046
2011-07-20,2474083.0,45949661.24,3.99,16.15,1.12,51.04,1.0,30194062.13,1438347.0,1625749.0,26713557.06,,,,,,,,0.1,,5087.0,,,,,,,8716.0,29.29,0.59,,,11.89,11.89,10659034.0,197963852.26,,218.36,11.83,23.64,0.2268,32.81,0.2045
2011-07-21,2584919.0,48458986.91,4.15,16.36,1.17,53.76,1.0,32438281.27,1550086.0,1730336.0,29059168.65,,,31910.0,2.96,,,,1.07,143884.0,58056.0,,,2.96,31910.0,,137885.0,39297.0,32.06,0.81,,,12.78,12.78,10582803.0,198393803.45,,219.64,12.74,22.7,0.2204,31.49,0.2131
2011-07-22,2492466.0,46948716.41,4.0,15.61,1.12,53.14,1.0,31039938.61,1496911.0,1647883.0,28196192.05,,,,0.1,,,,1.05,4900.0,53175.0,,,0.1,,,,87353.0,31.42,0.9,,,12.22,12.22,10753703.0,202559454.15,,225.9,12.21,23.45,0.2269,32.07,0.2035
