,ALLEC FP Equity_DX_SI_QTY,ALLEC FP Equity_DX_SHORT_INTEREST_VALUE,ALLEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLEC FP Equity_DX_SI_MV,ALLEC FP Equity_DX_DSS,ALLEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLEC FP Equity_DX_SUPPLY_SI_QTY,ALLEC FP Equity_DX_BROKER_SI_QTY,ALLEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLEC FP Equity_DX_BROKER_SI_MV_INC_x,ALLEC FP Equity_DX_BROKER_SI_QTY_ADD,ALLEC FP Equity_DX_SUPPLY_SI_MV_DEC,ALLEC FP Equity_DX_BROKER_SI_QTY_INC,ALLEC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLEC FP Equity_DX_BROKER_SI_MV_INC_y,ALLEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLEC FP Equity_DX_BROKER_SI_MV_ADD,ALLEC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLEC FP Equity_DX_BROKER_SI_QTY_DEC,ALLEC FP Equity_DX_SUPPLY_SI_MV,ALLEC FP Equity_DX_BROKER_SI_MV_DEC,ALLEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLEC FP Equity_DX_UTILIZATION_QUANTITY,ALLEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLEC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLEC FP Equity_DX_BROKER_SI_CON_RATIO,ALLEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLEC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLEC FP Equity_PX_LAST
2018-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97768.0,1154640.08,1.21,0.0,,0.0,,0.0,11.81
2018-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97768.0,1163439.2,1.16,0.0,,0.0,,0.0,11.9
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97768.0,1165394.56,1.16,0.0,,0.0,,0.0,11.92
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97768.0,1148774.0,1.16,0.0,,0.0,,0.0,11.75
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97768.0,1138997.2,1.14,0.0,,0.0,,0.0,11.65
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97768.0,1143885.6,1.14,0.0,,0.0,,0.0,11.7
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,105768.0,1248062.4,1.24,0.0,,0.0,,0.0,11.8
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1244115.15,1.25,0.0,,0.0,,0.0,11.65
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1244115.15,1.25,0.0,,0.0,,0.0,11.65
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1249454.7,1.25,0.0,,0.0,,0.0,11.7
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1249454.7,1.25,0.0,,0.0,,0.0,11.7
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1233649.63,1.24,0.0,,0.0,,0.0,11.552
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1249454.7,1.24,0.0,,0.0,,0.0,11.7
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1249241.12,1.25,0.0,,0.0,,0.0,11.698
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1249241.12,1.25,0.0,,0.0,,0.0,11.698
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1230232.32,1.24,0.0,,0.0,,0.0,11.52
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1222756.95,1.24,0.0,,0.0,,0.0,11.45
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1212077.85,1.24,0.0,,0.0,,0.0,11.35
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1247318.88,1.23,0.0,,0.0,,0.0,11.68
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1247318.88,1.25,0.0,,0.0,,0.0,11.68
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1254580.67,1.25,0.0,,0.0,,0.0,11.748
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1260133.8,1.26,0.0,,0.0,,0.0,11.8
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1300714.38,1.28,0.0,,0.0,,0.0,12.18
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1294306.92,1.3,0.0,,0.0,,0.0,12.12
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1265473.35,1.28,0.0,,0.0,,0.0,11.85
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1260347.38,1.27,0.0,,0.0,,0.0,11.802
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1281492.0,1.27,0.0,,0.0,,0.0,12.0
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1260133.8,1.27,0.0,,0.0,,0.0,11.8
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1279142.6,1.27,0.0,,0.0,,0.0,11.978
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1262056.04,1.28,0.0,,0.0,,0.0,11.818
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1265473.35,1.26,0.0,,0.0,,0.0,11.85
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1260133.8,1.27,0.0,,0.0,,0.0,11.8
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1255007.83,1.26,0.0,,0.0,,0.0,11.752
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1250522.61,1.25,0.0,,0.0,,0.0,11.71
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1244115.15,1.24,0.0,,0.0,,0.0,11.65
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1270599.32,1.25,0.0,,0.0,,0.0,11.898
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1253726.34,1.25,0.0,,0.0,,0.0,11.74
2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1267395.59,1.26,0.0,,0.0,,0.0,11.868
2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1267395.59,1.27,0.0,,0.0,,0.0,11.868
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1246250.97,1.26,0.0,,0.0,,0.0,11.67
2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1244115.15,1.24,0.0,,0.0,,0.0,11.65
2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1238775.6,1.24,0.0,,0.0,,0.0,11.6
2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1238775.6,1.24,0.0,,0.0,,0.0,11.6
2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1244115.15,1.24,0.0,,0.0,,0.0,11.65
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1236639.78,1.24,0.0,,0.0,,0.0,11.58
2018-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1228096.5,1.24,0.0,,0.0,,0.0,11.5
2018-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1269744.99,1.25,0.0,,0.0,,0.0,11.89
2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1237707.69,1.25,0.0,,0.0,,0.0,11.59
2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,106791.0,1231300.23,1.23,0.0,,0.0,,0.0,11.53
2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1286585.5,1.29,0.0,,0.0,,0.0,11.5
2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1283229.19,1.28,0.0,,0.0,,0.0,11.47
2018-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1268685.18,1.28,0.0,,0.0,,0.0,11.34
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1297773.2,1.28,0.0,,0.0,,0.0,11.6
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1275397.8,1.28,0.0,,0.0,,0.0,11.4
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1275397.8,1.28,0.0,,0.0,,0.0,11.4
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1297773.2,1.28,0.0,,0.0,,0.0,11.6
2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1287704.27,1.29,0.0,,0.0,,0.0,11.51
2018-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1287704.27,1.29,0.0,,0.0,,0.0,11.51
2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,111877.0,1253022.4,1.27,0.0,,0.0,,0.0,11.2
2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,4090050.3,4.12,0.0,,0.0,,0.0,11.1
2018-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,4093735.03,4.09,0.0,,0.0,,0.0,11.11
2018-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,4097419.76,4.1,0.0,,0.0,,0.0,11.12
2018-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,4008986.24,4.09,0.0,,0.0,,0.0,10.88
2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3905813.8,4.0,0.0,,0.0,,0.0,10.6
2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3850542.85,3.9,0.0,,0.0,,0.0,10.45
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3684730.0,3.83,0.0,,0.0,,0.0,10.0
2018-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3426798.9,3.65,0.0,,0.0,,0.0,9.3
2018-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3279409.7,3.41,0.0,,0.0,,0.0,8.9
2018-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3500493.5,3.31,0.0,,0.0,,0.0,9.5
2018-10-05,5400.0,50225.4,0.16,1.4,0.06,0.05,0.0,0.0,5400.0,0.0,50225.4,,,,,,,,,,5400.0,,0.05,,3.51,1.47,148558.0,1381737.96,1.41,3.51,,1.0,100.0,0.0147,9.301
2018-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.05,,5400.0,,,,,,0.0,,0.0,0.0,368473.0,3463277.73,3.43,0.0,,0.0,,0.0,9.399
2018-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3448538.81,3.46,0.0,,0.0,,0.0,9.359
2018-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3393636.33,3.45,0.0,,0.0,,0.0,9.21
2018-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3389951.6,3.39,0.0,,0.0,,0.0,9.2
2018-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3375212.68,3.39,0.0,,0.0,,0.0,9.16
2018-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3382582.14,3.38,0.0,,0.0,,0.0,9.18
2018-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3323626.46,3.38,0.0,,0.0,,0.0,9.02
2018-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3330627.45,3.37,0.0,,0.0,,0.0,9.039
2018-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3272040.24,3.36,0.0,,0.0,,0.0,8.88
2018-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3168867.8,3.33,0.0,,0.0,,0.0,8.6
2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3279041.23,3.18,0.0,,0.0,,0.0,8.899
2018-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3227823.48,3.27,0.0,,0.0,,0.0,8.76
2018-10-24,5000.0,43505.0,0.15,1.27,0.06,0.04,0.0,0.0,5000.0,0.0,43505.0,,,,,,,,,,5000.0,,0.04,,4.87,1.36,97638.0,849548.24,0.86,4.87,,1.0,100.0,0.0136,8.701
2018-10-25,5000.0,43500.0,0.15,1.33,0.06,0.04,0.0,0.0,5000.0,0.0,43500.0,,,,,,,,,,,,0.04,,4.87,1.36,97638.0,849450.6,0.85,4.87,,1.0,100.0,0.0136,8.7
2018-10-26,5000.0,43500.0,0.15,1.33,0.06,0.04,0.0,0.0,5000.0,0.0,43500.0,,,,,,,,,,,,0.04,,4.87,1.36,97638.0,849450.6,0.85,4.87,,1.0,100.0,0.0136,8.7
2018-10-29,5000.0,43250.0,0.15,1.33,0.06,0.04,0.0,0.0,5000.0,0.0,43250.0,,,,,,,,,,,,0.04,,4.87,1.36,97638.0,844568.7,0.85,4.87,,1.0,100.0,0.0136,8.65
2018-10-30,5000.0,43745.0,0.15,1.41,0.06,0.04,0.0,0.0,5000.0,0.0,43745.0,,,,,,,,,,,,0.04,,4.87,1.36,97638.0,854234.86,0.84,4.87,,1.0,100.0,0.0136,8.749
2018-10-31,5000.0,42950.0,0.15,1.42,0.06,0.04,0.0,0.0,5000.0,0.0,42950.0,,,,,,,,,,,,0.04,,4.87,1.36,97638.0,838710.42,0.85,4.87,,1.0,100.0,0.0136,8.59
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.04,,5000.0,,,,,,0.0,,0.0,0.0,368473.0,3186922.98,3.16,0.0,,0.0,,0.0,8.649
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3179921.99,3.17,0.0,,0.0,,0.0,8.63
2018-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3120597.84,3.17,0.0,,0.0,,0.0,8.469
2018-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3094804.73,3.12,0.0,,0.0,,0.0,8.399
2018-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,2955153.46,3.08,0.0,,0.0,,0.0,8.02
2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3021478.6,2.97,0.0,,0.0,,0.0,8.2
2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3021478.6,3.03,0.0,,0.0,,0.0,8.2
2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3003054.95,3.03,0.0,,0.0,,0.0,8.15
2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3013740.67,3.0,0.0,,0.0,,0.0,8.179
2018-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3003054.95,3.01,0.0,,0.0,,0.0,8.15
2018-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,3003054.95,3.0,0.0,,0.0,,0.0,8.15
2018-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,368473.0,2969892.38,2.99,0.0,,0.0,,0.0,8.06
2018-11-19,42000.0,337680.0,1.28,29.25,0.47,0.34,0.0,0.0,42000.0,0.0,337680.0,,,,,,,,,,42000.0,,0.34,,100.0,11.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.114,8.04
