,STP FP Equity_DX_SI_QTY,STP FP Equity_DX_SHORT_INTEREST_VALUE,STP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STP FP Equity_DX_SI_MV,STP FP Equity_DX_DSS,STP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STP FP Equity_DX_SUPPLY_SI_QTY,STP FP Equity_DX_BROKER_SI_QTY,STP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STP FP Equity_DX_SUPPLY_SI_QTY_INC_x,STP FP Equity_DX_BROKER_SI_MV_INC_x,STP FP Equity_DX_BROKER_SI_QTY_ADD,STP FP Equity_DX_SUPPLY_SI_MV_DEC,STP FP Equity_DX_BROKER_SI_QTY_INC,STP FP Equity_DX_SUPPLY_SI_QTY_DEC,STP FP Equity_DX_BROKER_SI_MV_INC_y,STP FP Equity_DX_SUPPLY_SI_QTY_INC_y,STP FP Equity_DX_BROKER_SI_MV_ADD,STP FP Equity_DX_SUPPLY_SI_QTY_ADD,STP FP Equity_DX_BROKER_SI_QTY_DEC,STP FP Equity_DX_SUPPLY_SI_MV,STP FP Equity_DX_BROKER_SI_MV_DEC,STP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STP FP Equity_DX_UTILIZATION_QUANTITY,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STP FP Equity_DX_ACTIVE_UTILIZATION_MV,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STP FP Equity_DX_BROKER_SI_CON_RATIO,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STP FP Equity_DX_DEMAND_SUPPLY_RATIO,STP FP Equity_PX_LAST
2011-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2235731.0,2.16,0.0,,0.0,,0.0,146.74
2011-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2272297.0,2.24,0.0,,0.0,,0.0,149.14
2011-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2276106.0,2.3,0.0,,0.0,,0.0,149.39
2011-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2287685.0,2.28,0.0,,0.0,,0.0,150.15
2011-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2319986.0,2.29,0.0,,0.0,,0.0,152.27
2011-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2318005.0,2.3,0.0,,0.0,,0.0,152.14
2011-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2291799.0,2.31,0.0,,0.0,,0.0,150.42
2011-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2297436.0,2.3,0.0,,0.0,,0.0,150.79
2011-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2312063.0,2.31,0.0,,0.0,,0.0,151.75
2011-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2336898.0,2.32,0.0,,0.0,,0.0,153.38
2011-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2323947.0,2.33,0.0,,0.0,,0.0,152.53
2011-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2314653.0,2.32,0.0,,0.0,,0.0,151.92
2011-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2298960.0,2.3,0.0,,0.0,,0.0,150.89
2011-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2298198.0,2.29,0.0,,0.0,,0.0,150.84
2011-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2258585.0,2.29,0.0,,0.0,,0.0,148.24
2011-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2252490.0,2.26,0.0,,0.0,,0.0,147.84
2011-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2194898.0,2.25,0.0,,0.0,,0.0,144.06
2011-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2194289.0,2.19,0.0,,0.0,,0.0,144.02
2011-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2230550.0,2.2,0.0,,0.0,,0.0,146.4
2011-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2270164.0,2.22,0.0,,0.0,,0.0,149.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2261632.0,2.27,0.0,,0.0,,0.0,148.44
2011-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2247310.0,2.26,0.0,,0.0,,0.0,147.5
2011-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2269707.0,2.24,0.0,,0.0,,0.0,148.97
2011-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2255842.0,2.26,0.0,,0.0,,0.0,148.06
2011-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15236.0,2261784.0,2.26,0.0,,0.0,,0.0,148.45
2011-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2123274.0,2.17,0.0,,0.0,,0.0,146.07
2011-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2129524.0,2.12,0.0,,0.0,,0.0,146.5
2011-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2060187.0,2.14,0.0,,0.0,,0.0,141.73
2011-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2043326.0,2.05,0.0,,0.0,,0.0,140.57
2011-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2025446.0,2.02,0.0,,0.0,,0.0,139.34
2011-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,1980094.0,2.03,0.0,,0.0,,0.0,136.22
2011-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,1997828.0,1.99,0.0,,0.0,,0.0,137.44
2011-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,1995066.0,1.99,0.0,,0.0,,0.0,137.25
2011-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2009893.0,1.98,0.0,,0.0,,0.0,138.27
2011-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2029371.0,2.0,0.0,,0.0,,0.0,139.61
2011-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2024719.0,2.02,0.0,,0.0,,0.0,139.29
2011-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2045797.0,2.04,0.0,,0.0,,0.0,140.74
2011-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2077921.0,2.04,0.0,,0.0,,0.0,142.95
2011-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2085044.0,2.1,0.0,,0.0,,0.0,143.44
2011-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2080392.0,2.09,0.0,,0.0,,0.0,143.12
2011-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2100452.0,2.08,0.0,,0.0,,0.0,144.5
2011-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2149002.0,2.09,0.0,,0.0,,0.0,147.84
2011-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2122547.0,2.14,0.0,,0.0,,0.0,146.02
2011-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2148421.0,2.12,0.0,,0.0,,0.0,147.8
2011-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2164846.0,2.14,0.0,,0.0,,0.0,148.93
2011-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2162666.0,2.17,0.0,,0.0,,0.0,148.78
2011-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2180255.0,2.15,0.0,,0.0,,0.0,149.99
2011-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2194791.0,2.19,0.0,,0.0,,0.0,150.99
2011-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2183307.0,2.18,0.0,,0.0,,0.0,150.2
2011-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2194645.0,2.18,0.0,,0.0,,0.0,150.98
2011-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2172551.0,2.19,0.0,,0.0,,0.0,149.46
2011-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2147258.0,2.18,0.0,,0.0,,0.0,147.72
2011-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2142897.0,2.15,0.0,,0.0,,0.0,147.42
2011-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2144787.0,2.15,0.0,,0.0,,0.0,147.55
2011-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2144496.0,2.17,0.0,,0.0,,0.0,147.53
2011-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2102342.0,2.13,0.0,,0.0,,0.0,144.63
2011-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2148130.0,2.08,0.0,,0.0,,0.0,147.78
2011-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2191593.0,2.14,0.0,,0.0,,0.0,150.77
2011-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2191593.0,2.19,0.0,,0.0,,0.0,
2011-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2191593.0,2.17,0.0,,0.0,,0.0,
2011-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2176766.0,2.16,0.0,,0.0,,0.0,149.75
2011-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2175603.0,2.17,0.0,,0.0,,0.0,149.67
2011-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2178510.0,2.15,0.0,,0.0,,0.0,149.87
2011-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2182871.0,2.18,0.0,,0.0,,0.0,150.17
2011-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2180400.0,2.18,0.0,,0.0,,0.0,150.0
2011-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2185633.0,2.19,0.0,,0.0,,0.0,150.36
2011-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2185633.0,2.18,0.0,,0.0,,0.0,
2011-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2097545.0,2.22,0.0,,0.0,,0.0,144.3
2011-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2114552.0,2.13,0.0,,0.0,,0.0,145.47
2011-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2149584.0,2.14,0.0,,0.0,,0.0,147.88
2011-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2175458.0,2.14,0.0,,0.0,,0.0,149.66
2011-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2162230.0,2.2,0.0,,0.0,,0.0,148.75
2011-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2120221.0,2.17,0.0,,0.0,,0.0,145.86
2011-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2128506.0,2.13,0.0,,0.0,,0.0,146.43
2011-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2110046.0,2.13,0.0,,0.0,,0.0,145.16
2011-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2096818.0,2.12,0.0,,0.0,,0.0,144.25
2011-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2108447.0,2.08,0.0,,0.0,,0.0,145.05
2011-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2134612.0,2.1,0.0,,0.0,,0.0,146.85
2011-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2122401.0,2.14,0.0,,0.0,,0.0,146.01
2011-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2082282.0,2.14,0.0,,0.0,,0.0,143.25
2011-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2084317.0,2.07,0.0,,0.0,,0.0,143.39
2011-05-25,5100.0,734757.1,12.51,2.55,0.73,,734757.1,0.0,5100.0,0.0,,,5100.0,,,,,,0.73,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,144.07
2011-05-26,5100.0,734400.0,10.61,2.55,0.74,,734400.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,144.0
2011-05-27,5100.0,748935.0,9.66,2.55,0.74,,748935.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,146.85
2011-05-30,5100.0,747558.0,6.59,2.55,0.75,,747558.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,146.58
2011-05-31,5100.0,755717.9,6.31,2.55,0.76,,755717.9,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,148.18
2011-06-01,5100.0,764592.0,6.58,2.55,0.75,,764592.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,149.92
2011-06-02,5100.0,764592.0,6.57,2.55,0.75,,764592.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,
2011-06-03,5100.0,727974.0,6.69,2.55,0.74,,727974.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,142.74
2011-06-06,5100.0,726087.0,6.7,2.55,0.72,,726087.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,142.37
2011-06-07,5100.0,730524.0,6.73,2.55,0.73,,730524.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,143.24
2011-06-08,5100.0,716652.0,6.75,2.55,0.72,,716652.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,140.52
2011-06-09,5100.0,722109.0,6.73,2.55,0.72,,722109.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,141.59
2011-06-10,5100.0,718947.0,6.78,2.55,0.72,,718947.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,140.97
2011-06-13,5100.0,721446.1,6.8,2.55,0.72,,721446.1,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,141.46
2011-06-14,5100.0,731952.0,6.81,2.55,0.72,,731952.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,143.52
2011-06-15,5100.0,727515.0,6.8,2.55,0.73,,727515.0,0.0,5100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3509,142.65
2011-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,5100.0,0.0,0.73,0.0,0.0,14536.0,2028644.0,2.09,0.0,,0.0,,0.0,139.56
2011-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2051756.0,2.01,0.0,,0.0,,0.0,141.15
2011-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2006404.0,2.05,0.0,,0.0,,0.0,138.03
2011-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2039110.0,2.0,0.0,,0.0,,0.0,140.28
2011-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2075159.0,2.03,0.0,,0.0,,0.0,142.76
2011-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2023993.0,2.11,0.0,,0.0,,0.0,139.24
2011-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2037220.0,2.02,0.0,,0.0,,0.0,140.15
2011-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2040273.0,2.02,0.0,,0.0,,0.0,140.36
2011-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2046523.0,2.03,0.0,,0.0,,0.0,140.79
2011-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2104522.0,2.04,0.0,,0.0,,0.0,144.78
2011-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2111209.0,2.09,0.0,,0.0,,0.0,145.24
2011-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2132140.0,2.11,0.0,,0.0,,0.0,146.68
2011-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2138536.0,2.13,0.0,,0.0,,0.0,147.12
2011-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2139990.0,2.14,0.0,,0.0,,0.0,147.22
2011-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2137373.0,2.16,0.0,,0.0,,0.0,147.04
2011-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2153218.0,2.13,0.0,,0.0,,0.0,148.13
2011-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2155689.0,2.17,0.0,,0.0,,0.0,148.3
2011-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2147694.0,2.19,0.0,,0.0,,0.0,147.75
2011-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2100888.0,2.14,0.0,,0.0,,0.0,144.53
2011-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2125163.0,2.08,0.0,,0.0,,0.0,146.2
2011-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2111645.0,2.13,0.0,,0.0,,0.0,145.27
2011-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2100161.0,2.11,0.0,,0.0,,0.0,144.48
2011-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2062658.0,2.11,0.0,,0.0,,0.0,141.9
2011-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2071671.0,2.04,0.0,,0.0,,0.0,142.52
2011-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2103214.0,2.07,0.0,,0.0,,0.0,144.69
2011-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2092312.0,2.08,0.0,,0.0,,0.0,143.94
2011-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2116151.0,2.09,0.0,,0.0,,0.0,145.58
2011-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2115133.0,2.12,0.0,,0.0,,0.0,145.51
2011-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2122837.0,2.09,0.0,,0.0,,0.0,146.04
2011-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2100016.0,2.14,0.0,,0.0,,0.0,144.47
2011-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,14536.0,2058588.0,2.11,0.0,,0.0,,0.0,141.62
