,PHXM FP Equity_DX_SI_QTY,PHXM FP Equity_DX_SHORT_INTEREST_VALUE,PHXM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PHXM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PHXM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PHXM FP Equity_DX_SI_MV,PHXM FP Equity_DX_DSS,PHXM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PHXM FP Equity_DX_SUPPLY_SI_QTY,PHXM FP Equity_DX_BROKER_SI_QTY,PHXM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PHXM FP Equity_DX_BROKER_SI_MV_NEW_x,PHXM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PHXM FP Equity_DX_SUPPLY_SI_QTY_INC_x,PHXM FP Equity_DX_BROKER_SI_MV_INC_x,PHXM FP Equity_DX_SUPPLY_SI_MV_NEW,PHXM FP Equity_DX_BROKER_SI_QTY_ADD,PHXM FP Equity_DX_BROKER_SI_QTY_NEW,PHXM FP Equity_DX_SUPPLY_SI_MV_DEC,PHXM FP Equity_DX_BROKER_SI_QTY_INC,PHXM FP Equity_DX_SUPPLY_SI_QTY_DEC,PHXM FP Equity_DX_BROKER_SI_MV_NEW_y,PHXM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PHXM FP Equity_DX_BROKER_SI_MV_INC_y,PHXM FP Equity_DX_SUPPLY_SI_QTY_INC_y,PHXM FP Equity_DX_BROKER_SI_MV_ADD,PHXM FP Equity_DX_SUPPLY_SI_QTY_ADD,PHXM FP Equity_DX_BROKER_SI_QTY_DEC,PHXM FP Equity_DX_SUPPLY_SI_MV,PHXM FP Equity_DX_BROKER_SI_MV_DEC,PHXM FP Equity_DX_SUPPLY_SI_MV_RMV,PHXM FP Equity_DX_BROKER_SI_MV_RMV,PHXM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PHXM FP Equity_DX_UTILIZATION_QUANTITY,PHXM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PHXM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PHXM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PHXM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PHXM FP Equity_DX_ACTIVE_UTILIZATION_MV,PHXM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PHXM FP Equity_DX_BROKER_SI_CON_RATIO,PHXM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PHXM FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,26241.28,,0.0,0.0,,0.0,,0.0
2014-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,26457.6,,0.0,0.0,,0.0,,0.0
2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,26241.28,,0.0,0.0,,0.0,,0.0
2014-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,26657.28,,0.0,0.0,,0.0,,0.0
2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,25758.72,,0.0,0.0,,0.0,,0.0
2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,24161.28,,0.0,0.0,,0.0,,0.0
2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,25925.12,,0.0,0.0,,0.0,,0.0
2014-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,26324.48,,0.0,0.0,,0.0,,0.0
2014-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,26291.2,,0.0,0.0,,0.0,,0.0
2014-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,25875.2,,0.0,0.0,,0.0,,0.0
2014-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,26074.88,,0.0,0.0,,0.0,,0.0
2014-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,25958.4,,0.0,0.0,,0.0,,0.0
2014-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,24960.0,,0.0,0.0,,0.0,,0.0
2014-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,24294.4,,0.0,0.0,,0.0,,0.0
2014-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,23296.0,,0.0,0.0,,0.0,,0.0
2014-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,24460.8,,0.0,0.0,,0.0,,0.0
2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1664.0,25043.2,,0.0,0.0,,0.0,,0.0
2014-03-19,2000.0,29400.0,0.08,0.03,0.04,0.03,0.0,29400.0,0.0,2000.0,0.0,,,,,,2000.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-03-20,2000.0,28660.0,0.08,0.03,0.04,0.03,0.0,28660.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-03-21,2000.0,28500.0,0.08,0.03,0.04,0.03,0.0,28500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-03-24,2000.0,27680.0,0.08,0.03,0.04,0.03,0.0,27680.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-03-25,2000.0,28300.0,0.08,0.03,0.04,0.03,0.0,28300.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-03-26,2000.0,27860.0,0.08,0.03,0.04,0.03,0.0,27860.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-03-27,2000.0,27200.0,0.08,0.03,0.04,0.03,0.0,27200.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-03-28,2000.0,26900.0,0.08,0.06,0.04,0.03,0.0,26900.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-03-31,2000.0,27080.0,0.08,0.07,0.04,0.03,0.0,27080.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-01,2000.0,27900.0,0.08,0.09,0.04,0.03,0.0,27900.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-02,2000.0,30040.0,0.08,0.12,0.04,0.03,0.0,30040.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-03,2000.0,29860.0,0.08,0.12,0.04,0.03,0.0,29860.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-04,2000.0,30240.0,0.08,0.12,0.04,0.03,0.0,30240.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-07,2000.0,29020.0,0.08,0.13,0.04,0.03,0.0,29020.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-08,2000.0,27920.0,0.08,0.14,0.04,0.03,0.0,27920.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-09,2000.0,29000.0,0.08,0.14,0.04,0.03,0.0,29000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-10,2000.0,29600.0,0.08,0.13,0.04,0.03,0.0,29600.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-11,2000.0,29000.0,0.08,0.14,0.04,0.03,0.0,29000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-14,2000.0,28920.0,0.1,0.14,0.04,0.03,0.0,28920.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-15,2000.0,28020.0,0.1,0.14,0.04,0.03,0.0,28020.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-16,2000.0,28140.0,0.1,0.15,0.04,0.03,0.0,28140.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-17,2000.0,28000.0,0.1,0.15,0.04,0.03,0.0,28000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-18,2000.0,28000.0,0.1,0.16,0.04,0.03,0.0,28000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-21,2000.0,28000.0,0.1,0.16,0.04,0.03,0.0,28000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-22,2000.0,28000.0,0.1,0.16,0.04,0.03,0.0,28000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-23,2000.0,27220.0,0.1,0.16,0.04,0.03,0.0,27220.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-24,2000.0,27640.0,0.1,0.16,0.04,0.03,0.0,27640.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-25,2000.0,28000.0,0.1,0.16,0.04,0.03,0.0,28000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-28,2000.0,27500.0,0.1,0.17,0.04,0.03,0.0,27500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-29,2000.0,27700.0,0.1,0.17,0.04,0.03,0.0,27700.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-04-30,2000.0,27120.0,0.1,0.19,0.04,0.03,0.0,27120.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-01,2000.0,27120.0,0.1,0.19,0.04,0.03,0.0,27120.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-02,2000.0,27480.0,0.1,0.19,0.04,0.03,0.0,27480.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-05,2000.0,27400.0,0.1,0.2,0.04,0.03,0.0,27400.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-06,2000.0,27720.0,0.1,0.19,0.04,0.03,0.0,27720.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-07,2000.0,28000.0,0.1,0.18,0.04,0.03,0.0,28000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-08,2000.0,28140.0,0.1,0.18,0.04,0.03,0.0,28140.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-09,2000.0,28060.0,0.1,0.19,0.04,0.03,0.0,28060.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-12,2000.0,29400.0,0.1,0.2,0.04,0.03,0.0,29400.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-13,2000.0,30600.0,0.1,0.19,0.04,0.03,0.0,30600.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-14,2000.0,30000.0,0.1,0.19,0.04,0.03,0.0,30000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-15,2000.0,29100.0,0.1,0.18,0.04,0.03,0.0,29100.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-16,2000.0,28000.0,0.1,0.18,0.04,0.03,0.0,28000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2019
2014-05-19,2700.0,36855.0,0.13,0.24,0.05,0.04,0.0,36855.0,0.0,2700.0,0.0,,,,,,700.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.93,0.6159,74.07,1.6226
2014-05-20,2700.0,37692.0,0.13,0.27,0.05,0.04,0.0,37692.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.0,0.6152,74.0,1.6226
2014-05-21,2700.0,37800.0,0.13,0.28,0.05,0.04,0.0,37800.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.98,0.6154,74.02,1.6226
2014-05-22,2700.0,38205.0,0.13,0.28,0.05,0.04,0.0,38205.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.93,0.6159,74.07,1.6226
2014-05-23,2700.0,38448.0,0.13,0.29,0.05,0.04,0.0,38448.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.99,0.6153,74.01,1.6226
2014-05-26,2700.0,37800.0,0.13,0.31,0.05,0.04,0.0,37800.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.87,0.6164,74.13,1.6226
2014-05-27,2700.0,37908.0,0.13,0.33,0.05,0.04,0.0,37908.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.93,0.6159,74.07,1.6226
2014-05-28,2700.0,37422.0,0.13,0.34,0.05,0.04,0.0,37422.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.87,0.6164,74.13,1.6226
2014-05-29,2700.0,37746.0,0.13,0.35,0.05,0.04,0.0,37746.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.98,0.6154,74.02,1.6226
2014-05-30,2700.0,37773.0,0.13,0.35,0.05,0.04,0.0,37773.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.95,0.6156,74.05,1.6226
2014-06-02,2700.0,37746.0,0.13,0.38,0.05,0.04,0.0,37746.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.94,0.6158,74.06,1.6226
2014-06-03,2700.0,37503.0,0.13,0.38,0.05,0.04,0.0,37503.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.95,0.6156,74.05,1.6226
2014-06-04,2700.0,36990.0,0.13,0.38,0.05,0.04,0.0,36990.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.94,0.6158,74.06,1.6226
2014-06-05,2700.0,36450.0,0.13,0.37,0.05,0.04,0.0,36450.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.93,0.6159,74.07,1.6226
2014-06-06,2700.0,36639.0,0.13,0.36,0.05,0.04,0.0,36639.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.93,0.6159,74.07,1.6226
2014-06-09,3060.0,43911.0,0.15,0.42,0.06,0.04,0.0,43911.0,0.0,3060.0,0.0,,,,0.01,,,,,360.0,,,,0.01,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.69,0.5469,65.31,1.8389
2014-06-10,3060.0,43758.0,0.15,0.4,0.06,0.04,0.0,43758.0,0.0,3060.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.87,0.552,66.13,1.8389
2014-06-11,3060.0,44064.0,0.15,0.39,0.06,0.04,0.0,44064.0,0.0,3060.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.92,0.5517,66.08,1.8389
2014-06-12,3060.0,43146.0,0.15,0.4,0.06,0.04,0.0,43146.0,0.0,3060.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.79,0.5525,66.21,1.8389
2014-06-13,3060.0,42534.0,0.15,0.42,0.06,0.04,0.0,42534.0,0.0,3060.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.11,0.5505,65.89,1.8389
2014-06-16,3060.0,42717.6,0.15,0.41,0.06,0.04,0.0,42717.6,0.0,3060.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.29,0.5494,65.71,1.8389
2014-06-17,3060.0,43237.8,0.15,0.43,0.06,0.04,0.0,43237.8,0.0,3060.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.25,0.5496,65.75,1.8389
2014-06-18,2960.0,42091.2,0.14,0.46,0.05,0.04,0.0,42091.2,0.0,2960.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.33,0.5624,67.67,1.7788
2014-06-19,2959.0,42402.47,0.14,0.46,0.05,0.04,0.0,42402.47,0.0,2959.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.36,0.5622,67.64,1.7782
2014-06-20,2959.0,42165.75,0.14,0.47,0.05,0.04,0.0,42165.75,0.0,2959.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.4,0.5619,67.6,1.7782
2014-06-23,2959.0,43260.58,0.14,0.47,0.05,0.04,0.0,43260.58,0.0,2959.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.37,0.5622,67.63,1.7782
