,LQQ FP Equity_DX_SI_QTY,LQQ FP Equity_DX_SHORT_INTEREST_VALUE,LQQ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LQQ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LQQ FP Equity_DX_SI_MV,LQQ FP Equity_DX_DSS,LQQ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LQQ FP Equity_DX_SUPPLY_SI_QTY,LQQ FP Equity_DX_BROKER_SI_QTY,LQQ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LQQ FP Equity_DX_BROKER_SI_MV_NEW_x,LQQ FP Equity_DX_SUPPLY_SI_QTY_INC_x,LQQ FP Equity_DX_BROKER_SI_MV_INC_x,LQQ FP Equity_DX_BROKER_SI_QTY_ADD,LQQ FP Equity_DX_BROKER_SI_QTY_NEW,LQQ FP Equity_DX_SUPPLY_SI_MV_DEC,LQQ FP Equity_DX_BROKER_SI_QTY_INC,LQQ FP Equity_DX_SUPPLY_SI_QTY_DEC,LQQ FP Equity_DX_BROKER_SI_MV_NEW_y,LQQ FP Equity_DX_BROKER_SI_MV_INC_y,LQQ FP Equity_DX_SUPPLY_SI_QTY_INC_y,LQQ FP Equity_DX_BROKER_SI_MV_ADD,LQQ FP Equity_DX_SUPPLY_SI_QTY_ADD,LQQ FP Equity_DX_BROKER_SI_QTY_DEC,LQQ FP Equity_DX_SUPPLY_SI_MV,LQQ FP Equity_DX_BROKER_SI_MV_DEC,LQQ FP Equity_DX_BROKER_SI_MV_RMV,LQQ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LQQ FP Equity_DX_UTILIZATION_QUANTITY,LQQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LQQ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LQQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LQQ FP Equity_DX_ACTIVE_UTILIZATION_MV,LQQ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LQQ FP Equity_DX_BROKER_SI_CON_RATIO,LQQ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LQQ FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-05-18,2900.0,1714190.0,0.56,0.67,1.7,,1714190.0,1100.0,2900.0,650210.0,,,,,,1.43,,2413.0,,,,,,2400.0,0.65,1.43,,50.0,49.19,1100.0,650210.0,0.71,47.62,,1.0,100.0,1.297
2021-05-19,2900.0,1653290.0,0.6,0.66,1.71,,1653290.0,1100.0,2900.0,627110.0,,,,,,,,,,,,,,,0.65,,,50.0,49.02,1100.0,627110.0,0.71,47.62,,1.0,100.0,1.2923
2021-05-20,3900.0,2346630.0,0.79,0.88,2.23,,2346630.0,2100.0,3900.0,1263570.0,,1000.0,0.52,,,,1000.0,,,0.52,1000.0,,,,1.2,,,50.0,49.44,2100.0,1263570.0,1.32,47.62,,1.0,100.0,0.9181
2021-05-21,4700.0,2830340.0,0.94,1.07,2.83,,2830340.0,2900.0,4700.0,1746380.0,,800.0,0.6,,,,800.0,,,0.6,800.0,,,,1.75,,,50.0,49.63,2900.0,1746380.0,1.92,47.62,,1.0,100.0,0.8044
2021-05-24,2900.0,1791910.0,0.58,0.66,1.75,,1791910.0,2900.0,2900.0,1791910.0,,,,,,,,,,,,,,1800.0,1.75,1.07,,50.0,49.63,2900.0,1791910.0,1.92,47.62,,1.0,100.0,0.4963
2021-05-25,1800.0,1104120.0,0.36,0.41,1.11,,1104120.0,1800.0,1800.0,1104120.0,,,,,,0.63,,1100.0,,,,,,1100.0,1.11,0.63,,50.0,49.41,1800.0,1104120.0,1.22,47.62,,1.0,100.0,0.4941
2021-05-26,1800.0,1118160.0,0.37,0.41,1.1,,1118160.0,1800.0,1800.0,1118160.0,,,,,,,,,,,,,,,1.1,,,50.0,49.41,1800.0,1118160.0,1.21,47.62,,1.0,100.0,0.4941
2021-05-27,1800.0,1120680.0,0.38,0.41,1.12,,1120680.0,1800.0,1800.0,1120680.0,,,,,,,,,,,,,,,1.12,,,50.0,49.41,1800.0,1120680.0,1.23,47.62,,1.0,100.0,0.4941
2021-05-28,3900.0,2441790.0,0.82,0.89,2.43,,2441790.0,3900.0,3900.0,2441790.0,,2100.0,1.31,,,,2100.0,,,1.31,2100.0,,,,2.43,,,50.0,49.73,3900.0,2441790.0,2.67,47.62,,1.0,100.0,0.4973
2021-05-31,3900.0,2410980.0,0.83,0.89,2.44,,2410980.0,3900.0,3900.0,2410980.0,,,,,,,,,,,,,,,2.44,,,50.0,49.73,3900.0,2410980.0,2.68,47.62,,1.0,100.0,0.4973
2021-06-01,3900.0,2403570.0,0.85,0.89,2.41,,2403570.0,3900.0,3900.0,2403570.0,,,,,,,,,,,,,,,2.41,,,50.0,49.73,3900.0,2403570.0,2.65,47.62,,1.0,100.0,0.4973
2021-06-02,3100.0,1927580.0,0.68,0.71,1.91,,1927580.0,3100.0,3100.0,1927580.0,,,,,,0.5,,800.0,,,,,,800.0,1.91,0.5,,50.0,49.66,3100.0,1927580.0,2.1,47.62,,1.0,100.0,0.4966
2021-06-03,2100.0,1287510.0,0.47,0.48,1.31,,1287510.0,2100.0,2100.0,1287510.0,,,,,,0.62,,1000.0,,,,,,1000.0,1.31,0.62,,50.0,49.49,2100.0,1287510.0,1.44,47.62,,1.0,100.0,0.4949
2021-06-04,2100.0,1320900.0,0.47,0.48,1.29,,1320900.0,2100.0,2100.0,1320900.0,,,,,,,,,,,,,,,1.29,,,50.0,49.49,2100.0,1320900.0,1.42,47.62,,1.0,100.0,0.4949
2021-06-07,1500.0,937800.0,0.34,0.34,0.94,,937800.0,1500.0,1500.0,937800.0,,,,,,0.34,,600.0,,,,,,600.0,0.94,0.34,,50.0,49.34,1500.0,937800.0,1.04,47.62,,1.0,100.0,0.4934
2021-06-08,507.0,319511.4,0.11,0.12,0.32,,315100.0,507.0,500.0,319511.4,,,,,,0.63,,993.0,,,,,,1000.0,0.32,0.63,,100.0,37.64,0.0,0.0,0.0,100.0,1.38,0.9728,98.62,0.3764
2021-06-09,7.0,4450.6,0.0,0.0,0.0,,0.0,7.0,0.0,4450.6,,,,,,0.31,,500.0,,,,,,500.0,0.0,0.31,,100.0,12.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1296
2021-06-10,7.0,4508.0,0.0,0.0,0.0,,0.0,7.0,0.0,4508.0,,,,,,,,,,,,,,,0.0,,,100.0,12.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1296
2021-06-11,7.0,4561.2,0.0,0.0,0.0,,0.0,7.0,0.0,4561.2,,,,,,,,,,,,,,,0.0,,,100.0,12.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1296
2021-06-14,7.0,4594.8,0.0,0.0,0.0,,0.0,7.0,0.0,4594.8,,,,,,,,,,,,,,,0.0,,,100.0,12.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1296
2021-06-15,7.0,4606.7,0.0,0.0,0.0,,0.0,7.0,0.0,4606.7,,,,,,,,,,,,,,,0.0,,,100.0,12.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1296
2021-06-16,7.0,4606.0,0.0,0.0,0.0,,0.0,7.0,0.0,4606.0,,,,,,,,,,,,,,,0.0,,,100.0,12.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1296
2021-06-17,7.0,4778.2,0.0,0.0,0.0,,0.0,7.0,0.0,4778.2,,,,,,,,,,,,,,,0.0,,,100.0,12.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.1296
2021-06-18,7.0,4705.4,0.0,0.0,0.0,,0.0,7.0,0.0,4705.4,,,,,,,,,,,,,,,0.0,,,100.0,13.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1346
2021-06-21,7.0,4724.3,0.0,0.0,0.0,,0.0,7.0,0.0,4724.3,,,,,,,,,,,,,,,0.0,,,100.0,13.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1346
2021-06-22,7.0,4802.0,0.0,0.0,0.0,,0.0,7.0,0.0,4802.0,,,,,,,,,,,,,,,0.0,,,100.0,13.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1346
2021-06-23,7.0,4823.7,0.0,0.0,0.0,,0.0,7.0,0.0,4823.7,,,,,,,,,,,,,,,0.0,,,100.0,13.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1346
2021-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,7.0,,,,,,,0.0,,,0.0,0.0,38.0,26695.0,0.01,0.0,,0.0,,0.0
2021-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38.0,26539.2,0.01,0.0,,0.0,,0.0
2021-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38.0,26991.4,0.01,0.0,,0.0,,0.0
2021-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,29335.5,0.01,0.0,,0.0,,0.0
2021-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,29602.0,0.01,0.0,,0.0,,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38.0,27249.8,0.01,0.0,,0.0,,0.0
2021-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38.0,27800.8,0.01,0.0,,0.0,,0.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,30176.0,0.01,0.0,,0.0,,0.0
2021-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,41.0,30463.0,0.01,0.0,,0.0,,0.0
2021-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38.0,28351.8,0.01,0.0,,0.0,,0.0
2021-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38.0,27778.0,0.01,0.0,,0.0,,0.0
2021-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38.0,28367.0,0.01,0.0,,0.0,,0.0
2021-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38.0,28541.8,0.01,0.0,,0.0,,0.0
2021-07-13,200.0,153820.0,0.05,0.05,0.15,,153820.0,200.0,200.0,153820.0,,,,200.0,,,,,,,,0.15,200.0,,0.15,,,100.0,31.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.3135
2021-07-14,700.0,533050.0,0.16,0.18,0.54,,533050.0,700.0,700.0,533050.0,,500.0,0.39,,,,500.0,,,0.39,500.0,,,,0.54,,,50.0,48.68,700.0,533050.0,0.59,47.62,,1.0,100.0,0.4868
2021-07-15,700.0,526960.0,0.16,0.18,0.53,,526960.0,700.0,700.0,526960.0,,,,,,,,,,,,,,,0.53,,,50.0,48.68,700.0,526960.0,0.59,47.62,,1.0,100.0,0.4868
2021-07-16,2100.0,1560510.0,0.47,0.53,1.58,,1560510.0,2100.0,2100.0,1560510.0,,1400.0,1.05,,,,1400.0,,,1.05,1400.0,,,,1.58,,,75.0,73.94,700.0,520170.0,0.63,71.43,,1.0,100.0,0.7394
2021-07-19,2700.0,1962900.0,0.62,0.68,2.0,,1962900.0,2700.0,2700.0,1962900.0,,600.0,0.42,,,,600.0,,,0.42,600.0,,,,2.01,,,67.5,66.83,1300.0,945100.0,1.11,64.29,,1.0,100.0,0.6683
2021-07-20,2700.0,1995570.0,0.59,0.68,1.96,,1995570.0,2700.0,2700.0,1995570.0,,,,,,,,,,,,,,,1.96,,,67.5,66.83,1300.0,960830.0,1.09,64.29,,1.0,100.0,0.6683
2021-07-21,2000.0,1496400.0,0.44,0.5,1.48,,1496400.0,2000.0,2000.0,1496400.0,,,,,,0.48,,700.0,,,,,,700.0,1.48,0.48,,100.0,75.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.7576
2021-07-22,2000.0,1523600.0,0.43,0.5,1.5,,1523600.0,2000.0,2000.0,1523600.0,,,,,,,,,,,,,,,1.5,,,100.0,75.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.7553
2021-07-23,2000.0,1560400.0,0.43,0.5,1.52,,1560400.0,2000.0,2000.0,1560400.0,,,,,,,,,,,,,,,1.52,,,100.0,75.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.7553
2021-07-26,2000.0,1564600.0,0.43,0.5,1.56,,1564600.0,2000.0,2000.0,1564600.0,,,,,,,,,,,,,,,1.56,,,100.0,75.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.7553
2021-07-27,1400.0,1053920.0,0.3,0.35,1.09,,1053920.0,1400.0,1400.0,1053920.0,,,,,,0.46,,600.0,,,,,,600.0,1.09,0.46,,50.0,49.09,1400.0,1053920.0,1.2,47.62,,1.0,100.0,0.4909
2021-07-28,1900.0,1470410.0,0.41,0.48,1.43,,1470410.0,1900.0,1900.0,1470410.0,,500.0,0.34,,,,500.0,,,0.34,500.0,,,,1.43,,,50.0,49.35,1900.0,1470410.0,1.58,47.62,,1.0,100.0,0.4935
2021-07-29,2400.0,1852080.0,0.51,0.6,1.86,,1852080.0,2400.0,2400.0,1852080.0,,500.0,0.43,,,,500.0,,,0.43,500.0,,,,1.86,,,100.0,81.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.8136
2021-07-30,2400.0,1824960.0,0.53,0.6,1.85,,1824960.0,2400.0,2400.0,1824960.0,,,,,,,,,,,,,,,1.85,,,100.0,81.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.8136
2021-08-02,2400.0,1846800.0,0.54,0.6,1.83,,1846800.0,2400.0,2400.0,1846800.0,,,,,,,,,,,,,,,1.83,,,100.0,81.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.8119
2021-08-03,1900.0,1441150.0,0.44,0.47,1.46,,1441150.0,1900.0,1900.0,1441150.0,,,,,,0.36,,500.0,,,,,,500.0,1.46,0.36,,50.0,49.3,1900.0,1441150.0,1.61,47.62,,1.0,100.0,0.493
2021-08-04,1900.0,1468320.0,0.44,0.46,1.44,,1468320.0,1900.0,1900.0,1468320.0,,,,,,,,,,,,,,,1.44,,,50.0,49.3,1900.0,1468320.0,1.58,47.62,,1.0,100.0,0.493
2021-08-05,3600.0,2823840.0,0.84,0.88,2.78,,2823840.0,1900.0,3600.0,1490360.0,,,1.34,,,,1700.0,,,1.34,,,,,1.47,,,61.29,60.2,1200.0,941280.0,0.96,60.38,,1.0,100.0,1.1407
2021-08-06,1700.0,1328720.0,0.4,0.42,1.33,,1328720.0,0.0,1700.0,0.0,,,,,,1.48,,1900.0,,,,,,1900.0,0.0,1.46,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0954
2021-08-09,1700.0,1336200.0,0.41,0.42,1.33,,1336200.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,32.6923
2021-08-10,1700.0,1326170.0,0.42,0.42,1.34,,1326170.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,32.6923
2021-08-11,1700.0,1316820.0,0.41,0.42,1.32,,1316820.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,32.6923
2021-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1700.0,0.0,1.33,,0.0,0.0,52.0,40632.8,0.01,0.0,,0.0,,0.0
2021-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,52.0,40669.2,0.01,0.0,,0.0,,0.0
2021-08-16,5.0,3850.0,0.0,0.0,0.0,,0.0,5.0,0.0,3850.0,,,,,,,,,,,,,5.0,,0.0,,,100.0,8.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0806
2021-08-17,5.0,3880.5,0.0,0.0,0.0,,0.0,5.0,0.0,3880.5,,,,,,,,,,,,,,,0.0,,,100.0,7.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0769
2021-08-18,205.0,158711.0,0.06,0.05,0.16,,154840.0,205.0,200.0,158711.0,,200.0,,200.0,,,,,,,200.0,0.16,,,0.16,,,100.0,44.09,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,0.4409
2021-08-19,205.0,157747.5,0.06,0.05,0.16,,153900.0,205.0,200.0,157747.5,,,,,,,,,,,,,,,0.16,,,100.0,44.09,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,0.4409
2021-08-20,205.0,160843.0,0.06,0.05,0.16,,156920.0,205.0,200.0,160843.0,,,,,,,,,,,,,,,0.16,,,100.0,44.09,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,0.4409
2021-08-23,905.0,727891.5,0.29,0.22,0.71,,723870.0,905.0,900.0,727891.5,,700.0,0.55,,,,700.0,,,0.55,700.0,,,,0.71,,,56.39,54.52,700.0,563010.0,0.61,53.7,0.55,0.989,99.45,0.5452
2021-08-24,905.0,731330.5,0.28,0.22,0.73,,727290.0,905.0,900.0,731330.5,,,,,,,,,,,,,,,0.73,,,56.39,54.52,700.0,565670.0,0.63,53.7,0.55,0.989,99.45,0.5452
2021-08-25,1705.0,1383607.5,0.54,0.42,1.38,,1379550.0,1705.0,1700.0,1383607.5,,800.0,0.65,,,,800.0,,,0.65,800.0,,,,1.38,,,70.89,69.22,700.0,568050.0,0.66,67.52,0.29,0.9942,99.71,0.6922
2021-08-26,2705.0,2178607.0,0.86,0.66,2.2,,2174580.0,2705.0,2700.0,2178607.0,,1000.0,0.81,,,,1000.0,,,0.81,1000.0,,,,2.2,,,79.44,78.11,700.0,563780.0,0.71,75.66,0.18,0.9963,99.82,0.7811
2021-08-27,2505.0,2034561.0,0.81,0.61,2.02,,2030500.0,2505.0,2500.0,2034561.0,,,,,,0.17,,200.0,,,,,,200.0,2.02,0.17,,78.16,76.77,700.0,568540.0,0.69,74.44,0.2,0.996,99.8,0.7677
2021-08-30,2505.0,2081154.0,0.81,0.61,2.03,,2077000.0,2505.0,2500.0,2081154.0,,,,,,,,,,,,,,,2.03,,,78.16,76.77,700.0,581560.0,0.7,74.44,0.2,0.996,99.8,0.7677
2021-08-31,805.0,667747.5,0.26,0.2,0.67,,663600.0,805.0,800.0,667747.5,,,,,,1.36,,1700.0,,,,,,1700.0,0.67,1.36,,42.26,41.01,1100.0,912450.0,0.91,42.32,0.62,0.9877,99.38,0.4101
2021-09-01,405.0,339633.0,0.14,0.1,0.34,,335440.0,405.0,400.0,339633.0,,,,,,0.33,,400.0,,,,,,400.0,0.34,0.33,,100.0,46.5,0.0,0.0,0.0,100.0,1.23,0.9756,98.77,0.465
2021-09-02,1805.0,1505189.5,0.61,0.44,1.51,,1501020.0,1805.0,1800.0,1505189.5,,1400.0,1.18,,,,1400.0,,,1.18,1400.0,,,,1.51,,,50.0,49.17,1805.0,1505189.5,1.67,47.62,0.28,0.9945,99.72,0.4917
2021-09-03,2055.0,1711404.0,0.7,0.5,1.71,,1707240.0,2055.0,2050.0,1711404.0,,250.0,0.2,,,,250.0,,,0.2,250.0,,,,1.71,,,50.0,49.27,2055.0,1711404.0,1.88,47.62,0.24,0.9951,99.76,0.4927
2021-09-06,2055.0,1724556.0,0.71,0.5,1.71,,1720360.0,1655.0,2050.0,1388876.0,,,,,,0.34,,400.0,,,,,,,1.38,,,40.27,39.68,2455.0,2060236.0,2.22,38.35,0.24,0.9951,99.76,0.4927
2021-09-07,1405.0,1174580.0,0.5,0.34,1.18,,1170400.0,1405.0,1400.0,1174580.0,,,,,,0.2,,250.0,,,,,,650.0,1.18,0.54,,50.0,48.94,1405.0,1174580.0,1.3,47.62,0.36,0.9929,99.64,0.4894
2021-09-08,1605.0,1328137.5,0.57,0.39,1.34,,1324000.0,1605.0,1600.0,1328137.5,,200.0,0.16,,,,200.0,,,0.16,200.0,,,,1.34,,,50.0,49.07,1605.0,1328137.5,1.48,47.62,0.31,0.9938,99.69,0.4907
2021-09-09,205.0,170785.5,0.07,0.05,0.17,,166620.0,205.0,200.0,170785.5,,,,,,1.17,,1400.0,,,,,,1400.0,0.17,1.17,,17.01,16.19,1000.0,833100.0,0.83,16.9,2.44,0.9524,97.56,0.1619
2021-09-10,5.0,4130.5,0.0,0.0,0.0,,0.0,5.0,0.0,4130.5,,,,,,0.17,,200.0,,,,,,200.0,0.0,0.17,,100.0,7.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0704
2021-09-13,5.0,4052.0,0.0,0.0,0.0,,0.0,5.0,0.0,4052.0,,,,,,,,,,,,,,,0.0,,,100.0,7.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0704
2021-09-14,505.0,411272.0,0.18,0.12,0.41,,0.0,505.0,0.0,411272.0,,500.0,,,,,,,,,500.0,,,,0.41,,,100.0,88.44,0.0,0.0,0.0,100.0,0.99,0.9804,99.01,0.8844
2021-09-15,505.0,406474.5,0.19,0.12,0.41,,0.0,505.0,0.0,406474.5,,,,,,,,,,,,,,,0.41,,,100.0,88.44,0.0,0.0,0.0,100.0,0.99,0.9804,99.01,0.8844
2021-09-16,5.0,4064.5,0.0,0.0,0.0,,0.0,5.0,0.0,4064.5,,,,,,0.41,,500.0,,,,,,,0.0,,,100.0,1.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0137
2021-09-17,5.0,4040.0,0.0,0.0,0.0,,0.0,5.0,0.0,4040.0,,,,,,,,,,,,,,,0.0,,,100.0,7.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0704
2021-09-20,5.0,3876.0,0.0,0.0,0.0,,0.0,5.0,0.0,3876.0,,,,,,,,,,,,,,,0.0,,,100.0,7.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0704
2021-09-21,5.0,3932.5,0.0,0.0,0.0,,0.0,5.0,0.0,3932.5,,,,,,,,,,,,,,,0.0,,,100.0,7.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0704
2021-09-22,5.0,3955.5,0.0,0.0,0.0,,0.0,5.0,0.0,3955.5,,,,,,,,,,,,,,,0.0,,,100.0,3.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0301
2021-09-23,2105.0,1695998.5,0.69,0.51,1.66,,1691970.0,2105.0,2100.0,1695998.5,,2100.0,,2100.0,,,,,,,2100.0,1.65,,,1.66,,,50.06,49.34,2100.0,1691970.0,1.83,47.68,0.24,0.9952,99.76,0.4934
2021-09-24,2905.0,2323128.5,0.93,0.7,2.34,,2319130.0,2905.0,2900.0,2323128.5,,800.0,0.68,,,,800.0,,,0.68,800.0,,,,2.34,,,58.04,57.34,2100.0,1679370.0,1.89,55.28,0.17,0.9966,99.83,0.5734
2021-09-27,2905.0,2309475.0,0.93,0.7,2.32,,2305500.0,2905.0,2900.0,2309475.0,,,,,,,,,,,,,,,2.32,,,58.04,57.34,2100.0,1669500.0,1.88,55.28,0.17,0.9966,99.83,0.5734
2021-09-28,2905.0,2199085.0,0.9,0.7,2.31,,2195300.0,2905.0,2900.0,2199085.0,,,,,,,,,,,,,,,2.31,,,58.04,57.34,2100.0,1589700.0,1.87,55.28,0.17,0.9966,99.83,0.5734
2021-09-29,5105.0,3883373.5,1.51,1.21,3.86,,3879570.0,2905.0,5100.0,2209833.5,,,1.54,,,,2200.0,,,1.54,,,,,2.2,,,58.04,57.34,2100.0,1597470.0,1.78,55.28,0.1,0.998,99.9,1.0077
2021-09-30,5105.0,3891541.5,1.47,1.2,3.89,,3887730.0,2905.0,5100.0,2214481.5,,,,,,,,,,,,,,,2.21,,,58.04,57.3,2100.0,1600830.0,1.79,55.28,0.1,0.998,99.9,1.0069
2021-10-01,4405.0,3307714.5,1.31,1.04,3.36,,3303960.0,805.0,4400.0,604474.5,,,,,,1.59,,2100.0,,,,,,700.0,0.61,0.52,,36.51,35.46,1400.0,1051260.0,1.04,37.06,0.11,0.9977,99.89,1.9405
2021-10-04,4405.0,3174683.5,1.26,1.04,3.31,,3171080.0,805.0,4400.0,580163.5,,,,,,,,,,,,,,,0.6,,,50.0,48.06,805.0,580163.5,0.67,47.62,0.11,0.9977,99.89,2.6299
2021-10-05,4705.0,3527809.0,1.34,1.1,3.4,,3524060.0,1105.0,4700.0,828529.0,,300.0,0.08,,,,300.0,,,0.08,300.0,,,,0.8,,,50.0,48.57,1105.0,828529.0,0.88,47.62,0.11,0.9979,99.89,2.0681
2021-10-06,4705.0,3509930.0,1.35,1.1,3.53,,3506200.0,1105.0,4700.0,824330.0,,,,,,,,,,,,,,,0.83,,,50.0,48.53,1105.0,824330.0,0.91,47.62,0.11,0.9979,99.89,2.0663
2021-10-07,1405.0,1098429.0,0.4,0.33,1.05,,1094520.0,5.0,1400.0,3909.0,,,,,,0.82,,1100.0,,,,,,3300.0,0.0,2.48,,100.0,6.85,0.0,0.0,0.0,100.0,0.36,0.9929,99.64,19.2466
2021-10-08,1405.0,1078618.5,0.38,0.33,1.1,,1074780.0,5.0,1400.0,3838.5,,,,,,,,,,,,,,,0.0,,,100.0,6.85,0.0,0.0,0.0,100.0,0.36,0.9929,99.64,19.2466
2021-10-11,1700.0,1310020.0,0.47,0.4,1.31,,1310020.0,300.0,1700.0,231180.0,,295.0,0.21,,,,300.0,,,0.21,295.0,,,,0.23,,,100.0,45.25,0.0,0.0,0.0,100.0,,1.0,100.0,2.5641
2021-10-12,1700.0,1276700.0,0.47,0.4,1.31,,1276700.0,300.0,1700.0,225300.0,,,,,,,,,,,,,,,0.23,,,100.0,45.25,0.0,0.0,0.0,100.0,,1.0,100.0,2.5641
2021-10-13,1800.0,1352160.0,0.5,0.42,1.36,,1352160.0,400.0,1800.0,300480.0,,100.0,0.05,,,,100.0,,,0.05,100.0,,,,0.3,,,100.0,52.42,0.0,0.0,0.0,100.0,,1.0,100.0,2.3591
2021-10-14,2000.0,1563000.0,0.56,0.47,1.51,,1563000.0,600.0,2000.0,468900.0,,200.0,0.15,,,,200.0,,,0.15,200.0,,,,0.45,,,100.0,62.31,0.0,0.0,0.0,100.0,,1.0,100.0,2.0768
2021-10-15,2000.0,1586000.0,0.55,0.47,1.56,,1586000.0,600.0,2000.0,475800.0,,,,,,,,,,,,,,,0.47,,,100.0,62.31,0.0,0.0,0.0,100.0,,1.0,100.0,2.0768
2021-10-18,2000.0,1605800.0,0.56,0.47,1.58,,1605800.0,600.0,2000.0,481740.0,,,,,,,,,,,,,,,0.48,,,100.0,62.31,0.0,0.0,0.0,100.0,,1.0,100.0,2.0768
2021-10-19,2000.0,1637000.0,0.55,0.47,1.6,,1637000.0,600.0,2000.0,491100.0,,,,,,,,,,,,,,,0.48,,,100.0,62.31,0.0,0.0,0.0,100.0,,1.0,100.0,2.0768
2021-10-20,3700.0,3038070.0,1.02,0.85,3.03,,3038070.0,600.0,3700.0,492660.0,,,1.43,,,,1700.0,,,1.43,,,,,0.49,,,100.0,62.31,0.0,0.0,0.0,100.0,,1.0,100.0,3.8422
