,LQQ FP Equity_DX_SI_QTY,LQQ FP Equity_DX_SHORT_INTEREST_VALUE,LQQ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LQQ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LQQ FP Equity_DX_SI_MV,LQQ FP Equity_DX_DSS,LQQ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LQQ FP Equity_DX_SUPPLY_SI_QTY,LQQ FP Equity_DX_BROKER_SI_QTY,LQQ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LQQ FP Equity_DX_BROKER_SI_MV_NEW_x,LQQ FP Equity_DX_SUPPLY_SI_QTY_INC_x,LQQ FP Equity_DX_BROKER_SI_MV_INC_x,LQQ FP Equity_DX_BROKER_SI_QTY_ADD,LQQ FP Equity_DX_BROKER_SI_QTY_NEW,LQQ FP Equity_DX_SUPPLY_SI_MV_DEC,LQQ FP Equity_DX_BROKER_SI_QTY_INC,LQQ FP Equity_DX_SUPPLY_SI_QTY_DEC,LQQ FP Equity_DX_BROKER_SI_MV_NEW_y,LQQ FP Equity_DX_BROKER_SI_MV_INC_y,LQQ FP Equity_DX_SUPPLY_SI_QTY_INC_y,LQQ FP Equity_DX_BROKER_SI_MV_ADD,LQQ FP Equity_DX_SUPPLY_SI_QTY_ADD,LQQ FP Equity_DX_BROKER_SI_QTY_DEC,LQQ FP Equity_DX_SUPPLY_SI_MV,LQQ FP Equity_DX_BROKER_SI_MV_DEC,LQQ FP Equity_DX_BROKER_SI_MV_RMV,LQQ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LQQ FP Equity_DX_UTILIZATION_QUANTITY,LQQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LQQ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LQQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LQQ FP Equity_DX_ACTIVE_UTILIZATION_MV,LQQ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LQQ FP Equity_DX_BROKER_SI_CON_RATIO,LQQ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LQQ FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,800.0,19342.11,0.02,0.0,,0.0,,0.0
2007-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6800.0,164609.21,0.17,0.0,,0.0,,0.0
2007-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8800.0,210939.47,0.22,0.0,,0.0,,0.0
2007-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8800.0,198868.42,0.21,0.0,,0.0,,0.0
2007-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8800.0,186189.47,0.2,0.0,,0.0,,0.0
2007-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8800.0,182281.58,0.19,0.0,,0.0,,0.0
2007-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8800.0,181065.79,0.18,0.0,,0.0,,0.0
2007-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,177560.53,0.18,0.0,,0.0,,0.0
2007-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,174659.21,0.18,0.0,,0.0,,0.0
2007-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,171260.53,0.18,0.0,,0.0,,0.0
2007-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,172421.05,0.17,0.0,,0.0,,0.0
2007-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,173581.58,0.17,0.0,,0.0,,0.0
2007-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,164297.37,0.18,0.0,,0.0,,0.0
2007-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,167364.47,0.18,0.0,,0.0,,0.0
2007-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,166867.1,0.17,0.0,,0.0,,0.0
2007-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,167115.79,0.17,0.0,,0.0,,0.0
2007-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,168193.42,0.17,0.0,,0.0,,0.0
2007-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,178969.74,0.17,0.0,,0.0,,0.0
2007-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,180378.95,0.18,0.0,,0.0,,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,183197.37,0.18,0.0,,0.0,,0.0
2007-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,180710.53,0.19,0.0,,0.0,,0.0
2007-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,174742.1,0.18,0.0,,0.0,,0.0
2007-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,8400.0,182285.53,0.18,0.0,,0.0,,0.0
2007-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,271290.79,0.27,0.0,,0.0,,0.0
2007-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,275206.58,0.27,0.0,,0.0,,0.0
2007-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,276552.63,0.28,0.0,,0.0,,0.0
2007-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,278021.05,0.28,0.0,,0.0,,0.0
2007-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,272881.58,0.28,0.0,,0.0,,0.0
2007-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,263092.1,0.28,0.0,,0.0,,0.0
2007-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,269332.89,0.27,0.0,,0.0,,0.0
2007-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,261256.58,0.27,0.0,,0.0,,0.0
2007-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,255260.52,0.26,0.0,,0.0,,0.0
2007-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,256484.21,0.26,0.0,,0.0,,0.0
2007-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,261011.84,0.26,0.0,,0.0,,0.0
2007-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,272147.37,0.26,0.0,,0.0,,0.0
2007-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,273982.89,0.28,0.0,,0.0,,0.0
2007-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,273982.89,0.28,0.0,,0.0,,0.0
2007-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,273982.89,0.28,0.0,,0.0,,0.0
2007-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,271657.89,0.28,0.0,,0.0,,0.0
2007-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,270311.84,0.28,0.0,,0.0,,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12400.0,270311.84,0.27,0.0,,0.0,,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,261810.1,0.27,0.0,,0.0,,0.0
2008-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,249247.01,0.27,0.0,,0.0,,0.0
2008-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,244506.22,0.25,0.0,,0.0,,0.0
2008-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,231113.49,0.25,0.0,,0.0,,0.0
2008-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,225306.02,0.23,0.0,,0.0,,0.0
2008-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,225543.06,0.23,0.0,,0.0,,0.0
2008-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,213454.04,0.23,0.0,,0.0,,0.0
2008-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,216654.08,0.22,0.0,,0.0,,0.0
2008-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,215468.88,0.22,0.0,,0.0,,0.0
2008-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,215350.36,0.22,0.0,,0.0,,0.0
2008-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,210846.61,0.22,0.0,,0.0,,0.0
2008-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,201246.51,0.21,0.0,,0.0,,0.0
2008-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,203735.43,0.2,0.0,,0.0,,0.0
2008-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,202668.75,0.21,0.0,,0.0,,0.0
2008-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,183112.99,0.21,0.0,,0.0,,0.0
2008-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,186075.99,0.19,0.0,,0.0,,0.0
2008-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,176238.85,0.19,0.0,,0.0,,0.0
2008-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,189987.14,0.18,0.0,,0.0,,0.0
2008-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,191646.41,0.19,0.0,,0.0,,0.0
2008-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,187616.74,0.19,0.0,,0.0,,0.0
2008-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,185957.47,0.19,0.0,,0.0,,0.0
2008-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,188446.38,0.19,0.0,,0.0,,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,187972.3,0.19,0.0,,0.0,,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,194372.37,0.19,0.0,,0.0,,0.0
2008-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,196505.72,0.2,0.0,,0.0,,0.0
2008-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,189631.58,0.2,0.0,,0.0,,0.0
2008-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,187498.22,0.19,0.0,,0.0,,0.0
2008-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,176357.37,0.19,0.0,,0.0,,0.0
2008-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12010.0,183587.07,0.18,0.0,,0.0,,0.0
2008-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,184736.84,0.19,0.0,,0.0,,0.0
2008-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,190776.31,0.19,0.0,,0.0,,0.0
2008-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,190184.21,0.19,0.0,,0.0,,0.0
2008-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,186631.58,0.19,0.0,,0.0,,0.0
2008-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,181184.21,0.18,0.0,,0.0,,0.0
2008-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,186986.84,0.18,0.0,,0.0,,0.0
2008-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,182960.53,0.19,0.0,,0.0,,0.0
2008-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,179407.89,0.19,0.0,,0.0,,0.0
2008-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,183078.95,0.18,0.0,,0.0,,0.0
2008-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,176802.63,0.19,0.0,,0.0,,0.0
2008-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,181302.63,0.18,0.0,,0.0,,0.0
2008-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,181065.79,0.18,0.0,,0.0,,0.0
2008-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,177750.0,0.18,0.0,,0.0,,0.0
2008-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,181657.89,0.18,0.0,,0.0,,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,171710.53,0.18,0.0,,0.0,,0.0
2008-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,169934.21,0.17,0.0,,0.0,,0.0
2008-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,165907.89,0.17,0.0,,0.0,,0.0
2008-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,171947.37,0.17,0.0,,0.0,,0.0
2008-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,166263.16,0.17,0.0,,0.0,,0.0
2008-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,160460.53,0.17,0.0,,0.0,,0.0
2008-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,156078.95,0.16,0.0,,0.0,,0.0
2008-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12000.0,157618.42,0.16,0.0,,0.0,,0.0
2008-03-12,14800.0,205934.21,2.1,1.85,0.2,1.0,102967.1,7400.0,7400.0,102967.1,,,,7400.0,,,,,,,,0.1,7400.0,,0.1,,,100.0,61.67,0.0,0.0,0.0,100.0,,1.0,100.0,1.2333
2008-03-13,14800.0,195856.58,2.17,1.85,0.21,1.0,97928.29,7400.0,7400.0,97928.29,,,,,,,,,,,,,,,0.1,,,100.0,61.67,0.0,0.0,0.0,100.0,,1.0,100.0,1.2333
2008-03-14,20200.0,271503.95,2.97,2.53,0.27,1.0,271503.95,0.0,20200.0,0.0,,,,12800.0,,0.1,,7400.0,,,,0.17,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,36.63,0.3399,36.63,1.6833
2008-03-17,12800.0,159157.89,1.81,1.6,0.17,1.0,159157.89,0.0,12800.0,0.0,,,,,,,,,,,,,,7400.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,42.19,0.5122,57.81,1.0667
2008-03-18,12800.0,168126.31,1.71,1.6,0.16,1.0,168126.31,0.0,12800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42.19,0.5122,57.81,1.0667
2008-03-19,5400.0,74285.53,0.71,0.68,0.07,0.0,74285.53,0.0,5400.0,0.0,,,,,,,,,,,,,,7400.0,0.0,0.09,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.45
2008-03-20,5400.0,73326.32,0.7,0.68,0.07,0.0,73326.32,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.45
2008-03-21,5400.0,73326.32,0.71,0.68,0.07,0.0,73326.32,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.45
2008-03-24,5400.0,73326.32,0.71,0.68,0.08,0.0,73326.32,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.45
2008-03-25,5400.0,79081.58,0.71,0.68,0.07,0.0,79081.58,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.45
2008-03-26,5400.0,79028.29,0.63,0.68,0.08,0.0,79028.29,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.54
2008-03-27,5400.0,77962.5,0.64,0.68,0.08,0.0,77962.5,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.54
2008-03-28,5400.0,76736.84,0.65,0.68,0.08,0.0,76736.84,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.54
