,EESM FP Equity_DX_SI_QTY,EESM FP Equity_DX_SHORT_INTEREST_VALUE,EESM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EESM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EESM FP Equity_DX_SI_MV,EESM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EESM FP Equity_DX_SUPPLY_SI_QTY,EESM FP Equity_DX_BROKER_SI_QTY,EESM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EESM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EESM FP Equity_DX_SUPPLY_SI_QTY_INC_x,EESM FP Equity_DX_BROKER_SI_MV_INC_x,EESM FP Equity_DX_SUPPLY_SI_MV_NEW,EESM FP Equity_DX_BROKER_SI_QTY_ADD,EESM FP Equity_DX_SUPPLY_SI_MV_DEC,EESM FP Equity_DX_BROKER_SI_QTY_INC,EESM FP Equity_DX_SUPPLY_SI_QTY_DEC,EESM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EESM FP Equity_DX_BROKER_SI_MV_INC_y,EESM FP Equity_DX_SUPPLY_SI_QTY_INC_y,EESM FP Equity_DX_BROKER_SI_MV_ADD,EESM FP Equity_DX_SUPPLY_SI_QTY_ADD,EESM FP Equity_DX_BROKER_SI_QTY_DEC,EESM FP Equity_DX_SUPPLY_SI_MV,EESM FP Equity_DX_BROKER_SI_MV_DEC,EESM FP Equity_DX_SUPPLY_SI_MV_RMV,EESM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EESM FP Equity_DX_UTILIZATION_QUANTITY,EESM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EESM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EESM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EESM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EESM FP Equity_DX_ACTIVE_UTILIZATION_MV,EESM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EESM FP Equity_DX_BROKER_SI_CON_RATIO,EESM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EESM FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-01-23,100.0,21173.1,0.03,0.02,0.02,21173.1,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-01-24,100.0,21258.2,0.03,0.02,0.02,21258.2,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-01-25,100.0,21416.9,0.03,0.02,0.02,21416.9,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-01-28,100.0,21227.7,0.03,0.02,0.02,21227.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-01-29,100.0,21325.5,0.03,0.02,0.02,21325.5,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-01-30,100.0,21424.1,0.07,0.02,0.02,21424.1,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-01-31,100.0,21402.7,0.07,0.02,0.02,21402.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-01,100.0,21370.9,0.08,0.02,0.02,21370.9,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-04,100.0,21446.8,0.08,0.02,0.02,21446.8,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-05,100.0,21560.7,0.08,0.02,0.02,21560.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-06,100.0,21637.5,0.08,0.02,0.02,21637.5,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-07,100.0,21330.9,0.08,0.02,0.02,21330.9,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-08,100.0,21149.7,0.08,0.02,0.02,21149.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-11,100.0,21266.1,0.08,0.02,0.02,21266.1,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-12,100.0,21428.8,0.08,0.02,0.02,21428.8,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-13,100.0,21491.5,0.08,0.02,0.02,21491.5,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-14,100.0,21518.2,0.08,0.02,0.02,21518.2,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-15,100.0,21670.7,0.07,0.02,0.02,21670.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-18,100.0,21830.8,0.06,0.02,0.02,21830.8,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-19,100.0,21790.0,0.05,0.02,0.02,21790.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2019-02-20,100.0,21911.5,0.06,0.02,0.02,21911.5,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-02-21,100.0,21889.7,0.06,0.02,0.02,21889.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-02-22,100.0,21965.0,0.06,0.02,0.02,21965.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-02-25,100.0,22023.8,0.06,0.02,0.02,22023.8,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-02-26,100.0,22186.7,0.1,0.02,0.02,22186.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-02-27,100.0,22131.7,0.1,0.02,0.02,22131.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-02-28,100.0,22140.4,0.09,0.02,0.02,22140.4,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-03-01,100.0,22335.7,0.09,0.02,0.02,22335.7,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,100.0,0.0,0.02,,0.0,0.0,19000.0,4265481.0,,4.25,0.0,,0.0,,0.0
2019-03-05,100.0,22424.8,0.1,0.02,0.02,22424.8,0.0,100.0,0.0,,,,,100.0,,,,,,,0.02,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-03-06,100.0,22395.0,0.1,0.02,0.02,22395.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-03-07,100.0,22151.0,0.1,0.02,0.02,22151.0,0.0,100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,100.0,0.0,0.02,,0.0,0.0,19000.0,4172799.0,,4.21,0.0,,0.0,,0.0
2019-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,2212790.0,,2.2,0.0,,0.0,,0.0
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4197347.0,,4.2,0.0,,0.0,,0.0
2019-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4223776.0,,4.21,0.0,,0.0,,0.0
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4270801.0,,4.23,0.0,,0.0,,0.0
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4300859.0,,4.27,0.0,,0.0,,0.0
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4291530.0,,4.31,0.0,,0.0,,0.0
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4325863.0,,4.29,0.0,,0.0,,0.0
2019-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4279826.0,,4.35,0.0,,0.0,,0.0
2019-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4264702.0,,4.29,0.0,,0.0,,0.0
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19000.0,4230293.0,,4.27,0.0,,0.0,,0.0
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5076721.0,,5.13,0.0,,0.0,,0.0
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5108553.0,,5.07,0.0,,0.0,,0.0
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5100733.0,,5.1,0.0,,0.0,,0.0
2019-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5105287.0,,5.1,0.0,,0.0,,0.0
2019-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5147607.0,,5.1,0.0,,0.0,,0.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5231511.0,,5.15,0.0,,0.0,,0.0
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5245380.0,,5.23,0.0,,0.0,,0.0
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5323189.0,,5.24,0.0,,0.0,,0.0
2019-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5308032.0,,5.33,0.0,,0.0,,0.0
2019-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5317853.0,,5.31,0.0,,0.0,,0.0
2019-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5299039.0,,5.32,0.0,,0.0,,0.0
2019-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5268449.0,,5.3,0.0,,0.0,,0.0
2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23000.0,5283813.0,,5.27,0.0,,0.0,,0.0
2019-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,6914820.0,,6.89,0.0,,0.0,,0.0
2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,6953970.0,,6.92,0.0,,0.0,,0.0
2019-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,6991740.0,,6.95,0.0,,0.0,,0.0
2019-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,7023600.0,,6.99,0.0,,0.0,,0.0
2019-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,7014840.0,,7.03,0.0,,0.0,,0.0
2019-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,7013340.0,,7.02,0.0,,0.0,,0.0
2019-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,7013340.0,,7.01,0.0,,0.0,,0.0
2019-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,7013340.0,,7.01,0.0,,0.0,,0.0
2019-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,7010640.0,,7.02,0.0,,0.0,,0.0
2019-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,7049790.0,,7.01,0.0,,0.0,,0.0
2019-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,30000.0,7036260.0,,7.05,0.0,,0.0,,0.0
2019-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,10539765.0,,10.55,0.0,,0.0,,0.0
2019-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,10554750.0,,10.55,0.0,,0.0,,0.0
2019-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,10575630.0,,10.55,0.0,,0.0,,0.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,10575630.0,,10.53,0.0,,0.0,,0.0
2019-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,10484685.0,,10.58,0.0,,0.0,,0.0
2019-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,10568385.0,,10.67,0.0,,0.0,,0.0
2019-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,10411605.0,,10.6,0.0,,0.0,,0.0
2019-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7120514.0,,7.19,0.0,,0.0,,0.0
2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7128233.0,,7.12,0.0,,0.0,,0.0
2019-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7017966.0,,7.14,0.0,,0.0,,0.0
2019-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7048222.0,,7.01,0.0,,0.0,,0.0
2019-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6933801.0,,7.04,0.0,,0.0,,0.0
2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7017067.0,,6.93,0.0,,0.0,,0.0
2019-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7029498.0,,7.02,0.0,,0.0,,0.0
2019-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7103960.0,,7.03,0.0,,0.0,,0.0
2019-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7059816.0,,6.99,0.0,,0.0,,0.0
2019-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6960089.0,,7.06,0.0,,0.0,,0.0
2019-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7046486.0,,6.96,0.0,,0.0,,0.0
2019-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7038085.0,,7.04,0.0,,0.0,,0.0
2019-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6916875.0,,7.04,0.0,,0.0,,0.0
2019-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6961980.0,,6.92,0.0,,0.0,,0.0
2019-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6948061.0,,6.96,0.0,,0.0,,0.0
2019-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6976767.0,,6.95,0.0,,0.0,,0.0
2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6851930.0,,6.98,0.0,,0.0,,0.0
2019-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6884945.0,,6.85,0.0,,0.0,,0.0
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6854689.0,,6.89,0.0,,0.0,,0.0
2019-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6808840.0,,6.87,0.0,,0.0,,0.0
2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6851775.0,,6.81,0.0,,0.0,,0.0
2019-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6886464.0,,6.84,0.0,,0.0,,0.0
2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6865477.0,,6.88,0.0,,0.0,,0.0
2019-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6918456.0,,6.86,0.0,,0.0,,0.0
2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6956524.0,,6.92,0.0,,0.0,,0.0
2019-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6989973.0,,6.96,0.0,,0.0,,0.0
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6977325.0,,6.98,0.0,,0.0,,0.0
2019-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6992360.0,,6.98,0.0,,0.0,,0.0
2019-06-14,82.0,18374.56,0.11,0.02,0.02,18374.56,0.0,82.0,0.0,,,,,82.0,,,,,,,0.02,,,0.0,,,0.0,0.0,31000.0,6946480.0,,6.99,0.0,,1.0,100.0,0.0026
2019-06-17,82.0,18316.26,0.11,0.02,0.02,18316.26,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6924439.0,,6.94,0.0,,1.0,100.0,0.0026
2019-06-18,82.0,18457.13,0.28,0.02,0.02,18457.13,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6977697.0,,6.92,0.0,,1.0,100.0,0.0026
