,MFE FP Equity_DX_SI_QTY,MFE FP Equity_DX_SHORT_INTEREST_VALUE,MFE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MFE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MFE FP Equity_DX_SI_MV,MFE FP Equity_DX_DSS,MFE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MFE FP Equity_DX_SUPPLY_SI_QTY,MFE FP Equity_DX_BROKER_SI_QTY,MFE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MFE FP Equity_DX_BROKER_SI_MV_NEW_x,MFE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MFE FP Equity_DX_SUPPLY_SI_QTY_INC_x,MFE FP Equity_DX_BROKER_SI_MV_INC_x,MFE FP Equity_DX_SUPPLY_SI_MV_NEW,MFE FP Equity_DX_BROKER_SI_QTY_ADD,MFE FP Equity_DX_BROKER_SI_QTY_NEW,MFE FP Equity_DX_SUPPLY_SI_MV_DEC,MFE FP Equity_DX_BROKER_SI_QTY_INC,MFE FP Equity_DX_SUPPLY_SI_QTY_DEC,MFE FP Equity_DX_BROKER_SI_MV_NEW_y,MFE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MFE FP Equity_DX_BROKER_SI_MV_INC_y,MFE FP Equity_DX_SUPPLY_SI_QTY_INC_y,MFE FP Equity_DX_BROKER_SI_MV_ADD,MFE FP Equity_DX_SUPPLY_SI_QTY_ADD,MFE FP Equity_DX_BROKER_SI_QTY_DEC,MFE FP Equity_DX_SUPPLY_SI_MV,MFE FP Equity_DX_BROKER_SI_MV_DEC,MFE FP Equity_DX_SUPPLY_SI_MV_RMV,MFE FP Equity_DX_BROKER_SI_MV_RMV,MFE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MFE FP Equity_DX_UTILIZATION_QUANTITY,MFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MFE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MFE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MFE FP Equity_DX_ACTIVE_UTILIZATION_MV,MFE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MFE FP Equity_DX_BROKER_SI_CON_RATIO,MFE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MFE FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-02-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-02-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-02-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-02-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-02-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-02-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-02-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-02-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.09,0.0,,0.0,,
2007-03-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-03-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-04-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-04-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-04-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-04-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-04-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-04-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.1,0.0,,0.0,,
2007-04-10,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.32,,0.0,,
2007-04-11,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-04-12,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.33,,0.0,,
2007-04-13,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.33,,0.0,,
2007-04-16,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-04-17,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.34,,0.0,,
2007-04-18,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.34,,0.0,,
2007-04-19,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-04-20,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.27,,0.0,,
2007-04-23,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-04-24,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.33,,0.0,,
2007-04-25,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-04-26,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.37,,0.0,,
2007-04-27,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.33,,0.0,,
2007-04-30,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-05-01,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.37,,0.0,,
2007-05-02,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-05-03,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-05-04,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.33,,0.0,,
2007-05-07,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-05-08,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,,,
2007-05-09,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,,,
2007-05-10,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,,,
2007-05-11,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,,,
2007-05-14,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,,,
2007-05-15,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,,,
2007-05-16,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,,,
2007-05-17,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,,,
2007-05-18,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,0.0,,,0.01,,,,,,,0.0,,,,,,0.01,,0.01,,0.0,0.0,0.0,0.0,0.0,0.1,5.29,,0.0,,
2007-05-21,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.37,,0.0,,
2007-05-22,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-05-23,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-05-24,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-05-25,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.34,,0.0,,
2007-05-28,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-05-29,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-05-30,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-05-31,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.34,,0.0,,
2007-06-01,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-06-04,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.11,5.33,,0.0,,
2007-06-05,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.34,,0.0,,
2007-06-06,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-06-07,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.38,,0.0,,
2007-06-08,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.37,,0.0,,
2007-06-11,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-06-12,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.37,,0.0,,
2007-06-13,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-06-14,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-06-15,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.32,,0.0,,
2007-06-18,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.11,5.34,,0.0,,
2007-06-19,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-06-20,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-06-21,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.11,5.36,,0.0,,
2007-06-22,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-06-25,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-06-26,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-06-27,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-06-28,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-06-29,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.31,,0.0,,
2007-07-02,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.32,,0.0,,
2007-07-03,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-07-04,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.35,,0.0,,
2007-07-05,0.0,0.0,0.0,,0.01,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.1,5.36,,0.0,,
2007-07-06,100.0,5912.0,0.01,,0.01,,0.0,100.0,0.0,5912.0,,100.0,,,0.01,,,,,,,100.0,,,,,,0.01,,0.01,,5.35,5.35,1769.0,104583.3,0.0,0.1,5.34,,0.0,,0.0535
2007-07-09,100.0,5926.0,0.01,,0.01,,0.0,100.0,0.0,5926.0,,,,,,,,,,,,,,,,,,0.01,,,,5.35,5.35,1769.0,104830.9,,0.1,5.35,,0.0,,0.0535
2007-07-10,100.0,5864.0,0.01,,0.01,,0.0,100.0,0.0,5864.0,,,,,,,,,,,,,,,,,,0.01,,,,5.35,5.35,1769.0,103734.2,,0.11,5.31,,0.0,,0.0535
2007-07-11,100.0,5831.0,0.01,,0.01,,0.0,100.0,0.0,5831.0,,,,,,,,,,,,,,,,,,0.01,,,,5.35,5.35,1769.0,103150.4,,0.1,5.35,,0.0,,0.0535
2007-07-12,100.0,5898.0,0.02,,0.01,,0.0,100.0,0.0,5898.0,,,,,,,,,,,,,,,,,,0.01,,,,5.35,5.35,1769.0,104335.6,,0.1,5.33,,0.0,,0.0535
2007-07-13,100.0,5942.0,0.02,,0.01,,0.0,100.0,0.0,5942.0,,,,,,,,,,,,,,,,,,0.01,,,,5.35,5.35,1769.0,105114.0,,0.1,5.35,,0.0,,0.0535
2007-07-16,100.0,5958.0,0.01,,0.01,,0.0,100.0,0.0,5958.0,,,,,,,,,,,,,,,,,,0.01,,,,5.35,5.35,1769.0,105397.0,,0.11,5.35,,0.0,,0.0535
