DATE,RCO FP Equity_DX_SI_QTY,RCO FP Equity_DX_SHORT_INTEREST_VALUE,RCO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RCO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RCO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RCO FP Equity_DX_SI_MV,RCO FP Equity_DX_DSS,RCO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RCO FP Equity_DX_SUPPLY_SI_QTY,RCO FP Equity_DX_BROKER_SI_QTY,RCO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RCO FP Equity_DX_BROKER_SI_MV_NEW_x,RCO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RCO FP Equity_DX_SUPPLY_SI_QTY_INC_x,RCO FP Equity_DX_BROKER_SI_MV_INC_x,RCO FP Equity_DX_SUPPLY_SI_MV_NEW,RCO FP Equity_DX_BROKER_SI_QTY_ADD,RCO FP Equity_DX_BROKER_SI_QTY_NEW,RCO FP Equity_DX_SUPPLY_SI_MV_DEC,RCO FP Equity_DX_BROKER_SI_QTY_INC,RCO FP Equity_DX_SUPPLY_SI_QTY_DEC,RCO FP Equity_DX_BROKER_SI_MV_NEW_y,RCO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RCO FP Equity_DX_BROKER_SI_MV_INC_y,RCO FP Equity_DX_SUPPLY_SI_QTY_INC_y,RCO FP Equity_DX_BROKER_SI_MV_ADD,RCO FP Equity_DX_SUPPLY_SI_QTY_ADD,RCO FP Equity_DX_BROKER_SI_QTY_DEC,RCO FP Equity_DX_SUPPLY_SI_MV,RCO FP Equity_DX_BROKER_SI_MV_DEC,RCO FP Equity_DX_SUPPLY_SI_MV_RMV,RCO FP Equity_DX_BROKER_SI_MV_RMV,RCO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RCO FP Equity_DX_UTILIZATION_QUANTITY,RCO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RCO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RCO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RCO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RCO FP Equity_DX_ACTIVE_UTILIZATION_MV,RCO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RCO FP Equity_DX_BROKER_SI_CON_RATIO,RCO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RCO FP Equity_DX_DEMAND_SUPPLY_RATIO,RCO FP Equity_PX_LAST
2006-07-17,888248.0,22950013.87,4.7,14.49,1.97,33.01,1.0,9026965.49,632894.0,349376.0,16352331.87,0.0,0.0,22439.0,0.0,0.0,0.0,0.0,0.04,83.0,259.0,0.0,0.0,0.0,22439.0,0.0,0.0,244.0,23.24,0.01,0.0,0.0,39.68,39.68,962122.0,24858725.54,0.0,35.56,39.53,11.55,0.1958,37.35,0.5569,36.11
2006-07-18,897758.0,23439825.43,4.75,14.41,1.99,32.99,1.0,9150627.87,641819.0,350474.0,16757439.44,0.0,0.0,10538.0,0.02,0.0,0.0,0.0,0.12,1181.0,1612.0,0.0,0.0,0.02,10538.0,0.0,0.0,83.0,23.32,0.02,0.0,0.0,40.35,40.35,949008.0,24777926.62,0.0,34.74,40.16,11.31,0.2001,38.12,0.5643,36.49
2006-07-19,871100.0,22531885.78,4.6,14.47,1.93,32.06,1.0,8526524.96,635730.0,329642.0,16443801.8,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.24,0.0,6562.0,0.0,0.0,0.0,473.0,0.0,0.0,20832.0,23.12,0.76,0.0,0.0,42.0,42.0,877889.0,22707490.16,0.0,32.12,41.85,11.44,0.209,39.17,0.5755,36.15
2006-07-20,868956.0,23626675.07,4.59,14.32,1.93,32.17,1.0,8951999.59,633203.0,329242.0,17216615.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,2527.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,23.18,0.0,0.0,0.0,42.43,42.43,859014.0,23356354.82,0.0,31.67,42.26,11.41,0.208,39.02,0.5823,38.0
2006-07-21,875315.0,23580367.92,4.52,14.5,1.92,33.22,1.0,8838782.28,609723.0,328100.0,16425507.01,0.0,0.0,8632.0,0.02,0.0,0.0,0.0,1.22,335.0,32112.0,0.0,0.0,0.02,8632.0,0.0,0.0,1477.0,23.03,0.01,0.0,0.0,42.58,42.58,822337.0,22153178.02,0.0,31.1,42.54,11.08,0.2079,39.1,0.6112,37.65
2006-07-24,825790.0,22506181.54,4.26,14.07,1.81,31.48,1.0,8819542.95,595011.0,323604.0,16216502.48,0.0,0.0,30848.0,0.08,0.0,0.0,0.0,1.69,1802.0,45560.0,0.0,0.0,0.08,30848.0,0.0,0.0,6298.0,22.53,0.18,0.0,0.0,41.82,41.82,827757.0,22559790.4,0.0,31.41,41.77,11.64,0.191,36.18,0.5804,38.09
2006-07-25,850866.0,23688830.82,4.39,14.94,1.87,32.9,1.0,8884766.24,624254.0,319127.0,17379760.61,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,0.0,30000.0,0.0,0.0,4477.0,23.97,0.14,0.0,0.0,47.19,43.91,698538.0,19447890.15,0.0,0.78,96.85,11.42,0.2014,38.04,0.5985,38.91
2006-07-26,1284865.0,35403992.76,6.63,22.19,2.82,50.91,1.0,13534260.61,874607.0,491179.0,24099481.19,0.0,0.0,25000.0,0.0,0.0,200300.0,0.0,0.38,0.0,13584.0,0.0,0.0,0.0,25000.0,8.3,238937.0,28247.0,34.22,1.06,0.0,0.0,65.14,59.94,468124.0,12898988.38,0.0,0.0,136.88,18.03,0.1768,32.98,0.8806,38.51
2006-07-27,1322180.0,37274174.24,6.83,23.17,2.91,52.22,1.0,12686632.73,922032.0,450017.0,25993421.03,0.0,0.0,81463.0,0.0,0.0,0.0,0.0,1.29,0.0,34038.0,0.0,0.0,0.0,81463.0,0.0,0.0,41163.0,35.92,1.6,0.0,0.0,72.01,63.09,358358.0,10102632.42,0.0,0.0,161.12,17.53,0.2014,37.3,0.9046,39.4
2006-07-28,1308504.0,36748189.0,6.75,23.06,2.88,52.25,1.0,12312023.93,943159.0,438398.0,26487794.6,0.0,0.0,24025.0,0.01,0.0,0.0,0.0,0.01,153.0,2898.0,0.0,0.0,0.01,24025.0,0.0,0.0,11771.0,37.3,0.43,0.0,0.0,67.76,62.1,448813.0,12604520.08,0.0,0.0,147.32,17.5,0.2048,37.91,0.8615,39.25
2006-07-31,1336731.0,38623358.51,6.9,23.73,2.94,53.38,1.0,13474318.89,920711.0,466338.0,26602922.38,0.0,0.0,347.0,1.12,0.0,0.0,0.0,0.89,27940.0,22794.0,0.0,0.0,1.12,347.0,0.0,0.0,0.0,36.41,0.0,0.0,0.0,69.42,60.6,405491.0,11716212.36,0.0,0.0,160.37,17.07,0.201,37.71,0.8798,39.25
2006-08-01,1324707.0,38285690.21,6.84,22.95,2.91,52.8,1.0,12850190.06,931471.0,444624.0,26920677.66,0.0,0.0,2069.0,0.0,0.0,0.0,0.0,0.02,58.0,127.0,0.0,0.0,0.0,2069.0,0.0,8818.0,21773.0,36.77,0.88,0.0,0.0,65.41,60.78,492666.0,14238663.98,0.0,0.0,139.06,17.3,0.2033,38.2,0.8644,39.26
2006-08-02,1315500.0,38649059.9,6.79,22.49,2.89,52.9,1.0,12642928.66,936262.0,430328.0,27507142.62,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,7000.0,2157.0,0.0,0.0,0.51,0.0,0.0,6947.0,21296.0,37.17,0.83,0.0,0.0,61.87,48.77,576894.0,16949000.96,0.0,0.0,138.13,19.12,0.2081,38.04,0.6852,39.91
2006-08-03,1305036.0,38389665.32,6.74,21.68,2.87,53.09,1.0,12421141.01,932303.0,422250.0,27425143.94,0.0,0.0,188.0,0.97,0.0,0.0,0.0,0.01,22823.0,4146.0,0.0,0.0,0.97,188.0,0.0,0.0,30901.0,37.52,1.2,0.0,0.0,64.62,48.96,510478.0,15016504.97,0.0,0.0,152.35,19.14,0.2093,38.48,0.6853,39.96
2006-08-04,1274748.0,36935653.16,6.58,21.03,2.8,51.57,1.0,11104067.08,941226.0,383231.0,27271897.73,0.0,0.0,8923.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,8923.0,0.0,0.0,39242.0,37.53,1.57,0.0,0.0,65.05,49.32,505743.0,14653835.92,0.0,0.0,154.28,19.97,0.2163,39.1,0.6679,39.36
2006-08-07,1345388.0,38239632.14,6.95,21.96,2.96,54.22,1.0,12852115.63,914244.0,452177.0,25985332.29,0.0,0.0,2460.0,2.74,0.0,0.0,0.0,1.21,69590.0,29443.0,0.0,0.0,2.74,2460.0,0.0,0.0,645.0,36.31,0.01,0.0,0.0,63.26,47.66,530985.0,15092056.02,0.0,0.0,149.77,18.81,0.198,36.78,0.7013,38.61
2006-08-08,1373426.0,38187269.3,7.09,22.7,3.02,54.6,1.0,13239976.86,918154.0,476183.0,25528710.0,0.0,0.0,4468.0,0.92,0.0,0.0,0.0,0.06,24189.0,558.0,0.0,0.0,0.92,4468.0,0.0,0.0,183.0,35.85,0.02,0.0,0.0,63.25,55.06,533372.0,14830082.0,0.0,0.0,150.85,18.67,0.1926,35.8,0.8236,37.77
2006-08-09,1390888.0,38898048.02,7.18,20.97,3.06,53.95,1.0,13461206.68,931853.0,481336.0,26060518.71,0.0,0.0,13960.0,0.15,0.0,0.0,0.0,0.02,5153.0,261.0,0.0,0.0,0.15,13960.0,0.0,0.0,0.0,35.61,0.0,0.0,0.0,64.8,55.25,506166.0,14155610.93,0.0,0.0,157.18,17.99,0.1892,35.62,0.8247,37.99
2006-08-10,1141024.0,31246693.95,5.89,17.76,2.51,44.36,1.0,12987725.98,689202.0,474268.0,18873646.8,0.0,0.0,4950.0,0.01,0.0,0.0,0.0,0.0,122.0,18.0,0.0,0.0,0.01,4950.0,0.0,0.0,7189.0,26.28,0.28,9.6,0.0,64.98,53.47,371412.0,10171036.8,247583.0,0.0,114.75,17.97,0.1892,35.77,0.8852,37.2
2006-08-11,1140542.0,31611319.01,5.89,18.08,2.51,44.02,1.0,13173466.24,687978.0,475301.0,19068032.59,0.0,0.0,1330.0,0.07,0.0,0.0,0.0,0.12,1467.0,2553.0,0.0,0.0,0.07,1330.0,0.0,0.0,434.0,25.93,0.03,0.0,0.0,65.77,53.1,358009.0,9922595.32,0.0,1.28,95.3,18.17,0.1904,35.88,0.8803,37.65
2006-08-14,1078581.0,29973404.59,5.57,17.48,2.37,41.77,1.0,11830616.15,675599.0,425720.0,18774669.84,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.85,0.0,22595.0,0.0,0.0,0.0,215.0,0.0,10000.0,49581.0,25.54,1.87,0.0,0.0,65.22,51.74,360333.0,10013533.33,0.0,1.36,94.94,19.15,0.204,37.62,0.8261,37.75
2006-08-15,1081937.0,30544547.5,5.59,17.26,2.38,41.93,1.0,12520351.85,671184.0,443491.0,18948433.75,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.15,17770.0,4414.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.43,0.0,0.0,0.0,65.08,51.42,360097.0,10166026.23,0.0,1.42,94.72,19.03,0.203,37.51,0.8289,38.35
2006-08-16,1080646.0,30627428.46,5.58,17.07,2.37,42.35,1.0,12429995.06,674809.0,438575.0,19125286.52,0.0,0.0,3625.0,0.01,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.01,3625.0,0.0,0.0,5021.0,25.93,0.19,0.0,0.0,65.31,51.12,358480.0,10159960.39,0.0,1.41,94.85,19.06,0.2038,37.68,0.8187,38.5
2006-08-17,1003058.0,28635198.97,5.18,14.88,2.2,39.54,1.0,12584770.53,594966.0,440830.0,16985029.57,0.0,0.0,227.0,0.09,0.0,0.0,0.0,3.02,2300.0,80071.0,0.0,0.0,0.09,227.0,0.0,0.0,44.0,23.01,0.0,0.0,0.0,57.65,45.67,437029.0,12476259.97,0.0,4.49,83.69,20.35,0.1783,32.68,0.77,38.78
2006-08-18,1002378.0,28896188.64,5.17,14.98,2.2,39.8,1.0,12241482.88,610472.0,424644.0,17598464.92,0.0,0.0,15569.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,15569.0,0.0,0.0,16186.0,23.91,0.64,0.0,0.0,59.27,46.94,419483.0,12092703.45,0.0,3.96,85.78,20.5,0.1828,33.52,0.7707,39.16
2006-08-21,1005692.0,28851058.78,5.19,15.16,2.21,39.95,1.0,11979610.29,610844.0,417586.0,17523750.96,0.0,0.0,372.0,0.17,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.17,372.0,0.0,0.0,11258.0,23.93,0.44,0.0,0.0,59.24,46.93,420211.0,12054915.68,0.0,3.93,85.89,20.46,0.1818,33.39,0.7726,38.97
2006-08-22,969440.0,28046575.41,5.0,14.87,2.13,38.62,1.0,11037784.37,609773.0,381525.0,17641158.22,0.0,0.0,664.0,0.0,0.0,0.0,0.0,0.07,0.0,1735.0,0.0,0.0,0.0,664.0,0.0,0.0,36062.0,23.91,1.42,0.0,0.0,59.27,46.95,418983.0,12121470.44,0.0,3.88,86.03,21.27,0.1914,34.53,0.7464,39.3
2006-08-23,1174124.0,33829933.27,6.06,17.83,2.58,46.65,1.0,9917865.84,852646.0,344216.0,24567215.46,0.0,240458.0,1343.0,0.12,9.55,0.0,0.0,0.03,2691.0,663.0,0.0,240458.0,0.12,1343.0,0.0,1735.0,40000.0,33.65,1.78,0.0,0.0,73.77,51.45,303093.0,8732992.4,0.0,0.0,120.51,17.22,0.1921,36.47,0.7085,39.14
2006-08-24,1137206.0,32556929.56,5.87,19.44,2.5,45.1,1.0,9853744.2,815755.0,344189.0,23354148.74,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1.5,0.0,36942.0,0.0,0.0,0.0,51.0,0.0,0.0,27.0,32.12,0.0,0.0,0.0,70.74,49.74,337341.0,9657693.66,0.0,0.0,115.9,17.95,0.1792,33.96,0.6934,38.89
2006-08-25,1144428.0,32283478.98,5.91,20.32,2.51,44.88,1.0,9990961.95,822993.0,354173.0,23216032.13,0.0,0.0,5663.0,0.39,0.0,0.0,0.0,0.01,9984.0,190.0,0.0,0.0,0.39,5663.0,0.0,1764.0,0.0,31.93,0.0,0.0,0.0,71.04,50.1,335464.0,9463194.71,0.0,0.0,117.18,18.09,0.1773,33.53,0.6966,38.32
2006-08-28,1093864.0,31404674.11,5.65,19.54,2.4,42.81,1.0,9356081.58,795499.0,325884.0,22838658.96,0.0,0.0,2696.0,0.0,0.0,0.0,0.0,1.16,0.0,30190.0,0.0,0.0,0.0,2696.0,0.0,0.0,28289.0,30.78,1.08,0.0,0.0,48.42,48.42,847395.0,24328585.47,0.0,30.26,50.43,19.27,0.1983,35.89,0.6658,39.0
2006-08-29,1119803.0,32157622.4,5.78,20.82,2.46,44.2,1.0,9364338.88,826453.0,326088.0,23733427.67,0.0,0.0,4390.0,0.02,0.0,0.0,0.0,0.01,204.0,2292.0,0.0,0.0,0.02,4390.0,0.0,28856.0,0.0,32.36,0.0,0.0,0.0,50.38,50.38,814134.0,23379660.31,0.0,29.12,52.64,18.46,0.19,35.32,0.6826,39.01
2006-08-30,849197.0,25186746.61,4.38,15.92,1.87,33.35,1.0,5454171.88,698042.0,183893.0,20703566.99,0.0,0.0,601.0,0.0,0.0,0.0,0.0,5.11,105.0,129012.0,0.0,0.0,0.0,601.0,0.0,0.0,142300.0,27.37,5.88,0.0,0.0,40.8,40.8,1013050.0,30046542.39,0.0,40.25,40.47,13.46,0.2334,43.19,0.4963,40.29
2006-08-31,848000.0,25688103.73,4.38,15.89,1.86,34.05,1.0,5577499.23,696618.0,184121.0,21102353.11,0.0,0.0,1025.0,0.03,0.0,0.0,0.0,0.0,228.0,2449.0,0.0,0.0,0.03,1025.0,0.0,0.0,0.0,27.97,0.0,0.0,0.0,41.27,41.27,991224.0,30026727.51,0.0,40.27,40.99,13.17,0.2349,43.43,0.5024,41.15
2006-09-01,871073.0,26399869.12,4.5,15.7,1.91,35.73,1.0,5276288.46,713619.0,174093.0,21627863.8,0.0,0.0,21344.0,0.0,0.0,0.0,0.0,1.26,0.0,33188.0,0.0,0.0,0.0,21344.0,0.0,28846.0,10027.0,29.32,0.39,0.0,0.0,42.5,42.5,965442.0,29259938.54,0.0,39.46,42.63,13.16,0.2238,42.0,0.5188,41.17
2006-09-04,892584.0,27183224.56,4.61,15.86,1.96,36.66,1.0,5226545.21,743704.0,171618.0,22649154.41,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,500.0,507.0,0.0,0.0,0.02,0.0,0.0,30591.0,2975.0,30.58,0.11,0.0,0.0,44.33,44.33,934001.0,28444559.76,0.0,38.22,44.45,12.73,0.2119,40.77,0.532,41.37
2006-09-05,892338.0,26866992.25,4.61,16.08,1.96,36.81,1.0,5165480.93,743514.0,171562.0,22386119.25,0.0,0.0,557.0,0.0,0.0,0.0,0.0,0.01,0.0,746.0,0.0,0.0,0.0,557.0,0.0,0.0,56.0,30.73,0.0,0.0,0.0,44.39,44.39,931371.0,28042218.8,0.0,38.08,44.66,12.85,0.2121,40.77,0.5328,40.9
2006-09-06,906607.0,27156457.23,4.68,16.92,1.99,37.06,1.0,5140037.25,757747.0,171598.0,22697512.81,0.0,0.0,20491.0,0.0,0.0,0.0,0.0,0.29,36.0,6258.0,0.0,0.0,0.0,20491.0,0.0,0.0,0.0,30.97,0.0,0.0,0.0,44.18,44.18,957401.0,28677937.97,0.0,39.04,44.24,12.65,0.2222,42.15,0.5286,40.69
2006-09-07,909531.0,26119196.38,4.7,17.2,2.0,36.89,1.0,4928735.44,760639.0,171630.0,21843432.95,0.0,0.0,2892.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2892.0,0.0,0.0,0.0,30.85,0.0,0.0,0.0,44.67,44.67,942197.0,27057272.89,0.0,37.98,44.82,12.71,0.2222,42.16,0.5341,39.01
2006-09-08,907122.0,25649349.86,4.68,17.33,1.99,35.56,1.0,5069660.07,760564.0,179295.0,21505345.61,0.0,0.0,4010.0,0.37,0.0,0.0,0.0,0.29,9835.0,4085.0,0.0,0.0,0.37,4010.0,0.0,0.0,2170.0,29.71,0.09,0.0,0.0,44.33,44.33,954987.0,27002757.81,0.0,37.5,44.2,12.71,0.2172,41.49,0.5288,38.41
2006-09-11,908609.0,25570998.5,4.69,16.64,2.0,35.06,1.0,5046633.94,762026.0,179321.0,21445710.64,0.0,0.0,1844.0,0.0,0.0,0.0,0.0,0.07,26.0,382.0,0.0,0.0,0.0,1844.0,0.0,0.0,0.0,29.27,0.0,0.0,0.0,44.25,44.25,960208.0,27023150.03,0.0,37.47,43.86,12.63,0.2207,42.0,0.5276,38.23
2006-09-12,908632.0,26080001.81,4.69,16.53,2.0,35.1,1.0,5142711.42,760796.0,179173.0,21836740.35,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.06,0.0,1760.0,0.0,0.0,0.0,531.0,0.0,0.0,148.0,29.31,0.0,0.0,0.0,44.15,44.15,962596.0,27628903.03,0.0,37.73,43.71,12.6,0.2185,41.7,0.5272,38.99
2006-09-13,851242.0,24457831.53,4.39,15.65,1.87,33.29,1.0,5113020.58,704624.0,177956.0,20245212.38,0.0,0.0,599.0,0.02,0.0,0.0,0.0,2.16,182.0,56771.0,0.0,0.0,0.02,599.0,0.0,0.0,1400.0,27.49,0.06,0.0,0.0,41.13,41.13,1008741.0,28983082.87,0.0,39.38,41.11,12.7,0.2193,41.77,0.4968,39.03
2006-09-14,848777.0,24505724.48,4.38,16.27,1.87,33.22,1.0,5060217.0,704850.0,175265.0,20350292.12,0.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,363.0,0.0,0.0,2690.0,27.52,0.09,0.0,0.0,41.52,41.52,992836.0,28664967.91,0.0,38.87,41.46,12.7,0.2182,41.63,0.5,39.22
2006-09-15,848618.0,24526122.27,4.38,16.42,1.86,33.46,1.0,5063903.88,703609.0,175214.0,20335180.68,0.0,0.0,984.0,0.0,0.0,0.0,0.0,0.05,0.0,2241.0,0.0,0.0,0.0,984.0,0.0,16.0,52.0,27.68,0.0,0.0,0.0,41.54,41.54,990251.0,28619493.22,0.0,38.92,41.56,12.8,0.2179,41.56,0.501,39.26
2006-09-18,849362.0,25479259.06,4.38,16.61,1.87,33.52,1.0,5162015.65,707488.0,172078.0,21223306.47,0.0,0.0,5157.0,0.0,0.0,0.0,0.0,0.05,0.0,1278.0,0.0,0.0,0.0,5157.0,0.0,0.0,3135.0,27.86,0.11,0.0,0.0,41.85,41.85,982874.0,29484367.4,0.0,38.98,41.68,12.64,0.2206,41.95,0.5025,40.75
2006-09-19,849088.0,25446037.33,4.38,16.4,1.87,34.55,1.0,5161443.95,707065.0,172228.0,21189797.03,0.0,0.0,1500.0,0.03,0.0,0.0,0.0,0.0,150.0,1923.0,0.0,0.0,0.03,1500.0,0.0,0.0,0.0,28.82,0.0,0.0,0.0,42.09,42.09,972996.0,29159395.18,0.0,39.22,42.36,12.77,0.2216,42.05,0.5054,40.71
