DATE,EDEN FP Equity_DX_SI_QTY,EDEN FP Equity_DX_SHORT_INTEREST_VALUE,EDEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EDEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EDEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EDEN FP Equity_DX_SI_MV,EDEN FP Equity_DX_DSS,EDEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EDEN FP Equity_DX_SUPPLY_SI_QTY,EDEN FP Equity_DX_BROKER_SI_QTY,EDEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EDEN FP Equity_DX_BROKER_SI_MV_NEW_x,EDEN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EDEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,EDEN FP Equity_DX_BROKER_SI_MV_INC_x,EDEN FP Equity_DX_SUPPLY_SI_MV_NEW,EDEN FP Equity_DX_BROKER_SI_QTY_ADD,EDEN FP Equity_DX_BROKER_SI_QTY_NEW,EDEN FP Equity_DX_SUPPLY_SI_MV_DEC,EDEN FP Equity_DX_BROKER_SI_QTY_INC,EDEN FP Equity_DX_SUPPLY_SI_QTY_DEC,EDEN FP Equity_DX_BROKER_SI_MV_NEW_y,EDEN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EDEN FP Equity_DX_BROKER_SI_MV_INC_y,EDEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,EDEN FP Equity_DX_BROKER_SI_MV_ADD,EDEN FP Equity_DX_SUPPLY_SI_QTY_ADD,EDEN FP Equity_DX_BROKER_SI_QTY_DEC,EDEN FP Equity_DX_SUPPLY_SI_MV,EDEN FP Equity_DX_BROKER_SI_MV_DEC,EDEN FP Equity_DX_SUPPLY_SI_MV_RMV,EDEN FP Equity_DX_BROKER_SI_MV_RMV,EDEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EDEN FP Equity_DX_UTILIZATION_QUANTITY,EDEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EDEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EDEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EDEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EDEN FP Equity_DX_ACTIVE_UTILIZATION_MV,EDEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EDEN FP Equity_DX_BROKER_SI_CON_RATIO,EDEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EDEN FP Equity_DX_DEMAND_SUPPLY_RATIO,EDEN FP Equity_PX_LAST
2010-07-16,12153892.0,126075161.01,5.38,12.06,5.38,165.43,2.0,87026533.84,8612409.0,8389528.0,89338530.52,0.0,0.0,336671.0,4.25,0.0,0.0,0.0,17.5,421294.0,1272689.0,0.0,0.0,4.25,336671.0,0.0,20839.0,324384.0,118.06,4.92,0.0,0.0,21.79,21.79,30913832.0,320676401.18,0.0,417.57,22.04,12.63,0.1663,36.19,0.3075,13.12
2010-07-19,11997688.0,126162279.85,5.31,11.56,5.31,160.14,2.0,88521713.34,7603570.0,8418173.0,79955715.32,0.0,0.0,378514.0,7.35,0.0,0.0,0.0,19.69,530986.0,1427353.0,0.0,0.0,7.35,378514.0,0.0,40000.0,502341.0,100.83,7.82,0.0,0.0,20.26,20.26,29924630.0,314673922.56,0.0,395.01,20.33,7.91,0.2123,43.24,0.3197,13.3
2010-07-20,12268850.0,135755390.44,5.43,11.46,5.43,163.3,2.0,93349232.1,8375924.0,8436407.0,92679984.91,0.0,0.0,538678.0,3.52,0.0,17388.0,0.0,4.83,254000.0,380113.0,0.0,0.0,3.52,538678.0,0.24,614379.0,253154.0,113.16,5.07,0.01,0.0,22.09,22.09,29547176.0,326940863.59,590.0,401.63,21.98,9.3,0.1876,39.38,0.3235,13.995
2010-07-21,12218993.0,135252024.73,5.41,11.07,5.41,167.61,2.0,93940327.75,7738827.0,8486795.0,85661070.5,0.0,0.0,115990.0,4.13,0.0,0.0,0.0,10.34,246609.0,784505.0,0.0,0.0,4.13,115990.0,0.0,31418.0,196221.0,109.73,1.45,0.0,0.0,20.56,20.56,29894280.0,330899763.83,0.0,420.22,20.71,10.5,0.1805,37.97,0.3247,14.0
2010-07-22,12388022.0,137269924.12,5.48,10.98,5.48,171.56,2.0,94478317.44,7475574.0,8526263.0,82835780.86,0.0,0.0,195423.0,6.01,0.0,0.0,0.0,8.04,428987.0,550084.0,0.0,0.0,6.01,195423.0,0.0,91408.0,389519.0,104.91,3.56,0.0,0.0,19.96,19.96,29974474.0,332142917.69,0.0,418.82,20.03,13.43,0.1686,35.57,0.3308,14.015
2010-07-23,12680360.0,135847359.79,5.61,11.11,5.61,176.25,2.0,96642517.71,7280501.0,9020874.0,77997536.25,0.0,0.0,103343.0,10.29,0.0,0.0,0.0,4.25,732658.0,308416.0,0.0,0.0,10.29,103343.0,0.0,10000.0,238047.0,102.35,3.36,0.0,0.0,19.53,19.53,30001380.0,321411084.78,0.0,415.6,19.76,18.12,0.1722,34.2,0.3401,13.55
2010-07-26,12987090.0,138825378.22,5.75,11.24,5.75,176.11,2.0,99707336.53,7463406.0,9327604.0,79780009.28,0.0,0.0,6528.0,2.73,0.0,0.0,0.0,0.36,326433.0,18623.0,0.0,0.0,2.73,6528.0,0.0,195000.0,19703.0,101.15,0.51,0.0,0.0,19.9,19.9,30049574.0,321214642.84,0.0,404.29,20.01,17.89,0.1826,36.01,0.3462,13.52
2010-07-27,11770218.0,127399662.74,5.21,9.97,5.21,157.78,2.0,86401760.19,7744789.0,7982498.0,83828821.74,0.0,0.0,522887.0,0.36,0.0,23000.0,0.0,3.21,27429.0,241504.0,0.0,0.0,0.36,522887.0,0.33,0.0,1395535.0,105.39,20.79,0.0,0.0,20.45,20.45,30134484.0,326172641.71,0.0,408.45,20.51,10.04,0.1897,39.3,0.3107,13.69
2010-07-28,12672328.0,136111986.26,5.61,10.56,5.61,171.32,2.0,95786331.01,7403066.0,8917920.0,79515462.17,0.0,0.0,20000.0,13.66,0.0,0.0,0.0,4.52,990350.0,361723.0,0.0,0.0,13.66,20000.0,0.0,0.0,54928.0,102.03,0.49,0.0,0.0,19.57,19.57,30416866.0,326703984.23,0.0,415.01,19.73,17.95,0.1813,35.79,0.3351,13.585
2010-07-29,12632912.0,134839633.35,5.59,10.4,5.59,172.14,2.0,93847074.6,7462490.0,8792384.0,79652214.43,0.0,0.0,37827.0,0.0,0.0,0.0,0.0,0.48,0.0,32418.0,0.0,0.0,0.0,37827.0,0.0,54015.0,125536.0,101.75,1.54,0.0,0.0,19.74,19.74,30337406.0,323811699.3,0.0,410.61,19.86,17.63,0.1769,35.35,0.3342,13.5
2010-07-30,12455593.0,132946987.46,5.51,10.17,5.51,169.01,2.0,93163244.08,7333770.0,8728317.0,78278298.61,0.0,0.0,15489.0,0.0,0.0,0.0,0.0,1.9,3427.0,144209.0,0.0,0.0,0.0,15489.0,0.0,0.0,67494.0,99.93,1.37,0.0,0.0,19.58,19.58,30113142.0,321417977.61,0.0,407.51,19.69,17.61,0.1784,35.56,0.3326,13.5
2010-08-02,11849011.0,127643568.5,5.25,9.53,5.25,160.12,2.0,94004364.78,6715844.0,8726321.0,72346484.75,0.0,0.0,1986.0,0.11,0.0,0.0,0.0,8.62,9998.0,622512.0,0.0,0.0,0.11,1986.0,0.0,2600.0,11994.0,90.91,0.53,0.0,0.0,17.99,17.99,30609180.0,329737643.43,0.0,412.58,18.06,18.7,0.1938,37.39,0.3175,13.625
2010-08-03,11745720.0,125370031.73,5.2,9.32,5.2,159.48,2.0,92362248.59,6705590.0,8653273.0,71573307.64,0.0,0.0,8565.0,0.0,0.0,0.0,0.0,3.02,0.0,238088.0,0.0,0.0,0.0,8565.0,0.0,219269.0,73048.0,91.84,0.82,0.0,0.0,18.03,18.03,30483338.0,325369330.46,0.0,414.39,18.14,18.7,0.1936,37.34,0.3158,13.5
2010-08-04,11108475.0,119534395.81,4.92,8.72,4.92,150.98,1.0,91850303.02,6469459.0,8535759.0,69615574.85,0.0,0.0,4831.0,1.14,0.0,0.0,0.0,3.28,100000.0,240962.0,0.0,0.0,1.14,4831.0,0.0,0.0,217514.0,88.45,2.3,0.0,0.0,17.4,17.4,30719788.0,330564843.33,0.0,417.16,17.49,17.54,0.1965,38.1,0.2987,13.61
2010-08-05,11519100.0,121676113.75,5.1,8.94,5.1,156.59,2.0,94718756.01,6613112.0,8967042.0,69854221.94,0.0,0.0,55598.0,6.19,0.0,14570.0,0.0,2.21,474269.0,162454.0,0.0,0.0,6.19,55598.0,0.21,250509.0,57556.0,90.4,0.74,0.0,0.0,17.81,17.81,30512816.0,322306505.76,0.0,411.43,18.01,19.46,0.2044,38.41,0.3103,13.36
2010-08-06,11747052.0,123712459.08,5.2,8.98,5.2,157.61,2.0,97853531.24,6550454.0,9291631.0,68985203.47,0.0,0.0,26888.0,3.83,0.0,0.0,0.0,1.46,324589.0,103608.0,0.0,0.0,3.83,26888.0,0.0,14062.0,0.0,87.84,0.0,0.0,0.0,17.66,17.66,30533674.0,321561179.37,0.0,405.73,17.8,21.62,0.2069,37.72,0.3168,13.32
2010-08-09,11884824.0,124129754.34,5.26,8.99,5.26,158.88,2.0,98606492.03,6410134.0,9441095.0,66949948.84,0.0,0.0,42723.0,2.38,0.0,0.0,0.0,2.84,180000.0,212460.0,0.0,0.0,2.38,42723.0,0.0,36275.0,30536.0,86.25,0.9,0.09,0.0,17.3,17.3,30652562.0,320147356.92,6858.0,408.03,17.45,21.33,0.201,36.78,0.3207,13.21
2010-08-10,11526301.0,119747276.69,5.1,8.65,5.1,153.47,2.0,91290390.18,6317463.0,8787177.0,65632416.67,0.0,0.0,48648.0,0.39,0.0,0.0,0.0,2.06,20625.0,141319.0,0.0,0.0,0.39,48648.0,0.0,0.0,674543.0,84.36,9.26,0.0,0.0,17.08,17.08,30675508.0,318689278.04,0.0,405.4,17.22,18.84,0.2025,38.18,0.3116,13.14
2010-08-11,11463609.0,118053650.3,5.07,8.55,5.07,152.94,2.0,89784572.74,6272258.0,8718538.0,64592481.52,0.0,0.0,18019.0,0.27,0.0,0.0,0.0,0.77,20611.0,70082.0,0.0,0.0,0.27,18019.0,0.0,6858.0,89250.0,84.04,1.05,0.0,0.0,17.06,17.06,30495850.0,314050000.43,0.0,403.1,17.25,18.82,0.2027,38.25,0.3118,13.025
2010-08-12,11343552.0,116862132.09,5.02,8.29,5.02,150.26,2.0,88686253.64,6225634.0,8608581.0,64136953.12,0.0,0.0,5946.0,0.0,0.0,0.0,0.0,0.94,0.0,69066.0,0.0,0.0,0.0,5946.0,0.0,111496.0,109957.0,82.45,1.77,1.24,0.0,17.0,17.0,30391494.0,313095473.63,95000.0,396.39,17.22,18.75,0.2058,38.67,0.3098,13.03
2010-08-13,11339419.0,119822972.67,5.02,8.22,5.02,149.45,2.0,90488975.11,6258582.0,8563403.0,66134067.36,0.0,0.0,118655.0,0.0,0.0,50000.0,0.0,1.29,0.0,97887.0,0.0,0.0,0.0,118655.0,0.65,107180.0,95178.0,82.88,1.27,1.24,0.0,17.72,17.72,29056658.0,307039993.63,95000.0,383.42,17.77,18.9,0.2044,38.34,0.3211,13.365
2010-08-16,12108154.0,126366568.04,5.36,14.31,5.36,160.84,2.0,93748972.59,6590230.0,8982811.0,68778836.78,0.0,0.0,150383.0,5.54,0.0,0.0,0.0,1.45,437454.0,124924.0,0.0,0.0,5.54,150383.0,0.0,306189.0,18046.0,88.34,0.15,0.0,0.0,41.17,18.25,9417736.0,98288060.84,0.0,124.72,41.46,18.03,0.1794,35.21,0.3353,13.2
2010-08-17,11357229.0,119651989.44,5.03,17.69,5.03,150.9,2.0,90154044.0,6754760.0,8557318.0,71163526.96,0.0,0.0,446694.0,1.11,0.0,0.0,0.0,9.92,37084.0,736967.0,0.0,0.0,1.11,446694.0,0.0,454803.0,462577.0,89.82,6.15,0.0,0.0,18.72,18.72,29330456.0,309005604.41,0.0,388.01,18.8,16.23,0.1975,38.47,0.3147,13.325
2010-08-18,10869749.0,114859997.45,4.81,17.93,4.81,145.09,1.0,87713715.97,6467800.0,8300767.0,68344861.64,0.0,0.0,52780.0,1.12,0.0,0.0,0.0,7.96,102449.0,607799.0,0.0,0.0,1.12,52780.0,0.0,268059.0,359000.0,86.93,4.63,0.0,0.0,17.43,17.43,30637312.0,323742671.35,0.0,408.89,17.53,17.13,0.2161,40.82,0.2929,13.365
2010-08-19,10497001.0,113369507.89,4.65,18.54,4.65,141.11,1.0,88221438.27,6202462.0,8168515.0,66987710.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,270887.0,0.0,0.0,0.0,0.0,0.0,5549.0,132252.0,83.95,1.13,0.0,0.0,16.79,16.79,30731330.0,331903917.98,0.0,414.42,16.84,17.41,0.2232,41.63,0.2842,13.66
2010-08-20,10517087.0,116164170.67,4.66,19.35,4.66,143.01,1.0,90685084.45,6080761.0,8210302.0,67163707.84,0.0,0.0,17500.0,1.6,0.0,0.0,0.0,1.86,100710.0,140180.0,0.0,0.0,1.6,17500.0,0.0,979.0,58923.0,84.4,0.76,0.0,0.0,16.53,16.53,30706824.0,339165468.9,0.0,425.19,16.56,18.17,0.2238,41.39,0.2859,13.97
2010-08-23,10890367.0,119469165.7,4.82,20.23,4.82,150.91,1.0,89226406.53,9816067.0,8133549.0,107683913.22,0.0,0.0,2633053.0,0.32,0.0,979.0,0.0,2.36,17500.0,170996.0,0.0,0.0,0.32,2633053.0,0.01,1273249.0,95232.0,137.72,0.58,0.0,0.0,26.8,26.8,26816808.0,294184913.93,0.0,373.23,26.95,18.87,0.2206,40.68,0.2973,13.875
2010-08-24,11997462.0,130997613.92,5.31,22.97,5.31,167.4,2.0,97253602.65,10820491.0,8907005.0,118146529.86,0.0,0.0,1083348.0,17.0,0.0,0.0,0.0,2.76,1105075.0,192351.0,0.0,0.0,17.0,1083348.0,0.0,113427.0,331619.0,150.93,4.65,0.0,0.0,29.5,29.5,25857164.0,282328611.39,0.0,358.41,29.63,25.53,0.2449,40.98,0.3271,13.81
2010-08-25,15249530.0,163733125.51,6.75,29.81,6.75,212.89,2.0,128919791.83,10971335.0,12007138.0,117798448.25,0.0,0.0,166677.0,54.98,0.0,0.0,0.0,1.08,3898033.0,75698.0,0.0,0.0,54.98,166677.0,0.0,59865.0,797900.0,151.93,11.19,0.0,0.0,29.94,29.94,25678808.0,275711546.07,0.0,352.81,30.1,13.86,0.3893,60.25,0.4161,13.58
2010-08-26,15313596.0,165631756.07,6.78,29.39,6.78,213.08,2.0,130032232.74,11020321.0,12022218.0,119195721.22,0.0,0.0,47837.0,0.0,0.0,0.0,0.0,0.12,42000.0,8593.0,0.0,0.0,0.0,47837.0,0.0,9742.0,26920.0,150.36,0.0,0.0,0.0,29.71,29.71,26067232.0,281943014.04,0.0,354.16,29.8,13.88,0.3891,60.23,0.4129,13.68
2010-08-27,18148966.0,196227353.05,8.03,35.58,8.03,248.56,2.0,166646075.52,7308590.0,15413009.0,79020770.12,0.0,0.0,95823.0,43.31,0.0,0.0,0.0,52.03,3408670.0,3831627.0,0.0,0.0,43.31,95823.0,0.0,24073.0,17879.0,100.38,0.22,0.0,0.0,19.75,19.75,29704578.0,321167096.49,0.0,405.94,19.83,24.92,0.3616,54.32,0.4903,13.675
2010-08-30,14185139.0,154323602.65,6.28,29.11,6.28,194.36,2.0,125460149.7,6362201.0,11532064.0,69215943.47,0.0,0.0,20935.0,4.38,0.0,8482.0,0.0,13.81,319198.0,967324.0,0.0,0.0,4.38,20935.0,0.12,0.0,4208625.0,87.28,57.69,0.0,0.0,17.23,17.23,30561668.0,332487874.02,0.0,419.68,17.22,33.52,0.2677,38.42,0.3842,13.76
2010-08-31,13248373.0,142456338.89,5.86,28.74,5.86,181.39,2.0,115111309.13,6244622.0,10705298.0,67146810.24,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.6,13356.0,117579.0,0.0,0.0,0.19,0.0,0.0,0.0,840122.0,85.77,11.88,0.0,0.0,16.9,16.9,30714978.0,330270238.85,0.0,420.94,16.93,35.2,0.2631,36.23,0.3585,13.6
2010-09-01,13025449.0,140574218.48,5.77,29.46,5.77,177.14,2.0,112690985.62,6094921.0,10441820.0,65778059.26,0.0,0.0,0.0,1.58,0.0,5842.0,0.0,5.2,123922.0,368701.0,0.0,0.0,1.58,0.0,0.08,219000.0,393242.0,82.49,5.81,0.0,0.0,16.62,16.62,30585132.0,330083134.02,0.0,415.25,16.57,36.8,0.2797,37.04,0.3551,13.65
2010-09-02,10607275.0,117034523.89,4.7,24.31,4.7,144.12,1.0,90493112.66,6071468.0,8201728.0,66989058.61,0.0,0.0,67403.0,0.0,0.0,0.0,0.0,1.37,0.0,104353.0,0.0,0.0,0.0,67403.0,0.0,13497.0,2240092.0,82.99,30.91,0.0,0.0,16.56,16.56,30586932.0,337478478.12,0.0,420.79,16.47,23.3,0.2608,44.24,0.2894,13.955
2010-09-03,10285362.0,111856312.95,4.55,23.17,4.55,141.96,1.0,85796199.24,5990879.0,7889094.0,65152557.23,0.0,0.0,65387.0,0.17,0.0,10000.0,0.0,2.03,10900.0,169452.0,0.0,0.0,0.17,65387.0,0.14,23476.0,333534.0,83.11,3.69,0.0,0.0,16.62,16.62,30055720.0,326864725.07,0.0,415.77,16.66,24.4,0.266,44.29,0.2853,13.755
2010-09-06,10471283.0,112967563.18,4.64,23.73,4.64,145.37,1.0,85006349.43,6100596.0,7879479.0,65815188.46,0.0,0.0,0.0,0.04,0.0,0.0,0.0,2.2,6390.0,146936.0,0.0,0.0,0.04,0.0,0.0,256653.0,16005.0,83.79,0.09,0.0,0.0,16.68,16.68,30471800.0,328739562.44,0.0,417.84,16.7,23.51,0.2578,43.8,0.2863,13.645
2010-09-07,10053795.0,108026375.75,4.45,23.82,4.45,138.75,1.0,83789163.83,5778989.0,7798087.0,62094287.49,0.0,0.0,5581.0,1.43,0.0,7652.0,0.0,5.0,105000.0,359831.0,0.0,0.0,1.43,5581.0,0.11,32643.0,194044.0,79.52,2.97,0.0,0.0,15.83,15.83,30721532.0,330097814.74,0.0,421.53,15.87,23.75,0.2493,42.69,0.2754,13.59
2010-09-08,9617824.0,106915942.74,4.26,23.19,4.26,132.19,1.0,79217481.4,5678472.0,7126157.0,63124381.07,0.0,0.0,7676.0,0.0,0.0,0.0,0.0,1.76,0.0,125152.0,0.0,0.0,0.0,7676.0,0.0,16959.0,671930.0,77.46,9.79,0.0,0.0,15.56,15.56,30825468.0,342669399.2,0.0,424.29,15.44,22.32,0.2587,44.48,0.2635,14.06
2010-09-09,9513955.0,109296695.3,4.21,22.9,4.21,132.57,1.0,81959674.97,5557812.0,7134348.0,63848366.39,0.0,0.0,32340.0,4.27,0.0,0.0,0.0,1.5,239482.0,153000.0,0.0,0.0,4.27,32340.0,0.0,0.0,231291.0,78.59,3.82,0.0,0.0,15.15,15.15,31135612.0,357687155.09,0.0,443.59,15.05,23.31,0.2482,42.44,0.2593,14.53
2010-09-10,10121494.0,116036053.02,4.48,22.69,4.48,145.32,1.0,84780118.89,6060220.0,7395128.0,69476305.5,0.0,0.0,385205.0,1.88,0.0,225000.0,0.0,0.13,118780.0,27996.0,0.0,0.0,1.88,385205.0,3.27,145199.0,83000.0,88.19,0.39,0.0,0.0,46.8,16.65,6888111.0,78967513.41,0.0,100.18,46.82,21.15,0.2232,40.23,0.278,14.5
2010-09-13,10232612.0,117471752.22,4.53,21.48,4.53,147.41,1.0,84217915.25,6147123.0,7335970.0,70569792.93,0.0,0.0,245736.0,0.31,0.0,0.0,0.0,2.58,25000.0,168373.0,0.0,0.0,0.31,245736.0,0.0,9540.0,84158.0,88.5,0.24,0.0,0.0,48.19,16.95,6609158.0,75874016.43,0.0,95.41,48.12,21.41,0.2234,40.15,0.2822,14.52
2010-09-14,9689616.0,111276390.76,4.29,20.21,4.29,139.66,1.0,82007771.64,5842619.0,7140992.0,67097143.47,0.0,0.0,22392.0,2.05,0.0,0.0,0.0,4.97,135802.0,347418.0,0.0,0.0,2.05,22392.0,0.0,20522.0,330780.0,84.34,4.94,0.0,0.0,16.32,16.32,29946832.0,343912016.7,0.0,433.09,16.3,23.8,0.2344,40.27,0.2707,14.525
2010-09-15,9627072.0,111890155.7,4.26,20.02,4.26,139.72,1.0,82389497.15,5999049.0,7088824.0,69723642.52,0.0,0.0,24072.0,1.07,0.0,12056.0,0.0,0.5,27274.0,34574.0,0.0,0.0,1.07,24072.0,0.18,166932.0,91498.0,87.23,1.25,0.0,0.0,16.81,16.81,29693072.0,345106222.25,0.0,432.71,16.78,22.79,0.2346,40.83,0.2697,14.7
