DATE,IVA FP Equity_DX_SI_QTY,IVA FP Equity_DX_SHORT_INTEREST_VALUE,IVA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IVA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IVA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IVA FP Equity_DX_SI_MV,IVA FP Equity_DX_DSS,IVA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IVA FP Equity_DX_SUPPLY_SI_QTY,IVA FP Equity_DX_BROKER_SI_QTY,IVA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IVA FP Equity_DX_BROKER_SI_MV_NEW_x,IVA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IVA FP Equity_DX_SUPPLY_SI_QTY_INC_x,IVA FP Equity_DX_BROKER_SI_MV_INC_x,IVA FP Equity_DX_SUPPLY_SI_MV_NEW,IVA FP Equity_DX_BROKER_SI_QTY_ADD,IVA FP Equity_DX_BROKER_SI_QTY_NEW,IVA FP Equity_DX_SUPPLY_SI_MV_DEC,IVA FP Equity_DX_BROKER_SI_QTY_INC,IVA FP Equity_DX_SUPPLY_SI_QTY_DEC,IVA FP Equity_DX_BROKER_SI_MV_NEW_y,IVA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IVA FP Equity_DX_BROKER_SI_MV_INC_y,IVA FP Equity_DX_SUPPLY_SI_QTY_INC_y,IVA FP Equity_DX_BROKER_SI_MV_ADD,IVA FP Equity_DX_SUPPLY_SI_QTY_ADD,IVA FP Equity_DX_BROKER_SI_QTY_DEC,IVA FP Equity_DX_SUPPLY_SI_MV,IVA FP Equity_DX_BROKER_SI_MV_DEC,IVA FP Equity_DX_SUPPLY_SI_MV_RMV,IVA FP Equity_DX_BROKER_SI_MV_RMV,IVA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IVA FP Equity_DX_UTILIZATION_QUANTITY,IVA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IVA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IVA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,IVA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IVA FP Equity_DX_ACTIVE_UTILIZATION_MV,IVA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IVA FP Equity_DX_BROKER_SI_CON_RATIO,IVA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IVA FP Equity_DX_DEMAND_SUPPLY_RATIO,IVA FP Equity_PX_LAST
2017-04-14,4981.0,36610.35,0.03,1.17,0.03,0.04,0.0,36610.35,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,0.0
2017-04-17,4981.0,36610.35,0.03,1.17,0.03,0.04,0.0,36610.35,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,0.0
2017-04-18,4981.0,36112.25,0.03,1.17,0.03,0.04,0.0,36112.25,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.25
2017-04-19,4981.0,36112.25,0.03,1.22,0.03,0.04,0.0,36112.25,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.25
2017-04-20,4981.0,36560.54,0.03,1.2,0.03,0.04,0.0,36560.54,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.34
2017-04-21,4981.0,36361.3,0.03,1.2,0.03,0.04,0.0,36361.3,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.3
2017-04-24,4981.0,36261.68,0.03,1.31,0.03,0.04,0.0,36261.68,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.28
2017-04-25,4981.0,36162.06,0.03,1.34,0.03,0.04,0.0,36162.06,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.26
2017-04-26,4981.0,36112.25,0.03,1.44,0.03,0.04,0.0,36112.25,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.25
2017-04-27,4981.0,36112.25,0.03,1.39,0.03,0.04,0.0,36112.25,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.25
2017-04-28,4981.0,35913.01,0.03,1.42,0.03,0.04,0.0,35913.01,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.21
2017-05-01,4981.0,35913.01,0.03,1.38,0.03,0.04,0.0,35913.01,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,0.0
2017-05-02,4981.0,35713.77,0.03,1.38,0.03,0.04,0.0,35713.77,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.17
2017-05-03,4981.0,34867.0,0.03,1.37,0.03,0.04,0.0,34867.0,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,7.0
2017-05-04,4981.0,34169.66,0.03,1.02,0.03,0.03,0.0,34169.66,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,6.86
2017-05-05,4981.0,34817.19,0.03,1.01,0.03,0.03,0.0,34817.19,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,6.99
2017-05-08,4981.0,34119.85,0.03,0.98,0.03,0.03,0.0,34119.85,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,6.85
2017-05-09,4981.0,32675.36,0.03,0.97,0.03,0.03,0.0,32675.36,0.0,4981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0385,6.56
