DATE,BIM FP Equity_DX_SI_QTY,BIM FP Equity_DX_SHORT_INTEREST_VALUE,BIM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BIM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BIM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BIM FP Equity_DX_SI_MV,BIM FP Equity_DX_DSS,BIM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BIM FP Equity_DX_SUPPLY_SI_QTY,BIM FP Equity_DX_BROKER_SI_QTY,BIM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BIM FP Equity_DX_BROKER_SI_MV_NEW_x,BIM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BIM FP Equity_DX_SUPPLY_SI_QTY_INC_x,BIM FP Equity_DX_BROKER_SI_MV_INC_x,BIM FP Equity_DX_SUPPLY_SI_MV_NEW,BIM FP Equity_DX_BROKER_SI_QTY_ADD,BIM FP Equity_DX_BROKER_SI_QTY_NEW,BIM FP Equity_DX_SUPPLY_SI_MV_DEC,BIM FP Equity_DX_BROKER_SI_QTY_INC,BIM FP Equity_DX_SUPPLY_SI_QTY_DEC,BIM FP Equity_DX_BROKER_SI_MV_NEW_y,BIM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BIM FP Equity_DX_BROKER_SI_MV_INC_y,BIM FP Equity_DX_SUPPLY_SI_QTY_INC_y,BIM FP Equity_DX_BROKER_SI_MV_ADD,BIM FP Equity_DX_SUPPLY_SI_QTY_ADD,BIM FP Equity_DX_BROKER_SI_QTY_DEC,BIM FP Equity_DX_SUPPLY_SI_MV,BIM FP Equity_DX_BROKER_SI_MV_DEC,BIM FP Equity_DX_SUPPLY_SI_MV_RMV,BIM FP Equity_DX_BROKER_SI_MV_RMV,BIM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BIM FP Equity_DX_UTILIZATION_QUANTITY,BIM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BIM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BIM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BIM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BIM FP Equity_DX_ACTIVE_UTILIZATION_MV,BIM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BIM FP Equity_DX_BROKER_SI_CON_RATIO,BIM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BIM FP Equity_DX_DEMAND_SUPPLY_RATIO,BIM FP Equity_PX_LAST
2006-07-17,649252.0,26270446.75,4.62,27.41,1.65,30.65,1.0,8029971.78,505360.0,198454.0,20448197.26,0.0,0.0,3644.0,0.48,0.0,0.0,0.0,1.87,10500.0,40317.0,0.0,0.0,0.48,3644.0,0.0,0.0,40000.0,23.61,1.82,0.0,0.0,24.64,24.64,1545861.0,62549609.51,0.0,72.31,24.62,18.41,0.1398,25.04,0.3165,45.85
2006-07-18,648058.0,26565281.16,4.62,27.25,1.64,30.72,1.0,8134602.29,504218.0,198443.0,20668972.43,0.0,0.0,7834.0,0.0,0.0,0.0,0.0,0.39,0.0,8976.0,0.0,0.0,0.0,7834.0,0.0,0.0,11.0,23.65,0.0,0.0,0.0,25.16,25.16,1499669.0,61474634.41,0.0,70.42,25.14,18.45,0.1395,24.9,0.3234,46.45
2006-07-19,642102.0,26066137.18,4.57,25.43,1.63,29.98,1.0,8123954.61,471821.0,200122.0,19153578.26,0.0,0.0,4761.0,0.02,0.0,1000.0,0.0,1.79,679.0,37158.0,0.0,0.0,0.02,4761.0,0.05,0.0,0.0,21.79,0.0,0.0,0.0,23.42,23.42,1542499.0,62617762.49,0.0,71.8,23.29,14.92,0.1356,25.59,0.3188,46.0
2006-07-20,631306.0,25148743.64,4.5,24.77,1.6,29.49,1.0,8001550.67,459981.0,200862.0,18323830.68,0.0,0.0,49856.0,0.03,0.0,0.0,0.0,2.85,1000.0,61696.0,0.0,0.0,0.03,49856.0,0.0,0.0,260.0,21.27,0.01,0.0,0.0,22.11,22.11,1620496.0,64554175.75,0.0,75.11,22.07,13.26,0.1334,25.93,0.3034,45.14
2006-07-21,560949.0,22697474.68,3.99,23.55,1.42,26.36,1.0,5476981.82,454409.0,135359.0,18386585.54,0.0,0.0,800.0,0.07,0.0,0.0,0.0,0.23,1000.0,6371.0,0.0,0.0,0.07,800.0,0.0,0.0,66503.0,21.07,3.03,0.0,0.0,22.03,22.03,1608548.0,65086090.72,0.0,74.32,22.09,14.52,0.1393,25.16,0.2719,45.85
2006-07-24,517155.0,20993912.45,3.68,22.17,1.31,24.32,1.0,5509757.75,410676.0,135725.0,16671396.37,0.0,0.0,3112.0,0.02,0.0,0.0,0.0,2.2,366.0,46845.0,0.0,0.0,0.02,3112.0,0.0,0.0,0.0,19.04,0.0,0.0,0.0,20.36,20.36,1606497.0,65215761.95,0.0,74.69,20.31,11.71,0.1462,27.73,0.2564,46.0
2006-07-25,517914.0,21001871.1,3.69,21.73,1.31,24.33,1.0,5508229.48,411453.0,135835.0,16684783.32,0.0,0.0,777.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,777.0,0.0,0.0,0.0,19.04,0.0,0.0,0.0,20.34,20.34,1611332.0,65340938.78,0.0,74.96,20.26,11.68,0.1463,27.77,0.256,45.95
2006-07-26,388863.0,15844236.6,2.77,16.57,0.99,18.59,0.0,5515940.62,282640.0,135377.0,11516176.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,128813.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,13.34,0.0,0.0,0.0,14.35,14.35,1686692.0,68724324.81,0.0,78.73,14.49,15.4,0.2016,36.01,0.1975,46.17
2006-07-27,452037.0,18410285.0,3.22,18.27,1.15,21.47,1.0,7968272.17,285546.0,195649.0,11629541.92,0.0,0.0,2906.0,2.76,0.0,0.0,0.0,0.0,60271.0,0.0,0.0,0.0,2.76,2906.0,0.0,0.0,0.0,13.43,0.0,0.0,0.0,14.21,14.21,1723336.0,70186968.99,0.0,80.57,14.29,13.36,0.2513,44.37,0.225,46.15
2006-07-28,436687.0,17869902.44,3.11,18.66,1.11,20.84,1.0,7440639.98,283870.0,181827.0,11616396.19,0.0,0.0,0.0,0.0,0.0,1305.0,0.0,0.04,0.0,1676.0,0.0,0.0,0.0,0.0,0.06,0.0,15126.0,13.39,0.65,0.0,0.0,14.25,14.25,1708704.0,69922790.86,0.0,79.99,14.34,13.75,0.2382,42.49,0.2192,46.37
2006-07-31,435090.0,18430416.99,3.1,18.57,1.1,20.9,1.0,7700583.96,282264.0,181789.0,11956706.02,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.07,3.0,1894.0,0.0,0.0,0.0,288.0,0.0,0.0,40.0,13.38,0.0,0.0,0.0,14.13,14.13,1716003.0,72689905.17,0.0,80.7,14.22,13.74,0.2394,42.57,0.2177,48.0
2006-08-01,438461.0,18244311.94,3.12,18.37,1.11,21.02,1.0,7473052.19,288904.0,179598.0,12021262.32,0.0,0.0,6640.0,0.04,0.0,0.0,0.0,0.0,932.0,0.0,0.0,0.0,0.04,6640.0,0.0,0.0,3123.0,13.69,0.18,0.0,0.0,14.45,14.45,1710850.0,71188272.36,0.0,81.28,14.41,13.66,0.2416,43.04,0.2193,47.15
2006-08-02,383702.0,15779556.83,2.73,15.54,0.97,18.87,0.0,5408243.22,280522.0,131509.0,11536329.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,15.0,8383.0,0.0,0.0,0.0,0.0,0.0,0.0,48104.0,13.61,2.17,0.0,0.0,14.04,14.04,1716858.0,70604944.4,0.0,82.19,14.21,15.57,0.2025,36.25,0.1921,46.6
2006-08-03,348239.0,14268913.75,2.48,13.67,0.88,17.16,0.0,5373885.68,245461.0,131152.0,10057638.11,0.0,0.0,91.0,0.0,0.0,0.0,0.0,1.72,0.0,35152.0,0.0,0.0,0.0,91.0,0.0,0.0,357.0,11.91,0.02,0.0,0.0,13.79,13.79,1534990.0,62895425.04,0.0,73.64,13.93,17.21,0.2331,39.51,0.1956,46.43
2006-08-04,332645.0,14023327.07,2.37,13.02,0.84,16.61,0.0,4961925.23,242830.0,117701.0,10236992.93,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.05,0.0,3112.0,0.0,0.0,0.0,482.0,0.0,0.0,13451.0,11.91,0.59,0.0,0.0,12.22,12.22,1743534.0,73502224.72,0.0,83.82,12.44,17.86,0.2204,37.02,0.1675,47.77
2006-08-07,338789.0,14213574.18,2.41,13.21,0.86,16.95,0.0,5022572.3,247723.0,119716.0,10392985.72,0.0,0.0,4893.0,0.1,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0.1,4893.0,0.0,0.0,0.0,12.18,0.0,0.0,0.0,12.41,12.41,1747652.0,73321097.64,0.0,84.96,12.54,17.55,0.221,37.32,0.1698,47.54
2006-08-08,332370.0,14005867.55,2.37,12.2,0.84,16.67,0.0,4825591.73,246283.0,114515.0,10378214.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,5201.0,12.13,0.24,0.0,0.0,12.36,12.36,1745718.0,73563483.76,0.0,84.79,12.52,17.85,0.2162,36.3,0.1669,47.75
2006-08-09,334955.0,14247816.9,2.39,12.13,0.85,16.84,0.0,4882936.2,248656.0,114794.0,10576958.58,0.0,0.0,2496.0,0.02,0.0,0.0,0.0,0.02,279.0,123.0,0.0,0.0,0.02,2496.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,12.39,12.39,1757620.0,74763021.74,0.0,85.5,12.53,17.72,0.2159,36.29,0.167,48.2
2006-08-10,336975.0,14051229.17,2.4,11.83,0.85,16.94,0.0,4797078.59,250699.0,115043.0,10453680.84,0.0,0.0,2043.0,0.01,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.01,2043.0,0.0,0.0,0.0,12.35,0.0,0.0,0.0,12.51,12.51,1753655.0,73124143.6,0.0,85.62,12.61,17.61,0.2167,36.5,0.1681,47.25
2006-08-11,340767.0,14149203.11,2.43,12.01,0.86,16.78,0.0,4777271.75,254492.0,115055.0,10566924.02,0.0,0.0,3793.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3793.0,0.0,0.0,0.0,12.21,0.0,0.0,0.0,12.6,12.6,1764979.0,73284814.41,0.0,85.01,12.56,17.85,0.2161,36.3,0.1687,47.05
2006-08-14,239773.0,10029826.97,1.71,8.51,0.61,12.04,0.0,4787501.92,153440.0,114450.0,6418473.52,0.0,0.0,400.0,0.0,0.0,0.0,0.0,4.77,0.0,101452.0,0.0,0.0,0.0,400.0,0.0,0.0,605.0,7.46,0.01,0.0,0.0,7.66,7.66,1850269.0,77397696.67,0.0,89.38,7.71,22.19,0.177,24.99,0.1197,47.4
2006-08-15,229853.0,9696006.44,1.64,8.27,0.58,11.6,0.0,4407965.93,153525.0,104495.0,6476223.45,0.0,0.0,99.0,0.01,0.0,0.0,0.0,0.0,45.0,14.0,0.0,0.0,0.01,99.0,0.0,0.0,10000.0,7.48,0.45,0.0,0.0,7.67,7.67,1849092.0,78001191.8,0.0,89.57,7.71,23.06,0.1837,25.88,0.1148,47.8
2006-08-16,230340.0,9736877.32,1.64,8.39,0.58,11.63,0.0,4426276.04,154033.0,104710.0,6511246.09,0.0,0.0,508.0,0.01,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.01,508.0,0.0,0.0,0.0,7.51,0.0,0.0,0.0,7.58,7.58,1878378.0,79402344.99,0.0,91.12,7.62,23.07,0.1835,25.87,0.1133,47.9
2006-08-17,230669.0,9677501.17,1.64,8.51,0.58,11.61,0.0,4398673.47,154375.0,104845.0,6476658.08,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,7.53,7.53,1894883.0,79498035.91,0.0,91.79,7.56,23.06,0.1832,25.81,0.1126,47.54
2006-08-18,202857.0,8575122.52,1.44,7.95,0.51,10.2,0.0,4424627.45,126546.0,104671.0,5349322.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,27829.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,6.09,0.01,0.0,0.0,6.27,6.27,1890604.0,79919159.53,0.0,91.43,6.25,26.32,0.2172,29.39,0.1006,47.9
2006-08-21,202981.0,8641268.69,1.45,7.84,0.51,10.24,0.0,4461270.32,126682.0,104794.0,5393082.11,0.0,0.0,139.0,0.01,0.0,0.0,0.0,0.0,123.0,3.0,0.0,0.0,0.01,139.0,0.0,0.0,0.0,6.11,0.0,0.0,0.0,6.2,6.2,1916691.0,81597006.22,0.0,93.01,6.17,26.4,0.2172,29.33,0.0993,48.24
2006-08-22,201184.0,8522156.36,1.43,7.87,0.51,10.17,0.0,4359734.65,126893.0,102921.0,5375188.82,0.0,0.0,211.0,0.01,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.01,211.0,0.0,0.0,1996.0,6.14,0.1,0.0,0.0,6.21,6.21,1917848.0,81240061.5,0.0,93.5,6.16,25.57,0.2162,29.65,0.0984,48.0
2006-08-23,198739.0,8418586.14,1.42,7.83,0.5,10.13,0.0,4344696.84,124413.0,102566.0,5270135.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,6.09,0.01,0.0,0.0,6.09,6.09,1920005.0,81331432.04,0.0,92.89,6.15,24.87,0.2163,30.13,0.0972,48.0
2006-08-24,198728.0,8486517.4,1.42,8.18,0.5,10.14,0.0,4379613.17,124401.0,102557.0,5312443.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.08,0.0,0.0,0.0,6.09,6.09,1919650.0,81977089.94,0.0,92.91,6.14,24.98,0.2164,30.07,0.0972,48.39
2006-08-25,198368.0,8455388.51,1.41,8.53,0.5,10.12,0.0,4354417.67,124669.0,102157.0,5313986.28,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,400.0,6.1,0.02,0.0,0.0,6.09,6.09,1921425.0,81900280.65,0.0,93.23,6.14,24.97,0.2167,30.16,0.097,48.3
2006-08-28,198253.0,8485478.33,1.41,8.6,0.5,10.13,0.0,4368895.88,124544.0,102074.0,5330640.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,6.1,0.0,0.0,0.0,6.09,6.09,1920702.0,82208466.94,0.0,93.22,6.14,25.02,0.2168,30.16,0.0969,48.5
2006-08-29,198327.0,8612912.39,1.41,8.79,0.5,10.15,0.0,4435675.72,124625.0,102139.0,5412194.04,0.0,0.0,81.0,0.01,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.01,81.0,0.0,0.0,0.0,6.11,0.0,0.0,0.0,6.09,6.09,1920943.0,83422397.2,0.0,93.47,6.13,25.13,0.2167,30.08,0.097,49.21
2006-08-30,198684.0,8460091.0,1.41,9.64,0.5,10.2,0.0,4361279.02,125017.0,102424.0,5323303.32,0.0,0.0,392.0,0.02,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.02,392.0,0.0,0.0,0.0,6.15,0.0,0.0,0.0,6.05,6.05,1940294.0,82618951.77,0.0,95.94,6.02,24.77,0.216,30.01,0.0962,48.25
2006-08-31,198133.0,8305489.76,1.41,10.16,0.5,10.16,0.0,4273994.9,124409.0,101959.0,5215071.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,6.11,0.03,0.0,0.0,6.04,6.04,1936913.0,81192992.03,0.0,95.16,6.04,24.71,0.2167,30.18,0.0961,47.5
2006-09-01,196217.0,8502231.89,1.4,9.85,0.5,10.1,0.0,4340138.99,123730.0,100163.0,5361315.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.0,6.09,0.09,0.0,0.0,6.04,6.04,1924545.0,83391999.02,0.0,94.5,6.05,25.23,0.2195,30.29,0.0958,49.1
2006-09-04,196095.0,8425993.45,1.4,9.98,0.5,10.07,0.0,4290963.86,124922.0,99862.0,5367765.38,0.0,0.0,1193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0,301.0,6.13,0.02,0.0,0.0,6.07,6.07,1932002.0,83016069.7,0.0,95.53,6.03,25.19,0.2197,30.36,0.0953,48.69
2006-09-05,196141.0,8412391.51,1.4,10.43,0.5,10.05,0.0,4285091.01,124736.0,99910.0,5349866.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.01,48.0,189.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.11,0.0,0.0,0.0,6.07,6.07,1930616.0,82803175.54,0.0,95.16,6.03,25.2,0.2196,30.34,0.0954,48.6
2006-09-06,187733.0,8116389.53,1.34,9.91,0.48,9.67,0.0,3958000.7,124428.0,91549.0,5379481.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,8361.0,6.11,0.39,0.0,0.0,6.06,6.06,1927349.0,83326401.02,0.0,95.14,6.03,26.36,0.2328,31.64,0.0915,48.99
2006-09-07,188159.0,8089973.48,1.34,10.76,0.48,9.69,0.0,3951880.18,124775.0,91914.0,5364752.37,0.0,0.0,347.0,0.01,0.0,187.0,0.0,0.0,178.0,0.0,0.0,0.0,0.01,347.0,0.01,0.0,0.0,6.14,0.0,0.0,0.0,6.07,6.07,1929280.0,82950185.96,0.0,95.52,6.04,26.24,0.2321,31.6,0.0916,48.72
2006-09-08,187970.0,8138247.76,1.34,11.05,0.48,9.69,0.0,3972921.37,124559.0,91763.0,5392839.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,6.12,0.01,0.0,0.0,6.07,6.07,1927727.0,83461828.72,0.0,95.25,6.04,26.36,0.2322,31.56,0.0916,49.06
2006-09-11,187385.0,7995509.13,1.33,11.31,0.47,9.62,0.0,3926817.54,124021.0,92030.0,5291837.86,0.0,0.0,344.0,0.01,0.0,0.0,0.0,0.04,268.0,882.0,0.0,0.0,0.01,344.0,0.0,0.0,0.0,6.08,0.0,0.0,0.0,26.59,6.03,342437.0,14611405.19,0.0,0.0,140.12,26.29,0.2336,31.73,0.0912,48.35
2006-09-12,186690.0,7918075.61,1.33,11.63,0.47,9.62,0.0,3877180.79,123438.0,91415.0,5235371.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,6.08,0.03,0.0,0.0,6.02,6.02,1927754.0,81761754.37,0.0,94.98,6.01,26.3,0.2349,31.93,0.091,48.06
2006-09-13,123492.0,5328116.15,0.88,8.05,0.31,6.59,0.0,3901814.34,60064.0,90434.0,2591487.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,63373.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,3.08,0.01,0.0,0.0,2.93,2.93,1986921.0,85726572.32,0.0,98.36,3.04,30.1,0.2882,39.31,0.0603,48.89
2006-09-14,115648.0,4980498.01,0.82,8.03,0.29,6.24,0.0,3771247.49,55245.0,87569.0,2379181.76,0.0,0.0,180.0,0.02,0.0,0.0,0.0,0.24,135.0,5000.0,0.0,0.0,0.02,180.0,0.0,0.0,3000.0,2.87,0.14,0.0,0.0,2.7,2.7,1992022.0,85788440.81,0.0,99.36,2.81,31.95,0.321,41.69,0.0565,48.8
2006-09-15,110634.0,4632758.42,0.79,7.79,0.28,5.97,0.0,3456123.03,55224.0,82535.0,2312484.87,0.0,28030.0,21.0,0.0,1.51,0.0,0.0,1.52,0.0,28071.0,0.0,28030.0,0.0,21.0,0.0,0.0,5034.0,2.87,0.28,0.0,0.0,2.7,2.7,1991968.0,83412933.77,0.0,99.15,2.82,33.53,0.3131,38.89,0.054,47.45
2006-09-18,109680.0,4757357.47,0.78,7.54,0.28,5.95,0.0,3547154.79,54136.0,81779.0,2348142.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,2.82,0.03,0.0,0.0,2.66,2.66,1983301.0,86025454.38,0.0,98.13,2.79,33.48,0.3152,39.51,0.0538,49.15
2006-09-19,113776.0,4869756.23,0.81,7.14,0.29,6.17,0.0,3666955.21,55299.0,85674.0,2366866.91,0.0,0.0,1163.0,0.21,0.0,0.0,0.0,0.0,3895.0,0.0,0.0,0.0,0.21,1163.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,2.16,2.16,2509919.0,107427697.34,0.0,127.69,2.21,32.41,0.3085,37.96,0.0444,48.5
