DATE,GFC FP Equity_DX_SI_QTY,GFC FP Equity_DX_SHORT_INTEREST_VALUE,GFC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GFC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GFC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GFC FP Equity_DX_SI_MV,GFC FP Equity_DX_DSS,GFC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GFC FP Equity_DX_SUPPLY_SI_QTY,GFC FP Equity_DX_BROKER_SI_QTY,GFC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GFC FP Equity_DX_BROKER_SI_MV_NEW_x,GFC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GFC FP Equity_DX_SUPPLY_SI_QTY_INC_x,GFC FP Equity_DX_BROKER_SI_MV_INC_x,GFC FP Equity_DX_SUPPLY_SI_MV_NEW,GFC FP Equity_DX_BROKER_SI_QTY_ADD,GFC FP Equity_DX_BROKER_SI_QTY_NEW,GFC FP Equity_DX_SUPPLY_SI_MV_DEC,GFC FP Equity_DX_BROKER_SI_QTY_INC,GFC FP Equity_DX_SUPPLY_SI_QTY_DEC,GFC FP Equity_DX_BROKER_SI_MV_NEW_y,GFC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GFC FP Equity_DX_BROKER_SI_MV_INC_y,GFC FP Equity_DX_SUPPLY_SI_QTY_INC_y,GFC FP Equity_DX_BROKER_SI_MV_ADD,GFC FP Equity_DX_SUPPLY_SI_QTY_ADD,GFC FP Equity_DX_BROKER_SI_QTY_DEC,GFC FP Equity_DX_SUPPLY_SI_MV,GFC FP Equity_DX_BROKER_SI_MV_DEC,GFC FP Equity_DX_SUPPLY_SI_MV_RMV,GFC FP Equity_DX_BROKER_SI_MV_RMV,GFC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GFC FP Equity_DX_UTILIZATION_QUANTITY,GFC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GFC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GFC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GFC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GFC FP Equity_DX_ACTIVE_UTILIZATION_MV,GFC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GFC FP Equity_DX_BROKER_SI_CON_RATIO,GFC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GFC FP Equity_DX_DEMAND_SUPPLY_RATIO,GFC FP Equity_PX_LAST
2006-07-17,1091765.0,59944055.65,6.32,27.84,1.75,108.39,1.0,48208634.05,270947.0,878027.0,14876518.34,0.0,0.0,946.0,0.0,0.0,0.0,0.0,0.54,1406.0,5496.0,0.0,0.0,0.0,946.0,0.0,0.0,0.0,26.75,0.0,0.0,0.0,17.9,17.9,1242413.0,68215480.45,0.0,123.18,17.84,6.72,0.5745,75.06,0.7214,97.6
2006-07-18,1088857.0,60182544.29,6.3,28.17,1.75,107.66,1.0,48436010.79,271756.0,876332.0,15020308.0,0.0,0.0,1541.0,0.17,0.0,0.0,0.0,0.09,2242.0,731.0,0.0,0.0,0.17,1541.0,0.0,0.0,3937.0,26.75,0.71,0.0,0.0,17.85,17.85,1250654.0,69125275.17,0.0,123.46,17.81,6.68,0.5715,74.85,0.7152,98.25
2006-07-19,1091768.0,61418258.58,6.32,29.82,1.75,108.75,1.0,49353025.55,279060.0,877297.0,15698737.5,0.0,20858.0,0.0,0.24,2.08,0.0,0.0,1.24,2263.0,13554.0,0.0,20858.0,0.24,0.0,0.0,0.0,1299.0,27.72,0.0,0.0,0.0,17.36,17.36,1328059.0,74710992.69,0.0,132.02,17.36,6.6,0.5675,74.55,0.6793,100.0
2006-07-20,1081100.0,61000576.3,6.26,29.48,1.74,109.03,1.0,49470163.97,260138.0,876749.0,14678168.46,0.0,0.0,1076.0,1.39,0.0,0.0,0.0,0.0,4141.0,47.0,0.0,0.0,1.39,1076.0,0.0,906.0,4689.0,26.15,0.37,2.08,0.0,17.31,17.31,1242919.0,70131139.85,20858.0,125.12,17.28,6.69,0.5849,75.75,0.7193,100.3
2006-07-21,1084651.0,60682287.83,6.28,29.61,1.74,109.27,1.0,49241982.15,260429.0,880164.0,14570057.59,0.0,0.0,293.0,0.26,0.0,0.0,0.0,0.0,3415.0,1.0,0.0,0.0,0.26,293.0,0.0,0.0,0.0,26.12,0.0,0.0,0.0,17.32,17.32,1243105.0,69547214.18,0.0,125.02,17.28,6.68,0.5857,75.8,0.7214,99.45
2006-07-24,1026917.0,57943325.14,5.94,29.85,1.65,103.48,1.0,49334237.24,208188.0,874340.0,11746913.31,0.0,0.0,3.0,0.1,0.0,0.0,0.0,5.19,1031.0,52244.0,0.0,0.0,0.1,3.0,0.0,0.0,6855.0,20.9,0.67,0.0,0.0,13.85,13.85,1294986.0,73068996.67,0.0,130.22,13.83,7.07,0.6413,79.55,0.6832,100.3
2006-07-25,1027228.0,57787510.64,5.94,29.21,1.65,104.07,1.0,49193202.88,184748.0,874456.0,10393142.53,0.0,0.0,147.0,0.67,0.0,0.0,0.0,2.34,2422.0,23587.0,0.0,0.0,0.67,147.0,0.0,0.0,2306.0,18.65,0.2,0.0,0.0,12.35,12.35,1311525.0,73780859.65,0.0,132.53,12.33,7.07,0.6447,79.78,0.6865,100.0
2006-07-26,1022434.0,58035480.83,5.92,30.18,1.64,102.67,1.0,48785361.93,204930.0,859471.0,11632253.12,0.0,20858.0,87.0,0.0,2.09,0.0,0.0,0.17,4607.0,763.0,0.0,20858.0,0.0,87.0,0.0,0.0,19592.0,20.54,2.04,0.0,0.0,12.78,12.78,1398622.0,79388694.3,0.0,140.39,12.76,5.01,0.656,80.61,0.6376,100.9
2006-07-27,986425.0,56268995.61,5.71,28.09,1.59,100.29,1.0,47566004.38,185817.0,833857.0,10599625.88,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,1800.0,0.0,0.0,25614.0,18.84,1.53,2.09,0.0,12.37,12.37,1315975.0,75067634.64,20858.0,133.58,12.36,5.24,0.7003,83.42,0.6568,101.4
2006-07-28,976850.0,55997572.73,5.65,29.24,1.57,99.96,1.0,47737837.6,172917.0,832763.0,9912404.45,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.21,30.0,12900.0,0.0,0.0,0.01,0.0,0.0,0.0,1123.0,17.64,0.0,0.0,0.0,11.57,11.57,1321773.0,75770158.88,0.0,134.99,11.56,5.26,0.712,84.12,0.6535,101.9
2006-07-31,965401.0,54906787.87,5.59,29.66,1.55,99.24,1.0,47230708.58,163178.0,830436.0,9280682.15,0.0,0.0,2197.0,0.4,0.0,0.0,0.0,1.19,277.0,11936.0,0.0,0.0,0.4,2197.0,0.0,0.0,2605.0,16.71,0.26,0.0,0.0,10.95,10.95,1327238.0,75486119.57,0.0,136.03,10.94,5.35,0.7304,85.21,0.6477,101.1
2006-08-01,958269.0,54555066.45,5.54,29.25,1.54,97.69,1.0,46885911.96,158628.0,823559.0,9030826.5,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.58,301.0,4582.0,0.0,0.0,0.0,32.0,0.0,0.0,7177.0,16.12,0.74,0.0,0.0,10.6,10.6,1338239.0,76187080.63,0.0,136.14,10.59,5.38,0.742,85.89,0.6402,101.2
2006-08-02,964089.0,55157581.87,5.58,29.11,1.55,98.54,1.0,46792310.79,180518.0,817874.0,10327818.66,0.0,20858.0,1031.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,20858.0,0.0,1031.0,0.0,0.0,5685.0,18.4,0.38,0.0,0.0,11.29,11.29,1418270.0,81142242.71,0.0,144.64,11.29,5.37,0.7312,85.24,0.603,101.7
2006-08-03,953381.0,54384054.85,5.52,29.45,1.53,97.92,1.0,46684570.39,161518.0,818405.0,9213529.29,0.0,0.0,1964.0,0.46,0.0,0.0,0.0,0.0,531.0,106.0,0.0,0.0,0.46,1964.0,0.0,0.0,0.0,16.53,0.0,2.13,0.0,10.71,10.71,1347254.0,76851893.87,20858.0,138.01,10.7,5.42,0.7479,86.23,0.6319,101.4
2006-08-04,944108.0,53695757.19,5.46,30.3,1.52,96.66,1.0,46677091.3,141531.0,820702.0,8049517.86,0.0,0.0,33.0,0.0,0.0,0.0,0.0,2.08,2297.0,20020.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,14.45,0.0,0.0,0.0,9.36,9.36,1371280.0,77990990.35,0.0,140.03,9.35,5.45,0.7632,87.12,0.6241,101.1
2006-08-07,943115.0,53533169.38,5.46,30.82,1.52,96.69,1.0,46507726.7,143762.0,819345.0,8160230.19,0.0,0.0,2231.0,0.2,0.0,0.0,0.0,0.0,1996.0,0.0,0.0,0.0,0.2,2231.0,0.0,0.0,3352.0,14.7,0.24,0.0,0.0,9.5,9.5,1368733.0,77692132.48,0.0,139.95,9.5,5.48,0.7589,86.86,0.6236,100.9
2006-08-08,946465.0,54096031.22,5.48,30.81,1.52,96.76,1.0,47029622.3,143630.0,822831.0,8209297.72,0.0,0.0,15.0,0.12,0.0,0.0,0.0,0.04,3485.0,146.0,0.0,0.0,0.12,15.0,0.0,0.0,0.0,14.64,0.0,0.0,0.0,9.46,9.46,1374325.0,78550742.09,0.0,140.2,9.46,5.45,0.7546,86.6,0.6235,101.6
2006-08-09,960453.0,55057620.64,5.56,30.56,1.54,98.39,1.0,47393832.45,163653.0,826762.0,9381349.0,0.0,20858.0,338.0,0.56,2.13,0.0,0.0,0.12,3931.0,1174.0,0.0,20858.0,0.56,338.0,0.0,0.0,0.0,16.71,0.0,0.0,0.0,10.21,10.21,1439275.0,82505918.5,0.0,147.01,10.21,5.39,0.7396,85.71,0.5992,101.9
2006-08-10,947569.0,53999212.61,5.48,30.32,1.52,97.72,1.0,46942442.61,143838.0,823738.0,8196910.98,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,221.0,0.0,853.0,3024.0,14.78,0.0,2.13,0.0,9.63,9.63,1349506.0,76904438.0,20858.0,138.71,9.63,5.47,0.755,86.62,0.6345,101.3
2006-08-11,947626.0,53895842.0,5.48,30.73,1.52,97.08,1.0,46878142.98,143403.0,824237.0,8155987.1,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.09,499.0,853.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,14.64,0.0,0.0,0.0,9.53,9.53,1362090.0,77468312.85,0.0,139.09,9.52,5.48,0.7561,86.68,0.6294,101.1
2006-08-14,894937.0,51352285.03,5.18,30.64,1.44,91.8,1.0,47155503.83,93122.0,821798.0,5343423.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.0,50280.0,0.0,0.0,0.0,0.0,0.0,0.0,2439.0,9.51,0.16,0.0,0.0,6.19,6.19,1411135.0,80972187.68,0.0,144.29,6.19,3.7,0.8428,91.7,0.5949,102.0
2006-08-15,900452.0,51820707.54,5.21,32.2,1.45,92.75,1.0,47501029.97,92847.0,825392.0,5343313.39,0.0,0.0,773.0,0.71,0.0,0.0,0.0,0.21,3595.0,2248.0,0.0,0.0,0.71,773.0,0.0,1200.0,0.0,9.53,0.0,0.0,0.0,6.18,6.18,1408578.0,81063186.69,0.0,144.64,6.18,3.68,0.8397,91.53,0.5997,102.3
2006-08-16,910641.0,52458309.86,5.27,32.75,1.46,93.92,1.0,47496769.83,113845.0,824512.0,6558145.62,0.0,20858.0,140.0,0.24,2.14,0.0,0.0,0.0,1383.0,0.0,0.0,20858.0,0.24,140.0,0.0,0.0,2263.0,11.69,0.22,0.0,0.0,7.05,7.05,1499934.0,86405073.5,0.0,154.21,7.05,3.39,0.8235,90.63,0.5643,102.4
2006-08-17,894828.0,51748744.47,5.18,31.63,1.44,92.81,1.0,47470411.52,91745.0,820848.0,5305699.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,3665.0,9.48,0.0,2.14,0.0,6.12,6.12,1407129.0,81375592.92,20858.0,145.36,6.12,3.44,0.8459,91.88,0.597,102.8
2006-08-18,895826.0,51705668.97,5.18,32.07,1.44,93.15,1.0,47436063.66,91748.0,821853.0,5295550.38,0.0,0.0,21.0,0.32,0.0,0.0,0.0,0.0,1005.0,18.0,0.0,0.0,0.32,21.0,0.0,0.0,0.0,9.49,0.0,0.0,0.0,6.14,6.14,1402266.0,80936589.93,0.0,145.12,6.14,3.44,0.8462,91.89,0.5996,102.6
2006-08-21,896215.0,51677704.17,5.19,33.36,1.44,92.87,1.0,47420851.93,91610.0,822391.0,5282431.65,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.03,538.0,158.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,9.46,0.0,0.0,0.0,6.05,6.05,1421417.0,81961992.63,0.0,146.7,6.06,3.44,0.8463,91.9,0.5923,102.5
2006-08-22,893850.0,51189343.54,5.17,33.83,1.44,92.85,1.0,46984813.45,91180.0,820432.0,5221731.1,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.08,0.0,773.0,0.0,0.0,0.0,343.0,0.0,0.0,1959.0,9.42,0.01,0.0,0.0,6.04,6.04,1419012.0,81264521.74,0.0,146.5,6.04,3.45,0.8474,91.96,0.5919,101.8
2006-08-23,910561.0,52248804.11,5.27,35.13,1.46,93.82,1.0,47129682.43,116899.0,821348.0,6707769.11,0.0,20858.0,47.0,0.0,2.13,0.0,0.0,0.06,917.0,169.0,0.0,20858.0,0.0,47.0,0.0,4983.0,0.0,12.0,0.0,0.0,0.0,7.16,7.16,1515881.0,86982606.79,0.0,131.29,8.37,3.39,0.8173,90.28,0.5577,102.0
2006-08-24,898709.0,51417053.03,5.2,35.21,1.44,92.88,1.0,46943579.65,92011.0,820518.0,5264144.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,4030.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,9.47,0.0,2.13,0.0,6.03,6.03,1433458.0,82011180.49,20858.0,122.75,7.16,3.43,0.8378,91.43,0.5891,101.7
2006-08-25,892188.0,51345117.14,5.16,34.75,1.43,92.22,1.0,46911606.34,92760.0,815150.0,5338306.57,0.0,0.0,1186.0,0.0,0.0,1023.0,0.0,0.04,0.0,436.0,0.0,0.0,0.0,1186.0,0.1,0.0,6392.0,9.55,0.65,0.0,0.0,6.09,6.09,1431374.0,82375088.77,0.0,122.78,7.22,2.99,0.8449,91.84,0.5854,102.3
2006-08-28,898155.0,51536936.74,5.2,35.13,1.44,92.75,1.0,47107762.92,91686.0,820966.0,5261024.64,0.0,0.0,15.0,0.52,0.0,0.0,0.0,0.26,5816.0,2492.0,0.0,0.0,0.52,15.0,0.0,1403.0,0.0,9.42,0.0,0.0,0.0,6.01,6.01,1433542.0,82257921.37,0.0,122.89,7.12,2.97,0.8448,91.83,0.5889,102.0
2006-08-29,896268.0,51176557.73,5.19,35.11,1.44,92.24,1.0,46769552.34,92739.0,819087.0,5295361.19,0.0,0.0,1083.0,0.0,0.0,0.0,0.0,0.02,799.0,30.0,0.0,0.0,0.0,1083.0,0.0,0.0,2677.0,9.49,0.28,0.0,0.0,6.08,6.08,1432825.0,81813755.84,0.0,122.54,7.19,2.67,0.8491,92.07,0.5875,101.5
2006-08-30,894764.0,51141015.55,5.18,34.72,1.44,91.63,1.0,46323118.58,109769.0,810470.0,6273942.78,0.0,20858.0,137.0,0.14,2.12,0.0,0.0,0.41,1403.0,3966.0,0.0,20858.0,0.14,137.0,0.0,0.0,10020.0,11.19,1.43,0.0,0.0,6.87,6.87,1487548.0,85022101.25,0.0,151.49,6.88,2.68,0.8312,91.07,0.5602,101.6
2006-08-31,872085.0,49942897.2,5.05,34.31,1.4,89.5,1.0,46037651.67,73549.0,803893.0,4212032.25,0.0,0.0,41.0,0.11,0.0,0.0,0.0,1.58,1061.0,15403.0,0.0,0.0,0.11,41.0,0.0,0.0,7638.0,7.52,0.61,2.12,0.0,4.94,4.94,1414489.0,81005496.84,20858.0,144.26,4.95,1.45,0.874,93.45,0.5861,101.8
2006-09-01,872756.0,50079519.42,5.05,34.08,1.4,89.65,1.0,46174806.97,73795.0,804707.0,4234423.06,0.0,0.0,388.0,0.16,0.0,0.0,0.0,0.01,814.0,142.0,0.0,0.0,0.16,388.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,4.95,4.95,1415524.0,81224032.43,0.0,144.36,4.97,1.45,0.8742,93.46,0.586,102.0
2006-09-04,878409.0,49415581.97,5.08,34.4,1.41,89.75,1.0,45476833.65,74781.0,808394.0,4206863.36,0.0,0.0,986.0,0.0,0.0,0.0,0.0,0.0,3687.0,0.0,0.0,0.0,0.0,986.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,5.02,5.02,1415791.0,79646424.63,0.0,143.54,5.03,1.44,0.8747,93.49,0.5893,100.0
2006-09-05,885392.0,49385044.54,5.12,34.36,1.42,89.59,1.0,45484739.78,74691.0,815466.0,4166085.04,0.0,0.0,30.0,0.04,0.0,0.0,0.0,0.06,8062.0,120.0,0.0,0.0,0.04,30.0,0.0,0.0,990.0,7.52,0.12,0.0,0.0,5.0,5.0,1419404.0,79170954.51,0.0,142.94,5.0,1.43,0.877,93.61,0.5926,99.15
2006-09-06,877862.0,49162578.42,5.08,34.03,1.41,88.04,1.0,44642046.34,102208.0,797142.0,5723916.53,0.0,20858.0,8122.0,0.0,2.07,0.0,0.0,0.15,0.0,1464.0,0.0,20858.0,0.0,8122.0,0.0,0.0,18324.0,10.21,2.54,0.0,0.0,6.32,6.32,1516245.0,84913703.65,0.0,151.07,6.33,2.75,0.8521,92.24,0.5424,99.55
2006-09-07,897070.0,50364440.31,5.19,36.91,1.44,90.39,1.0,46533392.22,79732.0,828833.0,4476414.95,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.14,31692.0,1618.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,8.01,0.0,2.07,0.0,5.3,5.3,1424259.0,79962552.97,20858.0,142.3,5.33,2.11,0.8607,92.72,0.5965,99.8
2006-09-08,872472.0,48566234.71,5.05,34.97,1.4,87.97,1.0,44766646.81,76406.0,804214.0,4253147.07,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.34,0.0,3370.0,0.0,0.0,0.0,44.0,0.0,0.0,24619.0,7.67,2.42,0.0,0.0,5.08,5.08,1427511.0,79462532.06,0.0,142.48,5.11,2.17,0.8568,92.51,0.5801,98.95
2006-09-11,869228.0,47749968.88,5.03,34.61,1.4,86.69,1.0,44000958.98,76414.0,800982.0,4197708.91,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.07,1843.0,167.0,0.0,0.0,0.0,175.0,0.0,0.0,5076.0,7.58,0.51,0.0,0.0,5.06,5.06,1433462.0,78745468.26,0.0,141.96,5.07,2.2,0.8673,93.07,0.5757,97.65
2006-09-12,852158.0,47507362.23,4.92,34.49,1.37,84.73,1.0,43660815.61,77082.0,783161.0,4297281.13,0.0,0.0,1054.0,0.0,0.0,0.0,0.0,0.05,0.0,386.0,0.0,0.0,0.0,1054.0,0.0,0.0,17821.0,7.64,2.02,0.0,0.0,5.1,5.1,1432994.0,79888665.05,0.0,142.48,5.09,1.47,0.8849,94.03,0.5643,99.1
2006-09-13,866074.0,48721666.95,5.0,33.98,1.39,86.96,1.0,44283029.78,98101.0,787173.0,5518748.11,0.0,20858.0,197.0,1.12,2.08,140.0,0.0,0.0,3872.0,36.0,0.0,20858.0,1.12,197.0,0.01,0.0,0.0,9.82,0.0,0.0,0.0,6.1,6.1,1510281.0,84962033.13,0.0,150.46,6.13,2.78,0.8647,92.93,0.5385,100.0
2006-09-14,863154.0,48557400.07,4.99,30.31,1.39,87.21,1.0,44459560.41,82468.0,790311.0,4639301.53,0.0,0.0,375.0,0.8,0.0,0.0,0.0,0.0,3138.0,13.0,0.0,0.0,0.8,375.0,0.0,4864.0,0.0,8.3,0.0,2.08,0.0,5.53,5.53,1409696.0,79303545.66,20858.0,140.9,5.56,1.46,0.8753,93.52,0.5785,100.0
2006-09-15,860196.0,48390995.48,4.97,29.64,1.38,87.26,1.0,44287192.71,82401.0,787247.0,4635532.39,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.01,0.0,149.0,0.0,0.0,0.0,81.0,0.0,0.0,3063.0,8.32,0.0,0.0,0.0,5.51,5.51,1413360.0,79509666.84,0.0,141.54,5.55,1.47,0.8749,93.5,0.5751,100.0
2006-09-18,864975.0,48659841.85,5.0,28.51,1.39,87.21,1.0,44561045.84,85171.0,792115.0,4791360.89,0.0,0.0,10.0,0.02,0.0,0.0,0.0,0.04,4867.0,48.0,0.0,0.0,0.02,10.0,0.0,2809.0,0.0,8.55,0.0,0.0,0.0,5.68,5.68,1415637.0,79637761.24,0.0,141.31,5.71,1.46,0.8751,93.51,0.5763,100.0
