DATE,ELIOR FP Equity_DX_SI_QTY,ELIOR FP Equity_DX_SHORT_INTEREST_VALUE,ELIOR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ELIOR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ELIOR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ELIOR FP Equity_DX_SI_MV,ELIOR FP Equity_DX_DSS,ELIOR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ELIOR FP Equity_DX_SUPPLY_SI_QTY,ELIOR FP Equity_DX_BROKER_SI_QTY,ELIOR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ELIOR FP Equity_DX_BROKER_SI_MV_NEW_x,ELIOR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ELIOR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ELIOR FP Equity_DX_BROKER_SI_MV_INC_x,ELIOR FP Equity_DX_SUPPLY_SI_MV_NEW,ELIOR FP Equity_DX_BROKER_SI_QTY_ADD,ELIOR FP Equity_DX_BROKER_SI_QTY_NEW,ELIOR FP Equity_DX_SUPPLY_SI_MV_DEC,ELIOR FP Equity_DX_BROKER_SI_QTY_INC,ELIOR FP Equity_DX_SUPPLY_SI_QTY_DEC,ELIOR FP Equity_DX_BROKER_SI_MV_NEW_y,ELIOR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ELIOR FP Equity_DX_BROKER_SI_MV_INC_y,ELIOR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ELIOR FP Equity_DX_BROKER_SI_MV_ADD,ELIOR FP Equity_DX_SUPPLY_SI_QTY_ADD,ELIOR FP Equity_DX_BROKER_SI_QTY_DEC,ELIOR FP Equity_DX_SUPPLY_SI_MV,ELIOR FP Equity_DX_BROKER_SI_MV_DEC,ELIOR FP Equity_DX_SUPPLY_SI_MV_RMV,ELIOR FP Equity_DX_BROKER_SI_MV_RMV,ELIOR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ELIOR FP Equity_DX_UTILIZATION_QUANTITY,ELIOR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ELIOR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ELIOR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ELIOR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ELIOR FP Equity_DX_ACTIVE_UTILIZATION_MV,ELIOR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ELIOR FP Equity_DX_BROKER_SI_CON_RATIO,ELIOR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ELIOR FP Equity_DX_DEMAND_SUPPLY_RATIO,ELIOR FP Equity_PX_LAST
2014-06-24,2321.0,32835.12,0.0,0.0,0.0,0.04,0.0,32835.12,2321.0,2321.0,32835.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,61888.0,0.0,0.0,0.0,0.0,0.0,0.0,61888.0,0.04,0.95,0.0,0.0,0.58,0.02,397679.0,5625952.57,0.0,6.07,0.58,0.0,1.0,100.0,0.0002,15.21
2014-06-25,2321.0,32165.89,0.0,0.0,0.0,0.04,0.0,32165.89,2321.0,2321.0,32165.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.58,0.02,397679.0,5511288.18,0.0,6.03,0.58,0.0,1.0,100.0,0.0002,14.9
2014-06-26,2321.0,31928.43,0.0,0.0,0.0,0.03,0.0,31928.43,2321.0,2321.0,31928.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.58,0.02,397679.0,5470600.82,0.0,5.93,0.58,0.0,1.0,100.0,0.0002,14.79
2014-06-27,2321.0,31755.72,0.0,0.0,0.0,0.03,0.0,31755.72,2321.0,2321.0,31755.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.58,0.02,397679.0,5441010.01,0.0,5.86,0.58,0.0,1.0,100.0,0.0002,14.71
2014-06-30,2321.0,31086.5,0.0,0.0,0.0,0.03,0.0,31086.5,2321.0,2321.0,31086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.58,0.02,397679.0,5326345.63,0.0,5.83,0.58,0.0,1.0,100.0,0.0002,14.4
2014-07-01,2321.0,31216.03,0.0,0.0,0.0,0.03,0.0,31216.03,2321.0,2321.0,31216.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.58,0.02,397679.0,5348538.73,0.0,5.73,0.58,0.0,1.0,100.0,0.0002,14.46
2014-07-02,2321.0,31410.32,0.0,0.0,0.0,0.03,0.0,31410.32,2321.0,2321.0,31410.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.58,0.02,397679.0,5381828.39,0.0,5.76,0.58,0.0,1.0,100.0,0.0002,14.55
2014-07-03,2321.0,32381.77,0.0,0.0,0.0,0.03,0.0,32381.77,2321.0,2321.0,32381.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.58,0.02,397679.0,5548276.69,0.0,5.8,0.58,0.0,1.0,100.0,0.0002,15.0
2014-07-04,2321.0,32165.89,0.0,0.0,0.0,0.03,0.0,32165.89,0.0,2321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0002,14.9
2014-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2321.0,0.0,0.03,0.0,0.0,0.0,0.0,9766152.0,133982998.75,0.0,146.61,0.0,0.0,0.0,0.0,0.0,14.75
2014-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10193638.0,138899609.74,0.0,152.31,0.0,0.0,0.0,0.0,0.0,14.65
2014-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11568591.0,153653645.56,0.0,171.01,0.0,0.0,0.0,0.0,0.0,14.28
2014-07-10,22578.0,296520.25,0.04,0.04,0.01,0.32,0.0,2009.37,22425.0,153.0,294510.88,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22425.0,0.0,0.32,0.0,0.0,0.0,0.19,0.19,11565471.0,151891060.65,0.0,168.1,0.19,0.68,0.9865,99.32,0.0019,14.12
2014-07-11,153.0,2002.26,0.0,0.0,0.0,0.0,0.0,2002.26,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,22425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11717883.0,153347764.39,0.0,169.22,0.0,0.0,1.0,100.0,0.0,14.07
2014-07-14,34853.0,455136.29,0.06,0.05,0.02,0.49,0.0,455136.29,34700.0,34853.0,453138.31,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,34700.0,0.0,0.0,0.0,0.49,0.0,0.0,34700.0,0.0,0.49,0.0,0.0,0.0,0.28,0.28,12216479.0,159531832.81,0.0,171.98,0.28,0.0,1.0,100.0,0.0028,14.04
2014-07-15,133822.0,1761238.42,0.21,0.21,0.08,1.92,0.0,1761238.42,42017.0,133822.0,552987.96,0.0,0.0,0.0,0.0,0.0,133669.0,0.0,0.49,0.0,34700.0,0.0,0.0,0.0,0.0,1.91,42017.0,34700.0,0.59,0.49,0.0,0.0,0.34,0.34,12224248.0,160883974.3,0.0,171.96,0.34,0.11,0.9978,99.89,0.0109,14.15
2014-07-16,133822.0,1772440.64,0.21,0.21,0.08,1.93,0.0,1772440.64,133669.0,133822.0,1770414.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91652.0,0.0,1.9,0.0,0.0,0.0,1.09,1.09,12155170.0,160992342.88,0.0,171.89,1.09,0.11,0.9978,99.89,0.0109,14.24
2014-07-17,132113.0,1724000.63,0.21,0.2,0.08,1.91,0.0,1724000.63,131960.0,132113.0,1722004.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1709.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,1.88,0.02,0.0,0.0,1.07,1.07,12227418.0,159560953.97,0.0,173.07,1.07,0.11,0.9977,99.89,0.0107,14.03
2014-07-18,130046.0,1677674.31,0.21,0.2,0.08,1.85,0.0,1677674.31,129893.0,130046.0,1675700.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2067.0,0.0,0.0,0.0,0.0,0.0,0.0,2067.0,1.82,0.06,0.0,0.0,1.05,1.05,12274353.0,158346790.17,0.0,172.34,1.05,0.12,0.9977,99.88,0.0105,13.87
2014-07-21,127895.0,1677285.04,0.2,0.2,0.08,1.8,0.0,1677285.04,127742.0,127895.0,1675278.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2151.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.0,1.78,0.05,0.0,0.0,1.03,1.03,12272965.0,160954381.1,0.0,171.06,1.03,0.12,0.9976,99.88,0.0103,14.1
2014-07-22,159279.0,2117019.91,0.25,0.24,0.1,2.27,0.0,2117019.91,127742.0,159279.0,1697853.19,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,31384.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.03,1.03,12264214.0,163006958.04,0.0,173.04,1.03,0.1,0.9981,99.9,0.0129,14.29
2014-07-23,277350.0,3740506.09,0.44,0.41,0.17,3.98,0.0,2066334.6,160226.0,153214.0,2160902.58,0.0,0.0,31484.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31484.0,0.01,1000.0,7065.0,2.29,0.08,0.0,0.0,1.29,1.29,12220016.0,164806361.31,0.0,174.51,1.3,0.36,0.9843,99.21,0.0224,14.5
2014-07-24,176986.0,2428091.95,0.28,0.57,0.11,2.58,0.0,2414372.83,153214.0,175986.0,2101961.06,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.08,22772.0,7012.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,1.24,1.24,12218153.0,167622291.58,0.0,177.5,1.23,3.26,0.9154,95.62,0.0143,14.75
2014-07-25,171811.0,2337919.14,0.27,0.62,0.1,2.56,0.0,2324311.63,165039.0,170811.0,2245769.11,0.0,0.0,11825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11825.0,0.0,0.0,5175.0,2.44,0.02,0.0,0.0,1.34,1.34,12106691.0,164741865.02,0.0,177.69,1.35,3.29,0.9143,95.56,0.014,14.63
2014-07-28,158781.0,2167997.53,0.25,0.77,0.1,2.35,0.0,2154343.52,152009.0,157781.0,2075532.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,13030.0,0.0,0.0,0.0,0.0,0.0,0.0,13030.0,2.23,0.21,0.0,0.0,1.24,1.24,12119721.0,165482804.35,0.0,177.76,1.24,3.52,0.9082,95.23,0.0129,14.68
2014-07-29,159781.0,2129636.69,0.26,0.82,0.1,2.38,0.0,2116308.21,157781.0,158781.0,2102979.74,0.0,0.0,5772.0,0.02,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.02,5772.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,1.28,1.28,12138295.0,161784932.69,0.0,177.59,1.29,3.49,0.8969,94.63,0.013,14.33
2014-07-30,160781.0,2096606.53,0.26,0.89,0.1,2.33,0.0,2070526.25,158781.0,158781.0,2070526.25,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,14.1,1.33,967236.0,12612891.51,0.0,13.91,14.13,3.55,0.8844,93.96,0.0135,14.02
2014-07-31,162955.0,2159815.97,0.26,1.0,0.1,2.31,0.0,2133307.85,159955.0,160955.0,2120053.78,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2174.0,0.0,0.0,0.0,0.03,0.0,0.0,1174.0,0.0,2.24,0.0,0.0,0.0,14.19,1.34,967236.0,12819807.7,0.0,13.56,14.19,4.32,0.8603,92.62,0.0136,14.25
2014-08-01,162955.0,2194676.16,0.26,1.04,0.1,2.34,0.0,2167740.18,159955.0,160955.0,2154272.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,14.19,1.34,967236.0,13026723.9,0.0,13.73,14.16,4.24,0.8613,92.68,0.0136,14.48
2014-08-04,169127.0,2218024.06,0.27,1.06,0.1,2.47,0.0,2110851.98,166127.0,160955.0,2178680.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6172.0,0.0,2.41,0.0,0.0,0.0,10.38,1.39,1434216.0,18809093.7,0.0,20.77,10.38,4.04,0.8023,89.38,0.0142,14.1
2014-08-05,164016.0,2163199.83,0.26,1.03,0.1,2.35,0.0,2136821.92,161016.0,162016.0,2123632.97,0.0,0.0,1128.0,0.01,0.0,0.0,0.0,0.09,1061.0,6239.0,0.0,0.0,0.01,1128.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,14.29,1.35,966108.0,12741956.07,0.0,13.64,14.3,4.88,0.851,92.09,0.0138,14.18
2014-08-06,190487.0,2416650.83,0.3,1.22,0.12,2.73,0.0,2391277.44,187487.0,188487.0,2378590.74,0.0,0.0,26471.0,0.38,0.0,0.0,0.0,0.0,26471.0,0.0,0.0,0.0,0.38,26471.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,16.63,1.58,939637.0,11920889.82,0.0,13.31,16.62,17.96,0.6632,79.41,0.0161,13.64
2014-08-07,190487.0,2425509.52,0.3,1.27,0.12,2.69,0.0,2400043.12,187487.0,188487.0,2387309.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,16.63,1.59,939637.0,11964588.1,0.0,12.81,16.63,17.65,0.6682,79.79,0.0162,13.69
2014-08-08,191487.0,2352752.84,0.31,1.33,0.12,2.7,0.0,2315892.59,188487.0,188487.0,2315892.59,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,16.72,1.6,938637.0,11532797.89,0.0,12.82,16.69,17.59,0.6611,79.35,0.0163,13.21
2014-08-11,200208.0,2489700.05,0.32,1.38,0.12,2.72,0.0,1366382.83,118736.0,109877.0,1476549.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,806.0,78610.0,0.0,0.0,0.0,0.0,0.0,8859.0,79416.0,1.57,1.13,0.0,0.0,4.12,1.01,2766242.0,34399788.49,0.0,36.55,4.12,20.77,0.563,71.96,0.017,13.37
2014-08-12,53238.0,659568.87,0.08,0.41,0.03,0.73,0.0,574592.3,49238.0,46379.0,610012.62,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.91,1000.0,69498.0,0.0,0.0,0.01,0.0,0.0,0.0,64498.0,0.66,0.91,0.0,0.0,3.45,0.42,1379338.0,17088703.71,0.0,18.45,3.45,13.85,0.469,66.04,0.0045,13.32
2014-08-13,59240.0,726765.06,0.09,0.47,0.04,0.8,0.0,689960.62,55240.0,56240.0,677692.47,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,10561.0,8998.0,0.0,0.0,0.13,0.0,0.0,15000.0,700.0,0.74,0.01,0.0,0.0,2.23,0.47,2417501.0,29658258.9,0.0,32.19,2.23,21.21,0.4142,58.64,0.005,13.19
2014-08-14,28522.0,339565.95,0.05,0.24,0.02,0.38,0.0,303849.74,24522.0,25522.0,291944.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,30718.0,0.0,0.0,0.0,0.0,0.0,0.0,30718.0,0.32,0.41,0.0,0.0,0.99,0.2,2448219.0,29147038.04,0.0,32.27,0.99,31.53,0.325,44.23,0.0024,12.8
2014-08-15,35191.0,412416.8,0.06,0.3,0.02,0.45,0.0,377258.65,31191.0,32191.0,365539.27,0.0,0.0,12000.0,0.13,0.0,0.0,0.0,0.07,10468.0,5331.0,0.0,0.0,0.13,12000.0,0.0,0.0,3799.0,0.4,0.05,0.0,0.0,1.28,0.26,2399364.0,28119065.13,0.0,30.7,1.28,25.68,0.5035,65.6,0.0029,12.6
2014-08-18,35191.0,425509.4,0.06,0.29,0.02,0.45,0.0,389235.12,31191.0,32191.0,377143.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,1.28,0.26,2401528.0,29037899.71,0.0,30.27,1.28,25.78,0.5031,65.54,0.0029,13.0
2014-08-19,62191.0,751977.92,0.1,0.54,0.04,0.81,0.0,715703.64,58191.0,59191.0,703612.21,0.0,0.0,27000.0,0.36,0.0,0.0,0.0,0.0,27000.0,0.0,0.0,0.0,0.36,27000.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,2.38,0.48,2384364.0,28830362.46,0.0,31.01,2.39,38.46,0.4707,56.61,0.0051,13.0
2014-08-20,95122.0,1141313.3,0.15,0.87,0.06,1.24,0.0,1105318.05,82169.0,92122.0,985897.82,0.0,0.0,20868.0,0.5,0.0,0.0,0.0,0.07,37931.0,5000.0,0.0,0.0,0.5,20868.0,0.0,8110.0,5000.0,1.07,0.06,0.0,0.0,6.92,0.68,1104716.0,13254841.79,0.0,14.39,6.93,19.92,0.5152,68.35,0.0078,12.9
2014-08-21,113102.0,1346525.08,0.18,1.23,0.07,1.46,0.0,1310808.87,91122.0,110102.0,1084844.29,0.0,0.0,8953.0,0.22,0.0,0.0,0.0,0.0,18047.0,0.0,0.0,0.0,0.22,8953.0,0.0,0.0,67.0,1.18,0.0,0.0,0.0,0.75,0.75,12011465.0,143001352.13,0.0,154.9,0.75,16.8,0.5729,73.4,0.0093,12.8
2014-08-22,124554.0,1456220.54,0.2,1.34,0.08,1.6,0.0,1421146.1,107621.0,121554.0,1258248.71,0.0,0.0,18047.0,0.16,0.0,0.0,0.0,0.02,13000.0,1548.0,0.0,0.0,0.16,18047.0,0.0,0.0,1548.0,1.38,0.02,0.0,0.0,0.87,0.87,12226738.0,142948656.45,0.0,156.39,0.88,15.24,0.6212,77.11,0.0101,12.57
2014-08-25,140220.0,1724152.25,0.22,1.54,0.09,1.78,0.0,1724152.25,118891.0,140220.0,1461889.78,0.0,0.0,14270.0,0.27,0.0,0.0,0.0,0.04,22666.0,3000.0,0.0,0.0,0.27,14270.0,0.0,0.0,4000.0,1.5,0.05,0.0,0.0,0.97,0.97,12195657.0,149958418.19,0.0,154.98,0.96,10.8,0.7144,83.65,0.0114,13.22
2014-08-26,159788.0,1912744.24,0.26,1.76,0.1,2.1,0.0,1912744.24,150276.0,159788.0,1798880.72,0.0,0.0,21396.0,0.49,0.0,0.0,0.0,0.16,32118.0,12550.0,0.0,0.0,0.49,21396.0,0.0,22539.0,12550.0,1.99,0.16,0.0,0.0,1.22,1.22,12157569.0,145532330.52,0.0,158.15,1.24,19.09,0.6667,79.37,0.013,12.87
2014-08-27,208766.0,2504861.25,0.33,2.36,0.13,2.69,0.0,2024624.66,168808.0,168741.0,2025428.56,0.0,0.0,30137.0,0.08,0.0,0.0,0.0,0.17,8953.0,11605.0,0.0,0.0,0.08,30137.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,1.37,1.37,12137237.0,145627614.93,0.0,158.39,1.35,17.82,0.6881,81.0,0.017,12.9
