DATE,ALHF FP Equity_DX_SI_QTY,ALHF FP Equity_DX_SHORT_INTEREST_VALUE,ALHF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHF FP Equity_DX_SI_MV,ALHF FP Equity_DX_DSS,ALHF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHF FP Equity_DX_SUPPLY_SI_QTY,ALHF FP Equity_DX_BROKER_SI_QTY,ALHF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHF FP Equity_DX_BROKER_SI_MV_NEW_x,ALHF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHF FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHF FP Equity_DX_BROKER_SI_MV_INC_x,ALHF FP Equity_DX_SUPPLY_SI_MV_NEW,ALHF FP Equity_DX_BROKER_SI_QTY_ADD,ALHF FP Equity_DX_BROKER_SI_QTY_NEW,ALHF FP Equity_DX_SUPPLY_SI_MV_DEC,ALHF FP Equity_DX_BROKER_SI_QTY_INC,ALHF FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHF FP Equity_DX_BROKER_SI_MV_NEW_y,ALHF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHF FP Equity_DX_BROKER_SI_MV_INC_y,ALHF FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHF FP Equity_DX_BROKER_SI_MV_ADD,ALHF FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHF FP Equity_DX_BROKER_SI_QTY_DEC,ALHF FP Equity_DX_SUPPLY_SI_MV,ALHF FP Equity_DX_BROKER_SI_MV_DEC,ALHF FP Equity_DX_SUPPLY_SI_MV_RMV,ALHF FP Equity_DX_BROKER_SI_MV_RMV,ALHF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHF FP Equity_DX_UTILIZATION_QUANTITY,ALHF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHF FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHF FP Equity_DX_BROKER_SI_CON_RATIO,ALHF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHF FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHF FP Equity_PX_LAST
2006-07-17,85023.0,838883.47,4.01,2.95,2.06,2.19,1.0,635307.0,21489.0,64390.0,212022.24,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.22,0.0,10520.0,0.0,0.0,0.0,24.0,0.0,0.0,57.0,0.43,0.0,0.0,0.0,10.97,10.97,174325.0,1719985.91,0.0,3.44,11.16,17.18,0.4984,67.76,0.4342,19.7
2006-07-18,82286.0,820121.16,3.88,2.82,1.99,2.12,1.0,614647.35,21458.0,61670.0,213865.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.44,0.07,0.0,0.0,10.96,10.96,174324.0,1737437.73,0.0,3.47,11.13,17.89,0.529,69.83,0.4203,19.9
2006-07-19,85559.0,856170.33,4.03,2.91,2.07,2.26,1.0,650000.58,21432.0,64956.0,214465.37,0.0,0.0,0.0,0.0,0.0,11286.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.3,0.0,8000.0,0.44,0.16,0.0,0.0,10.96,10.96,174113.0,1742310.97,0.0,3.48,11.15,16.84,0.4752,65.46,0.4375,19.98
2006-07-20,97529.0,991093.91,4.6,3.46,2.36,2.58,1.0,764236.46,23158.0,75205.0,235332.6,0.0,0.0,1726.0,0.0,0.0,10186.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1726.0,0.27,0.0,0.0,0.48,0.0,0.0,0.0,19.39,11.84,96248.0,978076.33,0.0,1.9,20.14,16.37,0.3824,57.48,0.4987,20.29
2006-07-21,98903.0,993168.26,4.66,3.47,2.39,2.6,1.0,758259.46,24245.0,75510.0,243464.45,0.0,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,1086.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,20.3,12.39,95202.0,956003.4,0.0,1.85,21.08,16.87,0.3789,57.02,0.5056,20.05
2006-07-24,99421.0,966003.82,4.69,3.47,2.4,2.58,1.0,734406.2,24686.0,75585.0,239856.47,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,25.0,0.49,0.0,0.0,0.0,20.67,12.62,94748.0,920599.57,0.0,1.78,21.5,16.73,0.3812,57.28,0.5083,19.4
2006-07-25,90790.0,873048.22,4.28,3.15,2.19,2.34,1.0,624779.04,26648.0,64972.0,256250.57,0.0,0.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1996.0,0.0,0.0,10613.0,0.52,0.28,0.0,0.0,13.63,13.63,168895.0,1624115.87,0.0,3.25,13.82,19.96,0.4575,63.35,0.4643,19.2
2006-07-26,90831.0,826131.02,4.28,3.15,2.2,2.31,1.0,591364.32,26646.0,65019.0,242352.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,13.63,13.63,168892.0,1536115.64,0.0,3.07,13.85,19.15,0.4658,64.25,0.4645,18.16
2006-07-27,90176.0,827399.83,4.25,3.08,2.18,2.29,1.0,590794.08,26575.0,64389.0,243835.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.5,0.02,0.0,0.0,13.6,13.6,168856.0,1549319.38,0.0,3.1,13.8,19.42,0.47,64.61,0.4614,18.32
2006-07-28,90322.0,814263.63,4.26,3.07,2.18,2.29,1.0,581754.68,26589.0,64531.0,239703.02,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,13.6,13.6,168862.0,1522311.13,0.0,3.05,13.82,19.14,0.4716,64.79,0.4621,18.0
2006-07-31,83538.0,786576.4,3.94,2.82,2.02,2.11,1.0,505345.54,30654.0,53670.0,288631.68,0.0,0.0,4083.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4083.0,0.0,0.0,10861.0,0.58,0.27,0.0,0.0,15.68,15.68,164784.0,1551571.8,0.0,3.1,15.86,25.34,0.5584,70.25,0.4274,18.8
2006-08-01,83559.0,786774.13,3.94,2.79,2.02,2.11,1.0,505345.54,30709.0,53670.0,289149.54,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,15.71,15.71,164810.0,1551816.61,0.0,3.1,15.88,25.32,0.5577,70.2,0.4274,18.8
2006-08-02,83567.0,770107.98,3.94,2.77,2.02,2.1,1.0,494593.5,30722.0,53670.0,283117.23,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,15.71,15.71,164803.0,1518734.73,0.0,3.04,15.9,24.93,0.5615,70.62,0.4274,18.4
2006-08-03,83552.0,774991.29,3.94,2.75,2.02,2.1,1.0,497819.11,30688.0,53670.0,284648.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,15.7,15.7,164795.0,1528565.32,0.0,3.06,15.88,25.06,0.5608,70.52,0.4274,18.52
2006-08-04,83556.0,759544.56,3.94,2.75,2.02,2.09,1.0,487873.48,30702.0,53670.0,279088.72,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,15.7,15.7,164799.0,1498063.39,0.0,3.0,15.9,24.69,0.5645,70.91,0.4274,18.15
2006-08-07,83553.0,740686.28,3.94,2.72,2.02,2.07,1.0,475777.45,30688.0,53670.0,272045.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,15.7,15.7,164782.0,1460770.62,0.0,2.92,15.91,24.25,0.5694,71.41,0.4274,17.7
2006-08-08,83543.0,719258.38,3.94,2.69,2.02,2.06,1.0,462068.6,30665.0,53670.0,264008.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,15.69,15.69,164767.0,1418551.47,0.0,2.84,15.91,23.74,0.5754,72.0,0.4275,17.19
2006-08-09,83553.0,703024.27,3.94,2.68,2.02,2.04,1.0,451585.37,30657.0,53670.0,257951.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,15.69,15.69,164727.0,1386031.37,0.0,2.77,15.92,23.36,0.5803,72.47,0.4276,16.8
2006-08-10,83593.0,661494.12,3.94,2.59,2.02,2.02,1.0,424705.29,30795.0,53670.0,243689.2,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15.76,15.76,164560.0,1302207.98,0.0,2.61,16.07,22.3,0.5914,73.56,0.4279,15.8
2006-08-11,85666.0,693773.16,4.04,2.61,2.07,2.06,1.0,450467.45,32676.0,55623.0,264629.28,0.0,0.0,1881.0,0.03,0.0,0.0,0.0,0.0,1955.0,0.0,0.0,0.0,0.03,1881.0,0.0,0.0,2.0,0.54,0.0,0.0,0.0,16.72,16.72,162747.0,1318020.0,0.0,2.63,17.02,22.39,0.5721,72.16,0.4384,16.17
2006-08-14,85677.0,662966.71,4.04,2.51,2.07,2.04,1.0,430409.53,32715.0,55623.0,253147.94,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,16.74,16.74,162768.0,1259495.15,0.0,2.52,17.08,21.61,0.5798,72.92,0.4383,15.45
2006-08-15,85636.0,686667.82,4.04,2.54,2.07,2.05,1.0,446010.14,32630.0,55623.0,261641.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,16.7,16.7,162761.0,1305090.62,0.0,2.61,17.0,22.24,0.5748,72.4,0.4383,16.01
2006-08-16,85655.0,706982.91,4.04,3.15,2.07,2.07,1.0,459103.5,32671.0,55623.0,269661.3,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,16.72,16.72,162765.0,1343436.73,0.0,2.64,17.22,22.7,0.5683,71.8,0.4383,16.48
2006-08-17,85670.0,740145.08,4.04,4.35,2.07,2.09,1.0,480554.33,32700.0,55623.0,282511.31,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,16.73,16.73,162765.0,1406206.53,0.0,2.81,16.99,23.46,0.559,70.89,0.4383,17.25
2006-08-18,98529.0,919832.97,4.64,5.38,2.38,2.46,1.0,639175.11,32735.0,68466.0,305602.74,0.0,0.0,35.0,0.0,0.0,12843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.32,0.0,0.0,0.62,0.0,0.0,0.0,16.74,16.74,162770.0,1519564.92,0.0,3.04,16.96,21.56,0.428,60.28,0.504,18.64
2006-08-21,85728.0,837252.19,4.04,4.38,2.07,2.17,1.0,543235.33,32832.0,55623.0,320649.77,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,12843.0,0.65,0.32,0.0,0.0,16.78,16.78,162788.0,1589849.4,0.0,3.11,17.29,25.55,0.5334,68.3,0.4382,19.5
2006-08-22,85769.0,848821.31,4.04,4.77,2.07,2.19,1.0,550478.47,32911.0,55623.0,325706.94,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,16.82,16.82,162787.0,1611037.49,0.0,3.22,17.03,25.76,0.5296,67.94,0.4383,19.76
2006-08-23,85774.0,852307.52,4.04,4.59,2.07,2.19,1.0,552707.13,32927.0,55623.0,327184.57,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,16.82,16.82,162794.0,1617629.47,0.0,3.23,17.03,25.82,0.5284,67.83,0.4382,19.84
2006-08-24,85775.0,859620.58,4.04,4.45,2.07,2.2,1.0,557443.02,32929.0,55623.0,330008.11,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,16.82,16.82,162794.0,1631490.21,0.0,3.26,17.03,25.97,0.5268,67.65,0.4382,20.01
2006-08-25,89773.0,911827.48,4.23,4.6,2.17,2.29,1.0,564964.74,36940.0,55623.0,375200.86,0.0,0.0,4011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4011.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,18.87,18.87,158811.0,1613048.85,0.0,3.2,19.15,28.85,0.5069,64.97,0.4586,20.28
2006-08-28,89782.0,905173.93,4.23,4.32,2.17,2.28,1.0,560786.01,36965.0,55623.0,372677.76,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,18.88,18.88,158817.0,1601178.5,0.0,3.2,19.07,28.69,0.5076,65.09,0.4586,20.13
2006-08-29,89767.0,932897.22,4.23,4.34,2.17,2.3,1.0,578058.11,36933.0,55623.0,383823.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,18.87,18.87,158814.0,1650463.31,0.0,3.3,19.04,29.3,0.5033,64.49,0.4586,20.75
2006-08-30,89783.0,969486.7,4.23,4.31,2.17,2.33,1.0,600623.27,36966.0,55623.0,399162.93,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,19.36,19.36,153983.0,1662725.36,0.0,3.32,19.51,30.03,0.4966,63.62,0.4702,21.56
2006-08-31,89804.0,1011992.25,4.23,4.2,2.17,2.37,1.0,626810.0,37009.0,55623.0,417050.7,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,19.38,19.38,153986.0,1735252.76,0.0,3.47,19.51,30.85,0.4892,62.63,0.4702,22.5
2006-09-01,89043.0,1003416.62,4.2,4.12,2.15,2.34,1.0,617794.88,36023.0,54823.0,405939.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.81,0.03,0.0,0.0,18.85,18.85,155077.0,1747547.13,0.0,3.49,18.89,31.29,0.4846,62.04,0.466,22.5
2006-09-04,93211.0,1036847.09,4.39,4.07,2.25,2.36,1.0,654326.81,36191.0,58823.0,402576.23,0.0,0.0,169.0,0.03,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.03,169.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,19.03,19.03,154013.0,1713187.62,0.0,3.42,19.09,30.69,0.4894,62.72,0.4901,22.21
2006-09-05,91284.0,1007182.45,4.3,3.96,2.21,2.31,1.0,626383.1,36316.0,56771.0,400692.76,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,2052.0,0.8,0.04,0.0,0.0,19.1,19.1,153870.0,1697725.37,0.0,3.39,19.17,31.13,0.5089,64.12,0.48,22.03
2006-09-06,89946.0,1003231.27,4.24,3.85,2.17,2.29,1.0,630742.09,35199.0,56550.0,392599.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.79,0.01,0.0,0.0,18.51,18.51,154971.0,1728501.02,0.0,3.45,18.58,31.8,0.5174,64.47,0.473,22.27
2006-09-07,89970.0,989980.79,4.24,3.85,2.17,2.28,1.0,622245.34,35223.0,56550.0,387574.67,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,18.52,18.52,154968.0,1705183.31,0.0,3.41,18.59,31.51,0.5192,64.75,0.4731,21.97
2006-09-08,89941.0,1018040.7,4.24,3.69,2.17,2.3,1.0,640088.52,35194.0,56550.0,398360.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,18.51,18.51,154966.0,1754057.6,0.0,3.5,18.57,32.11,0.5153,64.14,0.473,22.6
2006-09-11,89967.0,1016983.22,4.24,3.67,2.17,2.3,1.0,639238.84,35220.0,56550.0,398125.41,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,18.52,18.52,154977.0,1751853.55,0.0,3.5,18.58,32.07,0.515,64.14,0.473,22.57
2006-09-12,89946.0,1072155.55,4.24,3.69,2.17,2.34,1.0,674075.52,35199.0,56550.0,419571.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,18.51,18.51,154971.0,1847253.0,0.0,3.69,18.55,33.2,0.5075,62.98,0.473,23.8
2006-09-13,91028.0,1102377.36,4.29,3.61,2.2,2.38,1.0,682742.99,36454.0,56377.0,441469.27,0.0,0.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.0,0.0,0.0,173.0,0.88,0.01,0.0,0.0,19.16,19.16,153781.0,1862335.69,0.0,3.72,19.2,34.41,0.4999,61.7,0.4785,24.18
2006-09-14,90907.0,1133693.51,4.29,3.51,2.2,2.4,1.0,701513.94,36458.0,56252.0,454664.64,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,125.0,0.91,0.0,0.0,0.0,19.16,19.16,153785.0,1917839.74,0.0,3.83,19.19,35.13,0.4961,60.99,0.4778,24.9
2006-09-15,91455.0,1135947.14,4.31,3.45,2.21,2.42,1.0,704969.13,36501.0,56757.0,453372.77,0.0,0.0,43.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.01,0.0,0.0,0.91,0.0,0.0,0.0,19.18,19.18,153780.0,1910075.46,0.0,3.83,19.26,34.94,0.4896,60.55,0.4806,24.8
2006-09-18,91442.0,1103727.2,4.31,3.44,2.21,2.41,1.0,685070.81,36488.0,56757.0,440419.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,19.18,19.18,153790.0,1856282.75,0.0,3.77,19.43,34.88,0.4905,60.67,0.4806,24.1
2006-09-19,96432.0,1173617.12,4.55,3.65,2.33,2.52,1.0,751608.1,41478.0,61757.0,504804.33,0.0,0.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5000.0,0.12,0.0,0.0,1.01,0.0,0.0,0.0,21.8,21.8,148781.0,1810725.99,0.0,3.62,21.84,32.7,0.4504,58.17,0.5068,24.3
2006-09-20,99591.0,1209569.49,4.69,3.79,2.41,2.59,1.0,747924.0,44813.0,61581.0,544270.44,0.0,0.0,3335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335.0,0.0,0.0,176.0,1.09,0.01,0.0,0.0,23.55,23.55,145463.0,1766701.88,0.0,3.53,23.58,34.86,0.443,56.28,0.5234,24.25
