DATE,ODET FP Equity_DX_SI_QTY,ODET FP Equity_DX_SHORT_INTEREST_VALUE,ODET FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ODET FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ODET FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ODET FP Equity_DX_SI_MV,ODET FP Equity_DX_DSS,ODET FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ODET FP Equity_DX_SUPPLY_SI_QTY,ODET FP Equity_DX_BROKER_SI_QTY,ODET FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ODET FP Equity_DX_BROKER_SI_MV_NEW_x,ODET FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ODET FP Equity_DX_SUPPLY_SI_QTY_INC_x,ODET FP Equity_DX_BROKER_SI_MV_INC_x,ODET FP Equity_DX_SUPPLY_SI_MV_NEW,ODET FP Equity_DX_BROKER_SI_QTY_ADD,ODET FP Equity_DX_BROKER_SI_QTY_NEW,ODET FP Equity_DX_SUPPLY_SI_MV_DEC,ODET FP Equity_DX_BROKER_SI_QTY_INC,ODET FP Equity_DX_SUPPLY_SI_QTY_DEC,ODET FP Equity_DX_BROKER_SI_MV_NEW_y,ODET FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ODET FP Equity_DX_BROKER_SI_MV_INC_y,ODET FP Equity_DX_SUPPLY_SI_QTY_INC_y,ODET FP Equity_DX_BROKER_SI_MV_ADD,ODET FP Equity_DX_SUPPLY_SI_QTY_ADD,ODET FP Equity_DX_BROKER_SI_QTY_DEC,ODET FP Equity_DX_SUPPLY_SI_MV,ODET FP Equity_DX_BROKER_SI_MV_DEC,ODET FP Equity_DX_SUPPLY_SI_MV_RMV,ODET FP Equity_DX_BROKER_SI_MV_RMV,ODET FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ODET FP Equity_DX_UTILIZATION_QUANTITY,ODET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ODET FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ODET FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ODET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ODET FP Equity_DX_ACTIVE_UTILIZATION_MV,ODET FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ODET FP Equity_DX_BROKER_SI_CON_RATIO,ODET FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ODET FP Equity_DX_DEMAND_SUPPLY_RATIO,ODET FP Equity_PX_LAST
2006-07-17,22896.0,6408670.38,1.76,13.2,0.35,6.36,0.0,5860339.44,1959.0,20937.0,548330.94,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.86,1.77,103508.0,28972250.78,0.0,0.0,582.01,6.27,0.8001,89.18,0.2074,283.6
2006-07-18,22858.0,6339377.88,1.75,17.43,0.35,6.35,0.0,5806612.77,1921.0,20937.0,532765.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.81,1.73,104012.0,28846415.8,0.0,0.0,575.91,6.14,0.8034,89.38,0.2062,281.0
2006-07-19,22831.0,6512157.1,1.75,16.98,0.35,6.34,0.0,5971925.59,1894.0,20937.0,540231.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.82,1.75,101905.0,29066679.91,0.0,0.0,558.04,6.08,0.805,89.47,0.2109,289.0
2006-07-20,22881.0,6549001.52,1.75,16.95,0.35,6.36,0.0,5992589.69,1944.0,20937.0,556411.82,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.87,1.8,101863.0,29155235.42,0.0,0.0,568.78,6.24,0.8004,89.21,0.2114,290.0
2006-07-21,22883.0,6504404.48,1.75,19.08,0.35,6.36,0.0,5951261.49,1946.0,20937.0,553142.99,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.88,1.8,101791.0,28933699.11,0.0,0.0,572.93,6.24,0.8004,89.2,0.2115,288.0
2006-07-24,22886.0,6550432.62,1.76,19.95,0.35,6.36,0.0,5992589.69,1949.0,20937.0,557842.92,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.8,1.8,106381.0,30448377.71,0.0,29.63,1.81,6.25,0.8003,89.2,0.2113,290.0
2006-07-25,22852.0,6518146.99,1.75,20.09,0.35,6.35,0.0,5971925.59,1915.0,20937.0,546221.4,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.01,0.0,45.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.77,1.77,106207.0,30293752.74,0.0,29.57,1.78,6.3,0.8028,89.34,0.2114,289.0
2006-07-26,22378.0,6347608.39,1.72,22.17,0.34,6.22,0.0,5812637.01,1886.0,20492.0,534971.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.53,0.12,0.0,0.0,11.92,11.92,13930.0,3951299.71,0.0,3.91,11.85,6.32,0.8015,89.26,1.4149,287.4
2006-07-27,21895.0,6264627.56,1.68,22.32,0.33,6.08,0.0,5722427.55,1895.0,20000.0,542200.01,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,492.0,0.53,0.14,0.0,0.0,11.9,11.9,14027.0,4013424.56,0.0,3.95,11.83,6.51,0.8379,91.29,1.3751,289.9
2006-07-28,21900.0,6339547.64,1.68,23.04,0.33,6.08,0.0,5789541.22,1900.0,20000.0,550006.42,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,11.84,11.84,14149.0,4095810.94,0.0,3.99,11.76,6.53,0.8372,91.25,1.3646,293.3
2006-07-31,21925.0,6467964.23,1.68,24.72,0.33,6.09,0.0,5900081.39,1925.0,20000.0,567882.83,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,11.84,11.84,14334.0,4228588.33,0.0,4.06,11.74,6.63,0.8351,91.13,1.3485,298.9
2006-08-01,21952.0,6465096.4,1.68,26.01,0.33,6.1,0.0,5890211.73,1952.0,20000.0,574884.67,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,12.01,12.01,14294.0,4209734.33,0.0,4.05,11.91,6.71,0.8333,91.02,1.3512,298.4
2006-08-02,21959.0,6477994.36,1.68,25.82,0.33,6.1,0.0,5900081.39,1959.0,20000.0,577912.97,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,12.03,12.03,14323.0,4225343.29,0.0,4.08,11.9,6.74,0.8325,90.98,1.3487,298.9
2006-08-03,21959.0,6477994.36,1.68,25.87,0.33,6.1,0.0,5900081.39,1959.0,20000.0,577912.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,12.02,12.02,14341.0,4230653.36,0.0,4.08,11.88,6.74,0.8326,90.98,1.3472,298.9
2006-08-04,22102.0,6520179.95,1.69,24.88,0.34,6.14,0.0,5900081.39,2102.0,20000.0,620098.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.59,0.0,0.0,0.0,12.66,12.66,14504.0,4278739.02,0.0,4.13,12.5,6.71,0.8332,91.01,1.331,298.9
2006-08-07,21964.0,6459959.44,1.68,24.96,0.33,6.1,0.0,5882316.01,1964.0,20000.0,577643.43,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.04,0.0,152.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,12.07,12.07,14302.0,4206444.18,0.0,4.07,11.93,6.75,0.8323,90.96,1.3503,298.0
2006-08-08,21955.0,6455145.51,1.68,25.05,0.33,6.1,0.0,5880342.08,1955.0,20000.0,574803.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,12.02,12.02,14307.0,4206502.7,0.0,4.07,11.87,6.72,0.833,91.0,1.3501,297.9
2006-08-09,21953.0,6456724.17,1.68,25.89,0.33,6.1,0.0,5882316.01,1953.0,20000.0,574408.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,12.06,12.06,14238.0,4187620.77,0.0,4.05,11.93,6.72,0.8331,91.01,1.3559,298.0
2006-08-10,21962.0,6420354.87,1.48,26.47,0.33,6.1,0.0,5846785.24,1962.0,20000.0,573569.63,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,12.17,12.17,14163.0,4140400.97,0.0,4.02,12.04,6.74,0.8326,90.98,1.3619,296.2
2006-08-11,21841.0,6380670.56,1.47,26.88,0.33,6.1,0.0,5842837.38,1841.0,20000.0,537833.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,11.92,11.92,13598.0,3972545.13,0.0,4.02,12.0,6.71,0.8332,91.01,1.4147,296.0
2006-08-14,22350.0,6591135.09,1.51,28.28,0.34,6.25,0.0,5971833.8,2200.0,20250.0,648791.82,0.0,0.0,145.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.07,214.0,0.0,0.65,0.0,0.0,0.0,85.82,13.98,363.0,107050.65,0.0,0.0,110.14,6.59,0.8103,89.75,1.4199,298.8
2006-08-15,22351.0,6591429.99,1.51,28.68,0.34,6.25,0.0,5971833.8,2201.0,20250.0,649086.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,85.69,13.98,368.0,108525.18,0.0,0.0,110.18,6.6,0.8101,89.74,1.4196,0.0
2006-08-16,22351.0,6593635.96,1.51,32.69,0.34,6.24,0.0,5973832.41,2201.0,20250.0,649303.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,85.69,13.88,368.0,108561.5,0.0,0.0,110.23,6.58,0.8107,89.77,1.4094,298.9
2006-08-17,22352.0,6271845.34,1.51,33.22,0.34,6.24,0.0,5682035.98,2202.0,20250.0,617868.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,85.72,13.89,367.0,102978.13,0.0,0.0,110.25,6.61,0.8109,89.78,1.4094,284.3
2006-08-18,22342.0,6460881.27,1.51,33.19,0.34,6.22,0.0,5855914.67,2192.0,20250.0,633884.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,86.22,14.02,350.0,101213.34,0.0,0.0,110.1,6.37,0.8157,90.07,1.4292,293.0
2006-08-21,22347.0,6504233.05,1.51,34.7,0.34,6.24,0.0,5893888.18,2197.0,20250.0,639450.49,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,85.89,14.04,361.0,105071.29,0.0,0.0,110.15,6.5,0.8126,89.89,1.4281,294.9
2006-08-22,22100.0,6427979.77,1.49,31.57,0.34,6.17,0.0,5889890.97,1850.0,20250.0,538088.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,0.0,350.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,83.66,11.82,361.0,105000.03,0.0,0.0,112.31,5.81,0.8291,90.84,1.412,294.7
2006-08-23,22349.0,6566576.71,1.51,31.84,0.34,6.24,0.0,5949849.14,2199.0,20250.0,646109.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.65,0.0,0.0,0.0,85.87,14.55,362.0,106362.74,0.0,0.0,110.15,6.57,0.8109,89.79,1.4783,297.7
2006-08-24,23035.0,6797692.22,1.55,34.13,0.35,6.45,0.0,6177976.41,2885.0,20935.0,851371.48,0.0,0.0,1.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,685.0,0.0,0.86,0.0,0.0,0.0,88.81,18.12,364.0,107417.41,0.0,0.0,107.54,6.42,0.7596,86.83,1.4469,299.0
2006-08-25,22636.0,6903355.79,1.53,32.6,0.34,6.34,0.0,6384597.69,2486.0,20935.0,758161.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,87.2,15.58,365.0,111314.93,0.0,0.0,108.75,4.67,0.7848,88.38,1.4184,309.0
2006-08-28,22551.0,6921947.26,1.52,27.77,0.34,6.34,0.0,6425921.95,2401.0,20935.0,736978.2,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.02,0.0,91.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,86.44,14.89,376.0,115411.83,0.0,0.0,109.22,4.36,0.7869,88.51,1.3987,311.0
2006-08-29,22383.0,6868171.15,1.51,27.96,0.34,6.29,0.0,6423855.74,2233.0,20935.0,685190.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,169.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,85.48,13.57,379.0,116295.26,0.0,0.0,110.03,3.56,0.799,89.22,1.3606,310.9
2006-08-30,21965.0,6692215.68,1.48,28.89,0.33,6.15,0.0,6378399.06,1130.0,20935.0,344284.26,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.34,0.0,1105.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,74.8,6.82,381.0,116081.68,0.0,0.0,122.33,3.5,0.8325,91.13,1.3263,308.7
2006-08-31,20918.0,6391800.37,1.41,27.55,0.32,5.83,0.0,6187683.22,768.0,20250.0,234673.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,0.23,0.21,0.0,0.0,66.78,4.63,382.0,116725.68,0.0,0.0,136.59,1.58,0.9272,96.26,1.2632,309.6
2006-09-01,20552.0,6223168.19,1.39,29.19,0.31,5.71,0.0,6131722.26,302.0,20250.0,91445.93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14,0.0,466.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,43.99,1.82,385.0,116578.42,0.0,0.0,351.66,1.36,0.9647,98.21,1.2408,306.8
2006-09-04,20800.0,6296209.97,1.4,28.75,0.32,5.79,0.0,6129723.65,650.0,20250.0,196756.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.19,0.0,0.0,0.0,63.05,3.92,381.0,115329.62,0.0,0.0,146.39,1.34,0.9392,96.9,1.2563,306.7
2006-09-05,20776.0,6313551.36,1.4,28.69,0.32,5.78,0.0,6153706.92,626.0,20250.0,190233.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,62.24,3.78,379.0,115173.08,0.0,0.0,149.34,1.34,0.9415,97.02,1.2548,307.9
2006-09-06,20621.0,6195216.14,1.39,23.23,0.31,5.74,0.0,6083755.72,471.0,20250.0,141503.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,46.87,2.83,534.0,160430.89,0.0,0.0,114.93,1.33,0.942,97.04,1.2406,304.4
2006-09-07,20395.0,6137383.0,1.38,22.89,0.31,5.67,0.0,6093748.75,245.0,20250.0,73726.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,31.62,1.48,531.0,159791.63,0.0,0.0,133.22,1.35,0.9649,98.22,1.2273,304.9
2006-09-08,20496.0,6117204.39,1.38,21.62,0.31,5.7,0.0,6043783.61,346.0,20250.0,103266.62,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.4,2.08,532.0,158779.9,0.0,0.0,121.56,1.33,0.9549,97.71,1.2333,302.4
2006-09-11,20495.0,6149270.51,1.38,21.74,0.31,5.7,0.0,6075761.3,345.0,20250.0,103512.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.56,2.08,527.0,158119.81,0.0,0.0,121.31,1.34,0.9548,97.7,1.2336,304.0
2006-09-12,20495.0,6088586.92,1.38,21.02,0.31,5.7,0.0,6015803.13,345.0,20250.0,102491.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.45,2.08,530.0,157450.65,0.0,0.0,121.52,1.33,0.9551,97.72,1.2333,301.0
2006-09-13,20495.0,6127019.86,1.38,20.86,0.31,5.7,0.0,6053776.64,345.0,20250.0,103138.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.65,2.17,525.0,156949.76,0.0,0.0,121.29,1.33,0.955,97.71,1.2889,302.9
2006-09-14,20495.0,6189726.24,1.38,20.59,0.31,5.7,0.0,6115733.41,345.0,20250.0,104193.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.53,2.17,528.0,159462.09,0.0,0.0,121.19,1.35,0.9545,97.69,1.2887,306.0
2006-09-15,20496.0,6190028.25,1.38,21.42,0.31,5.7,0.0,6115733.41,346.0,20250.0,104495.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.33,2.17,533.0,160972.14,0.0,0.0,121.39,1.35,0.9545,97.68,1.2882,306.0
2006-09-18,20496.0,6159684.97,1.38,19.82,0.31,5.7,0.0,6085754.33,346.0,20250.0,103983.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.33,2.17,533.0,160183.06,0.0,0.0,121.47,1.34,0.9547,97.7,1.2882,304.5
2006-09-19,20495.0,6205908.53,1.38,20.23,0.31,5.7,0.0,6131722.26,345.0,20250.0,104466.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.43,2.17,531.0,160787.38,0.0,0.0,121.23,1.35,0.9544,97.68,1.2884,306.8
2006-09-20,20496.0,6230485.95,1.38,20.07,0.31,5.7,0.0,6155705.53,346.0,20250.0,105178.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,39.29,2.14,535.0,162632.22,0.0,0.0,121.3,1.35,0.9542,97.67,1.2704,308.0
