DATE,ARAMI FP Equity_DX_SI_QTY,ARAMI FP Equity_DX_SHORT_INTEREST_VALUE,ARAMI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ARAMI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ARAMI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ARAMI FP Equity_DX_SI_MV,ARAMI FP Equity_DX_DSS,ARAMI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ARAMI FP Equity_DX_SUPPLY_SI_QTY,ARAMI FP Equity_DX_BROKER_SI_QTY,ARAMI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ARAMI FP Equity_DX_BROKER_SI_MV_NEW_x,ARAMI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ARAMI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ARAMI FP Equity_DX_BROKER_SI_MV_INC_x,ARAMI FP Equity_DX_SUPPLY_SI_MV_NEW,ARAMI FP Equity_DX_BROKER_SI_QTY_ADD,ARAMI FP Equity_DX_BROKER_SI_QTY_NEW,ARAMI FP Equity_DX_SUPPLY_SI_MV_DEC,ARAMI FP Equity_DX_BROKER_SI_QTY_INC,ARAMI FP Equity_DX_SUPPLY_SI_QTY_DEC,ARAMI FP Equity_DX_BROKER_SI_MV_NEW_y,ARAMI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ARAMI FP Equity_DX_BROKER_SI_MV_INC_y,ARAMI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ARAMI FP Equity_DX_BROKER_SI_MV_ADD,ARAMI FP Equity_DX_SUPPLY_SI_QTY_ADD,ARAMI FP Equity_DX_BROKER_SI_QTY_DEC,ARAMI FP Equity_DX_SUPPLY_SI_MV,ARAMI FP Equity_DX_BROKER_SI_MV_DEC,ARAMI FP Equity_DX_SUPPLY_SI_MV_RMV,ARAMI FP Equity_DX_BROKER_SI_MV_RMV,ARAMI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ARAMI FP Equity_DX_UTILIZATION_QUANTITY,ARAMI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ARAMI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ARAMI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ARAMI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ARAMI FP Equity_DX_ACTIVE_UTILIZATION_MV,ARAMI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ARAMI FP Equity_DX_BROKER_SI_CON_RATIO,ARAMI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ARAMI FP Equity_DX_DEMAND_SUPPLY_RATIO,ARAMI FP Equity_PX_LAST
2021-07-01,421719.0,8961528.75,0.71,3.64,0.51,9.11,0.0,5506576.25,162586.0,259133.0,3454952.5,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,476.0,3.54,0.07,0.0,0.0,8.08,8.08,1848492.0,39280455.0,0.0,40.14,8.1,15.14,0.743,84.86,0.2097,21.25
2021-07-02,419148.0,8864980.2,0.7,3.56,0.51,9.0,0.0,5426286.3,162586.0,256562.0,3438693.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2571.0,3.55,0.07,0.0,0.0,8.08,8.08,1848492.0,39095605.8,0.0,40.2,8.11,14.61,0.7505,85.39,0.2084,21.15
2021-07-05,416697.0,8708967.3,0.7,3.49,0.5,8.81,0.0,5368374.0,159837.0,256860.0,3340593.3,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.15,298.0,2911.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,8.03,8.03,1831113.0,38270261.7,0.0,38.63,8.03,14.26,0.7555,85.74,0.2093,20.9
2021-07-06,415267.0,8575263.55,0.69,3.45,0.5,8.69,0.0,5289394.25,159122.0,256145.0,3285869.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,3.34,0.03,0.0,0.0,8.02,8.02,1825952.0,37705908.8,0.0,38.23,8.03,13.95,0.7599,86.05,0.2092,20.65
2021-07-07,415267.0,8512973.5,0.69,3.39,0.5,8.59,0.0,5250972.5,159122.0,256145.0,3262001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,8.06,8.06,1815351.0,37214695.5,0.0,37.57,8.07,13.95,0.7599,86.05,0.2103,20.5
2021-07-08,414767.0,8179205.24,0.69,3.29,0.5,8.49,0.0,5046249.4,158872.0,255895.0,3132955.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3.24,0.04,0.0,0.0,8.08,8.08,1806181.0,35617889.32,0.0,36.77,8.11,13.95,0.7599,86.05,0.2111,19.72
2021-07-09,414767.0,7930345.04,0.69,3.25,0.5,8.17,0.0,4892712.4,158872.0,255895.0,3037632.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,8.18,8.18,1784092.0,34111839.04,0.0,34.99,8.2,13.95,0.7599,86.05,0.2135,19.12
2021-07-12,364781.0,7281028.76,0.61,2.82,0.44,6.98,0.0,4608803.92,133879.0,230902.0,2672224.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,24993.0,0.0,0.0,0.0,0.0,0.0,0.0,24993.0,2.56,0.6,0.0,0.0,6.91,6.91,1804723.0,36022271.08,0.0,34.66,6.88,15.88,0.7329,84.12,0.1882,19.96
2021-07-13,364697.0,7330409.7,0.61,2.75,0.44,7.31,0.0,4640286.0,133837.0,230860.0,2690123.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.69,0.0,0.0,0.0,6.92,6.92,1800255.0,36185125.5,0.0,36.22,6.92,15.87,0.733,84.13,0.1886,20.1
2021-07-14,368472.0,7443134.4,0.62,2.77,0.44,7.4,0.0,4744151.8,137836.0,234859.0,2784287.2,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,3999.0,224.0,0.0,0.0,0.08,0.0,0.0,4223.0,0.0,2.77,0.0,0.0,0.0,7.21,7.21,1772734.0,35809226.8,0.0,35.64,7.21,16.71,0.7217,83.29,0.1929,20.2
2021-07-15,367818.0,7216589.16,0.62,2.75,0.44,7.43,0.0,4601517.84,137509.0,234532.0,2697926.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,2.78,0.0,0.0,0.0,7.2,7.2,1773061.0,34787456.82,0.0,35.73,7.21,16.57,0.7235,83.43,0.1925,19.62
2021-07-16,353689.0,7109148.9,0.59,2.64,0.43,6.95,0.0,4963775.4,115143.0,246954.0,2314374.3,0.0,0.0,4185.0,0.11,0.0,0.0,0.0,0.58,12422.0,26551.0,0.0,0.0,0.11,4185.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,6.03,6.03,1795427.0,36088082.7,0.0,35.32,6.02,16.37,0.7262,83.63,0.1851,20.1
2021-07-19,349957.0,6733172.68,0.59,2.61,0.42,7.04,0.0,4679591.28,111411.0,243222.0,2143547.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,3732.0,0.0,0.0,0.0,0.0,0.0,0.0,3732.0,2.24,0.06,0.0,0.0,5.83,5.83,1799159.0,34615819.16,0.0,36.06,5.84,15.43,0.7391,84.57,0.1832,19.24
2021-07-20,347745.0,6412417.8,0.58,2.58,0.42,6.7,0.0,4464619.04,110305.0,242116.0,2034024.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,2.12,0.2,0.0,0.0,5.77,5.77,1800265.0,33196886.6,0.0,34.57,5.78,15.53,0.7377,84.47,0.182,18.44
2021-07-21,367989.0,6984431.22,0.62,2.71,0.44,6.78,0.0,5009884.88,109292.0,263956.0,2074362.16,0.0,0.0,583.0,0.06,0.0,8040.0,0.0,0.1,13800.0,1596.0,0.0,0.0,0.06,583.0,0.15,0.0,0.0,2.01,0.0,0.0,0.0,5.72,5.72,1801278.0,34188256.44,0.0,33.21,5.71,14.88,0.7104,82.93,0.1926,18.98
2021-07-22,360680.0,7018832.8,0.6,2.65,0.44,6.85,0.0,5101906.04,107510.0,262174.0,2092144.6,0.0,0.0,3745.0,0.04,0.0,0.0,0.0,0.06,1081.0,5527.0,0.0,0.0,0.04,3745.0,0.0,0.0,2863.0,2.05,0.0,0.0,0.0,5.63,5.63,1803060.0,35087547.6,0.0,34.36,5.63,14.66,0.7127,83.11,0.1888,19.46
2021-07-23,366913.0,7154803.5,0.61,2.69,0.44,7.14,0.0,5467624.5,95526.0,280391.0,1862757.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.2,30201.0,11984.0,0.0,0.0,0.69,0.0,0.0,0.0,11984.0,1.86,0.21,0.0,0.0,5.0,5.0,1815044.0,35393358.0,0.0,35.4,5.0,7.88,0.8154,89.93,0.192,19.5
2021-07-26,346490.0,6777344.4,0.58,2.53,0.42,6.75,0.0,5227859.88,85646.0,267273.0,1675235.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,9880.0,0.0,0.0,0.0,0.0,0.0,0.0,13118.0,1.67,0.25,0.0,0.0,4.48,4.48,1824924.0,35695513.44,0.0,35.48,4.48,7.6,0.8595,92.4,0.1814,19.56
2021-07-27,346446.0,6811128.36,0.58,2.52,0.42,6.77,0.0,5253722.14,85602.0,267229.0,1682935.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.67,0.0,0.0,0.0,4.48,4.48,1824968.0,35878870.88,0.0,35.7,4.48,7.61,0.8595,92.39,0.1813,19.66
2021-07-28,316097.0,6416769.1,0.53,2.3,0.38,6.21,0.0,4893132.3,79414.0,241041.0,1612104.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,6188.0,0.0,0.0,0.0,0.0,0.0,0.0,26188.0,1.56,0.49,0.0,0.0,4.16,4.16,1831156.0,37172466.8,0.0,36.05,4.15,1.38,0.9728,98.62,0.1654,20.3
2021-07-29,314275.0,5983796.0,0.53,2.28,0.38,6.36,0.0,4554729.76,77592.0,239219.0,1477351.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,1822.0,1.56,0.04,0.0,0.0,4.06,4.06,1832978.0,34899901.12,0.0,36.74,4.07,0.78,0.9845,99.22,0.1645,19.04
2021-07-30,314275.0,6184932.0,0.53,2.27,0.38,5.99,0.0,4707829.92,77592.0,239219.0,1527010.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,4.06,4.06,1832978.0,36073007.04,0.0,35.04,4.05,0.81,0.984,99.19,0.1645,19.68
2021-08-02,327849.0,6511081.14,0.55,6.32,0.4,6.45,0.0,5020468.98,77592.0,252793.0,1540977.12,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,13574.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,4.06,4.06,1832978.0,36402943.08,0.0,36.07,4.06,0.77,0.9847,99.23,0.1716,19.86
2021-08-03,325771.0,6378596.18,0.55,7.26,0.39,6.47,0.0,4929343.32,76553.0,251754.0,1498907.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0,1.52,0.0,0.0,0.0,4.01,4.01,1833925.0,35908251.5,0.0,36.42,4.01,0.78,0.9845,99.22,0.1705,19.58
2021-08-04,321377.0,6138300.7,0.54,8.83,0.39,6.3,0.0,4811099.0,72023.0,251890.0,1375639.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,136.0,4530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,3.77,3.77,1838374.0,35112943.4,0.0,35.99,3.77,0.79,0.9843,99.21,0.1682,19.1
2021-08-05,324419.0,5988774.74,0.54,10.09,0.39,6.2,0.0,4713281.04,70592.0,255324.0,1303128.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,4473.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0,1.35,0.02,0.0,0.0,3.7,3.7,1838766.0,33943620.36,0.0,35.04,3.71,0.47,0.9906,99.53,0.1699,18.46
2021-08-06,310032.0,5673585.6,0.52,10.14,0.37,5.73,0.0,4585302.9,60966.0,250563.0,1115677.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,9626.0,0.0,0.0,0.0,0.0,0.0,0.0,4761.0,1.13,0.25,0.0,0.0,3.2,3.2,1846777.0,33796019.1,0.0,34.25,3.2,0.49,0.9903,99.51,0.1625,18.3
2021-08-09,316323.0,5908913.64,0.53,11.01,0.38,5.79,0.0,4798032.72,60966.0,256854.0,1138844.88,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,6291.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,3.2,3.2,1844653.0,34458118.04,0.0,33.88,3.2,0.47,0.9906,99.53,0.166,18.68
2021-08-10,319760.0,5883584.0,0.53,11.52,0.39,5.98,0.0,4804773.6,60128.0,261129.0,1106355.2,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.01,4275.0,838.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,3.15,3.15,1845722.0,33961284.8,0.0,34.48,3.16,0.47,0.9907,99.53,0.1678,18.4
2021-08-11,315360.0,5777395.2,0.53,11.56,0.38,5.8,0.0,4789525.84,55420.0,261437.0,1015294.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,308.0,4708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,2.91,2.91,1849188.0,33877124.16,0.0,33.93,2.91,0.47,0.9906,99.53,0.1656,18.32
2021-08-12,429802.0,7899760.76,0.72,15.91,0.52,7.88,0.0,6908656.02,55420.0,375879.0,1018619.6,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,114442.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,2.92,2.92,1842823.0,33871086.74,0.0,33.8,2.92,0.35,0.993,99.65,0.2264,18.38
2021-08-13,419714.0,7647189.08,0.7,16.44,0.51,7.71,0.0,6756613.7,50376.0,370835.0,917850.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,5044.0,0.0,0.0,0.0,0.0,0.0,0.0,5044.0,0.92,0.07,0.0,0.0,2.57,2.57,1907252.0,34750131.44,0.0,34.87,2.57,0.36,0.9929,99.64,0.2144,18.22
2021-08-16,419714.0,7563246.28,0.7,17.02,0.51,7.65,0.0,6682446.7,50376.0,370835.0,907775.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,2.12,2.12,2320982.0,41824095.64,0.0,42.29,2.13,0.36,0.9929,99.64,0.177,18.02
2021-08-17,419714.0,7571640.56,0.7,17.2,0.51,7.57,0.0,6689863.4,50376.0,370835.0,908783.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,2.13,2.13,2313475.0,41735089.0,0.0,41.89,2.13,0.36,0.9929,99.64,0.1776,18.04
2021-08-18,419688.0,7579565.28,0.7,18.35,0.51,7.57,0.0,6697045.32,50363.0,370822.0,909555.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.91,0.0,0.0,0.0,2.13,2.13,2308704.0,41695194.24,0.0,41.66,2.13,0.36,0.9929,99.64,0.1779,18.06
2021-08-19,617151.0,10948258.74,1.03,31.64,0.75,11.17,0.0,6654167.56,243554.0,375094.0,4320647.96,0.0,0.0,194126.0,0.1,0.0,0.0,0.0,0.02,4272.0,935.0,0.0,0.0,0.1,194126.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,10.34,10.34,2112728.0,37479794.72,0.0,38.2,10.35,0.24,0.9951,99.76,0.2619,17.74
2021-08-20,613016.0,10850383.2,1.03,32.82,0.74,10.86,0.0,6648597.9,238886.0,375627.0,4228282.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,533.0,4668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,10.27,10.27,2086517.0,36931350.9,0.0,36.97,10.27,0.24,0.9951,99.76,0.2636,17.7
2021-08-23,608400.0,10951200.0,0.89,33.62,0.73,10.73,0.0,6767550.0,233922.0,375975.0,4210596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,348.0,4964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,10.07,10.07,2089555.0,37611990.0,0.0,36.88,10.04,0.25,0.9951,99.75,0.2618,18.0
2021-08-24,613714.0,11169594.8,0.9,38.2,0.74,11.04,0.0,6939459.8,233922.0,381289.0,4257380.4,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,5314.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,10.08,10.08,2086342.0,37971424.4,0.0,37.55,10.07,0.24,0.9951,99.76,0.2645,18.2
2021-08-25,598872.0,10971335.04,0.88,37.96,0.72,10.89,0.0,6896912.08,223900.0,376469.0,4101848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,10022.0,0.0,0.0,0.0,0.0,0.0,0.0,4820.0,4.07,0.01,0.0,0.0,9.96,9.96,2024215.0,37083618.8,0.0,36.84,9.95,0.25,0.995,99.75,0.2664,18.32
2021-08-26,593676.0,10971132.48,0.87,38.07,0.72,10.88,0.0,6954412.08,218610.0,376321.0,4039912.8,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,94.0,5290.0,0.0,0.0,0.06,0.0,0.0,0.0,242.0,4.0,0.0,0.0,0.0,9.73,9.73,2027608.0,37470195.84,0.0,37.16,9.73,0.21,0.9958,99.79,0.2643,18.48
2021-08-27,587305.0,10806412.0,0.86,37.29,0.71,10.82,0.0,6912291.2,212892.0,375668.0,3917212.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,5718.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,3.92,0.0,0.0,0.0,9.55,9.55,2015406.0,37083470.4,0.0,37.12,9.55,0.21,0.9957,99.79,0.2636,18.4
2021-08-30,585513.0,11300400.9,0.86,37.28,0.71,10.77,0.0,7233099.6,211996.0,374772.0,4091522.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3.9,0.03,0.0,0.0,9.52,9.52,2015016.0,38889808.8,0.0,37.18,9.49,0.21,0.9957,99.79,0.2629,19.3
2021-08-31,582800.0,11656000.0,0.85,35.72,0.7,11.24,0.0,7519000.0,208105.0,375950.0,4162100.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1178.0,3891.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,9.35,9.35,2017700.0,40354000.0,0.0,39.02,9.33,0.22,0.9957,99.78,0.2618,20.0
2021-09-01,578329.0,10814752.3,0.85,34.87,0.7,11.54,0.0,7033612.3,203455.0,376129.0,3804608.5,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,179.0,4650.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,9.15,9.15,2019262.0,37760199.4,0.0,40.1,9.18,0.22,0.9957,99.78,0.2602,18.7
2021-09-02,570671.0,10568826.92,0.83,31.5,0.69,10.66,0.0,6973613.4,195381.0,376545.0,3618456.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,416.0,8074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,8.79,8.79,2026563.0,37531946.76,0.0,37.82,8.8,0.22,0.9956,99.78,0.2568,18.52
