DATE,EEE FP Equity_DX_SI_QTY,EEE FP Equity_DX_SHORT_INTEREST_VALUE,EEE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEE FP Equity_DX_SI_MV,EEE FP Equity_DX_DSS,EEE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEE FP Equity_DX_SUPPLY_SI_QTY,EEE FP Equity_DX_BROKER_SI_QTY,EEE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEE FP Equity_DX_BROKER_SI_MV_NEW_x,EEE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EEE FP Equity_DX_SUPPLY_SI_QTY_INC_x,EEE FP Equity_DX_BROKER_SI_MV_INC_x,EEE FP Equity_DX_SUPPLY_SI_MV_NEW,EEE FP Equity_DX_BROKER_SI_QTY_ADD,EEE FP Equity_DX_BROKER_SI_QTY_NEW,EEE FP Equity_DX_SUPPLY_SI_MV_DEC,EEE FP Equity_DX_BROKER_SI_QTY_INC,EEE FP Equity_DX_SUPPLY_SI_QTY_DEC,EEE FP Equity_DX_BROKER_SI_MV_NEW_y,EEE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EEE FP Equity_DX_BROKER_SI_MV_INC_y,EEE FP Equity_DX_SUPPLY_SI_QTY_INC_y,EEE FP Equity_DX_BROKER_SI_MV_ADD,EEE FP Equity_DX_SUPPLY_SI_QTY_ADD,EEE FP Equity_DX_BROKER_SI_QTY_DEC,EEE FP Equity_DX_SUPPLY_SI_MV,EEE FP Equity_DX_BROKER_SI_MV_DEC,EEE FP Equity_DX_SUPPLY_SI_MV_RMV,EEE FP Equity_DX_BROKER_SI_MV_RMV,EEE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEE FP Equity_DX_UTILIZATION_QUANTITY,EEE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EEE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEE FP Equity_DX_ACTIVE_UTILIZATION_MV,EEE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEE FP Equity_DX_BROKER_SI_CON_RATIO,EEE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEE FP Equity_DX_DEMAND_SUPPLY_RATIO,EEE FP Equity_PX_LAST
2006-07-17,40021.0,5956656.5,5.23,2.57,9.08,0.0,1491508.33,30000.0,10021.0,4465148.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.81,0.03,0.0,0.0,99.87,99.87,40.0,5953.53,0.0,0.01,99.87,20.1,0.6044,74.93,1.3323,227.0
2006-07-18,31977.0,4718516.71,4.19,2.05,7.21,0.0,291725.54,30000.0,1977.0,4426791.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8044.0,6.76,1.83,0.0,0.0,99.87,99.87,40.0,5902.39,0.0,0.01,99.87,6.23,0.8831,93.77,1.0645,225.05
2006-07-19,31977.0,4754788.8,3.88,2.04,7.24,0.0,293968.09,30000.0,1977.0,4460820.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,99.87,99.87,40.0,5947.76,0.0,0.01,99.87,6.14,0.8848,93.86,1.0645,226.78
2006-07-20,31977.0,4882684.61,3.94,2.04,7.43,0.0,301875.33,30000.0,1977.0,4580809.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,99.87,99.87,39.0,5955.05,0.0,0.01,99.87,6.03,0.8867,93.97,1.0645,232.88
2006-07-21,31977.0,4832993.94,4.04,2.04,7.38,0.0,298803.17,30000.0,1977.0,4534190.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,99.87,99.87,40.0,6045.59,0.0,0.01,99.87,6.24,0.8829,93.76,1.0645,230.51
2006-07-24,31977.0,4899038.5,4.1,2.04,7.47,0.0,302886.42,30000.0,1977.0,4596152.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01,0.0,0.0,0.0,99.87,99.87,40.0,6128.2,0.0,0.01,99.87,6.1,0.8854,93.9,1.0645,233.66
2006-07-25,31977.0,4977662.97,4.23,2.04,7.59,0.0,307747.43,30000.0,1977.0,4669915.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,99.87,99.87,39.0,6070.89,0.0,0.01,99.87,6.09,0.8856,93.91,1.0645,237.41
2006-07-26,31977.0,4979549.96,4.15,2.04,7.63,0.0,307864.1,30000.0,1977.0,4671685.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0,0.0,0.0,99.87,99.87,39.0,6073.19,0.0,0.01,99.87,6.18,0.884,93.82,1.0645,237.5
2006-07-27,31977.0,5009532.09,4.14,2.04,7.62,0.0,309717.76,30000.0,1977.0,4699814.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15,0.0,0.0,0.0,99.87,99.87,39.0,6109.76,0.0,0.01,99.87,6.15,0.8846,93.85,1.0645,238.93
2006-07-28,31977.0,5059222.76,4.12,2.04,7.72,0.0,312789.92,30000.0,1977.0,4746432.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,99.87,99.87,39.0,6170.36,0.0,0.01,99.87,6.13,0.885,93.87,1.0645,241.3
2006-07-31,31977.0,5017289.71,3.78,1.95,7.66,0.0,310197.38,30000.0,1977.0,4707092.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0,99.87,99.87,40.0,6276.12,0.0,0.01,99.87,6.23,0.8831,93.77,1.0645,239.3
2006-08-01,31977.0,5029869.62,4.25,1.88,7.68,0.0,310975.15,30000.0,1977.0,4718894.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,99.87,99.87,40.0,6291.86,0.0,0.01,99.87,6.17,0.8842,93.83,1.0645,239.9
2006-08-02,31977.0,5044965.52,4.39,1.81,7.69,0.0,311908.46,30000.0,1977.0,4733057.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,0.0,0.0,0.0,99.87,99.87,39.0,6152.97,0.0,0.01,99.87,6.17,0.8843,93.83,1.0645,240.62
2006-08-03,31977.0,5034272.59,4.34,1.77,7.68,0.0,311247.36,30000.0,1977.0,4723025.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,99.87,99.87,40.0,6297.37,0.0,0.01,99.87,6.19,0.8838,93.81,1.0645,240.11
2006-08-04,31977.0,5073899.33,4.39,1.77,7.72,0.0,313697.31,30000.0,1977.0,4760202.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,99.87,99.87,39.0,6188.26,0.0,0.01,99.87,6.14,0.8848,93.86,1.0645,242.0
2006-08-07,39990.0,6334336.7,5.42,2.22,9.65,0.0,1582396.19,30000.0,9990.0,4751940.51,0.0,0.0,0.0,0.0,0.0,8013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,7.24,0.0,0.0,0.0,99.67,99.67,98.0,15523.01,0.0,0.02,99.67,20.04,0.6053,75.01,1.3287,241.58
2006-08-08,36967.0,5868103.43,5.07,2.05,8.95,0.0,1105934.39,30000.0,6967.0,4762169.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023.0,7.26,0.73,0.0,0.0,99.67,99.67,98.0,15556.42,0.0,0.02,99.67,13.5,0.6798,81.16,1.2282,242.1
2006-08-09,31977.0,5062577.4,4.53,1.77,7.71,0.0,312997.33,30000.0,1977.0,4749580.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990.0,7.23,1.2,0.0,0.0,99.67,99.67,100.0,15831.93,0.0,0.02,99.67,6.2,0.8837,93.8,1.0624,241.46
2006-08-10,31977.0,5031966.28,4.66,1.77,7.69,0.0,311104.77,30000.0,1977.0,4720861.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,0.0,0.0,0.0,99.67,99.67,101.0,15893.57,0.0,0.02,99.67,6.22,0.8834,93.78,1.0623,240.0
2006-08-11,31977.0,5090672.55,4.76,1.75,7.75,0.0,314734.33,30000.0,1977.0,4775938.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,99.67,99.67,99.0,15760.6,0.0,0.02,99.67,6.12,0.8852,93.88,1.0624,242.8
2006-08-14,31977.0,5105349.12,4.38,1.75,7.77,0.0,315641.72,30000.0,1977.0,4789707.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,0.0,0.0,0.0,99.67,99.67,99.0,15806.03,0.0,0.02,99.67,6.17,0.8843,93.83,1.0624,243.5
2006-08-15,31977.0,5138895.56,4.73,1.75,7.83,0.0,317715.75,30000.0,1977.0,4821179.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,99.67,99.67,99.0,15909.89,0.0,0.02,99.67,6.14,0.8847,93.86,1.0624,245.1
2006-08-16,31977.0,5189215.22,4.97,1.75,7.9,0.0,320826.8,30000.0,1977.0,4868388.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,99.67,99.67,99.0,16065.68,0.0,0.02,99.67,6.13,0.885,93.87,1.0624,247.5
2006-08-17,31977.0,5151475.47,5.63,1.75,7.85,0.0,318493.51,30000.0,1977.0,4832981.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.0,0.0,0.0,99.67,99.67,100.0,16109.94,0.0,0.02,99.67,6.23,0.8832,93.77,1.0624,245.7
2006-08-18,31977.0,5144766.19,5.53,1.74,7.86,0.0,318078.71,30000.0,1977.0,4826687.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.0,0.0,99.67,99.67,100.0,16088.96,0.0,0.02,99.67,6.23,0.8831,93.77,1.0624,245.38
2006-08-21,31977.0,5084592.26,5.62,1.71,7.75,0.0,314358.41,30000.0,1977.0,4770233.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.0,0.0,0.0,99.67,99.67,100.0,15900.78,0.0,0.02,99.67,6.25,0.8828,93.75,1.0624,242.51
2006-08-22,31977.0,5135121.58,5.56,1.7,7.83,0.0,317482.42,30000.0,1977.0,4817639.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,99.67,99.67,99.0,15898.21,0.0,0.02,99.67,6.13,0.885,93.87,1.0624,244.92
2006-08-23,31977.0,5126315.64,5.83,1.7,7.82,0.0,316937.99,30000.0,1977.0,4809377.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34,0.0,0.0,0.0,99.67,99.67,99.0,15870.95,0.0,0.02,99.67,6.19,0.8838,93.81,1.0624,244.5
2006-08-24,31977.0,5118558.03,5.98,1.7,7.8,0.0,316458.37,30000.0,1977.0,4802099.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,99.67,99.67,99.0,15846.93,0.0,0.02,99.67,6.19,0.8838,93.81,1.0624,244.13
2006-08-25,34477.0,5536817.57,6.43,1.83,8.44,0.0,718981.71,30000.0,4477.0,4817835.87,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,99.67,99.67,99.0,15898.86,0.0,0.0,100.0,12.95,0.7746,87.05,1.1455,244.93
2006-08-28,34477.0,5486180.77,6.45,1.82,8.37,0.0,712406.28,30000.0,4477.0,4773774.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.0,0.0,0.0,99.67,99.67,100.0,15912.58,0.0,0.0,100.0,13.09,0.7725,86.91,1.1454,242.69
2006-08-29,34477.0,5522123.86,6.5,1.82,8.46,0.0,717073.66,30000.0,4477.0,4805050.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.0,0.0,0.0,99.67,99.67,99.0,15856.67,0.0,0.0,100.0,12.91,0.7751,87.09,1.1455,244.28
2006-08-30,34477.0,5515794.26,7.47,1.82,8.42,0.0,716251.73,30000.0,4477.0,4799542.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,0.0,0.0,0.0,99.67,99.67,99.0,15838.49,0.0,0.0,100.0,13.0,0.7738,87.0,1.1455,244.0
2006-08-31,34477.0,5474425.8,7.26,1.82,8.37,0.0,710879.84,30000.0,4477.0,4763545.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,99.67,99.67,100.0,15878.49,0.0,0.0,100.0,13.07,0.7728,86.93,1.1454,242.17
2006-09-01,34477.0,5510142.83,7.58,1.82,8.4,0.0,715517.87,30000.0,4477.0,4794624.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31,0.0,0.0,0.0,99.67,99.67,99.0,15822.26,0.0,0.0,100.0,12.91,0.7751,87.09,1.1455,243.75
2006-09-04,34477.0,5553319.74,6.96,1.82,8.46,0.0,721124.59,30000.0,4477.0,4832195.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.0,0.0,99.67,99.67,99.0,15946.24,0.0,0.0,100.0,12.9,0.7753,87.1,1.1455,245.66
2006-09-05,34477.0,5480077.23,6.59,1.82,8.38,0.0,711613.71,30000.0,4477.0,4768463.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,99.67,99.67,100.0,15894.88,0.0,0.0,100.0,13.14,0.7718,86.86,1.1454,242.42
2006-09-06,34477.0,5486406.83,6.89,1.82,8.4,0.0,712435.63,30000.0,4477.0,4773971.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,99.67,99.67,99.0,15754.1,0.0,0.0,100.0,13.07,0.7727,86.93,1.1455,242.7
2006-09-07,44402.0,7127515.81,9.02,2.34,10.84,0.0,2311843.67,30000.0,14402.0,4815672.14,0.0,0.0,0.0,0.0,0.0,9925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,7.33,0.0,0.0,0.0,99.67,99.67,99.0,15891.72,0.0,0.0,100.0,22.35,0.5175,67.64,1.4752,244.82
2006-09-08,34477.0,5478494.83,6.38,1.82,8.37,0.0,711408.22,30000.0,4477.0,4767086.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9925.0,7.27,2.44,0.0,0.0,99.67,99.67,100.0,15890.29,0.0,0.0,100.0,13.1,0.7723,86.9,1.1454,242.35
2006-09-11,44466.0,7074522.34,9.46,2.34,10.79,0.0,2301534.66,30000.0,14466.0,4772987.68,0.0,0.0,0.0,0.0,0.0,9989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,7.28,0.0,0.0,0.0,99.67,99.67,99.0,15750.86,0.0,0.0,100.0,22.46,0.5159,67.48,1.4773,242.65
2006-09-12,44417.0,7115944.54,10.04,2.34,10.85,0.0,2309714.13,30000.0,14417.0,4806230.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.33,0.0,0.0,0.0,99.67,99.67,99.0,15860.56,0.0,0.0,100.0,22.38,0.5171,67.6,1.4757,244.34
2006-09-13,44491.0,7116422.97,10.15,2.34,10.85,0.0,2317863.96,30000.0,14491.0,4798559.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,7.31,0.0,0.0,0.0,99.67,99.67,100.0,15995.2,0.0,0.0,100.0,22.51,0.5153,67.42,1.4781,243.95
2006-09-14,42418.0,6843248.65,9.73,2.23,10.42,0.0,2003382.1,30000.0,12418.0,4839866.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073.0,7.38,0.48,0.0,0.0,99.67,99.67,99.0,15971.56,0.0,0.0,100.0,23.38,0.5586,70.75,1.4093,246.05
2006-09-15,39983.0,6514641.67,8.72,2.11,9.87,0.0,1626582.99,30000.0,9983.0,4888058.68,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,2500.0,7.41,0.62,0.0,0.0,98.69,98.69,397.0,64685.31,0.0,0.0,100.0,24.97,0.6253,75.03,1.3154,248.5
2006-09-18,40119.0,6487610.46,8.72,2.11,9.86,0.0,1636335.16,30000.0,10119.0,4851275.3,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,7.38,0.0,0.0,0.0,98.68,98.68,401.0,64845.38,0.0,0.0,100.0,25.22,0.6228,74.78,1.3197,246.63
2006-09-19,40002.0,6467641.35,8.68,2.1,9.87,0.0,1617152.86,30000.0,10002.0,4850488.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,7.41,0.02,0.0,0.0,98.69,98.69,399.0,64511.5,0.0,0.0,100.0,25.0,0.625,75.0,1.3159,246.59
2006-09-20,39920.0,6506208.97,8.64,2.09,9.91,0.0,1616773.37,30000.0,9920.0,4889435.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,7.45,0.0,0.0,0.0,98.7,98.7,395.0,64377.57,0.0,0.0,100.0,24.85,0.6265,75.15,1.3134,248.57
2006-09-21,39925.0,6556238.2,8.11,2.09,10.0,0.0,1629822.52,30000.0,9925.0,4926415.68,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,7.51,0.0,0.0,0.0,98.7,98.7,394.0,64700.26,0.0,0.0,100.0,24.86,0.6264,75.14,1.3136,250.45
2006-09-22,39880.0,6628600.98,8.14,2.09,10.1,0.0,1642191.01,30000.0,9880.0,4986409.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,7.6,0.0,0.0,0.0,98.7,98.7,394.0,65488.18,0.0,0.0,100.0,24.77,0.6273,75.23,1.3121,253.5
