DATE,CEN FP Equity_DX_SI_QTY,CEN FP Equity_DX_SHORT_INTEREST_VALUE,CEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEN FP Equity_DX_SI_MV,CEN FP Equity_DX_DSS,CEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEN FP Equity_DX_SUPPLY_SI_QTY,CEN FP Equity_DX_BROKER_SI_QTY,CEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEN FP Equity_DX_BROKER_SI_MV_NEW_x,CEN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEN FP Equity_DX_BROKER_SI_MV_INC_x,CEN FP Equity_DX_SUPPLY_SI_MV_NEW,CEN FP Equity_DX_BROKER_SI_QTY_ADD,CEN FP Equity_DX_BROKER_SI_QTY_NEW,CEN FP Equity_DX_SUPPLY_SI_MV_DEC,CEN FP Equity_DX_BROKER_SI_QTY_INC,CEN FP Equity_DX_SUPPLY_SI_QTY_DEC,CEN FP Equity_DX_BROKER_SI_MV_NEW_y,CEN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CEN FP Equity_DX_BROKER_SI_MV_INC_y,CEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEN FP Equity_DX_BROKER_SI_MV_ADD,CEN FP Equity_DX_SUPPLY_SI_QTY_ADD,CEN FP Equity_DX_BROKER_SI_QTY_DEC,CEN FP Equity_DX_SUPPLY_SI_MV,CEN FP Equity_DX_BROKER_SI_MV_DEC,CEN FP Equity_DX_SUPPLY_SI_MV_RMV,CEN FP Equity_DX_BROKER_SI_MV_RMV,CEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEN FP Equity_DX_UTILIZATION_QUANTITY,CEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEN FP Equity_DX_ACTIVE_UTILIZATION_MV,CEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEN FP Equity_DX_BROKER_SI_CON_RATIO,CEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEN FP Equity_DX_DEMAND_SUPPLY_RATIO,CEN FP Equity_PX_LAST
2019-07-29,4611.0,278965.5,0.21,3.31,0.04,0.28,0.0,278965.5,2397.0,4611.0,145018.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.9,263731.0,15955725.5,0.0,15.99,0.9,39.97,0.3722,42.72,0.0173,60.5
2019-07-30,4611.0,280809.9,0.21,3.36,0.04,0.29,0.0,280809.9,2397.0,4611.0,145977.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.9,0.9,263922.0,16072849.8,0.0,15.97,0.9,40.09,0.3721,42.58,0.0173,60.9
2019-07-31,4611.0,280809.9,0.21,3.25,0.04,0.29,0.0,280809.9,2397.0,4611.0,145977.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.9,263922.0,16072849.8,0.0,16.11,0.9,39.97,0.3725,42.77,0.0173,60.9
2019-08-01,4611.0,278965.5,0.21,3.13,0.04,0.29,0.0,278965.5,2397.0,4611.0,145018.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.9,0.9,263922.0,15967281.0,0.0,16.08,0.9,39.9,0.372,42.74,0.0173,60.5
2019-08-02,21911.0,1312468.9,1.02,14.86,0.19,1.32,0.0,1312468.9,2397.0,21911.0,143580.3,0.0,0.0,0.0,0.0,0.0,17300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.14,0.0,0.0,0.0,0.9,0.9,263922.0,15808927.8,0.0,15.91,0.9,9.13,0.6347,78.59,0.0823,59.9
2019-08-05,4611.0,281732.1,0.21,3.32,0.04,0.28,0.0,281732.1,2397.0,4611.0,146456.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17300.0,0.14,1.04,0.0,0.0,0.92,0.92,258436.0,15790439.6,0.0,15.48,0.91,40.67,0.3723,42.1,0.0177,61.1
2019-08-06,4611.0,283576.5,0.21,3.29,0.04,0.29,0.0,283576.5,2397.0,4611.0,147415.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,258436.0,15893814.0,0.0,15.8,0.92,40.21,0.3723,42.52,0.0177,61.5
2019-08-07,4611.0,291415.2,0.21,3.21,0.04,0.29,0.0,291415.2,2397.0,4611.0,151490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,258431.0,16332839.2,0.0,15.96,0.91,40.69,0.373,42.21,0.0177,63.2
2019-08-08,4611.0,296948.4,0.21,3.3,0.04,0.3,0.0,296948.4,2397.0,4611.0,154366.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,258431.0,16642956.4,0.0,16.4,0.92,40.47,0.3728,42.38,0.0177,64.4
2019-08-09,4611.0,295565.1,0.21,3.26,0.04,0.3,0.0,295565.1,2397.0,4611.0,153647.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,258431.0,16565427.1,0.0,16.63,0.92,39.92,0.3721,42.74,0.0177,64.1
2019-08-12,4611.0,291415.2,0.21,3.37,0.04,0.3,0.0,291415.2,2397.0,4611.0,151490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,258566.0,16341371.2,0.0,16.53,0.92,39.7,0.3719,42.9,0.0177,63.2
2019-08-13,4611.0,285882.0,0.21,3.38,0.04,0.3,0.0,285882.0,2397.0,4611.0,148614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,258566.0,16031092.0,0.0,16.31,0.92,39.52,0.372,43.07,0.0177,62.0
2019-08-14,4611.0,286804.2,0.21,3.35,0.04,0.29,0.0,286804.2,2397.0,4611.0,149093.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,259108.0,16116517.6,0.0,16.1,0.92,40.06,0.3725,42.68,0.0176,62.2
2019-08-15,4611.0,284959.8,0.21,3.28,0.04,0.29,0.0,284959.8,2397.0,4611.0,148134.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,259432.0,16032897.6,0.0,16.14,0.92,39.82,0.3723,42.86,0.0176,61.8
2019-08-16,4611.0,291876.3,0.21,3.23,0.04,0.29,0.0,291876.3,2397.0,4611.0,151730.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,259432.0,16422045.6,0.0,16.11,0.91,40.62,0.3728,42.24,0.0176,63.3
2019-08-19,4611.0,297409.5,0.21,3.41,0.04,0.3,0.0,297409.5,2397.0,4611.0,154606.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,259432.0,16733364.0,0.0,16.49,0.91,40.49,0.3727,42.34,0.0176,64.5
2019-08-20,4611.0,296948.4,0.21,3.59,0.04,0.3,0.0,296948.4,2397.0,4611.0,154366.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,259432.0,16707420.8,0.0,16.73,0.92,40.04,0.3721,42.63,0.0176,64.4
2019-08-21,4611.0,296026.2,0.21,3.58,0.04,0.3,0.0,296026.2,2397.0,4611.0,153887.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,259432.0,16655534.4,0.0,16.7,0.92,40.08,0.3719,42.56,0.0176,64.2
2019-08-22,4611.0,301098.3,0.21,3.57,0.04,0.3,0.0,301098.3,2397.0,4611.0,156524.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,259363.0,16936403.9,0.0,16.71,0.91,40.34,0.3714,42.22,0.0176,65.3
2019-08-23,4611.0,307092.6,0.21,3.55,0.04,0.31,0.0,307092.6,2397.0,4611.0,159640.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.92,0.92,259358.0,17273242.8,0.0,16.96,0.91,40.68,0.3722,42.07,0.0176,66.6
2019-08-26,4611.0,308937.0,0.21,3.49,0.04,0.31,0.0,308937.0,2397.0,4611.0,160599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.92,0.92,259358.0,17376986.0,0.0,17.29,0.92,40.19,0.3723,42.53,0.0176,67.0
2019-08-27,4611.0,320464.5,0.21,3.36,0.04,0.32,0.0,320464.5,2397.0,4611.0,166591.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.92,0.92,259198.0,18014261.0,0.0,17.48,0.91,40.91,0.3732,42.05,0.0176,69.5
2019-08-28,4611.0,309398.1,0.21,3.23,0.04,0.32,0.0,309398.1,2397.0,4611.0,160838.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.92,0.92,259198.0,17392185.8,0.0,17.92,0.92,39.47,0.3739,43.47,0.0176,67.1
2019-08-29,4611.0,306170.4,0.21,3.12,0.04,0.31,0.0,306170.4,2397.0,4611.0,159160.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.92,0.92,259198.0,17210747.2,0.0,17.37,0.92,39.83,0.3719,42.78,0.0176,66.4
2019-08-30,4611.0,304326.0,0.21,3.13,0.04,0.31,0.0,304326.0,2397.0,4611.0,158202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.92,0.92,259197.0,17107002.0,0.0,17.26,0.92,39.84,0.3723,42.86,0.0176,66.0
2019-09-02,4611.0,306170.4,0.21,3.55,0.04,0.31,0.0,306170.4,2397.0,4611.0,159160.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.92,0.92,259197.0,17210680.8,0.0,17.15,0.92,40.16,0.3724,42.59,0.0176,66.4
2019-09-03,4611.0,304326.0,0.21,3.56,0.04,0.31,0.0,304326.0,2397.0,4611.0,158202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.91,0.91,259887.0,17152542.0,0.0,17.23,0.91,39.89,0.3721,42.77,0.0176,66.0
2019-09-04,4611.0,303403.8,0.21,3.62,0.04,0.31,0.0,303403.8,2397.0,4611.0,157722.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.91,0.91,259968.0,17105894.4,0.0,17.11,0.91,40.12,0.3717,42.48,0.0176,65.8
2019-09-05,4611.0,303403.8,0.21,3.64,0.04,0.31,0.0,303403.8,2397.0,4611.0,157722.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.91,0.91,259960.0,17105368.0,0.0,17.1,0.91,40.06,0.3722,42.63,0.0176,65.8
2019-09-06,4611.0,304326.0,0.21,3.65,0.04,0.31,0.0,304326.0,2397.0,4611.0,158202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.91,0.91,259928.0,17155248.0,0.0,17.12,0.91,40.13,0.3723,42.59,0.0176,66.0
2019-09-09,4611.0,304326.0,0.21,3.66,0.04,0.31,0.0,304326.0,2397.0,4611.0,158202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.91,0.91,259977.0,17158482.0,0.0,17.16,0.91,40.07,0.3721,42.61,0.0176,66.0
2019-09-10,4611.0,302481.6,0.21,3.58,0.04,0.31,0.0,302481.6,2397.0,4611.0,157243.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.91,0.91,260100.0,17062560.0,0.0,17.16,0.91,39.88,0.3721,42.77,0.0176,65.6
2019-09-11,6411.0,412227.3,0.3,5.06,0.06,0.42,0.0,296487.3,4197.0,4611.0,269867.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.28,0.0,0.0,0.0,1.6,1.6,258300.0,16608690.0,0.0,16.9,1.6,28.54,0.2711,31.04,0.0244,64.3
2019-09-12,6411.0,409021.8,0.3,5.18,0.06,0.42,0.0,294181.8,4197.0,4611.0,267768.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,1.6,1.6,258300.0,16479540.0,0.0,16.55,1.6,28.83,0.2711,30.84,0.0244,63.8
2019-09-13,4611.0,293259.6,0.21,3.9,0.04,0.3,0.0,293259.6,2397.0,4611.0,152449.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.91,0.91,260126.0,16544013.6,0.0,16.56,0.91,40.02,0.372,42.63,0.0176,63.6
2019-09-16,4611.0,287726.4,0.21,4.01,0.04,0.3,0.0,287726.4,2397.0,4611.0,149572.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.91,0.91,260126.0,16231862.4,0.0,16.54,0.92,39.53,0.372,43.07,0.0176,62.4
2019-09-17,4611.0,288187.5,0.21,4.0,0.04,0.29,0.0,288187.5,2397.0,4611.0,149812.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.91,0.91,259921.0,16245062.5,0.0,16.18,0.91,40.14,0.372,42.53,0.0176,62.5
2019-09-18,4611.0,288187.5,0.21,4.23,0.04,0.29,0.0,288187.5,2397.0,4611.0,149812.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.92,259265.0,16204062.5,0.0,16.22,0.92,40.13,0.372,42.54,0.0176,62.5
2019-09-19,6511.0,408239.7,0.3,6.04,0.06,0.41,0.0,289109.7,4297.0,4611.0,269421.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.27,0.0,0.0,0.0,1.64,1.64,257132.0,16122176.4,0.0,16.09,1.64,28.75,0.2716,30.34,0.0249,62.7
2019-09-20,6511.0,395217.7,0.3,6.15,0.06,0.41,0.0,279887.7,4297.0,4611.0,260827.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,1.64,1.64,257541.0,15632738.7,0.0,16.08,1.65,29.05,0.2714,30.63,0.0249,60.7
2019-09-23,6511.0,393915.5,0.3,5.94,0.06,0.4,0.0,278965.5,4297.0,4611.0,259968.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,1.64,1.64,257044.0,15551162.0,0.0,15.6,1.65,28.79,0.2716,30.43,0.0249,60.5
2019-09-24,6511.0,412146.3,0.3,6.02,0.06,0.4,0.0,291876.3,4297.0,4611.0,272000.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,1.65,1.65,256434.0,16232272.2,0.0,15.61,1.64,29.47,0.2721,29.94,0.025,63.3
2019-09-25,6511.0,412797.4,0.3,5.78,0.06,0.42,0.0,292337.4,4297.0,4611.0,272429.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,1.65,1.65,256434.0,16257915.6,0.0,16.27,1.65,28.73,0.2717,30.41,0.025,63.4
2019-09-26,6228.0,398592.0,0.29,5.53,0.06,0.4,0.0,168128.0,3995.0,2627.0,255680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,1984.0,0.25,0.13,0.0,0.0,1.53,1.53,256434.0,16411776.0,0.0,16.3,1.53,29.96,0.2702,30.0,0.0239,64.0
2019-09-27,2608.0,168998.4,0.12,2.3,0.02,0.17,0.0,168998.4,394.0,2608.0,25531.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,3601.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.03,0.0,0.0,0.0,0.15,0.15,260333.0,16869578.4,0.0,16.7,0.15,29.91,0.5807,70.09,0.01,64.8
2019-09-30,2608.0,172649.6,0.12,2.33,0.02,0.18,0.0,172649.6,394.0,2608.0,26082.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260359.0,17235765.8,0.0,16.95,0.15,29.72,0.5822,70.28,0.01,66.2
2019-10-01,2608.0,172910.4,0.12,2.02,0.02,0.18,0.0,172910.4,394.0,2608.0,26122.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260339.0,17260475.7,0.0,17.22,0.15,30.15,0.5788,69.85,0.01,66.3
2019-10-02,2608.0,172128.0,0.12,1.98,0.02,0.18,0.0,172128.0,394.0,2608.0,26004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260461.0,17190426.0,0.0,17.23,0.15,30.28,0.5778,69.72,0.01,66.0
2019-10-03,2608.0,171084.8,0.12,1.96,0.02,0.18,0.0,171084.8,394.0,2608.0,25846.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260491.0,17088209.6,0.0,17.18,0.15,30.29,0.5777,69.71,0.01,65.6
2019-10-04,2608.0,170563.2,0.12,1.93,0.02,0.18,0.0,170563.2,394.0,2608.0,25767.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260798.0,17056189.2,0.0,17.1,0.15,30.24,0.5781,69.76,0.01,65.4
2019-10-07,2608.0,171345.6,0.12,1.96,0.02,0.18,0.0,171345.6,394.0,2608.0,25885.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260943.0,17143955.1,0.0,17.08,0.15,30.07,0.5795,69.93,0.01,65.7
2019-10-08,2608.0,171606.4,0.12,2.01,0.02,0.18,0.0,171606.4,394.0,2608.0,25925.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,259511.0,17075823.8,0.0,17.07,0.15,30.14,0.5789,69.86,0.01,65.8
2019-10-09,1208.0,80090.4,0.06,0.97,0.01,0.08,0.0,80090.4,394.0,1208.0,26122.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.03,0.1,0.0,0.0,0.15,0.15,259511.0,17205579.3,0.0,17.09,0.15,33.89,0.5519,66.11,0.0046,66.3
2019-10-10,1208.0,80573.6,0.06,1.01,0.01,0.08,0.0,80573.6,394.0,1208.0,26279.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,259651.0,17318721.7,0.0,17.22,0.15,33.85,0.5521,66.15,0.0046,66.7
2019-10-11,1208.0,80573.6,0.06,1.0,0.01,0.08,0.0,80573.6,394.0,1208.0,26279.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,259651.0,17318721.7,0.0,17.3,0.15,33.71,0.5531,66.29,0.0046,66.7
2019-10-14,1208.0,80573.6,0.06,1.0,0.01,0.08,0.0,80573.6,394.0,1208.0,26279.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260072.0,17346802.4,0.0,17.35,0.15,33.69,0.5532,66.31,0.0046,66.7
2019-10-15,1208.0,80694.4,0.06,1.0,0.01,0.08,0.0,80694.4,394.0,1208.0,26319.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260509.0,17402001.2,0.0,17.38,0.15,33.72,0.553,66.28,0.0046,66.8
2019-10-16,1208.0,79728.0,0.06,1.0,0.01,0.08,0.0,79728.0,394.0,1208.0,26004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,261567.0,17263422.0,0.0,17.42,0.15,33.38,0.5552,66.62,0.0046,66.0
2019-10-17,1208.0,79728.0,0.06,1.01,0.01,0.08,0.0,79728.0,394.0,1208.0,26004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260876.0,17217816.0,0.0,17.18,0.15,33.69,0.5532,66.31,0.0046,66.0
2019-10-18,1208.0,79969.6,0.06,1.02,0.01,0.08,0.0,79969.6,394.0,1208.0,26082.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260606.0,17252117.2,0.0,17.18,0.15,33.7,0.5531,66.3,0.0046,66.2
2019-10-21,1208.0,80936.0,0.06,0.55,0.01,0.08,0.0,80936.0,394.0,1208.0,26398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260643.0,17463081.0,0.0,17.28,0.15,33.98,0.5513,66.02,0.0046,67.0
2019-10-22,1208.0,81419.2,0.06,0.54,0.01,0.08,0.0,81419.2,394.0,1208.0,26555.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260792.0,17577380.8,0.0,17.49,0.15,33.85,0.5522,66.15,0.0046,67.4
2019-10-23,1208.0,80815.2,0.06,0.55,0.01,0.08,0.0,80815.2,394.0,1208.0,26358.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260754.0,17444442.6,0.0,17.55,0.15,33.5,0.5545,66.5,0.0046,66.9
2019-10-24,1208.0,80211.2,0.06,0.54,0.01,0.08,0.0,80211.2,394.0,1208.0,26161.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260855.0,17320772.0,0.0,17.44,0.15,33.55,0.5541,66.45,0.0046,66.4
2019-10-25,1208.0,79848.8,0.06,0.54,0.01,0.08,0.0,79848.8,394.0,1208.0,26043.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.15,260979.0,17250711.9,0.0,17.33,0.15,33.62,0.5537,66.38,0.0046,66.1
