DATE,ALMRB FP Equity_DX_SI_QTY,ALMRB FP Equity_DX_SHORT_INTEREST_VALUE,ALMRB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMRB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMRB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMRB FP Equity_DX_SI_MV,ALMRB FP Equity_DX_DSS,ALMRB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMRB FP Equity_DX_SUPPLY_SI_QTY,ALMRB FP Equity_DX_BROKER_SI_QTY,ALMRB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMRB FP Equity_DX_BROKER_SI_MV_NEW_x,ALMRB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMRB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMRB FP Equity_DX_BROKER_SI_MV_INC_x,ALMRB FP Equity_DX_SUPPLY_SI_MV_NEW,ALMRB FP Equity_DX_BROKER_SI_QTY_ADD,ALMRB FP Equity_DX_BROKER_SI_QTY_NEW,ALMRB FP Equity_DX_SUPPLY_SI_MV_DEC,ALMRB FP Equity_DX_BROKER_SI_QTY_INC,ALMRB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMRB FP Equity_DX_BROKER_SI_MV_NEW_y,ALMRB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMRB FP Equity_DX_BROKER_SI_MV_INC_y,ALMRB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMRB FP Equity_DX_BROKER_SI_MV_ADD,ALMRB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMRB FP Equity_DX_BROKER_SI_QTY_DEC,ALMRB FP Equity_DX_SUPPLY_SI_MV,ALMRB FP Equity_DX_BROKER_SI_MV_DEC,ALMRB FP Equity_DX_SUPPLY_SI_MV_RMV,ALMRB FP Equity_DX_BROKER_SI_MV_RMV,ALMRB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMRB FP Equity_DX_UTILIZATION_QUANTITY,ALMRB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMRB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMRB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMRB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMRB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMRB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMRB FP Equity_DX_BROKER_SI_CON_RATIO,ALMRB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMRB FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMRB FP Equity_PX_LAST
2006-07-17,3486.0,34642.05,0.07,0.74,0.03,0.05,0.0,34642.05,451.0,3486.0,4481.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.46,0.46,97578.0,969679.31,0.0,1.47,0.46,2.87,0.9443,97.13,0.0356,14.7
2006-07-18,13486.0,130461.29,0.29,2.77,0.13,0.2,0.0,130461.29,438.0,13486.0,4237.14,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.49,0.45,89049.0,861445.02,0.0,0.0,0.0,25.05,0.6138,74.23,0.137,14.31
2006-07-19,23411.0,227898.43,0.5,4.82,0.22,0.34,0.0,131281.8,10371.0,13486.0,100958.3,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9925.0,0.0,0.15,0.0,0.0,0.0,11.19,10.2,82318.0,801338.82,0.0,0.0,0.0,26.15,0.603,73.11,0.2303,14.4
2006-07-20,23449.0,231438.74,0.5,4.73,0.22,0.34,0.0,133105.16,10414.0,13486.0,102784.9,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,11.23,9.86,82299.0,812281.0,0.0,0.0,0.0,25.16,0.6124,74.1,0.222,14.6
2006-07-21,23360.0,225822.78,0.5,5.11,0.22,0.34,0.0,130370.12,10327.0,13486.0,99831.84,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,11.28,9.89,81211.0,785072.52,0.0,0.0,0.0,24.97,0.6142,74.28,0.2237,14.3
2006-07-24,23470.0,232915.3,0.5,5.46,0.22,0.34,0.0,133834.5,10433.0,13486.0,103536.66,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,11.27,9.89,82117.0,814925.7,0.0,0.0,0.0,25.02,0.6138,74.24,0.2226,14.68
2006-07-25,23202.0,231353.63,0.49,5.31,0.22,0.34,0.0,134472.68,9817.0,13486.0,97888.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,10.9,9.53,80284.0,800534.23,0.0,0.0,0.0,24.98,0.6142,74.28,0.2253,14.75
2006-07-26,23586.0,247141.04,0.5,5.83,0.22,0.34,0.0,141310.27,10200.0,13486.0,106878.6,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.89,9.57,83445.0,874361.24,0.0,0.0,0.0,25.17,0.6122,74.08,0.2214,15.5
2006-07-27,19630.0,207015.94,0.42,4.89,0.18,0.3,0.0,106513.55,9630.0,10100.0,101556.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,3386.0,0.15,0.05,0.0,0.0,10.89,9.48,78775.0,830752.95,0.0,0.0,0.0,0.99,0.9804,99.01,0.1933,15.6
2006-07-28,19612.0,201257.72,0.42,4.7,0.18,0.3,0.0,103645.88,9612.0,10100.0,98638.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.83,9.4,79122.0,811947.43,0.0,0.0,0.0,0.99,0.9803,99.01,0.1918,15.18
2006-07-31,19850.0,196588.01,0.42,4.72,0.19,0.3,0.0,100027.15,9850.0,10100.0,97551.23,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.84,9.44,81039.0,802584.15,0.0,0.0,0.0,0.99,0.9804,99.01,0.1901,14.65
2006-08-01,20246.0,199825.53,0.43,4.74,0.19,0.3,0.0,99685.76,10246.0,10100.0,101126.76,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.84,9.35,84278.0,831813.49,0.0,0.0,0.0,0.99,0.9803,99.01,0.1847,14.6
2006-08-02,20243.0,198290.61,0.43,2.95,0.19,0.3,0.0,98934.7,10243.0,10100.0,100335.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.84,8.82,84235.0,825125.19,0.0,0.0,0.0,0.99,0.9804,99.01,0.1743,14.49
2006-08-03,20400.0,200793.86,0.43,3.05,0.19,0.3,0.0,99412.65,10400.0,10100.0,102365.5,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.84,9.34,85522.0,841779.04,0.0,0.0,0.0,0.99,0.9804,99.01,0.1831,14.56
2006-08-04,20455.0,201335.21,0.43,3.05,0.19,0.3,0.0,99412.65,10455.0,10100.0,102906.85,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.76,7.59,86736.0,853728.24,0.0,0.0,0.0,1.0,0.9803,99.0,0.1486,14.56
2006-08-07,20391.0,201256.66,0.43,3.05,0.19,0.3,0.0,99685.76,10391.0,10100.0,102557.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.76,7.55,86202.0,850803.13,0.0,0.0,0.0,0.99,0.9804,99.01,0.1481,14.6
2006-08-08,20384.0,202565.57,0.43,3.16,0.19,0.3,0.0,100368.54,10384.0,10100.0,103190.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.76,7.54,86151.0,856123.74,0.0,0.0,0.0,0.99,0.9804,99.01,0.1481,14.7
2006-08-09,20270.0,201432.7,0.43,3.59,0.19,0.3,0.0,100368.54,10270.0,10100.0,102057.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.75,6.69,85220.0,846871.95,0.0,0.0,0.0,0.99,0.9804,99.01,0.132,14.7
2006-08-10,10100.0,98866.42,0.21,1.8,0.09,0.15,0.0,98866.42,100.0,10100.0,978.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,3.54,0.2,2725.0,26674.36,10170.0,0.0,0.0,0.98,0.9805,99.02,0.1984,14.48
2006-08-11,10100.0,101392.7,0.21,1.8,0.09,0.15,0.0,101392.7,100.0,10100.0,1003.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.2,1392.0,13974.12,0.0,0.0,0.0,0.98,0.9805,99.02,0.1982,14.85
2006-08-14,10100.0,99344.37,0.21,1.8,0.09,0.15,0.0,99344.37,100.0,10100.0,983.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.2,1399.0,13760.67,0.0,0.0,0.0,0.99,0.9804,99.01,0.1976,14.55
2006-08-15,10100.0,99344.37,0.21,1.87,0.09,0.15,0.0,99344.37,98.0,10100.0,963.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.19,1380.0,13573.78,0.0,0.0,0.0,0.98,0.9807,99.02,0.1967,14.55
2006-08-16,10100.0,99002.98,0.21,1.92,0.09,0.15,0.0,99002.98,100.0,10100.0,980.23,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,0.16,1406.0,13782.0,0.0,0.0,0.0,0.99,0.9803,99.01,0.1632,14.5
2006-08-17,10100.0,99071.26,0.21,1.92,0.09,0.15,0.0,99071.26,100.0,10100.0,980.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.19,1398.0,13713.03,0.0,0.0,0.0,0.99,0.9804,99.01,0.196,14.51
2006-08-18,10100.0,99002.98,0.21,1.97,0.09,0.15,0.0,99002.98,100.0,10100.0,980.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,0.19,1400.0,13723.19,0.0,0.0,0.0,0.99,0.9804,99.01,0.196,14.5
2006-08-21,10100.0,99754.04,0.21,1.96,0.09,0.15,0.0,99754.04,100.0,10100.0,987.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.17,1408.0,13906.31,0.0,0.0,0.0,1.0,0.9803,99.0,0.1759,14.61
2006-08-22,10100.0,99276.09,0.21,1.94,0.09,0.15,0.0,99276.09,100.0,10100.0,982.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,0.17,1392.0,13682.41,0.0,0.0,0.0,0.99,0.9805,99.01,0.176,14.54
2006-08-23,20084.0,203657.47,0.43,3.83,0.19,0.29,0.0,102416.87,10084.0,10100.0,102254.63,0.0,9984.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,9984.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.87,6.3,82711.0,838713.07,0.0,0.0,0.0,0.99,0.9804,99.01,0.1254,15.0
2006-08-24,19765.0,201491.64,0.42,3.67,0.18,0.3,0.0,102963.1,9765.0,10100.0,99547.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.86,6.7,80111.0,816680.86,0.0,0.0,0.0,0.99,0.9804,99.01,0.1356,15.08
2006-08-25,19734.0,209046.55,0.42,3.66,0.18,0.3,0.0,106991.49,9734.0,10100.0,103114.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.86,6.69,79864.0,846016.7,0.0,0.0,0.0,0.99,0.9804,99.01,0.1356,15.67
2006-08-28,19396.0,206908.37,0.41,3.43,0.18,0.3,0.0,107742.55,9395.0,10100.0,100221.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.86,6.6,77108.0,822555.71,0.0,0.0,0.0,0.99,0.9804,99.01,0.1362,15.78
2006-08-29,19340.0,210494.73,0.41,2.72,0.18,0.3,0.0,109927.44,9340.0,10100.0,101655.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,10.86,6.58,76660.0,834360.19,0.0,0.0,0.0,0.99,0.9803,99.01,0.1363,16.1
2006-08-30,20099.0,213320.69,0.43,2.76,0.19,0.32,0.0,107196.33,10099.0,10100.0,107185.71,0.0,0.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,10.48,6.23,86302.0,915966.09,0.0,0.0,0.0,0.99,0.9804,99.01,0.1239,15.7
2006-08-31,20724.0,222896.19,0.44,2.91,0.19,0.33,0.0,112598.93,10724.0,10469.0,115341.57,0.0,0.0,625.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,0.01,0.0,0.0,0.17,0.0,0.0,0.0,7.0,7.0,142438.0,1531986.47,0.0,2.24,6.99,3.52,0.9139,95.53,0.1353,15.91
2006-09-01,20615.0,224371.71,0.44,2.87,0.19,0.33,0.0,113943.61,10616.0,10469.0,115543.54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,6.98,6.98,141512.0,1540203.22,0.0,2.25,6.97,3.53,0.9136,95.51,0.1355,16.1
2006-09-04,23815.0,258878.22,0.51,2.79,0.22,0.38,0.0,113802.06,13816.0,10469.0,150185.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,3332.0,0.0,0.22,0.0,0.0,0.0,9.16,9.16,137058.0,1489873.23,0.0,2.2,9.17,26.81,0.5971,72.47,0.1578,16.08
2006-09-05,25275.0,270819.11,0.54,3.0,0.24,0.41,0.0,165748.8,13599.0,15469.0,145711.93,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,5000.0,217.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.89,9.13,84273.0,902976.82,0.0,0.0,411.73,35.83,0.5321,63.54,0.1698,15.85
2006-09-06,25337.0,271483.44,0.54,2.84,0.24,0.41,0.0,165748.8,13662.0,15469.0,146386.97,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.62,8.65,86617.0,928092.55,0.0,0.0,413.87,35.76,0.5325,63.6,0.1603,15.85
2006-09-07,25296.0,271899.16,0.54,2.78,0.24,0.41,0.0,166271.67,13522.0,15469.0,145343.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.54,9.25,86361.0,928268.62,0.0,0.0,409.55,35.77,0.5325,63.6,0.173,15.9
2006-09-08,25173.0,272278.81,0.53,2.86,0.24,0.41,0.0,166235.77,13499.0,15369.0,146009.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.22,0.0,0.0,0.0,13.55,9.25,86161.0,931943.53,0.0,0.0,409.6,36.01,0.5392,63.99,0.1724,16.0
2006-09-11,25159.0,272127.38,0.53,2.89,0.24,0.41,0.0,166235.77,13487.0,15369.0,145879.49,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.55,9.25,86042.0,930656.39,0.0,0.0,408.51,35.99,0.5393,64.01,0.1725,16.0
2006-09-12,25174.0,273480.89,0.53,2.89,0.24,0.41,0.0,166963.05,13501.0,15369.0,146669.8,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.55,9.25,86174.0,936162.01,0.0,0.0,408.13,35.98,0.5393,64.02,0.1724,16.07
2006-09-13,25243.0,275595.66,0.54,3.94,0.24,0.41,0.0,167794.23,13571.0,15369.0,148164.19,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.52,8.58,86776.0,947394.89,0.0,0.0,411.13,36.02,0.5391,63.98,0.1597,16.15
2006-09-14,25246.0,275457.75,0.54,3.73,0.24,0.41,0.0,167690.33,13575.0,15369.0,148116.09,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.52,9.19,86804.0,947113.77,0.0,0.0,411.36,35.99,0.5392,64.01,0.1709,16.14
2006-09-15,25203.0,275158.95,0.54,3.7,0.24,0.41,0.0,167794.23,13529.0,15369.0,147705.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.4,9.13,87406.0,954273.04,0.0,0.0,409.88,36.01,0.5391,63.99,0.17,16.15
2006-09-18,25241.0,274550.02,0.54,3.68,0.24,0.41,0.0,167170.84,13570.0,15369.0,147602.86,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.39,8.87,87753.0,954502.12,0.0,0.0,411.16,36.02,0.5391,63.98,0.165,16.09
2006-09-19,25255.0,276238.86,0.54,3.65,0.24,0.41,0.0,168105.92,13582.0,15369.0,148559.74,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,13.39,8.87,87858.0,960989.65,0.0,0.0,411.55,36.01,0.5391,63.99,0.165,16.18
2006-09-20,34751.0,382925.06,0.74,4.92,0.33,0.57,0.0,169352.69,23079.0,15369.0,254310.02,0.0,9488.0,10.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,9488.0,0.0,10.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,20.42,13.86,89919.0,990827.28,0.0,0.0,180.38,38.01,0.3517,39.68,0.2087,16.3
