DATE,AC FP Equity_DX_SI_QTY,AC FP Equity_DX_SHORT_INTEREST_VALUE,AC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AC FP Equity_DX_SI_MV,AC FP Equity_DX_DSS,AC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AC FP Equity_DX_SUPPLY_SI_QTY,AC FP Equity_DX_BROKER_SI_QTY,AC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AC FP Equity_DX_BROKER_SI_MV_NEW_x,AC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AC FP Equity_DX_SUPPLY_SI_QTY_INC_x,AC FP Equity_DX_BROKER_SI_MV_INC_x,AC FP Equity_DX_SUPPLY_SI_MV_NEW,AC FP Equity_DX_BROKER_SI_QTY_ADD,AC FP Equity_DX_BROKER_SI_QTY_NEW,AC FP Equity_DX_SUPPLY_SI_MV_DEC,AC FP Equity_DX_BROKER_SI_QTY_INC,AC FP Equity_DX_SUPPLY_SI_QTY_DEC,AC FP Equity_DX_BROKER_SI_MV_NEW_y,AC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AC FP Equity_DX_BROKER_SI_MV_INC_y,AC FP Equity_DX_SUPPLY_SI_QTY_INC_y,AC FP Equity_DX_BROKER_SI_MV_ADD,AC FP Equity_DX_SUPPLY_SI_QTY_ADD,AC FP Equity_DX_BROKER_SI_QTY_DEC,AC FP Equity_DX_SUPPLY_SI_MV,AC FP Equity_DX_BROKER_SI_MV_DEC,AC FP Equity_DX_SUPPLY_SI_MV_RMV,AC FP Equity_DX_BROKER_SI_MV_RMV,AC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AC FP Equity_DX_UTILIZATION_QUANTITY,AC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AC FP Equity_DX_ACTIVE_UTILIZATION_MV,AC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AC FP Equity_DX_BROKER_SI_CON_RATIO,AC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AC FP Equity_DX_DEMAND_SUPPLY_RATIO,AC FP Equity_PX_LAST
2017-03-16,10770378.0,393935037.79,4.83,12.14,3.78,404.81,1.0,336376784.51,5418372.0,9196707.0,198181213.19,0.0,0.0,24534.0,7.62,0.0,0.0,0.0,38.41,213438.0,1020790.0,0.0,0.0,7.62,24534.0,0.0,112938.0,150874.0,203.24,5.98,0.0,0.0,11.22,11.22,42878636.0,1568319802.07,0.0,1606.64,11.23,8.63,0.1998,40.87,0.223,37.515
2017-03-17,10979428.0,405541889.42,4.93,12.18,3.85,415.44,1.0,346273360.72,5649538.0,9374823.0,208674287.48,0.0,0.0,178234.0,7.43,0.0,0.0,0.0,2.6,184953.0,68937.0,0.0,0.0,7.43,178234.0,0.0,121869.0,6837.0,212.48,0.27,0.0,0.0,11.69,11.69,42666616.0,1575956422.12,0.0,1608.58,11.67,9.01,0.1951,40.21,0.2272,37.885
2017-03-20,10967081.0,404497745.99,4.92,12.28,3.85,416.54,1.0,346487768.46,5649616.0,9394266.0,208374218.97,0.0,0.0,32153.0,7.78,0.0,0.0,0.0,3.13,195233.0,103961.0,0.0,0.0,7.78,32153.0,0.0,71886.0,175790.0,214.61,6.45,0.0,0.0,11.74,11.74,42467600.0,1566328221.49,0.0,1606.26,11.79,9.6,0.1945,40.07,0.2279,37.83
2017-03-21,10977276.0,406372110.46,4.92,12.69,3.85,416.64,1.0,341500063.98,5773789.0,9224896.0,213742172.58,0.0,0.0,186860.0,2.17,0.0,0.0,0.0,2.35,43646.0,62687.0,0.0,0.0,2.17,186860.0,0.0,0.0,213016.0,218.33,8.07,0.0,0.0,11.99,11.99,42390540.0,1569272122.1,0.0,1605.13,11.97,9.47,0.1938,40.18,0.2279,37.97
2017-03-22,10818308.0,394897055.39,4.85,12.65,3.8,407.92,1.0,321168063.31,5903490.0,8798483.0,215493108.31,0.0,0.0,229948.0,1.2,0.0,0.0,0.0,12.54,94203.0,331482.0,0.0,0.0,1.2,229948.0,0.0,231235.0,520616.0,223.37,19.71,0.0,0.0,12.18,12.18,42563848.0,1553693816.21,0.0,1605.33,12.21,7.28,0.193,40.61,0.2232,37.44
2017-03-23,10949670.0,404069088.58,4.91,12.93,3.84,413.83,1.0,328570360.26,5868665.0,8903767.0,216567815.99,0.0,0.0,42861.0,6.6,0.0,0.0,0.0,3.99,138684.0,95956.0,0.0,0.0,6.6,42861.0,0.0,18270.0,33400.0,220.47,1.39,0.0,0.0,12.06,12.06,42803552.0,1579553744.03,0.0,1611.79,12.03,7.18,0.1971,41.13,0.225,37.85
2017-03-24,11193506.0,412085027.69,5.02,13.24,3.93,423.57,1.0,331561922.47,6096680.0,9006249.0,224447152.36,0.0,0.0,85060.0,4.26,0.0,0.0,0.0,0.14,110582.0,8100.0,0.0,0.0,4.26,85060.0,0.0,151055.0,8100.0,230.44,0.27,0.0,0.0,12.45,12.45,42865672.0,1578084796.05,0.0,1619.17,12.46,7.01,0.1933,40.58,0.2286,37.76
2017-03-27,11606030.0,432533646.37,5.21,13.61,4.07,441.77,1.0,348838490.33,6586617.0,9360266.0,245470110.64,0.0,0.0,473094.0,0.0,0.0,419467.0,0.0,0.35,0.0,8157.0,0.0,0.0,0.0,473094.0,15.83,25000.0,65450.0,249.27,2.33,0.0,0.0,13.45,13.45,42368896.0,1579004455.39,0.0,1608.32,13.42,6.71,0.1827,39.33,0.2371,38.225
2017-03-28,10788841.0,411861061.62,4.84,12.59,3.79,416.67,1.0,323270957.37,6703418.0,8468193.0,255901153.23,0.0,0.0,503791.0,0.43,0.0,0.0,0.0,16.0,9700.0,438629.0,0.0,0.0,0.43,503791.0,0.0,51639.0,901773.0,257.94,31.26,0.0,0.0,13.69,13.69,42256088.0,1613114630.52,0.0,1637.82,13.61,7.16,0.2101,42.65,0.2204,39.155
2017-03-29,10752405.0,406748587.35,4.82,12.03,3.77,416.48,1.0,317283686.28,6664596.0,8387399.0,252112435.15,0.0,0.0,29969.0,3.63,0.0,0.0,0.0,2.27,75491.0,102363.0,0.0,0.0,3.63,29969.0,0.0,33572.0,156285.0,260.69,6.98,0.0,0.0,13.56,13.56,42490092.0,1607341324.78,0.0,1659.13,13.58,7.24,0.2077,42.26,0.2187,38.8
2017-03-30,11242210.0,427688597.79,5.04,12.49,3.95,437.03,1.0,334124125.05,6757324.0,8782777.0,257069599.87,0.0,0.0,230036.0,16.51,0.0,2600.0,0.0,8.89,392778.0,224271.0,0.0,0.0,16.51,230036.0,0.1,86963.0,0.0,263.43,0.0,0.0,0.0,13.65,13.65,42742684.0,1626064500.28,0.0,1665.57,13.66,7.36,0.2002,41.37,0.2271,39.02
2017-03-31,11606426.0,441883981.57,5.21,12.95,4.07,451.94,1.0,343199635.52,6718422.0,9014405.0,255786153.57,0.0,0.0,132883.0,14.95,0.0,0.0,0.0,6.56,374671.0,171785.0,0.0,0.0,14.95,132883.0,0.0,0.0,143043.0,262.81,5.36,0.0,0.0,14.65,14.65,39134648.0,1489948247.26,0.0,1530.27,14.66,7.2,0.1983,41.06,0.2531,39.05
2017-04-03,11797844.0,447388831.91,5.29,13.11,4.14,457.23,1.0,345994991.97,6989100.0,9124043.0,265035313.66,0.0,0.0,147668.0,7.49,0.0,0.0,0.0,0.16,194155.0,4140.0,0.0,0.0,7.49,147668.0,0.0,127150.0,84517.0,272.51,4.8,0.0,0.0,15.14,15.14,39174844.0,1485558522.16,0.0,1527.88,15.14,7.35,0.19,39.96,0.2556,38.895
2017-04-04,11743811.0,449003768.61,5.27,12.92,4.12,458.59,1.0,349083567.23,6697737.0,9130372.0,256076085.88,0.0,0.0,92269.0,9.75,0.0,0.0,0.0,17.74,176783.0,447942.0,0.0,0.0,9.75,92269.0,0.0,64310.0,170454.0,260.87,6.4,0.0,0.0,14.78,14.78,38609356.0,1476160196.0,0.0,1506.45,14.76,7.52,0.1963,40.84,0.2592,39.215
2017-04-05,12920150.0,498513808.9,5.8,13.91,4.53,507.24,2.0,352120484.89,6885580.0,9126025.0,265674679.65,0.0,0.0,312328.0,5.78,0.0,0.0,0.0,39.06,129750.0,1012155.0,0.0,0.0,5.78,312328.0,0.0,928324.0,134097.0,270.93,4.77,1.58,0.0,13.7,13.7,43363976.0,1673164850.63,40654.0,1708.2,13.69,7.46,0.1679,36.86,0.2571,39.575
2017-04-06,13454506.0,520377692.17,6.03,15.06,4.72,530.95,1.0,358252449.74,7195289.0,9262714.0,278290996.66,0.0,0.0,438382.0,10.11,0.0,0.0,0.0,6.53,249394.0,167673.0,0.0,0.0,10.11,438382.0,0.0,39000.0,112705.0,285.26,3.77,0.0,0.0,14.22,14.22,43420228.0,1679356941.09,0.0,1721.05,14.22,8.94,0.1566,34.87,0.2658,39.67
2017-04-07,13466425.0,524646173.6,6.04,15.07,4.72,533.86,1.0,361378172.36,7287672.0,9275722.0,283924592.4,0.0,0.0,107939.0,5.22,0.0,0.0,0.0,0.72,128107.0,16556.0,0.0,0.0,5.22,107939.0,0.0,1000.0,115099.0,290.05,4.33,0.0,0.0,14.31,14.31,43640400.0,1700211368.23,0.0,1739.98,14.29,8.95,0.1572,34.92,0.2644,39.96
2017-04-10,13715683.0,527069254.76,6.15,15.33,4.81,541.31,1.0,357307299.16,7246934.0,9298045.0,278486758.75,0.0,0.0,314555.0,1.92,0.0,0.0,0.0,14.15,43220.0,370987.0,0.0,0.0,1.92,314555.0,0.0,15694.0,20897.0,288.99,3.79,0.0,0.0,14.17,14.17,43911808.0,1687452525.53,0.0,1743.35,14.22,8.79,0.1509,33.92,0.2681,39.415
2017-04-11,14560862.0,560754664.78,6.53,16.49,5.11,574.39,2.0,408405525.04,8240956.0,10604881.0,317368196.97,0.0,0.0,666921.0,54.69,0.0,0.0,0.0,27.02,1348821.0,657728.0,0.0,0.0,54.69,666921.0,0.0,984829.0,41985.0,325.5,1.8,0.0,0.0,16.16,16.16,42753576.0,1646486806.74,0.0,1686.59,16.18,9.78,0.142,31.85,0.2855,39.5
2017-04-12,14170770.0,542485037.92,6.36,16.36,4.97,557.09,1.0,389384095.47,8407638.0,10171474.0,321860972.92,0.0,0.0,191474.0,3.14,0.0,0.0,0.0,2.27,116949.0,74973.0,0.0,0.0,3.14,191474.0,0.0,50181.0,550356.0,331.72,21.85,0.0,0.0,16.48,16.48,42601256.0,1630860142.16,0.0,1675.72,16.52,10.96,0.1505,32.79,0.2778,39.265
2017-04-13,14171056.0,543463125.73,6.36,16.55,4.97,556.88,1.0,388594426.42,8381744.0,10132782.0,321441732.59,0.0,0.0,2836.0,7.49,0.0,0.0,0.0,3.08,188505.0,78730.0,0.0,0.0,7.49,2836.0,0.0,50000.0,227197.0,329.65,8.45,0.0,0.0,16.46,16.46,42548072.0,1631727953.28,0.0,1672.52,16.46,11.06,0.1479,32.38,0.2782,39.335
2017-04-14,14171056.0,543463125.73,6.36,16.55,4.97,557.08,1.0,388594426.42,8381744.0,10132782.0,321441732.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.65,0.0,0.0,0.0,16.46,16.46,42552828.0,1631910346.93,0.0,1673.94,16.45,11.06,0.1478,32.37,0.2782,0.0
2017-04-17,13919969.0,533833883.85,6.24,16.26,4.88,548.63,1.0,378965184.54,8406744.0,9881695.0,322400488.11,0.0,0.0,180000.0,0.19,0.0,0.0,0.0,6.08,4672.0,155000.0,0.0,0.0,0.19,180000.0,0.0,0.0,255759.0,330.56,8.62,0.0,0.0,17.23,17.23,40392788.0,1549072336.12,0.0,1588.56,17.22,11.24,0.1511,32.91,0.2852,0.0
2017-04-18,14606546.0,551548542.51,6.55,17.06,5.12,570.62,2.0,386530488.55,8828925.0,10236407.0,333383451.21,0.0,0.0,440986.0,19.83,0.0,0.0,0.0,38.5,521845.0,977600.0,0.0,0.0,19.83,440986.0,0.0,958795.0,167133.0,345.37,9.33,0.0,0.0,18.31,18.31,39402512.0,1487853327.2,0.0,1536.58,18.35,10.64,0.1395,30.54,0.3028,38.73
2017-04-19,14726724.0,563265523.02,6.61,17.0,5.17,576.32,2.0,395733210.63,9062251.0,10346548.0,346611612.28,0.0,0.0,317961.0,10.73,0.0,0.0,0.0,15.71,268400.0,359635.0,0.0,0.0,10.73,317961.0,0.0,275000.0,158259.0,351.97,4.17,0.0,0.0,18.7,18.7,39386120.0,1506434389.72,0.0,1534.78,18.65,10.51,0.1402,30.55,0.304,39.23
2017-04-20,16068100.0,619583334.01,7.21,18.3,5.64,635.74,2.0,450405746.25,10202287.0,11680696.0,393398534.61,0.0,0.0,1112527.0,52.86,0.0,97800.0,0.0,3.05,1267096.0,89007.0,0.0,0.0,52.86,1112527.0,3.84,116516.0,30748.0,401.3,0.51,0.0,0.0,21.69,21.69,36836476.0,1420408549.45,0.0,1451.26,21.66,11.83,0.1329,28.55,0.3416,39.55
2017-04-21,16326905.0,638954521.11,7.32,18.27,5.73,652.61,2.0,464210615.82,10370494.0,11861756.0,405849977.53,0.0,0.0,116058.0,10.11,0.0,0.0,0.0,1.88,181060.0,52994.0,0.0,0.0,10.11,116058.0,0.0,105143.0,0.0,411.28,0.0,0.0,0.0,21.43,21.43,38019656.0,1487901784.95,0.0,1516.05,21.34,11.68,0.1331,28.63,0.3374,40.14
2017-04-24,16315882.0,664452201.3,7.32,17.52,5.72,668.16,2.0,482256224.87,10490126.0,11841989.0,427202606.18,0.0,0.0,120344.0,17.58,0.0,8232.0,0.0,2.94,156047.0,93218.0,0.0,0.0,17.58,120344.0,0.32,92506.0,184046.0,421.58,5.77,0.0,0.0,21.79,21.79,37641760.0,1532932776.34,0.0,1536.23,21.53,11.82,0.1389,29.74,0.339,41.77
2017-04-25,17315674.0,701116270.11,7.77,17.65,6.08,718.0,2.0,494190434.75,10266418.0,12205166.0,415690009.84,0.0,0.0,221994.0,22.1,0.0,0.0,0.0,16.03,434850.0,456795.0,0.0,0.0,22.1,221994.0,0.0,11093.0,71673.0,426.56,3.95,0.0,0.0,21.31,21.31,37914056.0,1535150264.86,0.0,1578.06,21.28,11.75,0.1302,27.3,0.3594,41.53
2017-04-26,17623312.0,711424852.48,7.9,17.88,6.18,728.06,2.0,513327763.71,10379793.0,12716080.0,419015602.96,0.0,0.0,438197.0,48.89,0.0,0.0,0.0,29.41,1248940.0,705530.0,0.0,0.0,48.89,438197.0,0.0,380708.0,738026.0,430.88,29.92,0.0,0.0,21.46,21.46,37982748.0,1533302644.39,0.0,1575.36,21.48,16.24,0.1326,25.88,0.3644,41.405
2017-04-27,18158008.0,736992939.95,8.14,18.28,6.37,755.73,2.0,590288427.07,12152717.0,14543507.0,493251607.23,0.0,0.0,388647.0,81.1,0.0,139338.0,0.0,26.04,1869807.0,629439.0,0.0,0.0,81.1,388647.0,6.06,2013716.0,181718.0,502.95,6.47,0.0,0.0,25.45,25.45,35605744.0,1445157527.72,0.0,1479.24,25.37,14.85,0.1264,25.46,0.3802,41.63
2017-04-28,18005164.0,734563538.08,8.08,17.99,6.32,751.28,2.0,589269132.02,11983377.0,14443798.0,488890398.74,0.0,0.0,183514.0,14.31,0.0,0.0,0.0,16.59,336363.0,399489.0,0.0,0.0,14.31,183514.0,0.0,46635.0,436072.0,497.43,18.35,0.0,0.0,25.17,25.17,35623568.0,1453348281.03,0.0,1487.39,25.06,15.8,0.1308,25.76,0.3782,41.845
2017-05-01,18094816.0,738221104.89,8.12,17.72,6.35,757.34,2.0,589717903.21,11983377.0,14454798.0,488890398.74,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,499.76,0.0,0.0,0.0,25.19,25.19,35588264.0,1451907970.29,0.0,1490.39,25.11,16.23,0.1309,25.55,0.3804,0.0
2017-05-02,19130208.0,775892825.83,8.58,18.74,6.71,800.05,2.0,615830877.57,12854246.0,15183763.0,521349127.66,0.0,0.0,106189.0,55.48,0.0,180000.0,0.0,11.04,1315781.0,262757.0,0.0,0.0,55.48,106189.0,7.71,1027437.0,766816.0,535.19,32.78,0.0,0.0,26.96,26.96,34832488.0,1412753982.86,0.0,1454.39,26.9,20.97,0.137,24.09,0.4012,41.6
2017-05-03,20133024.0,795464400.36,9.03,19.68,7.06,833.65,2.0,622262377.96,13609423.0,15749320.0,537714131.07,0.0,0.0,859453.0,31.45,0.0,372727.0,0.0,20.63,850000.0,475270.0,0.0,0.0,31.45,859453.0,16.04,370994.0,657170.0,562.76,27.48,0.0,0.0,28.48,28.48,34173336.0,1350203140.35,0.0,1404.01,28.61,20.62,0.1286,22.65,0.4213,40.525
2017-05-04,21238956.0,869703402.51,9.53,20.15,7.45,875.78,2.0,678207248.07,14224234.0,16562444.0,582461054.48,0.0,0.0,1516156.0,70.99,0.0,0.0,0.0,37.69,1851541.0,901345.0,0.0,0.0,70.99,1516156.0,0.0,0.0,1038417.0,576.92,48.5,0.0,0.0,29.93,29.93,33296758.0,1363452314.94,0.0,1376.87,29.53,21.41,0.1302,22.3,0.4469,42.0
2017-05-05,22021408.0,902602442.17,9.88,19.64,7.73,926.69,2.0,696883232.72,14427246.0,17002336.0,591336733.48,0.0,0.0,240440.0,32.17,0.0,0.0,0.0,12.27,818738.0,332942.0,0.0,0.0,32.17,240440.0,0.0,295514.0,378847.0,603.11,14.15,0.0,0.0,30.25,30.25,33269162.0,1363619749.93,0.0,1398.73,30.13,20.94,0.125,21.24,0.4617,42.04
2017-05-08,25647500.0,1052102073.9,11.5,22.18,9.0,1086.46,2.0,776296473.92,17300300.0,18924080.0,709686383.05,0.0,0.0,384166.0,99.75,0.0,0.0,0.0,15.68,2268135.0,374752.0,0.0,0.0,99.75,384166.0,0.0,2863639.0,346390.0,727.61,14.2,0.0,0.0,36.02,36.02,30734484.0,1260778413.37,0.0,1295.08,35.97,17.17,0.1104,19.14,0.5339,42.075
2017-05-09,28243560.0,1153777787.34,12.67,24.05,9.91,1199.64,2.0,825359407.39,19959600.0,20204140.0,815369702.83,0.0,0.0,1235565.0,96.09,0.0,58500.0,0.0,51.94,2222849.0,1233218.0,0.0,0.0,96.09,1235565.0,2.6,2656953.0,1001288.0,839.35,40.28,0.0,0.0,41.46,41.46,28180052.0,1151183421.76,0.0,1185.15,41.46,14.51,0.1108,21.88,0.5867,41.9
2017-05-10,40549008.0,1685920402.12,16.26,34.05,14.22,1710.29,3.0,1234045926.38,25512522.0,29680724.0,1060743122.23,0.0,0.0,1901332.0,331.74,0.0,2053400.0,0.0,19.25,8008684.0,447189.0,0.0,0.0,331.74,1901332.0,82.88,4098780.0,585500.0,1065.77,21.77,0.0,0.0,53.05,53.05,22580110.0,938821194.62,0.0,958.62,52.65,13.63,0.092,15.2,0.8431,42.645
2017-05-11,47139104.0,1927518091.82,18.9,39.13,16.53,1975.81,4.0,1455410625.28,27201216.0,35593312.0,1112257796.83,0.0,0.0,1622731.0,295.95,0.0,360719.0,0.0,0.03,7367644.0,3200.0,0.0,0.0,295.95,1622731.0,16.17,69164.0,1815777.0,1150.78,77.7,0.0,0.0,56.07,56.07,21313704.0,871517415.0,0.0,900.71,56.09,12.52,0.0861,12.75,0.9716,41.94
2017-05-12,46601636.0,1905540896.04,18.69,38.25,16.34,1922.67,4.0,1422668269.08,26826052.0,34792572.0,1096917266.28,0.0,0.0,291661.0,3.57,0.0,103000.0,0.0,31.21,402201.0,715736.0,0.0,0.0,3.57,291661.0,4.29,48909.0,1305940.0,1112.79,54.15,0.0,0.0,55.37,55.37,21624756.0,884236272.84,0.0,893.59,55.46,12.92,0.086,13.18,0.9618,40.89
2017-05-15,40484464.0,1663911470.4,16.23,33.99,14.19,1662.97,3.0,1270839290.4,22495734.0,30920664.0,924574667.4,0.0,356892.0,3091.0,45.8,14.95,0.0,0.0,190.58,1107285.0,4542627.0,0.0,356892.0,45.8,3091.0,0.0,224993.0,4979193.0,920.63,206.87,15.61,0.0,46.64,46.64,25738666.0,1057859172.6,372666.0,1058.03,46.53,13.28,0.0885,13.3,0.8393,41.1
2017-05-16,34984596.0,1472151799.68,14.03,29.41,12.27,1443.44,3.0,1185450828.8,20061220.0,28171360.0,844176137.6,0.0,0.0,1329692.0,47.37,0.0,858126.0,0.0,189.79,1160306.0,4663152.0,0.0,0.0,47.37,1329692.0,33.48,898947.0,4767736.0,827.18,192.18,0.0,0.0,42.47,42.47,27175244.0,1143534267.52,0.0,1133.81,42.18,15.15,0.0995,17.68,0.7406,42.08
2017-05-17,26449088.0,1091818352.64,10.61,21.61,9.27,1101.22,2.0,898597735.68,15103492.0,21768356.0,623472149.76,0.0,0.0,392747.0,31.11,0.0,0.0,0.0,243.32,802275.0,5954917.0,0.0,0.0,31.11,392747.0,0.0,604441.0,7205280.0,629.07,284.38,0.0,0.0,31.96,31.96,32152324.0,1327247934.72,0.0,1338.99,31.96,15.65,0.0983,16.97,0.5597,41.28
2017-05-18,20840820.0,860309049.6,8.36,16.93,7.31,871.77,2.0,692783911.68,12832880.0,16782556.0,529741286.4,0.0,0.0,1140262.0,1.52,0.0,0.0,0.0,144.12,36730.0,3425916.0,0.0,0.0,1.52,1140262.0,0.0,15042.0,5022529.0,529.59,203.39,0.0,0.0,26.98,26.98,34740360.0,1434082060.8,0.0,1436.33,26.94,17.71,0.1074,19.37,0.4381,41.28
2017-05-19,17001318.0,703259519.07,6.82,13.71,5.96,710.41,2.0,522404996.58,10266412.0,12629155.0,424670132.38,0.0,0.0,97572.0,0.0,0.0,20000.0,0.0,117.18,0.0,2836575.0,0.0,0.0,0.0,97572.0,0.83,172535.0,4173401.0,422.52,173.81,0.0,0.0,21.64,21.64,37178780.0,1537900234.7,0.0,1534.95,21.59,16.67,0.1152,21.98,0.3583,41.365
2017-05-22,17326618.0,720440776.44,6.95,13.94,6.08,726.58,2.0,539037340.38,10262837.0,12963861.0,426728762.46,0.0,0.0,321483.0,26.08,0.0,20563.0,0.0,18.55,611403.0,458182.0,0.0,0.0,26.08,321483.0,0.84,133124.0,297260.0,423.95,11.37,0.0,0.0,20.98,20.98,38655404.0,1607291698.32,0.0,1602.35,20.92,15.67,0.1136,22.02,0.3542,41.58
2017-05-23,16792788.0,700763043.24,6.73,13.51,5.89,707.0,2.0,556373946.57,9521797.0,13332709.0,397344588.81,0.0,0.0,612645.0,14.86,0.0,858126.0,0.0,58.04,309769.0,1417296.0,0.0,0.0,14.86,612645.0,33.48,63611.0,799047.0,396.29,33.52,0.0,0.0,19.31,19.31,39787416.0,1660328869.68,0.0,1660.54,19.27,11.88,0.1096,23.17,0.3406,41.73
2017-05-24,15677512.0,662453269.56,6.29,12.7,5.5,666.23,2.0,535959504.41,8621902.0,12683931.0,364318469.01,0.0,0.0,497346.0,25.01,0.0,0.0,0.0,48.1,555606.0,1431172.0,0.0,0.0,25.01,497346.0,0.0,33931.0,1204384.0,371.02,46.16,0.0,0.0,17.55,17.55,40505432.0,1711557029.16,0.0,1690.43,18.0,13.39,0.1231,24.56,0.3191,42.255
2017-05-25,16044859.0,679259105.77,6.43,13.05,5.63,684.44,2.0,558300305.79,7861279.0,13187677.0,332807246.46,0.0,0.0,78822.0,15.64,0.0,1035098.0,0.0,55.67,334370.0,1322364.0,0.0,0.0,15.64,78822.0,43.74,482919.0,865722.0,331.99,36.96,0.0,0.0,16.03,16.03,41191588.0,1743845877.98,0.0,1741.14,16.01,11.75,0.1141,23.97,0.3271,42.335
2017-05-26,14453252.0,611372559.6,5.8,11.71,5.07,617.22,2.0,502719468.3,7516451.0,11884621.0,317945877.3,0.0,0.0,226561.0,1.35,0.0,0.0,0.0,35.2,31038.0,830902.0,0.0,0.0,1.35,226561.0,0.0,259513.0,1334094.0,317.97,55.97,0.0,0.0,15.3,15.3,41598024.0,1759596415.2,0.0,1761.45,15.29,12.92,0.1236,26.47,0.2943,42.3
2017-05-29,14965466.0,631841974.52,6.0,12.15,5.25,639.34,2.0,514879570.76,7730089.0,12195158.0,326364357.58,0.0,0.0,205845.0,10.0,0.0,72384.0,0.0,7.92,238153.0,186916.0,0.0,0.0,10.0,205845.0,3.06,194709.0,0.0,327.11,0.0,0.0,0.0,15.71,15.71,41474384.0,1751048492.48,0.0,1753.45,15.72,12.53,0.1174,25.57,0.3041,42.22
2017-05-30,14896166.0,630033340.97,5.97,12.27,5.22,635.94,2.0,510141227.09,7600187.0,12061502.0,321449909.17,0.0,0.0,32353.0,4.12,0.0,0.0,0.0,10.37,90998.0,240334.0,0.0,0.0,4.12,32353.0,0.0,78079.0,224654.0,320.87,9.56,0.0,0.0,15.4,15.4,41736628.0,1765250681.26,0.0,1763.16,15.4,12.82,0.1178,25.76,0.3019,42.295
2017-05-31,14774603.0,624448595.79,5.92,12.21,5.18,630.86,2.0,508010211.4,7490888.0,12019643.0,316602381.32,0.0,0.0,0.0,0.84,0.0,0.0,0.0,4.69,15227.0,111464.0,0.0,0.0,0.84,0.0,0.0,2165.0,57086.0,316.18,2.31,0.0,0.0,15.24,15.24,41656676.0,1760619411.14,0.0,1759.01,15.24,12.9,0.119,25.96,0.3006,42.265
2017-06-01,14649459.0,628315296.51,5.87,11.85,5.14,630.83,2.0,504519702.12,7609380.0,11763108.0,326366308.2,0.0,0.0,60625.0,4.82,0.0,0.0,0.0,7.05,49162.0,166424.0,0.0,0.0,4.82,60625.0,0.0,224291.0,305697.0,322.99,12.67,0.0,0.0,15.48,15.48,41537308.0,1781535140.12,0.0,1768.86,15.44,13.07,0.1229,26.58,0.2981,42.89
2017-06-02,15298255.0,663179354.25,6.13,12.39,5.36,665.13,2.0,544743946.35,8127469.0,12566181.0,352325781.15,0.0,0.0,725524.0,39.06,0.0,0.0,0.0,16.6,855228.0,402239.0,0.0,0.0,39.06,725524.0,0.0,194804.0,52155.0,348.6,0.53,0.0,0.0,16.5,16.5,41134532.0,1783181962.2,0.0,1771.38,16.44,14.07,0.1251,25.36,0.3105,43.35
2017-06-05,15279182.0,654712948.7,6.13,12.49,5.36,666.03,2.0,536257594.55,8264598.0,12514763.0,354138024.3,0.0,0.0,65000.0,6.24,0.0,0.0,0.0,1.47,125948.0,41633.0,0.0,0.0,6.24,65000.0,0.0,113762.0,177366.0,357.73,7.16,0.0,0.0,16.69,16.69,41257408.0,1767879932.8,0.0,1779.13,16.74,14.34,0.1263,25.47,0.3085,42.85
2017-06-06,16044355.0,675387123.73,6.34,13.66,5.56,688.7,2.0,557366845.55,8847623.0,13240690.0,372440690.19,0.0,0.0,459362.0,27.51,0.0,9928.0,0.0,1.01,788252.0,23253.0,0.0,0.0,27.51,459362.0,0.03,146916.0,72253.0,377.45,3.85,0.0,0.0,17.88,17.88,40622592.0,1710008010.24,0.0,1725.18,17.95,14.17,0.1237,24.59,0.3243,42.095
2017-06-07,15687291.0,656042509.62,6.2,14.15,5.43,667.08,2.0,541124787.96,8794363.0,12939378.0,367780260.66,0.0,0.0,60100.0,6.43,0.0,60363.0,0.0,7.12,189307.0,157490.0,0.0,0.0,6.43,60100.0,2.61,44130.0,550982.0,370.35,26.06,0.0,0.0,17.71,17.71,40852376.0,1708446364.32,0.0,1714.36,17.77,14.48,0.1308,25.51,0.316,41.82
