DATE,MF FP Equity_DX_SI_QTY,MF FP Equity_DX_SHORT_INTEREST_VALUE,MF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MF FP Equity_DX_SI_MV,MF FP Equity_DX_DSS,MF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MF FP Equity_DX_SUPPLY_SI_QTY,MF FP Equity_DX_BROKER_SI_QTY,MF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MF FP Equity_DX_BROKER_SI_MV_NEW_x,MF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MF FP Equity_DX_SUPPLY_SI_QTY_INC_x,MF FP Equity_DX_BROKER_SI_MV_INC_x,MF FP Equity_DX_SUPPLY_SI_MV_NEW,MF FP Equity_DX_BROKER_SI_QTY_ADD,MF FP Equity_DX_BROKER_SI_QTY_NEW,MF FP Equity_DX_SUPPLY_SI_MV_DEC,MF FP Equity_DX_BROKER_SI_QTY_INC,MF FP Equity_DX_SUPPLY_SI_QTY_DEC,MF FP Equity_DX_BROKER_SI_MV_NEW_y,MF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MF FP Equity_DX_BROKER_SI_MV_INC_y,MF FP Equity_DX_SUPPLY_SI_QTY_INC_y,MF FP Equity_DX_BROKER_SI_MV_ADD,MF FP Equity_DX_SUPPLY_SI_QTY_ADD,MF FP Equity_DX_BROKER_SI_QTY_DEC,MF FP Equity_DX_SUPPLY_SI_MV,MF FP Equity_DX_BROKER_SI_MV_DEC,MF FP Equity_DX_SUPPLY_SI_MV_RMV,MF FP Equity_DX_BROKER_SI_MV_RMV,MF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MF FP Equity_DX_UTILIZATION_QUANTITY,MF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MF FP Equity_DX_ACTIVE_UTILIZATION_MV,MF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MF FP Equity_DX_BROKER_SI_CON_RATIO,MF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MF FP Equity_DX_DEMAND_SUPPLY_RATIO,MF FP Equity_PX_LAST
2006-07-31,362862.0,25804024.77,1.17,9.91,0.66,32.73,0.0,14143636.67,254510.0,198891.0,18098842.93,0.0,0.0,5795.0,0.64,0.0,0.0,0.0,0.21,7309.0,2208.0,0.0,0.0,0.64,5795.0,0.0,0.0,3364.0,22.95,0.4,0.0,0.0,15.35,15.35,1403990.0,99841241.95,0.0,126.82,15.33,22.51,0.1878,29.79,0.2188,89.9
2006-08-01,355218.0,25077801.35,1.14,9.43,0.65,31.78,0.0,13488660.15,248117.0,191062.0,17516648.48,0.0,0.0,1805.0,0.0,0.0,0.0,0.0,0.82,76.0,8197.0,0.0,0.0,0.0,1805.0,0.0,0.0,7905.0,22.16,0.76,0.0,0.0,14.93,14.93,1413275.0,99774869.82,0.0,126.79,14.88,23.06,0.1913,30.53,0.2138,89.25
2006-08-02,351599.0,25016990.71,1.13,9.48,0.64,31.52,0.0,13183123.55,247377.0,185281.0,17601381.44,0.0,2716.0,1381.0,0.0,0.24,0.0,0.0,0.41,0.0,4838.0,0.0,2716.0,0.0,1381.0,0.0,0.0,5781.0,22.19,0.54,0.0,0.0,14.85,14.85,1418813.0,100951457.89,0.0,127.27,14.85,23.1,0.192,31.09,0.211,89.95
2006-08-03,352690.0,24648243.08,1.13,9.27,0.64,31.46,0.0,13170306.37,250058.0,188453.0,17475659.55,0.0,0.0,5397.0,0.61,0.0,0.0,0.0,0.0,6926.0,0.0,0.0,0.0,0.61,5397.0,0.0,0.0,3754.0,22.27,0.31,0.24,0.0,15.2,15.2,1394708.0,97471155.44,2716.0,124.62,15.16,23.34,0.1909,30.71,0.2144,88.35
2006-08-04,351794.0,25170003.02,1.13,9.65,0.64,31.57,0.0,13476054.85,223978.0,188351.0,16025079.84,0.0,0.0,19.0,0.24,0.0,0.0,0.0,2.31,3199.0,26099.0,0.0,0.0,0.24,19.0,0.0,0.0,3301.0,20.12,0.29,0.0,0.0,13.66,13.66,1415909.0,101304836.95,0.0,127.26,13.65,22.78,0.1898,31.0,0.2145,90.45
2006-08-07,345211.0,24289403.34,1.11,9.47,0.63,30.9,0.0,12706217.91,227809.0,180586.0,16028877.08,0.0,0.0,3831.0,0.34,0.0,0.0,0.0,0.0,3877.0,0.0,0.0,0.0,0.34,3831.0,0.0,0.0,11642.0,20.37,1.04,0.0,0.0,13.86,13.86,1416194.0,99644875.97,0.0,127.16,13.81,23.95,0.1942,31.6,0.21,88.95
2006-08-08,345895.0,24515376.21,1.11,9.4,0.63,30.96,0.0,11593906.45,229403.0,163582.0,16258982.78,0.0,0.0,18253.0,0.0,0.0,0.0,0.0,1.49,0.0,16658.0,0.0,0.0,0.0,18253.0,0.0,0.0,17003.0,20.52,1.52,0.0,0.0,13.97,13.97,1412966.0,100144243.38,0.0,126.88,13.92,22.52,0.1834,31.59,0.2106,89.6
2006-08-09,341103.0,24175742.27,1.1,9.3,0.62,30.53,0.0,11106710.35,238711.0,156708.0,16918689.11,0.0,2716.0,7360.0,0.78,0.24,0.0,0.0,0.07,8638.0,769.0,0.0,2716.0,0.78,7360.0,0.0,0.0,15512.0,21.37,1.4,0.0,0.0,14.41,14.41,1418363.0,100526756.82,0.0,126.94,14.41,23.04,0.1928,32.06,0.2058,89.6
2006-08-10,337466.0,23744457.13,1.08,9.24,0.62,30.17,0.0,10943111.09,237843.0,155528.0,16734879.71,0.0,0.0,1857.0,0.08,0.0,0.0,0.0,0.0,820.0,9.0,0.0,0.0,0.08,1857.0,0.0,0.0,2000.0,21.26,0.18,0.24,0.0,14.66,14.66,1384068.0,97384457.35,2716.0,123.73,14.66,23.37,0.1956,32.12,0.2081,88.95
2006-08-11,336316.0,23942875.48,1.08,9.33,0.61,30.21,0.0,11015120.92,237211.0,154725.0,16887431.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,21.32,0.05,0.0,0.0,14.64,14.64,1382908.0,98451438.67,0.0,124.28,14.65,23.15,0.1961,32.38,0.2076,90.0
2006-08-14,342139.0,24357424.19,1.1,9.42,0.63,30.83,0.0,11437429.52,242656.0,160657.0,17275069.85,0.0,0.0,5640.0,0.59,0.0,0.0,0.0,0.0,5932.0,195.0,0.0,0.0,0.59,5640.0,0.0,0.0,0.0,21.88,0.0,0.0,0.0,14.98,14.98,1376736.0,98012044.09,0.0,123.95,15.0,22.92,0.1946,31.66,0.2113,90.0
2006-08-15,343080.0,24424415.49,1.1,9.51,0.63,30.83,0.0,11507624.44,242681.0,161643.0,17276849.64,0.0,0.0,26.0,0.07,0.0,0.0,0.0,0.01,986.0,1.0,0.0,0.0,0.07,26.0,0.0,0.0,0.0,21.81,0.0,0.0,0.0,14.98,14.98,1377378.0,98057749.1,0.0,123.75,14.99,22.9,0.194,31.57,0.2118,90.0
2006-08-16,352166.0,25280189.59,1.13,9.89,0.64,31.75,0.0,12033871.59,245699.0,167638.0,17637470.12,0.0,2716.0,439.0,0.56,0.25,0.0,0.0,0.0,6200.0,137.0,0.0,2716.0,0.56,439.0,0.0,0.0,206.0,22.17,0.0,0.0,0.0,14.98,14.98,1394092.0,100074709.28,0.0,126.06,14.96,22.18,0.1923,31.11,0.2148,90.75
2006-08-17,318656.0,23013313.1,1.02,9.02,0.58,29.04,0.0,9927134.53,236960.0,137457.0,17113233.94,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.45,0.0,6047.0,0.0,0.0,0.0,23.0,0.0,0.0,30181.0,21.6,2.58,0.25,0.0,14.68,14.68,1377158.0,99458250.42,2716.0,125.29,14.71,24.7,0.2061,34.19,0.1974,91.3
2006-08-18,317833.0,22953876.1,1.02,8.96,0.58,29.03,0.0,9876363.92,235972.0,136754.0,17041880.65,0.0,0.0,168.0,0.04,0.0,0.0,0.0,0.07,255.0,1155.0,0.0,0.0,0.04,168.0,0.0,0.0,957.0,21.55,0.07,0.0,0.0,14.69,14.69,1370005.0,98941661.28,0.0,124.77,14.73,24.88,0.2062,34.14,0.1979,91.3
2006-08-21,316558.0,22761634.49,1.02,8.74,0.58,28.85,0.0,9844598.54,234016.0,136914.0,16826574.14,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.23,159.0,2132.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,21.31,0.0,0.0,0.0,14.58,14.58,1371558.0,98619848.1,0.0,124.64,14.6,25.03,0.2078,34.35,0.1972,90.9
2006-08-22,315538.0,22588454.43,1.01,8.74,0.58,28.72,0.0,9742218.61,233733.0,136089.0,16732270.66,0.0,0.0,376.0,0.0,0.0,0.0,0.0,0.06,0.0,659.0,0.0,0.0,0.0,376.0,0.0,0.0,824.0,21.26,0.08,0.0,0.0,14.61,14.61,1366384.0,97815485.65,0.0,124.1,14.63,25.07,0.209,34.51,0.1972,90.5
2006-08-23,317682.0,22741937.2,1.02,8.83,0.58,29.04,0.0,9700769.67,236250.0,135510.0,16912455.42,0.0,2716.0,0.0,0.0,0.25,0.0,0.0,0.04,0.0,858.0,0.0,2716.0,0.0,0.0,0.0,659.0,580.0,21.61,0.03,0.0,0.0,14.49,14.49,1394601.0,99835459.22,0.0,118.79,15.39,24.63,0.2076,34.69,0.1948,90.5
2006-08-24,312059.0,22228322.96,1.0,9.18,0.57,28.46,0.0,9403937.07,232605.0,132020.0,16568722.78,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.14,153.0,1448.0,0.0,0.0,0.0,519.0,0.0,0.0,3643.0,21.24,0.34,0.25,0.0,14.38,14.38,1384564.0,98624092.7,2716.0,117.58,15.3,25.18,0.212,35.15,0.193,90.05
2006-08-25,312712.0,22287204.94,1.01,9.14,0.57,28.44,0.0,9540866.84,231524.0,133868.0,16500878.88,0.0,0.0,3995.0,0.31,0.0,0.0,0.0,0.48,3594.0,5076.0,0.0,0.0,0.31,3995.0,0.0,0.0,1746.0,21.08,0.18,0.0,0.0,14.4,14.4,1376511.0,98104910.45,0.0,116.81,15.29,25.06,0.2126,35.14,0.1945,90.1
2006-08-28,312999.0,22307659.63,1.01,9.12,0.57,28.44,0.0,9520340.87,233248.0,133580.0,16623749.58,0.0,0.0,2337.0,0.02,0.0,0.0,0.0,0.07,376.0,613.0,0.0,0.0,0.02,2337.0,0.0,0.0,663.0,21.2,0.06,0.0,0.0,14.61,14.61,1362932.0,97137125.54,0.0,115.5,15.51,25.07,0.2127,35.17,0.1961,90.1
2006-08-29,314871.0,22528252.39,1.07,9.14,0.58,28.57,0.0,9717732.97,234068.0,135822.0,16746994.74,0.0,0.0,820.0,0.15,0.0,400.0,0.0,0.0,1842.0,0.0,0.0,0.0,0.15,820.0,0.04,0.0,0.0,21.25,0.0,0.0,0.0,14.66,14.66,1362895.0,97511814.5,0.0,115.53,15.53,24.94,0.2102,34.93,0.1972,90.45
2006-08-30,287595.0,20565346.45,0.97,8.18,0.53,26.18,0.0,9719440.38,177296.0,135921.0,12678084.34,0.0,2716.0,0.0,0.03,0.25,0.0,0.0,5.38,100.0,59489.0,0.0,2716.0,0.03,0.0,0.0,0.0,0.0,16.15,0.0,0.0,0.0,11.54,11.54,1359227.0,97195619.41,0.0,123.36,11.58,24.72,0.2081,34.8,0.1872,90.4
2006-08-31,275025.0,19644735.79,0.93,7.94,0.5,25.06,0.0,9002614.02,162814.0,126036.0,11629626.44,0.0,0.0,32.0,0.19,0.0,0.0,0.0,1.06,2020.0,11798.0,0.0,0.0,0.19,32.0,0.0,0.0,11906.0,14.84,1.07,0.25,0.0,10.69,10.69,1359673.0,97119959.42,2716.0,123.54,10.72,25.82,0.2238,36.12,0.1806,90.3
2006-09-01,272498.0,19766006.02,0.92,8.07,0.5,24.98,0.0,8986018.7,160788.0,123883.0,11662972.11,0.0,0.0,618.0,0.0,0.0,0.0,0.0,0.21,0.0,2644.0,0.0,0.0,0.0,618.0,0.0,0.0,2152.0,14.78,0.16,0.0,0.0,10.64,10.64,1350096.0,97931014.75,0.0,123.19,10.71,25.87,0.2257,36.46,0.1804,91.7
2006-09-04,282469.0,20980829.43,0.96,8.09,0.52,26.31,0.0,9198559.41,201192.0,123842.0,14943852.37,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.01,0.0,808.0,0.0,0.0,0.0,129.0,0.0,41084.0,42.0,18.82,0.0,0.0,0.0,13.35,13.35,1306265.0,97024888.26,0.0,120.38,13.52,25.86,0.2247,36.32,0.1874,93.9
2006-09-05,278675.0,20280194.02,0.94,7.58,0.51,26.06,0.0,8748992.5,202320.0,120222.0,14723562.77,0.0,0.0,1566.0,0.13,0.0,0.0,0.0,0.02,720.0,439.0,0.0,0.0,0.13,1566.0,0.0,0.0,4339.0,18.94,0.38,0.0,0.0,13.39,13.39,1308935.0,95255963.97,0.0,120.29,13.6,26.16,0.2276,36.31,0.1844,92.0
2006-09-06,291095.0,21114964.22,0.98,8.03,0.53,26.98,0.0,8785600.81,213503.0,121120.0,15486724.98,0.0,2716.0,29703.0,0.02,0.25,0.0,0.0,1.99,897.0,21236.0,0.0,2716.0,0.02,29703.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,13.8,13.8,1333447.0,96723357.32,0.0,122.92,13.88,25.29,0.2166,35.46,0.1882,91.7
2006-09-07,345907.0,24776164.39,1.17,9.49,0.63,31.98,0.0,13342471.67,199420.0,186278.0,14283789.29,0.0,0.0,280.0,6.04,0.0,0.0,0.0,1.09,65158.0,11647.0,0.0,0.0,6.04,280.0,0.0,0.0,0.0,18.43,0.0,0.25,0.0,13.0,13.0,1334218.0,95565584.09,2716.0,122.59,13.07,29.41,0.2512,38.19,0.2255,90.55
2006-09-08,288550.0,20827647.57,0.98,7.9,0.53,26.56,0.0,9295894.12,199429.0,128787.0,14394860.26,0.0,0.0,253.0,0.03,0.0,0.0,0.0,0.03,300.0,244.0,0.0,0.0,0.03,253.0,0.0,0.0,57791.0,18.38,5.37,0.0,0.0,13.0,13.0,1334628.0,96333951.19,0.0,122.47,13.05,25.28,0.2187,35.71,0.1881,91.25
2006-09-11,287822.0,21059690.67,0.97,7.86,0.53,26.64,0.0,9457405.12,194978.0,129254.0,14266374.24,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.35,467.0,4451.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,18.08,0.0,0.0,0.0,12.76,12.76,1332678.0,97510914.52,0.0,122.89,12.83,25.41,0.2199,35.81,0.1884,92.5
2006-09-12,283966.0,21047097.03,0.96,7.11,0.52,26.66,0.0,9334838.1,193298.0,125945.0,14326932.67,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.02,0.0,1682.0,0.0,0.0,0.0,3.0,0.0,0.0,3310.0,18.19,0.2,0.0,0.0,12.64,12.64,1335661.0,98997016.08,0.0,124.47,12.75,25.74,0.2234,36.15,0.1857,93.7
2006-09-13,276781.0,20459821.87,0.94,6.92,0.51,25.9,0.0,9387992.08,175345.0,127001.0,12961610.32,0.0,663.0,10287.0,0.19,0.06,0.0,0.0,2.71,2103.0,28904.0,0.0,663.0,0.19,10287.0,0.0,0.0,1047.0,16.4,0.09,0.0,0.0,10.73,10.73,1459484.0,107885955.53,0.0,136.54,10.72,25.9,0.2227,35.87,0.1693,93.45
2006-09-14,275422.0,20272218.27,0.93,7.14,0.5,25.73,0.0,9274277.46,193203.0,126002.0,14220553.86,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.1,0.0,920.0,0.0,0.0,0.0,339.0,0.0,19103.0,999.0,18.02,0.09,0.06,0.0,11.91,11.91,1429217.0,105196385.82,663.0,133.62,11.89,25.99,0.223,35.89,0.1698,93.05
2006-09-15,277557.0,20550117.15,0.94,7.05,0.51,25.99,0.0,9503236.22,192451.0,128354.0,14248931.19,0.0,0.0,792.0,0.41,0.0,0.0,0.0,0.11,4384.0,1543.0,0.0,0.0,0.41,792.0,0.0,0.0,2032.0,18.01,0.18,0.0,0.0,11.26,11.26,1516650.0,112291656.01,0.0,142.18,11.24,25.76,0.2198,35.61,0.1624,93.6
2006-09-18,273711.0,20330315.2,0.93,6.91,0.5,25.64,0.0,9288062.68,190640.0,125047.0,14160085.97,0.0,0.0,112.0,0.04,0.0,0.0,0.0,0.19,416.0,1924.0,0.0,0.0,0.04,112.0,0.0,0.0,3723.0,17.84,0.34,0.0,0.0,11.17,11.17,1515455.0,112562804.66,0.0,141.98,11.16,26.27,0.2247,36.09,0.1604,93.9
2006-09-19,269113.0,19829136.63,0.91,6.81,0.49,25.25,0.0,8879502.02,188652.0,120509.0,13900503.82,0.0,0.0,129.0,0.02,0.0,0.0,0.0,0.18,95.0,2117.0,0.0,0.0,0.02,129.0,0.0,0.0,4634.0,17.67,0.42,0.0,0.0,11.03,11.03,1521514.0,112110187.9,0.0,142.63,11.03,26.77,0.2298,36.62,0.1574,93.15
