DATE,ADP FP Equity_DX_SI_QTY,ADP FP Equity_DX_SHORT_INTEREST_VALUE,ADP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ADP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ADP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ADP FP Equity_DX_SI_MV,ADP FP Equity_DX_DSS,ADP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ADP FP Equity_DX_SUPPLY_SI_QTY,ADP FP Equity_DX_BROKER_SI_QTY,ADP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ADP FP Equity_DX_BROKER_SI_MV_NEW_x,ADP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ADP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ADP FP Equity_DX_BROKER_SI_MV_INC_x,ADP FP Equity_DX_SUPPLY_SI_MV_NEW,ADP FP Equity_DX_BROKER_SI_QTY_ADD,ADP FP Equity_DX_BROKER_SI_QTY_NEW,ADP FP Equity_DX_SUPPLY_SI_MV_DEC,ADP FP Equity_DX_BROKER_SI_QTY_INC,ADP FP Equity_DX_SUPPLY_SI_QTY_DEC,ADP FP Equity_DX_BROKER_SI_MV_NEW_y,ADP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ADP FP Equity_DX_BROKER_SI_MV_INC_y,ADP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ADP FP Equity_DX_BROKER_SI_MV_ADD,ADP FP Equity_DX_SUPPLY_SI_QTY_ADD,ADP FP Equity_DX_BROKER_SI_QTY_DEC,ADP FP Equity_DX_SUPPLY_SI_MV,ADP FP Equity_DX_BROKER_SI_MV_DEC,ADP FP Equity_DX_SUPPLY_SI_MV_RMV,ADP FP Equity_DX_BROKER_SI_MV_RMV,ADP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ADP FP Equity_DX_UTILIZATION_QUANTITY,ADP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ADP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ADP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ADP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ADP FP Equity_DX_ACTIVE_UTILIZATION_MV,ADP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ADP FP Equity_DX_BROKER_SI_CON_RATIO,ADP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ADP FP Equity_DX_DEMAND_SUPPLY_RATIO,ADP FP Equity_PX_LAST
2006-07-17,417307.0,14810047.75,0.42,1.89,0.42,19.66,0.0,14810047.75,2188.0,417307.0,77651.19,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.29,0.29,748617.0,26568098.59,0.0,35.26,0.29,21.39,0.533,69.32,0.5558,45.97
2006-07-18,407307.0,14474018.86,1.57,1.81,0.41,19.0,0.0,14474018.86,2171.0,407307.0,77148.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.1,0.49,0.0,0.0,0.28,0.28,759995.0,27007102.66,0.0,35.44,0.28,21.81,0.5573,71.15,0.5344,46.03
2006-07-19,388749.0,14255720.76,1.24,1.71,0.39,18.07,0.0,14198037.66,3737.0,387176.0,137038.63,0.0,0.0,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,0.0,0.0,20131.0,0.17,1.02,0.0,0.0,0.49,0.49,756172.0,27729400.92,0.0,35.15,0.49,20.02,0.6067,75.19,0.5116,47.5
2006-07-20,388755.0,14345978.3,1.24,1.69,0.39,18.65,0.0,14287709.47,3751.0,387176.0,138420.77,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.52,0.52,717971.0,26494826.79,0.0,34.45,0.52,20.16,0.607,75.17,0.5386,47.8
2006-07-21,389741.0,14292098.15,1.25,1.67,0.39,18.79,0.0,14198037.66,4734.0,387176.0,173599.37,0.0,0.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.66,0.66,713547.0,26166309.83,0.0,34.4,0.66,20.07,0.6083,75.28,0.5426,47.5
2006-07-24,389761.0,14410183.24,1.25,1.66,0.39,18.72,0.0,14314611.02,4771.0,387176.0,176392.67,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.66,0.66,716604.0,26494171.94,0.0,34.41,0.66,20.22,0.6062,75.1,0.5403,47.89
2006-07-25,398759.0,14604324.15,1.28,1.69,0.4,19.29,0.0,14509723.23,2583.0,396176.0,94600.92,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.1,9000.0,2187.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.36,0.36,712317.0,26088209.59,0.0,34.46,0.36,19.75,0.5817,73.45,0.5578,47.44
2006-07-26,404120.0,15028418.34,1.29,1.7,0.41,19.32,0.0,14893797.75,3620.0,400500.0,134620.59,0.0,0.0,836.0,0.35,0.0,0.0,0.0,0.0,7300.0,0.0,0.0,0.0,0.35,836.0,0.0,200.0,2976.0,0.17,0.14,0.0,0.0,0.49,0.49,730944.0,27182352.32,0.0,34.95,0.49,19.29,0.5707,72.8,0.5502,48.17
2006-07-27,404147.0,15210387.02,1.29,1.68,0.41,19.65,0.0,15073129.34,3647.0,400500.0,137257.68,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.5,0.5,721350.0,27148568.91,0.0,35.07,0.5,19.48,0.5699,72.7,0.5574,48.75
2006-07-28,396401.0,14934161.68,1.27,1.62,0.4,19.48,0.0,14827166.44,2840.0,393561.0,106995.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,6939.0,0.14,0.33,0.0,0.0,0.4,0.4,713477.0,26879803.21,0.0,35.05,0.4,19.74,0.5898,74.08,0.5534,48.8
2006-07-31,398392.0,14849237.57,1.27,2.59,0.4,19.61,0.0,14701264.04,3971.0,394422.0,148010.81,0.0,0.0,1051.0,0.0,0.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,0.04,80.0,0.0,0.19,0.0,0.0,0.0,0.55,0.55,711826.0,26531841.47,0.0,0.0,302.51,19.71,0.5834,73.66,0.5563,48.28
2006-08-01,385885.0,14106009.3,1.23,2.85,0.39,18.79,0.0,13961324.78,3959.0,381927.0,144721.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,0.19,0.61,0.0,0.0,0.55,0.55,719057.0,26285097.19,0.0,0.0,301.66,20.29,0.6204,76.05,0.5335,47.35
2006-08-02,456377.0,16552479.05,1.46,3.86,0.46,21.84,0.0,13712555.78,78301.0,378076.0,2839923.27,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,74327.0,3851.0,3.75,0.19,0.0,0.0,10.74,10.74,650464.0,23591880.69,0.0,0.0,5994.67,17.22,0.4679,64.11,0.626,46.98
2006-08-03,457630.0,16643853.2,1.46,4.14,0.46,21.72,0.0,13750463.9,79555.0,378075.0,2893389.29,0.0,0.0,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.0,0.0,0.0,1.0,3.77,0.0,0.0,0.0,10.77,10.77,658841.0,23961831.35,0.0,31.26,10.77,17.13,0.4669,64.01,0.6198,47.11
2006-08-04,448878.0,16495350.9,1.44,4.23,0.45,21.34,0.0,13562716.68,79804.0,369074.0,2932634.22,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,259.0,0.0,0.0,9001.0,3.79,0.43,0.0,0.0,10.75,10.75,662792.0,24356254.08,0.0,31.51,10.75,17.41,0.4859,65.34,0.6045,47.6
2006-08-07,482459.0,17725659.5,1.54,4.64,0.49,23.19,0.0,14662111.32,83384.0,399075.0,3063548.18,0.0,0.0,4249.0,0.0,0.0,30000.0,0.0,0.0,1.0,669.0,0.0,0.0,0.0,4249.0,1.42,0.0,0.0,4.01,0.0,0.0,0.0,11.32,11.32,652989.0,23990972.64,0.0,31.38,11.32,16.46,0.4311,61.27,0.6552,47.59
2006-08-08,482656.0,17729171.14,1.54,4.72,0.49,23.18,0.0,14659030.39,83581.0,399075.0,3070140.75,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,11.33,11.33,653892.0,24019100.93,0.0,31.41,11.33,16.42,0.4311,61.26,0.6545,47.58
2006-08-09,481818.0,17661192.17,1.54,4.89,0.49,23.13,0.0,14628221.17,82743.0,399075.0,3032971.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.0,0.0,0.0,11.36,11.36,645940.0,23677136.33,0.0,31.01,11.35,16.43,0.4322,61.39,0.6612,47.48
2006-08-10,617876.0,22505338.43,1.98,6.39,0.62,29.58,0.0,19483153.65,82973.0,534903.0,3022184.78,0.0,0.0,230.0,6.46,0.0,0.0,0.0,0.0,135828.0,0.0,0.0,0.0,6.46,230.0,0.0,0.0,0.0,3.97,0.0,0.0,0.0,11.37,11.37,647047.0,23567854.58,0.0,30.97,11.37,26.98,0.3321,47.75,0.8464,47.18
2006-08-11,618476.0,22441247.46,1.98,6.81,0.62,29.48,0.0,19408821.99,83573.0,534903.0,3032425.47,0.0,0.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,11.36,11.36,652327.0,23669522.55,0.0,31.08,11.36,27.07,0.3314,47.61,0.8404,47.0
2006-08-14,583628.0,21176796.47,1.87,6.64,0.59,27.73,0.0,18138855.72,83725.0,499903.0,3037940.75,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,194.0,0.0,0.0,35000.0,3.98,1.67,0.0,0.0,11.35,11.35,653980.0,23729501.25,0.0,31.06,11.35,22.71,0.3415,50.46,0.7911,47.0
2006-08-15,583705.0,21625713.68,1.87,6.74,0.59,27.7,0.0,18524597.34,83703.0,500002.0,3101116.34,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.01,99.0,122.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.97,0.0,0.0,0.0,11.36,11.36,653154.0,24198732.91,0.0,31.01,11.36,22.75,0.3418,50.5,0.7922,47.99
2006-08-16,537543.0,19670610.44,1.72,6.15,0.54,25.95,0.0,16634991.92,82955.0,454588.0,3035618.53,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,34.0,0.0,0.0,45414.0,4.0,2.16,0.0,0.0,10.63,10.63,697591.0,25527336.07,0.0,33.66,10.63,15.88,0.3702,55.11,0.6887,47.4
2006-08-17,488188.0,17789157.65,1.56,5.73,0.49,23.37,0.0,14727758.58,84014.0,404174.0,3061399.07,0.0,0.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,0.0,0.0,50414.0,4.02,2.4,0.0,0.0,10.72,10.72,699758.0,25498589.43,0.0,33.48,10.72,16.26,0.4234,60.62,0.6229,47.2
2006-08-18,468377.0,17139580.48,1.5,5.49,0.47,22.33,0.0,14054670.43,84302.0,384075.0,3084910.05,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,20099.0,4.02,0.96,0.0,0.0,10.73,10.73,701067.0,25654535.27,0.0,33.42,10.73,16.94,0.4558,63.22,0.5964,47.4
2006-08-21,468238.0,17098345.25,1.5,5.56,0.47,22.39,0.0,14025019.23,84163.0,384075.0,3073326.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,10.73,10.73,700167.0,25567547.06,0.0,33.47,10.73,16.88,0.4566,63.31,0.597,47.3
2006-08-22,469322.0,17166914.91,1.5,5.59,0.47,22.45,0.0,14076722.45,84482.0,384840.0,3090192.46,0.0,0.0,319.0,0.04,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.04,319.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,10.74,10.74,702285.0,25688262.72,0.0,33.59,10.74,17.0,0.4534,63.02,0.5965,47.38
2006-08-23,473104.0,17276033.84,1.51,5.59,0.48,21.43,0.0,14052954.24,88264.0,384840.0,3223079.6,0.0,0.0,3782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,11.19,11.19,700590.0,25582993.48,0.0,22.76,11.7,17.87,0.4903,66.63,0.5997,47.3
2006-08-24,474778.0,17491107.42,1.52,5.6,0.48,21.48,0.0,14177737.34,89938.0,384840.0,3313370.08,0.0,0.0,1673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,11.4,11.4,698913.0,25748375.79,0.0,22.65,11.99,17.88,0.4902,66.61,0.6019,47.72
2006-08-25,474797.0,17521131.46,1.52,6.04,0.48,21.64,0.0,14201505.55,89957.0,384840.0,3319625.91,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,11.4,11.4,698917.0,25791689.16,0.0,22.68,12.01,17.88,0.4914,66.71,0.6019,47.8
2006-08-28,473882.0,17523950.24,1.52,6.07,0.48,21.61,0.0,14231215.81,89042.0,384840.0,3292734.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,11.29,11.29,699844.0,25879926.72,0.0,22.74,11.85,17.83,0.4919,66.77,0.6007,47.9
2006-08-29,473871.0,17457692.99,1.52,6.2,0.48,21.65,0.0,14177737.34,89031.0,384840.0,3279955.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,11.32,11.32,697678.0,25702877.64,0.0,22.63,11.9,17.84,0.4921,66.79,0.6023,47.72
2006-08-30,582405.0,21604527.48,1.86,7.65,0.59,28.01,0.0,17212250.49,118404.0,464000.0,4392239.89,0.0,0.0,30000.0,3.83,0.0,0.0,0.0,0.0,80000.0,627.0,0.0,0.0,3.83,30000.0,0.0,0.0,840.0,5.69,0.04,0.0,0.0,15.06,15.06,667618.0,24765535.02,0.0,32.05,15.06,16.55,0.3273,51.11,0.741,48.05
2006-08-31,600457.0,22714557.32,1.92,8.11,0.61,29.02,0.0,18233473.22,118457.0,482000.0,4481084.1,0.0,0.0,53.0,0.86,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.86,53.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,15.07,15.07,667591.0,25254154.82,0.0,32.12,15.07,18.99,0.319,49.66,0.7639,49.0
2006-09-01,600500.0,22484386.17,1.92,7.79,0.61,29.36,0.0,18047417.37,118500.0,482000.0,4436968.79,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,15.07,15.07,667645.0,24998481.27,0.0,32.07,15.1,18.77,0.3218,50.05,0.7639,48.5
2006-09-04,600386.0,22480117.69,1.92,7.81,0.61,29.3,0.0,18047417.37,118385.0,482000.0,4432662.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,15.06,15.06,667657.0,24998930.58,0.0,32.01,15.08,18.8,0.3225,50.14,0.7638,48.5
2006-09-05,424624.0,15695854.5,1.36,5.44,0.43,20.44,0.0,11347986.29,117624.0,307000.0,4347868.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0,5.63,8.81,0.0,0.0,14.96,14.96,668526.0,24711478.45,0.0,31.97,14.97,27.13,0.3345,47.25,0.5401,47.88
2006-09-06,423490.0,15810868.88,1.35,5.31,0.43,20.33,0.0,11424415.87,117489.0,306000.0,4386415.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.68,0.05,0.0,0.0,14.96,14.96,668022.0,24940395.88,0.0,32.34,14.95,27.03,0.3321,46.9,0.5391,48.36
2006-09-07,413189.0,15470942.61,1.32,5.26,0.42,19.94,0.0,11083061.29,117189.0,296000.0,4387881.32,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.02,0.0,400.0,0.0,0.0,0.0,99.0,0.0,0.0,10000.0,5.68,0.47,0.0,0.0,14.92,14.92,668372.0,25025702.17,0.0,32.4,14.91,25.15,0.3374,48.32,0.526,48.5
2006-09-08,411945.0,15551575.04,1.32,5.3,0.42,19.91,0.0,11174467.98,115945.0,296000.0,4377107.06,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.06,0.0,1250.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.61,0.0,0.0,0.0,14.76,14.76,669637.0,25279855.46,0.0,32.43,14.76,25.2,0.3401,48.56,0.5244,48.9
2006-09-11,411968.0,15584247.92,1.32,5.36,0.42,19.9,0.0,11197319.66,115968.0,296000.0,4386928.26,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,14.72,14.72,671843.0,25415002.8,0.0,32.47,14.72,25.22,0.3403,48.59,0.5229,49.0
2006-09-12,383857.0,14571221.44,1.23,4.97,0.39,18.65,0.0,10097366.74,117857.0,266000.0,4473854.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1900.0,30000.0,5.73,1.37,0.0,0.0,14.96,14.96,669908.0,25429724.65,0.0,32.57,14.96,26.95,0.3164,44.36,0.4873,49.17
2006-09-13,383827.0,15053085.18,1.23,5.03,0.39,18.74,0.0,10432097.42,117827.0,266000.0,4620987.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,0.0,0.0,0.0,31.8,31.8,252666.0,9909159.13,0.0,12.43,31.79,26.82,0.3158,44.3,1.036,50.8
2006-09-14,383993.0,15341221.73,1.23,4.8,0.39,19.04,0.0,10627185.86,117993.0,266000.0,4714035.87,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,5.83,0.0,0.0,0.0,31.83,31.83,252702.0,10095906.47,0.0,12.47,31.85,26.41,0.3192,45.06,1.0359,51.75
2006-09-15,389170.0,15533030.06,1.24,4.27,0.39,19.48,0.0,10816484.18,118170.0,271000.0,4716545.89,0.0,0.0,178.0,0.26,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.26,178.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,31.78,31.78,253616.0,10122632.66,0.0,12.54,31.82,27.18,0.3198,44.87,1.0468,51.7
2006-09-18,404944.0,16287670.58,1.29,4.12,0.41,20.24,0.0,11538253.03,118081.0,286864.0,4749457.78,0.0,0.0,0.0,0.0,0.0,15864.0,0.0,0.01,0.0,90.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,5.83,0.0,0.0,0.0,29.53,29.53,281811.0,11335011.1,0.0,13.96,29.44,26.13,0.2963,43.08,1.0126,52.1
2006-09-19,404831.0,16470647.09,1.29,3.88,0.41,20.32,0.0,11673287.5,117914.0,286917.0,4797359.59,0.0,0.0,104.0,0.01,0.0,0.0,0.0,0.01,53.0,270.0,0.0,0.0,0.01,104.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,25.77,25.77,339661.0,13819189.89,0.0,17.07,25.48,26.03,0.2972,43.25,0.8847,52.7
