DATE,BNP FP Equity_DX_SI_QTY,BNP FP Equity_DX_SHORT_INTEREST_VALUE,BNP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BNP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BNP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BNP FP Equity_DX_SI_MV,BNP FP Equity_DX_DSS,BNP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BNP FP Equity_DX_SUPPLY_SI_QTY,BNP FP Equity_DX_BROKER_SI_QTY,BNP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BNP FP Equity_DX_BROKER_SI_MV_NEW_x,BNP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BNP FP Equity_DX_SUPPLY_SI_QTY_INC_x,BNP FP Equity_DX_BROKER_SI_MV_INC_x,BNP FP Equity_DX_SUPPLY_SI_MV_NEW,BNP FP Equity_DX_BROKER_SI_QTY_ADD,BNP FP Equity_DX_BROKER_SI_QTY_NEW,BNP FP Equity_DX_SUPPLY_SI_MV_DEC,BNP FP Equity_DX_BROKER_SI_QTY_INC,BNP FP Equity_DX_SUPPLY_SI_QTY_DEC,BNP FP Equity_DX_BROKER_SI_MV_NEW_y,BNP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BNP FP Equity_DX_BROKER_SI_MV_INC_y,BNP FP Equity_DX_SUPPLY_SI_QTY_INC_y,BNP FP Equity_DX_BROKER_SI_MV_ADD,BNP FP Equity_DX_SUPPLY_SI_QTY_ADD,BNP FP Equity_DX_BROKER_SI_QTY_DEC,BNP FP Equity_DX_SUPPLY_SI_MV,BNP FP Equity_DX_BROKER_SI_MV_DEC,BNP FP Equity_DX_SUPPLY_SI_MV_RMV,BNP FP Equity_DX_BROKER_SI_MV_RMV,BNP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BNP FP Equity_DX_UTILIZATION_QUANTITY,BNP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BNP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BNP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BNP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BNP FP Equity_DX_ACTIVE_UTILIZATION_MV,BNP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BNP FP Equity_DX_BROKER_SI_CON_RATIO,BNP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BNP FP Equity_DX_DEMAND_SUPPLY_RATIO,BNP FP Equity_PX_LAST
2006-07-17,84456608.0,4036886097.08,9.71,18.2,9.13,6178.91,2.0,2161282093.56,57963152.0,45216672.0,2770542743.7,0.0,0.0,2409775.0,0.0,0.0,0.0,0.0,114.76,0.0,1189412.0,0.0,0.0,0.0,2409775.0,0.0,602828.0,1050514.0,4212.03,106.38,0.0,0.0,30.56,30.56,131724496.0,6296212920.92,0.0,9605.93,30.48,12.98,0.1449,29.99,0.4452,71.35
2006-07-18,76389648.0,3623152797.9,8.78,16.17,8.26,5529.52,2.0,1738703594.26,56613616.0,36658392.0,2685177724.73,0.0,0.0,910237.0,17.48,0.0,0.0,0.0,179.78,245000.0,2259775.0,0.0,0.0,17.48,910237.0,0.0,0.0,8803281.0,4072.96,671.57,0.0,0.0,29.66,29.66,134256032.0,6367749174.29,0.0,9714.79,29.54,14.44,0.1342,26.37,0.4002,70.8
2006-07-19,74183800.0,3615438320.25,8.53,15.68,8.02,5339.72,2.0,1754569188.35,54746108.0,36001336.0,2668118602.01,0.0,256685.0,481758.0,17.5,18.64,0.0,0.0,197.51,336445.0,2621338.0,0.0,256685.0,17.5,481758.0,0.0,15387.0,993500.0,3921.44,71.69,0.0,0.0,28.64,28.64,136415376.0,6648370370.11,0.0,9799.91,28.58,14.95,0.1432,27.61,0.3881,72.75
2006-07-20,66668300.0,3260326728.61,7.66,14.01,7.21,4900.18,2.0,1549268130.65,51088528.0,31679976.0,2498418189.21,0.0,0.0,495208.0,33.34,0.0,0.0,0.0,243.64,112578.0,3591979.0,0.0,0.0,33.34,495208.0,0.0,0.0,4433936.0,3735.47,318.97,40.52,0.0,27.09,27.09,137524048.0,6725435169.66,560810.0,10080.2,27.04,16.67,0.1658,31.25,0.3535,73.0
2006-07-21,66573404.0,3237846587.69,7.65,14.31,7.2,4899.17,2.0,1534017163.65,51133628.0,31540946.0,2486921698.28,0.0,0.0,61714.0,8.65,0.0,0.0,0.0,0.0,100454.0,16612.0,0.0,0.0,8.65,61714.0,0.0,0.0,239485.0,3741.13,17.22,0.0,0.0,27.1,27.1,137568336.0,6690737449.63,0.0,10072.55,27.08,16.74,0.1666,31.34,0.3528,72.6
2006-07-24,65907876.0,3284952807.42,7.57,14.32,7.13,4873.99,2.0,1554701390.45,50795016.0,31192858.0,2531703956.17,0.0,0.0,3744.0,7.72,0.0,0.0,0.0,15.05,98677.0,342356.0,0.0,0.0,7.72,3744.0,0.0,0.0,446766.0,3735.65,23.51,0.0,0.0,26.9,26.9,138048480.0,6880554638.66,0.0,10180.03,26.84,16.8,0.1671,31.37,0.349,74.4
2006-07-25,65864960.0,3296050958.53,7.57,14.4,7.12,4962.49,2.0,1561392206.41,50794604.0,31201288.0,2541891822.33,0.0,0.0,614202.0,30.74,0.0,0.0,0.0,34.72,105043.0,614615.0,0.0,0.0,30.74,614202.0,0.0,0.0,96613.0,3804.28,6.42,0.0,0.0,27.05,27.05,136988640.0,6855261707.89,0.0,10251.28,27.07,16.83,0.1681,31.52,0.3508,74.7
2006-07-26,65655276.0,3287757003.75,7.55,14.77,7.1,4937.21,2.0,1563574441.97,49794248.0,31223996.0,2493499343.58,0.0,311330.0,275487.0,14.96,23.14,0.0,0.0,118.53,225282.0,1556913.0,0.0,311330.0,14.96,275487.0,0.0,24884.0,202575.0,3727.48,17.71,4.15,0.0,26.25,26.25,139889536.0,7005115654.92,55145.0,10495.94,26.21,17.0,0.1698,31.87,0.3461,74.75
2006-07-27,65004136.0,3331358019.76,7.47,15.2,7.03,4918.17,2.0,1585402284.8,49276340.0,30935644.0,2525333625.6,0.0,0.0,697862.0,0.0,0.0,0.0,0.0,69.88,0.0,959083.0,0.0,0.0,0.0,697862.0,0.0,0.0,288351.0,3713.1,12.78,19.03,0.0,25.76,25.76,141977552.0,7276122499.06,256685.0,10742.83,25.69,17.06,0.1709,32.32,0.3399,76.5
2006-07-28,65697600.0,3406507493.07,7.55,15.57,7.11,5078.42,2.0,1674570527.85,48489660.0,32295618.0,2514253034.0,0.0,0.0,30993.0,134.14,0.0,0.0,0.0,14.49,1381645.0,817673.0,0.0,0.0,134.14,30993.0,0.0,0.0,21670.0,3733.3,0.0,0.0,0.0,25.46,25.46,141969584.0,7361310788.88,0.0,10931.43,25.46,16.82,0.1808,34.13,0.3449,77.4
2006-07-31,65918180.0,3364953464.8,7.58,16.25,7.13,5128.36,2.0,1653519671.2,48745256.0,32391832.0,2488319884.89,0.0,0.0,352290.0,16.62,0.0,0.0,0.0,6.24,96212.0,96694.0,0.0,0.0,16.62,352290.0,0.0,0.0,0.0,3772.44,0.0,0.0,0.0,25.7,25.7,140926624.0,7193941515.25,0.0,10865.12,25.77,16.88,0.1816,34.21,0.3475,76.2
2006-08-01,64436928.0,3239697101.13,7.41,16.19,6.97,4931.84,2.0,1550783905.0,48777300.0,30844782.0,2452377577.82,0.0,0.0,441400.0,0.39,0.0,0.0,0.0,69.58,13894.0,559360.0,0.0,0.0,0.39,441400.0,0.0,150000.0,1560942.0,3712.55,153.8,0.0,0.0,25.69,25.69,141116528.0,7094919340.08,0.0,10723.52,25.72,17.0,0.174,32.71,0.3393,75.05
2006-08-02,63663072.0,3335133537.29,7.32,16.03,6.89,4860.38,2.0,1582848196.61,49575012.0,30214376.0,2597098756.6,0.0,299829.0,437958.0,21.8,23.41,0.0,0.0,36.02,293690.0,412478.0,0.0,299829.0,21.8,437958.0,0.0,472406.0,924095.0,3773.74,72.81,0.0,0.0,26.01,26.01,141048912.0,7389165210.39,0.0,10818.94,25.86,17.33,0.1623,30.4,0.334,78.2
2006-08-03,63158276.0,3285417832.73,7.26,15.47,6.83,4938.13,2.0,1554837404.1,49089076.0,29889912.0,2553554908.35,0.0,0.0,474037.0,57.49,0.0,0.0,0.0,54.2,355534.0,809518.0,0.0,0.0,57.49,474037.0,0.0,188528.0,680000.0,3814.05,28.86,26.21,0.0,26.01,26.01,139614624.0,7262585435.35,338985.0,10882.24,25.95,16.26,0.1649,31.31,0.3347,77.65
2006-08-04,62243944.0,3335845849.6,7.15,15.0,6.73,4902.9,2.0,1568643209.61,48268420.0,29269500.0,2586854209.04,0.0,78500.0,104982.0,42.57,5.86,0.0,0.0,62.96,409170.0,1004138.0,0.0,78500.0,42.57,104982.0,0.0,0.0,1029580.0,3791.67,84.93,0.0,0.0,25.71,25.71,139443104.0,7473188070.05,0.0,10991.01,25.65,15.74,0.1683,32.47,0.3316,80.0
2006-08-07,62525116.0,3279707790.44,7.19,14.76,6.76,4995.69,2.0,1537702504.09,48287008.0,29315120.0,2532858576.61,0.0,0.0,579427.0,39.88,0.0,0.0,0.0,38.12,275620.0,560839.0,0.0,0.0,39.88,579427.0,0.0,0.0,230000.0,3835.5,17.45,0.0,0.0,25.79,25.79,138975152.0,7289836754.42,0.0,11028.43,25.8,15.84,0.1713,32.84,0.3339,78.3
2006-08-08,62046736.0,3296180689.2,7.13,15.17,6.71,4915.74,2.0,1538314794.26,48051224.0,28956972.0,2552680879.8,0.0,0.0,121912.0,0.0,0.0,0.0,0.0,45.12,0.0,397697.0,0.0,0.0,0.0,121912.0,0.0,40000.0,358149.0,3792.29,37.65,0.0,0.0,25.57,25.57,139902752.0,7432216088.02,0.0,11065.86,25.52,15.86,0.1705,32.72,0.3301,79.3
2006-08-09,61653512.0,3318658656.11,7.09,15.1,6.67,4920.76,2.0,1563876039.14,46986444.0,29053440.0,2529166044.92,0.0,260485.0,221599.0,17.92,20.97,0.0,0.0,135.93,103468.0,1725004.0,0.0,260485.0,17.92,221599.0,0.0,178141.0,7000.0,3733.59,0.2,0.0,0.0,24.67,24.67,143435056.0,7720760338.6,0.0,11437.89,24.61,15.61,0.17,32.66,0.3238,80.35
2006-08-10,61061300.0,3272464292.69,7.02,14.7,6.6,4948.55,2.0,1550320586.57,46552088.0,28927616.0,2494870658.34,0.0,0.0,69143.0,0.0,0.0,0.0,0.0,9.18,0.0,251311.0,0.0,0.0,0.0,69143.0,0.0,80223.0,125823.0,3757.92,0.0,26.7,0.0,25.47,25.47,136236512.0,7301336867.71,332413.0,10980.78,25.5,15.72,0.1711,32.88,0.3341,80.0
2006-08-11,60935532.0,3298381235.78,7.0,14.62,6.59,4930.67,2.0,1554512124.27,46360056.0,28718640.0,2509424859.05,0.0,0.0,141540.0,7.09,0.0,0.0,0.0,26.98,82321.0,333572.0,0.0,0.0,7.09,141540.0,0.0,0.0,291297.0,3736.05,25.59,0.0,0.0,25.36,25.36,136476288.0,7387329078.67,0.0,11033.37,25.3,15.77,0.1717,32.89,0.3333,80.8
2006-08-14,61243956.0,3356104095.13,7.04,14.85,6.62,4984.44,2.0,1580579851.28,46543908.0,28843254.0,2550556992.79,0.0,0.0,137420.0,18.52,0.0,0.0,0.0,1.3,124614.0,22805.0,0.0,0.0,18.52,137420.0,0.0,69238.0,0.0,3772.26,0.0,0.0,0.0,25.39,25.39,136778880.0,7495338140.71,0.0,11146.61,25.29,15.78,0.1713,32.84,0.3341,81.8
2006-08-15,61577228.0,3434181623.51,7.08,15.86,6.66,5055.55,2.0,1607790468.27,46901864.0,28828784.0,2615731897.79,0.0,0.0,229570.0,32.04,0.0,0.0,0.0,8.29,245631.0,163190.0,0.0,0.0,32.04,229570.0,0.0,291574.0,260100.0,3835.09,15.69,0.0,0.0,25.57,25.57,136513632.0,7613408748.65,0.0,11257.43,25.41,16.42,0.1711,32.74,0.3357,83.25
2006-08-16,61445284.0,3445346432.51,7.01,15.69,6.6,5127.75,2.0,1614841240.14,46809564.0,28799536.0,2624695563.86,0.0,260485.0,444149.0,25.56,21.83,0.0,0.0,55.61,20752.0,807932.0,0.0,260485.0,25.56,444149.0,0.0,11000.0,50000.0,3890.82,4.04,0.0,0.0,25.37,25.37,137676960.0,7719792180.87,0.0,11520.21,25.25,16.59,0.173,32.84,0.3331,83.7
2006-08-17,59895792.0,3364482410.4,6.84,15.38,6.44,5041.55,2.0,1631253189.22,45691412.0,29040188.0,2566590186.84,0.0,0.0,20618.0,43.47,0.0,0.0,0.0,70.27,369714.0,913306.0,0.0,0.0,43.47,20618.0,0.0,35020.0,129062.0,3829.77,9.19,21.83,0.0,24.91,24.91,137728960.0,7736547891.76,260485.0,11556.7,24.89,16.96,0.1769,33.09,0.3265,83.85
2006-08-18,60634500.0,3379574388.38,6.92,15.75,6.52,5104.87,2.0,1668839624.04,45525064.0,29941420.0,2537422429.87,0.0,0.0,12617.0,76.44,0.0,0.0,0.0,14.98,901232.0,178964.0,0.0,0.0,76.44,12617.0,0.0,0.0,0.0,3815.71,0.0,0.0,0.0,49.26,24.85,46893240.0,2613680213.28,0.0,491.88,88.58,16.74,0.1824,34.22,0.331,83.2
2006-08-21,60621440.0,3317929762.37,6.92,15.71,6.52,5076.45,2.0,1628300538.66,45703108.0,29750456.0,2501420326.97,0.0,0.0,243419.0,0.0,0.0,650000.0,0.0,6.29,0.0,65375.0,0.0,0.0,0.0,243419.0,69.99,0.0,840962.0,3793.03,80.7,0.0,0.0,24.68,24.68,139478352.0,7633922508.39,0.0,11544.39,24.73,16.68,0.172,32.66,0.3274,81.7
2006-08-22,58806292.0,3246159768.59,6.71,15.19,6.32,4885.78,2.0,1498657184.32,45449884.0,27149148.0,2508874134.22,0.0,0.0,870636.0,0.0,0.0,0.0,0.0,132.16,0.0,1477707.0,0.0,0.0,0.0,870636.0,0.0,353848.0,2601308.0,3740.72,228.01,0.0,0.0,24.39,24.39,140874864.0,7776418141.15,0.0,11641.8,24.32,17.18,0.1628,30.51,0.3156,82.4
2006-08-23,60092652.0,3260808337.64,6.86,15.71,6.46,4963.83,2.0,1552143338.78,45451296.0,28604076.0,2466324251.31,0.0,260485.0,252256.0,114.45,21.11,0.0,0.0,43.41,1454927.0,523926.0,0.0,260485.0,114.45,252256.0,0.0,12595.0,0.0,3717.21,0.0,0.0,0.0,24.06,24.06,143436864.0,7783316370.45,0.0,11574.22,24.31,16.92,0.1731,32.55,0.3181,81.0
2006-08-24,59042528.0,3249311856.35,6.74,15.58,6.35,4836.73,2.0,1531635260.77,45176696.0,27831006.0,2486227790.65,0.0,0.0,200054.0,0.0,0.0,0.0,0.0,25.81,0.0,268105.0,0.0,0.0,0.0,200054.0,0.0,53936.0,773070.0,3667.98,75.64,21.11,0.0,23.99,23.99,143100480.0,7875307885.09,260485.0,11570.81,24.07,17.11,0.1767,32.92,0.3136,82.15
2006-08-25,60158272.0,3324820355.72,6.87,16.66,6.47,4966.16,2.0,1599630947.09,44923648.0,28943228.0,2482834934.55,0.0,0.0,54790.0,101.24,0.0,0.0,0.0,25.27,1112223.0,343992.0,0.0,0.0,101.24,54790.0,0.0,36153.0,0.0,3673.31,0.0,0.0,0.0,23.85,23.85,143432352.0,7927202490.11,0.0,11669.92,23.94,16.78,0.183,34.24,0.3194,82.5
2006-08-28,60100600.0,3333711611.62,6.86,16.99,6.46,4971.57,2.0,1596985458.01,44955832.0,28790668.0,2493648634.93,0.0,0.0,121128.0,0.0,0.0,0.0,0.0,8.42,0.0,102811.0,0.0,0.0,0.0,121128.0,0.0,13869.0,152560.0,3684.35,8.48,0.0,0.0,23.86,23.86,143456032.0,7957342183.52,0.0,11697.76,23.95,16.81,0.1836,34.34,0.319,82.8
2006-08-29,59964208.0,3354265695.88,6.44,17.45,6.44,4974.23,2.0,1608259547.23,44859452.0,28750856.0,2509338920.64,0.0,0.0,1201.0,6.36,0.0,0.0,0.0,6.53,76000.0,97580.0,0.0,0.0,6.36,1201.0,0.0,0.0,115812.0,3685.46,5.51,0.0,0.0,23.82,23.82,143443856.0,8023933301.43,0.0,11768.13,23.85,16.83,0.1821,34.07,0.3184,83.5
2006-08-30,59248280.0,3320171946.23,6.37,17.49,6.37,4983.65,2.0,1564378411.88,45045888.0,27916244.0,2524294268.64,0.0,260485.0,2185.0,3.6,21.79,0.0,0.0,5.22,41520.0,145716.0,0.0,260485.0,3.6,2185.0,0.0,69480.0,876132.0,3755.5,55.08,0.0,0.0,23.87,23.87,143692912.0,8052304223.76,0.0,12018.17,23.81,17.13,0.1815,33.59,0.3139,83.65
2006-08-31,58425276.0,3246654287.79,6.28,17.84,6.28,4932.35,2.0,1578173161.66,44411284.0,28400068.0,2467905938.95,0.0,0.0,118.0,79.18,0.0,0.0,0.0,26.97,879825.0,374235.0,0.0,0.0,79.18,118.0,0.0,0.0,396000.0,3713.94,30.31,21.79,0.0,23.62,23.62,143613488.0,7980507385.2,260485.0,11990.59,23.65,17.29,0.1862,34.22,0.3107,82.95
2006-09-01,57880788.0,3228029987.06,6.22,17.88,6.22,4849.54,2.0,1513180584.41,44111540.0,27132364.0,2460114639.34,0.0,0.0,17336.0,0.0,0.0,0.0,0.0,28.64,0.0,329213.0,0.0,0.0,0.0,17336.0,0.0,12133.0,1267706.0,3660.93,116.15,0.0,0.0,23.43,23.43,144160272.0,8039864297.6,0.0,12019.11,23.35,17.4,0.1855,34.02,0.3074,83.25
2006-09-04,57821552.0,3267335373.63,6.21,17.94,6.21,4855.74,2.0,1529057558.79,44139972.0,27059506.0,2494227271.98,0.0,0.0,1200.0,5.02,0.0,0.0,0.0,2.11,17142.0,49955.0,0.0,0.0,5.02,1200.0,0.0,77184.0,90000.0,3675.21,6.81,0.0,0.0,23.43,23.43,144254960.0,8151447294.77,0.0,12114.9,23.28,17.44,0.1861,34.1,0.3069,84.35
2006-09-05,57365792.0,3218523562.1,6.17,17.88,6.17,4892.63,2.0,1497985270.76,44150516.0,26699544.0,2477076861.85,0.0,0.0,106348.0,0.0,0.0,0.0,0.0,0.0,0.0,95801.0,0.0,0.0,0.0,106348.0,0.0,0.0,359960.0,3732.76,7.93,0.0,0.0,23.47,23.47,143976320.0,8077831093.23,0.0,12102.07,23.57,17.61,0.1856,33.88,0.3049,83.75
2006-09-06,57918728.0,3208805609.61,6.22,18.17,6.22,4900.3,2.0,1487648025.89,44694096.0,26851948.0,2476136319.18,0.0,260485.0,42940.0,8.36,21.51,0.0,0.0,6.24,238402.0,62500.0,0.0,260485.0,8.36,42940.0,0.0,302652.0,86000.0,3742.91,6.68,0.0,0.0,23.62,23.62,144542112.0,8007902725.54,0.0,12047.73,23.7,17.61,0.1879,34.18,0.3061,82.7
2006-09-07,59648308.0,3274658153.39,6.41,18.63,6.41,5006.27,2.0,1583824420.9,44358020.0,28849560.0,2435230046.45,0.0,0.0,49098.0,160.68,0.0,0.0,0.0,14.22,2052614.0,163806.0,0.0,0.0,160.68,49098.0,0.0,39116.0,55000.0,3685.11,3.99,21.51,0.0,23.49,23.49,144450624.0,7930257026.64,260485.0,11938.61,23.59,16.78,0.199,36.58,0.3159,81.95
2006-09-08,58329852.0,3221813654.11,6.27,18.25,6.27,4873.43,2.0,1523165566.25,44338340.0,27576400.0,2449001057.17,0.0,0.0,1913.0,3.77,0.0,0.0,0.0,9.28,46000.0,80195.0,0.0,0.0,3.77,1913.0,0.0,58605.0,1319162.0,3669.97,115.72,0.0,0.0,23.62,23.62,143416640.0,7921530282.26,0.0,11835.84,23.67,17.23,0.1916,35.1,0.3107,82.45
2006-09-11,58422296.0,3209307687.45,6.28,18.42,6.28,4864.58,2.0,1515374654.39,44408280.0,27585908.0,2439476777.68,0.0,0.0,147608.0,8.75,0.0,0.0,0.0,6.49,174982.0,77670.0,0.0,0.0,8.75,147608.0,0.0,0.0,165475.0,3658.33,13.12,0.0,0.0,23.63,23.63,143514496.0,7883671248.96,0.0,11834.72,23.61,17.14,0.1931,35.38,0.3109,82.0
2006-09-12,58413372.0,3232296618.21,6.28,18.61,6.28,4867.41,2.0,1524337238.41,44407148.0,27547496.0,2457263968.68,0.0,0.0,130005.0,10.54,0.0,0.0,0.0,10.09,125422.0,132135.0,0.0,0.0,10.54,130005.0,0.0,1000.0,163833.0,3663.4,11.92,0.0,0.0,23.64,23.64,143442896.0,7937394671.32,0.0,11862.1,23.6,17.14,0.1918,35.16,0.311,82.6
2006-09-13,58832204.0,3259413884.59,6.32,18.7,6.32,4916.64,2.0,1531116551.59,44784020.0,27636552.0,2481118276.58,0.0,258285.0,238971.0,11.42,21.34,0.0,0.0,8.23,93873.0,120385.0,0.0,258285.0,11.42,238971.0,0.0,0.0,4816.0,3704.37,0.06,0.0,0.0,23.7,23.7,144191296.0,7988466864.51,0.0,11958.33,23.65,17.13,0.1919,35.11,0.3113,82.7
