DATE,ALHG FP Equity_DX_SI_QTY,ALHG FP Equity_DX_SHORT_INTEREST_VALUE,ALHG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHG FP Equity_DX_SI_MV,ALHG FP Equity_DX_DSS,ALHG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHG FP Equity_DX_SUPPLY_SI_QTY,ALHG FP Equity_DX_BROKER_SI_QTY,ALHG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHG FP Equity_DX_BROKER_SI_MV_INC_x,ALHG FP Equity_DX_BROKER_SI_QTY_ADD,ALHG FP Equity_DX_SUPPLY_SI_MV_DEC,ALHG FP Equity_DX_BROKER_SI_QTY_INC,ALHG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHG FP Equity_DX_BROKER_SI_MV_INC_y,ALHG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHG FP Equity_DX_BROKER_SI_MV_ADD,ALHG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHG FP Equity_DX_BROKER_SI_QTY_DEC,ALHG FP Equity_DX_SUPPLY_SI_MV,ALHG FP Equity_DX_BROKER_SI_MV_DEC,ALHG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHG FP Equity_DX_UTILIZATION_QUANTITY,ALHG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHG FP Equity_DX_BROKER_SI_CON_RATIO,ALHG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHG FP Equity_PX_LAST
2025-01-01,43639184.0,65895167.84,4.4,6.37,4.4,66.63,1.0,46127655.16,27756416.0,30548116.0,41912188.16,546386.0,0.0,0.0,0.0,0.0,0.0,0.0,546386.0,0.0,0.0,206400.0,41.78,0.31,41.71,41.71,38782608.0,58561738.08,58.33,41.73,11.87,0.2689,47.3,0.6558,0.0
2025-01-02,35968128.0,53779544.99,3.63,5.25,3.63,55.78,1.0,35606070.8,29642278.0,23813584.0,44321134.07,4443431.0,2.59,0.0,4.13,1666991.0,2759729.0,2.59,4443431.0,0.0,202159.0,8401524.0,44.91,12.27,44.87,44.87,36426232.0,54464502.09,54.82,45.03,16.78,0.2233,39.35,0.5444,1.4952
2025-01-03,38649200.0,57587308.0,3.9,5.56,3.9,59.37,1.0,40869397.74,28639628.0,27429126.0,42673045.72,217604.0,6.96,0.0,2.16,4517542.0,1392498.0,6.96,217604.0,0.0,172244.0,902000.0,42.72,1.56,42.21,42.21,39209228.0,58421749.72,58.65,42.14,16.28,0.2671,45.5,0.5696,1.49
2025-01-06,31943792.0,47915688.0,3.22,4.51,3.22,49.03,1.0,33155268.0,22234368.0,22103512.0,33351552.0,335500.0,0.0,0.0,10.1,0.0,6740760.0,0.0,335500.0,0.0,0.0,5325615.0,33.0,8.2,33.14,33.14,44853348.0,67280022.0,66.9,33.04,17.4,0.3372,53.31,0.4762,1.5
2025-01-07,31453716.0,47180574.0,4.6,4.35,3.17,48.87,1.0,32622654.0,21894264.0,21748436.0,32841396.0,219045.0,0.0,0.0,0.83,0.0,559150.0,0.0,219045.0,0.0,0.0,355075.0,32.94,0.28,33.04,33.04,44371436.0,66557154.0,66.49,33.13,16.61,0.3437,54.13,0.4747,1.5
2025-01-08,30573718.0,43873285.33,4.47,4.14,3.08,47.44,1.0,30667095.13,21353748.0,21370798.0,30642628.38,224705.0,0.0,0.0,1.15,0.0,765221.0,0.0,224705.0,0.0,0.0,377638.0,32.06,0.55,32.26,32.26,44845748.0,64353648.38,66.54,32.52,16.88,0.3526,54.79,0.4618,1.435
2025-01-09,20200262.0,28611651.1,2.95,2.62,2.04,30.63,1.0,23493299.9,13811628.0,16586628.0,19562789.9,177458.0,0.0,0.0,11.8,0.0,7719577.0,0.0,177458.0,0.0,0.0,4784170.0,19.86,8.14,21.0,21.0,51972056.0,73613220.12,74.35,21.08,16.95,0.3864,59.09,0.3071,1.4164
2025-01-10,19734244.0,28089722.91,2.89,2.51,1.99,29.55,1.0,23919189.38,11943206.0,16804264.0,16999959.42,201.0,1.52,0.0,2.71,1139561.0,1868623.0,1.52,201.0,0.0,0.0,921926.0,16.99,1.44,18.4,18.4,52972536.0,75401107.74,75.04,18.46,16.52,0.4763,66.54,0.304,1.4234
2025-01-13,17581904.0,24087208.48,2.57,2.21,1.77,26.4,1.0,20414682.36,10356814.0,14901228.0,14188835.18,0.0,0.0,0.0,2.25,0.0,1586392.0,0.0,0.0,0.0,0.0,1903035.0,14.76,2.73,16.1,16.1,53980256.0,73952950.72,76.08,16.25,8.46,0.572,74.67,0.2733,1.37
2025-01-14,13732827.0,19363286.07,2.01,1.7,1.38,20.34,1.0,15943682.16,7177669.0,11307576.0,10120513.29,0.0,0.0,0.0,4.61,0.0,3179145.0,0.0,0.0,0.0,0.0,3593652.0,9.79,5.5,11.16,11.16,57166940.0,80605385.4,78.99,11.02,9.74,0.5133,70.18,0.2134,1.41
2025-01-15,7654699.0,10555829.92,1.12,0.93,0.77,11.28,0.0,6953784.01,6998710.0,5042628.0,9651221.09,0.0,0.0,0.0,0.24,0.0,178959.0,0.0,0.0,0.0,0.0,6264948.0,9.89,9.47,10.85,10.85,57522448.0,79323455.79,80.42,10.95,18.7,0.246,41.17,0.1186,1.379
2025-01-16,13121283.0,18107370.54,1.92,1.54,1.32,19.32,1.0,15040920.84,6227266.0,10899218.0,8593627.08,0.0,8.7,0.0,1.11,5856590.0,771444.0,8.7,0.0,0.0,0.0,0.0,8.62,0.0,9.72,9.72,57836504.0,79814375.52,79.71,9.76,10.45,0.5115,69.88,0.2048,1.38
2025-01-17,7486293.0,10497280.04,1.09,0.87,0.75,10.91,0.0,7168618.5,6192266.0,5112408.0,8682795.39,0.0,0.0,0.0,0.05,0.0,35000.0,0.0,0.0,0.0,0.0,5786810.0,8.59,8.67,9.74,9.74,57354992.0,80423169.78,79.49,9.75,19.0,0.2849,45.57,0.1178,1.4022
2025-01-20,7456993.0,9964034.05,1.09,0.85,0.75,10.88,0.0,6831199.57,6162966.0,5112408.0,8234955.17,0.0,0.0,0.0,0.04,0.0,29300.0,0.0,0.0,0.0,0.0,0.0,8.59,0.0,9.65,9.65,57730424.0,77139392.55,79.47,9.76,18.7,0.285,45.67,0.1167,1.3362
2025-01-21,7147129.0,9655771.28,1.05,0.8,0.72,10.06,0.0,6488236.94,6162966.0,4802544.0,8326167.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309864.0,8.27,0.49,9.66,9.66,57625056.0,77851450.66,77.17,9.68,19.54,0.301,47.87,0.112,1.351
2025-01-22,7147129.0,9631471.04,1.05,0.79,0.72,10.16,0.0,6723666.93,5975342.0,4989364.0,8052370.88,0.0,0.0,186820.0,0.21,0.0,187624.0,0.0,0.0,0.25,0.0,0.0,8.11,0.0,9.46,9.46,57193040.0,77073340.7,77.1,9.52,19.57,0.3015,47.94,0.1131,1.3476
2025-01-23,7147129.0,9667206.69,1.05,0.78,0.72,10.15,0.0,6748613.75,5975342.0,4989364.0,8082247.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,9.45,9.45,57275048.0,77470229.92,77.18,9.5,19.56,0.3013,47.92,0.113,1.3526
2025-01-24,7023241.0,9484184.65,1.03,0.76,0.71,9.93,0.0,6591710.22,5959516.0,4881302.0,8047730.41,0.0,0.0,0.0,0.02,0.0,15826.0,0.0,0.0,0.0,0.0,108062.0,8.05,0.16,9.45,9.45,57104304.0,77113652.12,77.06,9.45,19.67,0.3077,48.71,0.1114,1.3504
2025-01-27,7024055.0,9416448.13,1.03,0.75,0.71,9.98,0.0,6544964.71,5959516.0,4882116.0,7989327.15,0.0,0.01,0.0,0.0,814.0,0.0,0.01,0.0,0.0,0.0,0.0,8.1,0.0,9.42,9.42,57314228.0,76835454.06,77.1,9.51,19.75,0.3092,48.89,0.111,1.3406
2025-01-28,7008229.0,9347575.84,1.02,0.74,0.71,9.9,0.0,6288420.18,5959516.0,4714665.0,7948802.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167451.0,8.06,0.24,9.6,9.6,56128880.0,74864700.14,75.04,9.7,19.66,0.3094,48.94,0.1129,1.3338
2025-01-29,6568745.0,8543309.75,0.96,0.69,0.66,9.19,0.0,5897188.32,5520032.0,4534206.0,7179353.62,0.0,0.0,151625.0,0.6,0.0,439484.0,0.0,0.0,0.22,0.0,332084.0,7.41,0.48,9.02,9.02,55663068.0,72395386.24,73.58,9.15,19.92,0.3455,52.74,0.1074,1.3006
2025-01-30,6307656.0,8183552.89,0.92,0.66,0.64,8.69,0.0,5543942.0,5520032.0,4273117.0,7161689.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261089.0,7.26,0.35,9.05,9.05,55449920.0,71940726.21,72.12,9.14,20.68,0.3711,54.69,0.1035,1.2974
2025-01-31,6306852.0,8130793.6,0.92,0.85,0.64,8.69,0.0,5507865.92,5520032.0,4272313.0,7116425.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,7.26,0.0,9.06,9.06,55376512.0,71391399.27,71.77,9.19,20.73,0.3721,54.79,0.1036,1.2892
2025-02-03,6328422.0,8421864.0,0.93,0.91,0.64,8.71,0.0,6192809.93,5160466.0,4653449.0,6867548.15,0.0,0.0,381136.0,0.49,0.0,359566.0,0.0,0.0,0.49,0.0,0.0,6.74,0.0,8.4,8.4,56269464.0,74883402.69,73.39,8.42,20.51,0.3667,54.24,0.103,1.3308
2025-02-04,6188422.0,8235552.0,0.9,0.97,0.62,8.66,0.0,6192809.93,5020466.0,4653449.0,6681236.15,0.0,0.0,0.0,0.18,0.0,140000.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,8.29,8.29,55568184.0,73950139.27,73.87,8.32,18.76,0.3759,55.64,0.1021,1.3308
2025-02-05,6001602.0,8237798.91,0.88,1.05,0.61,8.49,0.0,6130894.97,5020466.0,4466629.0,6891091.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186820.0,6.72,0.25,8.29,8.29,55565296.0,76268925.29,74.79,8.25,19.24,0.3971,57.15,0.0991,1.3726
2025-02-06,6001602.0,8226996.02,0.88,1.41,0.61,8.72,0.0,6122855.03,5020466.0,4466629.0,6882054.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,0.0,8.34,8.34,55189952.0,75654386.2,75.66,8.41,19.41,0.4,57.51,0.0997,1.3708
2025-02-07,3997867.0,5321160.98,0.58,0.96,0.4,5.7,0.0,3278111.91,3616731.0,2462894.0,4813868.96,0.0,0.0,0.0,1.93,0.0,1403735.0,0.0,0.0,0.0,0.0,2003735.0,5.01,2.98,6.0,6.0,56676120.0,75435915.72,76.95,6.11,30.76,0.2811,33.19,0.0663,1.331
2025-02-10,3893927.0,5256801.45,0.57,0.87,0.39,5.35,0.0,1804145.4,3512791.0,1336404.0,4742267.85,0.0,0.0,0.0,0.17,0.0,103940.0,0.0,0.0,0.0,0.0,1126490.0,4.78,1.71,5.82,5.82,56821896.0,76709559.6,76.08,5.91,28.47,0.2782,32.93,0.0645,1.35
2025-02-11,1721377.0,2336769.28,0.25,0.38,0.17,2.42,0.0,1814168.43,1340241.0,1336404.0,1819377.16,0.0,0.0,0.0,2.94,0.0,2172550.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,2.22,2.22,58947096.0,80020682.82,79.72,2.28,27.69,0.5944,71.95,0.0286,1.3575
2025-02-12,1721377.0,2374639.57,0.25,0.38,0.17,2.44,0.0,1843569.32,1340241.0,1336404.0,1848862.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,2.23,2.23,58809488.0,81127688.7,80.27,2.27,27.47,0.5963,72.17,0.0286,1.3795
2025-02-13,1721377.0,2398738.85,0.25,0.38,0.17,2.46,0.0,1862278.97,1340241.0,1336404.0,1867625.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,2.24,2.24,58466216.0,81472672.0,80.72,2.28,27.57,0.5955,72.07,0.0288,1.3935
2025-02-14,1341377.0,2087853.3,0.2,0.3,0.14,2.07,0.0,2080112.83,960241.0,1336404.0,1494615.12,0.0,0.0,0.0,0.56,0.0,380000.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.66,1.66,56747820.0,88327981.83,81.5,1.62,25.56,0.6145,74.1,0.0232,1.5565
2025-02-17,1341377.0,2020113.76,0.2,0.29,0.14,2.09,0.0,2012624.42,960241.0,1336404.0,1446122.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,1.69,1.69,56026932.0,84376559.59,85.67,1.71,28.51,0.5871,71.12,0.0235,1.506
2025-02-18,1341377.0,2012065.5,0.2,0.29,0.14,2.07,0.0,2004606.0,960241.0,1336404.0,1440361.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,1.74,1.74,54349128.0,81523692.0,81.74,1.74,27.89,0.5926,71.75,0.0243,1.5
2025-02-19,1341377.0,1947679.4,0.2,0.3,0.14,2.02,0.0,1940458.61,960241.0,1336404.0,1394269.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.76,1.76,53667260.0,77924861.52,79.48,1.78,28.46,0.5875,71.17,0.0246,1.452
2025-02-20,1341377.0,1958410.42,0.2,0.31,0.14,2.0,0.0,1951149.84,960241.0,1336404.0,1401951.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,1.76,1.76,53726028.0,78440000.88,78.08,1.75,27.64,0.5948,72.0,0.0245,1.46
2025-02-21,1341377.0,1925546.68,0.2,0.32,0.14,1.99,0.0,1918407.94,960241.0,1336404.0,1378425.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.76,1.76,53512752.0,76817555.5,77.66,1.77,28.26,0.5893,71.38,0.0246,1.4355
2025-02-24,1341377.0,1963775.93,0.2,0.31,0.14,2.0,0.0,1956495.46,960241.0,1336404.0,1405792.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,1.78,1.78,53117120.0,77763463.68,76.85,1.76,27.45,0.5966,72.2,0.0248,1.464
2025-02-25,1341377.0,1949691.47,0.2,0.32,0.14,2.0,0.0,1942463.21,960241.0,1336404.0,1395710.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.8,1.8,52459740.0,76250232.09,76.53,1.8,27.89,0.5926,71.75,0.0251,1.4535
2025-02-26,1341377.0,1958410.42,0.2,0.32,0.14,2.01,0.0,1951149.84,960241.0,1336404.0,1401951.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.81,1.81,52202068.0,76215019.28,76.02,1.8,27.71,0.5942,71.93,0.0252,1.46
2025-02-27,1402599.0,2017638.66,0.21,0.35,0.14,2.08,0.0,1922417.15,1021463.0,1336404.0,1469374.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61222.0,0.0,1.49,0.0,1.93,1.93,52034000.0,74850909.0,75.67,1.93,27.09,0.5421,68.33,0.0264,1.4385
2025-02-28,1402599.0,1996599.68,0.21,0.36,0.14,2.06,0.0,1902371.09,1021463.0,1336404.0,1454052.58,0.0,0.0,0.0,0.01,0.0,3308.0,0.0,0.0,0.0,3308.0,0.0,1.47,0.0,1.95,1.95,51261292.0,72970449.16,73.57,1.96,26.78,0.5444,68.62,0.0268,1.4235
2025-03-03,1402599.0,2061820.53,0.21,0.34,0.14,2.09,0.0,1964513.88,1021463.0,1336404.0,1501550.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,1.95,1.95,51256436.0,75346960.92,73.85,1.93,25.75,0.5525,69.59,0.0268,1.47
2025-03-04,1402599.0,1985378.88,0.21,0.35,0.14,2.03,0.0,1891679.86,1021463.0,1336404.0,1445880.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.99,1.99,50185736.0,71037909.31,72.5,2.02,27.35,0.54,68.07,0.0274,1.4155
2025-03-05,1376626.0,1942419.29,0.2,0.34,0.14,1.98,0.0,1885666.04,995490.0,1336404.0,1404636.39,0.0,0.0,0.0,0.04,0.0,25973.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.93,1.93,50459232.0,71197976.35,71.15,1.94,26.95,0.5661,70.19,0.0268,1.411
2025-03-06,1376626.0,1958250.49,0.2,0.34,0.14,2.01,0.0,1901034.69,995490.0,1336404.0,1416084.53,572.0,0.0,0.0,0.0,0.0,572.0,0.0,572.0,0.0,0.0,0.0,1.41,0.0,1.98,1.98,49170680.0,69945292.3,69.58,1.98,26.91,0.5665,70.23,0.0274,1.4225
2025-03-07,1376626.0,1990601.2,0.2,0.34,0.14,2.03,0.0,1932440.18,995490.0,1336404.0,1439478.54,13.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.42,0.0,2.0,2.0,48758456.0,70504727.38,69.77,1.99,26.68,0.5683,70.45,0.0277,1.446
2025-03-10,1376626.0,1930029.65,0.2,0.34,0.14,1.99,0.0,1873638.41,995490.0,1336404.0,1395676.98,13.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.44,0.0,2.01,2.01,48507184.0,68007071.97,69.4,2.03,27.7,0.5602,69.48,0.0278,1.402
2025-03-11,1376626.0,1926588.09,0.2,0.33,0.14,1.97,0.0,1870297.4,995490.0,1336404.0,1393188.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.0,2.0,48776160.0,68262235.92,68.28,2.0,26.94,0.5662,70.2,0.0277,1.3995
2025-03-12,1376626.0,1996107.7,0.2,0.33,0.14,2.03,0.0,1937785.8,995490.0,1336404.0,1443460.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.94,1.94,50329440.0,72977688.0,71.35,1.92,26.38,0.5708,70.74,0.0268,1.45
2025-03-13,1376626.0,1947237.48,0.2,0.33,0.14,2.01,0.0,1890343.46,995490.0,1336404.0,1408120.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.96,1.96,49689816.0,70286244.73,71.48,1.98,27.61,0.5609,69.56,0.0272,1.4145
2025-03-14,1376626.0,1983029.75,0.2,0.33,0.14,2.02,0.0,1925089.96,995490.0,1336404.0,1434003.35,13.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.41,0.0,1.97,1.97,49600056.0,71448880.67,70.62,1.96,26.71,0.5681,70.42,0.0272,1.4405
2025-03-17,1376626.0,1991977.82,0.2,0.34,0.14,2.03,0.0,1933776.59,995490.0,1336404.0,1440474.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.96,1.96,49710504.0,71931099.29,71.68,1.96,26.91,0.5665,70.24,0.0271,1.447
2025-03-18,1376626.0,2018822.03,0.2,0.34,0.14,2.06,0.0,1959836.47,995490.0,1336404.0,1459886.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.98,1.98,49218016.0,72178220.46,71.52,1.98,26.92,0.5664,70.22,0.0274,1.4665
2025-03-19,1373890.0,2025113.86,0.2,0.35,0.14,2.07,0.0,1969859.5,992754.0,1336404.0,1463319.4,0.0,0.0,0.0,0.0,0.0,2736.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,1.97,1.97,49330912.0,72713764.29,72.48,1.97,27.17,0.5669,70.17,0.0273,1.474
2025-03-20,1373790.0,2001612.03,0.2,0.36,0.14,2.06,0.0,1947140.63,992654.0,1336404.0,1446296.88,14170.0,0.0,0.0,0.02,0.0,14270.0,0.0,14170.0,0.0,0.0,0.0,1.46,0.0,1.95,1.95,49875960.0,72669273.72,73.24,1.96,27.47,0.5645,69.88,0.027,1.457
2025-03-21,1373790.0,1972762.44,0.2,0.37,0.14,2.03,0.0,1919076.14,992654.0,1336404.0,1425451.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,1.95,1.95,49915280.0,71678342.08,72.4,1.96,27.55,0.564,69.81,0.027,1.436
2025-03-24,1373790.0,1992682.4,0.2,0.4,0.14,2.04,0.0,1938454.0,992654.0,1336404.0,1439844.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.95,1.95,49787496.0,72216762.95,71.75,1.95,27.03,0.5681,70.31,0.0271,1.4505
