DATE,SGO FP Equity_DX_SI_QTY,SGO FP Equity_DX_SHORT_INTEREST_VALUE,SGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SGO FP Equity_DX_SI_MV,SGO FP Equity_DX_DSS,SGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SGO FP Equity_DX_SUPPLY_SI_QTY,SGO FP Equity_DX_BROKER_SI_QTY,SGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SGO FP Equity_DX_BROKER_SI_MV_NEW_x,SGO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,SGO FP Equity_DX_BROKER_SI_MV_INC_x,SGO FP Equity_DX_SUPPLY_SI_MV_NEW,SGO FP Equity_DX_BROKER_SI_QTY_ADD,SGO FP Equity_DX_BROKER_SI_QTY_NEW,SGO FP Equity_DX_SUPPLY_SI_MV_DEC,SGO FP Equity_DX_BROKER_SI_QTY_INC,SGO FP Equity_DX_SUPPLY_SI_QTY_DEC,SGO FP Equity_DX_BROKER_SI_MV_NEW_y,SGO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SGO FP Equity_DX_BROKER_SI_MV_INC_y,SGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,SGO FP Equity_DX_BROKER_SI_MV_ADD,SGO FP Equity_DX_SUPPLY_SI_QTY_ADD,SGO FP Equity_DX_BROKER_SI_QTY_DEC,SGO FP Equity_DX_SUPPLY_SI_MV,SGO FP Equity_DX_BROKER_SI_MV_DEC,SGO FP Equity_DX_SUPPLY_SI_MV_RMV,SGO FP Equity_DX_BROKER_SI_MV_RMV,SGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SGO FP Equity_DX_UTILIZATION_QUANTITY,SGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SGO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SGO FP Equity_DX_ACTIVE_UTILIZATION_MV,SGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SGO FP Equity_DX_BROKER_SI_CON_RATIO,SGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SGO FP Equity_DX_DEMAND_SUPPLY_RATIO,SGO FP Equity_PX_LAST
2006-07-17,33416438.0,1209586145.15,9.88,16.18,9.53,1788.13,2.0,731175539.85,23854716.0,20199704.0,863477249.43,0.0,0.0,75244.0,0.0,0.0,0.0,0.0,10.34,0.0,86141.0,0.0,0.0,0.0,75244.0,0.0,80790.0,1011514.0,1264.65,65.49,0.0,0.0,38.85,38.83,37543140.0,1358961777.71,0.0,1997.33,38.77,9.75,0.1048,23.46,0.544,52.1
2006-07-18,32072958.0,1144243328.98,9.48,15.76,9.15,1704.78,2.0,670336101.37,23196772.0,18789414.0,827574170.58,0.0,0.0,113997.0,0.14,0.0,0.0,0.0,43.65,6231.0,788660.0,0.0,0.0,0.14,113997.0,0.0,16720.0,1416520.0,1222.9,80.32,0.0,0.0,37.78,37.76,38205404.0,1363026093.76,0.0,2021.27,37.7,10.14,0.1055,23.92,0.522,51.35
2006-07-19,28431700.0,1052855966.64,8.41,14.36,8.11,1500.53,2.0,592420293.35,19943024.0,15997930.0,738511302.92,0.0,124163.0,13117.0,0.05,6.61,0.0,0.0,186.41,5011.0,3391028.0,0.0,124163.0,0.05,13117.0,0.0,0.0,2796495.0,1041.84,149.79,0.0,0.0,32.47,32.45,41476604.0,1535922579.28,0.0,2176.29,32.37,11.42,0.1189,26.7,0.4627,53.3
2006-07-20,26218070.0,982722938.4,7.75,13.61,7.48,1422.27,2.0,542876284.31,18712256.0,14483399.0,701385082.9,0.0,0.0,96650.0,16.57,0.0,0.0,0.0,39.22,93690.0,903193.0,0.0,0.0,16.57,96650.0,0.0,31709.0,1608221.0,1007.24,78.97,24.08,0.0,31.06,31.04,41531360.0,1556705742.83,455933.0,2238.43,31.03,12.29,0.134,29.36,0.435,53.95
2006-07-21,24934954.0,921635361.11,7.37,13.44,7.11,1361.94,2.0,510245111.27,18343974.0,13804742.0,678022309.64,0.0,0.0,208922.0,5.39,0.0,0.0,0.0,34.51,49033.0,666229.0,0.0,0.0,5.39,208922.0,0.0,89026.0,727690.0,993.97,36.92,0.0,0.0,30.56,30.54,41687728.0,1540844400.56,0.0,2253.07,30.61,12.9,0.1463,31.13,0.4151,53.2
2006-07-24,25003604.0,941544442.44,7.39,14.06,7.13,1361.13,2.0,513680727.33,18334942.0,13641278.0,690426977.75,0.0,0.0,14656.0,11.24,0.0,0.0,0.0,2.7,232795.0,23688.0,0.0,0.0,11.24,14656.0,0.0,0.0,396258.0,989.48,21.44,0.0,0.0,30.53,30.52,41714120.0,1570801467.54,0.0,2251.57,30.53,12.85,0.1504,31.99,0.4162,54.2
2006-07-25,24494784.0,935998664.89,7.24,13.99,6.99,1352.22,2.0,510452242.45,18223924.0,13358371.0,696375544.0,0.0,0.0,32864.0,7.25,0.0,0.0,0.0,10.1,30637.0,242187.0,0.0,0.0,7.25,32864.0,0.0,98305.0,313544.0,999.01,16.04,0.0,0.0,30.39,30.37,41748784.0,1595311315.46,0.0,2285.25,30.42,13.14,0.1568,32.82,0.4082,55.0
2006-07-26,23060630.0,873986749.43,6.82,13.46,6.58,1280.84,2.0,505831026.27,16118637.0,13346635.0,610888564.49,0.0,104577.0,170550.0,11.63,5.66,0.0,0.0,128.55,162754.0,2397491.0,0.0,104577.0,11.63,170550.0,0.0,17077.0,174490.0,889.08,9.69,0.0,0.0,26.44,26.44,44854976.0,1699981946.28,0.0,2473.02,26.44,13.88,0.1715,35.11,0.3782,54.55
2006-07-27,22935206.0,894728624.12,6.78,14.13,6.54,1271.98,2.0,527976744.98,16274795.0,13533998.0,634898371.44,0.0,0.0,586675.0,20.4,0.0,0.0,0.0,31.87,381430.0,563755.0,0.0,0.0,20.4,586675.0,0.0,237815.0,194067.0,897.17,10.68,5.66,0.0,26.45,26.45,45253260.0,1765381442.69,104577.0,2500.79,26.4,13.9,0.1848,37.22,0.3728,56.15
2006-07-28,22549298.0,874973961.89,6.67,14.23,6.43,1279.38,2.0,519045280.29,15871188.0,13376520.0,615845169.3,0.0,0.0,162953.0,13.1,0.0,0.0,0.0,27.93,54247.0,566559.0,0.0,0.0,13.1,162953.0,0.0,0.0,211725.0,895.07,6.26,0.0,0.0,26.11,26.11,44923044.0,1743136029.74,0.0,2522.01,26.19,13.7,0.191,38.07,0.3709,55.85
2006-07-31,21256722.0,825556928.02,6.28,13.55,6.06,1203.79,2.0,489304323.86,15251472.0,12598775.0,592328317.23,0.0,0.0,72470.0,2.03,0.0,0.0,0.0,39.41,38034.0,692187.0,0.0,0.0,2.03,72470.0,0.0,0.0,815780.0,858.2,47.0,0.0,0.0,25.1,25.1,45500868.0,1767137793.31,0.0,2549.37,25.19,14.58,0.184,36.45,0.3499,55.9
2006-08-01,20770094.0,795113242.35,6.14,13.44,5.92,1174.46,2.0,458506503.16,15150810.0,11977191.0,579997840.32,0.0,0.0,22604.0,0.35,0.0,0.0,0.0,7.54,17684.0,123265.0,0.0,0.0,0.35,22604.0,0.0,0.0,639267.0,850.64,36.13,0.0,0.0,24.97,24.97,45516632.0,1742451278.76,0.0,2543.17,25.06,14.56,0.1914,37.45,0.3424,55.1
2006-08-02,20666300.0,816984696.49,6.11,13.87,5.89,1157.53,2.0,466616095.38,14984742.0,11803438.0,592380101.66,0.0,198165.0,165433.0,3.82,11.2,0.0,0.0,41.75,72067.0,733572.0,0.0,198165.0,3.82,165433.0,0.0,203906.0,245820.0,834.65,19.04,0.0,0.0,24.52,24.52,46139592.0,1824000453.21,0.0,2583.02,24.42,14.9,0.1876,36.7,0.3381,56.9
2006-08-03,20457444.0,798068293.92,6.05,13.78,5.83,1168.17,2.0,465669043.03,15024087.0,11936821.0,586106821.54,0.0,0.0,217169.0,15.5,0.0,0.0,0.0,13.71,137968.0,281851.0,0.0,0.0,15.5,217169.0,0.0,208604.0,4585.0,851.59,0.21,5.96,0.0,24.74,24.74,45695288.0,1782625460.65,104577.0,2591.57,24.73,15.0,0.1945,37.55,0.3369,56.15
2006-08-04,20217614.0,799949469.43,5.98,13.51,5.77,1148.68,2.0,474812073.39,14657656.0,12000217.0,579958848.77,0.0,0.0,13889.0,4.71,0.0,0.0,0.0,22.06,115760.0,380321.0,0.0,0.0,4.71,13889.0,0.0,0.0,52364.0,828.77,3.06,0.0,0.0,23.98,23.98,46462660.0,1838386083.32,0.0,2634.63,23.93,15.03,0.2021,38.56,0.3308,56.95
2006-08-07,20209398.0,782073369.15,5.97,13.41,5.76,1158.98,2.0,463235197.19,14690770.0,11970366.0,568510748.78,0.0,0.0,85812.0,5.95,0.0,0.0,0.0,1.96,37054.0,52697.0,0.0,0.0,5.95,85812.0,0.0,0.0,66906.0,837.49,4.0,0.0,0.0,24.03,24.03,46436160.0,1797009693.3,0.0,2641.75,24.07,15.19,0.204,38.77,0.3306,55.7
2006-08-08,19978572.0,777998904.93,5.91,13.31,5.7,1129.89,2.0,459645400.4,14656894.0,11803434.0,570763890.52,0.0,0.0,114855.0,0.0,0.0,0.0,0.0,13.91,0.0,151312.0,0.0,0.0,0.0,114855.0,0.0,2581.0,166931.0,824.11,17.65,0.0,0.0,23.78,23.78,46987960.0,1829789507.73,0.0,2647.8,23.74,14.99,0.2074,39.2,0.3241,56.05
2006-08-09,20024228.0,786732907.99,5.92,13.53,5.71,1135.44,2.0,478757590.98,14830359.0,12185522.0,582670725.82,0.0,104577.0,22395.0,23.86,5.92,0.0,0.0,0.28,382088.0,9146.0,0.0,104577.0,23.86,22395.0,0.0,55639.0,0.0,835.38,0.0,0.0,0.0,23.99,23.99,46993480.0,1846329215.65,0.0,2648.4,23.98,14.92,0.2073,39.24,0.3239,56.55
2006-08-10,19971636.0,771484774.08,5.9,13.48,5.7,1144.24,2.0,468771182.83,15023165.0,12135207.0,580330177.06,0.0,0.0,273852.0,0.0,0.0,0.0,0.0,0.0,0.0,16256.0,0.0,0.0,0.0,273852.0,0.0,39787.0,50315.0,855.02,0.0,5.92,0.0,25.21,25.21,44578104.0,1722008577.24,104577.0,2525.44,25.29,14.98,0.2075,39.28,0.3351,55.6
2006-08-11,19890902.0,772511958.83,5.88,13.57,5.67,1125.57,2.0,466658166.55,15084512.0,12015674.0,585844016.18,0.0,0.0,70985.0,0.0,0.0,0.0,0.0,1.14,0.0,9637.0,0.0,0.0,0.0,70985.0,0.0,0.0,119534.0,846.75,12.22,0.0,0.0,25.18,25.18,44830912.0,1741118409.08,0.0,2521.07,25.14,14.99,0.2076,39.32,0.332,55.9
2006-08-14,19912226.0,781640738.28,5.89,13.96,5.68,1127.38,2.0,472537209.46,15087556.0,12037842.0,592251635.28,0.0,0.0,4140.0,2.92,0.0,0.0,0.0,0.03,49338.0,1096.0,0.0,0.0,2.92,4140.0,0.0,0.0,27169.0,846.5,1.43,0.0,0.0,25.15,25.15,44912760.0,1763019507.94,0.0,2534.07,25.04,15.02,0.2084,39.46,0.3319,56.5
2006-08-15,19822798.0,783639190.74,5.86,14.14,5.65,1127.84,2.0,472743233.53,15083100.0,11958429.0,596268411.65,0.0,0.0,6303.0,4.23,0.0,0.0,0.0,0.05,39253.0,10759.0,0.0,0.0,4.23,6303.0,0.0,0.0,118666.0,851.11,6.56,0.0,0.0,25.13,25.13,44929240.0,1776152552.94,0.0,2549.17,25.03,15.07,0.2114,39.85,0.3303,56.9
2006-08-16,19658026.0,783954257.8,5.81,13.97,5.61,1126.15,2.0,477555804.23,15012565.0,11974939.0,598695120.88,0.0,104577.0,31184.0,0.0,6.01,50000.0,0.0,11.78,0.0,228435.0,0.0,104577.0,0.0,31184.0,2.83,22139.0,33490.0,853.55,0.0,0.0,0.0,24.97,24.97,45104576.0,1798752550.31,0.0,2582.0,24.84,15.19,0.2146,40.21,0.327,57.4
2006-08-17,19338906.0,772571481.71,5.72,14.36,5.51,1120.07,2.0,475315299.32,14659979.0,11898029.0,585652657.8,0.0,0.0,20500.0,0.0,0.0,0.0,0.0,13.73,0.0,268509.0,0.0,0.0,0.0,20500.0,0.0,0.0,76910.0,843.23,0.0,6.01,0.0,24.56,24.56,45039428.0,1799283662.96,104577.0,2590.55,24.56,15.47,0.2209,40.81,0.3239,57.5
2006-08-18,20287666.0,808359290.93,6.0,15.11,5.79,1176.7,2.0,511999648.0,14508212.0,12849828.0,578077732.8,0.0,0.0,237.0,59.94,0.0,0.0,0.0,8.64,1026307.0,152004.0,0.0,0.0,59.94,237.0,0.0,0.0,74508.0,835.29,4.14,0.0,0.0,24.4,24.4,44953856.0,1791180274.8,0.0,2585.62,24.42,14.7,0.2439,44.17,0.3412,57.35
2006-08-21,19350848.0,764981960.01,5.72,14.43,5.52,1116.33,2.0,470570424.18,14519592.0,11903466.0,573991690.01,0.0,0.0,26012.0,2.72,0.0,0.0,0.0,0.84,47942.0,14631.0,0.0,0.0,2.72,26012.0,0.0,0.0,994304.0,830.93,59.89,0.0,0.0,24.27,24.27,45314876.0,1791397599.73,0.0,2594.52,24.26,15.43,0.2222,40.95,0.3234,56.9
2006-08-22,19242386.0,767378699.92,5.69,14.64,5.49,1111.83,2.0,470431951.36,14296570.0,11796305.0,570141525.07,0.0,0.0,37211.0,0.95,0.0,0.0,0.0,15.18,18600.0,272177.0,0.0,0.0,0.95,37211.0,0.0,11943.0,125761.0,819.46,6.31,0.0,0.0,23.98,23.98,45327792.0,1807654315.6,0.0,2601.26,23.96,15.56,0.2227,40.9,0.3227,57.4
2006-08-23,19387512.0,764410899.94,5.73,15.45,5.53,1110.26,2.0,469071730.04,14630281.0,11896918.0,576842777.23,0.0,80514.0,21785.0,4.82,4.57,0.0,0.0,8.91,130613.0,10702.0,0.0,80514.0,4.82,21785.0,0.0,242114.0,30000.0,830.69,1.59,0.0,0.0,24.05,24.05,46205428.0,1821787798.24,0.0,2540.71,24.64,15.62,0.2245,41.32,0.3187,56.75
2006-08-24,19266474.0,761646468.57,5.7,15.56,5.49,1096.67,2.0,468229840.09,14466149.0,11844259.0,571878969.63,0.0,0.0,27400.0,2.16,0.0,0.0,0.0,6.54,40000.0,111018.0,0.0,0.0,2.16,27400.0,0.0,0.0,92659.0,816.79,9.26,4.57,0.0,23.88,23.88,46105604.0,1822656832.16,80514.0,2526.48,24.43,15.37,0.2252,41.41,0.3181,56.9
2006-08-25,20802666.0,820930247.33,6.15,16.99,5.93,1183.87,2.0,516595236.21,14757856.0,13090708.0,582385468.1,0.0,0.0,298374.0,59.54,0.0,300000.0,0.0,0.39,1050580.0,6667.0,0.0,0.0,59.54,298374.0,17.07,0.0,104131.0,832.66,5.92,0.0,0.0,24.34,24.34,45883428.0,1810685894.6,0.0,2515.76,24.87,14.19,0.2352,43.52,0.343,56.8
2006-08-28,20820658.0,831766109.27,6.16,17.35,5.94,1180.82,2.0,519436580.13,14762780.0,13002467.0,589759463.06,0.0,0.0,4924.0,1.34,0.0,0.0,0.0,0.0,49648.0,0.0,0.0,0.0,1.34,4924.0,0.0,0.0,137888.0,830.2,7.92,0.0,0.0,24.31,24.31,45969264.0,1836429754.69,0.0,2527.6,24.72,14.15,0.24,44.08,0.3428,57.5
2006-08-29,20700136.0,825513190.1,6.16,17.44,5.9,1183.16,2.0,518176927.8,14654177.0,12993533.0,584402749.99,0.0,0.0,38602.0,3.39,0.0,0.0,0.0,7.59,60000.0,147206.0,0.0,0.0,3.39,38602.0,0.0,0.0,68934.0,830.47,0.34,0.0,0.0,24.15,24.15,46022836.0,1835372393.86,0.0,2537.8,24.66,14.27,0.2356,43.48,0.3412,57.4
2006-08-30,20419474.0,819285870.08,6.07,17.37,5.82,1179.37,2.0,509304326.16,14703926.0,12693648.0,589962249.1,0.0,80514.0,1763.0,0.0,4.65,0.0,0.0,0.76,0.0,32528.0,0.0,80514.0,0.0,1763.0,0.0,0.0,299885.0,843.13,13.27,0.0,0.0,24.34,24.34,45716528.0,1834273763.35,0.0,2633.32,24.25,14.27,0.2284,42.43,0.338,57.75
2006-08-31,20076510.0,808314901.88,5.97,17.4,5.73,1167.63,2.0,514514634.76,14530297.0,12779250.0,585014805.55,0.0,0.0,37000.0,15.11,0.0,0.0,0.0,6.34,207354.0,130116.0,0.0,0.0,15.11,37000.0,0.0,0.0,121752.0,839.09,7.3,4.65,0.0,24.17,24.17,45581812.0,1835202328.2,80514.0,2640.08,24.12,14.58,0.2331,42.75,0.334,57.95
2006-09-01,19151056.0,771719804.17,5.7,16.77,5.46,1116.1,2.0,465179941.83,14074288.0,11543940.0,567144014.37,0.0,0.0,13490.0,0.59,0.0,0.0,0.0,26.8,10000.0,469499.0,0.0,0.0,0.59,13490.0,0.0,0.0,1245310.0,815.02,71.38,0.0,0.0,23.43,23.43,45993268.0,1853365985.36,0.0,2666.95,23.41,15.3,0.2133,39.7,0.3188,58.0
2006-09-04,19159722.0,778724780.67,5.7,16.79,5.46,1116.27,2.0,469454461.32,14323304.0,11550444.0,582154154.73,0.0,0.0,663.0,0.34,0.0,0.0,0.0,0.02,6504.0,325.0,0.0,0.0,0.34,663.0,0.0,248679.0,0.0,829.67,0.0,0.0,0.0,23.84,23.84,45768508.0,1860208167.62,0.0,2660.13,23.77,15.26,0.2133,39.72,0.3188,58.5
2006-09-05,19053076.0,763800324.61,5.67,16.74,5.43,1121.94,2.0,460095877.96,14288736.0,11477138.0,572807309.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,34569.0,0.0,0.0,0.0,0.0,0.0,0.0,73306.0,837.35,0.0,0.0,0.0,23.77,23.77,45822192.0,1836921509.37,0.0,2659.31,23.95,15.38,0.2125,39.54,0.317,57.7
2006-09-06,19324654.0,769316902.65,5.75,17.0,5.51,1125.37,2.0,461407874.91,14422003.0,11590214.0,574141750.63,0.0,80514.0,20400.0,3.01,4.61,0.0,0.0,3.92,131676.0,66950.0,0.0,80514.0,3.01,20400.0,0.0,99303.0,18600.0,832.9,1.08,0.0,0.0,23.84,23.84,46074648.0,1834237523.21,0.0,2653.21,23.89,15.34,0.2104,39.32,0.3194,57.3
2006-09-07,19922096.0,779951997.33,5.93,17.73,5.68,1154.77,2.0,478594592.97,14340565.0,12224608.0,561434515.46,0.0,0.0,76408.0,39.59,0.0,0.0,0.0,4.69,712957.0,77332.0,0.0,0.0,39.59,76408.0,0.0,0.0,78563.0,825.34,4.76,4.61,0.0,23.95,23.95,45532380.0,1782597108.48,80514.0,2601.75,24.08,14.77,0.2275,41.94,0.3327,56.35
2006-09-08,19698830.0,773264025.05,5.86,17.54,5.62,1131.42,2.0,470743836.95,14258963.0,11992156.0,559725786.88,0.0,0.0,21992.0,0.0,0.0,0.0,0.0,6.24,0.0,103594.0,0.0,0.0,0.0,21992.0,0.0,0.0,232452.0,814.94,16.95,0.0,0.0,23.88,23.88,45449896.0,1784104412.24,0.0,2581.69,23.99,14.88,0.2233,41.29,0.3299,56.5
2006-09-11,19805124.0,776748526.0,5.89,18.44,5.65,1128.53,2.0,473800338.85,14270770.0,12080711.0,559693519.84,0.0,0.0,45268.0,1.1,0.0,0.0,0.0,2.08,88556.0,35961.0,0.0,0.0,1.1,45268.0,0.0,2500.0,0.0,806.07,0.0,0.0,0.0,23.82,23.82,45635808.0,1789816948.21,0.0,2589.19,23.74,14.87,0.2246,41.5,0.3306,56.45
2006-09-12,19695554.0,784082478.23,5.86,18.51,5.62,1129.85,2.0,477511707.67,14226181.0,11994730.0,566346052.22,0.0,0.0,648.0,0.0,0.0,0.0,0.0,1.59,0.0,45237.0,0.0,0.0,0.0,648.0,0.0,0.0,85981.0,811.7,1.26,0.0,0.0,23.76,23.76,45648612.0,1817276976.55,0.0,2607.42,23.74,14.87,0.2243,41.42,0.3289,57.3
2006-09-13,19783896.0,787599384.34,5.89,18.77,5.64,1142.82,2.0,478896383.46,14304477.0,12029512.0,569463025.81,0.0,80514.0,36429.0,6.22,4.61,0.0,0.0,2.03,64071.0,38648.0,0.0,80514.0,6.22,36429.0,0.0,0.0,29289.0,820.44,1.65,0.0,0.0,23.85,23.85,45674908.0,1818323823.61,0.0,2620.52,23.84,14.89,0.2252,41.57,0.3298,57.3
2006-09-14,19754166.0,783670922.4,5.88,18.99,5.63,1139.67,2.0,477656147.84,14227483.0,12040384.0,564420929.03,0.0,0.0,3520.0,0.0,0.0,0.0,0.0,0.0,10872.0,0.0,0.0,0.0,0.0,3520.0,0.0,0.0,0.0,814.44,0.0,4.61,0.0,23.76,23.76,45654096.0,1811151507.16,80514.0,2618.35,23.73,14.9,0.2263,41.69,0.3299,57.1
