DATE,CAP FP Equity_DX_SI_QTY,CAP FP Equity_DX_SHORT_INTEREST_VALUE,CAP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CAP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CAP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CAP FP Equity_DX_SI_MV,CAP FP Equity_DX_DSS,CAP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CAP FP Equity_DX_SUPPLY_SI_QTY,CAP FP Equity_DX_BROKER_SI_QTY,CAP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CAP FP Equity_DX_BROKER_SI_MV_NEW_x,CAP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CAP FP Equity_DX_SUPPLY_SI_QTY_INC_x,CAP FP Equity_DX_BROKER_SI_MV_INC_x,CAP FP Equity_DX_SUPPLY_SI_MV_NEW,CAP FP Equity_DX_BROKER_SI_QTY_ADD,CAP FP Equity_DX_BROKER_SI_QTY_NEW,CAP FP Equity_DX_SUPPLY_SI_MV_DEC,CAP FP Equity_DX_BROKER_SI_QTY_INC,CAP FP Equity_DX_SUPPLY_SI_QTY_DEC,CAP FP Equity_DX_BROKER_SI_MV_NEW_y,CAP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CAP FP Equity_DX_BROKER_SI_MV_INC_y,CAP FP Equity_DX_SUPPLY_SI_QTY_INC_y,CAP FP Equity_DX_BROKER_SI_MV_ADD,CAP FP Equity_DX_SUPPLY_SI_QTY_ADD,CAP FP Equity_DX_BROKER_SI_QTY_DEC,CAP FP Equity_DX_SUPPLY_SI_MV,CAP FP Equity_DX_BROKER_SI_MV_DEC,CAP FP Equity_DX_SUPPLY_SI_MV_RMV,CAP FP Equity_DX_BROKER_SI_MV_RMV,CAP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CAP FP Equity_DX_UTILIZATION_QUANTITY,CAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CAP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CAP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CAP FP Equity_DX_ACTIVE_UTILIZATION_MV,CAP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CAP FP Equity_DX_BROKER_SI_CON_RATIO,CAP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CAP FP Equity_DX_DEMAND_SUPPLY_RATIO,CAP FP Equity_PX_LAST
2006-07-17,10409709.0,314709384.25,8.52,7.63,7.9,421.09,2.0,169436831.96,6677268.0,5604498.0,201869130.13,0.0,0.0,34794.0,0.0,0.0,0.0,0.0,0.39,0.0,6029.0,0.0,0.0,0.0,34794.0,0.0,0.0,271017.0,268.93,13.6,0.0,0.0,23.52,23.52,21715268.0,656502369.2,0.0,875.85,23.49,16.8,0.1548,30.73,0.3666,39.01
2006-07-18,10140320.0,290062014.82,8.3,7.27,7.7,398.0,2.0,155623657.81,6552158.0,5440470.0,187423291.46,0.0,0.0,84245.0,15.58,0.0,0.0,0.0,12.06,433882.0,215166.0,0.0,0.0,15.58,84245.0,0.0,5812.0,597909.0,254.88,26.73,0.0,0.0,23.36,23.36,21498022.0,614947021.0,0.0,842.45,23.23,20.39,0.1382,24.41,0.3615,36.91
2006-07-19,9569350.0,287078563.47,7.83,6.48,7.26,367.28,2.0,148737976.66,6282551.0,4957966.0,188475258.61,0.0,0.0,54137.0,0.92,0.0,0.0,0.0,17.88,25000.0,361174.0,0.0,0.0,0.92,54137.0,0.0,37429.0,507504.0,239.26,23.54,0.0,0.0,22.22,22.22,21992274.0,659763769.46,0.0,832.7,22.32,21.83,0.1344,21.86,0.3384,38.71
2006-07-20,9419851.0,282520620.98,7.71,6.29,7.15,368.02,2.0,145076693.59,6314058.0,4837172.0,189371529.02,0.0,0.0,108295.0,4.03,0.0,0.0,0.0,4.0,86790.0,121787.0,0.0,0.0,4.03,108295.0,0.0,45000.0,207585.0,245.67,7.47,0.0,0.0,22.65,22.65,21566520.0,646824097.61,0.0,837.92,22.67,22.63,0.1383,23.07,0.3379,38.7
2006-07-21,9698285.0,275538669.42,7.94,6.56,7.36,374.38,2.0,136990970.79,6479332.0,4821746.0,184084765.29,0.0,0.0,307475.0,2.85,0.0,0.0,0.0,5.48,107767.0,142202.0,0.0,0.0,2.85,307475.0,0.0,0.0,123192.0,247.49,4.68,0.0,0.0,23.79,23.79,20757758.0,589750148.55,0.0,792.13,23.81,22.5,0.1344,22.59,0.3561,36.66
2006-07-24,9491704.0,280262063.77,7.77,6.21,7.2,359.17,2.0,138490449.67,6361549.0,4690290.0,187837805.68,0.0,0.0,21024.0,1.43,0.0,0.0,0.0,6.39,50000.0,138806.0,0.0,0.0,1.43,21024.0,0.0,0.0,181456.0,239.87,8.61,0.0,0.0,22.89,22.89,21430068.0,632766791.35,0.0,807.7,22.9,22.44,0.1371,23.6,0.3415,38.1
2006-07-25,9543334.0,286298088.73,7.81,6.16,7.24,369.18,2.0,144535305.01,6286297.0,4817876.0,188587637.85,0.0,0.0,34903.0,13.66,0.0,0.0,0.0,2.43,315089.0,110156.0,0.0,0.0,13.66,34903.0,0.0,0.0,187503.0,242.77,6.74,0.0,0.0,22.69,22.69,21417704.0,642526785.73,0.0,825.47,22.73,21.49,0.1438,26.15,0.3445,38.71
2006-07-26,8433474.0,258165829.93,6.9,5.49,6.4,329.98,2.0,123929164.02,6022179.0,4048380.0,184351174.8,0.0,0.0,6134.0,0.0,0.0,0.0,0.0,12.15,0.0,355798.0,0.0,0.0,0.0,6134.0,0.0,85545.0,769496.0,235.34,28.25,0.0,0.0,21.61,21.61,21840520.0,668582836.91,0.0,854.66,21.59,21.18,0.1415,25.65,0.3027,39.5
2006-07-27,8271743.0,272702847.0,6.77,5.4,6.28,334.49,2.0,127406363.63,6027393.0,3864546.0,198711109.75,0.0,0.0,50452.0,0.0,0.0,0.0,0.0,0.0,0.0,45238.0,0.0,0.0,0.0,50452.0,0.0,0.0,183833.0,245.49,3.94,0.0,0.0,21.42,21.42,22116648.0,729141714.82,0.0,895.51,21.52,21.55,0.1447,26.05,0.2939,42.54
2006-07-28,8574509.0,278763802.23,7.02,5.42,6.51,358.14,2.0,134205456.67,5930735.0,4128032.0,192812700.84,0.0,0.0,94347.0,13.99,0.0,0.0,0.0,5.8,263486.0,191552.0,0.0,0.0,13.99,94347.0,0.0,547.0,0.0,248.63,0.0,0.0,0.0,21.25,21.25,21974000.0,714391435.16,0.0,917.36,21.32,20.79,0.1422,26.03,0.3073,41.95
2006-07-31,8897463.0,290021779.43,7.28,5.82,6.75,371.13,2.0,139583344.64,6158115.0,4282222.0,200729968.78,0.0,0.0,26971.0,6.88,0.0,0.0,0.0,2.43,164511.0,53811.0,0.0,0.0,6.88,26971.0,0.0,254220.0,10321.0,257.52,0.54,0.0,0.0,22.06,22.06,21752354.0,709039915.51,0.0,904.56,22.16,20.68,0.1396,24.69,0.3188,42.06
2006-08-01,9364577.0,296829203.56,7.67,6.14,7.11,390.05,2.0,141258666.23,6282428.0,4456528.0,199134258.77,0.0,0.0,95096.0,8.54,0.0,0.0,0.0,7.34,188159.0,170783.0,0.0,0.0,8.54,95096.0,0.0,200000.0,13853.0,261.24,0.63,0.0,0.0,22.81,22.81,21258344.0,673826198.28,0.0,878.82,22.91,20.4,0.1308,23.28,0.34,40.9
2006-08-02,9542764.0,305657278.97,7.81,6.37,7.24,392.8,2.0,149887107.88,6508946.0,4679546.0,208483278.36,0.0,0.0,337185.0,9.75,0.0,0.0,0.0,12.15,252361.0,260667.0,0.0,0.0,9.75,337185.0,0.0,150000.0,29343.0,267.6,2.11,0.0,0.0,23.06,23.06,21717598.0,695620462.84,0.0,893.25,23.05,20.79,0.1313,22.91,0.3381,41.33
2006-08-03,9830719.0,303833450.61,8.05,6.67,7.46,402.75,2.0,151649213.8,6704714.0,4906704.0,207219470.93,0.0,0.0,130750.0,8.86,0.0,0.0,0.0,2.03,227158.0,50000.0,0.0,0.0,8.86,130750.0,0.0,115018.0,0.0,273.96,0.0,0.0,0.0,24.04,24.04,21180898.0,654628143.32,0.0,865.92,24.03,21.98,0.1341,22.49,0.3525,39.88
2006-08-04,9581727.0,295098369.21,7.85,6.43,7.27,384.36,2.0,149796779.04,6500199.0,4863842.0,200193360.18,0.0,0.0,46595.0,4.24,0.0,0.0,0.0,14.63,133826.0,311514.0,0.0,0.0,4.24,46595.0,0.0,60403.0,176688.0,259.78,8.99,0.0,0.0,23.09,23.09,21645620.0,666642575.23,0.0,868.94,23.02,20.68,0.1341,22.97,0.3404,39.74
2006-08-07,9685943.0,292077628.4,7.93,6.3,7.35,387.24,2.0,148739643.52,6545773.0,4932537.0,197386444.86,0.0,0.0,45598.0,1.1,0.0,64669.0,0.0,0.03,28194.0,23.0,0.0,0.0,1.1,45598.0,2.7,0.0,24168.0,260.29,1.25,0.0,0.0,23.74,23.74,21029728.0,634147142.94,0.0,840.36,23.65,20.25,0.1317,22.76,0.3513,38.91
2006-08-08,9624996.0,288822524.8,7.86,6.21,7.29,380.54,2.0,145684422.63,6570007.0,4854926.0,197149797.22,0.0,0.0,23310.0,0.85,0.0,0.0,0.0,3.93,29142.0,73455.0,0.0,0.0,0.85,23310.0,0.0,74379.0,106753.0,258.0,5.23,0.0,0.0,23.62,23.62,21246804.0,637564480.57,0.0,839.09,23.52,20.62,0.1328,22.74,0.346,38.72
2006-08-09,9455481.0,289891220.7,7.72,6.03,7.16,373.09,2.0,146561974.44,6438545.0,4780462.0,197396374.61,0.0,0.0,34631.0,1.76,0.0,0.0,0.0,9.75,45395.0,244649.0,0.0,0.0,1.76,34631.0,0.0,78556.0,119859.0,253.1,5.58,0.0,0.0,23.08,23.08,21456480.0,657824300.96,0.0,842.45,23.1,19.74,0.1316,23.39,0.339,39.56
2006-08-10,9601185.0,289521768.26,7.84,6.0,7.27,381.38,2.0,147531280.56,6779260.0,4892465.0,204427197.55,0.0,0.0,194429.0,7.02,0.0,0.0,0.0,2.25,157004.0,64322.0,0.0,0.0,7.02,194429.0,0.0,210608.0,45000.0,268.24,2.0,0.0,0.0,24.75,24.75,20614816.0,621635556.51,0.0,813.84,24.79,18.93,0.1293,23.3,0.3505,38.91
2006-08-11,9296656.0,280410806.6,7.59,5.76,7.04,367.19,2.0,145091795.94,6710882.0,4810330.0,202417281.51,0.0,0.0,224247.0,0.0,0.0,0.0,0.0,12.91,0.0,304305.0,0.0,0.0,0.0,224247.0,0.0,11680.0,82136.0,263.16,3.6,0.0,0.0,24.31,24.31,20893400.0,630198121.41,0.0,818.25,24.33,18.88,0.1343,24.06,0.3368,38.92
2006-08-14,9533195.0,289244691.26,7.78,5.94,7.22,376.08,2.0,150670251.65,6798092.0,4965930.0,206259498.7,0.0,0.0,62992.0,7.67,0.0,0.0,0.0,0.0,187018.0,0.0,0.0,0.0,7.67,62992.0,0.0,24218.0,31418.0,266.09,1.45,0.0,0.0,24.4,24.4,21066946.0,639187836.98,0.0,826.0,24.37,17.86,0.1286,23.3,0.3421,39.15
2006-08-15,9322115.0,288908962.14,7.61,5.79,7.06,367.99,2.0,149861322.97,6722115.0,4835518.0,208330327.19,0.0,0.0,857.0,0.5,0.0,0.0,0.0,3.9,21152.0,107624.0,0.0,0.0,0.5,857.0,0.0,30791.0,151564.0,263.92,5.85,0.0,0.0,24.07,24.07,21203836.0,657144677.15,0.0,842.39,23.86,17.11,0.1299,24.0,0.3338,39.99
2006-08-16,9701919.0,310755056.12,7.92,5.93,7.35,389.79,2.0,154859678.72,7116944.0,4834792.0,227957616.64,0.0,0.0,93957.0,1.72,0.0,0.0,0.0,0.0,10608.0,11251.0,0.0,0.0,1.72,93957.0,0.0,312123.0,11333.0,285.95,0.02,0.0,0.0,24.48,24.48,21957868.0,703316375.1,0.0,900.08,24.11,16.97,0.1286,23.92,0.3337,41.33
2006-08-17,9565150.0,312452869.7,7.81,5.65,7.24,394.82,2.0,151791502.96,7032762.0,4646808.0,229730497.57,0.0,0.0,115811.0,2.53,0.0,0.0,0.0,5.96,10688.0,220340.0,0.0,0.0,2.53,115811.0,0.0,20348.0,198673.0,291.44,7.1,0.0,0.0,24.36,24.36,21838068.0,713357032.06,0.0,912.34,24.21,17.19,0.1287,24.39,0.3313,42.15
2006-08-18,10208089.0,331556283.19,8.34,5.93,7.73,427.55,2.0,170758604.27,7059126.0,5257385.0,229278719.96,0.0,0.0,57793.0,27.0,0.0,0.0,0.0,0.0,617442.0,31429.0,0.0,0.0,27.0,57793.0,0.0,0.0,6864.0,296.86,0.0,0.0,0.0,24.46,24.46,21797662.0,707982835.47,0.0,912.13,24.55,16.77,0.146,28.92,0.3538,41.91
2006-08-21,10582941.0,341106856.48,8.64,6.14,8.01,455.51,2.0,182246806.01,7031491.0,5654261.0,226637358.31,0.0,0.0,5220.0,52.56,0.0,0.0,0.0,6.39,1008727.0,204000.0,0.0,0.0,52.56,5220.0,0.0,171145.0,611852.0,295.96,23.97,0.0,0.0,24.25,24.25,21963852.0,707933693.66,0.0,915.5,24.43,14.75,0.1129,20.44,0.365,41.59
2006-08-22,10612686.0,346506932.42,8.67,6.22,8.04,457.75,2.0,186817885.16,7004059.0,5721789.0,228684331.05,0.0,0.0,1108.0,2.4,0.0,41126.0,0.0,1.53,57126.0,39387.0,0.0,0.0,2.4,1108.0,1.71,10846.0,30724.0,296.07,1.04,0.0,0.0,24.08,24.08,22088246.0,721186923.27,0.0,926.57,24.22,15.35,0.1126,20.15,0.3648,42.13
2006-08-23,10593808.0,340307708.22,8.65,6.4,8.02,455.5,2.0,182562300.66,7449951.0,5683180.0,239316754.77,0.0,0.0,295496.0,3.67,0.0,0.0,0.0,5.1,107388.0,115715.0,0.0,0.0,3.67,295496.0,0.0,266111.0,145996.0,308.35,6.37,0.0,0.0,24.77,24.77,22624240.0,726764470.78,0.0,935.13,24.8,15.53,0.1127,20.55,0.3523,41.45
2006-08-24,10860692.0,347029173.78,8.87,6.57,8.22,463.87,2.0,189970869.61,7455439.0,5945365.0,238221914.07,0.0,0.0,7265.0,11.47,0.0,0.0,0.0,0.12,279871.0,1777.0,0.0,0.0,11.47,7265.0,0.0,0.0,17686.0,306.22,1.24,0.0,0.0,25.03,25.02,22334088.0,713635936.44,0.0,917.68,25.02,15.03,0.1096,19.78,0.3645,41.23
2006-08-25,11395779.0,366511215.45,9.31,7.14,8.63,484.42,2.0,207191206.47,7591968.0,6442109.0,244172988.9,0.0,0.0,96146.0,23.65,0.0,0.0,0.0,1.0,571745.0,23600.0,0.0,0.0,23.65,96146.0,0.0,63982.0,75000.0,310.03,2.92,0.0,0.0,25.6,25.6,22063216.0,709597484.55,0.0,910.5,25.4,13.55,0.1194,23.96,0.3843,41.5
2006-08-28,11567479.0,379653395.32,9.45,7.3,8.76,493.27,2.0,217494380.87,7568201.0,6626733.0,248394071.52,0.0,0.0,3629.0,8.52,0.0,0.0,0.0,0.78,193010.0,27396.0,0.0,0.0,8.52,3629.0,0.0,0.0,8387.0,310.9,0.53,0.0,0.0,25.46,25.46,22152536.0,727062958.77,0.0,924.19,25.17,13.31,0.1248,25.59,0.3892,42.35
2006-08-29,11420042.0,377469521.38,9.33,7.36,8.65,492.43,2.0,214842532.52,7507287.0,6499891.0,248140245.96,0.0,0.0,2917.0,2.42,0.0,0.0,0.0,1.91,55319.0,77478.0,0.0,0.0,2.42,2917.0,0.0,13647.0,182160.0,312.66,6.22,0.0,0.0,25.33,25.33,22132888.0,731563915.44,0.0,929.07,25.18,13.78,0.1204,24.21,0.3853,42.65
2006-08-30,11399171.0,385172180.06,9.31,7.87,8.63,497.58,2.0,217492171.41,7550858.0,6436681.0,255139644.56,0.0,0.0,13700.0,0.0,0.0,0.0,0.0,2.52,0.0,100976.0,0.0,0.0,0.0,13700.0,0.0,130847.0,63211.0,324.83,0.21,0.0,0.0,25.32,25.32,22268650.0,752446337.33,0.0,961.93,25.24,13.7,0.1187,23.93,0.3823,43.6
2006-08-31,11496545.0,380978259.97,9.39,8.1,8.7,506.94,2.0,213906699.76,7628450.0,6454930.0,252795392.64,0.0,0.0,11921.0,2.23,0.0,0.0,0.0,0.0,29749.0,9329.0,0.0,0.0,2.23,11921.0,0.0,75000.0,11500.0,331.05,0.28,0.0,0.0,25.65,25.65,22107860.0,732621325.31,0.0,954.5,25.75,14.41,0.1197,23.98,0.3866,42.76
2006-09-01,10943698.0,366135047.09,8.94,7.81,8.29,479.37,2.0,198967771.51,7614818.0,5947104.0,254763220.53,0.0,0.0,14383.0,1.72,0.0,0.0,0.0,2.56,36567.0,53031.0,0.0,0.0,1.72,14383.0,0.0,25016.0,544393.0,328.05,24.43,0.0,0.0,25.62,25.62,22109536.0,739702064.56,0.0,953.71,25.59,15.25,0.1084,19.55,0.3682,43.17
2006-09-04,11074649.0,379356381.16,9.04,8.26,8.39,487.18,2.0,206743037.78,7659200.0,6035503.0,262361939.83,0.0,0.0,4795.0,4.23,0.0,0.0,0.0,0.02,88399.0,11501.0,0.0,0.0,4.23,4795.0,0.0,51088.0,0.0,333.1,0.0,0.0,0.0,25.77,25.77,22057600.0,755571694.7,0.0,965.49,25.65,15.91,0.1085,19.37,0.3727,44.2
2006-09-05,11090896.0,371317598.96,9.06,8.26,8.4,494.57,2.0,203572706.44,7625921.0,6080519.0,255311985.22,0.0,0.0,1817.0,4.0,0.0,0.0,0.0,0.04,69152.0,35096.0,0.0,0.0,4.0,1817.0,0.0,0.0,24136.0,336.67,0.0,0.0,0.0,25.67,25.67,22076040.0,739094674.36,0.0,959.4,25.98,16.18,0.1083,19.05,0.3734,43.2
2006-09-06,11024077.0,367371826.41,9.0,8.12,8.35,486.99,2.0,199902130.22,7460664.0,5998654.0,248622878.8,0.0,0.0,17802.0,0.93,0.0,0.0,0.0,24.16,24284.0,536446.0,0.0,0.0,0.93,17802.0,0.0,353388.0,106149.0,323.9,4.75,0.0,0.0,24.88,24.88,22527576.0,750720150.05,0.0,970.42,25.02,15.55,0.1085,19.42,0.3676,43.0
2006-09-07,11054212.0,358010129.14,9.03,8.08,8.37,486.01,2.0,194839664.85,7429051.0,6016028.0,240602903.94,0.0,0.0,21689.0,12.59,0.0,0.0,0.0,2.33,296125.0,53302.0,0.0,0.0,12.59,21689.0,0.0,0.0,278751.0,320.69,12.34,0.0,0.0,24.84,24.84,22478748.0,728013853.41,0.0,952.62,25.19,15.16,0.1177,22.48,0.3696,41.79
2006-09-08,11569528.0,373264945.77,9.45,8.72,8.76,503.77,2.0,210529275.97,7468130.0,6525457.0,240942512.04,0.0,0.0,60560.0,20.03,0.0,0.0,0.0,1.11,509429.0,21482.0,0.0,0.0,20.03,60560.0,0.0,0.0,0.0,319.04,0.0,0.0,0.0,24.83,24.83,22614726.0,729613556.74,0.0,948.42,25.17,14.67,0.1194,23.07,0.3846,41.63
2006-09-11,11755758.0,377451125.2,9.6,8.66,8.9,504.99,2.0,214850303.14,7752049.0,6691537.0,248900974.11,0.0,0.0,190700.0,1.82,0.0,188260.0,0.0,0.5,75905.0,2612.0,0.0,0.0,1.82,190700.0,7.81,95831.0,98085.0,325.01,4.86,0.0,0.0,25.5,25.5,22644300.0,727057882.13,0.0,946.18,25.57,14.23,0.1163,22.89,0.3867,41.43
2006-09-12,12262816.0,402474880.7,10.01,9.01,9.28,528.95,2.0,236389191.11,7875136.0,7202430.0,258467909.99,0.0,0.0,54304.0,22.56,0.0,0.0,0.0,2.16,534300.0,57516.0,0.0,0.0,22.56,54304.0,0.0,126300.0,23407.0,333.54,0.47,0.0,0.0,25.47,25.47,23047342.0,756431167.36,0.0,973.63,25.52,14.07,0.1102,21.6,0.3966,42.35
2006-09-13,12859415.0,427138317.51,10.5,9.36,9.74,558.56,2.0,252724527.3,8402102.0,7608518.0,279084212.76,0.0,0.0,531287.0,20.23,0.0,0.0,0.0,5.28,433232.0,139899.0,0.0,0.0,20.23,531287.0,0.0,135579.0,27144.0,358.57,1.43,0.0,0.0,26.75,26.75,23005100.0,764137381.69,0.0,983.71,26.71,14.63,0.1079,20.59,0.4094,42.86
2006-09-14,13052650.0,434163750.17,10.66,9.45,9.88,570.2,2.0,259210459.21,8702655.0,7792874.0,289472048.3,0.0,0.0,397609.0,8.87,0.0,0.0,0.0,3.54,190356.0,97057.0,0.0,0.0,8.87,397609.0,0.0,0.0,6000.0,374.07,0.1,0.0,0.0,27.81,27.81,22592552.0,751484725.5,0.0,969.85,27.83,14.36,0.1068,20.66,0.4171,42.92
2006-09-15,12756522.0,432420440.53,10.42,9.36,9.66,562.31,2.0,259818084.63,8489473.0,7664705.0,287776061.1,0.0,0.0,53243.0,4.12,0.0,0.0,0.0,10.46,95000.0,266425.0,0.0,0.0,4.12,53243.0,0.0,0.0,223169.0,368.02,7.59,0.0,0.0,27.08,27.08,22865368.0,775089989.53,0.0,993.94,27.02,14.67,0.109,21.07,0.4068,43.74
