DATE,EIFF FP Equity_DX_SI_QTY,EIFF FP Equity_DX_SHORT_INTEREST_VALUE,EIFF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EIFF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EIFF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EIFF FP Equity_DX_SI_MV,EIFF FP Equity_DX_DSS,EIFF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EIFF FP Equity_DX_SUPPLY_SI_QTY,EIFF FP Equity_DX_BROKER_SI_QTY,EIFF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EIFF FP Equity_DX_BROKER_SI_MV_NEW_x,EIFF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EIFF FP Equity_DX_SUPPLY_SI_QTY_INC_x,EIFF FP Equity_DX_BROKER_SI_MV_INC_x,EIFF FP Equity_DX_SUPPLY_SI_MV_NEW,EIFF FP Equity_DX_BROKER_SI_QTY_ADD,EIFF FP Equity_DX_BROKER_SI_QTY_NEW,EIFF FP Equity_DX_SUPPLY_SI_MV_DEC,EIFF FP Equity_DX_BROKER_SI_QTY_INC,EIFF FP Equity_DX_SUPPLY_SI_QTY_DEC,EIFF FP Equity_DX_BROKER_SI_MV_NEW_y,EIFF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EIFF FP Equity_DX_BROKER_SI_MV_INC_y,EIFF FP Equity_DX_SUPPLY_SI_QTY_INC_y,EIFF FP Equity_DX_BROKER_SI_MV_ADD,EIFF FP Equity_DX_SUPPLY_SI_QTY_ADD,EIFF FP Equity_DX_BROKER_SI_QTY_DEC,EIFF FP Equity_DX_SUPPLY_SI_MV,EIFF FP Equity_DX_BROKER_SI_MV_DEC,EIFF FP Equity_DX_SUPPLY_SI_MV_RMV,EIFF FP Equity_DX_BROKER_SI_MV_RMV,EIFF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EIFF FP Equity_DX_UTILIZATION_QUANTITY,EIFF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EIFF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EIFF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EIFF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EIFF FP Equity_DX_ACTIVE_UTILIZATION_MV,EIFF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EIFF FP Equity_DX_BROKER_SI_CON_RATIO,EIFF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EIFF FP Equity_DX_DEMAND_SUPPLY_RATIO,EIFF FP Equity_PX_LAST
2006-07-18,169680.0,7272911.45,3.49,11.78,3.27,15.18,1.0,6136497.61,26513.0,143167.0,1136413.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.0,4223.0,2.36,0.32,0.0,0.0,3.33,3.33,770597.0,33029725.04,0.0,68.72,3.32,14.66,0.6939,81.96,0.2129,89.0
2006-07-19,182947.0,8017783.45,3.76,13.48,3.52,16.59,1.0,6578722.21,34337.0,150111.0,1504843.65,0.0,0.0,7824.0,0.58,0.0,1530.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.58,7824.0,0.14,0.0,1086.0,3.12,0.0,0.0,0.0,4.16,4.16,791437.0,34685294.0,0.0,71.14,4.2,14.33,0.6451,78.8,0.2215,91.0
2006-07-20,162781.0,7286865.34,3.35,11.8,3.14,14.74,1.0,6868179.8,10891.0,153428.0,487533.87,0.0,0.0,261.0,0.28,0.0,0.0,0.0,2.15,3317.0,23707.0,0.0,0.0,0.28,261.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.87,1.87,570845.0,25553784.82,0.0,52.09,1.86,6.82,0.8388,91.32,0.2798,92.95
2006-07-21,164681.0,7455194.65,3.39,11.88,3.17,14.91,1.0,7083568.94,9779.0,156472.0,442700.42,0.0,0.0,182.0,0.27,0.0,0.0,0.0,0.12,3044.0,1293.0,0.0,0.0,0.27,182.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,1.68,1.68,573071.0,25943222.67,0.0,52.95,1.64,6.75,0.8556,92.25,0.2825,94.0
2006-07-24,166269.0,8231747.44,3.42,12.37,3.2,15.08,1.0,7816914.78,9966.0,157890.0,493402.83,0.0,0.0,186.0,0.15,0.0,0.0,0.0,0.0,1417.0,0.0,0.0,0.0,0.15,186.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.7,1.7,576442.0,28538843.43,0.0,55.05,1.61,6.68,0.8568,92.32,0.2835,102.8
2006-07-25,178669.0,8432627.57,3.68,12.64,3.44,16.42,1.0,7996103.21,10960.0,169420.0,517278.31,0.0,0.0,777.0,1.24,0.0,0.0,0.0,0.0,11530.0,0.0,0.0,0.0,1.24,777.0,0.0,217.0,0.0,1.01,0.0,0.0,0.0,1.86,1.86,579399.0,27345851.74,0.0,57.2,1.73,6.13,0.8636,92.72,0.3026,98.0
2006-07-26,171760.0,8230623.77,3.53,12.15,3.31,15.69,1.0,7811281.73,10393.0,163009.0,498025.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,6411.0,0.95,0.67,0.0,0.0,1.31,1.31,782475.0,37495676.14,0.0,74.75,1.26,6.41,0.8587,92.44,0.2166,99.5
2006-07-27,161353.0,7770781.23,3.32,12.0,3.11,15.3,1.0,7353281.07,10275.0,152684.0,494845.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,10325.0,0.98,0.41,0.0,0.0,1.36,1.36,746739.0,35963046.26,0.0,72.65,1.32,2.3,0.9319,96.5,0.2131,100.0
2006-07-28,161971.0,7800544.19,3.33,12.2,3.12,15.35,1.0,7392772.38,10082.0,153504.0,485550.42,0.0,0.0,4.0,0.07,0.0,0.0,0.0,0.02,820.0,197.0,0.0,0.0,0.07,4.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,1.33,1.33,747168.0,35983706.96,0.0,72.98,1.29,2.29,0.9347,96.65,0.2139,100.0
2006-07-31,162019.0,7802855.87,3.33,13.61,3.12,15.35,1.0,7394313.5,10098.0,153536.0,486320.98,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,1.33,1.33,747553.0,36002248.61,0.0,72.93,1.29,2.29,0.9349,96.66,0.2138,100.0
2006-08-01,161984.0,7801170.27,3.33,14.73,3.12,15.35,1.0,7394313.5,10063.0,153536.0,484635.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.33,1.33,747585.0,36003789.73,0.0,73.01,1.29,2.29,0.9349,96.66,0.2138,100.0
2006-08-02,162049.0,7866735.08,3.33,16.21,3.12,15.35,1.0,7453468.01,10128.0,153536.0,491667.91,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,1.27,1.27,784944.0,38105428.01,0.0,76.93,1.23,2.29,0.9349,96.66,0.2038,100.8
2006-08-03,162230.0,7969278.01,3.34,17.29,3.13,15.53,1.0,7522992.55,10696.0,153145.0,525423.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,633.0,391.0,1.03,0.0,0.0,0.0,1.4,1.4,751033.0,36893242.77,0.0,74.21,1.37,2.26,0.9271,96.25,0.213,102.0
2006-08-04,163372.0,8064716.94,3.36,17.76,3.15,15.72,1.0,7610912.48,10815.0,154179.0,533873.09,0.0,0.0,119.0,0.17,0.0,0.0,0.0,0.0,1034.0,0.0,0.0,0.0,0.17,119.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.42,1.42,751444.0,37094380.66,0.0,74.76,1.38,2.23,0.9265,96.22,0.2143,102.5
2006-08-07,162381.0,8133101.43,3.34,16.8,3.13,15.89,1.0,7662338.1,11634.0,152982.0,582706.73,0.0,0.0,874.0,0.0,0.0,633.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,874.0,0.06,0.0,1830.0,1.15,0.0,0.0,0.0,1.53,1.53,746803.0,37404773.65,0.0,75.5,1.5,2.21,0.9157,95.66,0.2141,104.0
2006-08-08,154440.0,7437850.26,3.18,16.59,2.98,15.77,1.0,7001326.85,11255.0,145376.0,542042.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,7606.0,1.15,0.12,0.0,0.0,1.51,1.51,734744.0,35385365.52,0.0,75.32,1.5,1.07,0.9589,97.91,0.207,100.0
2006-08-09,151327.0,7276995.89,3.11,14.37,2.92,15.22,1.0,6827470.31,11503.0,141979.0,553154.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,252.0,0.0,0.0,0.0,0.0,0.0,500.0,3397.0,1.16,0.56,0.0,0.0,1.47,1.47,772386.0,37142411.77,0.0,77.48,1.47,1.06,0.9514,97.53,0.193,99.85
2006-08-10,151206.0,7289382.5,3.11,14.11,2.91,15.11,1.0,6875803.6,10741.0,142627.0,517805.23,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.09,648.0,874.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,1.43,1.43,742000.0,35770550.23,0.0,74.12,1.43,1.07,0.9633,98.14,0.2009,100.1
2006-08-11,152339.0,7200937.51,3.13,13.99,2.94,15.15,1.0,6792484.65,10814.0,143698.0,511168.76,0.0,0.0,73.0,0.04,0.0,0.0,0.0,0.0,1071.0,0.0,0.0,0.0,0.04,73.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,1.44,1.44,742761.0,35109693.16,0.0,74.15,1.43,1.07,0.9634,98.15,0.2022,98.15
2006-08-14,148810.0,7310042.91,3.06,14.38,2.87,14.85,1.0,6896964.82,10546.0,140401.0,518054.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,3296.0,1.06,0.27,0.0,0.0,1.4,1.4,741232.0,36411785.0,0.0,74.06,1.4,1.07,0.9629,98.12,0.1979,102.0
2006-08-15,151330.0,7579595.15,3.11,15.89,2.92,15.43,1.0,7153559.09,10669.0,142824.0,534373.23,0.0,0.0,123.0,0.54,0.0,0.0,0.0,0.0,2423.0,0.0,0.0,0.0,0.54,123.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,1.42,1.42,741598.0,37144073.24,0.0,75.62,1.42,1.07,0.9635,98.15,0.2012,104.0
2006-08-16,151421.0,7671662.48,3.12,16.53,2.92,15.77,1.0,7221002.15,11055.0,142526.0,560095.55,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,400.0,0.0,0.0,298.0,1.15,0.0,0.0,0.0,1.41,1.41,773793.0,39203800.84,0.0,80.27,1.42,1.07,0.958,97.87,0.1929,105.2
2006-08-17,151765.0,7711018.12,3.12,15.91,2.92,15.96,1.0,7256024.1,11119.0,142810.0,564944.56,0.0,0.0,63.0,0.17,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.17,63.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,1.48,1.48,741393.0,37669389.24,0.0,77.74,1.48,1.07,0.958,97.87,0.2017,105.5
2006-08-18,149144.0,7915439.23,3.07,15.76,2.87,15.96,1.0,7468197.59,10568.0,140717.0,560869.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,2093.0,1.13,0.0,0.0,0.0,1.41,1.41,740158.0,39282007.11,0.0,78.5,1.43,1.07,0.963,98.13,0.1987,110.2
2006-08-21,153285.0,8002332.24,3.15,17.72,2.95,16.66,1.0,7552894.4,10793.0,144676.0,563454.82,0.0,0.0,224.0,0.66,0.0,0.0,0.0,0.0,3959.0,0.0,0.0,0.0,0.66,224.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,1.43,1.43,742467.0,38760919.91,0.0,80.06,1.44,1.07,0.9638,98.16,0.2035,108.4
2006-08-22,150579.0,7904575.36,3.1,18.84,2.9,16.41,1.0,7455589.56,10708.0,142026.0,562111.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,1.17,0.25,0.0,0.0,1.42,1.42,741303.0,38914360.11,0.0,80.05,1.44,1.07,0.9631,98.13,0.2002,109.0
2006-08-23,151121.0,7983973.45,3.11,17.78,2.91,16.49,1.0,7532738.23,10703.0,142580.0,565457.27,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,554.0,6.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,1.36,1.36,775845.0,40989180.08,0.0,82.41,1.4,1.07,0.9633,98.14,0.1921,109.7
2006-08-24,153121.0,7890529.94,3.15,17.95,2.95,16.62,1.0,7432622.48,11066.0,144235.0,570245.78,0.0,0.0,113.0,0.1,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.1,113.0,0.0,250.0,0.0,1.2,0.0,0.0,0.0,1.46,1.46,744361.0,38357917.98,0.0,78.58,1.5,1.07,0.9602,97.98,0.2027,107.0
2006-08-25,155405.0,8045649.14,3.2,17.99,2.99,16.68,1.0,7548015.35,11770.0,145793.0,609358.07,0.0,0.0,838.0,0.0,0.0,3500.0,0.0,0.03,0.0,134.0,0.0,0.0,0.0,838.0,0.37,0.0,1942.0,1.26,0.38,0.0,0.0,1.56,1.56,742707.0,38451529.47,0.0,77.74,1.6,2.37,0.9048,95.08,0.206,107.5
2006-08-28,155889.0,7845477.83,3.21,18.16,3.0,16.64,1.0,7413568.64,10756.0,147307.0,541320.81,0.0,0.0,74.0,0.07,0.0,0.0,0.0,0.12,1514.0,1088.0,0.0,0.0,0.07,74.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,1.41,1.41,752062.0,37849275.75,0.0,78.33,1.44,2.37,0.9189,95.82,0.2044,104.5
2006-08-29,152845.0,7655476.25,3.15,17.85,2.94,16.19,1.0,7230942.79,10619.0,144369.0,531868.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,209.0,0.0,0.0,0.0,0.0,0.0,72.0,2938.0,1.12,0.42,0.0,0.0,1.39,1.39,751264.0,37628209.68,0.0,77.18,1.43,2.44,0.9164,95.69,0.2006,104.0
2006-08-30,153853.0,7424399.42,3.17,17.83,2.96,16.13,1.0,7005195.65,10838.0,145166.0,523003.39,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,797.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,1.36,1.36,784686.0,37866159.82,0.0,80.8,1.38,2.45,0.9149,95.61,0.1934,100.2
2006-08-31,148155.0,7513327.54,3.05,17.54,2.85,15.54,1.0,7097686.94,10290.0,139959.0,521832.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,5207.0,1.08,0.53,0.0,0.0,1.35,1.35,750176.0,38043386.97,0.0,77.23,1.38,2.54,0.915,95.61,0.1948,105.3
2006-09-01,153377.0,7682122.28,3.16,18.2,2.96,15.93,1.0,7249574.98,10821.0,144741.0,541986.38,0.0,0.0,530.0,0.72,0.0,0.0,0.0,0.0,8282.0,0.0,0.0,0.0,0.72,530.0,0.0,0.0,3500.0,1.12,0.37,0.0,0.0,1.42,1.42,753697.0,37750070.22,0.0,78.67,1.41,1.07,0.9638,98.17,0.2006,104.0
2006-09-04,160665.0,8047152.94,3.31,18.29,3.1,16.74,1.0,7135778.37,20355.0,142469.0,1019511.39,0.0,0.0,9700.0,0.0,0.0,0.0,0.0,0.01,0.0,165.0,0.0,0.0,0.0,9700.0,0.0,0.0,2272.0,2.12,0.18,0.0,0.0,2.67,2.67,743144.0,37221507.02,0.0,77.23,2.67,6.34,0.8487,91.9,0.2104,104.0
2006-09-05,161031.0,8065484.61,3.31,20.5,3.1,16.75,1.0,7150453.73,20433.0,142762.0,1023418.14,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,2.68,2.68,743210.0,37224812.74,0.0,77.37,2.67,6.34,0.849,91.92,0.2109,104.0
2006-09-06,152825.0,7433672.37,3.15,19.44,2.94,15.73,1.0,7013748.31,10812.0,144192.0,525914.38,0.0,0.0,79.0,0.0,0.0,0.0,0.0,1.01,1431.0,9700.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,1.36,1.36,785681.0,38216882.97,0.0,80.84,1.36,1.07,0.9635,98.15,0.1919,101.0
2006-09-07,149552.0,7411314.41,3.08,18.68,2.88,15.29,1.0,6990527.86,10636.0,141061.0,527085.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,3132.0,1.09,0.42,0.0,0.0,1.39,1.39,752393.0,37286168.6,0.0,77.11,1.39,1.07,0.9629,98.12,0.196,102.9
2006-09-08,151772.0,7535949.17,3.12,18.57,2.92,15.57,1.0,7108783.61,10770.0,143169.0,534763.81,0.0,0.0,135.0,0.27,0.0,0.0,0.0,0.0,2108.0,0.0,0.0,0.0,0.27,135.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,1.41,1.41,753291.0,37403227.76,0.0,77.68,1.4,1.07,0.9635,98.15,0.1986,103.1
2006-09-11,152152.0,7437574.78,3.14,17.99,2.93,15.6,1.0,7018553.73,10744.0,143580.0,525193.91,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,411.0,27.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.4,1.4,756844.0,36996449.93,0.0,77.68,1.4,1.07,0.9634,98.15,0.1982,101.5
2006-09-12,147764.0,7671407.23,3.05,17.01,2.85,15.36,1.0,7237591.97,10483.0,139408.0,544241.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,893.0,0.0,0.0,0.0,0.0,0.0,633.0,4172.0,1.09,0.23,0.0,0.0,1.37,1.37,756613.0,39280788.56,0.0,78.61,1.37,1.07,0.9628,98.11,0.1926,107.8
2006-09-13,153636.0,7880072.93,3.17,17.72,2.96,16.31,1.0,7435640.43,10852.0,144971.0,556604.91,0.0,0.0,368.0,0.89,0.0,0.0,0.0,0.0,5564.0,0.0,0.0,0.0,0.89,368.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,1.39,1.39,771755.0,39583728.34,0.0,82.4,1.38,1.07,0.9639,98.17,0.1963,106.5
2006-09-14,152678.0,7654464.79,3.15,17.36,2.94,16.19,1.0,7225512.35,10725.0,144122.0,537694.59,0.0,0.0,0.0,0.0,0.0,784.0,0.0,0.01,0.0,127.0,0.0,0.0,0.0,0.0,0.08,0.0,1633.0,1.14,0.18,0.0,0.0,15.06,1.44,60509.0,3033600.19,0.0,0.0,961.74,1.06,0.9529,97.61,0.2049,104.1
2006-09-15,150463.0,7608633.3,3.1,17.28,2.9,15.76,1.0,7177337.68,10683.0,141934.0,540219.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2188.0,1.12,0.42,0.0,0.0,1.43,1.43,733892.0,37111549.75,0.0,77.26,1.43,1.07,0.9631,98.13,0.2021,105.0
2006-09-18,152487.0,7696295.62,3.14,19.63,2.94,15.88,1.0,7263499.81,9207.0,143912.0,464694.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.16,1979.0,1476.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,1.23,1.23,736350.0,37164920.8,0.0,77.36,1.22,1.06,0.9636,98.15,0.2045,104.8
2006-09-19,148508.0,7581294.24,3.06,16.45,2.86,15.7,1.0,7147984.08,9121.0,140020.0,465624.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,3892.0,0.96,0.19,0.0,0.0,1.23,1.23,735264.0,37535033.31,0.0,77.67,1.23,0.45,0.984,99.19,0.1995,106.0
