DATE,ADUX FP Equity_DX_SI_QTY,ADUX FP Equity_DX_SHORT_INTEREST_VALUE,ADUX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ADUX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ADUX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ADUX FP Equity_DX_SI_MV,ADUX FP Equity_DX_DSS,ADUX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ADUX FP Equity_DX_SUPPLY_SI_QTY,ADUX FP Equity_DX_BROKER_SI_QTY,ADUX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ADUX FP Equity_DX_BROKER_SI_MV_NEW_x,ADUX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ADUX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ADUX FP Equity_DX_BROKER_SI_MV_INC_x,ADUX FP Equity_DX_SUPPLY_SI_MV_NEW,ADUX FP Equity_DX_BROKER_SI_QTY_ADD,ADUX FP Equity_DX_BROKER_SI_QTY_NEW,ADUX FP Equity_DX_SUPPLY_SI_MV_DEC,ADUX FP Equity_DX_BROKER_SI_QTY_INC,ADUX FP Equity_DX_SUPPLY_SI_QTY_DEC,ADUX FP Equity_DX_BROKER_SI_MV_NEW_y,ADUX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ADUX FP Equity_DX_BROKER_SI_MV_INC_y,ADUX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ADUX FP Equity_DX_BROKER_SI_MV_ADD,ADUX FP Equity_DX_SUPPLY_SI_QTY_ADD,ADUX FP Equity_DX_BROKER_SI_QTY_DEC,ADUX FP Equity_DX_SUPPLY_SI_MV,ADUX FP Equity_DX_BROKER_SI_MV_DEC,ADUX FP Equity_DX_SUPPLY_SI_MV_RMV,ADUX FP Equity_DX_BROKER_SI_MV_RMV,ADUX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ADUX FP Equity_DX_UTILIZATION_QUANTITY,ADUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ADUX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ADUX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ADUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ADUX FP Equity_DX_ACTIVE_UTILIZATION_MV,ADUX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ADUX FP Equity_DX_BROKER_SI_CON_RATIO,ADUX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ADUX FP Equity_DX_DEMAND_SUPPLY_RATIO,ADUX FP Equity_PX_LAST
2006-07-17,60582.0,384048.0,0.26,0.22,0.23,0.47,0.0,108414.86,45956.0,17102.0,291329.27,0.0,0.0,1082.0,0.02,0.0,0.0,0.0,0.0,2982.0,0.0,0.0,0.0,0.02,1082.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,4.22,4.22,1043352.0,6614130.42,0.0,7.76,4.22,21.18,0.5174,68.18,0.0556,6.43
2006-07-18,60707.0,395015.04,0.26,0.22,0.23,0.47,0.0,112257.23,45784.0,17252.0,297912.41,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,150.0,216.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,4.2,4.2,1043627.0,6790787.96,0.0,7.75,4.24,21.02,0.5189,68.36,0.0557,6.6
2006-07-19,75614.0,526305.42,0.32,0.29,0.28,0.58,0.0,130521.85,61984.0,18752.0,431434.86,0.0,16211.0,957.0,0.01,0.11,0.0,0.0,0.01,1500.0,968.0,0.0,16211.0,0.01,957.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,5.52,5.52,1061492.0,7388433.26,0.0,7.6,5.67,17.76,0.3633,54.43,0.0673,7.06
2006-07-20,60792.0,429131.49,0.26,0.23,0.23,0.49,0.0,138864.89,44417.0,19672.0,313540.16,0.0,0.0,83.0,0.01,0.0,0.0,0.0,0.0,920.0,1439.0,0.0,0.0,0.01,83.0,0.0,0.0,0.0,0.35,0.0,0.11,0.0,4.16,4.16,1022883.0,7220543.88,16211.0,7.49,4.42,20.42,0.4776,65.13,0.057,7.16
2006-07-21,69048.0,484006.99,0.29,0.27,0.26,0.54,0.0,190468.05,45300.0,27172.0,317540.21,0.0,0.0,883.0,0.05,0.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0,0.05,883.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,13.44,4.21,291838.0,2045702.0,0.0,0.0,455.29,18.38,0.4046,58.54,0.0642,7.11
2006-07-24,79337.0,565516.13,0.34,0.32,0.3,0.61,0.0,264962.95,45595.0,37172.0,325002.31,0.0,0.0,295.0,0.07,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.07,295.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,13.41,4.23,294408.0,2098547.64,0.0,0.0,449.29,24.67,0.3582,51.52,0.0736,7.23
2006-07-25,79440.0,556068.78,0.34,0.33,0.3,0.61,0.0,260198.75,45772.0,37172.0,320397.54,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,13.4,4.24,295773.0,2070369.23,0.0,0.0,455.88,24.42,0.3563,51.4,0.0736,7.1
2006-07-26,101774.0,699359.62,0.43,0.46,0.38,0.75,0.0,296664.7,88149.0,43172.0,605732.81,0.0,40211.0,2166.0,0.04,0.28,0.0,0.0,0.0,6000.0,0.0,0.0,40211.0,0.04,2166.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,22.05,7.72,311638.0,2141480.45,0.0,0.0,176.51,24.96,0.2776,41.89,0.0892,6.97
2006-07-27,86162.0,609917.57,0.37,0.4,0.32,0.66,0.0,309142.31,45886.0,43672.0,324814.62,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,500.0,2052.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.35,0.0,0.28,0.0,13.39,4.24,296926.0,2101859.11,40211.0,0.0,451.24,30.0,0.3461,47.8,0.0797,7.18
2006-07-28,86107.0,613772.86,0.37,0.47,0.32,0.66,0.0,311295.12,45928.0,43672.0,327375.94,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,13.39,4.25,297176.0,2118278.01,0.0,0.0,449.74,29.89,0.3457,47.81,0.0796,7.23
2006-07-31,90234.0,652975.97,0.38,0.56,0.34,0.7,0.0,347495.47,49758.0,48020.0,360072.46,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,4348.0,228.0,0.0,0.0,0.03,0.0,0.0,4058.0,0.0,0.38,0.0,0.0,0.0,14.59,4.61,291221.0,2107413.11,0.0,0.0,485.36,28.89,0.3231,45.42,0.0836,7.34
2006-08-01,100211.0,722210.34,0.42,0.62,0.38,0.78,0.0,418144.15,49840.0,58020.0,359191.74,0.0,0.0,122.0,0.08,0.0,0.0,0.0,0.0,10000.0,40.0,0.0,0.0,0.08,122.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,14.61,4.62,291298.0,2099354.63,0.0,0.0,488.26,25.71,0.2963,40.75,0.0928,7.31
2006-08-02,212588.0,1553058.74,0.9,1.31,0.8,1.64,0.0,423864.32,184012.0,58020.0,1344297.16,0.0,40211.0,1555.0,0.0,0.3,0.0,0.0,0.03,0.0,4115.0,0.0,40211.0,0.0,1555.0,0.0,96520.0,0.0,1.4,0.0,0.0,0.0,46.84,16.22,208872.0,1525911.55,0.0,0.0,370.49,12.35,0.4605,65.33,0.1874,7.41
2006-08-03,219607.0,1554538.75,0.93,1.38,0.82,1.68,0.0,552282.55,145808.0,78020.0,1032135.52,0.0,0.0,1319.0,0.15,0.0,0.0,0.0,0.03,20000.0,3533.0,0.0,0.0,0.15,1319.0,0.0,4221.0,0.0,1.11,0.0,0.3,0.0,40.53,13.28,213902.0,1514154.59,40211.0,0.0,1442.73,13.74,0.453,63.97,0.2,7.18
2006-08-04,229046.0,1621354.89,0.97,1.46,0.86,1.73,0.0,606753.38,147456.0,85715.0,1043801.27,0.0,0.0,1773.0,0.0,0.0,14230.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,1773.0,0.11,0.0,6535.0,1.11,0.05,0.0,0.0,40.63,13.39,215484.0,1525353.14,0.0,0.0,1447.7,11.22,0.4233,62.13,0.208,7.18
2006-08-07,215335.0,1509437.56,0.91,1.37,0.81,1.63,0.0,501089.67,147982.0,71485.0,1037312.05,0.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,0.0,0.0,14230.0,1.11,0.11,0.0,0.0,40.63,13.42,216216.0,1515613.13,0.0,0.0,1463.68,11.94,0.4777,66.32,0.1953,7.11
2006-08-08,236956.0,1658658.53,1.0,1.51,0.89,1.77,0.0,618878.51,152690.0,88413.0,1068808.43,0.0,0.0,4708.0,0.3,0.0,0.0,0.0,0.0,42815.0,0.0,0.0,0.0,0.3,4708.0,0.0,0.0,25887.0,1.13,0.18,0.0,0.0,13.79,13.79,954475.0,6681190.19,0.0,7.1,13.77,18.03,0.4349,61.82,0.214,7.1
2006-08-09,219496.0,1547261.01,0.93,1.41,0.82,1.64,0.0,623236.81,135208.0,88413.0,953101.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,17481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,12.39,12.39,956473.0,6742325.03,0.0,6.91,12.74,19.57,0.4069,58.74,0.2011,7.15
2006-08-10,219652.0,1502884.35,0.8,1.44,0.72,1.64,0.0,604931.95,135400.0,88413.0,926422.43,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,12.4,12.4,956854.0,6546905.55,0.0,6.91,12.71,19.57,0.4058,58.63,0.2011,6.94
2006-08-11,221745.0,1528135.76,0.8,1.46,0.72,1.63,0.0,609290.25,137430.0,88413.0,947086.51,0.0,0.0,2155.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,2155.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,12.52,12.52,959977.0,6615595.33,0.0,6.9,12.75,19.29,0.4103,59.14,0.2021,6.99
2006-08-14,321243.0,2251822.75,1.17,2.25,1.05,2.34,1.0,1306702.51,139010.0,186413.0,974420.86,0.0,0.0,1580.0,0.7,0.0,0.0,0.0,0.0,98000.0,0.0,0.0,0.0,0.7,1580.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,38.63,12.62,220859.0,1548159.25,0.0,0.0,1326.78,41.15,0.3725,43.8,0.2915,7.11
2006-08-15,320135.0,2262993.16,1.16,2.25,1.05,2.35,1.0,1317729.53,137942.0,186413.0,975094.27,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,38.6,12.55,219378.0,1550754.88,0.0,0.0,1315.37,40.93,0.3721,43.94,0.2912,7.17
2006-08-16,316370.0,2283165.03,1.15,2.39,1.03,2.36,1.0,1345297.1,228716.0,186413.0,1650587.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,3801.0,0.0,0.0,0.0,0.0,0.0,94574.0,0.0,1.7,0.0,0.0,0.0,64.69,20.88,124829.0,900860.41,0.0,0.0,2174.57,40.24,0.3727,44.65,0.2888,7.32
2006-08-17,273832.0,2003175.65,0.99,2.11,0.89,2.08,0.0,1071061.66,224095.0,146413.0,1639332.32,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.01,0.0,4645.0,0.0,0.0,0.0,24.0,0.0,0.0,40000.0,1.7,0.28,0.0,0.0,64.58,20.58,122888.0,898968.16,0.0,0.0,2139.53,37.01,0.3603,45.63,0.2515,7.42
2006-08-18,286129.0,2138267.38,1.04,2.12,0.93,2.21,0.0,1201949.16,220219.0,160837.0,1645716.11,0.0,0.0,0.0,0.0,0.0,14424.0,0.0,0.0,0.0,3876.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.7,0.0,0.0,0.0,64.52,20.33,121095.0,904953.67,0.0,0.0,2093.9,35.55,0.3266,42.9,0.2641,7.58
2006-08-21,273552.0,1995733.48,0.99,1.95,0.89,2.08,0.0,1068174.7,223611.0,146413.0,1631382.55,0.0,0.0,3392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3392.0,0.0,0.0,14424.0,1.7,0.11,0.0,0.0,64.4,20.53,123626.0,901929.24,0.0,0.0,2147.39,36.85,0.3585,45.52,0.2511,7.4
2006-08-22,254389.0,1843387.32,0.92,1.76,0.83,1.93,0.0,916030.65,225121.0,126413.0,1631301.65,0.0,0.0,1675.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,1675.0,0.0,0.0,20000.0,1.7,0.15,0.0,0.0,64.54,22.3,123699.0,896364.1,0.0,0.0,2166.42,31.81,0.3625,49.35,0.252,7.35
2006-08-23,276352.0,2005263.07,1.0,1.91,0.9,1.83,0.0,792528.5,232981.0,109221.0,1690554.78,0.0,0.0,19951.0,0.0,0.0,0.0,0.0,0.4,0.0,32090.0,0.0,0.0,0.0,19951.0,0.0,20000.0,17192.0,1.34,0.13,0.0,0.0,133.55,23.34,0.0,0.0,0.0,0.0,206.11,26.51,0.3785,53.73,0.2769,7.36
2006-08-24,276715.0,1983343.97,1.0,1.88,0.9,1.82,0.0,782837.26,233378.0,109221.0,1672727.72,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,132.91,23.37,0.0,0.0,0.0,0.0,206.28,26.3,0.3788,53.84,0.2771,7.27
2006-08-25,266063.0,1962081.35,0.97,1.85,0.87,1.72,0.0,713881.01,235164.0,96804.0,1734216.7,0.0,0.0,1786.0,0.0,0.0,17583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.0,0.11,0.0,30000.0,1.34,0.21,0.0,0.0,23.55,23.55,763273.0,5628756.04,0.0,5.21,20.38,15.41,0.3773,57.23,0.2665,7.48
2006-08-28,264727.0,2043576.63,0.96,1.89,0.86,1.75,0.0,748859.32,233683.0,97008.0,1803930.53,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,204.0,1598.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,23.39,23.39,765349.0,5908159.48,0.0,5.23,20.42,15.9,0.3725,56.66,0.265,7.83
2006-08-29,264701.0,2059033.98,0.96,1.92,0.86,1.77,0.0,759856.12,233177.0,97684.0,1813817.73,0.0,0.0,390.0,0.01,0.0,0.0,0.0,0.0,676.0,896.0,0.0,0.0,0.01,390.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,23.42,23.42,762340.0,5930026.57,0.0,5.2,20.55,15.87,0.3675,56.14,0.2659,7.89
2006-08-30,245422.0,1911487.71,0.89,1.7,0.8,1.97,0.0,731978.09,186527.0,93981.0,1452779.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,46650.0,0.0,0.0,0.0,0.0,0.0,0.0,3703.0,1.49,0.0,0.0,0.0,74.76,18.94,62960.0,490368.7,0.0,0.15,90.9,14.22,0.4096,60.62,0.2492,7.9
2006-08-31,245827.0,1890406.11,0.89,1.73,0.8,1.97,0.0,723120.11,186895.0,94034.0,1437219.87,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,74.87,18.98,62746.0,482515.84,0.0,0.15,90.89,14.06,0.4106,60.73,0.2496,7.8
2006-09-01,260442.0,2051581.29,0.95,1.88,0.85,2.1,0.0,860367.22,186250.0,109221.0,1467148.21,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,30000.0,645.0,0.0,0.0,0.25,0.0,0.0,0.0,14813.0,1.49,0.12,0.0,0.0,74.83,18.93,62650.0,493513.21,0.0,0.15,90.86,25.12,0.4038,56.98,0.2646,7.99
2006-09-04,266073.0,2127416.82,0.97,1.89,0.87,2.15,0.0,897267.73,188963.0,112220.0,1510875.08,0.0,0.0,3279.0,0.03,0.0,0.0,0.0,0.0,2999.0,566.0,0.0,0.0,0.03,3279.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,75.67,19.18,60764.0,485845.45,0.0,0.12,92.51,26.28,0.3992,56.09,0.2701,8.11
2006-09-05,222918.0,1771377.44,0.81,1.61,0.73,1.8,0.0,548876.06,184653.0,69073.0,1467311.56,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.04,0.0,4429.0,0.0,0.0,0.0,118.0,0.0,0.0,43147.0,1.48,0.35,0.0,0.0,73.74,18.73,65753.0,522494.28,0.0,0.16,90.45,22.68,0.513,67.18,0.2262,8.06
2006-09-06,236430.0,1848445.7,0.86,1.69,0.77,1.91,0.0,540023.22,209366.0,69073.0,1636855.23,0.0,0.0,58356.0,0.0,0.0,0.0,0.0,0.26,0.0,33642.0,0.0,0.0,0.0,58356.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,180.73,21.25,0.0,0.0,0.0,0.0,292.93,20.98,0.5359,69.48,0.2399,7.93
2006-09-07,247875.0,1874385.95,0.9,1.76,0.81,1.98,0.0,597323.23,210892.0,78992.0,1594727.19,0.0,0.0,1563.0,0.0,0.0,9919.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1563.0,0.08,0.0,0.0,1.68,0.0,0.0,0.0,182.54,21.41,0.0,0.0,0.0,0.0,292.76,19.57,0.4988,67.11,0.2516,7.67
2006-09-08,294381.0,2240567.36,1.07,2.01,0.96,2.34,0.0,944524.03,212291.0,124098.0,1615771.01,0.0,0.0,1400.0,0.35,0.0,0.0,0.0,0.0,45106.0,0.0,0.0,0.0,0.35,1400.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,185.59,21.58,0.0,0.0,0.0,0.0,294.43,27.16,0.4075,56.62,0.2992,7.72
2006-09-11,326243.0,2454124.94,1.18,2.22,1.07,2.56,1.0,1162509.13,213712.0,154540.0,1607623.61,0.0,0.0,1421.0,0.22,0.0,0.0,0.0,0.0,30442.0,0.0,0.0,0.0,0.22,1421.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,196.5,21.85,0.0,0.0,0.0,0.0,294.8,33.66,0.3895,51.49,0.3335,7.63
2006-09-12,322524.0,2524721.44,1.17,2.26,1.05,2.6,1.0,1202781.73,210881.0,153651.0,1650778.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,1.69,0.0,0.0,0.0,188.0,21.48,0.0,0.0,0.0,0.0,293.64,34.45,0.3898,51.05,0.3285,7.94
2006-09-13,349199.0,2754190.06,1.27,2.5,1.14,2.82,1.0,1469765.27,264859.0,186349.0,2088986.58,0.0,0.0,30340.0,0.27,0.0,0.0,0.0,0.05,32698.0,6362.0,0.0,0.0,0.27,30340.0,0.0,30000.0,0.0,2.12,0.0,0.0,0.0,96.04,26.93,10929.0,86198.82,0.0,0.0,113.76,40.72,0.3795,45.13,0.3551,8.0
2006-09-14,350112.0,2744132.35,1.27,2.47,1.14,2.81,1.0,1462413.3,265538.0,186583.0,2081252.33,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,96.15,26.99,10644.0,83426.29,0.0,0.0,113.79,40.51,0.3792,45.27,0.3559,7.95
2006-09-15,352113.0,2822302.32,1.28,2.5,1.15,2.87,1.0,1491861.54,267996.0,186126.0,2148076.71,0.0,0.0,3766.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.0,0.0,0.0,0.0,3766.0,0.0,0.0,457.0,2.16,0.0,0.0,0.0,96.88,27.11,8639.0,69244.45,0.0,0.0,115.44,41.02,0.3802,44.96,0.3562,8.13
2006-09-18,360530.0,2612520.31,1.31,2.44,1.18,2.77,1.0,1392281.37,270403.0,192136.0,1959430.09,0.0,0.0,5720.0,0.04,0.0,0.0,0.0,0.03,6010.0,3313.0,0.0,0.0,0.04,5720.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,96.65,26.58,9372.0,67912.63,0.0,0.0,113.84,38.11,0.3703,46.09,0.3544,7.35
2006-09-19,360683.0,2514062.18,1.31,1.83,1.18,2.69,1.0,1322924.65,272898.0,189795.0,1902175.99,0.0,0.0,3169.0,0.0,0.0,0.0,0.0,0.01,0.0,675.0,0.0,0.0,0.0,3169.0,0.0,0.0,2341.0,2.11,0.02,0.0,0.0,100.55,27.05,0.0,0.0,0.0,0.0,113.56,37.64,0.3745,47.01,0.3575,7.07
