DATE,SU FP Equity_DX_SI_QTY,SU FP Equity_DX_SHORT_INTEREST_VALUE,SU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SU FP Equity_DX_SI_MV,SU FP Equity_DX_DSS,SU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY,SU FP Equity_DX_BROKER_SI_QTY,SU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SU FP Equity_DX_BROKER_SI_MV_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_INC_x,SU FP Equity_DX_BROKER_SI_MV_INC_x,SU FP Equity_DX_SUPPLY_SI_MV_NEW,SU FP Equity_DX_BROKER_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_NEW,SU FP Equity_DX_SUPPLY_SI_MV_DEC,SU FP Equity_DX_BROKER_SI_QTY_INC,SU FP Equity_DX_SUPPLY_SI_QTY_DEC,SU FP Equity_DX_BROKER_SI_MV_NEW_y,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SU FP Equity_DX_BROKER_SI_MV_INC_y,SU FP Equity_DX_SUPPLY_SI_QTY_INC_y,SU FP Equity_DX_BROKER_SI_MV_ADD,SU FP Equity_DX_SUPPLY_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_DEC,SU FP Equity_DX_SUPPLY_SI_MV,SU FP Equity_DX_BROKER_SI_MV_DEC,SU FP Equity_DX_SUPPLY_SI_MV_RMV,SU FP Equity_DX_BROKER_SI_MV_RMV,SU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SU FP Equity_DX_UTILIZATION_QUANTITY,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SU FP Equity_DX_ACTIVE_UTILIZATION_MV,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SU FP Equity_DX_BROKER_SI_CON_RATIO,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SU FP Equity_DX_DEMAND_SUPPLY_RATIO,SU FP Equity_PX_LAST
2006-08-04,12526909.0,713648068.36,5.72,14.78,5.54,1022.57,2.0,346940474.99,8483119.0,6089965.0,483276559.93,0.0,60000.0,290.0,0.0,4.79,0.0,0.0,29.91,0.0,387504.0,0.0,60000.0,0.0,290.0,0.0,0.0,118183.0,689.84,9.02,0.0,0.0,20.87,20.87,32171164.0,1832765692.29,0.0,2622.36,20.83,17.55,0.1507,26.84,0.3081,82.9
2006-08-07,12705068.0,709391540.14,5.8,14.78,5.62,1056.21,2.0,346538508.96,8579466.0,6206439.0,479037231.39,0.0,0.0,98708.0,14.38,0.0,0.0,0.0,0.39,116475.0,7360.0,0.0,0.0,14.38,98708.0,0.0,5000.0,0.0,706.53,0.0,0.0,0.0,21.3,21.3,31707170.0,1770379990.08,0.0,2606.6,21.33,17.63,0.1501,26.81,0.3154,81.25
2006-08-08,12211674.0,691493425.23,5.58,14.34,5.4,1006.88,2.0,347338854.75,8550283.0,6133954.0,484164945.64,0.0,0.0,57768.0,3.65,0.0,0.0,0.0,9.93,46460.0,86951.0,0.0,0.0,3.65,57768.0,0.0,0.0,118946.0,701.52,13.14,0.0,0.0,21.15,21.15,31874728.0,1804925749.17,0.0,2614.08,21.16,18.13,0.153,27.6,0.3021,82.4
2006-08-09,12197823.0,693223821.59,5.57,14.41,5.39,1013.84,2.0,350283555.45,8463611.0,6163517.0,481001959.28,0.0,3253.0,24857.0,4.47,0.27,0.0,0.0,9.81,29563.0,123820.0,0.0,3253.0,4.47,24857.0,0.0,9038.0,0.0,698.03,0.0,0.0,0.0,20.75,20.75,32321592.0,1836893151.03,0.0,2667.49,20.74,18.25,0.1546,27.81,0.2991,82.7
2006-08-10,12331869.0,689401305.37,5.63,14.58,5.45,1032.12,2.0,348766525.61,8571017.0,6238664.0,479154482.43,0.0,0.0,164719.0,7.32,0.0,0.0,0.0,4.36,85000.0,54060.0,0.0,0.0,7.32,164719.0,0.0,0.0,9852.0,712.1,0.0,0.27,0.0,21.44,21.44,31404012.0,1755611162.15,3253.0,2600.79,21.49,18.18,0.1529,27.6,0.3085,81.35
2006-08-11,12264448.0,688582061.0,5.6,14.51,5.42,1012.8,2.0,345260983.95,8550276.0,6149500.0,480051500.91,0.0,0.0,101845.0,2.77,0.0,0.0,0.0,11.25,34000.0,136817.0,0.0,0.0,2.77,101845.0,0.0,14231.0,123165.0,701.74,14.97,0.0,0.0,21.25,21.25,31693452.0,1779414980.46,0.0,2605.04,21.22,18.26,0.1538,27.67,0.3048,81.7
2006-08-14,12340942.0,700933489.9,5.61,15.19,5.43,1018.49,2.0,349004268.55,8570284.0,6144722.0,486769897.6,0.0,0.0,44792.0,1.09,0.0,0.0,0.0,11.22,16226.0,135692.0,0.0,0.0,1.09,44792.0,0.0,110909.0,21004.0,701.95,1.68,0.0,0.0,21.38,21.38,31523792.0,1790469604.47,0.0,2602.27,21.24,18.04,0.1508,27.46,0.3078,82.65
2006-08-15,12418378.0,711305424.63,5.65,15.42,5.47,1031.59,2.0,355080386.06,8593646.0,6199197.0,492230709.77,0.0,0.0,73244.0,4.04,0.0,27000.0,0.0,3.87,28479.0,49882.0,0.0,0.0,4.04,73244.0,2.2,0.0,1004.0,708.75,0.08,0.0,0.0,21.44,21.44,31492762.0,1803856546.08,0.0,2615.92,21.32,18.01,0.1518,27.68,0.3098,83.35
2006-08-16,12433271.0,713867311.13,5.65,15.39,5.47,1041.68,2.0,355983336.47,8638679.0,6200084.0,495997436.99,0.0,3253.0,81310.0,4.43,0.27,0.0,0.0,7.35,53048.0,92766.0,0.0,3253.0,4.43,81310.0,0.0,53236.0,52161.0,718.36,1.95,0.0,0.0,21.51,21.51,31516876.0,1809569462.87,0.0,2632.86,21.44,17.99,0.1507,27.62,0.3096,83.55
2006-08-17,12434958.0,725073129.52,5.65,15.31,5.47,1048.96,2.0,358367919.54,8639017.0,6145987.0,503734640.05,0.0,0.0,33461.0,0.0,0.0,0.0,0.0,2.35,0.0,29871.0,0.0,0.0,0.0,33461.0,0.0,0.0,54097.0,723.79,2.65,0.27,0.0,21.63,21.63,31309028.0,1825606078.78,3253.0,2638.81,21.52,18.13,0.1509,27.7,0.3113,84.85
2006-08-18,12207230.0,712633365.29,5.55,15.0,5.37,1043.61,2.0,357792652.98,8456594.0,6128898.0,493678831.41,0.0,0.0,27806.0,4.08,0.0,0.0,0.0,17.67,6723.0,210228.0,0.0,0.0,4.08,27806.0,0.0,0.0,23812.0,717.95,1.88,0.0,0.0,21.27,21.27,31293754.0,1826865982.34,0.0,2652.83,21.3,18.48,0.1567,28.29,0.3071,84.95
2006-08-21,12225973.0,708686501.57,5.56,14.59,5.38,1042.55,2.0,356259972.03,8374278.0,6146053.0,485420487.93,0.0,0.0,8362.0,0.75,0.0,0.0,0.0,7.84,17155.0,90679.0,0.0,0.0,0.75,8362.0,0.0,0.0,0.0,708.62,0.0,0.0,0.0,20.81,20.81,31868566.0,1847282220.29,0.0,2691.58,20.84,18.45,0.157,28.38,0.3038,84.35
2006-08-22,12153129.0,705299219.4,5.53,14.61,5.35,1038.15,2.0,354111408.5,8339674.0,6101753.0,483987750.17,0.0,0.0,404.0,0.09,0.0,0.0,0.0,2.95,772.0,35008.0,0.0,0.0,0.09,404.0,0.0,0.0,45071.0,707.27,3.29,0.0,0.0,20.75,20.75,31844234.0,1848060148.35,0.0,2690.9,20.81,18.61,0.1571,28.29,0.3024,84.45
2006-08-23,12037156.0,685333629.41,5.47,14.61,5.3,1024.81,2.0,343952061.93,8305186.0,6041152.0,472854490.24,0.0,3253.0,39890.0,0.31,0.27,0.0,0.0,6.61,14951.0,77630.0,0.0,3253.0,0.31,39890.0,0.0,0.0,75553.0,701.25,6.32,0.0,0.0,20.37,20.37,32459442.0,1848073348.44,0.0,2676.53,20.76,18.76,0.1604,28.68,0.2953,82.85
2006-08-24,11841879.0,674215563.39,5.38,14.37,5.21,996.05,2.0,342248001.98,8118393.0,6011222.0,462219459.45,0.0,0.0,921.0,0.0,0.0,0.0,0.0,16.25,3397.0,184462.0,0.0,0.0,0.0,921.0,0.0,0.0,33327.0,678.36,6.03,0.27,0.0,20.04,20.04,32388684.0,1844044752.57,3253.0,2657.17,20.34,18.99,0.1627,28.95,0.2923,82.85
2006-08-25,11868110.0,675709021.35,5.4,14.45,5.22,995.57,2.0,342431446.05,8141694.0,6014444.0,463546098.31,0.0,0.0,2759.0,0.0,0.0,0.0,0.0,4.56,6818.0,54926.0,0.0,0.0,0.0,2759.0,0.0,75468.0,3596.0,678.25,0.3,0.0,0.0,20.09,20.09,32388094.0,1844011161.01,0.0,2658.85,20.32,18.98,0.163,28.98,0.2928,82.85
2006-08-28,11893726.0,683297525.91,5.41,14.64,5.24,993.73,2.0,346262247.79,8157505.0,6027167.0,468650697.36,0.0,0.0,15812.0,0.0,0.0,0.0,0.0,0.0,12723.0,0.0,0.0,0.0,0.0,15812.0,0.0,0.0,0.0,675.89,0.0,0.0,0.0,20.08,20.08,32463532.0,1865038012.31,0.0,2667.17,20.22,18.98,0.1635,29.12,0.2928,83.6
2006-08-29,11875933.0,679010838.44,5.4,15.33,5.23,997.61,2.0,344645513.38,8139480.0,6027867.0,465377763.52,0.0,0.0,5824.0,1.42,0.0,0.0,0.0,1.94,700.0,23850.0,0.0,0.0,1.42,5824.0,0.0,0.0,0.0,677.5,0.0,0.0,0.0,20.03,20.03,32503560.0,1858403001.08,0.0,2668.42,20.25,19.04,0.1634,29.08,0.2922,83.2
2006-08-30,11493684.0,661894714.2,5.23,15.38,5.06,963.6,2.0,324663676.28,8086612.0,5637727.0,465689307.15,0.0,3253.0,2521.0,0.0,0.27,0.0,0.0,5.45,0.0,65723.0,0.0,3253.0,0.0,2521.0,0.0,7081.0,390140.0,672.48,33.42,0.0,0.0,19.84,19.84,32676020.0,1881736518.86,0.0,2730.8,19.76,19.7,0.1574,27.12,0.282,83.8
2006-08-31,11433173.0,654088718.62,5.2,15.83,5.03,964.6,2.0,332405111.07,8077810.0,5810290.0,462129313.73,0.0,0.0,151824.0,28.43,0.0,0.0,0.0,12.6,320208.0,157373.0,0.0,0.0,28.43,151824.0,0.0,0.0,147646.0,676.11,12.81,0.27,0.0,19.9,19.9,32511670.0,1859983800.7,3253.0,2719.32,19.91,19.85,0.1638,28.14,0.2817,83.25
2006-09-01,11343955.0,653661947.45,5.16,15.84,4.99,951.33,2.0,321534326.04,7779738.0,5580057.0,448284455.62,0.0,0.0,377.0,0.0,0.0,0.0,0.0,36.4,0.0,424449.0,0.0,0.0,0.0,377.0,0.0,126000.0,230232.0,647.32,20.59,0.0,0.0,19.15,19.15,32851014.0,1892942786.45,0.0,2749.42,19.06,19.83,0.1651,28.47,0.2792,83.85
2006-09-04,11209783.0,652863748.05,5.1,15.8,4.93,944.87,1.0,316763916.26,7795656.0,5438891.0,454023168.39,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.03,0.0,2877.0,0.0,0.0,0.0,118.0,0.0,18677.0,141167.0,652.73,10.74,0.0,0.0,19.2,19.2,32800220.0,1910302328.43,0.0,2762.97,19.11,19.85,0.1623,27.73,0.2761,84.75
2006-09-05,11130663.0,650932919.42,5.06,15.83,4.9,952.98,1.0,315185753.34,7769417.0,5389536.0,454363705.92,0.0,0.0,10495.0,0.0,0.0,0.0,0.0,2.88,0.0,36734.0,0.0,0.0,0.0,10495.0,0.0,0.0,49355.0,660.55,0.51,0.0,0.0,19.26,19.26,32566116.0,1904500833.59,0.0,2760.19,19.31,20.09,0.1628,27.53,0.276,85.1
2006-09-06,11565434.0,672782271.03,5.26,16.65,5.09,990.95,2.0,332931192.38,7878048.0,5723239.0,458280339.91,0.0,3253.0,1669.0,28.54,0.28,0.0,0.0,0.02,333703.0,336.0,0.0,3253.0,28.54,1669.0,0.0,104046.0,0.0,670.44,0.0,0.0,0.0,19.26,19.26,33033096.0,1921595103.65,0.0,2805.24,19.29,19.43,0.1631,28.18,0.2827,84.65
2006-09-07,12042992.0,695183291.48,5.48,17.25,5.3,1031.29,2.0,357729390.98,7878702.0,6197117.0,454799105.48,0.0,0.0,19301.0,41.47,0.0,0.0,0.0,1.45,486547.0,16258.0,0.0,0.0,41.47,19301.0,0.0,863.0,12669.0,669.62,1.05,0.28,0.0,19.27,19.27,33005870.0,1905268171.29,3253.0,2790.41,19.35,18.71,0.1746,31.21,0.2946,84.0
2006-09-08,12096530.0,703677088.55,5.5,17.94,5.33,1031.6,2.0,363610716.03,7878151.0,6250634.0,458286331.61,0.0,0.0,427.0,3.52,0.0,0.0,0.0,0.22,53517.0,978.0,0.0,0.0,3.52,427.0,0.0,0.0,0.0,667.94,0.0,0.0,0.0,19.29,19.29,32957026.0,1917169973.79,0.0,2781.82,19.36,18.6,0.1758,31.54,0.2962,84.65
2006-09-11,12084519.0,696334763.63,5.49,18.74,5.32,1029.0,2.0,359579227.23,8439257.0,6240306.0,486287292.72,0.0,0.0,562983.0,2.67,0.0,0.0,0.0,0.25,40424.0,1877.0,0.0,0.0,2.67,562983.0,0.0,0.0,50751.0,712.61,4.03,0.0,0.0,20.61,20.61,32506404.0,1873085651.64,0.0,2741.26,20.63,18.6,0.1769,31.84,0.2951,83.85
2006-09-12,12002052.0,712202489.59,5.46,18.75,5.28,1029.46,2.0,365756703.37,8433996.0,6163740.0,500473831.34,0.0,0.0,2864.0,0.98,0.0,0.0,0.0,0.15,10056.0,8125.0,0.0,0.0,0.98,2864.0,0.0,0.0,86622.0,722.14,4.28,0.0,0.0,20.7,20.7,32316996.0,1917692491.85,0.0,2755.91,20.76,18.71,0.1762,31.53,0.2945,86.35
2006-09-13,12074706.0,714024446.66,5.49,18.54,5.32,1050.58,2.0,370958716.91,8460548.0,6273199.0,500305192.04,0.0,3253.0,29071.0,13.5,0.28,0.0,0.0,0.4,113612.0,5771.0,0.0,3253.0,13.5,29071.0,0.0,0.0,4154.0,730.35,0.41,0.0,0.0,20.6,20.6,32604256.0,1928016785.61,0.0,2813.11,20.61,18.62,0.1769,31.81,0.294,86.05
2006-09-14,12079749.0,715567846.58,5.51,18.68,5.33,1046.56,2.0,371770218.48,8462758.0,6275982.0,501308224.06,0.0,0.0,18145.0,0.0,0.0,0.0,0.0,1.42,6426.0,12683.0,0.0,0.0,0.0,18145.0,0.0,0.0,3642.0,726.9,0.03,0.28,0.0,20.67,20.67,32487442.0,1924457943.04,3253.0,2802.28,20.6,18.58,0.1768,31.82,0.295,86.2
2006-09-15,12114595.0,725124696.07,5.52,19.46,5.35,1056.76,2.0,377864427.15,8460248.0,6312948.0,506392063.43,0.0,0.0,16597.0,4.67,0.0,0.0,0.0,1.13,55300.0,19107.0,0.0,0.0,4.67,16597.0,0.0,0.0,18335.0,732.42,0.0,0.0,0.0,20.64,20.64,32523004.0,1946679471.39,0.0,2825.72,20.58,18.55,0.1761,31.58,0.2956,87.1
