DATE,AI FP Equity_DX_SI_QTY,AI FP Equity_DX_SHORT_INTEREST_VALUE,AI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AI FP Equity_DX_SI_MV,AI FP Equity_DX_DSS,AI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AI FP Equity_DX_SUPPLY_SI_QTY,AI FP Equity_DX_BROKER_SI_QTY,AI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AI FP Equity_DX_BROKER_SI_MV_NEW_x,AI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AI FP Equity_DX_BROKER_SI_MV_INC_x,AI FP Equity_DX_SUPPLY_SI_MV_NEW,AI FP Equity_DX_BROKER_SI_QTY_ADD,AI FP Equity_DX_BROKER_SI_QTY_NEW,AI FP Equity_DX_SUPPLY_SI_MV_DEC,AI FP Equity_DX_BROKER_SI_QTY_INC,AI FP Equity_DX_SUPPLY_SI_QTY_DEC,AI FP Equity_DX_BROKER_SI_MV_NEW_y,AI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AI FP Equity_DX_BROKER_SI_MV_INC_y,AI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AI FP Equity_DX_BROKER_SI_MV_ADD,AI FP Equity_DX_SUPPLY_SI_QTY_ADD,AI FP Equity_DX_BROKER_SI_QTY_DEC,AI FP Equity_DX_SUPPLY_SI_MV,AI FP Equity_DX_BROKER_SI_MV_DEC,AI FP Equity_DX_SUPPLY_SI_MV_RMV,AI FP Equity_DX_BROKER_SI_MV_RMV,AI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AI FP Equity_DX_UTILIZATION_QUANTITY,AI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AI FP Equity_DX_ACTIVE_UTILIZATION_MV,AI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AI FP Equity_DX_BROKER_SI_CON_RATIO,AI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AI FP Equity_DX_DEMAND_SUPPLY_RATIO,AI FP Equity_PX_LAST
2015-03-03,4273642.0,464036148.41,1.24,4.92,1.24,492.63,1.0,426043996.47,1604618.0,3923745.0,174230961.88,0.0,0.0,56924.0,0.57,0.0,12000.0,0.0,4.76,5000.0,38039.0,0.0,0.0,0.57,56924.0,1.41,13097.0,263043.0,188.46,31.95,0.0,0.0,2.67,2.67,58508704.0,6352931212.44,0.0,6878.97,2.67,24.53,0.264,43.37,0.0711,116.7
2015-03-04,4211832.0,461831387.19,1.22,4.9,1.22,483.81,1.0,430877033.17,1525020.0,3929533.0,167219894.36,0.0,0.0,1300.0,2.06,0.0,0.0,0.0,9.54,17788.0,80898.0,0.0,0.0,2.06,1300.0,0.0,0.0,12000.0,178.52,1.41,0.0,0.0,2.54,2.54,58594900.0,6424986549.58,0.0,6869.31,2.53,24.99,0.2719,43.97,0.0701,117.85
2015-03-05,4285149.0,473857689.06,1.24,5.08,1.24,494.0,1.0,421417455.39,1458944.0,3810926.0,161332040.57,0.0,0.0,52631.0,0.0,0.0,0.0,0.0,13.92,0.0,122930.0,0.0,0.0,0.0,52631.0,0.0,4223.0,118607.0,172.21,13.96,0.0,0.0,2.42,2.42,58785568.0,6500589221.63,0.0,6947.36,2.42,24.45,0.2644,43.26,0.0711,118.85
2015-03-06,4206075.0,464135214.44,1.22,5.09,1.22,488.5,1.0,427298918.16,1320238.0,3872258.0,145686643.07,0.0,0.0,8919.0,7.26,0.0,0.0,0.0,17.86,61332.0,150205.0,0.0,0.0,7.26,8919.0,0.0,2580.0,0.0,156.93,0.0,0.0,0.0,2.2,2.2,58745248.0,6482466023.02,0.0,7007.41,2.19,24.77,0.2716,44.3,0.07,118.6
2015-03-09,4331010.0,478526092.38,1.26,5.38,1.26,502.65,1.0,435021088.71,1520173.0,3937258.0,167961386.7,0.0,0.0,66329.0,0.0,0.0,100000.0,0.0,0.77,0.0,6394.0,0.0,0.0,0.0,66329.0,11.86,140000.0,35000.0,180.4,4.1,0.0,0.0,2.53,2.53,58556644.0,6469826215.14,0.0,6949.04,2.53,24.03,0.2552,42.82,0.0721,118.75
2015-03-10,4283932.0,468541453.59,1.24,5.38,1.24,498.76,1.0,416659507.39,1657910.0,3809569.0,181328639.51,0.0,0.0,97493.0,6.88,0.0,0.0,0.0,1.92,57126.0,15756.0,0.0,0.0,6.88,97493.0,0.0,56000.0,184815.0,196.64,21.97,0.0,0.0,2.75,2.75,58621928.0,6411587148.76,0.0,6969.36,2.74,24.79,0.2729,44.43,0.0711,117.55
2015-03-11,4253121.0,479219741.04,1.23,5.36,1.23,492.37,1.0,429421629.39,1625510.0,3811158.0,183154084.09,0.0,0.0,17252.0,1.29,0.0,0.0,0.0,5.79,11789.0,49652.0,0.0,0.0,1.29,17252.0,0.0,0.0,10200.0,192.66,2.89,0.0,0.0,2.69,2.69,58773408.0,6622284520.44,0.0,6981.98,2.69,25.12,0.2744,44.42,0.0704,121.1
2015-03-12,4198794.0,471535784.47,1.22,5.29,1.22,492.4,1.0,410570819.16,1482199.0,3655931.0,166454907.82,0.0,0.0,900.0,0.0,0.0,0.0,0.0,18.39,0.0,156000.0,0.0,0.0,0.0,900.0,0.0,11789.0,155227.0,179.12,18.03,0.0,0.0,2.45,2.45,58931760.0,6618194100.96,0.0,7122.13,2.45,25.18,0.2824,45.31,0.0695,120.7
2015-03-13,4327926.0,485836311.89,1.26,5.54,1.25,508.81,1.0,417170684.03,1610431.0,3716239.0,180780784.51,0.0,0.0,84428.0,8.89,0.0,0.0,0.0,1.7,72097.0,14878.0,0.0,0.0,8.89,84428.0,0.0,58682.0,11789.0,195.14,1.45,0.0,0.0,2.67,2.67,58766960.0,6596952699.1,0.0,7123.13,2.67,24.3,0.2659,43.85,0.0717,120.65
2015-03-16,4131334.0,470494491.96,1.2,5.33,1.2,484.1,1.0,421187557.86,1430000.0,3698378.0,162854691.37,0.0,0.0,8234.0,0.0,0.0,0.0,0.0,22.44,0.0,188563.0,0.0,0.0,0.0,8234.0,0.0,0.0,17861.0,172.96,2.16,0.01,0.0,2.37,2.37,58961980.0,6714849688.94,102.0,7132.35,2.37,25.67,0.2923,46.24,0.0684,122.4
2015-03-17,3731163.0,424574100.01,1.08,4.79,1.08,438.17,1.0,376495317.33,1379561.0,3308646.0,156982117.9,0.0,0.0,3404.0,0.0,0.0,0.0,0.0,6.71,0.0,55995.0,0.0,0.0,0.0,3404.0,0.0,2152.0,389732.0,168.77,46.3,0.0,0.0,2.29,2.29,58965344.0,6709746494.76,0.0,7214.37,2.29,28.6,0.2883,43.78,0.0618,122.3
2015-03-18,3635333.0,413838595.09,1.05,4.7,1.05,424.48,1.0,365740611.68,1087431.0,3212820.0,123790837.68,0.0,0.0,6896.0,3.78,0.0,0.0,0.0,36.61,30900.0,299026.0,0.0,0.0,3.78,6896.0,0.0,0.0,126726.0,132.53,16.94,0.0,0.0,1.79,1.79,59696036.0,6795670072.27,0.0,7254.57,1.79,29.61,0.2724,41.1,0.0598,122.35
2015-03-19,3660373.0,413794238.75,1.06,4.74,1.06,429.35,1.0,363089826.67,1073471.0,3211848.0,121352691.45,0.0,0.0,26912.0,5.01,0.0,0.0,0.0,4.67,39000.0,40872.0,0.0,0.0,5.01,26912.0,0.0,0.0,39972.0,131.53,4.44,0.0,0.0,1.77,1.77,59710504.0,6750094197.47,0.0,7290.6,1.77,29.24,0.2681,40.79,0.0602,121.5
2015-03-20,3753453.0,425364350.28,1.09,4.78,1.09,438.78,1.0,374534742.13,1053677.0,3304928.0,119409150.06,0.0,0.0,0.0,10.01,0.0,33955.0,0.0,6.6,76053.0,53749.0,0.0,0.0,10.01,0.0,4.29,33955.0,16928.0,127.74,2.34,0.0,0.0,1.73,1.73,59970848.0,6796264878.02,0.0,7259.7,1.73,28.53,0.2557,39.42,0.0615,121.8
2015-03-23,4092882.0,460022397.14,1.19,5.05,1.19,481.44,1.0,407674317.86,1060514.0,3627134.0,119197228.87,0.0,0.0,25895.0,16.01,0.0,211601.0,0.0,2.96,120991.0,23958.0,0.0,0.0,16.01,25895.0,26.23,4900.0,10386.0,128.81,1.32,0.0,0.0,1.73,1.73,60237640.0,6770452593.29,0.0,7298.3,1.73,25.98,0.2196,35.86,0.0668,120.8
2015-03-24,4232048.0,479601675.54,1.23,5.27,1.23,496.73,1.0,433702661.21,980024.0,3827031.0,111062339.67,0.0,0.0,0.0,28.32,0.0,25924.0,0.0,14.63,234784.0,121542.0,0.0,0.0,28.32,0.0,3.19,41052.0,60811.0,118.55,7.18,0.0,0.0,1.6,1.6,60316016.0,6835381436.04,0.0,7299.15,1.6,25.08,0.2073,34.42,0.069,121.8
2015-03-25,4171804.0,467340266.26,1.21,5.2,1.21,493.28,1.0,426789872.01,957620.0,3809823.0,107275985.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,0.0,43036.0,0.0,0.0,0.0,0.0,0.0,20632.0,17208.0,116.47,2.13,0.0,0.0,1.55,1.55,60691840.0,6798914969.49,0.0,7362.17,1.56,25.12,0.2101,34.77,0.0677,120.4
2015-03-26,4110667.0,458005440.83,1.19,5.1,1.19,482.51,1.0,418661580.76,961492.0,3757550.0,107128251.28,0.0,0.0,900.0,8.29,0.0,4900.0,0.0,1.28,70836.0,10536.0,0.0,0.0,8.29,900.0,0.6,13508.0,128009.0,115.84,15.88,0.0,0.0,1.56,1.56,60597000.0,6751642908.07,0.0,7302.96,1.56,25.71,0.2178,35.32,0.0668,119.75
2015-03-27,3906571.0,436719229.93,1.13,4.8,1.13,455.4,1.0,397422368.2,961896.0,3555050.0,107531254.49,0.0,0.0,404.0,0.11,0.0,0.0,0.0,0.34,2000.0,2864.0,0.0,0.0,0.11,404.0,0.0,2864.0,204500.0,115.22,26.7,0.0,0.0,1.56,1.56,60793380.0,6796148872.8,0.0,7289.62,1.56,27.36,0.235,37.31,0.0633,120.15
2015-03-30,3497243.0,395027485.99,1.01,4.29,1.01,405.06,1.0,355308238.52,962177.0,3145602.0,108681713.39,0.0,0.0,5174.0,0.0,0.0,5054.0,0.0,0.59,0.0,4893.0,0.0,0.0,0.0,5174.0,0.61,0.0,414502.0,115.53,51.64,0.0,0.0,1.56,1.56,60603424.0,6845397424.58,0.0,7305.26,1.56,31.1,0.2442,35.51,0.0568,121.4
2015-03-31,3527265.0,393167603.76,1.02,4.28,1.02,411.38,1.0,352907122.54,1004799.0,3166072.0,112000208.4,0.0,0.0,18496.0,4.05,0.0,0.0,0.0,0.11,33070.0,967.0,0.0,0.0,4.05,18496.0,0.0,25093.0,12600.0,122.06,1.5,0.0,0.0,1.63,1.63,60635552.0,6758759175.38,0.0,7353.83,1.63,30.66,0.2413,35.55,0.0572,119.8
2015-04-01,2185122.0,244378489.32,0.63,2.63,0.63,268.79,0.0,203983582.45,1004799.0,1823929.0,112374165.69,0.0,0.0,841.0,0.1,0.0,0.0,0.0,0.13,900.0,964.0,0.0,0.0,0.1,841.0,0.0,123.0,199120.0,120.4,23.89,0.0,114.79,1.63,1.63,60555716.0,6772397328.7,0.0,7257.48,1.63,14.43,0.3602,56.18,0.0355,120.2
2015-04-02,2182722.0,243297733.07,0.63,2.62,0.63,267.93,0.0,203037251.84,1004799.0,1821529.0,112000208.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,467.0,0.0,0.0,0.0,0.0,0.0,467.0,2400.0,120.14,0.29,0.0,0.0,1.64,1.64,60360700.0,6728122718.46,0.0,7227.9,1.63,14.41,0.3617,56.3,0.0356,119.8
2015-04-03,2182722.0,243297733.07,0.63,2.64,0.63,267.33,0.0,203037251.84,1004799.0,1821529.0,112000208.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.8,0.0,0.0,0.0,1.64,1.64,60280700.0,6719205495.54,0.0,7204.14,1.64,14.44,0.3614,56.27,0.0356,0.0
2015-04-06,2728721.0,304157668.03,0.79,3.3,0.79,333.83,0.0,203037251.84,1550798.0,1821529.0,172860143.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,546000.0,0.0,185.73,0.0,0.0,0.0,2.53,2.53,59730176.0,6657841180.16,0.0,7153.04,2.53,22.09,0.2685,43.87,0.0445,0.0
2015-04-07,2977721.0,336068357.31,0.86,3.61,0.86,366.67,0.0,231537468.08,1569798.0,2051529.0,177168860.07,0.0,0.0,2364.0,15.56,0.0,105000.0,0.0,0.0,125000.0,2.0,0.0,0.0,15.56,2364.0,12.58,16638.0,0.0,189.67,0.0,0.0,0.0,2.65,2.65,57739432.0,6516525914.96,0.0,6969.26,2.65,20.87,0.2374,39.81,0.0502,121.3
2015-04-08,2981460.0,333993713.57,0.86,3.72,0.86,368.48,0.0,230859350.4,1553333.0,2060811.0,174009866.67,0.0,0.0,415.0,2.17,0.0,0.0,0.0,2.06,17905.0,16880.0,0.0,0.0,2.17,415.0,0.0,0.0,8623.0,187.95,1.07,0.0,0.0,2.57,2.57,58776028.0,6584298920.85,0.0,7129.75,2.57,20.56,0.2375,39.97,0.0494,120.4
2015-04-09,2736626.0,311786320.51,0.79,3.44,0.79,337.41,0.0,206930680.99,1529111.0,1816282.0,174213024.48,0.0,0.0,1513.0,0.56,0.0,0.0,0.0,2.84,5310.0,25735.0,0.0,0.0,0.56,1513.0,0.0,0.0,249839.0,185.43,32.87,0.0,0.0,2.53,2.53,58803040.0,6699484502.52,0.0,7129.33,2.54,23.05,0.2162,34.56,0.0454,122.45
2015-04-10,2752004.0,313922431.49,0.8,3.5,0.8,343.12,0.0,208597730.41,1528812.0,1828674.0,174392326.58,0.0,0.0,2100.0,2.3,0.0,0.0,0.0,0.29,16877.0,2399.0,0.0,0.0,2.3,2100.0,0.0,0.0,4485.0,187.37,0.54,0.0,0.0,2.53,2.53,58818996.0,6709511411.3,0.0,7215.31,2.53,22.71,0.215,34.6,0.0456,122.6
2015-04-13,2755885.0,313467685.54,0.8,3.49,0.8,344.03,0.0,208434453.4,1528893.0,1832474.0,173903682.54,0.0,0.0,81.0,0.51,0.0,0.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.51,81.0,0.0,0.0,0.0,187.32,0.0,0.0,0.0,2.54,2.54,58708372.0,6677774106.28,0.0,7205.22,2.53,22.59,0.2149,34.7,0.0458,122.25
2015-04-14,2758800.0,312900848.97,0.8,3.47,0.8,342.38,0.0,196824705.63,1628908.0,1735374.0,184749418.62,0.0,0.0,14330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14330.0,0.0,85685.0,97100.0,198.84,12.49,0.0,0.0,2.72,2.72,58357704.0,6618883255.66,0.0,7117.33,2.72,23.58,0.2318,36.14,0.046,121.9
2015-04-15,2486376.0,283506446.95,0.72,3.13,0.72,307.35,0.0,166784106.07,1619420.0,1462711.0,184652687.41,0.0,0.0,253.0,6.22,0.0,0.0,0.0,1.19,51593.0,9741.0,0.0,0.0,6.22,253.0,0.0,0.0,324256.0,197.86,41.74,0.0,0.0,2.7,2.7,58342372.0,6652428511.26,0.0,7120.72,2.7,24.87,0.1976,26.91,0.0415,122.55
2015-04-16,2607889.0,294814064.99,0.76,3.28,0.76,321.67,0.0,178465173.53,1624963.0,1578681.0,183697215.44,0.0,0.0,5543.0,0.32,0.0,114000.0,0.0,0.0,1970.0,0.0,0.0,0.0,0.32,5543.0,14.01,0.0,0.0,198.46,0.0,0.0,0.0,2.71,2.71,58301484.0,6590808693.43,0.0,7105.38,2.72,23.6,0.1797,25.36,0.0435,121.5
2015-04-17,2689830.0,299947806.24,0.78,3.33,0.78,327.88,0.0,175969312.75,1721816.0,1578033.0,192002815.03,0.0,0.0,88132.0,13.56,0.0,0.0,0.0,0.68,113352.0,5543.0,0.0,0.0,13.56,88132.0,0.0,14264.0,114000.0,207.98,14.01,0.0,0.0,2.87,2.87,58230656.0,6493405725.69,0.0,7034.48,2.87,23.59,0.189,25.3,0.0449,119.85
2015-04-20,2848815.0,320724721.18,0.83,3.4,0.82,345.74,0.0,195929822.11,1716001.0,1740333.0,193190481.75,0.0,0.0,0.0,18.41,0.0,11000.0,0.0,0.87,151300.0,5815.0,0.0,0.0,18.41,0.0,1.38,0.0,0.0,206.41,0.0,0.0,0.0,2.86,2.86,58346304.0,6568731940.2,0.0,7014.8,2.86,23.16,0.19,23.87,0.0474,121.0
2015-04-21,3167815.0,363122648.46,0.92,3.76,0.92,390.36,0.0,236490099.18,1920812.0,2063096.0,220180263.25,0.0,0.0,188156.0,38.07,0.0,30320.0,0.0,0.98,297343.0,8119.0,0.0,0.0,38.07,188156.0,3.71,24774.0,4900.0,233.76,0.58,0.0,0.0,3.19,3.19,58300180.0,6682876293.92,0.0,7087.63,3.19,20.35,0.1719,20.94,0.0526,123.2
2015-04-22,2850732.0,325714862.58,0.83,3.35,0.83,354.91,0.0,200387858.38,1898753.0,1753841.0,216945006.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,30059.0,0.0,0.0,0.0,0.0,0.0,8000.0,309255.0,233.5,37.09,0.0,0.0,3.15,3.15,58388496.0,6671269326.92,0.0,7188.9,3.15,22.33,0.1972,23.59,0.0473,122.8
2015-04-23,2730977.0,307712404.78,0.79,3.19,0.79,335.75,0.0,184794066.43,1753097.0,1640065.0,197529929.28,0.0,0.0,293.0,3.15,0.0,0.0,0.0,18.03,26000.0,145949.0,0.0,0.0,3.15,293.0,0.0,0.0,139776.0,214.35,18.63,0.0,0.0,2.92,2.92,58326200.0,6571895429.24,0.0,7121.35,2.92,23.65,0.2007,24.89,0.0455,121.1
2015-04-24,2593245.0,287850382.86,0.75,3.0,0.75,314.89,0.0,166844541.89,1610581.0,1503103.0,178774607.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.53,0.0,142516.0,0.0,0.0,0.0,0.0,0.0,0.0,136962.0,193.74,17.18,0.0,0.0,2.7,2.7,58095492.0,6448603820.62,0.0,6997.89,2.69,25.19,0.2113,26.4,0.0434,119.3
2015-04-27,2442580.0,275785479.34,0.71,2.82,0.71,294.95,0.0,152579063.33,1611655.0,1351364.0,181967856.41,0.0,0.0,1074.0,15.26,0.0,0.0,0.0,0.0,130000.0,0.0,0.0,0.0,15.26,1074.0,0.0,0.0,281739.0,193.43,36.44,0.0,0.0,2.68,2.68,58468236.0,6601499435.69,0.0,6996.29,2.69,27.58,0.2083,29.04,0.0407,121.35
2015-04-28,2746542.0,304866360.97,0.8,3.13,0.8,332.16,0.0,174428732.84,1453593.0,1571429.0,161348928.3,0.0,0.0,70390.0,26.87,0.0,0.0,0.0,28.56,220065.0,241959.0,0.0,0.0,26.87,70390.0,0.0,13507.0,0.0,175.05,0.0,0.0,0.0,2.42,2.42,58698136.0,6515497348.28,0.0,7080.0,2.41,24.5,0.1804,25.67,0.0457,119.3
2015-04-29,4115553.0,444190234.81,1.19,4.7,1.19,491.5,1.0,283902386.16,1811707.0,2630439.0,195536920.0,0.0,0.0,89293.0,138.82,0.0,0.0,0.0,4.96,1164010.0,40293.0,0.0,0.0,138.82,89293.0,0.0,309114.0,105000.0,214.2,12.74,0.0,0.0,3.0,3.0,58638448.0,6328827738.57,0.0,6930.15,3.0,16.55,0.1899,33.09,0.0681,116.0
2015-04-30,5313557.0,577445505.06,1.54,6.01,1.54,624.29,1.0,350521364.95,2414711.0,3225439.0,262416308.5,0.0,0.0,111199.0,67.75,0.0,0.0,0.0,1.21,595000.0,10096.0,0.0,0.0,67.75,111199.0,0.0,501901.0,0.0,280.45,0.0,0.0,0.0,4.03,4.03,57571284.0,6256501843.54,0.0,6678.84,4.03,15.0,0.2596,45.18,0.0886,116.8
2015-05-01,5463557.0,593746605.39,1.58,6.08,1.58,639.44,1.0,383123565.61,2564711.0,3525439.0,278717408.83,0.0,0.0,150000.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,35.05,0.0,0.0,300.42,0.0,0.0,0.0,4.25,4.25,57808752.0,6282308441.5,0.0,6750.0,4.26,14.61,0.2399,43.11,0.0905,0.0
2015-05-04,7372725.0,813571155.74,2.14,8.2,2.14,868.51,1.0,425973188.0,4652333.0,3860244.0,513379237.08,0.0,0.0,241729.0,41.95,0.0,0.0,0.0,6.18,334805.0,53209.0,0.0,0.0,41.95,241729.0,0.0,1899102.0,0.0,546.83,0.0,0.0,0.0,7.79,7.79,55055872.0,6075347909.12,0.0,6589.37,7.66,16.12,0.1652,31.09,0.1235,118.6
2015-05-05,8595388.0,928097171.44,2.49,9.58,2.49,1015.12,1.0,536622616.33,4765416.0,4969824.0,514551421.1,0.0,0.0,3851.0,138.42,0.0,0.0,0.0,4.79,1169580.0,40768.0,0.0,0.0,138.42,3851.0,0.0,150000.0,60000.0,563.24,6.53,0.0,0.0,7.84,7.84,56026716.0,6049550834.1,0.0,6608.69,7.85,13.66,0.2214,41.53,0.1414,116.05
2015-05-06,8669942.0,941793958.02,2.51,9.71,2.51,1012.88,1.0,552462747.27,4724970.0,5085847.0,513261587.89,0.0,0.0,151538.0,13.9,0.0,1023.0,0.0,23.97,115000.0,193007.0,0.0,0.0,13.9,151538.0,0.12,1023.0,0.0,548.95,0.0,0.0,0.0,7.78,7.78,56001312.0,6083281443.26,0.0,6487.94,7.8,12.57,0.2184,41.3,0.1428,116.75
2015-05-07,9314897.0,1007953716.02,2.7,10.69,2.7,1096.25,1.0,585879927.44,5193425.0,5414347.0,561974225.55,0.0,0.0,152000.0,38.95,0.0,22500.0,0.0,8.61,306000.0,75595.0,0.0,0.0,38.95,152000.0,2.63,392050.0,0.0,608.94,0.0,0.0,0.0,8.54,8.54,55586224.0,6014917936.34,0.0,6495.56,8.57,11.75,0.1994,39.18,0.1533,116.3
2015-05-08,12315739.0,1381944503.74,3.57,13.94,3.57,1451.89,1.0,776071417.33,6838674.0,6916264.0,767365072.22,0.0,0.0,197418.0,179.16,0.0,169000.0,0.0,9.88,1526612.0,84030.0,0.0,0.0,179.16,197418.0,19.74,1531861.0,193695.0,807.79,22.53,0.0,0.0,11.22,11.22,54097672.0,6070279703.5,0.0,6348.05,11.29,15.86,0.1384,28.69,0.2021,120.6
2015-05-11,18378458.0,2032315244.19,5.35,20.57,5.34,2222.24,2.0,1052826628.8,11485584.0,9520831.0,1270091726.5,0.0,0.0,397423.0,271.36,0.0,475598.0,0.0,60.52,2138813.0,523488.0,0.0,0.0,271.36,397423.0,55.91,4772975.0,9844.0,1381.83,1.15,0.0,0.0,19.31,19.31,48007184.0,5308700646.92,0.0,5778.05,19.3,19.1,0.1178,19.33,0.3089,118.85
2015-05-12,22031076.0,2401379617.76,6.41,24.57,6.41,2632.11,2.0,1311953383.68,15659280.0,12036308.0,1706856070.98,0.0,0.0,1152381.0,153.24,0.0,1176193.0,0.0,31.13,1339284.0,253598.0,0.0,0.0,153.24,1152381.0,146.29,3274913.0,0.0,1853.99,0.0,0.0,0.0,26.15,26.15,44221100.0,4820084512.21,0.0,5235.15,26.15,12.73,0.0873,15.73,0.3679,117.15
2015-05-13,26348920.0,2859765223.47,7.67,29.56,7.66,3085.27,2.0,1637918492.01,18225208.0,15091233.0,1978062707.27,0.0,0.0,957607.0,374.22,0.0,0.0,0.0,27.91,3402118.0,233274.0,0.0,0.0,374.22,957607.0,0.0,1841596.0,347193.0,2126.17,41.68,0.0,0.0,30.35,30.35,41823532.0,4539293539.78,0.0,4885.79,30.32,13.17,0.0809,14.11,0.4388,116.65
2015-05-14,30075238.0,3311769892.5,8.75,33.8,8.74,3532.59,2.0,2024899303.58,19230062.0,18388756.0,2117540694.52,0.0,0.0,690759.0,355.23,0.0,631900.0,0.0,33.91,2995611.0,292964.0,0.0,0.0,355.23,690759.0,77.54,607058.0,329988.0,2245.83,34.62,0.0,0.0,32.02,32.02,40821664.0,4495125119.1,0.0,4774.33,31.99,11.42,0.0856,17.32,0.5008,118.35
2015-05-15,35989656.0,3927882848.63,10.47,40.89,10.46,4254.26,3.0,2509207933.57,22580698.0,22990892.0,2464439681.9,0.0,0.0,1264148.0,580.46,0.0,0.0,0.0,97.23,4891339.0,842682.0,0.0,0.0,580.46,1264148.0,0.0,2929170.0,289204.0,2661.53,34.1,0.0,0.0,37.69,37.69,37331664.0,4074348549.94,0.0,4403.69,37.67,9.6,0.0914,19.7,0.6007,117.3
2015-05-18,40345796.0,4451274739.7,11.74,46.43,11.73,4779.83,3.0,2779429895.44,22008760.0,25192404.0,2428184523.62,0.0,0.0,1579870.0,30.77,0.0,3000000.0,0.0,280.32,223557.0,2384641.0,0.0,0.0,30.77,1579870.0,365.68,232834.0,1022045.0,2593.03,121.15,0.0,0.0,36.87,36.87,37684936.0,4157707129.74,0.0,4420.25,36.97,8.45,0.0806,18.54,0.6759,116.0
2015-05-19,43421748.0,4895950111.79,12.64,50.13,12.62,5141.4,3.0,2934062443.82,24140056.0,26021940.0,2721873607.48,0.0,0.0,1711704.0,172.97,0.0,35000.0,0.0,26.2,1324000.0,231416.0,0.0,0.0,172.97,1711704.0,4.16,651008.0,529462.0,2834.43,63.04,0.0,0.0,40.44,40.44,35551892.0,4008597019.44,0.0,4159.96,40.52,9.19,0.0761,16.92,0.7274,118.55
2015-05-20,38355544.0,4321070327.99,11.16,43.85,11.15,4573.71,3.0,2455859881.05,22668844.0,21799192.0,2553833395.72,0.0,0.0,124559.0,36.16,0.0,0.0,0.0,183.27,270375.0,1621649.0,0.0,0.0,36.16,124559.0,0.0,25876.0,4493123.0,2694.22,545.38,0.0,0.0,37.99,37.99,37000320.0,4168393097.97,0.0,4387.47,38.04,8.92,0.0877,20.8,0.6428,118.45
2015-05-21,36234284.0,4090708430.95,10.55,41.84,10.54,4313.94,3.0,2415745237.69,20581998.0,21397956.0,2323626782.42,0.0,0.0,0.0,8.71,0.0,0.0,0.0,274.67,83130.0,2284225.0,0.0,0.0,8.71,0.0,0.0,197380.0,484366.0,2438.66,58.57,0.0,0.0,34.57,34.57,38949040.0,4397193726.95,0.0,4614.36,34.58,9.44,0.0879,20.29,0.6087,118.7
2015-05-22,34271904.0,3864274008.96,9.97,39.91,9.96,4093.89,2.0,2292637615.9,19690110.0,20333200.0,2220127026.11,0.0,0.0,331400.0,16.96,0.0,34246.0,0.0,152.29,125563.0,1298675.0,0.0,0.0,16.96,331400.0,4.25,75387.0,1224565.0,2346.19,144.79,0.0,0.0,32.97,32.97,40031488.0,4513686739.39,0.0,4753.08,33.05,10.0,0.094,21.48,0.5739,118.55
2015-05-25,33186728.0,3735603907.97,9.66,38.89,9.65,3965.0,2.0,2329564967.96,17659030.0,20695620.0,1987756716.45,0.0,0.0,109840.0,57.58,0.0,0.0,0.0,254.12,485418.0,2157498.0,0.0,0.0,57.58,109840.0,0.0,16578.0,122998.0,2100.23,14.27,0.0,0.0,29.56,29.56,42074768.0,4736070026.79,0.0,4987.98,29.63,10.36,0.098,22.2,0.5556,118.35
